Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Master of Arts in Teaching - Middle and Secondary Education (6-12),https://mdsk.charlotte.edu/master-arts-teaching-middle-grades-6-9-education-english-math-social-studies-or-science/,Required,Required,"All students must meet the general requirements for admission of the Graduate School. In addition, applicants for the M.A.T. must: 1. Hold a bachelor’s degree from a regionally accredited college or university. 2. Have an undergraduate cumulative GPA of at least 3.0 on a 4.0 scale. 3. Submit a Statement of Purpose that describes in 500-1000 words: (a) your reasons for wanting to enter the teaching profession, particularly in your chosen licensure area, and in middle or high school; (b) your experiences and/or qualities that will make you an effective teacher; and (c) your commitment to working with a diverse student population. 4. Submit three appropriate letters of recommendation from individuals who can evaluate your potential for graduate study and for becoming a teacher. 5. Submit a resume. 6. Participate in an interview with program faculty. 7. International students must demonstrate proficiency with the English language as required by the Graduate School.",Not Required,True,False,True,False,False,False,,,program,
Master of Arts in Teaching - Foreign Language Education (K-12),https://mdsk.charlotte.edu/academic-programs/graduate-certificatemat-foreign-language-education-0/,Not Required,Required,"An undergraduate degree from a regionally-accredited college or university.
An undergraduate GPA of 2.75 or higher from a regionally-accredited college or university. Applicants with a GPA between 2.50 and 2.74 may be considered for provisional admission.
At least 24 semester hours of coursework in the language of licensure with a GPA of 2.75 or higher from a regionally-accredited college or university.
A passing score on the Praxis Core Academic Skills for Educators tests (Reading, Writing, and Mathematics). Applicants may be exempt from the Praxis Core requirement by submitting qualifying scores on the SAT or ACT.
A Statement of Purpose explaining the applicant’s interest in the program and reasons for wanting to become a teacher.
Three letters of recommendation.
A successful interview with program faculty may be required.
Successful completion of the Oral Proficiency Interview (OPI) with a rating of “Advanced Low” or higher.
For international applicants, an official score on the Test of English as a Foreign Language (TOEFL) of at least 557 on the paper-based test or 83 on the internet-based test (iBT), or an overall band score of 6.5 on the International English Language Testing System (IELTS).
Acceptable background check, as required by the school districts in the UNC Charlotte partnership region.",Not Required,True,False,True,False,False,False,,,program,
Master of Arts in Teaching - Special Education (K-12),https://academics.charlotte.edu/graduate-programs/,Required,Required,"All applicants for graduate programs at UNC Charlotte must meet the general requirements of the Graduate School. For the M.A.T. in Special Education, the following are required: A bachelor’s degree from a regionally accredited college or university. A GPA of 3.0 is expected. Transcripts of all academic work. Three letters of recommendation. A Statement of Purpose explaining the applicant’s interest in special education and career goals. A resume. Satisfactory scores on either the GRE, MAT, or state-approved teacher licensure basic skills exam (e.g., Praxis Core). This requirement is waived for applicants with a 3.0 GPA or higher (on a 4.0 scale) in their undergraduate degree or for applicants who hold a master’s degree from a regionally accredited college or university. Applicants may submit test scores if they believe it will strengthen their application.",Not Required,False,False,True,False,False,False,,,program,
Master of Arts in Teaching - Teaching English as a Second Language (K-12),https://academics.charlotte.edu/graduate-programs/,Not Required,Required,"To be considered for admission to the M.A.T. in TESL, applicants must meet the general requirements for graduate admission to UNC Charlotte. These include: A bachelor’s degree (or its equivalent) from a regionally accredited college or university. An undergraduate GPA of 3.0 or higher. A completed online application through the Graduate School’s website. Official transcripts from all post-secondary institutions attended. A statement of purpose. Three letters of recommendation. International applicants must also demonstrate English proficiency.",Not Required,True,False,False,False,False,False,,,program,
Master of Arts in Teaching - Early Childhood Education (Birth-Kindergarten),https://academics.charlotte.edu/graduate-programs/,Required,Required,"A four-year undergraduate degree in any field (except teacher education) from a regionally accredited college or university.
A GPA of 3.0 or higher in an undergraduate degree is preferred. GPA of 2.75 required.
Graduate Record Exam (GRE) or Miller Analogies Test (MAT) scores are no longer required for admission to this program.
Official transcripts from all universities/colleges attended.
Three letters of recommendation from professional sources (e.g., professor, supervisor) using the online letter of recommendation form. At least one must be from a college or university instructor.
A statement of purpose of approximately 300-500 words describing your experiences with children and your reasons for pursuing a career in teaching.
A resume listing work experience and education.
Interview with program faculty.
TOEFL or IELTS scores for international applicants.",Not Required,True,False,,False,False,False,,,program,
Master of Education - Curriculum & Instruction (Elementary Education (K-6)),https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Education - Curriculum & Instruction (Middle Grades Track: English/language arts),https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Education - Curriculum & Instruction (Middle Grades Track: mathematics),https://academics.charlotte.edu/graduate-programs/,Required,Required,The M.Ed. in Curriculum and Instruction has a rolling admissions deadline. We review applications as they are received. Applicants must hold a bachelor’s degree from a regionally-accredited college or university. Applicants must have an undergraduate GPA of 3.0 or higher. Applicants with a GPA below 3.0 may be considered for provisional admission. Applicants must submit a statement of purpose outlining their professional goals and how this degree will help them achieve those goals. It should also highlight their experiences in education and working with students. Applicants must submit a current resume that includes educational and professional experiences. Applicants must submit three letters of recommendation from professional or academic sources. Applicants must submit unofficial transcripts from all institutions attended for the review process. Official transcripts are required upon admission. Some concentrations may require an interview.,Not Required,True,False,True,False,False,False,,,program,
Master of Education - Curriculum & Instruction (Middle Grades Track: science),https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Education - Curriculum & Instruction (Middle Grades Track: social studies),https://academics.charlotte.edu/graduate-programs/,Required,Required,"In addition to the general requirements for admission to the Graduate School, the following are required for admission to the Master of Education in Curriculum and Instruction program: A bachelor’s degree from a regionally-accredited college or university; An undergraduate GPA of 3.0; A valid teaching license (for all concentrations except AUE, TESL, and Special Education, General Curriculum K-12 Adapted Curriculum); For the Elementary Education, Special Education, or Reading Education concentrations, applicants must provide a copy of their most recent teaching evaluation.",Not Required,True,False,True,False,False,False,,,program,
Master of Education - Curriculum & Instruction (Secondary Education Track: comprehensive social studies),https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Education - Curriculum & Instruction (Secondary Education Track: comprehensive science),https://mdsk.charlotte.edu/academic-programs/med-curriculum-and-instruction-ci/,Required,Required,"All applicants must hold a baccalaureate degree from a regionally-accredited college or university. Applicants must have an undergraduate GPA of 3.0 or higher. Applicants must submit an online application to The Graduate School. Applicants should hold or be eligible to hold a North Carolina “A” or “M” level license. Three letters of recommendation are required from individuals who can evaluate the applicant’s academic and/or professional capabilities. At least one recommendation must be from a current or former university faculty member. Statement of Purpose that describes your experiences that have shaped your interest in the program, why you are interested in this specific program, and your professional goals. An official transcript from all colleges/universities attended. A current résumé or curriculum vitae that documents their educational and professional experiences, as well as any publications, presentations, or other accomplishments. International applicants must demonstrate proficiency in English.",Not Required,True,False,False,False,False,False,,,program,
Master of Education - Curriculum & Instruction (Teaching English as a Second Language (K-12)),https://academics.charlotte.edu/program/curriculum-and-instruction-m-ed-online/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Master of Education - Learning, Design and Technology",https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Education - Reading Education (K-12),https://academics.charlotte.edu/graduate-programs/,Required,Required,"To be considered for admission to the Master of Education in Reading Education program, applicants must meet the general requirements for graduate admission and submit a completed application package.

- A completed application submitted online through the Graduate School’s website.
- Official transcripts of all academic work attempted since high school.
- A bachelor’s degree from a regionally accredited college or university.
- A minimum GPA of 3.0 on a 4.0 scale in the undergraduate degree is required.
- Three letters of recommendation, submitted through the online application, from individuals who can speak to the applicant’s academic and/or professional potential.
- A Statement of Purpose that addresses the applicant’s experience working with students in K-12 settings, interest in literacy, and goals for pursuing the M.Ed. in Reading Education.
- A copy of a current, valid teaching license. Applicants must have at least a Standard Professional I license.
- A resume or curriculum vitae of professional experience is required.",Not Required,True,False,True,False,False,False,,,program,
Master of Education - Special Education (K-12) (General Curriculum),https://academics.charlotte.edu/graduate-programs/,Required,Required,"All applicants must hold a baccalaureate degree from a regionally accredited college or university. A cumulative undergraduate GPA of 3.0 or higher is required for unconditional admission to any M.Ed. program. For those with a GPA lower than 3.0, provisional admission may be granted. Official transcripts from all institutions attended. Applicants must submit an online application to the Graduate School. Three letters of recommendation. Statement of Purpose essay. Resume. Applicants seeking North Carolina licensure must pass a criminal background check.",Not Required,True,False,False,False,False,False,,,program,
Master of Education - Special Education (K-12) (Adapted Curriculum),https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Education - Academically Gifted,https://academics.charlotte.edu/graduate-programs/,,Required,"In addition to the general requirements of the Graduate School, the following are required for admission to the Master of Education in Special Education with a concentration in Academically or Intellectually Gifted:
An earned baccalaureate from a regionally accredited college or university.
A GPA of 3.0 in the undergraduate degree is required. Provisional admission may be granted to applicants with an undergraduate GPA between 2.75 and 2.99.
A valid teaching license is not required for admission. However, to be recommended for an advanced AIG add-on license, students must hold a valid North Carolina “A” level teaching license or a comparable license from another state.
A Statement of Purpose describing the applicant's experience with and/or interest in the field of gifted education and reasons for wanting to pursue graduate study in this area.
Three letters of recommendation.",Not Required,True,False,False,False,False,False,,,program,
Master of Education - Child & Family Studies (B-K),https://egem.charlotte.edu/child-family-studies-med-2017-2018-m-ed-recruitment-plan/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in School Counseling,https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Addiction Counseling,https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in Clinical Mental Health,https://academics.charlotte.edu/program/counseling-clinical-mental-health-concentration-m-a-on-campus/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in English Education,https://english.charlotte.edu/programs/graduate-program-information/,Required,Required,"Applicants must meet the general requirements for admission to a master’s program as established by the Graduate School. All applications must be submitted online through the Graduate School’s website. In addition to the online application, applicants should submit the following supporting materials as a single PDF document uploaded to the online application:

1. Statement of Purpose: A 500-word statement of purpose outlining the applicant’s reasons for pursuing graduate study in English Education. The statement should describe the applicant’s background and experience and explain how the program will meet his or her intellectual and professional goals.
2. Writing Sample: A 10-20 page writing sample of academic or professional writing.
3. Letters of Recommendation: Three letters of recommendation from individuals familiar with the applicant’s academic and/or professional work. Recommendation providers will be contacted automatically via email through the application portal after applicants provide their contact information. We strongly recommend that applicants notify recommenders ahead of time that they will receive this email request.
4. Transcripts: Unofficial transcripts from all previous undergraduate and graduate work. Official transcripts will be required if the applicant is offered admission.
5. Résumé/CV: An up-to-date résumé or curriculum vitae (CV).",Required,True,False,True,False,False,False,,,program,
Master of Arts in Mathematics Education,https://s3.amazonaws.com/media.guidebook.com/upload/12QCXAFQnetPQAy8P4JZpeAbS1OFn0TN7dav9g1W/0rPKGeZqJ4i53ifeXLkbNQmMR4L7qOQieQeY.pdf,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Graduate Certificate in Precision Metrology,https://academics.charlotte.edu/graduate-programs/,,,"A bachelor's degree in engineering or a related science/technology field from a regionally accredited college or university.
An undergraduate GPA of 3.0 or higher.
If the bachelor's degree is not in mechanical engineering, the student must have the necessary prerequisite background to succeed in the graduate-level courses of the certificate program. It is up to the discretion of the Graduate Program Director to determine if the applicant has the necessary background. If necessary, applicants may need to take prerequisite undergraduate courses at UNC Charlotte prior to being fully admitted into the certificate program.
Applicants are required to submit an online application through the Graduate School, my.charlotte.edu.
Transcripts of all prior academic work must be submitted.
Three letters of recommendation are required.
The GRE is not required for admission to this certificate program.",,True,False,,True,False,False,,,program,
Master's Degree in Mechanical Engineering and Engineering Science - Bioengineering,https://academics.charlotte.edu/graduate-programs/,,Required,"A bachelor’s degree in Mechanical Engineering, or a related field, from a regionally accredited college or university. An overall GPA of 3.0 on a 4.0 scale (or its equivalent) is required for admission to the M.S. program. Transcripts from all institutions attended are required. Three letters of recommendation are required. A Statement of Purpose is required. The GRE is optional for all MSME applicants. International applicants must provide a satisfactory score on the TOEFL, IELTS, or Duolingo English Test.",Not Required,False,True,,True,False,False,,,program,
Master's Degree in Mechanical Engineering and Engineering Science - Computational Mechanics and Materials,https://mees.charlotte.edu/graduate-programs/master-of-science-in-mechanical-engineering/computational-mechanics-and-materials/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master's Degree in Mechanical Engineering and Engineering Science - Dynamics and Controls,https://academics.charlotte.edu/graduate-programs/,,Required,"In addition to the general requirements for admission to the Graduate School, the following are required for admission to the Master of Science in Mechanical Engineering program:

An undergraduate degree in mechanical engineering or a closely related field. Students with other engineering degrees may be required to complete specific undergraduate coursework before full admission into the program. Coursework may be specified at the time of admission.
An undergraduate GPA of 3.0 or better. Applicants with an undergraduate GPA between 2.5 and 3.0 will be considered for provisional admission.
GRE is not required.
International students from non-English speaking countries must meet the minimum university English proficiency requirements. Specific score requirements can be found on the Graduate School’s website here.",Not Required,True,False,,True,False,False,,,program,
Master's Degree in Mechanical Engineering and Engineering Science - Manufacturing and Metrology,https://academics.charlotte.edu/graduate-programs/,Required,Required,"Applicants must meet the general requirements for admission to a graduate degree program as specified by the Graduate School. Admission to the M.S.M.E. program is competitive. Meeting the minimum requirements does not guarantee admission. The Department’s Graduate Admissions Committee considers all aspects of an application in its totality to make an admission decision. Minimum requirements for admission to the M.S.M.E. program include:

An earned baccalaureate degree in Mechanical Engineering, or in a related field such as another engineering discipline, physics, or mathematics, from an accredited college or university.
An undergraduate GPA of 3.0 or better (on a 4.0 scale). Applicants with a lower GPA may be considered for provisional admission based on other factors.
The GRE is waived for applicants with a baccalaureate degree from an ABET-accredited program in the U.S. with a GPA of 3.0 or greater. The GRE is also waived for applicants with a Master’s or Doctoral degree from a U.S. institution.",Not Required,False,False,True,True,False,False,,,program,
Master's Degree in Mechanical Engineering and Engineering Science - Motorsports Engineering,https://academics.charlotte.edu/graduate-programs/,Required,Required,"An undergraduate degree in Mechanical Engineering or a related field is required with a GPA of 3.0 or higher. For applicants with a degree in another field, completion of a set of prerequisite courses may be required before admission. Prospective students who do not have an undergraduate GPA of 3.0 may be considered for provisional admission if they have at least three years of professional experience in an engineering field or have an exceptional GRE score (V>150, Q>155, A>3.0). The GRE is not required for applicants with a bachelor’s or master’s degree in engineering from an ABET-accredited program in the U.S. with a GPA of 3.0 or higher. The GRE is also not required for graduates with an engineering degree from UNC Charlotte. The GRE is required for all other applicants and may not be waived.",Not Required,False,False,,True,False,False,,,program,
Master's Degree in Mechanical Engineering and Engineering Science - Thermal Sciences and Fluid Mechanics,https://academics.charlotte.edu/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Mechanical Engineering and Engineering Science,https://mees.charlotte.edu/graduate-program-faqs/11/,Required,Required,"A bachelor’s degree in mechanical engineering or a closely-related discipline from a regionally accredited college or university. An undergraduate GPA of 3.5 or higher on a 4.0 scale is recommended. Students with a GPA between 3.0 and 3.5 will be considered. For applicants with a master’s degree, a GPA of 3.5 or higher is recommended. All applicants must submit GRE scores. International applicants must also submit an English proficiency exam score (e.g., TOEFL, IELTS, Duolingo). A Statement of Purpose, a Resume/CV, and three letters of recommendation are also required for the application.",Not Required,False,False,True,True,False,False,,,program,
