QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,School of Equine Studies,,4.0,2.0,,,,,,,670,"up to $2,500/year",,"Merit-based, Alumni, Military",120 credit hours,16080,Bachelor's Degree in Equine Studies,https://post.edu/blog/first-ever-online-bachelor-of-science-in-equine-studies-program/
,The Malcolm Baldrige School of Business,,4.0,2.0,,,,,"$35,350/Year",,650,"Up to $18,000 per year",,"Merit-based, Alumni, Sibling, Military",,"$35,350/Year",Bachelor's Degree in Finance,https://en.wikipedia.org/wiki/Academic
,School of Arts & Sciences,,4.0,2.0,,,,,"$35,850/Year",,625,"$10,000 to $18,000 per year",,"Merit-based, Legacy, International, Transfer",120 Credit Hours,"$35,850/Year",Bachelor's Degree in Health/Health Care Administration/Management,https://en.wikipedia.org/wiki/Academic
,,,,,,,,,,,,,,,,,Bachelor's Degree in Higher Education/Higher Education Administration,https://en.wikipedia.org/wiki/Academic
,John P. Burke School of Public Service and Education,,4.0,2.0,,,,,16080/Year,,670,,,"University Grants, Military, Partner School, Alumni, Sibling",,16080/Year,Bachelor's Degree in Homeland Security and Disaster Management,https://en.wikipedia.org/wiki/Academic
,The Malcolm Baldrige School of Business,,4.0,2.0,,,,,36250,,$625,"Up to $20,000",,"Merit-based, Military, Legacy, Alumni, Family Grant",120 credit hours,"$36,250/Year (On-Campus) | $625/Credit Hour (Online)",Bachelor's Degree in Human Resources,https://post.edu/blog/6-ways-technology-is-changing-the-face-of-human-resources/
,The John P. Burke School of Public Service and Education,,4.0,2.0,,,,,"$17,875/Semester",,$650,"$10,000 - $20,000 per year",,"Academic, Performance-Based, Location-Based",120 Credit Hours,,Bachelor's Degree in Human Services,https://en.wikipedia.org/wiki/Academic
,School of Arts & Sciences,,4.0,2.0,,,,,2100,,670,"Up to $18,000",,Merit-based,4 years,"$35,000/Year",Bachelor's Degree in Information Science,https://en.wikipedia.org/wiki/Academic
,The John P. Burke School of Public Service and Education,,4.0,2.0,,Fall 2026,,,,,570,"up to $10,800",,Merit-based,60 credit hours,17100,Associate's Degree in Legal Studies,https://en.wikipedia.org/wiki/Academic
,The School of Arts and Sciences,,4.0,2.0,,,,,36250/Year,,670/credit hour,"from $10,000 to $20,000 annually",,"Merit-based, Grants, Legacy, Military, Alumni, Sibling",120 Credit Hours,36250/Year,Bachelor's Degree in Legal Studies,https://en.wikipedia.org/wiki/Academic
,The Malcolm Baldrige School of Business,,4.0,2.0,,Fall 2026,,,670,,$670/Credit,"$10,000 to $20,000 per year",,"Academic, Performance-based",,"$17,925/Semester",Bachelor's Degree in Management Science,https://en.wikipedia.org/wiki/Academic
,The Malcolm Baldrige School of Business,,4.0,2.0,,Fall 2026,,,39000,,650,3000,,"Program-specific, Career-focused, Alumni-based, Veteran-based",,39000,Associate's Degree in Marketing,https://en.wikipedia.org/wiki/Academic
,The Malcolm Baldrige School of Business,,4.0,2.0,,,,,"$34,850 per year",,650,"$8,000 - $18,000 per year",,"Merit-based, Athletic, Legacy, E-sports",4 years,"$34,850 per year",Bachelor's Degree in Marketing,https://en.wikipedia.org/wiki/Academic
,School of Arts & Sciences,,4.0,2.0,,Fall 2026,,,16080/Year,,670/Credit,A Partner School Scholarship provides a tuition grant of $100 per credit.,,"Institutional Grants, Legacy Grant, Military Scholarship, Partner School Scholarship",120 credit hours,16080/Year,Bachelor's Degree in Mental Health Counseling/Counselor,https://post.edu/financial-aid/tuition-fees/online/
,The American Sentinel College of Nursing & Health Sciences,,4.0,2.0,,,,,9000,,$300 per Credit Hour,"Up to $18,000",,"Merit-based, Legacy",As few as 12 months,"$9,000/Year",Bachelor's Degree in Nursing Administration,https://en.wikipedia.org/wiki/Academic
,,,4.0,2.0,,,,,,,$670 per credit hour,"$8,000 - $18,000 per year",,"Academic, Performance-Based, Location-Based",,"$37,750 per year","Bachelor's Degree in Parks, Recreation and Leisure Studies",https://en.wikipedia.org/wiki/Academic
,School of Arts & Sciences,,4.0,2.0,,,,,20100,,670,"Up to $20,000",,Merit-based,120 credit hours,20100,Bachelor's Degree in Psychology,https://en.wikipedia.org/wiki/Academic
,School of Arts & Sciences,,4.0,2.0,,,,,"$33,000/Year",,670,"$10,000 to $20,000",,"Merit-based, Legacy, Alumni, Athletic",,"$33,000/Year",Bachelor's Degree in Public Administration,https://www.gcu.edu/degree-programs/bachelor-arts-government-public-administration
,The School of Business,,4.0,2.0,,Fall 2026,,,20100,,$670/credit hour,"$8,000 - $18,000",,"Merit-based, Military",,"$20,100/Year",Bachelor's Degree in Sport and Fitness Management,https://en.wikipedia.org/wiki/Academic
,The School of Arts and Sciences,,4.0,2.0,,,,,"$17,000/Year",,$670,"$5,000 - $14,000",,"Merit-based, Talent-based, Need-based, Legacy",,"$17,000/Year",Bachelor's Degree in Sports Studies,https://en.wikipedia.org/wiki/Academic
