Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The Associate of Science in Criminal Justice and Safety Studies degree at Post University helps prepare you for an entry-level position in the criminal justice field, or to pursue further education in a bachelor’s degree program. Our degree programs are built with a career focus, providing you with the essential skills and knowledge you’ll need to excel. Our online criminal justice program features a comprehensive curriculum taught by experienced faculty, many of whom have worked in the criminal justice system themselves. They provide real-world insights into the field through online and in-person instruction, helping you prepare for a variety of entry-level roles as a:
* Criminal Investigator
* Police Officer
* Corrections Officer
* Probation and Parole Officer
* Security Professional
* Forensic Science Technician

You will examine topics such as criminal investigation, law enforcement management, juvenile justice, constitutional law, and more, as you build a foundation for a career that serves your community. Take the first step toward a career in public safety and the law with an Associate of Science in Criminal Justice and Safety Studies.",https://post.edu/academics/undergraduate-degrees/associate-of-science-in-criminal-justice-and-safety-studies/,Post University is accredited by the New England Commission of Higher Education (NECHE).,Associate's Degree in Criminal Justice and Safety Studies,https://online.lsu.edu/online-degree-programs/associates/associate-science-criminal-justice/,
,,,,Bachelor's Degree in Criminal Justice and Safety Studies,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Crisis/Emergency/Disaster Management,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Data Science,https://en.wikipedia.org/wiki/Academic,
,"Ready to make a meaningful difference in the lives of children? The Bachelor’s Degree in Child Studies at Post University prepares you to understand and support the comprehensive development of young people. This program is ideal for individuals passionate about working with children and families in diverse settings, from early childhood education to social services and advocacy roles. Our curriculum provides a deep dive into child development theories, family dynamics, cultural influences, and effective strategies for promoting well-being. You’ll explore crucial topics such as cognitive, social, and emotional development, child health and safety, and ethical practices in child care and education. Graduates are well-prepared for various entry-level positions or to pursue graduate studies in related fields, equipped with both theoretical knowledge and practical skills to make a positive impact.",https://post.edu/academics/undergraduate-degrees-certificates/bachelor-degree-in-child-studies/,,Bachelor's Degree in Education,https://post.edu/academics/undergraduate-degrees-certificates/bachelor-degree-in-child-studies/,
,,,,Bachelor's Degree in Educational/Instructional Technology,https://en.wikipedia.org/wiki/Academic,
,"Post University is proud to announce the launch of its first-ever 100% online Bachelor of Science in Equine Studies program. This groundbreaking program is designed to provide students with a comprehensive understanding of the equine industry, combining rigorous academic study with practical knowledge relevant to various career paths within the field. The Bachelor of Science in Equine Studies program at Post University is meticulously crafted to address the evolving needs of the equine sector. It offers a unique blend of scientific principles, business acumen, and hands-on operational skills, preparing graduates for leadership roles and entrepreneurial ventures. Students will delve into subjects such as equine anatomy and physiology, nutrition, health and disease management, genetics, reproduction, training methodologies, and ethical practices. The curriculum also encompasses crucial business aspects like marketing, finance, facility design, and legal considerations specific to the equine industry. Upon completion of the program, graduates will possess the critical thinking skills, problem-solving abilities, and industry-specific knowledge necessary to excel in diverse roles such as stable managers, equine event coordinators, breeding farm operators, veterinary assistants, equine therapists, and more.",,Accredited by the New England Commission of Higher Education (NECHE),Bachelor's Degree in Equine Studies,https://post.edu/blog/first-ever-online-bachelor-of-science-in-equine-studies-program/,
,,,,Bachelor's Degree in Finance,https://en.wikipedia.org/wiki/Academic,
,"As a student in Post University’s Bachelor of Science in Health Care Management program, you will develop a deep understanding of the health care system, including operations, finance, human resources, and policy. Our curriculum is designed to prepare you for leadership roles in a variety of health care settings, from hospitals and clinics to long-term care facilities and public health agencies. You’ll gain essential skills in critical thinking, problem-solving, and communication, all vital for navigating the dynamic health care landscape. Our program emphasizes practical application, with real-world case studies and projects that give you hands-on experience in addressing complex health care challenges. Graduates are equipped to make a positive impact on patient care and organizational efficiency, contributing to the overall improvement of health care services. Upon completion, students will be able to apply management theories and practices to health care organizations; analyze the legal, ethical, and regulatory issues impacting the health care industry; evaluate financial management principles and their application in health care settings; develop effective communication strategies for diverse health care stakeholders; and formulate solutions to complex health care challenges using critical thinking and problem-solving skills.",https://post.edu/academics/bachelors-degrees/bachelor-of-science-in-health-care-management/,,Bachelor's Degree in Health/Health Care Administration/Management,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Higher Education/Higher Education Administration,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Homeland Security and Disaster Management,https://en.wikipedia.org/wiki/Academic,
,"Human resources are a vital part of any organization. As an HR professional, you’ll be responsible for building a strong workforce through talent acquisition, compensation and benefits, employee relations, and training and development. This is a business-critical function that aligns with the organization’s overall strategy, objectives, and values.

The Bachelor of Science in Human Resource Management degree program at Post University offers a comprehensive curriculum designed to help you develop the essential skills you need to become an effective HR leader. You’ll explore current trends and best practices in human resources, including strategic planning, recruitment, performance management, and legal compliance. Our faculty members bring real-world experience to the classroom, providing you with practical insights and guidance. Whether you’re looking to advance your current career or start a new one, this program can help you achieve your goals.",https://post.edu/academics/bachelors-degrees/bachelor-of-science-in-human-resource-management/,Accredited by the International Accreditation Council for Business Education (IACBE).,Bachelor's Degree in Human Resources,https://post.edu/blog/6-ways-technology-is-changing-the-face-of-human-resources/,
,,,,Bachelor's Degree in Human Services,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Information Science,https://en.wikipedia.org/wiki/Academic,
,,,,Associate's Degree in Legal Studies,https://en.wikipedia.org/wiki/Academic,
"Legal Nurse Consultant (LNC), Paralegal Studies","Pursue your career in the legal field with a Bachelor of Science (B.S.) in Legal Studies online degree from Post University. With two concentrations available, you can build a strong foundation of knowledge in legal theory and practice to take your career to the next level. Our B.S. in Legal Studies program offers two concentrations: Legal Nurse Consultant (LNC) or Paralegal Studies. We’ve designed a comprehensive curriculum that provides a well-rounded legal education focusing on areas of the law, including civil litigation, contract law, criminal law, family law, property law, legal research, and writing. When you earn a Legal Studies degree, you’ll be prepared for many career opportunities in the legal industry. As a student in our Legal Studies program, you’ll learn from faculty with extensive experience in the field. You’ll be prepared to demonstrate the following skills and abilities after graduation: Understand federal and state courts, judicial processes and administrative agencies; Identify ethical issues and responsibilities in the legal profession; Conduct legal research through primary and secondary sources; Draft legal documents relevant to the legal profession; Utilize technology in the legal profession.",https://post.edu/program/bachelors-degree-in-legal-studies/,,Bachelor's Degree in Legal Studies,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Management Science,https://en.wikipedia.org/wiki/Academic,
,,,,Associate's Degree in Marketing,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Marketing,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Mental Health Counseling/Counselor,https://post.edu/financial-aid/tuition-fees/online/,
,,,,Bachelor's Degree in Nursing Administration,https://en.wikipedia.org/wiki/Academic,
,,,,"Bachelor's Degree in Parks, Recreation and Leisure Studies",https://en.wikipedia.org/wiki/Academic,
,"The Bachelor of Science in Psychology degree program at Post University is designed to help you understand the complexities of the human mind and behavior, and to provide you with the theoretical knowledge, research skills, and practical experience needed to pursue a variety of careers in psychology, social work, counseling, human resources, criminal justice, or education. With a blend of scientific inquiry, critical thinking, and ethical considerations, you’ll explore the underlying principles of human behavior, cognition, and emotion. The curriculum emphasizes evidence-based practices, psychological theories, and research methodologies, preparing you to analyze and interpret data, conduct ethical research, and apply psychological principles to real-world problems. Whether you aspire to work directly with individuals, contribute to research, or advance to graduate studies, our program offers a strong foundation for your future success. This program is offered on campus in Waterbury, CT and online.",https://post.edu/academics/undergraduate/bachelors-degree-psychology/,,Bachelor's Degree in Psychology,https://en.wikipedia.org/wiki/Academic,
Public Administration,"GCU’s Bachelor of Arts in Government with an Emphasis in Public Administration program explores the core concepts of government and how they apply to the public sector. As a BA in Government with an Emphasis in Public Administration student, you will learn the legal, political, administrative and economic foundations of public governance. The curriculum is designed to help you prepare for careers in public administration, including government and non-profit settings. This program is offered by the College of Humanities and Social Sciences. Through the government and public administration curriculum, you will delve into how governments function, the structure and organization of government bodies, legal, political, administrative and economic foundations of public governance, the role of public administrators in society, and best practices in public sector management. With a BA in Government with an Emphasis in Public Administration, you can apply your skills to careers in public administration, government agencies, non-profit organizations, policy analysis, and research.",,,Bachelor's Degree in Public Administration,https://www.gcu.edu/degree-programs/bachelor-arts-government-public-administration,
,,,,Bachelor's Degree in Sport and Fitness Management,https://en.wikipedia.org/wiki/Academic,
,,,,Bachelor's Degree in Sports Studies,https://en.wikipedia.org/wiki/Academic,
