QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,Hankamer School of Business,,,,45.9%,Fall 2026,,,54848,,2286,"$15,000 - $23,000 annually",86% of students,Merit-based,4 years,54848,Bachelor of Business Administration in Business Fellows,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,4.0,2.0,45.3%,Fall 2026,,,"$54,844/Year",19650,"$2,285 per semester hour","$10,000 - $24,000 annually",,"Merit-based, Need-based, Departmental",4 years,"$54,844/Year",Bachelor of Arts in Chemistry,https://chemistry.artsandsciences.baylor.edu/undergraduate/degree-plans
,College of Arts & Sciences,,4.0,2.0,45.9%,Fall 2026,,,"$56,732/Year",,"$2,364/Hour","$6,000 - $25,000 per year",,"Merit-based, Need-based",4 years,"$56,732/Year",Bachelor of Science in Chemistry,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/chemistry-biochemistry/chemistry-with-concentration-subdiscipline-bs/
,College of Arts & Sciences,,,,,Fall 2026,,,"$57,010/Year",,"$2,376/semester hour","$15,000 - $24,000 per year",,Merit-based,,"$57,010/Year",Minor in Chemistry,https://admissions.web.baylor.edu/about-baylor/majors-minors
,Robbins College of Health and Human Sciences,,4.0,2.0,46%,Fall 2026,,,"$54,844/Year",30344,2285,"$15,000-$26,000 per year",,"Academic, Need-Based",4 years,"$54,844/Year",Bachelor of Science in Child and Family Studies,https://hsd.robbins.baylor.edu/about-us/programs
,College of Arts & Sciences,,,,40.3%,,,,,,,"up to $26,000 per year",,Merit-based,,,Minor in Chinese,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,4.0,,46%,Fall 2026,,,"$5,458/Year",,"$2,364","$15,000 - $25,000 per year",,Merit-based Academic Scholarships,,"$56,732/Year",Bachelor of Arts in Chinese Language and Culture,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Music,,,,45.66% (Fall 2023),Fall 2026,,,,,,"$60,000 to $92,000 (over four years)",,"Merit-based, Need-based",,,Minor in Chistianity and Arts,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Music,,4.0,2.5,45.6%,Fall 2026,"August 1, 2025","February 1, 2026",56732,,"$2,364","$15,000 to $26,000 per year",,"Merit-based, Need-based, Audition-based",4 years,"$56,732/Year",Bachelor of Music Education in Choral Music,https://catalog.baylor.edu/undergraduate/school-music/bachelor-music-education/
,School of Music,,4.0,,45.9%,Fall 2026,,,"$56,668/Year","$26,086",,"$15,000 - $24,000 per year",,"Academic, Need-based",,"$56,668/Year",Bachelor of Arts in Church Music,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Music,,4.0,2.0,45.9%,Fall 2026,,,"$56,732/Year","$49,700","$2,364/Credit Hour","Up to $26,000 per year",,"Merit-based, Need-based, Departmental",4 years,"$56,732/Year",Bachelor of Music in Church Music,https://music.baylor.edu/church-music
,Diana R. Garland School of Social Work,,4.0,2.5,46.25% (Fall 2023),Fall 2026,,,"$58,352/Year",,2431,"$10,000 - $27,000 per year",,"Academic Scholarships, Need-Based Scholarships, Endowed Scholarships",18 semester hours,"$58,352/Year",Minor in Civic Interfaith Studies,https://socialwork.web.baylor.edu/admissions/bachelor-social-work/minors/civic-interfaith-studies-minor
,College of Arts & Sciences,,,,45.9%,Fall 2026,,,54844,"$43,732","$2,285/Hour","$60,000 - $96,000",,Merit-based,,"$54,844/Year",Bachelor of Arts in Classics,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,,,,Fall 2026,,,,,,"$15,000 to $23,000 per year",,Academic scholarships,,,Minor in Classics,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,,,45.9%,Fall 2026,,,57750,"about $42,658","$2,406 per credit hour","$15,000 - $23,000 per year",,"Merit-based, Need-based",4 years,"$57,750/Year",Bachelor of Arts in Communication,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,4.0,2.0,45.9%,Fall 2026,,,"$56,732/Year",23439,2364,"$10,000 - $24,000 per year",,Merit-based,18 semester hours,"$56,732/Year",Minor in Communication,https://communication.artsandsciences.baylor.edu/
,Robbins College of Health and Human Sciences,,4.0,2.5,45.9%,Fall 2026,,,"$54,844/Year","$45,700","$2,285 per credit hour","$20,000 - $26,000 per year",,"Academic, Departmental, Need-based",4 years,"$54,844/Year",Bachelor of Science in Communication Sciences and Disorders,https://catalog.baylor.edu/undergraduate/robbins-college-health-human-sciences/communication-sciences-disorders/communication-sciences-disorders.pdf
,Robbins College of Health and Human Sciences,,,,46%,,,,"$57,174/Year",,,"$14,000 - $26,000 per year",,"Merit-based, Need-based, Departmental",4 years,"$57,174/Year",Bachelor of Arts in Communication Specialist,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Music,,,,45.9%,Fall 2026,,,"$54,844/Year",,,"$2,000 to $20,000 per year",,"Merit-based, Academic-based",4 years,"$54,844/Year",Bachelor of Music in Composition,https://music.baylor.edu/composition
1001-1200,School of Engineering & Computer Science,,,,46%,Fall 2026,,,"$60,882/Year",,"$2,364/Credit hour","$2,000 - $26,000 annually",,Merit-based,4 years,"$60,882/Year",Bachelor of Science in Computer Engineering,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Engineering & Computer Science,,,,,Fall 2026,,,"$54,844/Year",,,"$60,000 to $96,000 (over four years)",,"Merit-based, Need-based, Institutional",4 years,"$54,844/Year",Bachelor of Arts in Computer Science,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Engineering & Computer Science,,,2.5,45.9%,Fall 2026,,,58348,"Over $48,000 (average first-year aid package)","$2,431/Credit Hour","Academic scholarships range from $15,000 to $26,000 per year.",,"Merit-based (Academic), Institutional, Endowed",4 years,"$58,348/Year",Bachelor of Science in Computer Science,https://www.ecs.baylor.edu/students-academics/degree-programs/undergraduate-degrees/bachelor-science-computer-science
,School of Engineering & Computer Science,,4.0,3.25,43.3%,Fall 2026,,,"$27,422/Semester or $54,844/Year",,"$2,285 per semester hour","$15,000 - $23,000 per year",,"Merit-based, Need-based",4 years,"$27,422/Semester or $54,844/Year",Bachelor of Science in Computer Science Fellows,https://www.baylor.edu/content/services/document.php/68756.pdf
,College of Arts & Sciences,,4.0,2.0,46%,,,,"$57,732/Year",,2406,"$60,000 to $96,000 (over four years)",,"Merit-based, Need-based",18 semester hours,"$57,732/Year",Minor in Corporate Communication,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/communication/communication.pdf
,College of Arts & Sciences,,4.0,2.5,39.11%,,,,"$29,024/Semester or $58,048/Year",,2419,"$15,000 to $24,000 per year",Nearly 90%,"Merit-based, Need-based, Departmental",,"$29,024/Semester or $58,048/Year",Minor in Creative Writing,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/english/creative-writing-minor/
,College of Arts & Sciences,,4.0,2.5,46%,Fall 2026,"August 1, 2025","February 1, 2026","$59,572/Year",,2482,"$15,000 to $23,000 per year",,"Merit-based, Need-based",,"$59,572/Year",Minor in Criminal Justice,https://politicalscience.artsandsciences.baylor.edu/undergraduate-programs/criminal-justice-minor
,School of Engineering & Computer Science,,,,46%,Fall 2026,,,,,"$2,432","$60,000 to $108,000 (disbursed over four years)",,"Academic, Institutional, Endowed",,,Minor in Cybersecurity,https://admissions.web.baylor.edu/degrees/cybersecurity
,College of Arts & Sciences,,,,46%,Fall 2026,,,5558,,,"$15,000 - $26,000 per year",,"Merit-based, Need-based",,57750,Minor in Dance,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Engineering & Computer Science,,,,45.9%,Fall 2026,,,"$56,762/Year",,,"$15,000 to $24,000 per year",,"Merit-based, Need-based",,56762,Bachelor of Science in Data Science,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Engineering and Computer Science,,4.0,2.0,46%,,,,"$54,844/Year",,2285,"$15,000 - $26,000 per year",,"Merit-based, Need-based",18 credit hours,54844,Minor in Data Science,https://catalog.baylor.edu/undergraduate/school-engineering-computer-science/ecs-minors/data-science-minor/
,College of Arts & Sciences,,4.0,,45.3%,Fall 2026,,,"$57,732/Year",,"$2,406 per credit hour","$15,000 to $26,000 per year",,"Merit-based, Need-based, Departmental",4 years,"$57,732/Year",Bachelor of Arts in Earth Science,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,,2.75,45.3%,Fall 2026,,,"$56,732/Year",,"$2,364","$15,000 - $24,000 per year",,"Academic, Need-Based, Departmental, Alumni, Endowed, External",4 years,"$56,732/Year",Bachelor of Arts in Economics,https://www.alqasimia.ac.ae/en/Academics/Programs/Pages/bachelor-of-arts-in-economics.aspx
,Hankamer School of Business,,4.0,,45%,Fall 2026,,,"$54,848/Year",,"$2,285","$10,000 to $25,000 per year",,"Merit-based, Need-based, Departmental",4 years,"$54,848/Year",Bachelor of Business Administration in Economics,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,,,,Fall 2026,,,"$57,750/Year","$50,569",,"$60,000 - $96,000 (disbursed over four years)",90%,"Academic (Merit-based), Need-based",4 years,"$57,750/Year",Bachelor of Science in Economics,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.9%,Fall 2026,,,"$56,732/Year",,2364,"$15,000 - $23,000 per year",,"Merit-based, Need-based",4 years,56732,Bachelor of Science in Education - Elementary Education,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.9%,Fall 2026,"August 1, 2025","February 1, 2026","$56,668/Year",,"$2,362/hour","$15,000 to $24,000 per year",,"Merit-based, Need-based",,"$56,668/Year","Bachelor of Science in Education - Middle Grade English, Language Arts, and Reading",https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.3%,Fall 2026,,,"$57,750/Year",,,"$5,000 - $28,000 annually",86%,"Merit-based, Institutional",,"$57,750/Year",Bachelor of Science in Education - Middle Grade Mathematics,https://admissions.web.baylor.edu/degrees/education-middle-grade-mathematics
901-950,School of Education,,,2.75,46%,Fall 2026,"August 1, 2025","February 1, 2026",56732/Year,,2364,"$10,000 - $26,000 per year",,"Merit-based, Need-based",4 years,56732/Year,Bachelor of Science in Education - Middle Grade Science,https://ci.soe.baylor.edu/undergraduate-programs
,School of Education,,,,45.9%,Fall 2026,,,"$56,050/Year",,"$2,335","$10,000 - $24,000 annually",,"Merit-based, Need-based",,"$56,050/Year",Bachelor of Science in Education - Middle Grade Social Studies,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.9%,Fall 2026,,,54844,,,"$15,000 to $27,000 annually",,"Merit-based, Need-based",,"$54,844/Year","Bachelor of Science in Education - Secondary English, Language Arts, and Reading",https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45%,Fall 2026,,,54844,49585,2286,"$60,000 to $92,000 (disbursed over four years)",,"Merit-based, Need-based",4 years,"$54,844/Year",Bachelor of Science in Education - Secondary Mathematics,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,4.0,2.75,45.9%,Fall 2026,"August 1, 2025","February 1, 2026",57732,"more than $29,000","$2,406 per semester hour","$16,000 to $26,000 per year",,"Merit-based, Need-based",4 years,"$57,732/Year",Bachelor of Science in Education - Secondary Science,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/secondary-ed/secondary-ed.pdf
,School of Education,,4.0,2.75,47%,Fall 2026,,,,"$29,918","$2,357/Credit Hour","$15,000 to $24,000 per year",92%,"Merit-based, Institutional",4 years,"$56,552/Year",Bachelor of Science in Education - Secondary Social Studies,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/secondary-ed/socialstudies/
951-1000,School of Education,,4.0,2.75,,Fall 2026,,,54848,,2286,"Academic scholarships range from $18,000 to $26,000 per year",86% of students receive an academic scholarship,"Merit-based, Need-based, Departmental",4 years,"$54,848/Year",Bachelor of Science in Education - Spanish All Level,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/all-level-spanish-bs-ed/
,School of Education,,,,35.88%,Fall 2026,,,"$54,844/Year",47000,,"$60,000 - $104,000 (over four years)",92%,"Merit-based, Institutional",4 years,"$54,844/Year",Bachelor of Science in Education - Special Education,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.9%,Fall 2026,,,54848,29000,,"$60,000 to $96,000 (over 4 years)",,"Merit-based, Need-based, Departmental",,"$54,848/Year",Minor in Education Certification - English as a Second Language,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.9%,,,,,"$27,000",,"$15,000 to $24,000 per year",,Merit-based,,,Minor in Education Certification - Gifted & Talented,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,45.9%,Fall 2026,,,"$58,368/Year",,"$2,432","$12,000 - $26,000 annually",,Merit-based,,"$58,368/Year",Minor in Education Certification - Physical Education,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,,,,,,,,,,"$16,000 - $26,000 per year",,"Academic, Institutional, Endowed",,,Minor in Education Concentration for Biology Majors,https://admissions.web.baylor.edu/degrees/education-concentration-biology-majors
,School of Education,,,,45.9%,,,,"$56,762/Year",,"$2,365/Credit Hour","$5,000 - $24,000 per year",,Merit-based,,"$56,762/Year",Minor in Education Concentration for Health Science Studies Majors,https://admissions.web.baylor.edu/degrees/education-concentration-health-science-studies-majors
,College of Arts & Sciences,,,,46%,Fall 2026,,,"$54,844/Year",,"$2,285","$15,000 to $23,000 per year",,"Merit-based, Need-based",,"$54,844/Year",Minor in Education Concentration for History Majors,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Education,,4.0,2.75,45.8%,Fall 2026,"August 1, 2025","February 1, 2026","$18,200/Semester",28000,1348,"$20,000 to $26,000 per year",90%,"Academic, Need-Based",,"$18,200/Semester",Minor in Education Concentration for Math Majors,https://catalog.baylor.edu/undergraduate/undergraduate-archived-catalogs/2015-2016_Catalog_ug.pdf
,School of Education,,4.0,2.5,,,,,"$58,010/Year",,"$2,417","$60,000 to $96,000 (disbursed over four years)",,Academic Scholarships,,"$58,010/Year",Minor in Educational Psychology,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/minors/educational-psychology-minor/
,School of Education,,4.0,2.75,45.9%,,,,58354,,2431,"$20,000 - $28,000 per year",,"Merit-based, Need-based",4 years,"$58,354/Year",Bachelor of Science in Education in Educational Studies,https://catalog.baylor.edu/undergraduate/school-education/degrees-requirements/minors/educational-studies-minor/
,School of Engineering & Computer Science,,,,45.9%,Fall 2026,,,"$57,804/Year","$45,000","$2,409","$1,000 to $26,000 per year",,"Merit-based, Need-based",,"$57,804/Year",Bachelor of Science in Electrical and Computer Engineering,https://admissions.web.baylor.edu/about-baylor/majors-minors
,School of Engineering & Computer Science,,,,,Fall 2026,,,"$54,848/Year",,,"From $15,000 to $26,000 per year",,"Merit-based, Need-based",,"$54,848/Year",Bachelor of Science in Engineering,https://admissions.web.baylor.edu/about-baylor/majors-minors
801-1000,College of Arts & Sciences,,,,45.9%,Fall 2026,,,56186,,2342,"$5,300 to $27,000 per year",,Merit-based,4 years,"$56,186 per year",Bachelor of Arts in English,https://english.artsandsciences.baylor.edu/undergraduate/literature/degree-plan
,College of Arts & Sciences,,4.0,2.0,46.9%,Fall 2026,"August 1, 2025","February 1, 2026",57732,,"$2,406","$1,000 - $25,000 per year",,"Merit-based, Need-based",,"$57,732/Year",Minor in English,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/english/english-minor/
,Hankamer School of Business,,,,45.9% (Fall 2022),Fall 2026,,,"$54,848/Year",,,"$15,000 to $24,000 per year",More than 90% of students receive financial aid,"Academic, Need-Based",4 years,"$54,848/Year",Bachelor of Business Administration in Entrepreneurship and Corporate Innovation,https://admissions.web.baylor.edu/about-baylor/majors-minors
,Robbins College of Health and Human Sciences,,,,45.9%,Fall 2026,,,"$54,844/Year","over $29,000",,"$15,000 to $23,000 per year",86%,"Academic Scholarships, Institutional Scholarships, External Scholarships",,"$54,844/Year",Bachelor of Science in Environmental Health Science,https://admissions.web.baylor.edu/about-baylor/majors-minors
,College of Arts & Sciences,,4.0,2.0,46%,Fall 2026,,,"$59,348/Year",,2473,"$15,000 to $26,000 per year",,"Merit-based, Need-based, Departmental",,"$59,348/Year",Minor in Environmental Humanities,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/interdisciplinary-programs/environmental-humanities-minor/
,College of Arts & Sciences,,4.0,2.0,,Fall 2026,,,"$59,586/Year",,2483,"$1,000 to $26,000 per year",,"Merit-based, Need-based",4 years,"$59,586/Year",Bachelor of Science in Environmental Science,https://environmentalscience.artsandsciences.baylor.edu/undergraduate
,College of Arts & Sciences,,4.0,2.0,46% (Fall 2023),Fall 2026,,,"$28,114/Semester","$29,000","$2,343","$60,000 to $96,000 (disbursed over four years)",86% of students receive a scholarship or grant from Baylor,"Academic Scholarships, Need-Based Scholarships, Baylor Endowed Scholarships, Departmental Scholarships",4 years,"$28,114/Semester",Bachelor of Arts in Environmental Studies,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/environmental-science/environmental-studies-ba/environmental-studies-ba.pdf
901-950,College of Arts & Sciences,,4.0,2.0,45.9%,Fall 2026,,,"$29,172/Semester",31000,2431,"$1,000 to $26,000 per year",,"Merit-based, Need-based",,"$29,172/Semester",Minor in Environmental Studies,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/environmental-science/environmental-science.pdf
,College of Arts & Sciences,,4.0,,47.1%,,,,"$57,732/Year",,2406,"$6,200 - $26,000 per year",86%,"Merit-based, Need-based, Endowed, Departmental",18 semester hours,"$28,866/Semester",Minor in Ethnic Studies,https://interdisciplinaryprograms.web.baylor.edu/interdisciplinary-programs/ethnic-studies/requirements-courses
,Robbins College of Health and Human Sciences,,4.0,2.5,46%,Fall 2026,,,"$54,844/Year",,"$2,285/Hour","$15,000 to $24,000 per year",86% of students receive a scholarship,"Merit-based, Need-based",4 years,"$54,844/Year",Bachelor of Science in Exercise Physiology,https://catalog.baylor.edu/undergraduate/robbins-college-health-human-sciences/health-human-performance-recreation/exercise-physiology-bs/
,Robbins College of Health and Human Sciences,,4.0,2.25,45.9%,,,,"$56,732/Year",,"$2,364","$40,000 - $92,000 over 4 years",87% of students receive an academic scholarship,"Merit-based, Need-based",4 years,"$56,732/Year",Bachelor of Science in Family & Consumer Sciences,https://hsd.robbins.baylor.edu/about-us/programs
