Program name,Program Page url
Minor in Geology,https://academics.charlotte.edu/undergraduate-programs/
Minor in German,https://academics.charlotte.edu/undergraduate-programs/
Minor in Gerontology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Global Studies,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Health Communication,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Health Systems Management,https://academics.charlotte.edu/undergraduate-programs/
Minor in Health Systems Management,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in History,https://academics.charlotte.edu/undergraduate-programs/
Minor in History,https://academics.charlotte.edu/undergraduate-programs/
"Minor in Holocaust, Genocide, and Human Rights Studies",https://academics.charlotte.edu/undergraduate-programs/
Minor in Industrial and Systems Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Information Technology,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in International Business,https://academics.charlotte.edu/undergraduate-programs/
Minor in International Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Japanese,https://academics.charlotte.edu/undergraduate-programs/
Minor in Jewish Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Journalism,https://academics.charlotte.edu/undergraduate-programs/
Minor in K-12 and Foreign Language Education,https://academics.charlotte.edu/undergraduate-programs/
Minor in Kinesiology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Landscape Architecture,https://academics.charlotte.edu/undergraduate-programs/
Minor in Latin American Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Legal Studies,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Management,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Management Information Systems,https://academics.charlotte.edu/undergraduate-programs/
Minor in Management Information Systems,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Marketing,https://academics.charlotte.edu/undergraduate-programs/
Minor in Marketing,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Mathematics,https://academics.charlotte.edu/undergraduate-programs/
Minor in Mathematics,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Mechanical Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Mechanical Engineering,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Middle Grades Education,https://academics.charlotte.edu/undergraduate-programs/
Minor in Military Science,https://academics.charlotte.edu/undergraduate-programs/
Minor in Music,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Music,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Music in Music Education,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Music in Music Performance,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Nursing,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Physics,https://academics.charlotte.edu/undergraduate-programs/
Minor in Physics,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Political Science,https://academics.charlotte.edu/undergraduate-programs/
Minor in Political Science,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Psychology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Psychology,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Public Health,https://academics.charlotte.edu/undergraduate-programs/
Minor in Public Health,https://academics.charlotte.edu/undergraduate-programs/
Minor in Reading Education,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Religious Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Religious Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Russian,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Secondary Education,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Social Work,https://academics.charlotte.edu/undergraduate-programs/
Minor in Social Work,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Sociology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Sociology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Software and Information Systems,https://academics.charlotte.edu/undergraduate-programs/
Minor in Spanish,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Special Education,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Statistics,https://academics.charlotte.edu/undergraduate-programs/
Minor in Statistics,https://academics.charlotte.edu/undergraduate-programs/
Minor in Systems Engineering,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Theatre,https://academics.charlotte.edu/undergraduate-programs/
Minor in Theatre,https://academics.charlotte.edu/undergraduate-programs/
Minor in Urban Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Women's and Gender Studies,https://academics.charlotte.edu/undergraduate-programs/
