Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The Master of Science in Geosciences offers a curriculum designed to be relevant to today's employment trends and needs in the geosciences including environmental geoscience and geoarchaeology. The department is housed in the Davis Science Building, which includes facilities for remote sensing, GIS, geoarchaeology, paleontology, mineralogy, petrology, environmental chemistry, and hydrogeology. There are several active student organizations, including the student chapters of the American Association of Petroleum Geologists, the Association of Environmental & Engineering Geologists, and the National Speleological Society. The Department of Geosciences offers two options for the M.S. degree. A thesis option is available for students wishing to pursue research with a faculty member as part of the degree program. This is the more common degree option chosen by students who plan to enter a doctoral program or seek professional employment as a geologist. The non-thesis option provides a curriculum designed for students who are pursuing a career in geoscience education or for those students who are already established in their career and wish to further their education. Each student works closely with a graduate advisor who helps design an individualized curriculum based on the student's career objectives.",https://www.mtsu.edu/programs/geosciences-ms/index.php,,Master of Science in Geosciences,https://www.mtsu.edu/search-program/,
['Public History'],"The Master of Arts in History at MTSU is a 30-hour program offering both thesis and non-thesis options. The program requires three core courses: HIST 6010 (Historiography), HIST 6020 (Historical Research and Writing), and one course in digital history. It then provides specialized training in either U.S. history or world history (including Europe). A concentration in Public History is also available. The program is designed to be completed in four full-time semesters. Students can complete the M.A. either on campus or through our fully online program. MTSU's M.A. in History is designed to meet the needs of a wide range of students, including those who plan to pursue a Ph.D. in history; those who plan to teach in community colleges, junior colleges, or secondary schools; those who are already teachers and want to improve their skills and earn a graduate degree; and those who want to enter the field of public history (archives, historic preservation, historical archaeology, and museums).",https://www.mtsu.edu/programs/history-ma/index.php,,Master of Arts in History,https://www.mtsu.edu/search-program/,MA
Public History,"MTSU's graduate programs in public history prepare students for careers in museums, historic preservation, archives and records management, oral history, cultural resource management, and other related fields. Our M.A. program in history with a concentration in public history is one of the oldest and largest in the country, and our Ph.D. in Public History is the only one of its kind in the world. As of Fall 2017, the M.A. concentration is available entirely via distance education. More than 450 of our alumni are working in public history fields around the world.",https://www.mtsu.edu/publichistory/,,Concentration in Public History,https://icpn.museum.state.il.us/content/middle-tennessee-state-university,
"['Actuarial Sciences', 'Biostatistics', 'Biotechnology', 'Engineering Management', 'Geosciences', 'Health Care Informatics', 'Supply Chain Management']","The Professional Science Master's (P.S.M.) is an innovative graduate degree designed to allow students to pursue advanced training in science or mathematics, while simultaneously developing workplace skills highly valued by employers. P.S.M. programs consist of two years of academic training in an emerging or interdisciplinary area, along with a professional component that may include internships and ""cross-training"" in workplace skills, such as business, communications, and regulatory affairs. All are designed in concert with employers and are designed to dovetail into present and future professional career opportunities.",https://www.mtsu.edu/msps/,Certified by the Commission on Affiliation of PSM programs.,Master of Science in Professional Science,https://msps.mtsu.edu/contact/,
Actuarial Sciences,"The Master of Science in Professional Science is an innovative graduate degree designed to allow students to pursue advanced training in a science or mathematics discipline while simultaneously developing highly valued business, communication, and regulatory skills. This interdisciplinary program prepares graduates for careers in business, industry, government, and the nonprofit sector where workforce needs are rapidly changing. Degree programs consist of a core of business and communication courses and a set of science or mathematics courses within a chosen concentration.",https://catalog.mtsu.edu/preview_program.php?catoid=45&poid=20081,,Concentration in Professional Science - Actuarial Sciences,https://academiccatalog.umd.edu/graduate/,
Biotechnology,"The Master of Science in Professional Science is an innovative master’s degree program designed for students who wish to pursue advanced training in a science discipline and at the same time develop highly-valued business skills. The M.S.P.S. is a two-year program that combines a core curriculum of business and management courses with a student’s chosen science concentration. Graduates are prepared for careers in business, government, or non-profit sectors where scientific expertise and business fundamentals are needed.
Biotechnology is the use of living systems and organisms to develop or make useful products, or 'any technological application that uses biological systems, living organisms or derivatives thereof, to make or modify products or processes for specific use' (UN Convention on Biological Diversity). Depending on the tools and applications, it often overlaps with the (related) fields of molecular biology, bio-engineering, biomedical engineering, biomanufacturing, molecular engineering, etc. For many centuries, humankind has used biotechnology in agriculture, food production, and medicine. The term is largely believed to have been coined in 1919 by Hungarian engineer Károly Ereky. In the late 20th and early 21st century, biotechnology has expanded to include new and diverse sciences such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests. A minor in Business is recommended for this concentration.",https://www.mtsu.edu/programs/professional-science-ms/,,Concentration in Professional Science - Biotechnology,https://www.mtsu.edu/search-program/,Master of Science
Engineering Management,"The Engineering Management concentration is one of six concentrations in the Master of Science in Professional Science (M.S.P.S.) degree program. This interdisciplinary program is designed for individuals with science, technology, engineering, or mathematics (STEM) backgrounds who wish to pursue management roles in their fields. The program combines advanced coursework from the College of Basic and Applied Sciences with graduate business and management coursework from the Jones College of Business. Students in the Engineering Management concentration complete a common core of business and management courses and a concentration core of engineering technology courses. The program is designed to provide graduates with the management skills needed to be effective leaders in technical organizations. This program is available both on-campus and fully online.",https://msps.mtsu.edu/,,Concentration in Professional Science - Engineering Management,https://msps.mtsu.edu/,Master of Science
"['Clinical', 'Experimental', 'Industrial-Organizational', 'Quantitative', 'Pre-Specialist in School Psychology']","The Master of Arts in Psychology program offers concentrations in Clinical, Experimental, Industrial-Organizational, Quantitative, and Pre-Specialist in School Psychology. The Clinical, Experimental, and I-O Psychology concentrations prepare students for doctoral study in these respective areas or for entry into master's-level careers. Students in the Quantitative Psychology concentration take a number of statistics and measurement courses to prepare for doctoral programs in quantitative psychology, educational measurement, and related fields or for careers in a variety of settings such as testing companies or research organizations. The School Psychology concentration prepares students for entry into the Specialist in Education (Ed.S.) program in School Psychology at MTSU, as completion of the Ed.S. is required for licensure as a school psychologist. All concentrations require a common core of courses as well as courses in the student's area of interest.",https://www.mtsu.edu/programs/psychology-ma/,,Master of Arts in Psychology,https://www.mtsu.edu/search-program/,M.A.
Quantitative Psychology,"The Master of Arts in Psychology is a versatile degree. The Quantitative Psychology concentration prepares students for doctoral programs in psychology or for careers in which research and data analytic skills are central. The program provides strong training in research methodology, statistics, and measurement, with a variety of basic and applied psychology courses.",https://www.mtsu.edu/programs/psychology-quantitative-ma/,,Concentration in Psychology - Quantitative,https://www.mtsu.edu/search-program/,M.A.
Industrial/Organizational,"The Industrial/Organizational (I/O) Psychology master's program at MTSU is dedicated to the scientific study of human behavior in work settings. The program follows a scientist-practitioner model, which emphasizes the connection of science and practice. Students in the program can expect to learn about the major areas of I/O psychology: personnel psychology (e.g., selection, performance appraisal, and training), organizational psychology (e.g., motivation, leadership, and work attitudes), and health and safety in the workplace. Students learn through a combination of coursework and hands-on experience by completing an internship and a thesis. Upon completing the program, students can pursue positions in a variety of industries (e.g., consulting, manufacturing, healthcare, and government), as well as continue their education in doctoral programs. For students interested in a doctoral degree, our program has an excellent placement rate in I/O psychology doctoral programs. The Society for Industrial and Organizational Psychology (SIOP) publishes guidelines for master's-level training in I/O psychology. The M.A. in I/O Psychology program at MTSU follows the SIOP guidelines. The I/O psychology M.A. program is a member of the Council for Applied Master's Programs in Psychology (CAMPP).",https://www.mtsu.edu/program/psychology-industrial-organizational-concentration-m-a/,The M.A. in I/O Psychology program at MTSU follows the SIOP guidelines. The I/O psychology M.A. program is a member of the Council for Applied Master's Programs in Psychology (CAMPP).,Concentration in Psychology - Industrial/Organizational,https://www.mtsu.edu/program/psychology-industrial-organizational-concentration-m-a/,M.A.
"Historic Preservation/Cultural Resource Management, Museum Management","The Public History Ph.D. program at MTSU offers students the opportunity to earn a doctoral degree in a field that has seen tremendous growth in recent decades. The program offers a broad exposure to the historical sub-disciplines necessary to be a successful public historian in the 21st century. It is the first doctoral program in the field in Tennessee and is unique in its breadth and focus. The program also draws on the Center for Historic Preservation, the Albert Gore Research Center, and the work of our nationally recognized faculty in public history, historic preservation, and American history. MTSU has one of the largest public history and historic preservation faculties in the nation. Students can choose to study in historic preservation/cultural resource management or museum management. Courses in digital history, documentary filmmaking, and oral history allow all students to broaden their experiences. Students from all over the country and all over the world come to MTSU to receive hands-on training from our faculty. Graduate assistantships at the Center for Historic Preservation, the Gore Center, and with Public History faculty provide financial assistance and allow students to work with a range of community partners and clients. These experiences, plus a required internship, prepare students to become public history professionals or to take positions in academia. Our graduates work in a variety of public history jobs in Tennessee and across the country.",https://www.mtsu.edu/programs/public-history-phd/index.php,,Doctor of Philosophy in Public History,https://www.mtsu.edu/search-program/,PhD
"Audio Production, Audio Resources","The Master of Fine Arts in Recording Arts and Technologies is a terminal degree program designed to prepare students for careers in audio production, research, and post-secondary education. The M.F.A. requires the satisfactory completion of 60 semester hours of graduate credit and is structured to be completed in two calendar years. The first year is focused on advanced recording and mixing techniques in both surround sound and stereo, as well as an introduction to audio research. Students will have significant lab time in MTSU’s world-class recording studios. The second year focuses on one of two concentrations: audio production or audio resources.",https://www.mtsu.edu/programs/recording-arts-mfa/,,Master of Fine Arts in Recording Arts and Technologies,https://www.mtsu.edu/search-program/,M.F.A.
"['Aviation Education', 'Aviation Management', 'Aviation Safety and Security Management', 'Unmanned Aircraft Systems Operations']",The Master of Science in Aeronautical Science (M.S.A.S.) is designed to provide students with a technically oriented and specialized professional master's degree in aviation. The program is specifically for those who wish to work in the many technically advanced and specialized segments of the aviation and aerospace industry. The M.S.A.S. program continues the MTSU Aerospace Department's tradition of bringing together a nationally recognized faculty of experts with an exceptional student body to provide a graduate program of the highest quality. Students can pursue the degree with a thesis option or with a non-thesis option. The thesis option involves the completion of 30 semester hours of coursework. The non-thesis option is comprised of 33 semester hours of coursework.,https://www.mtsu.edu/programs/aeronautical-science-ms/index.php,The Master of Science in Aeronautical Science is accredited by the Aviation Accreditation Board International (AABI).,Master of Science in Aeronautical Science,https://www.mtsu.edu/search-program/,M.S.
Aviation Education,"The Master of Science degree with a concentration in Aviation Education is designed to provide students with a relevant and focused study of aviation education, training, and research. This concentration is designed for individuals who aspire to enter or advance in an aviation career with a focus on education or training. The concentration appeals to a wide variety of students including K-12 educators, postsecondary aviation faculty, flight instructors, aviation training center instructors, curriculum designers, and many other aviation-related education/training careers. The curriculum provides an in-depth exploration of learning theories, instructional design and delivery, curriculum development, educational assessment, educational research, and educational technology as they relate to the aviation industry.",https://www.mtsu.edu/programs/aerospace-ms/aviation-education/index.php,The M.S. in Aerospace is accredited by the Aviation Accreditation Board International (AABI).,Concentration in Aviation Education,https://www.mtsu.edu/search-program/,M.S.
Aviation Management,"The Aviation Management concentration is a business-oriented, non-flying degree program designed for students seeking to enter the management side of aviation. The curriculum offers a unique blend of business and aviation courses taught by experienced industry professionals. Graduates go on to leadership positions with airlines, airports, aircraft manufacturers, government organizations (FAA and NASA), consulting firms, and corporate flight departments. Students gain a working knowledge of airline and airport management, aviation law and regulations, aviation safety, and business principles. The curriculum also includes instruction on air traffic control and unmanned aircraft systems (drones).",https://www.mtsu.edu/programs/aviation-management/,"MTSU’s Aerospace Department is a signature department of the University and has earned a national and international reputation for excellence. We are accredited by the Aviation Accreditation Board International (AABI), which is the highest standard of achievement for aviation programs. In fact, MTSU is one of only seven universities in the country to have AABI accreditation in five or more concentrations.",Concentration in Aviation Management,https://www.mtsu.edu/search-program/,B.S.
Aviation Safety and Security Management,"The Aviation Safety and Security Management concentration is one of three concentrations offered as part of the Master of Science in Aviation degree. MTSU’s M.S. in Aviation with a concentration in Aviation Safety and Security Management is one of only a few such programs in the nation. It provides students with comprehensive aviation safety and security coursework designed for professional advancement. The concentration includes unique courses such as Aviation Security, Advanced Aviation Safety, Aviation Accident Investigation, Crew Resource Management, and a graduate capstone project. This program will also allow graduates to earn a graduate certificate in Aviation Safety and Security along with the Master’s degree. Students are encouraged to pursue an industry internship. In addition, students complete an appropriate 3-credit capstone experience.",https://www.mtsu.edu/programs/aviation-management-ms/safety-security-management/index.php,The M.S. in Aviation program is accredited by the Aviation Accreditation Board International (AABI).,Concentration in Aviation Safety and Security Management,https://www.mtsu.edu/search-program/,Master's
"Equine Education, Equine Physiology, and Industry Management","The Master of Science in Horse Science is a 33-hour degree program with three concentration options: Equine Education, Equine Physiology, and Industry Management. All concentrations require a common core of graduate-level courses that may be applied to any of the concentrations. The required core classes are designed to provide students with a deeper understanding of equine science topics while enhancing their critical-thinking and problem-solving skills. The Master of Science (M.S.) degree in Horse Science offers advanced study in equine science and related subjects. Students will develop skills in research, teaching, and extension methods while increasing their knowledge in specialized areas.",https://www.mtsu.edu/programs/horse-science-ms/,,Master of Science in Horse Science,https://www.equinescience.org/Resources/Job-Center/Job-Details/jobID/70,Masters
Horse Science - Industry Management,"The Master of Science in Horse Science offers a concentration in Industry Management. This program is a 33-hour, non-thesis degree plan. Core courses are online while concentration courses are offered on campus. This degree offers a comprehensive and in-depth study of the equine sciences and related industry practices and is designed for individuals who desire an advanced degree in the equine field. Faculty are well-respected, nationally-known equine experts, and MTSU is well recognized in the horse industry as an institution that produces well-qualified graduates.",https://www.mtsu.edu/program/horse-science-industry-management-concentration-m-s/,,Concentration in Horse Science - Industry Management,https://www.mtsu.edu/program/horse-science-industry-management-concentration-m-s/,M.S.
"Clinical Mental Health Counseling, School Counseling",The Professional Counseling Program at Middle Tennessee State University provides graduate-level training for individuals who wish to become professional counselors. The program has a practitioner-based focus emphasizing the development of knowledge and skills necessary for the practice of professional counseling. The Professional Counseling Program offers two concentrations: Clinical Mental Health Counseling and School Counseling. The M.Ed. in Professional Counseling is a 60-credit-hour program that meets the educational requirements for licensure in Tennessee as a Licensed Professional Counselor (LPC) or as a Licensed School Counselor. Graduates of both program concentrations have a 100% pass rate on their respective licensure exams for the past several years.,https://edu-leadership.mtsu.edu/professional_counseling-about/,The Clinical Mental Health Counseling and School Counseling programs at Middle Tennessee State University are accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).,Master of Education in Professional Counseling,https://edu-leadership.mtsu.edu/professional_counseling-about/,Master's
Clinical Psychology,"The M.A. in Clinical Psychology program prepares students for Ph.D. programs in clinical or counseling psychology and/or for employment as psychological associates in clinical settings. The curriculum is designed to provide students with a firm foundation in psychology. All students are required to complete courses in the major areas of psychology, in psychological assessment, and in the theory and practice of psychotherapy. Additionally, all students complete a 500-hour practicum at a community agency and a thesis.",https://www.mtsu.edu/programs/psychology-clinical-ma/index.php,The Master of Arts in Clinical Psychology is accredited by the Masters in Psychology and Counseling Accreditation Council (MPCAC) for the period of August 2014 through August 2024.,Master of Arts in Psychology (Clinical Psychology),https://www.mtsu.edu/search-program/,M.A.
Experimental Psychology,"The Experimental Psychology M.A. Program at Middle Tennessee State University is designed to prepare students for doctoral-level study in all areas of experimental psychology or for master’s-level careers in applied research. Experimental psychology broadly refers to the scientific study of psychological processes in human and non-human animals. At MTSU, students can focus on a wide variety of research areas within this discipline, such as cognitive, developmental, industrial/organizational, learning, physiological, or social psychology. The program is specifically tailored for each student, with a focus on psychological research. All students are required to become actively involved in research during their first semester of study, with the goal of producing a high-quality master’s thesis by the end of their second year. The program requires 36 hours of graduate coursework, including nine hours of statistics and research design courses and six hours of thesis research.",https://www.mtsu.edu/programs/experimental-psychology-ma/,,Master of Arts in Psychology (Experimental),https://www.mtsu.edu/search-program/,
Pre-Specialist in Education - School Psychology Concentration,"This program prepares students for entrance into the Specialist in Education (Ed.S.) degree program in School Psychology at MTSU. The M.A. is not a terminal degree and does not lead to licensure. Students must complete the Ed.S. degree to be eligible for licensure as a school psychologist. However, this M.A. program provides students with experiences and skills needed for success in the Ed.S. program and is a prerequisite for entry into the Ed.S. program for those who do not already have a master’s degree in a related field. Students are required to complete a 150-hour practicum that serves as an introduction to school psychological services in the school setting. Students have the opportunity to work in a variety of research labs on topics including autism spectrum disorders, bullying, reading interventions, and academic assessment. NOTE: Admission to this program is for fall only.",https://www.mtsu.edu/programs/psychology-pre-specialist-education-school-psychology-ma/index.php,,Master of Arts in Psychology (Pre-Specialist in Education - School Psychology Concentration),https://www.mtsu.edu/search-program/,M.A.
Quantitative Psychology,"The Quantitative Psychology concentration is designed to prepare students for doctoral-level study in quantitative psychology or for master's-level careers in research and data analysis in education, government, and the private sector. The curriculum includes two semesters of statistics (ANOVA and regression), as well as courses in measurement, multivariate statistics, and a variety of elective courses in psychology and research methods. Student research is a primary component of the quantitative program, and students have opportunities to collaborate on research projects with a number of faculty in the department. Quantitative students will complete and defend a master’s thesis.",https://www.mtsu.edu/programs/psychology-ma/index.php,,Master of Arts in Psychology (Quantitative Psychology),https://www.mtsu.edu/search-program/,Master
,"The Master of Accountancy (M.Acc.) is a professional graduate program designed to prepare students for careers in public, private, and governmental accounting. The M.Acc. meets the educational requirements for students to sit for the CPA exam in Tennessee and most other states. The curriculum is designed to enhance the professional competencies of students with an undergraduate degree in accounting.",https://www.mtsu.edu/programs/accounting-macc/index.php,"MTSU's Accounting program, housed in the Jennings A. Jones College of Business, is accredited by AACSB International—The Association to Advance Collegiate Schools of Business.",Master in Accounting,https://www.mtsu.edu/search-program/,Masters
,"The Master of Criminal Justice (M.C.J.) degree is for those who want to advance in the criminal justice field, teach at the community college level, or prepare for doctoral-level studies. Offered entirely online, this 36-hour program consists of a 15-hour core, 15 hours of electives, and a 6-hour capstone experience (thesis or professional project).",https://www.mtsu.edu/program/criminal-justice-administration-m-c-j/,,Master in Criminal Justice Administration,https://www.mtsu.edu/program/criminal-justice-administration-m-c-j/,
"['Biomanufacturing', 'Construction Management']","The Master of Science in Engineering Management (MSEM) is designed for graduates of engineering, technology, science, and other similar technical programs to prepare them for management or leadership roles in a technical or technology-driven organization. The MSEM degree program can be pursued as either a thesis or non-thesis option. The program consists of 33 semester hours of coursework. All students take five core courses. The remaining 18 credit hours (six courses) are electives. For students pursuing the thesis option, six of these elective hours will be thesis credits. Those on the non-thesis option track must take the capstone course, EMGT 6950, as one of their six electives. The M.S. in Engineering Management provides students with: an understanding of financial and cost accounting in decision-making in a business environment; an understanding of the management of engineering and technology-based projects, especially on project constraints, such as time, cost, and performances; an understanding of managing technical personnel and the technical functions within an organization; an understanding of quality management concepts and their applications; the ability to conduct research and present results in written and oral forms; and the ability to solve a wide variety of engineering management problems.",https://www.mtsu.edu/programs/engineering-management-ms/,,Master of Science in Engineering Management,https://www.mtsu.edu/search-program/,
,"The Master of Science in Athletic Training is a 5-semester, 58 credit hour professional program which prepares students to sit for the Board of Certification (BOC) exam and to enter the athletic training profession. Students will complete a variety of clinical experiences, including MTSU athletic teams, local high schools, physician offices, and outpatient rehabilitation clinics. Students will learn how to provide whole-person health care for their patients, which includes prevention, diagnosis, and intervention of emergency, acute, and chronic medical conditions involving impairment, functional limitations, and disabilities. The athletic training program is housed in the Department of Health and Human Performance within the College of Behavioral and Health Sciences. The program accepts a new cohort each summer (May) semester.",https://www.mtsu.edu/programs/athletic-training-ms/,"The Master of Science in Athletic Training program is accredited by the Commission on Accreditation of Athletic Training Education (CAATE). The program is currently on probation, effective February 19, 2023.",Master of Science in Athletic Training,https://mtsunews.com/new-master-athletic-training-program/,
Occupational Health and Safety,"The Master of Science in Engineering Technology (M.S.E.T.) is a 30-credit-hour, 100% online program designed to serve the needs of students with undergraduate degrees in technology, engineering, or related science disciplines. The program consists of a 15-credit-hour core and two 15-credit-hour concentration options: Aviation Technology and Occupational Health and Safety. The curriculum provides advanced study for graduate students to develop professional competencies in areas of teaching, training, and administration to create pathways to leadership positions in business and industry, government, and education.",https://www.mtsu.edu/programs/engineering-technology-ms/index.php,,Master of Science in Engineering Technology (Occupational Health and Safety),https://www.mtsu.edu/search-program/,Masters
"Thesis, Non-thesis","The Master of Science in Exercise Science program provides a comprehensive study of the theoretical and practical aspects of exercise physiology, biomechanics, and motor behavior. This program is designed to prepare students for careers in clinical, corporate, and academic settings involving physical activity, exercise, and sport. Students develop skills in exercise testing and prescription for a variety of populations. The program also provides excellent preparation for doctoral study in exercise science and related fields.",https://www.mtsu.edu/programs/exercise-science-ms/index.php,,Master of Science in Exercise Science,https://www.mtsu.edu/search-program/,Masters
Leadership in Nutrition,"The Master of Professional Studies (M.P.S.) is an interdisciplinary master’s degree program designed to meet the workforce development needs of the 21st century. The M.P.S. is designed for working adults who wish to develop a set of advanced professional skills that they can apply in their current work environment and also earn a graduate degree. The Leadership in Nutrition concentration is an online, 30-credit hour program that provides students who have completed the Didactic Program in Dietetics (DPD) requirements with an innovative opportunity to build upon their undergraduate nutrition knowledge base by developing graduate level leadership skills that will enhance their professional marketability in the field of nutrition and dietetics. This non-thesis program requires 15 credit hours of core Professional Studies courses and 15 credit hours of Nutrition and Food Science (NFS) courses focused on building leadership and research skills. A capstone project is required.",https://www.mtsu.edu/program/professional-studies-leadership-in-nutrition-concentration-m-p-s/,,Master in Leadership in Nutrition,https://www.mtsu.edu/program/professional-studies-leadership-in-nutrition-concentration-m-p-s/,M.P.S.
