Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
"['Aerodynamics and Propulsion', 'Structural Mechanics and Materials', 'Guidance, Navigation, and Control']","The Master of Science in Aerospace Engineering program at Embry-Riddle prepares graduates for success in the field of aerospace engineering. The curriculum provides an enhanced understanding and expertise in the disciplines of Aerodynamics & Propulsion, Dynamics & Control, and Structures & Materials. Graduates are ready for careers in design, development, and testing of aerospace vehicles and systems, as well as for doctoral study. The M.S.A.E. program is offered at both the Daytona Beach and Prescott campuses. While the curriculum is identical, each campus offers unique research opportunities and faculty expertise.",https://erau.edu/degrees/master/aerospace-engineering,,Master's,Master of Science in Aerospace Engineering,https://erau.edu/degrees
,,,,,"Master of Science in Aerospace Engineering with Concentration in Aerodynamics, Propulsion, Computational Aero and Fluid Dynamics, Transition and Turbulence, Aeroacoustics, Heat Transfer, and Combustion",https://pe.gatech.edu/degrees/aerospace-engineering
,,,,,Master of Science in Aerospace Engineering with Concentration in Dynamics and Control,https://www.csulb.edu/college-of-engineering/master-of-science-aerospace-engineering
Structures and Materials,"The Master of Science in Aerospace Engineering (M.S.A.E.) degree gives students the opportunity to enhance their skills in the design, development, and testing of aircraft and spacecraft. Students at Embry-Riddle Aeronautical University are able to specialize their degree, preparing them for the demands of the ever-evolving aerospace and aviation industry. The M.S.A.E. degree is housed in the Department of Aerospace Engineering in the College of Engineering. Students will have the opportunity to specialize their studies in one of three areas: Aerodynamics and Propulsion, Dynamics and Control, or Structures and Materials. This specialized degree program allows students to build on their engineering skills and become a more valuable asset in their field.",https://erau.edu/degrees/master/aerospace-engineering?campus=daytona-beach,,Master of Science,Master of Science in Aerospace Engineering with Concentration in Structures and Materials,https://daytonabeach.erau.edu/-/media/files/daytona-beach/college-of-engineering/aerospace-engineering/032818-coe-newsletter-final-electronic.pdf
,,,,,Master of Science in Airline Management,https://research.com/advice/is-an-aviation-management-online-degree-worth-it
,"The Master of Science in Airport and Air Mobility Management is designed to equip students with the skills and knowledge necessary to successfully lead, manage and operate airports and related businesses in the 21st century. The program curriculum includes a core component that integrates foundational business and aviation principles with a strong focus on airport operations, planning and management. Students will learn the interrelationships of the various components of the airport environment and its associated air mobility ecosystem. Students will also be exposed to strategic issues impacting the industry. These topics include accommodating new entrants, enhancing passenger experience, ensuring safety and security, and increasing efficiency and revenue generation, while maintaining a commitment to social and environmental responsibility.",https://erau.edu/degrees/master/airport-air-mobility-management,,Master's,Master of Science in Airport and Air Mobility Management,https://erau.edu/degrees
,"The Master of Science in Airworthiness Engineering (MSAE) degree is for students who want to design and certify new aircraft. This degree provides a solid foundation of engineering knowledge and skills necessary for a successful career in the airworthiness engineering field.

With a curriculum that focuses on the practical application of engineering, the program equips students with the knowledge needed for the design, development and certification of safe aircraft. Students will also gain an understanding of airworthiness engineering processes and the regulations that govern the aircraft industry.

Students who already have a degree in aerospace, mechanical or another related engineering field and are interested in the design, development and certification of aircraft will benefit from this unique program.

The MSAE program is housed in the Department of Aerospace Engineering in the College of Engineering. It’s a 30-credit-hour program that includes an option for a thesis or a non-thesis track.",https://erau.edu/degrees/master/airworthiness-engineering,,Master,Master of Science in Airworthiness Engineering,https://erau.edu/degrees
"['Aviation Management', 'Aviation Safety Management Systems', 'Unmanned Aircraft Systems', 'Space Operations', 'Aviation/Aerospace Sustainability', 'Air Traffic Management', 'Aviation/Aerospace Operations']","The Master of Science in Aviation (MSA) degree provides students with a technical and specialized professional education about aviation. Students gain an in-depth, comprehensive and commanding knowledge of aviation and are prepared for a variety of leadership roles in the industry. The program is best suited for students who want to advance their knowledge and career in aviation, but it is also suitable for professionals in other fields looking for a transition into aviation. Students in the program explore all facets of the aerospace industry, including air traffic management, airport design and development, airline operations, aviation safety and security, and aircraft maintenance management. The curriculum also delves into the legal, regulatory, and labor aspects of the industry, as well as environmental issues and challenges. This comprehensive approach provides graduates with the knowledge and skills needed to succeed in various aviation roles, such as airline manager, airport manager, air traffic controller, aviation safety inspector, and aviation consultant. With an MSA degree from Embry-Riddle, graduates are well-equipped to advance their careers and make a significant impact in the aviation industry.",https://erau.edu/degrees/master/aviation,The Master of Science in Aviation is accredited by the Aviation Accreditation Board International (AABI).,Master,Master of Science in Aviation,https://erau.edu/degrees/master/aviation
,"The Master of Business Administration in Aviation Management (MBA-AM) degree from Embry-Riddle Aeronautical University provides a strong foundation for success in any facet of the global aviation business world. The MBA-AM degree provides a traditional business skill set but has a unique focus on aviation and aerospace industries. Students with a technical background get the business acumen they need to become managers and executives while those with a business background learn the ins-and-outs of the highly specialized aviation industry. The MBA-AM degree is offered completely online, allowing you to tailor your education to your schedule. Many faculty members have years of experience working in the aviation industry, and class sizes are small so you'll receive the individual attention you deserve. The MBA-AM degree has a wide variety of career opportunities, and we have the tools to help you reach your goals.",https://erau.edu/degrees/master/business-administration-aviation-management,This program is accredited by the Accreditation Council for Business Schools and Programs (ACBSP).,,Master of Business Administration in Aviation Management,https://erau.edu/degrees
"['Cybersecurity Engineering', 'Data Science']","The Master of Science in Computer Science (MSCS) is a 30-credit-hour program that provides students with strong foundations and professionally oriented and advanced technical skills in computer science. The program is specifically designed to enable students to pursue leadership positions in computer science in the business, industrial, governmental and educational sectors. Students will not only be engaged in theoretical studies, but they will gain hands-on experience by applying those studies to real-world projects. The Computer Science master's degree program is housed in the Department of Electrical Engineering and Computer Science in the College of Engineering.",https://erau.edu/degrees/master/computer-science,,Masters,Master of Science in Computer Science,https://erau.edu/degrees
"Aviation & Aerospace, Business Analytics, Cybersecurity","The Master of Science in Data Science degree at Embry-Riddle prepares its students for careers that apply data analysis, visualization, and machine learning to solve real-world problems. The program is inherently interdisciplinary, focusing on the application of data science to business intelligence, aviation, and aerospace.

The curriculum combines a core of data science theory and methods with three specializations for students to explore their interests: Aviation & Aerospace, Business Analytics, and Cybersecurity.

Students will use modern techniques and tools in programming, statistics, machine learning, and data management to store, process, analyze, manage, and visualize big data. They will also build the skills to communicate the results of their analyses to a broad audience.",https://erau.edu/degrees/master/data-science,,,Master of Science in Data Science,https://www.youtube.com/watch?v=dCJX6HUn-IY
,"The Master of Science in Engineering Management degree is designed for experienced professionals from a variety of engineering disciplines who want to advance into management roles. Today’s engineering managers need to possess both technical expertise and business acumen to successfully lead teams and projects, and the curriculum is specifically designed to meet this demand. Students will acquire specialized skills in finance, marketing, human resources, and project management in combination with systems engineering, quality control, and supply chain management. Graduates will be equipped to manage technical teams, complex projects, and global operations in a variety of industries, including aerospace, manufacturing, and technology.",https://worldwide.erau.edu/degrees/master/engineering-management,"Embry-Riddle Aeronautical University is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award degrees at the associate, baccalaureate, masters and doctorate levels.",,Master of Science in Engineering Management,https://engineeringmanagement.org/programs/embry-riddle-aeronautical-university-worldwide-online-mem/
"['Human Factors in Aviation', 'Human Factors in Systems Engineering', 'Human Factors in User Experience']","The Master of Science in Human Factors is an online degree that focuses on optimizing human performance and safety through the design of systems, products and work environments.

The 30-credit-hour program builds on the foundations of human factors and allows students to explore areas related to their specific interests through one of three specializations.

At Embry-Riddle, students receive a world-class education from highly knowledgeable faculty who have decades of practical industry experience.

The curriculum focuses on both the theoretical and practical application of human factors and is designed for working professionals who want to advance their careers and leadership roles.

The program culminates in a human factors capstone project where students will work with faculty to research and solve a real-world problem.",https://erau.edu/degrees/master/human-factors,,,Master of Science in Human Factors,https://www.eaap.net/read/6104/erau-master-of-science-in-human.html
,"The Master of Science in Human Security & Resilience (MSHSR) is an online 30-credit-hour program that prepares graduates to analyze and respond to a wide array of man-made and natural threats to human security. The program provides students with an in-depth understanding of the major theories and practices in the fields of security and resilience. The core curriculum provides a solid foundation in the key areas of the discipline, to include: security policy and practice, hazard mitigation and resilience, research methods and analytical techniques. The MSHSR degree prepares students for careers in government, the private sector and non-governmental organizations with a focus on national and international security. Students will be well-positioned to pursue advanced doctoral studies in a wide array of fields, including security studies, international relations, political science, public policy and criminal justice. The M.S. in Human Security & Resilience degree program is part of ERAU’s Security and Emergency Services department in the College of Arts and Sciences.",https://erau.edu/degrees/master/human-security-resilience,,,Master of Science in Human Security and Resilience,https://www.youtube.com/watch?v=giXF02tKNLc
"Engineering Management, Global Management, Leadership, Operations Management","The Master of Science in Management (MSM) degree program provides students with a quality, graduate-level learning experience that will equip them with the skills and abilities to manage and lead organizations effectively. The MSM program is a 30-credit-hour graduate degree program that focuses on management and leadership skills. Experienced managers and technical professionals from all disciplines will benefit from the program, as it has been designed to provide the necessary skills and knowledge for a leader in any technical-oriented business. The program equips graduates to oversee and manage diverse teams, projects and processes to reach organizational goals. Coursework within the program develops a student’s core competency and proficiency in the areas of accounting, finance, economics, human resources, marketing, business development, leadership and project management. Students will be able to customize their degree with a specialization in Engineering Management, Global Management, Leadership or Operations Management.",https://erau.edu/degrees/master/management,The Master of Science in Management is accredited by the Accreditation Council for Business Schools and Programs (ACBSP).,,Master of Science in Management,https://www.mim-compass.com/universities/embry-riddle-aeronautical-university/master-of-science-in-management-online
"High-Performance Vehicles, Robotics and Unmanned Autonomous Systems","With a Master of Science in Mechanical Engineering (MSME), students can either broaden their mechanical engineering education or focus on a specific area of interest. At Embry-Riddle, students are encouraged to innovate and explore a multitude of mechanical engineering fields, such as robotics, unmanned vehicles, space systems, energy, and biomedical systems. The MSME program is focused on advanced topics within mechanical engineering, and our state-of-the-art labs and facilities ensure students have access to the tools they need for in-depth research and development.
The MSME program is offered at both the Daytona Beach Campus and the Prescott Campus and is housed in the Department of Mechanical Engineering in the College of Engineering.
Students will learn from experienced faculty who share their expertise in fields such as:
Robotics
Energy systems
Unmanned autonomous systems
High-performance vehicles
Advanced materials and manufacturing
Spacecraft systems
The Daytona Beach Campus offers thesis and non-thesis options, with specializations available in High-Performance Vehicles and Robotics and Unmanned Autonomous Systems.
The Prescott Campus offers a thesis option only.
The program’s objective is to produce graduates who have in-depth knowledge of mechanical engineering and can creatively apply their knowledge to the synthesis, design and analysis of complex systems for aerospace and general engineering applications.",https://erau.edu/degrees/master/mechanical-engineering,,Master's,Master of Science in Mechanical Engineering,https://erau.edu/degrees
,"The Master of Science in Occupational Safety Management is for students with an undergraduate background in occupational safety or a related field. The 30-credit program is designed to provide students with the knowledge to establish and manage occupational safety programs within various professional environments, such as aviation, military and manufacturing. The degree program offers a unique experience to students by allowing them to work with the latest technologies while learning from faculty members who are industry experts and have firsthand knowledge of working in the field. Students will get hands-on experience and learn to apply their knowledge to solve critical industry challenges. Upon completing this program, graduates will have the necessary skills to effectively manage safety programs within the industry of their choice. This degree also provides a competitive edge for working professionals who are seeking advancement in their careers.",https://erau.edu/degrees/master/occupational-safety-management,The Master of Science in Occupational Safety Management degree is accredited by the Aviation Accreditation Board International (AABI).,Master's,Master of Science in Occupational Safety Management,https://erau.edu/degrees
,"The Master of Science in Space Operations (M.S.S.O.) is an exciting and unique program that provides students with a broad and deep understanding of the space environment, space systems and space operations. The program is designed for students who want to work in the military, government or commercial space sectors as space systems operators, managers, analysts, or policymakers. The M.S.S.O. program is a 30-credit-hour program that can be completed in as little as 18 months. The program is offered completely online, allowing for maximum flexibility for students who are working professionals or who are geographically dispersed.

The M.S.S.O. is tailored to both the military and civilian professional looking to master all aspects of space systems, from the policies and laws that govern their use to the technical understanding of how space systems are designed and operated. Students in the Space Operations degree program will learn about orbital mechanics, space environment, spacecraft systems, space operations, space policy and law, space systems management and space systems applications.

The program culminates in a capstone project that allows students to apply their knowledge and skills to a real-world space operations problem.",https://erau.edu/degrees/master/space-operations,,Master's,Master of Science in Space Operations,https://erau.edu/degrees
,"The Master of Science in Systems Engineering (MSSE) degree program at Embry-Riddle is focused on preparing students for an exciting career designing and managing complex engineering projects. The curriculum provides a strong foundation in systems engineering and management with a focus on meeting the needs of the industry.

The 30-credit-hour program provides a strong foundation and bridges multiple disciplines. Students will explore all aspects of systems, including requirements definition, system design and development, and systems verification and validation. Students will learn the tools and techniques to manage complex systems both from a technical and management perspective.

Embry-Riddle's Systems Engineering graduates are prepared to create and execute complex projects that require broad technical and management backgrounds. They have been hired by a wide range of companies, including Rockwell Collins, The Boeing Company, and The Federal Aviation Administration.",https://erau.edu/degrees/master/systems-engineering,,Master's,Master of Science in Systems Engineering,https://erau.edu/degrees
,"The Embry-Riddle Master of Science in Uncrewed Systems (MSUS) is a non-engineering degree that focuses on this emerging industry by addressing topics including policy, ethics, design, and management. This degree program prepares students for leadership and management positions that require industry expertise. Graduates of this program will be equipped with the knowledge and skills necessary to manage uncrewed systems programs over their life cycle, including their design and development, operation and management, and policy issues. The MSUS degree program is housed in the Department of Graduate Studies within the College of Aeronautics.",https://erau.edu/degrees/master/uncrewed-systems,,Master's,Master of Science in Uncrewed Systems,https://erau.edu/degrees
"['Aerodynamics and Propulsion', 'Dynamics and Control', 'Structures and Materials']","The Doctor of Philosophy in Aerospace Engineering degree program at Embry-Riddle focuses on theoretical and practical training for those interested in performing and managing original and leading-edge research. The degree prepares graduates for careers in research and development in industry, academia and government. The curriculum is broad and flexible, emphasizing both theoretical studies and hands-on, practical applications. The program allows for a choice of three areas of specialization: Aerodynamics and Propulsion, Dynamics and Control, and Structures and Materials. These areas represent the major disciplines in aerospace engineering. The Ph.D. in Aerospace Engineering program at ERAU is housed in the Department of Aerospace Engineering in the College of Engineering. The Ph.D. degree has a strong research focus and is a key initiative to help elevate the university to a national level of prominence in engineering and research. The program also supports the university’s goal to build a strong graduate studies and research enterprise.",https://erau.edu/degrees/aerospace-engineering-phd,,PhD,PhD in Aerospace Engineering,https://erau.edu/degrees
"['Aviation Safety and Human Factors', 'Aviation Operations', 'Interdisciplinary']","The Ph.D. in Aviation program helps students with an established background in aviation prepare to become leading researchers and scholars who can make significant contributions to the field of aviation. This degree gives candidates the skills to solve current problems facing the aviation industry and the ability to define future needs. The program is designed to develop highly skilled researchers who have a broad knowledge of aviation and a deep theoretical understanding of a specific area of interest. Students may focus their studies on one of three specializations: Aviation Safety and Human Factors, Operations, or an Interdisciplinary specialization. In addition to rigorous, research-based coursework, students must complete a comprehensive examination and a dissertation showing mastery of a specific subject area. Upon graduation, Ph.D. in Aviation students are prepared for careers as university faculty, industry and government leaders, and senior researchers.",https://erau.edu/degrees/aviation-phd,,PhD,PhD in Aviation,https://erau.edu/degrees
Aviation Safety and Security,"The Ph.D. in Aviation degree program at Embry-Riddle's Daytona Beach Campus provides students with a research-based curriculum within a diverse, intellectually versatile, and multi-disciplinary environment. Students will be a part of a program that moves them beyond a dissertation as they position themselves to make a significant contribution to their field.

The university fosters a highly research-oriented, inquiry-based approach to education in which faculty mentor students who share a passion for aviation and a desire to conduct original research. The program prepares its graduates for careers as university faculty and researchers, or as leaders in government and industry.

Through a commitment to research and teaching, Ph.D. students will have an opportunity to make a lasting impact on the future of the aviation industry. Specializing in Aviation Safety and Security, Aviation Operations, or in an intradisciplinary combination of the two, the program gives students the chance to pursue their topics of interest.",https://erau.edu/degrees/doctorate/aviation,,PhD,PhD in Aviation with Specialization in Aviation Safety,https://erau.edu/degrees
Aviation Human Factors,"The Ph.D. in Aviation program at Embry-Riddle’s Daytona Beach Campus provides students with a cognitive and culturally diverse research-driven curriculum that is focused on addressing the problems facing the aviation field. The Ph.D. in Aviation program prepares students to become scholar-practitioners, leading and serving the aviation industry as researchers, consultants, leaders and educators. Through this program, students have the chance to make a lasting impact on the aviation field.",https://erau.edu/degrees/doctorate/aviation,,,PhD in Aviation with Specialization in Aviation Human Factors,https://www.prnewswire.com/news-releases/embry-riddle-aeronautical-university-introduces-phd-in-human-factors-gains-highest-accreditation-from-sacs-commission-on-colleges-271427091.html
Aviation Operations,"The Ph.D. in Aviation program at Embry-Riddle Aeronautical University is designed to prepare students with cognitive research skills to solve acute problems facing the field of aviation and advance the discipline. Through the Ph.D. program, students have the chance to pursue the discipline in a diverse, intellectually versatile and multi-disciplinary environment. Embry-Riddle Aeronautical University offers this program online and at our Daytona Beach campus. This flexibility brings the quality of an Embry-Riddle education to you, no matter where you are in the world. The Ph.D. in Aviation program is geared toward aviation professionals, including flight crew members, air traffic controllers, airline technical representatives, aviation maintenance managers, government employees and aviation educators who are looking to take their careers to the next level. Students will gain the knowledge and research skills that are required for leadership roles in academia, government agencies and the aviation/aerospace industry.",https://erau.edu/degrees/doctoral/aviation,"Embry-Riddle Aeronautical University is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award degrees at the associate, baccalaureate, masters, and doctorate levels.",Doctoral,PhD in Aviation with Specialization in Aviation Operations,https://erau.edu/degrees/doctoral/aviation
Intradisciplinary,"The Ph.D. in Aviation degree program at Embry-Riddle is designed to prepare students with cognitive research skills to solve acute problems facing the field of aviation and to advance the discipline. The Ph.D. in Aviation program produces outstanding scholars to lead in the field of aviation. Through this program, students have the chance to pursue a passion for aviation in a diverse, intellectually versatile, and multidisciplinary environment. The program, which is STEM-based, is geared to both full-time and working-professional students and is available on campus in Daytona Beach, Florida, or online through our Worldwide Campus. Students in the Ph.D. in Aviation program can pursue one of three specializations: Aviation Safety and Human Factors, Aviation Operations, or Intradisciplinary. The program requires 60 credit hours beyond a master's degree.",https://erau.edu/degrees/aviation-phd,,,PhD in Aviation with Specialization in Intradisciplinary,https://erau.edu/degrees
,"The Embry-Riddle Doctor of Aviation Business Administration (D.A.B.A) is the first of its kind in the nation. It is designed for experienced professionals looking to further their knowledge and skills in the field of aviation business. This terminal degree program provides students with a rigorous, research-based curriculum that prepares them for leadership roles in the aviation industry.

The D.A.B.A. program has three primary objectives. First, it will provide students with a strong foundation in aviation business theory and practice. Second, it will develop students’ research and analytical skills so they can identify and solve complex problems in the aviation industry. Third, it will prepare students for leadership roles in the aviation industry by teaching them how to effectively manage people, resources and projects.

Students in the D.A.B.A. program will learn about a wide range of topics, including aviation finance, marketing, operations, and strategy. They will also learn how to conduct research and write scholarly papers. Upon graduation, students will be prepared to pursue careers as executives, consultants, and researchers in the aviation industry.",https://erau.edu/degrees/doctorate/aviation-business-administration,The Doctor of Aviation Business Administration program is accredited by the Accreditation Council for Business Schools and Programs (ACBSP).,Doctoral,Doctor of Aviation Business Administration,https://erau.edu/degrees
"Computer Science, Cybersecurity Engineering, Data Science, Electrical Engineering, Robotics and Autonomous Systems, Systems Engineering","The Ph.D. in Electrical Engineering & Computer Science program provides students with the skills and experience to become the next generation of leaders in academia and industry. Students will become experts in an area of their choice while broadening their knowledge of electrical engineering and computer science through a flexible, customizable curriculum. The program provides the necessary research skills to develop independent research and contribute to the body of knowledge in their specific areas of expertise. A combination of faculty mentors from both the Electrical, Computer, Software and Systems Engineering Department (ECSSE) and the College of Arts and Sciences (COAS) ensures a supportive and diverse learning environment for Ph.D. students.",https://erau.edu/degrees/doctorate/electrical-engineering-computer-science,,,PhD in Electrical Engineering & Computer Science,https://erau.edu/degrees
"['Space Physics', 'Atmospheric Physics', 'Remote Sensing', 'Optical & Photonic Engineering', 'Materials Physics']","Embry-Riddle’s Ph.D. in Engineering Physics program is designed for students with a passion for physics and a desire to pursue their interests through research at the highest level. Students have the opportunity to work alongside leading experts in the field, utilizing sophisticated equipment and facilities to help push the boundaries of science.

The program’s mission is to produce professionals who can conduct, lead, and manage original research in government or industry, or join the academia.

Research specializations are available in Space Physics, Atmospheric Physics, Remote Sensing, Optical & Photonic Engineering, and Materials Physics.

Our doctoral candidates are immersed in an interdisciplinary environment with close ties to the departments of aerospace, mechanical, and electrical engineering, as well as being part of ERAU's rapidly expanding research programs.",https://erau.edu/degrees/doctorate/engineering-physics,,PhD,PhD in Engineering Physics,https://erau.edu/degrees
"['Flight Deck/Cockpit Design', 'Training and Simulation', 'Unmanned Systems']","The Embry-Riddle Ph.D. in Human Factors is designed for students who wish to further their knowledge of human capabilities and limitations, and to apply this knowledge to the design, operation, and maintenance of the systems and technologies that we use every day. The interdisciplinary doctoral program emphasizes both research and practice in the application of human factors principles.

The degree is housed in the Department of Human Factors and Behavioral Neurobiology in the College of Arts and Sciences on the Daytona Beach Campus.

Students who earn a Ph.D. in Human Factors will possess the knowledge and skills to make significant research contributions or to be a practitioner in high-technology settings like aviation, aerospace, healthcare, and surface transportation.

The program offers a diverse yet structured curriculum, allowing students from a variety of backgrounds to pursue their academic goals. Ph.D. students will learn about human factors and ergonomics, cognitive psychology, perception, research design, and statistics. They will have the opportunity to take specialized courses in areas such as human-computer interaction, automation, organizational behavior, accident investigation, and simulation.

Doctoral students are required to conduct original, empirical research as part of their dissertation. Throughout their studies at Embry-Riddle, students in the Human Factors Ph.D. program will work closely with a faculty mentor to develop and refine their research ideas.",https://erau.edu/degrees/doctoral/human-factors,,,PhD in Human Factors,https://erau.edu/degrees/doctoral/human-factors
