QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$53,220/Year",,"$1,315/credit",,,Merit-based,4 years,"$53,220/Year",Bachelor of Science in Economics,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,,,1275,,,"Merit-based, Need-based",,,Minor in Economics,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,83.7%,,,,"$54,160/Year","$31,000","$1,285","$18,000 to $30,000",,"Merit-based, Need-based",4 years,"$54,160/Year",Bachelor of Arts in English,https://www.qu.edu/schools/arts-and-sciences/programs/bachelors-degree/english/
,College of Arts and Sciences,,4.0,2.0,,,,,"$52,820/Year",,"$1,195",,,Merit-based,,"$52,820/Year",Minor in English,https://as.tufts.edu/english/academics/undergraduate-programs/minor-english
,School of Business,,4.0,2.0,,,,,,,"$1,215/Credit","$15,000 to $28,000 annually",,Merit-based scholarships,4 years,"$53,730/Year",Bachelor of Science in Entrepreneurship and Innovation,https://catalog.qu.edu/business/entrepreneurship-strategy/entrepreneurship-small-business-management-bs/entrepreneurship-small-business-management-bs.pdf
,School of Business,,4.0,2.0,,,,,,,1755,,,"Merit-based, Need-based",18 credits,,Minor in Entrepreneurship and Innovation,https://catalog.qu.edu/business/entrepreneurship-strategy/entrepreneurship-strategy.pdf
,The College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$51,130/Year",,"$1,280",,,"Merit-based, Need-based",4 years,"$51,130/Year",Bachelor of Science in Environmental Science,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,52270,,1475,,,"Merit-based, Need-based",4 years,52270,Bachelor of Arts in Environmental Studies,https://catalog.qu.edu/programs/
,School of Health Sciences,1.0,4.0,2.0,,,,,"$26,135/Semester or $52,270/Year",,1265,"$18,000 - $28,000 per year",,Merit-based,4 years,"$26,135/Semester or $52,270/Year",Bachelor of Science in Exercise Science,https://catalog.qu.edu/programs/
,School of Communications,,4.0,2.0,,,,,51270,,1075,"$15,000 to $28,000 annually",,"Merit-based (Trustee, Presidential, Dean's Scholarships), Need-based (Quinnipiac Grants)",4 years (120 credits),51270,"Bachelor of Arts in Film, Television and Media Arts",https://catalog.qu.edu/communications/communications.pdf
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,54660,,1735,,,"Merit-based, Need-based",,"$54,660/Year",Minor in Film and Television,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,53990,,1215,"up to $28,000 annually",,"Merit-based, Need-based",4 years,"$53,990/Year",Bachelor of Science in Finance,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,,,1790,"$22,000 - $28,000 per year",,"Merit-based, Need-based",,,Minor in Finance,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$50,770/Year",,"$1,215/credit","$12,000 - $28,000 per year",,"Merit-based, Need-based",,"$50,770/Year",Minor in Fine Arts,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.5,,,,,,,"$1,315","$18,000 - $28,000 annually",,"Merit-based, Need-based",18 credits,"$52,920/Year",Minor in Forensic Science,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,52290,,1345,,,"Merit-based, Need-based",4 years,52290,Bachelor of Arts in Game Design and Development,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,"$52,270/Year",,1285,"$15,000 to $28,000",,"Merit-based, Need-based",18 credits,,Minor in Game Design and Development,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,,,,,,1225,"$22,000 - $28,000",,"Merit-based, Need-based",18 credits,,Minor in General Business,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$53,440/Year",,"$1,850/Credit",,,Merit-based,4 years,"$53,440/Year",Bachelor of Arts in Gerontology,https://catalog.qu.edu/arts-sciences/sociology-anthropology/gerontology-ba/gerontology-ba.pdf
,School of Health Sciences,,4.0,2.0,,,,,23075,,1075,,,Merit-based,,23075,Minor in Global Public Health,https://www.qu.edu/globalassets/global/media/qu/documents/university/catalogs/2019-2020-academic-catalog.pdf
,School of Communications,,4.0,2.0,,Fall 2026,,,53650/Year,,1165/credit,"$18,000 to $28,000 annually",,Merit-based,4 years,53650/Year,Bachelor of Arts in Graphic and Interactive Design,https://catalog.qu.edu/communications/communications.pdf
,School of Business,,4.0,2.0,,Fall 2026,,,"$50,960/Year",,1565,,,Merit-based,,"$50,960/Year",Minor in Health Care Management,https://catalog.qu.edu/programs/
,School of Health Sciences,,4.0,2.0,,,,,53690,,1415,,,Merit-based,18 credits,"$53,690/Year",Minor in Health Equity,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,83.9%,Fall 2026,,,"$54,650/Year",,"$1,215","$20,000 - $30,000 per year",,"Merit-based, Need-based, Donor-funded",4 years,"$54,650/Year","Bachelor of Arts in Health, Medicine, and Society",https://www.qu.edu/schools/arts-and-sciences/programs/bachelors-degree/ba-in-health-medicine-and-society/
,School of Health Sciences,,4.0,2.0,,,,,"$53,650/Year",,1215,"$18,000 - $30,000",,"Merit-based, Need-based",4 years,"$53,650/Year",Bachelor of Science in Health Science Studies,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,52270,,"$1,610",,,Merit-based,4 years,"$26,135/Semester or $52,270/Year",Bachelor of Arts in Hispanic and Latin American Studies,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,,,1800,"up to $30,000",,Merit-based and need-based,,,Minor in Hispanic and Latin American Studies,https://catalog.qu.edu/arts-sciences/modern-languages/minor-hispanic-latinamerican-studies/
,College of Arts and Sciences,,4.0,2.0,,,,,"$27,470/Semester or $54,940/Year",,1375,"$21,000 - $30,000 per year",,Merit-based,4 years,"$27,470/Semester or $54,940/Year",Bachelor of Arts in History,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,,,"$1,535","$18,000 - $30,000 annually",,"Merit-based, Need-based",18 credits,,Minor in History,https://catalog.qu.edu/arts-sciences/history/history-minor/
,,,,,,,,,,,,,,,,,Minor in History and Philosophy of Science,https://www.admissions.caltech.edu/why-caltech/academics/majors-minors/history-and-philosophy-science
,School of Health Sciences,,4.0,2.0,,,,,53710/Year,,1215,"$20,000 - $28,000",,Merit-based,18 credits,53710/Year,Minor in Human Movement,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,,,,53650,,1265,,,Merit-based,4 years,53650,Bachelor of Science in Human Resource Management,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,53710,,"$1,265/credit","$15,000–$30,000 annually",,"Merit-based, Need-based",4 years,"$53,710/Year",Bachelor of Arts in Individualized Major,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.5,,,,,"$52,170 per year",,"$1,475","Ranges from $15,000 to $28,000 annually",,Merit-based,4 years,52170,Bachelor of Science in Individualized Major,https://catalog.qu.edu/academics/majors/
,College of Arts and Sciences,,4.0,2.5,,,,,"$2,090/Year",,"$1,215","Up to $30,000",,"Merit-based, Endowed",Minimum of 18 credits,"$53,730/Year",Minor in Individualized Minor,https://catalog.nau.edu/Catalog/details?&plan=BUSIMN
,School of Engineering,,4.0,2.0,,,,,"$53,730/Year",37000,1790,"$18,000 - $28,000",,Merit-based,4 years,"$53,730/Year",Bachelor of Science in Industrial Engineering,https://www.youtube.com/watch?v=9MlM3-WpMdA
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$53,610/Year",,"$1,575","$22,000 - $30,000",,"Merit-based, Need-based",4 years,"$53,610/Year",Bachelor of Arts in Interdisciplinary Studies,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$52,730/Year",,"$1,285 per credit","$15,000 - $30,000 per year",,"Merit-based, Need-based",4 years,"$52,730/Year",Bachelor of Science in Interdisciplinary Studies,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,"$53,440/Year",,1285,"up to $28,000 annually",,Merit-based,4 years,"$53,440/Year",Bachelor of Science in International Business,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,,,,,,1205,"$18,000 - $30,000",,"Merit-based, Endowed, Restricted",,,Minor in International Business,https://catalog.qu.edu/business/entrepreneurship-strategy/international-business-minor/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,53460,,1780,"$18,000 - $30,000 per year",,"Merit-based, Need-based",,"$53,460/Year",Minor in International Studies,https://catalog.qu.edu/programs/
,School of Communications,,4.0,2.0,,,,,53720/Year,,1285,,,Merit-based,4 years,"$53,720/Year",Bachelor of Arts in Journalism,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,51260,,1155,"ranging from $15,000 to $28,000 annually",,Merit-based,4 years,51260,Bachelor of Arts in Justice and Community Engagement,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,"$51,270/Year",,"$1,115/Credit","$18,000 to $28,000 per year",,"Merit-based, Need-based",4 years,"$51,270/Year",Bachelor of Arts in Law in Society,https://catalog.qu.edu/arts-sciences/justice-law/law-society-ba/
,School of Business,,4.0,2.0,,,,,53460,,1215,"$18,000 to $28,000 per year",,"Merit-based scholarships, need-based grants",,"$53,460/Year",Minor in Management,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,,,,,,"$1,175","$15,000 to $28,000 annually",,Merit-based,4 years,"$49,160/Year",Bachelor of Science in Marketing,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,,,1215,"$15,000 - $28,000 per year",,"Merit-based, Need-based",18 credits,,Minor in Marketing,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,"$53,620/Year",,1790,"$15,000 - $30,000 per year",,Merit-based,4 years,"$53,620/Year",Bachelor of Arts in Mathematics,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,"$54,340/Year",,"$1,715","$18,000 to $30,000 per year",,"Merit-based, Need-based",18 credits,"$54,340/Year",Minor in Mathematics,https://catalog.qu.edu/programs/
,School of Engineering and Computing,,4.0,2.0,,,,,52270/Year,,1465,"Scholarships range from $18,000 to $28,000 per year",,"Merit-based, Need-based",4 years,52270/Year,Bachelor of Science in Mechanical Engineering,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,,,1155,,,"Army ROTC scholarships, Post-9/11 GI Bill, Yellow Ribbon Program",18 credits,,Minor in Military Science,https://www.qu.edu/info-for/veterans-military/
,College of Arts and Sciences,,4.0,2.0,,,,,,,1285,"up to $28,000 annually",,Merit-based,18 credits,,Minor in Music,https://catalog.qu.edu/programs/
,School of Nursing,1.0,4.0,3.0,,Fall 2026,,,54720/Year,,1265,,,"Merit-based, Need-based",4 years,54720/Year,Bachelor of Science in Nursing,https://catalog.qu.edu/programs/
,School of Health Sciences,,4.0,3.2,,,,,"$52,820/Year",,1760,"$15,000 to $28,000 annually",,"Merit-based, Need-based",6 years,"$52,820/Year",Bachelor of Science in Occupational Therapy (3+2),https://bulletin.wustl.edu/undergrad/artsci/additional/degrees-in-the-professional-schools/degrees-in-the-professional-schools.pdf
,College of Arts and Sciences,,4.0,2.0,,,,,"$53,520/Year",,1785,,,"Merit-based, Need-based",4 years,"$53,520/Year",Bachelor of Arts in Philosophy,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,,,1885,"$12,000–$28,000",,Merit-based,18 credits,"$53,650 per year",Minor in Philosophy,https://catalog.qu.edu/programs/
,School of Health Sciences,1.0,4.0,3.2,,,,,1435,,"$1,435/credit","$17,000 - $30,000 per year",,Merit-based,6 years,"$1,435/credit",Bachelor of Science in Physical Therapy (3+3),https://ptcasdirectory.apta.org/471/Quinnipiac-University?id=471&tab=coursePrerequisites
,School of Health Sciences,1.0,4.0,3.2,,Fall 2026,,,"$53,710/Year",,"$1,315 per credit","$15,000 to $30,000 per year",,Merit-based,3 or 4 years (BS) plus a 27-month (MHS) graduate program,"$53,710/Year",Bachelor of Science in Physician Assistant (3+2),https://catalog.qu.edu/graduate-studies/health-sciences/physician-assistant-mhs/physician-assistant-mhs.pdf
,College of Arts and Sciences,,4.0,2.0,,,,,"$53,730/Year",,"$1,345/Credit","$15,000 to $30,000 per year",,"Merit-based, Need-based",4 years,"$53,730/Year",Bachelor of Arts in Political Science,https://www.qu.edu/schools/arts-and-sciences/programs/bachelors-degree/political-science/
,College of Arts and Sciences,,4.0,2.0,,,,,,,"$1,285/Credit","$12,000 to $28,000 annually",,"Merit-based, Talent-based, Need-based",,"$54,920/Year",Minor in Political Science,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,53670,,1375,"$18,000 - $30,000 per year",,"Merit-based, Need-based",4 years,53670,Bachelor of Arts in Professional Studies,https://catalog.qu.edu/programs/
,College of Professional Studies,,4.0,2.0,,,,,"$53,650/Year",,$600 per credit,"Up to $30,000 per year",,"Merit-based, Need-based",,"$53,650/Year",Bachelor of Science in Professional Studies,https://www.goodwin.edu/majors/professional-studies/bs-degree-program-outcomes
,School of Communications,,4.0,2.0,,Fall 2026,,,53710,,1295,"$20,000 - $30,000",,Merit-based,4 years,53710,Bachelor of Arts in Public Relations,https://www.qu.edu/schools/communications/programs/bachelors-degree/public-relations/
,College of Arts and Sciences,,4.0,2.0,,,,,53580,,"$1,585","$18,000 - $28,000 per year",,"Merit-based, Need-based",,"$53,580/Year",Minor in Religious Studies,https://catalog.qu.edu/programs/
,School of Communications,,4.0,2.0,,Fall 2026,,,53440,,1265,"$18,000 - $30,000",,"Merit-based, Need-based",,"$53,440/Year",Minor in Social Media,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,"$51,270/Year",,"$1,455/Credit","$12,000 - $28,000 per year",,"Academic, Specialty, Grants",4 years,"$51,270/Year",Bachelor of Arts in Sociology,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,,,,,,Merit-based,18 credits,,Minor in Sociology,https://catalog.qu.edu/programs/
,School of Engineering,,4.0,2.0,,Fall 2026,,,53690,,1195,"Up to $30,000",,"Merit-based, Need-based",4 years,53690,Bachelor of Science in Software Engineering,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,"$52,760/Year",,"$1,115/Credit","$15,000 to $28,000 per year",,Merit-based,18 credits,"$52,760/Year",Minor in Spanish,https://catalog.qu.edu/programs/
,School of Communications,,4.0,2.0,,,,,"$51,710/Year",,"$1,385",,,Merit-based,4 years,"$51,710/Year",Bachelor of Arts in Sports Communications,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,,,,,,1285,"$18,000 - $30,000",,"Merit-based, Program-specific, Endowed",,,Minor in Statistics,https://www.qu.edu/schools/arts-and-sciences/programs/minor/applied-statistics-and-data-science/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,53520 per year,,1340,"$15,000 - $30,000 per year",,Merit-Based,120 credits,53520 per year,Bachelor of Arts in Sustainability and Environmental Policy,https://catalog.qu.edu/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,,,1285,,,Merit-based,,,Minor in Supply Chain Management,https://catalog.qu.edu/programs/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,54120/Year,38000,1345,"18,000 to 30,000",,"Merit-based, Alumni, Specialty",,54120/Year,Minor in Visual Arts,https://www.qu.edu/schools/arts-and-sciences/programs/minor/fine-arts/
,College of Arts and Sciences,,4.0,2.0,,,,,,,1200,"Up to $30,000 per year",,"Merit-based, Need-based",,"$53,650 per year",Minor in Women's and Gender Studies,https://catalog.qu.edu/programs/
