Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Required,Required,"Applicants for admission to the Applied Learning Sciences, Ed.D. program should submit the following to the Office of Graduate Admissions: Completed UNA Graduate Application; Official transcripts from all colleges/universities attended, including an official transcript that shows a master's degree was conferred from a regionally accredited institution; Three letters of recommendation; A current résumé; A writing sample: An academic paper or professional report which demonstrates the applicant’s potential for success in a doctoral program; A statement of purpose that includes a description of the applicant’s professional goals, research interests, and a rationale for why the applicant is a strong candidate for the Applied Learning Sciences, Ed.D. program; and A minimum GPA of 3.0 on a 4.0 scale on all graduate-level coursework. A screening interview may be required.",Required,True,False,False,False,False,False,,,program,Applied Learning Sciences EdD Online,https://www.una.edu/online/index.html
Not Required,Required,"Admission to the Applied Physiology Program is based upon the student’s academic background, professional experience, recommendations, and personal statement. In order to be considered for admission, applicants must satisfy the general requirements for admission to graduate study and the Department of Kinesiology.

1. Complete an application to the Graduate Studies Office.
2. Submit three letters of recommendation to the Department of Kinesiology.
3. Provide a written essay that outlines reasons for wanting to obtain a graduate degree in Applied Physiology.
4. Minimum cumulative grade point average (GPA) of 3.0 on a 4.0 scale on all undergraduate coursework.
5. A cumulative grade point average (GPA) of 3.0 on a 4.0 scale on all graduate coursework from a regionally accredited university.
6. Students with a GPA of less than 3.0 must score at the 40th percentile or above on the GRE General Test (verbal and quantitative) to be considered for admission.
7. All students must submit GRE General Test Scores.",Not Required,False,False,False,False,False,False,,,program,Applied Physiology MSEd,https://www.una.edu/education/academic-programs/graduate.html
,,,,True,False,False,False,False,False,,,program,Applied Remote Sensing MPS,https://catalog.una.edu/graduate/arts-sciences/professional-studies-mission-ma/
,,,,True,False,False,False,False,False,,,program,Aquaculture MPS,https://catalog.una.edu/graduate/arts-sciences/professional-studies-mission-ma/
Required,Required,"A bachelor’s degree from a regionally accredited institution with an undergraduate GPA of 2.75 or higher on a 4.0 scale. Official transcripts from all institutions attended. A resume or curriculum vitae. A statement of purpose. Three letters of recommendation. International students whose native language is not English must submit a satisfactory score on the Test of English as a Foreign Language (TOEFL), International English Language Testing System (IELTS), or Duolingo.",Not Required,True,False,True,True,False,False,,,program,Architectural Engineering MSAE,https://www.una.edu/arts-sciences-engineering/graduate-programs.html
Required,Required,"In addition to meeting the university admission requirements for graduate studies, the applicant must:
1. Submit a portfolio of 10-20 images of previous undergraduate or professional work. The portfolio should include samples of hand-drawing, two- and three-dimensional design, and may include architectural drawings, paintings, prints, photographs, and/or sculpture.
2. Submit a 250-word statement of purpose.
3. Submit a resume.
4. Complete a formal interview with program faculty.
Portfolios, resumes, and statements of purpose should be uploaded through the Graduate Admissions application portal.",Not Required,True,False,False,False,False,False,,,program,Architecture: Classical Architecture Cert,https://www.una.edu/education/academic-programs/graduate.html
,,,,True,False,False,False,False,False,,,program,Artist Development Cert Online,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-arts/vad/
Not Required,Not Required,Submit an application for admission to graduate studies at UNA. Submit official transcripts from all post-secondary institutions attended to the UNA Office of Graduate Admissions. Have an earned undergraduate degree from a regionally accredited institution with a minimum cumulative GPA of 2.5 on a 4.0 scale.,Not Required,True,False,False,False,False,False,,,program,Arts Leadership Cert Online,https://www.una.edu/education/program-pages/master-of-arts-in-education-instructional-leadership.html
Required,Required,A bachelor’s degree from a regionally accredited institution. At least a 2.5 GPA (on a 4.0 scale) in undergraduate degree. Completion of the graduate application. Submission of official transcripts from all colleges/universities attended. A statement of purpose of at least 300 words outlining the applicant’s interest in the field and career goals. A curriculum vitae/resume.,Not Required,True,False,False,False,False,False,,,program,Arts Management Cert Online,https://www.una.edu/education/academic-programs/graduate.html
Not Required,Not Required,"To be admitted to the Arts Presenting Fundamentals Certificate program, applicants must meet one of the following requirements:

1. An earned baccalaureate degree from a regionally accredited institution with a cumulative GPA of 2.50 or higher on a 4.0 scale.
2. An earned graduate degree from a regionally accredited institution with a cumulative GPA of 3.0 or higher on a 4.0 scale.

Requirements for Clear Admission

1. Completed application for graduate admission.
2. Official baccalaureate degree transcript from a regionally accredited institution.
3. Official transcripts from all colleges/universities attended.
4. One of the following:
    * Cumulative undergraduate GPA of 2.50 or higher on a 4.00 scale.
    * Cumulative graduate GPA of 3.00 or higher on a 4.00 scale for a completed graduate degree.",Not Required,True,False,False,False,False,False,,,program,Arts Presenting Fundamentals Cert Online,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,"Admission to the Master of Science in Athletic Training (MSAT) program is competitive and based on academic achievement and other selective criteria. The Athletic Training Program Admissions Committee evaluates applicants on the basis of their potential for success in the program and the profession. To be eligible for consideration for admission into the MSAT program, applicants must meet the following criteria:

- Bachelor’s degree from a regionally accredited institution
- Minimum cumulative undergraduate GPA of 3.0 on a 4.0 scale
- Completion of prerequisite coursework with a C or better in all courses
- Completion of 50 observation hours with an athletic trainer
- Three letters of recommendation
- A written essay (500-1000 words) to include:
    - Your career goals and aspirations
    - Your motivation for pursuing the MSAT at UNA
    - The qualities that you possess which you believe will make you a successful student and athletic trainer
- A current resume that includes:
    - Education
    - Work experience
    - Honors/awards
    - Professional organization membership
    - Volunteer/community service
- Completed Athletic Training Program Technical Standards Form",Not Required,True,False,False,False,False,False,,,program,Athletic Training MSAT,https://www.ut.edu/graduate-degrees/ms-in-athletic-training
,,,,False,False,False,False,False,False,,,program,Atmospheric Sciences MS,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,"An official transcript from an accredited institution with a baccalaureate degree with a minimum 2.75 GPA. A resume/CV. A statement of purpose (a one page essay detailing your interest in our MPS program). Two letters of recommendation. A writing sample. (A sample of your writing that demonstrates your ability to write clearly and logically. This can be a paper from a previous course, a professional report, or a similar document). Official transcripts from all colleges and universities attended.",Required,True,False,False,True,False,False,,,program,Atmospheric Sciences MPS,https://www.una.edu/education/academic-programs/graduate.html
,,,,False,False,False,False,False,False,,,program,Atmospheric Sciences PhD,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,"Admission to the graduate program in Biochemistry and Molecular Biology is based on an evaluation by the Biology Graduate Committee of the following application materials:
1. Completed application form with application fee submitted to the Office of Graduate Admissions.
2. Official transcripts of all undergraduate and graduate coursework from accredited institutions.
3. Two letters of recommendation from individuals in professionally relevant fields who can assess the applicant’s potential for success in a graduate program.
4. Statement of purpose that details the applicant’s interest in the MS in Biochemistry and Molecular Biology program at UNA and includes long-term goals.
5. Resume or curriculum vitae.
6. Students for whom English is a second language must meet the University requirements for English proficiency (see University Requirements for Graduate Study).",Not Required,True,False,False,True,False,False,,,program,Biochemistry and Molecular Biology MS,https://catalog.una.edu/graduate/courses/bi/
,,,,False,False,,True,False,False,,,program,Biochemistry and Molecular Biology PhD,https://quadcitiesdaily.com/una-confirmed-as-doctoral-granting-institution/
Required,Required,"Completed online application and $50 application fee.
Official transcripts from all institutions attended. A master’s degree in a STEM field from a regionally accredited institution is required for admission with a minimum graduate GPA of 3.0 on a 4.0 scale.
An official GRE score report is required for consideration of admission. The GRE may be waived for applicants who have at least five years of significant, professional work experience.
Resume or curriculum vitae (CV).
Statement of Purpose that describes in 500-1000 words the applicant’s interest in the program and reason for pursuing the Executive Ph.D. degree.
Three letters of recommendation submitted through the online application portal from professional or academic references who can attest to the applicant's potential for success in a doctoral program.",Not Required,False,False,True,True,False,False,,,program,Biochemistry and Molecular Biology Executive PhD Online,https://www.una.edu/biology/biology-programs/cellular--molecular-biology.html
,,,,False,False,False,False,False,False,,,program,Biology MS,"https://www.google.com/search?q=time+in+Lauderdale+County,+US"
,,,,False,False,False,False,False,False,,,program,Biology PhD,https://www.una.edu/biology/index.html
,,,,False,False,,False,False,False,,,program,Biomedical Engineering MSBE,https://www.una.edu/engineering-industrial-professions/academic-programs/bachelor-engineering.html
Required,Required,"A bachelor's degree in biomedical engineering or a related engineering field, from a regionally accredited institution, or a bachelor's degree in a STEM field such as physics, chemistry, biology, or mathematics, with a minimum undergraduate GPA of 3.0 on a 4.0 scale. Prerequisite coursework: Differential Equations and Linear Algebra. Application to the UNA Graduate Studies. Official transcripts from all institutions attended. Three letters of recommendation from individuals who can speak to the applicant's academic potential. A Statement of Purpose describing the applicant's research interests and career goals. A current resume or curriculum vitae (CV).",,True,False,False,True,False,False,,,program,Biomedical Engineering MSBE with emphasis in Medical Physics,https://www.una.edu/education/academic-programs/graduate.html
,,,,False,False,False,False,False,False,,,program,Biomedical Engineering PhD,https://www.una.edu/engineering-industrial-professions/index.html
,,,,False,False,False,False,False,False,,,program,Biomedical Engineering PhD with emphasis in Medical Physics,https://www.una.edu/arts-sciences-engineering/graduate-programs.html
Not Required,Required,"The requirements for unconditional admission to the Master of Science degree in Biomedical and Health Sciences are:
- A bachelor’s degree from a regionally accredited institution, or the international equivalent, with a minimum cumulative undergraduate GPA of 3.0 on a 4.0 scale.
- A personal statement of 500 words or less.
- Two letters of recommendation from individuals in a supervisory or professional capacity who can attest to the applicant's potential for success in a graduate program.
- Submission of all official transcripts from each post-secondary institution attended.",Not Required,True,False,True,True,False,False,,,program,Biomedical Sciences MS,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,The following materials should be submitted as part of the application for admission to the PIBS program at UNA: A completed application for admission to graduate study; Official transcripts of all undergraduate and graduate credits from each institution attended; An official report of the General Test of the Graduate Record Examination (GRE) scores from the Educational Testing Service. Scores older than five years will not be accepted; Three letters of recommendation; A personal statement; A resume or curriculum vitae; A completed Department of Biology Graduate Program Application.,Not Required,False,False,False,True,False,False,,,program,Biomedical Sciences PIBS (umbrella pathway program),https://www.una.edu/education/academic-programs/graduate.html
Not Required,Required,"To be admitted to the MS in Mathematics Program, a student must satisfy the general admission requirements for the Office of Graduate Studies, and be admitted to graduate study at UNA. In addition, the Department of Mathematics requires the applicant to meet the following criteria: 1. An undergraduate major in Mathematics or a related field with at least a 3.0 GPA on a 4.0 scale. 2. Must have completed Calculus I, II, III and at least one additional upper division proof-based course. 3. Students must submit an essay stating their reasons for pursuing a graduate degree in mathematics and their professional goals. 4. Students must submit three letters of recommendation with at least two from university faculty in Mathematics or a closely related discipline.",Not Required,True,False,False,True,False,False,,,program,Biostatistics MS,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,"Completed application for admission to graduate study. An official transcript from the college or university that awarded the student's master's degree. Official transcripts from all other colleges and universities attended. A minimum GPA of 3.25 on a 4.0 scale on all previous graduate course work. A master's degree in a field relevant to exercise science and health promotion (e.g., Kinesiology, Exercise Science, Nutrition, Biomechanics, Public Health, Health Promotion, etc.) from a regionally accredited institution. A current resume or curriculum vitae. A statement of purpose (approximately 500-1000 words) that describes the applicant’s research interests and career goals and explains how the PhD in Exercise Science and Health Promotion will help the applicant achieve these goals. The statement of purpose should also identify at least one faculty member in the department with whom the applicant would like to work. Three letters of recommendation from individuals who can attest to the applicant's academic potential and suitability for doctoral study. A personal interview (in person or via video conference) may be required.",,True,False,True,False,False,False,,,program,Biostatistics PhD,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,Admission to the Master of Professional Studies program requires: 1. a bachelor's degree from a regionally accredited institution. 2. an undergraduate GPA of 2.75 or higher on a 4.0 scale. 3. completion of the UNA Graduate Application. 4. official transcripts from all institutions attended. 5. a written statement of purpose describing the applicant's professional goals and reasons for pursuing the MPS degree. 6. three letters of recommendation. 7. an up-to-date résumé.,Not Required,True,False,False,False,False,False,,,program,Broadcast Meteorology MPS,https://www.una.edu/interdisciplinary-studies/graduate/index.html
,,"The Certificate in Business program is open to non-business majors who want to broaden their knowledge in the fundamentals of business. The required curriculum includes six courses (18 hours) listed below. To enroll in these courses, a student must meet the prerequisite for each course, as listed in the catalog.",,True,False,False,False,False,False,,,program,Business Cert,https://catalog.una.edu/undergraduate/colleges-programs/business/business.pdf
Required,Required,"Applicants for the Executive Doctor of Business Administration must have:

An MBA, or equivalent business-focused Master's degree, from an AACSB-accredited or EQUIS-accredited institution.
At least 10 years of professional/managerial experience.
Significant managerial experience with demonstrated career progression.

The application requires the following:

A formal application with application fee
Official transcripts from all universities attended
A current resume
A statement of purpose
Three professional recommendations
A formal interview with EDBA Admissions Committee",,True,False,,False,False,False,,,program,Business Executive DBA,https://www.dba-compass.com/programs/university-of-north-alabama/executive-doctor-of-business-administration-edba/
Required,Required,"A master's degree in a business-related discipline from an accredited institution. A minimum of seven years of professional and/or teaching experience, with a minimum of three years of mid- to upper-level management experience preferred. A grade point average (GPA) of 3.0 or higher (on a 4.0 scale) on all previous graduate coursework. Applicants must submit a current professional resume, a statement of purpose, and an official transcript from all previously attended colleges and universities. Three professional letters of reference are required for a complete application. The GMAT or GRE is not required for admission. The admissions committee will conduct an interview with all qualified applicants.",Not Required,True,False,False,False,False,False,,,program,Business PhD: Accounting,https://www.una.edu/business/graduate/executive-doctorate-business-administration/index.html
Required,Required,"To be considered for admission to the Executive Doctorate in Business Administration (EDBA) program, applicants must submit the following:

*   Completed Application
*   Master's Degree (any discipline) from a regionally accredited university.
*   Official Transcripts from ALL universities attended (graduate and undergraduate)
*   Current Résumé
*   Statement of Purpose
*   Two Letters of Recommendation
*   A minimum of eight years of progressive management and/or leadership experience. Senior-level management and/or leadership experience is preferred.
*   A personal interview with the EDBA Admissions Committee will be required for applicants that are identified as potential candidates.
*   International students must meet UNA's international admission requirements.",Not Required,True,False,False,False,False,False,,,program,Business PhD: Finance,https://www.una.edu/business/graduate/executive-doctorate-business-administration/index.html
Required,Required,"Admission to the Executive Doctor of Business Administration (EDBA) program is limited and competitive. Successful applicants must meet the following minimum requirements:

- A master’s degree in business or a related field from a regionally accredited institution, or its equivalent, from a foreign institution.
- A minimum of five years of significant managerial or leadership experience that demonstrates increasing levels of responsibility.
- A complete application submitted to the Office of Graduate Admissions, including:
    - Completed online application for admission and a non-refundable application fee.
    - Official transcripts from all universities attended.
    - A current resume.
    - Three professional letters of recommendation that address the applicant’s professional accomplishments and potential for success in a rigorous doctoral program.
    - A statement of purpose (approximately 1,500 words) that describes the applicant’s motivation for pursuing the EDBA, long-term professional goals, and a potential research topic.
    - An interview with the Director of the EDBA program.
- International applicants are required to submit a TOEFL, IELTS, or PTE score if the master’s degree was not from a US university.",,True,False,False,False,False,False,,,program,Business PhD: Management,https://catalog.una.edu/graduate/business/edba/
Required,Required,"A master’s degree in business or a related field from a regionally accredited institution.
A minimum GPA of 3.0 on a 4.0 scale on all previous graduate coursework.
A minimum of three years of mid-to-senior level professional/managerial experience. Exceptions may be granted for applicants with exceptional academic backgrounds.
An online application and a $100 non-refundable application fee.
Official transcripts from all universities attended (undergraduate and graduate).
Three letters of recommendation.
A current resume or curriculum vitae (CV).
A personal statement of 500-750 words outlining the applicant’s personal and professional goals and how the EDBA program will help achieve those goals.
An interview (online or in person).",Not Required,True,False,False,False,False,False,,,program,Business PhD: Management Science,https://www.una.edu/business/graduate/executive-doctorate-business-administration/index.html
,,"Undergraduate students at the University of North Alabama who have completed at least 75 undergraduate credit hours with a minimum overall GPA of 3.0 may apply for admission to the Accelerated Master’s Program (AMP). Admission to the AMP allows students to take up to 12 graduate credit hours that may be used to satisfy requirements for both the bachelor’s and master’s degrees. Admission to the AMP is not the same as admission to the graduate program. AMP students will apply to the graduate program after completion of their undergraduate degree. If all other graduate admission requirements are met, then the student is fully admitted to the graduate program.",,False,False,False,False,False,False,,,program,Business Administration Accelerated MBA,https://catalog.una.edu/undergraduate/colleges-programs/business/special-programs-activities/accelerated20masters20program/
Required,Required,"The UNA MBA is open to all students with a four-year baccalaureate degree from a regionally accredited college or university. No GMAT or GRE is required for admission. Admission can be granted in one of two ways:

Unconditional Admission
An earned bachelor’s degree from a regionally accredited institution with a minimum 2.5 cumulative GPA.
Official transcripts from all universities/colleges attended.
Two letters of recommendation.
A current résumé.
A 250 word Statement of Purpose.

Alternative Admission
An earned bachelor’s degree from a regionally accredited institution with a minimum 2.0-2.49 cumulative GPA.
Three years of approved and documented professional work experience.
Official transcripts from all universities/colleges attended.
Two letters of recommendation.
A current résumé.
A 250 word Statement of Purpose.",Not Required,True,False,True,False,False,False,,,program,Business Administration Accelerated MBA in Real Estate,https://www.una.edu/mba/index.html
Required,Required,Completed application for graduate studies at UNA with non-refundable application fee. Official transcripts from all colleges/universities attended sent directly to the Office of Graduate Admissions at UNA. A bachelor’s degree from an accredited institution with a minimum 2.75 GPA on a 4.0 scale. A current resume detailing at least 5 years of significant managerial or leadership experience. A one-page statement of purpose that clearly explains the applicant’s interest in the EMBA program and future career aspirations. Two letters of recommendation.,Not Required,True,False,False,False,False,False,,,program,Business Administration Executive MBA in Health Management and Policy,https://www.una.edu/education/academic-programs/graduate.html
Required,,A bachelor’s degree from an accredited institution. Official transcripts from all universities attended. A current professional resume that reflects at least five years of progressive work experience. A completed application for graduate admission at UNA. Two letters of recommendation. An admission essay. A personal interview with the Director of the Executive MBA Program.,Required,True,False,True,False,False,False,,,program,Business Administration Global Executive MBA,https://www.una.edu/education/academic-programs/graduate.html
Not Required,Not Required,"An undergraduate degree from an accredited institution.
A cumulative undergraduate GPA of 2.50 or higher.
Official transcripts from all universities attended.
International students must satisfy additional requirements, including TOEFL, and provide a transcript evaluation.
GMAT/GRE is NOT required.",Not Required,True,False,False,True,False,False,,,program,Business Analytics MSBA,https://www.una.edu/mba/index.html
Required,Not Required,"Applicants for admission to the M.S. in Business Technology must meet the following criteria:
- Completed Application for Graduate Admission
- Official transcripts from all universities and colleges attended sent directly to the Office of Graduate Admissions
- A current résumé
- If an applicant meets one of the following criteria, the GMAT/GRE requirement is waived:
  - An undergraduate degree from a regionally-accredited university or college with a cumulative GPA of 3.0 or higher.
  - An undergraduate degree from a regionally-accredited university or college with a cumulative GPA of 2.75 or higher AND three years of relevant, professional work experience.
  - An awarded graduate degree from a regionally-accredited university.
- Applicants who do not meet one of the criteria above must submit official scores for the Graduate Management Admission Test (GMAT) or Graduate Record Examination (GRE) that are less than five years old.
- To be considered for unconditional admission, an applicant must have a score of 450 or higher on the GMAT, or a score of 290 or higher on the GRE, and meet one of the following criteria:
  - An undergraduate degree from a regionally-accredited university or college with a cumulative GPA of 2.75 or higher.
  - An undergraduate degree from a regionally-accredited university or college with a cumulative GPA of 2.5 or higher and three years of professional work experience.",Not Required,True,False,False,False,False,False,,,program,Business Technology MS Online,https://www.una.edu/education/academic-programs/graduate.html
,,,,True,False,False,False,False,False,,,program,Cancer Biology PhD,https://catalog.una.edu/graduate/courses/bi/
,,,,False,False,False,False,False,False,,,program,Cellular Physiology and Molecular Biophysics PhD,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,Complete the application for admission to the Graduate School. Submit a current resume. Submit a letter of application to the program addressing personal and professional qualifications and aspirations relevant to the counseling profession. Submit official transcripts from all institutions attended. A minimum undergraduate GPA of 2.75 on a 4.0 scale is required for Unconditional Admission. Submit names and email addresses for three professional/academic references who can address the applicant's potential for success in the counseling profession. References will be prompted to complete a recommendation form. Submit a score from the Miller Analogies Test (MAT) or the Graduate Record Exam (GRE-Verbal and Quantitative). Applicants meeting all of the above admission requirements will be invited for a personal interview with faculty in the Counselor Education program.,Not Required,True,False,False,False,False,False,,,program,Clinical Mental Health Counseling MA,https://catalog.una.edu/undergraduate/colleges-programs/education-human-sciences/counselor-education/
Required,Required,"An official transcript from the college or university that awarded the baccalaureate degree and official transcripts from all colleges and universities attended. Submit a score from one of the following tests: GRE (verbal and quantitative sections), MAT, or GMAT. The test score must be no older than five years from the date of the examination. The GMAT, GRE and MAT requirement is temporarily waived through Fall 2024 for students with a 3.0 or higher cumulative GPA on their conferred bachelor's degree. Submit a Statement of Purpose. Submit three letters of recommendation. Submit a resume/vitae. Submit a writing sample. Have a minimum undergraduate GPA of 2.50 for unconditional admission.",Required,True,False,False,False,False,False,,,program,Data Analytics and Program Evaluation MS Online,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,"Application for admission to the Graduate School.
Bachelor of Science in Nursing degree from a regionally accredited institution and a nationally accredited nursing program (ACEN or CCNE).
Current unencumbered registered nurse license in the United States.
Minimum undergraduate grade point average of 3.0 on a 4.0 scale.
Official transcripts from all colleges/universities attended.
A current resume or curriculum vitae.
Goal Statement. The goal statement should be a maximum of 500 words describing your reasons for pursuing the DNP, your short and long-term professional goals, and how you see yourself as a DNP-prepared nurse.
Three letters of recommendation. Recommendations should be from individuals who can attest to your potential for success in a graduate program (examples include: current or former professors, current or former supervisors, and other professional colleagues).
Completion of an undergraduate or graduate statistics course with a grade of C or better.
Completion of an undergraduate or graduate research course with a grade of C or better.
Completion of an undergraduate or graduate physical assessment course with a grade of C or better.
Successful interview with DNP faculty.",Not Required,True,False,False,False,False,False,,,program,Doctor of Nursing Practice (DNP): Advanced Practice,https://www.una.edu/education/academic-programs/graduate.html
Required,Required,"Application to the Office of Graduate Admissions at UNA. The application can be found at www.una.edu/graduate.
Minimum GPA of 3.0 on a 4.0 scale on all graduate coursework.
Current unencumbered RN license in the state where clinical experiences will occur.
Current certification as a nurse practitioner or clinical nurse specialist from a national certifying body.
Master of Science in Nursing (MSN) or a Doctor of Nursing Practice (DNP) from a nationally accredited nursing program (Accreditation Commission for Education in Nursing [ACEN] or Commission on Collegiate Nursing Education [CCNE]).
Submission of the following documents to the Office of Graduate Admissions:
Official transcripts from all colleges/universities attended.
Verification of clinical hours from previous graduate nursing program (must meet the 1000-hour requirement post-BSN).
Current resume or curriculum vitae (CV).
Professional portfolio to include:
A written statement describing professional goals and how the DNP degree will help to achieve those goals.
A scholarly paper from a previous graduate program.
Evidence of scholarship (e.g., publications, presentations, grant funding, etc.).
Evidence of professional service.
Three letters of professional reference attesting to the applicant’s potential for doctoral study.
Interview with graduate nursing faculty.",Required,True,False,,False,False,False,,,program,Doctor of Nursing Practice (DNP): Population Health,https://www.una.edu/nursing/graduate/doctor-nursing-practice.html
,,,,False,False,False,False,False,False,,,program,Doctor of Nursing Practice (DNP): Educational Leadership,https://www.una.edu/education/academic-programs/graduate.html
,,,,False,False,False,False,False,False,,,program,Economics PhD,https://www.una.edu/business/graduate/executive-doctorate-business-administration/index.html
