Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
,,,,,,,,,,,error,Bachelor of Business Administration in Business Data Analytics,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFH3ymWxFo2BJB-QEiF2bhGDUYWKDgtNEB26Zrus48ZOzTaLNJZhKiPXw0-z5_WqZrIUL6_TvuBdbQwXxK90Mych-B5EKMeanMKq3AC_s3CiMAfldXydWivBJpA5L8ZmPMZ1m_032Ub_RhdQ0wSOws2J_ilTm1mkg8Sf-y_vonsFiot9Nffrx6nNRD3ipXnx2gv0WmaINZ97-hPZThoFiGp_8IT3WIvPDyIGpKCwBLyuISn3AtR934OpNfPIKQWEruWrBSF6P0BVP5wxGDnxlELVz0D6A==,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Business Essentials for Engineering Majors,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Business Administration in Business Management,https://bulletin.uakron.edu/undergraduate/colleges-programs/business-administration/management/business-management-bs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"In addition to the general university application, all prospective undergraduate students for the Myers School of Art are required to complete an art portfolio review.",Not Required,True,True,False,False,False,,,program,Bachelor of Fine Arts in Ceramics,https://www.temple.edu/academics/degree-programs/ceramics-major-ta-crme-bfa,,
Not Required,Not Required,"To be admitted to The University of Akron, we are looking for students with a cumulative high school GPA of 3.0 or higher. Required high school curriculum: 4 units of English; 4 units of mathematics (including Algebra I, Algebra II, and Geometry); 3 units of natural science (including one unit of advanced science); 3 units of social studies; 2 units of the same foreign language are required. To gain direct admission into the College of Engineering and Polymer Science, you must meet ONE of the following criteria in addition to being admitted to The University of Akron: ACT math sub-score of 25 or higher; SAT math sub-score of 590 or higher; ALEKS placement test score of 61 or higher; Successful completion of The University of Akron’s Pre-Calculus with Trigonometry (3450:221) or Calculus I (3450:221) with a grade of C- or better.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Chemical Engineering,https://www.uakron.edu/engineering/cbe/undergraduate-programs/chemical-engineering,,
Not Required,Not Required,"To apply, complete the online application, pay the nonrefundable $50 application fee, and send your official high school transcript. We look at two primary factors to make an admission decision: Your cumulative high school GPA (and the strength of your curriculum). We do not require an ACT or SAT score to be considered for admission, though scores may be submitted for scholarship consideration or for placement in certain courses.",Not Required,False,False,True,False,False,,,program,Bachelor of Arts in Chemistry,https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"To apply for admission, please submit the following: 1. Complete the application online. 2. Submit your official high school transcript. 3. Submit your ACT/SAT scores (optional for most programs). 4. Pay the nonrefundable $50 application fee.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Chemistry,https://www.uakron.edu/chemistry/undergraduate.dot,,
,,,,,,,,,,,error,Bachelor of Science in Chemistry - Polymer,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/chemistry/chemistry-polymer-option-bs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Child & Family Development,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Civil Engineering,https://bulletin.uakron.edu/undergraduate/colleges-programs/engineering-polymer-science/civil-engineering/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Communication,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/communication/strategic-organizational-communication-ba/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"For admission into the School of Education, students must have a 2.50 GPA.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Community and Workforce Education,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/education/community_workforce_education_ba/,,
,,,,,,,,,,,error,Bachelor of Science in Computer Engineering,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for admission, you will need to submit: A completed online application. A $50 nonrefundable application fee. Your official high school transcript or GED score report. Official ACT or SAT scores (optional for most majors).",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Computer Information Systems,https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Associate of Applied Business in Computer Information Systems,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Admission to The University of Akron is based upon a comprehensive review of a student’s overall academic preparation. The materials you submit (the application and high school transcript) will be used to determine your admission. To meet the test-optional admission criteria, you must have a cumulative high school GPA of at least 3.0 (on a 4.0 scale). To meet the assured admission criteria, you must have a cumulative high school GPA of at least 2.5 (on a 4.0 scale).",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Computer Science,https://www.ics.hawaii.edu/academics/undergraduate-programs/bs/,,
Not Required,Not Required,"Admission to The University of Akron is based on a comprehensive review of a student’s overall academic preparation. We will consider your high school curriculum, cumulative grade-point average (GPA), and ACT/SAT scores (if you choose to submit them). To apply, you need to complete the application and submit your official high school transcript.",Not Required,True,False,True,False,False,,,program,Associate of Applied Science in Construction Engineering Technology,https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"To be admitted into this degree program, you must meet the University of Akron's general admission requirements.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Construction Engineering Technology,https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"To be considered for admission, applicants must submit: a completed online application, a $50 nonrefundable application fee (fee waivers available), and an official high school transcript. A cumulative high school GPA of at least 2.3 is required for general admission. The University of Akron is test-optional for the high school class of 2024 and beyond for general admission to the university. Test scores may be required for direct admission to select programs, scholarships, and for the Williams Honors College.",Not Required,True,False,True,False,False,,,program,Associate of Applied Science in Construction Field Operations,https://bulletin.uakron.edu/undergraduate/colleges-programs/engineering-polymer-science/civil-engineering/construction-field-operations-aas/,,
Not Required,Not Required,"General requirements for freshman admission include a completed application, a $50 nonrefundable application fee, and an official high school transcript. The University of Akron has a test-optional admission policy for most undergraduate programs. Assured admission is granted to applicants with a 2.50 or higher cumulative GPA on a 4.0 scale. Official college transcripts are required if college credit was earned in high school.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Corrosion Engineering Technology,https://bulletin.uakron.edu/undergraduate/colleges-programs/engineering-polymer-science/chemical-biomolecular-corrosion-engineering/corrosion-engineering-bs/corrosion-engineering-bs.pdf,,
Not Required,Not Required,"To apply for undergraduate admission, applicants must complete the online application, pay the $50 nonrefundable application fee (fee waivers may be available), and send their official high school transcript. The University of Akron is test-optional, meaning applicants do not need to submit an ACT or SAT test score for admission to the University.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Criminal Intelligence Analysis,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/criminal-justice-studies/criminal-intelligence-analysis-bs/,,
,,,,,,,,,,,error,Bachelor of Science in Criminology and Criminal Justice,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for admission, prospective students need to submit a completed online application along with a $50 fee and an official high school transcript. The University of Akron has a test-optional admission policy for most majors. Applicants can choose whether to submit ACT or SAT scores. If scores are submitted, they will be considered along with the high school GPA. If scores are not submitted, admission will be based on the high school GPA and the strength of the high school curriculum.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Cyber Forensics,https://bulletin.uakron.edu/undergraduate/colleges-programs/health-professions/health-professions.pdf,,
Not Required,Not Required,"To become a major in the School of Dance, Theatre, and Arts Administration, you must first apply and be accepted to The University of Akron. In addition to being accepted to the university, all prospective dance majors and minors are required to audition for placement.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Dance,https://www.uakron.edu/dtaa/prospective-students/index.dot,,
,,,,,,,,,,,error,Bachelor of Fine Arts in Dance,https://www.downtownakron.com/newsitem/the-university-of-akron-school-of-dance-theatre-and-arts-administration-proudly-presents-uadc-fall-2025,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply as a freshman, you'll need: a completed application, a nonrefundable $50 application fee, and an official high school transcript. The University of Akron is test-optional, so ACT or SAT scores are not required for general admission.",Not Required,True,False,True,False,False,,,program,"Bachelor of Science in Data Science, Statistics",https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"To be considered for admission, you will need:

1. A completed online application
2. A $50 application fee
3. Your official high school transcript
4. Official ACT or SAT scores (optional)

The University of Akron is test-optional for the foreseeable future. Submission of ACT or SAT test scores is not required for general admission to the University, but may be used for class placement or to meet the admission requirements for specific programs.",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Earth Science,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/geosciences/geology-earth-science-ba/,,
Not Required,Not Required,"The admissions process involves a holistic review of your application, which includes your cumulative high school GPA and strength of your high school curriculum. For unconditional admission to the Akron campus, a minimum 2.3 cumulative high school GPA is sought. Required application materials include a completed application, a $50 application fee, and an official high school transcript. Submission of ACT or SAT scores is optional for this major.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Economics,https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Associate of Applied Science in Electrical and Electronic Engineering Technology,https://bulletin.uakron.edu/undergraduate/colleges-programs/engineering-polymer-science/electrical-computer/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for undergraduate admission, applicants must complete the online application, pay the nonrefundable $50 application fee, and provide an official high school transcript. The submission of ACT or SAT scores is optional.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Electrical and Electronic Engineering Technology,https://bulletin.uakron.edu/undergraduate/colleges-programs/engineering-polymer-science/electrical-computer/electronic-engineering-technology-aas/electronic-engineering-technology-aas.pdf,,
,,,,,,,,,,,error,Bachelor of Science in Electrical Engineering,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Emergency Management and Homeland Security,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Optional,"At a minimum, we require you to submit a completed application and your official high school transcript. We recommend you submit a personal statement and letters of recommendation as well, but these are optional. The University of Akron has a test-optional admission policy for most majors. This means you are not required to submit an ACT or SAT test score to be considered for admission to the University.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Emergency Medical Services Technology,https://www.uakron.edu/dses/,,
Not Required,Not Required,"To apply for admission, we require the following: a completed application for admission, the nonrefundable $50 application fee, and an official high school transcript. The University of Akron is test-optional for the 2024-2025 academic year. You may choose to have your ACT or SAT test scores included in your admission decision.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in English,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/english/english-ba/english-ba.pdf,,
Not Required,Not Required,The minor in entrepreneurship is open to all University of Akron students. Students need to have a 2.0 or higher overall GPA to apply for the minor.,Not Required,True,False,False,False,False,,,program,Minor in Entrepreneurship,https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Bachelor of Science in Environmental Science,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Exercise Science,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Minor in Finance for Business Majors,https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Bachelor of Business Administration in Financial Management,https://bulletin.uakron.edu/undergraduate/colleges-programs/business-administration/finance/financial-management-bs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Business Administration in Financial Planning,https://www.uakron.edu/cba/departments/finance/financial-planning.dot,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Financial Planning,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,Admission to The University of Akron is based on a comprehensive review of a student’s academic profile. An applicant’s high school grade point average (GPA) and strength of high school curriculum are the primary factors for admission. Standardized test scores (ACT or SAT) are not required for admission but are highly recommended for scholarship consideration and may be required for direct admission to some academic programs.,Not Required,True,False,True,False,False,,,program,Bachelor of Science in Food and Nutrition Sciences,https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"To apply as a first-year student, you will need to submit: the application and official high school transcript. The University of Akron is a test-optional university, so you have the choice to submit your ACT or SAT scores.",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Geology,https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"Admission to this program is open. Students who have been admitted to The University of Akron are able to declare this major. General freshman admission requirements include a minimum 2.0 cumulative GPA (on a 4.0 scale), a high school diploma or GED, and successful completion of the Ohio Core curriculum or its equivalent. Applicants must submit an online application, a $50 nonrefundable application fee, and an official high school transcript. ACT or SAT test scores are optional.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Geology,https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Bachelor of Arts in Global Studies,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Fine Arts in Graphic Design,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in History,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Students can be admitted to the College of Business Administration with either an ACT or SAT score. The specific criteria are as follows:

A cumulative high school GPA of 3.0 or greater, OR
An ACT composite score of 21 or greater and a high school cumulative GPA of 2.5 or greater, OR
An SAT composite score (Evidence Based Reading and Writing + Math) of 1060 or greater and a high school cumulative GPA of 2.5 or greater.",Not Required,True,False,False,False,False,,,program,Bachelor of Business Administration in Human Resource Management,https://bulletin.uakron.edu/undergraduate/colleges-programs/business-administration/management/human-resources-management-bs/,,
Not Required,Not Required,A student must have a minimum 2.300 overall GPA to be admitted to any College of Business minor.,Not Required,True,False,False,False,False,,,program,Minor in Human Resource Management,https://www.uakron.edu/academics_majors/,,
Not Required,Not Required,"To apply for undergraduate admission, students must complete an online application, pay a nonrefundable $50 application fee, and have their official high school transcript sent to the university. Students will be directly admitted into the College of Business and their chosen business major if they have a 3.0 or greater high school GPA. Students who are accepted to the university but do not meet the direct admission standard will be placed in the College of Business's 'Business-Undecided' major.",Not Required,True,True,False,False,False,,,program,Bachelor of Business Administration in Information Systems,https://guide.wisc.edu/undergraduate/business/operations-information-management/business-information-systems-bba/,,
Not Required,Not Required,"To declare the Information Systems minor, students must be admitted to the College of Business Administration (CBA). Current University of Akron students not in the CBA can be admitted if they have a minimum cumulative GPA of 2.5 and have successfully completed (with a grade of C- or better) English Composition I, a General Education Mathematics course, and Principles of Microeconomics. Once admitted to the CBA, students can declare the minor by meeting with their assigned CBA academic adviser.",Not Required,True,False,True,False,False,,,program,Minor in Information Systems,https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Bachelor of Business Administration in International Business,https://www.rsm.nl/education/bachelor/bsc-international-business-administration-iba/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To declare a minor in international business, students must have completed 30 credits and have a GPA of 2.5. To complete the minor, students must have a 2.0 GPA in the international business minor coursework.",Not Required,True,False,False,False,False,,,program,Minor in International Business,https://catalog.utexas.edu/undergraduate/business/minor-and-certificate-programs/,,
Not Required,Not Required,"General freshman admission requirements include a completed online application, a $50 nonrefundable application fee, and an official high school transcript. Official ACT or SAT test scores are optional. A cumulative high school GPA of at least 3.0 is recommended. To be admitted to the teacher education program, students must meet specific requirements including a minimum number of credit hours earned, minimum GPA, and passing scores on a basic skills test.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Intervention Specialist (K-12); ECIS (Age 3-Grade 3),https://www.uakron.edu/academics_majors/,,
,,,,,,,,,,,error,Bachelor of Fine Arts in Jewelry and Metalsmithing,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/art/jewelry-metalsmithing-bfa/jewelry-metalsmithing-bfa.pdf,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Land Surveying,https://www.uakron.edu/academics_majors/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Business Administration in Marketing,https://bulletin.uakron.edu/undergraduate/colleges-programs/business-administration/marketing/marketing-management-bs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
