Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"Kutztown University’s Master of Arts in Clinical Mental Health Counseling program prepares students for employment as master’s level counselors in a variety of mental health settings. Graduates are prepared to practice in community agencies, hospitals, college counseling centers, and other settings where counseling services are offered. The program is designed to fulfill the academic requirements for the Licensed Professional Counselor (LPC) in Pennsylvania. Students learn to provide comprehensive counseling services to clients from a diverse population. The program has a strong focus on professional and personal growth.",https://www.kutztown.edu/academics/colleges-and-departments/liberal-arts-and-sciences/departments/counseling-and-student-affairs/graduate-programs/ma-in-clinical-mental-health-counseling.html,The Clinical Mental Health Counseling program is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).,Master of Arts,Master of Arts in Clinical Mental Health Counseling,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"Kutztown University’s Master of Arts in Marriage, Couple and Family Counseling program prepares students to work with individuals, couples, and families on a wide variety of clinical concerns. The 60-credit hour program fulfills the educational requirements for students to become Licensed Professional Counselors (LPC) in Pennsylvania and most other states, as well as providing the necessary coursework to pursue licensure as a Marriage and Family Therapist (LMFT) in Pennsylvania and most other states. The curriculum is designed to help students develop the awareness, knowledge, and skills necessary to become culturally competent counselors. In addition to core coursework, students complete a 100-hour practicum and a 600-hour internship experience. The Marriage, Couple and Family Counseling program is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).",https://www.kutztown.edu/academics/colleges-and-departments/liberal-arts-and-sciences/departments/counseling-and-student-affairs/graduate-programs/marriage-couple-and-family-counseling.html,"The Marriage, Couple and Family Counseling program is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).",,"Master of Arts in Marriage, Couple and Family Counseling",https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"The Master of Science in School Counseling program at Kutztown University is a 60-credit program that is designed to prepare highly qualified professional school counselors to work in K-12 school settings. This program emphasizes a developmental, proactive, and preventative approach. Graduates are prepared to perform a wide range of services including individual and group counseling, classroom guidance, consultation, and coordination of services. Our graduates help children and adolescents with their academic, social, emotional, and career development needs. In addition, graduates are qualified to work towards licensure as a professional counselor (LPC) in Pennsylvania and most other states.",https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/counselor-education-and-student-affairs/counseling-programs/master-of-science-in-school-counseling.html,"Kutztown University is accredited by the Middle States Commission on Higher Education, 3624 Market Street, Philadelphia, PA 19104 (267-284-5000). Additionally, the M.S. in School Counseling program is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).",,Master of Science in School Counseling,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/counselor-education-and-student-affairs/counseling-programs/master-of-science-in-school-counseling.html
,"Kutztown University's 12-credit program for the Autism Spectrum Disorders (ASD) Endorsement Certificate is designed for Pennsylvania certified educators. This endorsement may be added to an existing Level I or Level II certificate.

This non-degree graduate program prepares candidates with the knowledge and skills necessary to become effective teachers of students with autism. Candidates will learn how to:
- use evidence-based practices to teach students with autism,
- understand the characteristics of students with autism,
- create individualized programs for students with autism,
- perform assessments, and
- collaborate with families and other school personnel.

The program is approved by the Pennsylvania Department of Education (PDE) and is offered fully online. Candidates have up to six years to complete the four required courses. Upon completion, they can apply to the PDE for the endorsement to be added to their teaching certificates.

The KU ASD Endorsement curriculum is aligned with the Council for Exceptional Children (CEC) and the PA Department of Education (PDE) standards for the preparation of special education professionals. As part of this program, candidates learn about research in the field of ASD, best practices for instruction of students with autism, and methods for making data-based decisions in the classroom. Emphasis is placed on candidates' abilities to understand students' rights and advocate for effective educational practices.",https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/special-education/programs/autism-endorsement.html,The program is approved by the Pennsylvania Department of Education (PDE).,Endorsement Certification,Autism (Endorsement Certification),https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/special-education/programs/autism-endorsement.html
,"Kutztown University's Curriculum and Instruction Supervisory Certificate program prepares candidates to serve as supervisors of curriculum and instruction in Pennsylvania's schools. The primary goal of the program is to provide students with the ability to work with teachers, administrators, and the community to improve educational programs for all students. The program is designed to create reflective supervisors who can provide curriculum leadership to schools. The Curriculum and Instruction supervisory program is a 21-credit program that may be used toward Act 48 requirements. Upon completion of this program, students may apply to the Pennsylvania Department of Education for a Curriculum and Instruction Supervisory Certificate.",https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/secondary-education/graduate-programs/supervisory-certification-curriculum-and-instruction.html,,Certificate,Curriculum and Instruction (Supervisory Certificate),https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/secondary-education/graduate-programs/supervisory-certification-curriculum-and-instruction.html
,The English as a Second Language (ESL) Program Specialist Certificate is a post-baccalaureate teacher certification program. Teachers who currently hold a Level I or Level II teaching certificate in any area are eligible for this program. This program is specifically designed to meet the needs of certified teachers who wish to work with English Language Learners (ELLs) in their classrooms. Kutztown University's ESL Program Specialist Certificate is approved by the Pennsylvania Department of Education (PDE) and is designed for teachers who wish to add the ESL Program Specialist certificate to an existing Instructional I or II certificate. This 18-credit certification program addresses the five domains of the PDE ESL Program Specialist standards.,https://www.kutztown.edu/academics/colleges-and-departments/education/department-of-secondary-education/english-as-a-second-language-(certification).html,Approved by the Pennsylvania Department of Education (PDE).,Certification,English as a Second Language (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,This 18-credit program prepares certified teachers to serve as instructional coaches in K-12 school settings. The instructional coach endorsement can be added to an existing Level I or Level II Pennsylvania teaching certificate. All of the courses in the program can be taken online.,,,Endorsement Certificate,Instructional Coach (Endorsement Certificate),https://prps.org/files/download/documents/Kutztown%20University.pdf
,"The M.Ed. in Instructional Technology program is a 30-credit, fully online program that will prepare professionals in a variety of fields to design, develop, and integrate technology to enhance learning and performance. The program supports individuals working in Pre K-12 education, higher education, and corporate/non-profit settings. Students in this program will learn how to: create effective, engaging, and accessible technology-based instruction; assess learning outcomes; develop innovative solutions for learning and performance problems; and manage instructional design and technology projects.",https://www.kutztown.edu/academics/colleges-and-departments/education/department-of-secondary-education/med-in-instructional-technology.html,,Master's,Master of Education in Instructional Technology,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"The Instructional Technology Specialist Certification Program is designed to prepare students to be leaders in the field of instructional technology. This program addresses the state and national standards for instructional technology specialists and prepares certified teachers to provide leadership and coordination for improving teaching and learning in P-12 schools through the effective use of technology. The program provides a broad background of knowledge, skills and tools that are essential to integrating educational technology resources into the P-12 environment.",https://www.kutztown.edu/academics/colleges-and-departments/education/departments/secondary-education/instructional-technology-specialist-certification.html,,Certification,Instructional Technology Specialist (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
"['School Library Concentration', 'Public/Academic/Special Library Concentration']","The Master of Library Science (MLS) program prepares graduates for professional positions in school, public, academic, and special libraries. The program is offered entirely online. Our graduates lead in the field and are shaping the library of the 21st century. The Master of Library Science (MLS) program at Kutztown University is a 36-credit online program for individuals who wish to work in professional positions in school, public, academic, and special libraries. Concentrations are available for students who wish to specialize their studies. Courses are offered online both synchronously and asynchronously.",https://www.kutztown.edu/academics/colleges-and-departments/liberal-arts-and-sciences/departments/library-and-learning-technologies/graduate-programs/library-science.html,"The Master of Library Science program at Kutztown University is accredited by the American Library Association Committee on Accreditation, with the status of Continued accreditation. The next comprehensive review visit is scheduled for Fall 2028.",,Master of Library Science (MLS),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
"Initial Certification in Library Science, Extension of Certification in Library Science","This is an online program that allows students to choose one of two options: A) Initial Certification in Library Science for students who hold a teaching certificate in another content area and wish to pursue a career as a school librarian. B) Extension of Certification in Library Science for students who hold an initial certification in another content area and an Instructional Technology Specialist certificate and wish to pursue a career as a school librarian. Both options require a 36-credit program of study. In addition to coursework, candidates seeking initial or extension of certification must meet all PDE requirements including passing the Library Science Praxis exam. Candidates in both options can choose to add the KU online endorsement in Online Teaching for an additional 6 credits.",https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/elementary-middle-level-library-and-technologies-education/library-science-programs.html,The MS in Library Science program is accredited by the American Library Association (ALA). The College of Education holds accreditation from the Council for the Accreditation of Educator Preparation (CAEP).,Master,Master of Library Science (MLS) plus Initial Certification or Extension of Certification,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/elementary-middle-level-library-and-technologies-education/library-science-programs.html
,"The 30-credit Master of Education in Multicultural Education program at Kutztown University is designed to prepare educators and other professionals to be leaders and advocates for social justice in a variety of school and community settings. Students in this program will learn to:
Examine historical and sociopolitical relationships between marginalized groups and dominant societal institutions, such as education, government, etc.
Critically analyze their own identity development and cultural positionalities
Acquire knowledge of diverse cultural groups
Develop a critical consciousness through which they may develop and apply an equity pedagogy and become advocates for social justice for diverse groups in their schools and communities.
This program does not provide teacher certification.",https://www.kutztown.edu/academics/colleges-and-departments/education/department-of-secondary-education/med-in-multicultural-education.html,,Master of Education,Master of Education in Multicultural Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,The PreK-12 Principal Certification at Kutztown University prepares candidates to become transformational leaders in 21st-century schools. Our program leads to Pennsylvania Level I Certification as a PreK-12 Principal. The program is designed to meet the academic requirements for the principal certification as set by the Pennsylvania Department of Education (PDE). It follows a cohort model that allows you to work with a dedicated group of students and instructors throughout your program. You'll work with an experienced advisor to plan a program that fits your academic and career goals. KU's PreK-12 Principal Certification is recognized by PDE as a graduate-level program offered by a college of education that has National Council for the Accreditation of Teacher Education (NCATE)/Council for the Accreditation of Educator Preparation (CAEP) and Middle States Commission on Higher Education (MSCHE) accreditation.,https://www.kutztown.edu/academics/colleges-and-departments/education/department-of-secondary-education/prek-12-principal-certification.html,KU's PreK-12 Principal Certification is recognized by PDE as a graduate-level program offered by a college of education that has National Council for the Accreditation of Teacher Education (NCATE)/Council for the Accreditation of Educator Preparation (CAEP) and Middle States Commission on Higher Education (MSCHE) accreditation.,Certification,PreK-12 Principal (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"The Master of Education in Reading is a 33-credit program designed to prepare certified teachers to work as reading specialists, literacy coaches, and/or supervisors of reading. The program prepares graduates to work with K-12 students who have difficulties with reading and writing and to work with other teachers to improve reading and writing instruction. It has a strong clinical component that provides graduate students with opportunities for practical application of assessment and instructional strategies. The program's content is aligned with the standards of the International Literacy Association, the International Dyslexia Association and the PA Department of Education. Our program is nationally recognized by the International Literacy Association.",https://www.kutztown.edu/academics/colleges-and-departments/education/secondary-education/med-in-reading-specialist.html,Our program is nationally recognized by the International Literacy Association.,Master's,Master of Education in Reading Specialist,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"The Reading Specialist Certification program at Kutztown University is a 24-credit program designed for candidates who have a master's degree and a valid PA teaching certificate. This program leads to an additional certification for educators to support literacy instruction in a variety of school settings. After passing the required Praxis Exam, candidates in this program who have at least two years of successful teaching experience are eligible for certification. Upon completion of the program, students will be able to: Demonstrate knowledge of the foundations of reading and writing processes and instruction. Demonstrate the ability to use a wide range of instructional practices, approaches and methods, including technology, for learners at all levels. Demonstrate the ability to use a variety of assessment tools and practices to plan and evaluate effective reading and writing instruction. Demonstrate the ability to create a literate environment that fosters reading and writing by integrating foundational knowledge, instructional practices, and assessments. Demonstrate the ability to view professional learning and leadership as a career-long effort and responsibility.",https://www.kutztown.edu/academics/colleges-and-departments/education/departments/secondary-education/graduate-programs/reading-specialist-certification.html,Our program is also accredited by the International Dyslexia Association (IDA).,Certification,Reading Specialist (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
"['Biology', 'Chemistry', 'Communication/English', 'Curriculum and Instruction', 'English', 'Earth and Space Science', 'History', 'Mathematics', 'Physics', 'Social Studies', 'Spanish']","The Master of Education in Secondary Education degree at Kutztown University prepares already-certified teachers to become leaders in their schools and in the profession. The goal of the program is to develop teacher-leaders by expanding and deepening their content knowledge, their pedagogical skills, and their understanding of the social context of schooling. In consultation with a graduate advisor, candidates pursue one of several concentrations. They develop advanced skills in their specialty area and gain valuable experience designing and implementing a classroom-based research project.",https://www.kutztown.edu/academics/colleges-and-departments/education/secondary-education/med-in-secondary-education.html,The program is accredited by the Council for the Accreditation of Educator Preparation (CAEP) and the Middle States Commission on Higher Education.,Master,Master of Education in Secondary Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
"['Art Education (PK-12)', 'Biology (7-12)', 'Chemistry (7-12)', 'Communication Studies (7-12) - currently suspended', 'Earth and Space Science (7-12)', 'English (7-12)', 'General Science (7-12)', 'Mathematics (7-12)', 'Modern Language (French or Spanish, PK-12)', 'Physics (7-12)', 'Social Studies (7-12)']","The Master of Education in Secondary Education program is a 30-credit program designed to prepare candidates to meet Pennsylvania Department of Education requirements for Level II certification in Secondary Education. In addition to meeting the academic requirements, candidates for Level II Certification must have three years of successful teaching on a Level I certificate in their certification area and have completed a PDE-approved induction program.",https://www.kutztown.edu/academics/colleges-and-departments/education/department-of-secondary-education/med-secondary-education.html,Kutztown University's teacher education programs are accredited by the Council for the Accreditation of Educator Preparation (CAEP) and are also approved by the Pennsylvania Department of Education (PDE).,Master's,Secondary Education (M.Ed. plus Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"Kutztown University's Special Education Certification Program provides graduate students with the knowledge, skills, and values to effectively meet the complex challenges of teaching exceptional learners. Upon successful completion of the certification program and all Pennsylvania Department of Education (PDE) requirements, graduates are eligible for Pennsylvania's Special Education PK-12 certification. This program focuses on evidence-based instructional practices for teaching children and youth with disabilities. Candidates have the opportunity to work collaboratively with professionals in the fields of Special Education and Elementary Education. Candidate performance is evaluated through field-based experiences, instructional design and delivery, and research and theory application. Candidates are also evaluated through the development of a professional portfolio.",https://www.kutztown.edu/academics/colleges-and-departments/education/department-of-special-education/graduate-programs/special-education-certification.html,"All certification programs at Kutztown University are accredited by the Pennsylvania Department of Education (PDE). In addition, the Special Education program is accredited by the Council for the Accreditation of Educator Preparation (CAEP).",Certification,Special Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"Kutztown University's Doctor of Education in Transformational Teaching and Learning is an innovative and flexible program designed to meet the needs of working professionals. Through our cohort model, you will have the opportunity to collaborate and build relationships with a professional learning community as you complete this 60 credit post-master's program. In the Ed.D. in Transformational Teaching and Learning, you will examine the complexities of teaching and learning in an ever-changing world. This advanced degree is designed for those who wish to transform their professional practice and become leaders in the field of education. Upon completion of this program, you will have developed the skills and knowledge to address critical issues within PK-12, higher education, and related educational organizations. The program focuses on four key domains: Leadership, Curriculum & Pedagogy, Professional & Community Development, and Diversity & Social Justice. These domains are integrated throughout the program coursework and culminating dissertation.",https://www.kutztown.edu/academics/colleges-and-departments/college-of-education/department-of-secondary-education/doctor-of-education-in-transformational-teaching-and-learning.html,,Doctoral,Doctor of Education in Transformational Teaching and Learning (EdD),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,"The Visual Impairment Certification Program at Kutztown University is the only program of its kind in the state of Pennsylvania. This certification program is available to individuals who hold a bachelor's degree. Students who wish to apply to the certification program must already hold a Level I or Level II teaching certificate in another area of education (e.g., special education, elementary education, secondary education, reading specialist, etc.). Graduates of the program are eligible for the Pennsylvania Department of Education certification as a Teacher of the Visually Impaired (TVI). The program's coursework may be taken entirely online or through a combination of online and on-campus courses. Students in the program take courses such as Introduction to Visual Impairment, Braille I, Braille II, Anatomy & Physiology of the Eye, Methods for Students with Visual Impairments, and Assistive Technology. In addition, students complete field experiences including a practicum with an itinerant TVI and student teaching with a TVI in a center-based school. The coursework is also available as a track in the M.Ed. in Special Education.",https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/special-education/programs/visual-impairment-certification-preparation-program.html,,Certification,Visual Impairment (Certification),https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/special-education/programs/visual-impairment-certification-preparation-program.html
,"The School Social Work certificate is a 12-credit post-master's program that will prepare you to be an effective social work practitioner in a school setting and provides eligibility to apply to be a certified school social worker in Pennsylvania. Kutztown University's Master of Social Work program is accredited by the Council on Social Work Education (CSWE), and this certificate is built on that foundation. This program consists of 12 credits taken over 12 months with both online and in-person components. Your fieldwork experience in a school setting provides direct practice experience with diverse populations, and coursework will cover evidence-based practices that focus on the issues and difficulties that impact school-aged children and adolescents. The School Social Work certificate prepares students to deal with issues of violence, trauma, substance abuse, and to gain competence in working with individuals, groups, families and communities.",https://www.kutztown.edu/academics/colleges-and-departments/liberal-arts-and-sciences/departments/social-work/graduate-programs/school-social-work-certificate.html,,Graduate Certificate,Graduate Certificate in School Social Work,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Behavioral Health,"The Master of Social Work (MSW) program at Kutztown University is a professional degree that provides students with the advanced knowledge and skills necessary to address a variety of human problems. The program emphasizes the promotion of social and economic justice, multiculturalism, and empowerment of oppressed and vulnerable populations. KU's MSW is built upon a strong clinical foundation with special attention given to evidence-based practice and a behavioral health concentration. Students develop the abilities to implement clinical interventions as well as engage in advocacy and policy practice to meet the needs of diverse clientele in our ever-changing society.",https://www.kutztown.edu/academics/colleges-and-departments/liberal-arts-and-sciences/departments/social-work/graduate-program-msw.html,The Master of Social Work program at Kutztown University is accredited by the Council on Social Work Education's Commission on Accreditation.,Master's,Master of Social Work (MSW),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
