Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"To be considered for admission to the Master of Science in Kinesiology, the applicant must:
1. Hold a bachelor’s degree in Kinesiology or an allied field (e.g., biology, psychology, physiology, etc.) from an accredited institution. Students with undergraduate degrees outside of Kinesiology may be required to complete undergraduate prerequisite courses prior to advancement to candidacy in the program.
2. Have a GPA of 3.0 or higher in the last 60 semester units (90 quarter units) of coursework. Applicants with a GPA between 2.75-2.99 may be considered for admission based on the number of applicants and the applicant’s statement of purpose, resume, and letters of recommendation.
3. Complete the following prerequisite courses with a grade of “C” or better:
    A. KIN 300 - Biomechanics of Human Movement (3 units)
    Prerequisite: For Kinesiology majors: BIOL 208 or equivalent. For non-Kinesiology majors: consent of instructor.
    B. KIN 301 - Exercise Physiology (3 units)
    Prerequisite: For Kinesiology majors: BIOL 208 or equivalent. For non-Kinesiology majors: consent of instructor.
    C. KIN 312 - Motor Control and Learning (3 units)
    Prerequisite: For Kinesiology majors: BIOL 208 and STAT 108 or equivalent. For non-Kinesiology majors: consent of instructor.
    D. KIN 332 - Sociocultural Dimensions of Sport/Human Movement (3 units)
    Prerequisite(s)/Corequisite(s): A GE Foundation course.
    E. KIN 363 - Developmental Motor Control and Learning (3 units)
    F. KIN 370 - Movement and the Mind-Body Connection (3 units)
4. Applicants without a bachelor’s degree in Kinesiology must complete prerequisite courses determined by the graduate advisor prior to admission to the program.
5. Submit the following materials directly to the Kinesiology Graduate Coordinator through the university’s online Cal State Apply application portal:
    A. A written statement of purpose;
    B. A current resume/curriculum vitae;
    C. Three letters of recommendation from individuals who can speak to the applicant’s academic and/or professional potential.",Not Required,True,False,False,False,False,False,,,program,Master of Science in Kinesiology with option in Sport and Exercise Psychology,https://www.csulb.edu/academic-senate/master-of-science-sport-exercise-and-performance-psychology,
,,,,,,,,,,,,error,Master of Science in Gerontology,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"To be considered for admission, applicants must meet the following requirements:
- Completion of a bachelor's degree from a regionally-accredited institution with a minimum GPA of 3.0 in the last 60 semester units (or 90 quarter units). Students with a GPA between 2.50 and 2.99 may be admitted conditionally.
- Completion of a Didactic Program in Dietetics (DPD) with a Verification Statement.
- International students must meet university requirements for English proficiency.

All prospective students must apply to the University through Cal State Apply. After university application has been completed, submit the following documents to the Program Director through the Program Application on the department website:
- Statement of Purpose
- Two Letters of Recommendation
- DPD Verification Statement (or Declaration of Intent)
- Transcripts from all colleges/universities attended
- Resume",Not Required,True,False,True,False,False,False,,,program,Master of Science in Nutritional Science,https://www.csulb.edu/college-of-health-human-services/family-and-consumer-sciences/ms-program-nutritional-science,
Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are:
1. A bachelor’s degree from an accredited institution with a major in health science (or equivalent) or a bachelor’s degree in another field.
2. A minimum of 3.0 GPA in the last 60 semester units (or 90 quarter units) of coursework.
3. Completion of HSC 403 or equivalent with a “B” or better within the last 5 years.
4. Completion of an introductory statistics course with a “B” or better.
5. At least one year of health-related work experience.
6. Two letters of recommendation from professional or academic sources.
7. A statement of purpose (500-750 words).
8. A resume.",Not Required,True,False,False,True,False,False,,,program,Master of Public Health,https://www.csulb.edu/graduate-studies,
,,,,,,,,,,,,error,Master of Public Administration with option in Public Works Administration,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"To be considered for admission to the MPA program, an applicant must submit a complete application through Cal State Apply and meet the following requirements: A bachelor’s degree from an accredited college or university. A minimum of 1 year of full-time professional work experience, or the equivalent. A grade point average (GPA) of at least 3.0 in the last 60 semester (90 quarter) units of college coursework; students with a GPA between 2.75 and 3.0 may be admitted conditionally. Applicants must also submit three letters of recommendation, a three-to-five page typed, double-spaced 'Statement of Purpose', and a current resume. A score of at least 4.0 on the analytical writing section of the GRE or GMAT is listed as a requirement, though it may be waived under certain conditions.",Not Required,True,False,,False,False,False,,,program,Master of Public Administration with option in Urban Affairs,https://www.csulb.edu/sites/default/files/document/mpa_student_handbook.pdf,
,,,,,,,,,,,,error,Master of Science in Recreation Administration,https://www.csulb.edu/college-of-health-human-services/recreation-and-leisure-studies/masters-degree-recreation,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"The following is a list of the minimum requirements for admission to the MSW Program at CSULB:
- A baccalaureate degree from an accredited college or university.
- A grade point average (GPA) of at least 3.0 on a 4.0 scale in the last 60 semester (90 quarter) units of coursework. Applicants with a GPA between 2.5 and 2.99 in the last 60 semester (90 quarter) units may be considered for admission on an exceptional basis if their application is strong in all other areas.
- Successful completion of an introductory statistics course with a grade of 'C' or better. The statistics course must have been completed within 7 years of application to the MSW program.
- A minimum of 1,000 hours of paid and/or volunteer experience in human services at the time of application.
- A liberal arts foundation, demonstrated by completion of a baccalaureate degree from an accredited institution with a liberal arts focus OR completion of coursework from a variety of areas, such as humanities, fine arts, natural sciences, and social sciences.
- Evidence of personal qualifications, motivation, and experience that indicate the likelihood of success as a graduate student and a professional social worker. Such evidence is drawn from the applicant's autobiographical statement, letters of recommendation, and paid and/or volunteer experience in human services.

Required Supplemental Materials:
The following documents must be uploaded to your Cal State Apply application in the Program Materials section:
1. Autobiographical Statement
2. Three (3) Letters of Recommendation
3. Résumé
4. Unofficial Transcripts
5. Copy of course description and syllabus for prerequisite statistics course",Not Required,True,False,True,False,False,False,,,program,Master of Social Work,https://www.csulb.edu/graduate-studies,
Required,Required,An applicant must have a minimum 3.0 grade point average (GPA) in the last 60 semester units of their B.A. degree. Prerequisite courses (or their equivalents) must be completed with a grade of 'C' or better prior to the start of the M.A. program. We recommend that applicants have no more than 2 prerequisite courses in-progress during the spring semester of application. Admission to the M.A. program is a two-part process. Applicants must apply to both the University (through Cal State Apply) and the Program (through CSDCAS). The GRE is not required for admission to the M.A. program.,Not Required,True,False,True,False,False,False,,,program,Master of Arts in Speech-Language Pathology,https://www.csulb.edu/college-of-health-human-services/speech-language-pathology,
Not Required,Required,"To be considered for admission to the M.A. program in Anthropology, applicants must meet the following minimum requirements:

A bachelor’s degree from an accredited institution with a major in anthropology or a related field.
A GPA of at least 3.0 in the last 60 semester (90 quarter) units of coursework.
At least 15 units of upper-division anthropology courses with a GPA of 3.2 or better. These should include courses in at least three of the subfields of anthropology (cultural anthropology, biological anthropology, archaeology, and linguistic anthropology) as well as a course in anthropological theory.
For students who do not meet these requirements, conditional admission may be possible. Conditionally-admitted students will be required to take a specified number of upper-division anthropology courses and receive a grade of B or better in each.",Required,True,False,True,False,False,False,,,program,Master of Arts in Anthropology with option in General Anthropology,https://www.csulb.edu/graduate-studies,
Not Required,Required,"To be considered for admission to the M.A. program in Anthropology, applicants must:
1. Have a bachelor’s degree in Anthropology or a related field with a GPA of at least 3.0 in the last 60 semester (90 quarter) units of coursework.
2. Demonstrate strong writing and analytical skills.

In addition to the university application submitted via Cal State Apply, all applicants must submit the following materials through Cal State Apply by the deadline:
- Statement of Purpose: In a 750-1,000 word essay, please address the following:
  - Your reasons for pursuing graduate study in applied anthropology.
  - Your specific areas of interest in applied anthropology.
  - The questions and issues you wish to explore in your graduate research.
  - Your career goals and how the M.A. in Applied Anthropology at CSULB will help you achieve them.
  - Your relevant academic, professional, and/or personal experience that has prepared you for graduate school.
- Writing Sample: A sample of your academic or professional writing (10-20 pages) that demonstrates your analytical and writing skills. This can be a term paper, an excerpt from an undergraduate thesis, a published article, or a professional report.
- Three letters of recommendation from individuals who can evaluate your academic and/or professional background and your potential for success in a graduate program.
- Official transcripts from all post-secondary institutions attended.

The GRE is not required for admission to our M.A. program.",Required,True,False,True,False,False,False,,,program,Master of Arts in Anthropology with option in Applied Anthropology,https://www.csulb.edu/graduate-studies,
Not Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are:
1. A bachelor’s degree with a major in Asian Studies or another major approved by the graduate committee.
2. A minimum of 24 units of upper-division coursework in Asian studies or a related field with a GPA of at least 3.0. This coursework must be approved by the graduate advisor.
3. Demonstrated proficiency in an Asian language appropriate to the student’s proposed plan of study. Proficiency is defined as completing the equivalent of the fourth semester of the language at the university level with a grade of B or better. Students who cannot meet this requirement at the time of their admission may be admitted conditionally and will be required to complete this requirement by the time they have completed 12 units of graduate coursework at CSULB. These language courses cannot be counted as part of the student’s graduate program.
4. A minimum GPA of 3.0 in the last 60 semester units (or 90 quarter units) attempted and a minimum of 3.0 GPA in the undergraduate major.
5. Submission of the following materials directly to the AAAS Department Graduate Advisor:
    * Two letters of recommendation from individuals who can attest to the applicant’s academic potential.
    * A statement of purpose that explains the applicant’s interest in the program and their academic and professional goals.
    * A writing sample of at least ten pages that demonstrates the applicant’s writing and analytical skills.",Required,True,False,False,False,False,False,,,program,Master of Arts in Asian Studies with option in General Asian Studies,https://cla.csulb.edu/departments/aaas/graduate-credential/,
Not Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are:
1. A bachelor’s degree from an accredited institution with a major in Asian Studies, Chinese Studies, or Japanese Studies, or a bachelor’s degree in a related field with a minimum of 12 units of upper-division coursework in Asian Studies, Chinese Studies, or Japanese Studies, or their equivalent.
2. A minimum of 16 units or the equivalent (as determined by the graduate advisor) of an Asian language appropriate to the student’s proposed program. For the Option in Chinese Studies, a minimum of two years of college-level modern Chinese (Mandarin) or the equivalent is required.
3. A minimum GPA of 3.0 in the last 60 semester units (90 quarter units) attempted and 3.0 in the major.
4. Three letters of recommendation from persons qualified to assess the applicant’s academic potential.
5. A Statement of Purpose of approximately 500 words describing the applicant’s preparation for the program, academic interests, and professional goals.
6. A writing sample of approximately 10 pages, double-spaced, that demonstrates the applicant’s abilities in writing and research.

Note: In light of the COVID-19 pandemic, the GRE requirement has been suspended for the M.A. in Asian Studies for the 2023-24 admissions cycle. We will NOT be accepting GRE scores.",Required,True,False,False,False,False,False,,,program,Master of Arts in Asian Studies with option in Chinese Studies,https://www.csulb.edu/graduate-studies,
Not Required,Required,"To be considered for admission to the Master of Arts in Asian Studies: Option in Teaching Chinese as a Foreign Language, applicants must meet the general university requirements for admission to graduate study as described in the CSULB Catalog. In addition, they must meet the following program requirements:

1. Submit a formal application for admission to the MAAS-TCFL program through Cal State Apply.
2. A bachelor’s degree from an accredited institution with a major in Chinese or equivalent. Applicants who do not have a bachelor’s degree in Chinese may be admitted conditionally, but they must complete all the prerequisites for the MAAS-TCFL program, to be determined by the TCFL advisor on a case-by-case basis.
3. A minimum GPA of 3.0 in the last 60 semester units (or 90 quarter units) of upper-division course work and a minimum of 3.0 GPA in the major. Applicants with a GPA between 2.7 and 2.99 may be admitted conditionally.
4. Proficiency in both Mandarin Chinese and English. Evidence of proficiency may include: native speaker status, transcripts that demonstrate the completion of a bachelor’s or a master’s degree from a college or university where the language of instruction is Chinese or English; or acceptable standardized test scores. For non-native English speakers: a minimum TOEFL score of 570 (PBT) or 88 (IBT); or a minimum IELTS score of 6.5. For non-native Chinese speakers: a minimum score of Advanced-Low on the ACTFL-OPIc for Mandarin Chinese. Students who do not meet this requirement may be admitted conditionally.
5. Submission of a satisfactory writing sample in English on any subject related to China (not to exceed five pages).
6. Submission of a Statement of Purpose.
7. Submission of three letters of recommendation.
8. Submission of transcripts from all colleges and universities attended.",Required,True,False,,False,False,False,,,program,Master of Arts in Asian Studies - Teaching Chinese as a Foreign Language,https://cla.csulb.edu/departments/aaas/graduate-credential/,
Not Required,Required,"To be considered for admission to the M.A. program in Communication Studies, applicants must submit the following materials: An online application submitted through Cal State Apply. Official transcripts from all undergraduate and graduate institutions attended. A statement of purpose (approximately 500-750 words) that addresses the applicant's reasons for pursuing graduate study, academic background and preparation for the M.A. program, and future career goals. Three letters of recommendation from individuals who can speak to the applicant's academic and/or professional potential. A scholarly writing sample of 10-20 pages that demonstrates the applicant's research and writing abilities. A minimum undergraduate GPA of 3.0. Evidence of a baccalaureate degree in Communication Studies or a related field from an accredited institution. Applicants without a degree in Communication Studies may be required to complete up to 12 units of prerequisite coursework.",Required,True,False,False,False,False,False,,,program,Master of Arts in Communication Studies,https://www.eiu.edu/commstudiesgrad/,
Not Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are:

1. A bachelor’s degree with a major in economics from an accredited institution with a GPA of at least 3.0 in upper-division economics courses and 2.75 in all undergraduate courses.
2. Students with a bachelor’s degree in a field other than economics may be admitted to the program provided they have completed a set of prerequisite courses in economic theory and quantitative methods with a GPA of 3.0 or better and have an overall undergraduate GPA of 2.75 or better. The prerequisite courses are ECON 310, ECON 311, ECON 380, and one of the following: ECON 481, ECON 485, MATH 123.
3. The Graduate Record Examination (GRE) is not required for admission.
4. Three letters of recommendation.
5. A statement of purpose.",Not Required,True,False,True,False,False,False,,,program,Master of Arts in Economics,https://www.csulb.edu/graduate-studies,
Not Required,Required,"An undergraduate degree with a major in English literature from an accredited institution. Applicants with majors in other fields may be considered for admission with the provision that they complete a prescribed series of undergraduate courses in English before beginning graduate coursework.
A grade point average of at least 3.25 in all undergraduate English courses and a grade point average of at least 3.0 in the last 60 semester (90 quarter) units attempted.
You must submit the following materials via Cal State Apply by the deadline:
1. Statement of Purpose: Approximately 500 words, explaining your reasons for pursuing graduate study in English, your special interests in the field, and any aspects of your experience you consider relevant to your application. This statement is one of the most important parts of your application file; please be as specific as possible.
2. Writing Sample: An academic essay of 8-15 pages on a literary topic. We prefer that you submit a paper written for an upper-division undergraduate course; it may be revised.
3. Two Letters of Recommendation: Letters should be from former professors who know your work well. If you have been out of school for some time, you may substitute letters from employers or others who can speak to your academic potential. Letters are submitted online via Cal State Apply; you will be prompted to enter the names and email addresses of your recommenders.
4. Unofficial Transcripts from all colleges and universities attended.",Required,True,False,False,False,False,False,,,program,Master of Arts in English,https://www.csulb.edu/graduate-studies,
,,,,,,,,,,,,error,Master of Fine Arts in English - Creative Writing,https://cla.csulb.edu/departments/english/mfa/wp-content/uploads/2021/09/MFA-Handbook-Rev-2021-1.pdf,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Arts in French & Francophone Studies,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"To be considered for admission to the Master of Science in Geographic Information Science (MSGISci) degree program, an applicant must satisfy the following minimum requirements:

1. A bachelor’s degree with a major in Geography or a related field from an accredited institution.
2. A minimum of 12 units of upper-division courses in Geography or a related field, with a GPA of at least 3.0 in those courses.
3. A minimum cumulative undergraduate GPA of 2.7.
4. GRE Exam scores are NOT required.

In addition to the online university application, applicants must also submit the following materials:

1. Statement of Purpose (500-1000 words) that describes how the applicant’s background and educational/professional goals would be served by pursuing the MSGISci degree.
2. Three letters of recommendation from individuals who can evaluate the applicant’s academic and professional abilities and potential (submitted directly by the recommenders).
3. A professional resume or curriculum vitae (CV).
4. Official transcripts from all post-secondary institutions attended.",Not Required,True,False,,True,False,False,,,program,Master of Science in Geographic Information Science,https://www.youtube.com/watch?v=r4DOUQ6COYA,
Not Required,Required,"The Department of Geography requires prospective students to submit three letters of recommendation from individuals familiar with your academic background and potential for graduate study (at least two should be from faculty). You must also include a statement of purpose in your application. The GRE (Graduate Record Examinations) is not required for application to the M.A. in Geography program. International Students must have a TOEFL (Test of English as a Foreign Language) score of 550 or higher (paper-based), 213 or higher (computer-based), or 80 or higher (internet-based).",Not Required,True,False,False,False,False,False,,,program,Master of Arts in Geography,https://cla.csulb.edu/departments/geography/wp-content/uploads/2019/10/INVITATION-TO-GRADUATE-STUDY-GEOGRAPHY-CSULB-web.pdf,
Not Required,Required,"In addition to the university application submitted online at Cal State Apply, all applicants must submit the following materials directly to the German Graduate Advisor, Department of RGRLL, California State University, Long Beach, 1250 Bellflower Blvd., Long Beach, CA 90840-2406:
1. Three letters of recommendation, preferably from former instructors who are able to comment on your academic qualifications for graduate work in German literature and/or linguistics. (Please ask your recommenders to send their letters directly to the German Graduate Advisor.)
2. A one-page statement of purpose, in English, outlining your reasons for pursuing graduate studies in German, your preparation for such study, your academic interests, and your professional goals.
3. A writing sample in German. This should be a paper that you have written for an upper-division course, preferably on a literary topic. It should be at least five pages in length.
4. A list of all upper-division German courses you have taken, the institution where you have taken them, and the grades you received.
5. A list of all German literary works you have read (in German).
6. A copy of your transcripts (unofficial is acceptable).",Required,True,False,False,False,False,False,,,program,Master of Arts in German,https://cla.csulb.edu/departments/rgrll/wp-content/uploads/2012/06/German-MA-Application-RGRLL-Website.pdf,
Not Required,Required,"An applicant must have a bachelor’s degree with a major in history from an accredited institution, or a bachelor’s degree in another discipline with at least 24 units of upper-division history courses, or their equivalent, approved by the graduate advisor. A student must have a grade point average of at least 3.25 in all undergraduate work and 3.5 in all undergraduate history courses. Applicants who do not meet the grade point average requirements may be admitted on a case-by-case basis. Such students will be admitted as Conditionally Classified. All students must demonstrate a reading knowledge of at least one foreign language appropriate to their proposed field of study. Students will satisfy the requirement by passing a written examination administered by the appropriate language department. In addition to the university application and fee, applicants must submit the following materials directly to the History Department Graduate Advisor: 1. A writing sample (a paper of 10-25 pages in length, with footnotes and bibliography, from an upper-division history course). 2. A statement of purpose (1-2 pages in length) explaining the applicant’s reasons for pursuing graduate study in history, scholarly interests, and career goals. 3. Two letters of recommendation from faculty who can speak to the applicant’s academic potential. 4. Unofficial transcripts from all colleges and universities attended.",Required,True,False,True,False,False,False,,,program,Master of Arts in History,https://www.csulb.edu/graduate-studies,
,,,,,,,,,,,,error,Master of Arts in International Affairs,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"An applicant must have a bachelor's degree with a major in Italian or its equivalent from an accredited college or university. The student must have a minimum GPA of 3.0 in all upper-division course work and in the major.

In addition to the university application, applicants must submit the following materials directly to the Graduate Advisor:

1. A two-page Statement of Purpose in Italian, describing the reasons for wishing to pursue an M.A. degree in Italian Studies, future career goals, and particular fields of interest.
2. One letter of recommendation from an instructor with whom the applicant has studied Italian at the upper-division level. Additional letters are welcome but not required.
3. A sample of the applicant's written work in Italian (a course paper of 5-10 pages is recommended).",Required,True,False,False,False,False,False,,,program,Master of Arts in Italian Studies,https://www.csulb.edu/george-l-graziadio-center-for-italian-studies/programs,
,,,,,,,,,,,,error,Master of Arts in Linguistics with option in Language & Culture,https://www.csulb.edu/college-of-liberal-arts/linguistics-department/ma-linguistics,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Arts in Linguistics with option in General Linguistics,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Arts in Linguistics with option in Special Concentration,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Arts in Linguistics with option in Teaching English to Speakers of Other Languages,https://www.csulb.edu/graduate-studies,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"To be considered for admission to the M.A. program in philosophy, an applicant must satisfy the general requirements for admission to graduate study at CSULB. For information regarding these requirements, see the CSULB Graduate Admissions webpage.

In addition, the following are required for admission to the Department of Philosophy:
1. A bachelor’s degree with a major in philosophy from a college or university accredited by a regional accrediting association. Applicants without a major in philosophy may be considered for admission, provided they have satisfactorily completed a substantial number of upper-division philosophy courses (typically, a minimum of 24 units), including at least one course in logic and at least one in the history of philosophy. At the discretion of the graduate advisor, a limited number of required courses may be taken after admission to the program.
2. A grade point average of at least 3.25 in all undergraduate philosophy courses, and a grade point average of at least 3.0 in all undergraduate work.
3. Two letters of recommendation from persons in a position to judge the applicant’s potential for success in a graduate philosophy program.
4. A sample of the applicant’s philosophical writing (approximately 10 pages in length).
5. A statement of purpose (approximately 500 words in length) describing the applicant’s philosophical interests and reasons for wanting to pursue the M.A. degree in philosophy at CSULB.",Required,True,False,,False,False,False,,,program,Master of Arts in Philosophy,https://www.csulb.edu/graduate-studies,
