QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
801-1000,School of Engineering & Computer Science,3.0,4.0,3.0,,"Fall, Spring, Summer",,,,,2246,Varying amounts,33% to 100%,"Fellowship, Merit-based scholarships",12 credit hours,26952,Certificate in Computer Systems Engineering,https://graduate.baylor.edu/programs
801-1000,School of Music,,4.0,3.0,,Fall,,December 1,,,2348,,Partial to full tuition waiver,"Graduate Assistantships, Scholarships",2 years,"$42,264/Year (based on 9 credits/semester at $2,348/credit)",Master of Music in Conducting,https://graduate.baylor.edu/programs
,School of Education,3.0,4.0,3.0,,"Fall, Spring, Summer",,,"$20,088 per semester",,2217,,,"Dean's Scholarship, Baylor Graduate Scholarship, Assistantships",,,Master of Arts in Curriculum and Instruction (Education),https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/school-education/curriculum-instruction/curriculum-instruction-ma/
,School of Education,,4.0,2.75,,"Fall, Spring, Summer",,,,,2307,,,"Merit-based, Need-based, Assistantships, Fellowships",1.5 to 2 years,,Master of Science in Education in Curriculum and Instruction (Education),https://www.kcentv.com/article/news/local/baylor-rename-school-of-education-30-million-gift/500-b561c7d4-52ca-497e-922b-57dcb9c42c60
,School of Education,2.0,4.0,,,Fall,,December 1,"$39,330/Year","$22,000 per year",2185,"$22,000 per year",100%,Graduate Assistantship,4 years,"$39,330/Year",PhD in Curriculum and Teaching,https://ci.soe.baylor.edu/graduate-programs/phd-curriculum-and-teaching
,College of Arts & Sciences,,4.0,3.0,,Fall,Fall 2025,"January 15, 2026","$42,210/Year",23000,2345,"All students accepted into the program receive a full tuition waiver, a generous yearly stipend ($23,000), and a research/travel budget.",100%,Graduate Assistantship with full tuition waiver and stipend,3 years,"$42,210/Year",Master of Fine Arts in Directing (Theatre Arts),https://theatre.artsandsciences.baylor.edu/
,George W. Truett Theological Seminary and School of Education,,4.0,,,Fall,,,"$8,100/Semester",,900,,60% to 100% tuition coverage,"Merit-based, Ministerial Student Scholarship",3 years,,Master of Divinity with Master of Science in Education Joint Degree,"https://www.google.com/search?q=time+in+McLennan+County,+US"
,George W. Truett Theological Seminary,,4.0,3.0,,Fall,,,"$24,264/Year",,1011,,,,4 years,"$24,264/Year",Master of Divinity with Master of Arts Joint Degree,https://graduate.baylor.edu/programs
,Hankamer School of Business,2.0,,,,Fall,,,77253,,2341,,up to 100%,Merit-based,Three semesters,,Master of Science in Economics,https://graduate.baylor.edu/programs
,School of Education,,4.0,3.0,,"Fall, Spring, Summer",,,8850,,1475,"up to $10,000",,Merit-based,36 months,"$79,650",Doctor of Education in Learning & Organizational Change (Online),https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/school-education/curriculum-instruction/curriculum-instruction-edd/
,School of Education,,,,,Summer,,,25632,,1424,,,,3 years,"$25,632/Year",Doctor of Education in Educational Leadership K-12,https://graduate.baylor.edu/programs
,School of Education,,4.0,2.75,,Fall,,,39870,,2215,,33%,"Merit-based scholarships, Graduate Assistantships",2 years,"$39,870/Year",Master of Science in Education in Educational Psychology,https://graduate.baylor.edu/programs
,School of Education,0.0,4.0,,,"Fall, Spring",,,,,2345,"stipend of $10,000",75% tuition remission,"Merit-based, Graduate Assistantship",2 years,"$42,210/Year",Master of Science in Education in Educational Psychology with a Concentration in Gifted & Talented Education,https://graduate.baylor.edu/programs
,School of Education,,4.0,3.0,,Fall,,December 1,"$19,404/Semester or $38,808/Year",,"$2,156 per credit hour",,100%,"Assistantships, Tuition Remission, Stipends",4 years,"$19,404/Semester or $38,808/Year",PhD in Educational Psychology,https://graduate.baylor.edu/programs
801-1000,School of Education,,4.0,,,Fall,,January 15,,"All admitted students receive a package including a $20,000 per academic year stipend.",2348,"Full tuition remission plus a $20,000 stipend per academic year.",100%,"Full-tuition remission, Stipend, Health insurance subsidy",4 years,,PhD in Educational Psychology with a Concentration in Gifted & Talented Education,https://graduate.baylor.edu/programs
,School of Engineering & Computer Science,,,,,Fall,,January 15,36648/Year,,2036,"Full tuition waiver, a monthly stipend ($25,000 to $30,000 per year), and health insurance",100% tuition waiver,"Graduate Assistantship, Research Assistantship",4-5 years,36648/Year,PhD in Electrical & Computer Engineering,https://graduate.baylor.edu/programs
,School of Engineering and Computer Science,,4.0,3.0,,"Fall, Spring",,,,,2422,,100% tuition remission for a full assistantship,"Graduate assistantships, Research assistantships, Teaching assistantships",,,Master of Science in Electrical & Computer Engineering,https://www.ecs.baylor.edu/departments/electrical-and-computer-engineering/electrical-computer-engineering-graduate-programs
,School of Engineering & Computer Science,,4.0,3.0,,"Fall, Spring",,,,,2423,1000-3000,50%,"Graduate Assistantships, Graduate School Scholarships",30 credit hours; can be completed in one year,72690,Master of Engineering,https://graduate.baylor.edu/programs
,College of Arts & Sciences,,4.0,3.25,,Fall,"August 1, 2025","December 15, 2025","$18,981/Semester",,2109,,Approximately 75%,"Tuition Remission, Fellowships, Graduate Assistantships",2 years,"$18,981/Semester",Master of Arts in English,https://english.artsandsciences.baylor.edu/graduate
901-950,College of Arts & Sciences,,4.0,,,Fall,"August 1, 2025","December 1, 2025",,"$24,000/year stipend",1806,"$24,000/year stipend",100%,Assistantship with full tuition remission and stipend,5 years,,PhD in English,https://graduate.baylor.edu/programs
,Hankamer School of Business,,4.0,3.0,,Fall,,,37926/Year,69926,2107,"Full tuition waiver and a $32,000/year stipend",100%,Graduate Assistantship,5 years,37926/Year,PhD in Entrepreneurship,https://www.sioe.org/news/baylor-phd-entrepreneurship
,College of Arts & Sciences,,4.0,3.0,,Fall,,,"$18,972/Semester","$21,000 stipend",2108,"A base stipend of $21,000 and full tuition remission",100%,"Assistantships (Teaching and Research), Fellowships",2 years,"$18,972/Semester",Master of Science in Environmental Science,https://graduate.baylor.edu/programs
,College of Arts & Sciences,,4.0,3.0,,Fall,August 2025,"December 1, 2025","$2,166/credit hour",,2166,"Full tuition waiver, a 12-month stipend, and health insurance benefits",100% tuition waiver,Assistantship,5 years,"$2,166/credit hour",PhD in Environmental Science,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/college-arts-sciences/environmental-science/environmental-science-phd/
,College of Arts & Sciences,0.0,4.0,3.0,,"Fall, Spring, Summer",,,"$25,308/Semester",,2109,"$1,000 to $5,000 per academic year",,"Merit-based scholarships, Graduate Assistantships (Teaching and Research), Tuition Remission",30 semester hours,,Master of Environmental Studies,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/college-arts-sciences/environmental-science/master-environmental-studies-mes/
,Hankamer School of Business,,,,,Fall,,,"$99,500 total program cost",,,"$5,000 up to $30,000",,Merit-based,21 months,"$99,500 total program cost",Executive Master of Business Administration (Dallas),https://graduate.baylor.edu/programs
,Hankamer School of Business,,,,,Fall,,,99900,,,,,Merit-based,21 months,99900,Executive Master of Business Administration in Healthcare (Dallas),https://hankamer.baylor.edu/mba/dallas
,Louise Herrington School of Nursing,,4.0,3.0,,"Fall, Spring, Summer",,,,,"$1,200 per credit hour",,,Merit-based,2 years,,Doctor of Nursing Practice in Executive Nurse Leadership,https://graduate.baylor.edu/programs
,Robbins College of Health and Human Sciences,,,,,Fall,August,January 15,,,,"At least $24,000/year stipend",100% (tuition coverage),"Teaching assistantships, University-wide fellowships",4-5 years,,PhD in Exercise and Nutrition Sciences,https://graduate.baylor.edu/programs
,Robbins College of Health and Human Sciences,0.0,4.0,3.0,,Fall,,February 1,,,"$2,277",,15% to 100% of tuition,Merit-based,2 years,,Master of Science in Exercise Physiology,https://graduate.baylor.edu/programs
1001-1200,Louise Herrington School of Nursing,,4.0,3.0,,"Fall, Spring",,,,,"$1,802 per semester hour",,,"Merit-based, Need-based, Dean's Scholarship, Alumni Scholarship, Military/Veteran Scholarship, Ministry Scholarship",9 semesters (3 years),,Doctor of Nursing Practice in Family Nurse Practitioner,https://graduate.baylor.edu/programs
,College of Arts & Sciences,,4.0,3.0,,Fall,,January 15,"$18,981/Semester","Full tuition waiver and an $18,000 stipend",2109,"$18,000 for nine months",100% tuition waiver,Assistantship,Two years (36 hours),"$18,981/Semester",Master of Arts in Film & Digital Media,https://graduate.baylor.edu/programs
,College of Arts & Sciences,,4.0,3.0,,Fall,,,,Full tuition scholarship plus a stipend,,Full tuition scholarship plus a stipend,100%,"Merit-based, Assistantships",2 years,,Master of Fine Arts in Film and Digital Media,https://graduate.baylor.edu/programs
751-800,College of Arts & Sciences,,4.0,3.0,,Fall,,,"$21,105/Semester",,2345,,,Teaching or research assistantships,two years,"$21,105/Semester",Master of Science in Geosciences,https://geosciences.artsandsciences.baylor.edu/people/graduate-students
951-1000,College of Arts & Sciences,2.0,4.0,,,Fall,September 1,January 15,"$12,250 per semester",,"$2,429 per credit hour",,100% tuition remission,"Teaching Assistantships, Research Assistantships",4-5 years,"$12,250 per semester",PhD in Geosciences,https://graduate.baylor.edu/programs
,Robbins College of Health and Human Sciences,,4.0,3.0,,Fall,,January 15,"$32,616/Semester",,2416,,25-60%,Merit-based,21 months,"$32,616/Semester",Master of Health Administration,https://graduate.baylor.edu/programs
,Hankamer School of Business,,4.0,3.0,,Fall,April 1,September 1,0,,0,,,,21 months,0,Master of Health Administration / Master of Business Administration Joint Degree,https://hankamer.baylor.edu/army-baylor/curriculum/ecl-mha-mba
1001-1200,Hankamer School of Business,,4.0,,,Fall,September 2025,"January 15, 2026",,"$32,000/Year Stipend",2279,"$32,000/Year Stipend",100%,Full Funding (Tuition Remission and Stipend),4 years,"$20,511/Semester",PhD in Health Services,https://hankamer.baylor.edu/health-services-phd
901-950,School of Education,,,3.0,,Fall,,,26496,,1472,,,Merit-based scholarships and paid apprenticeships,Two years,52992,Master of Science in Education in Higher Education and Student Affairs,https://edl.soe.baylor.edu/graduate-programs/msed-higher-education-student-affairs-hesa
,School of Education,,,3.5,,Fall,,,"$5,124/Year",,2189,Full tuition remission and a stipend,100,"Tuition Remission, Stipends, Assistantships",,"$39,402/Year",PhD in Higher Education Studies & Leadership,https://graduate.baylor.edu/programs
,College of Arts & Sciences,2.0,4.0,3.0,,Fall,,,"$18,567/Semester","Full tuition + $17,000 stipend",2063,"Full tuition + $17,000 stipend",100% tuition coverage,Assistantship/Fellowship,2 years,"$18,567/Semester",Master of Arts in History,https://history.artsandsciences.baylor.edu/
,College of Arts & Sciences,,4.0,,,Fall,early August 2025,"December 1, 2025","$21,744/Semester",,"$2,416 per credit hour","Annual stipend of $24,000 to $30,000",100%,Merit-based,5 years,All students admitted to the Ph.D. program in History receive a generous funding package that includes a full tuition waiver and an annual stipend for five years.,PhD in History,https://history.artsandsciences.baylor.edu/graduate-programs/phd-program-overview
,Hankamer School of Business,,4.0,3.0,,"Fall, Spring",,,"$51,960/Year",,1732,,,Merit-based,One year,"$51,960/Year",Master of Science in Information Systems,https://graduate.baylor.edu/programs
,Hankamer School of Business,,4.0,3.0,,Fall,Early September,January 15,"$1,472 per semester","$35,000 per year","$2,414","$35,000 per year",100%,"Stipend, Tuition Remission, Assistantships",5 years,Full tuition remission is provided to all admitted students,PhD in Information Systems,https://graduate.baylor.edu/programs
,Graduate School,,4.0,3.0,,"Fall, Spring, Summer",,,"$20,214/Semester",,2246,,,"Assistantships, Scholarships, Fellowships",,"$20,214/Semester",Master of Science in Interdisciplinary Studies,https://graduate.baylor.edu/programs
801-1000,College of Arts & Sciences,2.0,4.0,3.0,,Fall,,,"$42,138/Year",,2341,"$35,000 stipend",Up to 100%,"Fellowships, University Scholarships, Departmental Scholarships, Assistantships",2 years,"$42,138/Year",Master of International Journalism,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/college-arts-sciences/journalism-public-relations-new-media/master-international-journalism-mij/
,College of Arts & Sciences,,4.0,3.2,,Fall,,,"$40,572/Year",,2254,,,"Tuition remission scholarships, Assistantships",2 years,"$40,572/Year",Master of Arts in International Relations (Political Science),https://politicalscience.artsandsciences.baylor.edu/
,College of Arts & Sciences,,4.0,3.0,,Fall,,,2052,,2052,,,"Graduate assistantships, Stipends, Tuition coverage/waivers, Scholarships",12 months,"$2,052 per credit hour","Master of Arts in Journalism, Public Relations and New Media",https://journalism.artsandsciences.baylor.edu/mamj
,School of Education,1.0,4.0,3.0,,"Fall, Spring, Summer",August 1,July 15,33372,,1854,,,"Merit-based, Assistantships, Fellowships",36 credit hours,"$1,854 per credit hour",Master of Science in Learning Design and Technology,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/school-education/curriculum-instruction/curriculum-instruction-ldt/
,School of Education,2.0,4.0,3.0,,"Fall, Spring, Summer",,,,,2109,,,,1 year or less,,Certificate in Learning Design and Technology,https://catalog.baylor.edu/
801-1000,Robbins College of Health and Human Sciences,2.0,4.0,3.0,,Fall,,February 1st,"$18,468/Semester",,1539,,,Merit-based,Two full academic years,"$18,468/Semester",Master of Science in Marriage & Family Therapy,https://graduate.baylor.edu/programs
801-1000,School of Engineering & Computer Science,,4.0,3.0,,Fall,,January 15,20304/Semester,"The majority of Ph.D. students receive tuition remission as well as a competitive stipend. In the 2023-2024 academic year, the stipend amount is $28,000 for 12 months.",2256,"$28,000 per year stipend",100% tuition remission,"Tuition Remission, Stipend",,"$20,304/Semester",PhD in Materials Science & Engineering,https://graduate.baylor.edu/programs
,School of Engineering & Computer Science,,4.0,3.0,,"Fall, Spring","August 1, 2025","January 15, 2026","$41,004/Year",,2278,,1/3 tuition to full tuition,Teaching and research assistantships,,"$41,004/Year",Master of Science in Materials Science and Engineering,https://www.ecs.baylor.edu/students-academics/degree-programs/graduate/me
801-1000,College of Arts & Sciences,2.0,4.0,3.0,,Fall,,January 15,"$24,710/Semester",,2059,"Stipends of at least $22,000 per year; Fellowships with $30,000 per year stipend.",100% tuition remission,"Teaching Assistantships, Research Assistantships, Fellowships",5 years,"$24,710/Semester",PhD in Mathematics,https://math.artsandsciences.baylor.edu/graduate-program
,Hankamer School of Business,2.0,4.0,,,"Fall, Spring, Summer",,,61632,,1284,,,Merit-based,12 months minimum,61632,Master of Business Administration (Online),https://graduate.baylor.edu/programs
,Hankamer School of Business,,4.0,,,Fall,,,"$29,178/Semester",Over 80% of tuition,,Varying amounts up to full tuition,Up to 100%,Merit-based,21 months,"$58,356/Year","Master of Business Administration (Waco, Full-Time)",https://graduate.baylor.edu/programs
,Hankamer School of Business,2.0,4.0,,,"Fall, Spring, Summer",,,57696,,"$1,202 per credit hour",,,Merit-based,"12, 16, or 24 months",57696,Master of Business Administration in Cyber Security (Online),https://graduate.baylor.edu/programs
,Hankamer School of Business,1.0,4.0,3.0,,"Fall, Spring, Summer",,,55632,,1159,,,Merit-based,as little as 12 months,"$1,159 per credit hour",Master of Business Administration in Executive Communication (Online),https://graduate.baylor.edu/programs
801-850,Hankamer School of Business,2.0,4.0,,,"Fall, Spring, Summer",,,58944,,1228,,10% for Baylor alumni,"Merit-based, Alumni, Military",As few as 12 months,58944,Master of Business Administration in Global Trade & Supply Chain Management (Online),https://graduate.baylor.edu/programs
951-1000,Hankamer School of Business,,,,,Fall,,,,exceeds 80% of tuition,1975,,25% to 100%,"Merit-based, Graduate Assistantships",16-22 months,100725,Master of Business Administration in Healthcare Administration,https://graduate.baylor.edu/programs
801-850,Hankamer School of Business,,,,,"Fall, Spring, Summer",,,61872,,1289,"$5,000 to $20,000",,Merit-based,12-16 Months,61872,Master of Business Administration in Marketing (Online),https://graduate.baylor.edu/programs
,School of Engineering & Computer Science,,4.0,3.0,,"Fall, Spring",,,"$25,188/Semester or $50,376/Year",,2389,"$1,000 to $3,000",Up to 100% tuition waiver for assistantships,"Merit-based scholarships, Assistantships",,"$25,188/Semester or $50,376/Year",Master of Science in Mechanical Engineering,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/school-engineering-computer-science/mechanical-engineering/mechanical-engineering-msme/
,School of Engineering & Computer Science,2.0,4.0,3.0,,Fall,,,,,2063,,100%,Graduate assistantships (RA or TA),4-5 years,"$2,063 per credit hour",PhD in Mechanical Engineering,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/school-engineering-computer-science/mechanical-engineering/mechanical-engineering-phd/
,College of Arts & Sciences,,,3.0,,Fall,,,,,2159,,,"Merit-based, Need-based",2 years,,Master of Science in Medical Science,https://graduate.baylor.edu/programs
,College of Arts & Sciences,2.0,4.0,3.0,,Fall,Early August,January 15,"$18,216 per semester",Full-tuition scholarship,2277,Full-tuition scholarship,100%,"Graduate Assistantship, Full-tuition scholarship",two-year,"$18,216 per semester",Master of Arts in Museum Studies,https://graduate.baylor.edu/programs
,School of Music,,4.0,3.0,,Fall,,,21861,"Annual stipend of approximately $12,000",2429,Full tuition waiver,100%,Merit-based Graduate Assistantship,2 years,43722,Master of Music in Music Theory,https://graduate.baylor.edu/programs
,School of Music,,4.0,3.0,,Fall,,,,,2791,,Up to 100%,"Graduate Assistantships, Fellowships",two-year (four-semester),"$25,116 per semester",Master of Music in Musicology,https://music.baylor.edu/musicology
1001-1200,Louise Herrington School of Nursing,1.0,4.0,3.0,,"Fall, Spring","July 15, 2025","November 1, 2025","$11,700/Semester",,"$1,300 per credit hour",,,"Merit-based, Need-based",36 months,"$11,700/Semester",Doctor of Nursing Practice in Neonatal Nurse Practitioner,https://nursing.wayne.edu/dnp-neonatal-nurse-practitioner
,Louise Herrington School of Nursing,,4.0,3.0,,Fall,,"June 1, 2026",97500,,1300,,,"Merit-based, Military/Veteran, Alumni",24 Months (6 Semesters),97500,Doctor of Nursing Practice in Nurse-Midwifery,https://onlinenursing.baylor.edu/programs/dnp-midwifery
,Robbins College of Health and Human Sciences,,4.0,3.0,,Fall,,,19728,,2192,,,"Assistantships, Fellowships, Scholarships",2 years,"$19,728/Semester",Master of Science in Nutrition,https://catalog.baylor.edu/graduate-school/affiliated-programs/nutrition-ms/
,Robbins College of Health and Human Sciences,2.0,4.0,3.0,,Fall,,"February 15, 2026","$42,210/Year",,2345,"$1,000 to several thousand dollars per semester",25% to 100%,"Merit-based, Assistantships, Fellowships",,"$42,210/Year",Master of Science in Nutrition Sciences,https://catalog.baylor.edu/graduate-school/affiliated-programs/nutrition-ms/
,Robbins College of Health and Human Sciences,,4.0,3.25,,Fall,"April 25, 2025","September 15, 2025",0,,0,,,,30 months,There are no tuition or fees for students. Students are active duty officers in the U.S. Army and receive full salary and benefits.,Doctor of Science in Occupational Therapy (Army-Baylor),https://graduate.baylor.edu/programs
,Robbins College of Health and Human Sciences,2.0,4.0,3.0,,Fall,,,"$12,000 per semester",,,,,"Robbins College scholarships, Baylor Graduate School scholarships, external scholarships, and assistantships",28 months,"$12,000 per semester",Doctor of Occupational Therapy,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/robbins-college-health-human-sciences/otd/
,Robbins College of Health and Human Sciences,,,3.0,,Fall,,,9000,,750,,,,12 months,9000,Certificate in Occupational Therapy-Hybrid Teaching,https://graduate.baylor.edu/programs
,School of Education,,4.0,2.75,,"Fall, Spring, Summer",,July 15,22248,,1854,,,"Merit-based, Need-based",12 credit hours,22248,Certificate in Online Teaching and Learning,https://graduate.baylor.edu/programs
,Robbins College of Health and Human Sciences,,4.0,3.0,,Spring,,,0,,0,,100%,Program-specific funding / Stipend,18 months,This is a fully-funded program. Students do not pay tuition and receive a stipend during the didactic portion of the curriculum.,Doctor of Science in Physical Therapy (Orthopaedic Physical Therapy - Brooke Army-Baylor),https://military.robbins.baylor.edu/physical-therapy/orthopaedic-manual-physical-therapy-dscpt
,School of Education,,,,,Fall,,December 1,,,2347,,,"Graduate assistantships, Fellowships",4-5 Years,"$2,347 per credit hour",PhD in P-12 Educational Leadership,https://graduate.baylor.edu/programs
,Louise Herrington School of Nursing,,4.0,3.0,,Fall,,,"$1,727 per semester (Fall & Spring), $864 per semester (Summer)",,1894,"$1,000-$10,000",,"Merit-based, Need-based",11 semesters,,Doctor of Nursing Practice in Pediatric Nurse Practitioner,https://catalog.baylor.edu/graduate-school/curriculum-departments-institutes-instruction/louise-herrington-school-nursing/doctor-nursing-practice-dnp/acpc-pnp-dual-track-bsn-dnp-degree/
,School of Music,,4.0,3.0,,Fall,,December 1,"$25,965/Year",,1731,Competitive stipend,100%,Graduate assistantships,Four semesters,"$25,965/Year",Master of Music in Performance,https://graduate.baylor.edu/programs
1001-1200,College of Arts & Sciences,,4.0,3.5,,Fall,,"January 15, 2026","$18,582/Semester","Full tuition scholarship plus a $26,000 stipend","$2,065","Full tuition scholarship plus a $26,000 stipend",100%,"Full-tuition scholarship, Stipend, Teaching/Research Assistantship",5 years,"$18,582/Semester",PhD in Philosophy,https://philosophy.artsandsciences.baylor.edu/programs/graduate-programs
,Robbins College of Health and Human Sciences,,4.0,3.0,,Spring (January),,,"$19,555/Semester",,,"All admitted students receive a scholarship equivalent to 30% of tuition, with opportunities for merit scholarships up to 50% of tuition.",30% - 50%,Merit-based,2 years (6 semesters),"$19,555/Semester",Doctor of Physical Therapy,https://ptcasdirectory.apta.org/357/Baylor-University
