Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"The following must be submitted to be considered for admission:

Completed online application and $50 application fee (fee waived for WNE alumni, students, and employees; military personnel; and open house attendees).
Official transcripts from all undergraduate and graduate institutions attended. (A minimum GPA of 3.0 is required. Applicants with a GPA below 3.0 may be considered for conditional acceptance.)
A bachelor’s degree from an accredited college or university is required. A master’s degree is preferred.
Two letters of recommendation from individuals who know you in a professional or academic capacity and can attest to your ability to succeed in a graduate program.
A Statement of Purpose highlighting academic and professional goals.
A current résumé or curriculum vitae (CV).
PhD applicants who earned a degree from a non-U.S. institution must take the TOEFL or IELTS exam unless they have earned a degree from a U.S. institution.",Not Required,True,False,False,True,False,False,,,program,Doctor of Philosophy in Industrial Management,https://wne.edu/academics/graduate/index.cfm,
,,,,,,,,,,,,error,Juris Doctor (JD),https://wne.edu/law/index.cfm,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"Applicants must complete an application for admission. The application for the Estate Planning track is administered through the Law School Admission Council (LSAC) at www.lsac.org. The application for the Elder Law track is a downloadable application that may be submitted directly to the School of Law. A $40 nonrefundable application fee must be submitted with your application. Applicants must have official copies of their law school transcripts sent directly to the School of Law. Applicants must submit a personal statement of one to three pages. The personal statement should be a narrative that enables the Admissions Committee to learn more about the applicant and his/her motivation to pursue the LLM. Applicants should submit a current resume that includes their employment history and any other relevant activities, such as publications, and pro bono or community service. Letters of recommendation are not required, but are strongly encouraged.",Not Required,True,False,True,False,False,False,,,program,Master of Laws (LL.M.) in Elder Law and Estate Planning,https://wne.edu/academics/graduate/index.cfm,
,,,,,,,,,,,,error,Graduate Certificate in Artificial Intelligence,https://wne.edu/academics/graduate/index.cfm,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Graduate Certificate in Business Foundations,https://wne.edu/academics/graduate/index.cfm,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Not Required,"For admission to the Graduate Certificate in Data Analytics, applicants must possess a bachelor's degree from an accredited institution. Applicants must submit the following to be considered for admission:

Completed online application
Official transcripts of all undergraduate and graduate coursework
A current résumé
$30 application fee
Please note that GMAT/GRE scores are NOT required for admission to this program.",Not Required,True,False,False,False,False,False,,,program,Graduate Certificate in Data Analytics,https://wne.edu/academics/graduate/index.cfm,
Required,Required,"A completed online application
Official transcripts from all undergraduate and graduate institutions attended
Current résumé
Statement of Purpose
One letter of recommendation
Official GMAT or GRE scores are not required for admission to our graduate certificate programs. Scores may be submitted to strengthen your application.",Not Required,True,True,False,False,False,False,,,program,Graduate Certificate in Finance,https://wne.edu/academics/graduate/index.cfm,
Required,Required,"The following materials are required to complete an application for all graduate programs at Western New England University: Completed Online Application and $30 Application Fee, Official Transcripts from all undergraduate and graduate institutions attended, Essay/Personal Statement, Résumé, Two Letters of Recommendation. Test Scores (GMAT/GRE) may be required for some programs, but are not specified as required for the Graduate Certificate in Financial Accounting.",Not Required,True,False,,False,False,False,,,program,Graduate Certificate in Financial Accounting,https://wne.edu/academics/graduate/index.cfm,
,,,,,,,,,,,,error,Graduate Certificate in Green Belt,https://wne.edu/academics/graduate/index.cfm,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Graduate Certificate in Industrial Safety and Public Health,https://wne.edu/academics/graduate/college-engineering-certificates.cfm,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Graduate Certificate in Information Management,https://wne.edu/academics/graduate/index.cfm,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"To apply for the Graduate Certificate in Leadership, applicants must submit a completed online application and a $30 fee, along with official transcripts from all colleges/universities attended. Additional requirements for business certificate applicants include a one-page personal statement describing your background and reasons for pursuing a graduate degree at Western New England University, and a current résumé. One letter of recommendation is optional. GMAT and GRE test scores are not required.",Not Required,True,False,True,False,False,False,,,program,Graduate Certificate in Leadership,https://wne.edu/academics/graduate/index.cfm,
Not Required,Not Required,Students applying to a certificate program or as a nondegree student need only to complete the online application and submit official transcripts from all institutions attended.,Not Required,True,False,False,False,False,False,,,program,Graduate Certificate in Operations Management,https://wne.edu/academics/graduate/index.cfm,
Required,Required,"Completed Application, Official Transcripts from all undergraduate and graduate institutions attended, Statement of Purpose, Current Résumé, Letters of Recommendation (optional), GMAT or GRE Test Scores*, TOEFL or IELTS (International Applicants). *The GMAT/GRE is waived for applicants who have a cumulative GPA of 3.3 or higher, or five or more years of progressive professional experience.",,False,False,True,False,False,False,,,program,Graduate Certificate in Operations Research,https://wne.edu/academics/graduate/index.cfm,
Not Required,Not Required,"Applicants must hold a baccalaureate degree from an accredited college or university. All applicants must submit the following: Application for Graduate Admission, Official transcript of all academic work, Two letters of recommendation. International students must also submit the Test of English as a Foreign Language (TOEFL) and a WES evaluation. For more information, please visit the International Admissions section.",Not Required,True,False,False,False,False,False,,,program,Graduate Certificate in Project Management,https://wne.edu/academics/graduate/index.cfm,
Required,Required,"To be considered for admission, you will need to submit the following: Completed Online Application, Official transcripts from all undergraduate and graduate institutions attended, Current résumé, One-page statement of purpose, One Letter of Recommendation (Some programs require two. Check program pages for specific requirements.), Application Fee of $30.00, Official GMAT/GRE scores (Many programs are test-optional or test-waived. Check program pages for specific requirements.)",Not Required,True,False,False,False,False,False,,,program,Graduate Certificate in Risk and Emergency Management,https://wne.edu/academics/graduate/index.cfm,
Required,Required,"A completed online application
A bachelor's degree from an accredited institution
Official transcripts of all undergraduate and graduate coursework
One letter of recommendation (academic or professional)
A personal statement
A current résumé
An interview may be requested at the discretion of the Program Director.",Not Required,True,False,False,False,False,False,,,program,Graduate Certificate in Sport Leadership,https://wne.edu/academics/graduate/index.cfm,
Required,Required,"Completed online application
Official transcripts of all undergraduate and graduate coursework
A personal statement
A current résumé
One letter of recommendation (optional)
GMAT/GRE is not required for this program",Not Required,True,False,True,False,False,False,,,program,Graduate Certificate in Strategic Decision-Making,https://wne.edu/academics/graduate/index.cfm,
Not Required,Not Required,"Admission to a Graduate Certificate program requires an earned bachelor’s degree in a related field from an accredited college or university. An undergraduate GPA of 3.0 or better is required. Under special circumstances, an applicant with a GPA below 3.0 may be admitted on a conditional basis. To apply, complete the online application. There is no application fee.",Not Required,True,False,,False,False,False,,,program,Graduate Certificate in Supply Chain,https://wne.edu/academics/graduate/college-engineering-certificates.cfm,
,,,,,,,,,,,,error,Graduate Certificate in Tax Planning,https://wne-academic-catalog-2025-26.catalog.prod.coursedog.com/programs/0rxpDBvjRLpBuwZW77ug,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
