Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
Business,"The Master of Business Administration (MBA) program at the Lubin School of Business is an exciting, contemporary, and professional curriculum, combining comprehensive business education with specialized concentrations. The MBA curriculum integrates a global perspective, social responsibility, ethical decision-making, and technology, providing a strong foundation for a variety of roles within the for-profit, non-profit, and public sectors. The curriculum is flexible, offering in-person and online options, and provides in-depth exploration of eight specialized areas of study: accounting, corporate finance, information systems, investment management, marketing management, strategy and international business, talent management, and business (a general track for non-business undergraduates). By utilizing experiential learning techniques such as consulting projects, case studies, field trips, guest speakers, and research projects, Lubin faculty combine theory and practice to enrich the graduate learning experience.",https://catalog.pace.edu/graduate/lubin-school-business/management-management-science/business-administration-mba/,"The Lubin School of Business at Pace University is accredited by AACSB International – The Association to Advance Collegiate Schools of Business. AACSB is the premier accrediting organization for business schools in the world. Lubin is dually accredited in both business and accounting, an elite distinction held by fewer than 2% of business schools worldwide.","Master of Business Administration in Business, General",https://catalog.pace.edu/graduate/programs-a-z/,
Health Care Emphasis,"The Doctor of Philosophy (PhD) program in Clinical Psychology (Health Care Emphasis) provides students with state-of-the-art training in the science and practice of clinical psychology. This program is a natural outgrowth of the department’s commitment to excellent scientist-practitioner training and is a complement to its well-established PsyD program in School-Clinical Child Psychology. The PhD program offers in-depth training in clinical assessment, diagnosis, and psychotherapy. This training is grounded in an understanding and appreciation of the scientific foundations of psychology. Coursework covers psychological theory, research, and practice in areas such as psychopathology, assessment, psychotherapy, health psychology, neuropsychology, research design, and statistics. Through specialized coursework and practica, students will be prepared to work with individuals with mental disorders in medical and other health care settings. The curriculum satisfies the educational requirements for professional psychology licensure in New York and other states.",https://catalog.pace.edu/graduate/schools/dyson-college-arts-sciences/dyson-graduate-programs-curriculum/doctoral-programs/,The PhD in Clinical Psychology (Health Care Emphasis) program is accredited by the Commission on Accreditation of the American Psychological Association (APA).,"Doctor of Philosophy in Clinical Psychology, Health Care Emphasis",https://catalog.pace.edu/graduate/schools/dyson-college-arts-sciences/dyson-graduate-programs-curriculum/doctoral-programs/,
,"The Master of Arts in Communications and Digital Media program provides students with the opportunity to acquire sophisticated knowledge about human communication and the skills necessary to succeed in a wide array of communication-related professions in the digital age. This program combines courses in the social sciences and humanities, creating an optimal learning experience for students in an intellectually challenging and professionally relevant curriculum. Our program offers the flexibility of a traditional Master’s program that can be completed entirely online, in-person, or a combination of both. Graduates of this program will be equipped for a broad range of professional positions in private or public sector organizations, as well as for further graduate study leading to a PhD.",https://catalog.pace.edu/graduate/dyson-college-arts-sciences/media-communications-visual-arts/communications-digital-media-ma/,,Master of Arts in Communications and Digital Media,https://catalog.pace.edu/graduate/programs-a-z/,MA
"['Advanced Computer Science', 'Artificial Intelligence', 'Cybersecurity', 'Data Science', 'Software Development and Engineering']","The Master of Science in Computer Science is a 30-credit program that provides students with high-quality education to advance their professional careers in the field of computer science. Students in this program will have the opportunity to take a wide range of computer science courses from core areas as well as special topics courses representing the latest developments in computer science. Students in this program will acquire knowledge and skills necessary to advance their career in areas such as software engineering, data science, mobile app development, artificial intelligence, cyber security, and other emerging computer science fields. All students must complete the 30-credit program with a minimum overall GPA of 3.0. The program curriculum is comprised of 10 courses that include three core required courses, three elective courses, and a four-course concentration option in a specific subject area.",https://catalog.pace.edu/graduate/seidenberg-school-computer-science-information-systems/computer-science/computer-science-ms/,,Master of Science in Computer Science,https://catalog.pace.edu/graduate/programs-a-z/,
,"The Doctor of Philosophy (PhD) in Computer Science is a research-based degree program that provides students with the opportunity to work at the forefront of computer science and interdisciplinary applications. The program will equip students with the skills needed to pursue research careers in academia or industry. Students in the program develop strong research skills through close mentorship by faculty members, in-depth study of a research area, and active participation in research activities. The Seidenberg School faculty members are active in a wide range of computer science research areas including, artificial intelligence, cybersecurity, human-computer interaction, mobile computing, networking, and security. Students have the opportunity to participate in ongoing research projects, present their work at conferences, and publish their results in journals. The program is committed to providing a supportive and intellectually stimulating environment for students to pursue their research interests. Students work on cutting-edge research in our research labs including the Cybersecurity Lab, the Robotics Lab, the Networking and Data Science Lab, and others.",https://catalog.pace.edu/graduate/schools/seidenberg-school-computer-science-information-systems/graduate-degree-programs/doctoral-programs/computer-science-phd/computer-science-phd.pdf,,Doctor of Philosophy in Computer Science,https://catalog.pace.edu/graduate/schools/seidenberg-school-computer-science-information-systems/graduate-degree-programs/doctoral-programs/computer-science-phd/computer-science-phd.pdf,
,"The Master of Science in Cybersecurity program provides students with the advanced knowledge and skills in the various technical and managerial aspects of cybersecurity required to be successful in this field. Students learn offensive and defensive cybersecurity, including how to identify and mitigate security vulnerabilities; how to design, implement, and maintain secure systems; and how to manage security policies and procedures. The program prepares students for leadership positions in the cybersecurity field in both the public and private sectors. With a focus on both the theoretical and practical aspects of cybersecurity, students graduate with the skills needed to tackle the most pressing security challenges facing organizations today.",https://catalog.pace.edu/graduate/seidenberg/computer-science-information-systems/cybersecurity-ms/,Pace University has been designated by the National Security Agency and the Department of Homeland Security as a National Center of Academic Excellence in Cyber Defense Education (CAE-CDE) since 2004.,Master of Science in Cybersecurity,https://catalog.pace.edu/graduate/programs-a-z/,Master of Science
,"The Master of Science in Data Science program at Pace University will prepare you for a career in the rapidly growing field of data science. You’ll gain a deep understanding of subjects like machine learning, big data analytics, and data visualization. The Seidenberg School’s location in the heart of New York City and its close ties with major companies and organizations will provide you with a multitude of internship and employment opportunities to help you build a solid foundation for your career. The MS in Data Science is a STEM-designated 30-credit program. Data science lies at the intersection of computer science and statistics. This program will offer a balanced and comprehensive curriculum on both sides. Students in this program will learn the latest technologies in big data analytics, machine learning, data mining, and data visualization. Students will have opportunities to work on big data projects using real world data sets in our Big Data Lab. The required capstone project will provide students with opportunities to apply what they have learned to solve real world problems.",https://www.pace.edu/program/data-science-ms,,Master of Science in Data Science,https://www.pace.edu/program/data-science-ms,Master of Science
,"As the field of homeland security continues to evolve, our society requires educated leaders and managers to protect the American people where they live and work. The fully online Master of Arts in Homeland Security from Pace University provides a unique opportunity for students to become leaders in the intelligence, law enforcement, and emergency management communities. We prepare you to understand and manage complex issues related to security policies, directives, and legal issues, all while helping you develop advanced skills in intelligence, counter-terrorism, consequence management, and inter-agency cooperation. The online homeland security master’s program is a 36-credit degree program taught by faculty who have served in leadership positions in the FBI, U.S. Secret Service, and the Department of Homeland Security, offering a unique opportunity to learn from and network with professionals actively working in the field.",https://online.pace.edu/programs/masters-homeland-security/,,Master of Arts in Homeland Security,https://online.pace.edu/articles/online-learning/top-10-online-programs-military-service-members-veterans/,Master of Arts
Literacy Specialist,"The School of Education offers a Master of Science in Education (MSED) in Literacy Specialist that leads to New York State certification for teachers who already possess initial certification in a related area. The program has two tracks: Birth-Grade 6 and Grades 5-12. Successful completion of the program and passing of the New York State Content Specialty Test in Literacy will lead to professional certification in teaching for candidates who have three years of teaching experience, including one year of literacy teaching experience with a mentor.
Program Goals/Outcomes
Upon completion of the program, students will be able to:
1. Demonstrate knowledge of the foundations of literacy.
2. Use a wide range of instructional practices, approaches, methods, and curriculum materials to support reading and writing instruction.
3. Use a variety of assessment tools and practices to plan and evaluate effective literacy instruction.
4. Create a literate environment that fosters reading and writing by integrating foundational knowledge, instructional practices, and curricular materials.
5. View literacy as a developmental process and implement instruction appropriate to the needs of the emerging, developing, and fluent reader.",https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/masters-science-education-msed/literacy-specialist-msed/,Pace University’s School of Education is nationally accredited by the Association for Advancing Quality in Educator Preparation (AAQEP).,"Master of Science in Education, Literacy Specialist",https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/masters-science-education-msed/literacy-specialist-msed/literacy-specialist-msed_text.pdf,
,,,,Master of Science in Physician Assistant Studies Completion Program,"https://www.google.com/search?q=time+in+New+York,+NY,+US",
,"The Psychiatric Mental Health Nurse Practitioner (PMHNP) Program is a 42-credit Master of Science program for baccalaureate prepared registered nurses. Students are prepared to provide primary psychiatric and mental health care across the lifespan. The program builds on the undergraduate nursing foundation and provides advanced didactic and clinical practice in psychiatric mental health. Graduates are eligible to take the American Nurses Credentialing Center’s (ANCC) national certification examination for Psychiatric Mental Health Nurse Practitioners (Across the Lifespan). The PMHNP program is offered in an online format. Students come to campus at the beginning of each clinical course for an on-campus residency which will consist of lab, simulation, and other learning experiences.",https://catalog.pace.edu/graduate/college-health-professions/lienhard-school-nursing/psychiatric-mental-health-nurse-practitioner-ms/,The master's degree program in nursing...at Pace University are accredited by the Commission on Collegiate Nursing Education (http://www.ccneaccreditation.org).,Master of Science in Psychiatric Mental Health Nurse Practitioner Program,https://catalog.pace.edu/graduate/programs-a-z/,Master of Science
"Government Management, Healthcare Administration, Nonprofit Management","Pace University's Master of Public Administration (MPA) program has been educating and training leaders in public service for over 30 years. Our MPA program prepares students to become leaders who can address society’s most difficult managerial, economic, and social problems. We are looking for students who are committed to a public service career in a variety of fields including government, healthcare, and nonprofit management. The Pace MPA program gives students the necessary skills to effectively manage in this ever-changing environment, with an opportunity for specialization within the field. Students learn to effectively lead and manage organizations, develop and implement policy, and think strategically to anticipate and respond to the myriad challenges facing government and nonprofit organizations. Our accomplished faculty have deep subject matter expertise that they bring to the classroom from professional work as senior government officials, nonprofit executives, and public affairs consultants. Pace University’s MPA program is offered fully online and through a hybrid model that blends online and in-person classes.",https://catalog.pace.edu/graduate/dyson-college-arts-sciences/public-administration/public-administration-mpa/,"The Master of Public Administration Program is accredited by the National Association of Schools of Public Affairs and Administration (NASPAA), the recognized accrediting body of graduate public administration programs in the United States.",Master of Public Administration in Public Administration,https://catalog.pace.edu/graduate/programs-a-z/,Master
,"The Master of Public Health (MPH) program is designed to provide graduate, professional education for individuals who seek careers in the field of public health. The program is offered fully online to ensure maximum accessibility to graduate students, working professionals, career changers, and those currently working in the public health or health professions who seek to advance their careers. The curriculum is based on the traditional pillars of public health, which are biostatistics, environmental health sciences, epidemiology, health policy and management, and social and behavioral sciences. Students in the program develop knowledge and skills in these core areas and apply this knowledge to the practice of public health through elective course offerings and the completion of an applied practice experience and a culminating integrated learning experience.",https://catalog.pace.edu/graduate/college-health-professions/public-health/public-health-mph/,The Master of Public Health (MPH) program is accredited by the Council on Education for Public Health (CEPH).,Master of Public Health in Public Health,https://catalog.pace.edu/graduate/programs-a-z/,Master
,"The Master of Science in Publishing is a 36-credit-hour program that combines the study of print and digital media from books and magazines to websites, ebooks, and apps. The program is committed to offering an education that meets the needs of a rapidly changing industry by giving students a strong foundation in both print and digital publishing. In addition to a variety of courses in book and magazine publishing, the program's curriculum includes courses in financial management and business strategies, editing, intellectual property, marketing, websites, ebooks, mobile applications, design, and distribution. Students are encouraged to develop a specialty in either book publishing or magazine publishing. All classes are taught by leading executives in the publishing industry. Graduates go on to work at some of the world's most prestigious publishing houses. And, our location in the media capital of the world—New York City—gives our students the opportunity to learn from the best in the industry and make vital career connections. Publishing students have the chance to serve as staff members of the student-run literary magazine, Aphros, and to work in the publishing office, which produces a nationally distributed book each year.",https://www.pace.edu/program/publishing-ms,,Master of Science in Publishing,https://www.pace.edu/program/publishing-ms,
,"Lead the charge on the latest technologies with a Master of Science in Software Development and Engineering from Pace University’s Seidenberg School of Computer Science and Information Systems. You will develop an in-depth understanding of the concepts and principles of software development and engineering, learn about emerging technologies, and learn to apply this knowledge to real-world problems. The software development and engineering master’s program will provide a path to a career as a software engineer, software developer, enterprise software architect, or team leader through project-based learning. Throughout your coursework, you will have opportunities to engage in the design, development, and testing of complex software systems. In addition to a variety of elective courses, students in the software development and engineering master’s program have the option of pursuing a six-credit master’s thesis.",https://www.pace.edu/program/software-development-and-engineering-ms,,Master of Science in Software Development and Engineering,https://www.pace.edu/program/software-development-and-engineering-ms,Masters
,"The Advanced Certificate in Bilingual Education is for teachers who hold initial or professional certification in a content area or in teaching English to speakers of other languages (TESOL) and who wish to obtain the New York State Bilingual Education Extension. The program provides the candidate with the theoretical and practical knowledge needed to work in a variety of bilingual settings. Candidates will deepen their understanding of cultural, linguistic, and contextual diversity as they work with linguistically diverse students and their families.",https://catalog.pace.edu/graduate/school-education/teaching-learning/bilingual-education-advanced-certificate/,,Advanced Certificate in Bilingual Education,https://catalog.pace.edu/graduate/programs-a-z/,
,The Advanced Certificate in Early Childhood Extension Certification (Birth-Grade 2) program is for certified teachers who want to expand their knowledge and expertise to include the education of young children. This 12-credit certificate program is for teachers who hold an initial or professional certificate in Childhood Education (grades 1-6) and wish to obtain an extension certification to teach in early childhood settings (birth-grade 2).,https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/advanced-certificates/early-childhood-extension-certification/,,Advanced Certificate in Early Childhood Extension Certification (Birth-Grade 2),https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/advanced-certificates/early-childhood-extension-certification/,Advanced Certificate
,"The School of Education offers a 12-credit, fully online, advanced graduate certificate in Integrated Instruction for Literacy and Technology. The curriculum addresses theory, research, and evidence-based practices needed by teachers to integrate technology effectively in K-12 classrooms. Technology is emphasized as a medium for learning across the curriculum for all students.",https://catalog.pace.edu/graduate/seidenberg-school-computer-science-information-systems/school-education/integrated-instruction-literacy-technology-certificate-advanced-graduate-study/,,Certificate of Advanced Graduate Study in Integrated Instruction for Literacy and Technology,https://catalog.pace.edu/graduate/programs-a-z/,Certificate
"English, Mathematics, Social Studies, Biology, Chemistry, Earth Science, and Physics","The Advanced Certificate in Middle School Extension Certification is available for graduate candidates who hold a Masters Degree and initial certification in Childhood Education 1-6. This certificate extends the grade level for the certification area to include grades 7-9. It is offered for the following content areas: English, Mathematics, Social Studies, Biology, Chemistry, Earth Science, and Physics.",https://catalog.pace.edu/graduate/school-education/teaching-learning/middle-school-extension-certification-advanced-certificate/,"All teacher education, school counseling, and school psychology programs are accredited by the Association for Advancing Quality in Educator preparation (AAQEP).",Advanced Certificate in Middle School Extension Certification,https://catalog.pace.edu/graduate/programs-a-z/,
,"The Psychiatric Mental Health Nurse Practitioner (PMHNP) Certificate of Advanced Graduate Studies (CAGS) program is designed to prepare master’s and doctorally prepared nurses for advanced practice as a psychiatric mental health nurse practitioner (PMHNP). The CAGS is a non-degree granting program of study that is competency-based, providing core content in psychiatric mental health advanced practice nursing across the lifespan. Emphasis is on assessment and diagnosis of psychiatric disorders and co-morbid conditions; psychopharmacology, individual, group and family psychotherapy; and management of psychiatric disorders of patients across the lifespan. Students complete approximately 500 hours of supervised clinical practice. Upon completion of this program, graduates are eligible for New York State certification as a Psychiatric Nurse Practitioner and are eligible for national board certification by the American Nurses Credentialing Center (ANCC) as a Psychiatric Mental Health Nurse Practitioner.",https://catalog.pace.edu/graduate/lienhard-school-nursing/psychiatric-mental-health-nurse-practitioner-certificate/,"The baccalaureate degree program in nursing, master's degree program in nursing, and Doctor of Nursing Practice program at Pace University are accredited by the Commission on Collegiate Nursing Education, 655 K Street NW, Suite 750, Washington, DC 20001, 202-887-6791.",Psychiatric Mental Health Nurse Practitioner (PMHNP) Certificate,https://catalog.pace.edu/graduate/programs-a-z/,Certificate
,"The Secure Software and Information Engineering certificate program is intended for students who wish to specialize in the field of secure software engineering and information security and assurance. The program prepares students to understand the nature of secure software, and how to design, develop, and test such systems. Topics covered in this certificate program include secure software design, analysis, and testing, risk management, data mining for security, software security, network security, and cryptography. Students may complete this certificate program only, or apply these credits toward a Master’s degree in Computer Science, Information Systems, or Software Engineering.",https://catalog.pace.edu/graduate/schools/seidenberg-school-computer-science-information-systems/graduate-degree-programs/graduate-certificate-programs/secure-software-and-information-engineering-certificate/,,Advanced Certificate in Security and Information Assurance,https://catalog.pace.edu/graduate/schools/seidenberg-school-computer-science-information-systems/graduate-degree-programs/graduate-certificate-programs/secure-software-and-information-engineering-certificate/,Certificate
,"The Advanced Certificate in Software Development and Engineering (SDE) is designed for students who want to become a software engineer with advanced knowledge and practical skills for developing and managing large-scale software systems. This 12-credit graduate certificate offers a fast track to a software engineering career for students with an undergraduate degree in a related field and prior programming experience. The SDE program focuses on core concepts of the entire software development lifecycle, including requirements analysis, design, implementation, testing and maintenance. Students will learn the latest software engineering methodology and gain hands-on experience using modern development tools, techniques and technologies.",https://catalog.pace.edu/graduate/seidenberg-school-computer-science-information-systems/advanced-certificate-software-development-engineering/,,Advanced Certificate in Software Engineering Development,https://catalog.pace.edu/graduate/programs-a-z/,Certificate
,"The Certificate of Advanced Study (CAS) in Special Education is a 30-36 credit program that prepares candidates to work with students with disabilities from birth-grade 12. Candidates may choose from three specializations: Early Childhood (birth-grade 2), Childhood (grades 1-6), or Adolescence (grades 7-12). This advanced certificate program meets the academic requirements for initial and professional New York State certification in Teaching Students with Disabilities in the area of specialization selected.",https://catalog.pace.edu/graduate/schools/school-education/special-education-teaching-students-disabilities-all-grades-cas/,"All teacher preparation programs, and school counseling, school psychology, and school-district business leader programs are registered and approved by the New York State Education Department. The teacher preparation programs are also accredited by the Council for the Accreditation of Educator Preparation (CAEP).",Certificate of Advanced Graduate Study in Special Education: Teaching Students with Disabilities (All Grades),https://catalog.pace.edu/graduate/schools/school-education/,Certificate
,"The Certificate of Advanced Graduate Study in Teaching English as a Second Language (TESOL) is an 18-credit program for applicants who already possess a master’s degree and are certified teachers. It is designed to extend teachers’ knowledge and skills to include English language learners in K–12 settings. This program of study includes course work and field experience, leading to New York State certification in TESOL. All courses in this program have been approved by the New York State Department of Education.",https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/advanced-certificates/,All programs leading to licensure in the School of Education are accredited by the Association for Advancing Quality in Educator Preparation (AAQEP). All courses in this program have been approved by the New York State Department of Education.,Certificate of Advanced Graduate Study in Teaching English as a Second Language (TESOL),https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/advanced-certificates/,
Corporate Finance,"The Lubin MBA in Business Administration provides students with the critical skills and knowledge necessary to successfully lead and manage organizations in a dynamic global business environment. This degree includes in-depth study in key functional areas of business and a strong emphasis on developing the analytical, technical, and interpersonal skills necessary for effective decision-making and leadership. Students develop practical experience through case analyses, consulting assignments for businesses and not-for-profit organizations, and by participating in programs and centers unique to Lubin, including the Interactive and Direct Marketing (IDM) Lab, the Center for Global Business Programs, and the Center for Student Enterprise. The Lubin MBA is a 39-credit program with eight concentrations: Accounting, Corporate Finance, Information Systems, Investment Management, Marketing, Marketing Analytics, Strategy and International Business, and Talent Management.",https://catalog.pace.edu/graduate/lubin-school-business/master-business-administration/,The Lubin School of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International. This is the premier accrediting organization for business schools in the world. Pace University is accredited by the Middle States Commission on Higher Education.,Master of Business Administration in Corporate Finance,https://catalog.pace.edu/graduate/programs-a-z/,MBA
,"The Master of Science in Health Informatics prepares students for careers in the healthcare industry. The curriculum provides students with a solid foundation in health informatics. They take courses in data management, analytics and machine learning, security and privacy, UX and usability, mobile applications and systems, and healthcare leadership. They gain the necessary knowledge and skills in information technology and healthcare to support the needs of healthcare organizations.",https://catalog.pace.edu/graduate/seidenberg-school-computer-science-information-systems/computer-science/health-informatics-ms/,,Master of Science in Health Informatics,https://catalog.pace.edu/graduate/programs-a-z/,Master of Science
,"The Master of Science (MS) in Human-Centered Design (HCD) at Pace University is a unique interdisciplinary program that bridges the gap between art and information technology. Human-centered design places people at the forefront of the design process to create products, services, systems, and experiences that are not only useful but also usable and desirable. The HCD program provides students with practical research methods and design techniques to understand human needs, behaviors, and motivations. Students learn to conduct user research, analyze data, prototype ideas, and test designs with real users. The curriculum combines hands-on studio work with theoretical coursework, enabling students to develop a strong portfolio and a deep understanding of the principles of human-centered design. Students will learn the essentials of design thinking, user experience (UX) design, interaction design, information architecture, usability testing, and visual design. Graduates of the program will be prepared for careers as UX designers, interaction designers, product designers, user researchers, information architects, and UX strategists in a wide range of industries, including technology, healthcare, finance, and entertainment. The program is suitable for students from diverse backgrounds, including art, design, computer science, psychology, and business. No prior design or programming experience is required.",https://www.pace.edu/seidenberg/master-science-human-centered-design,,Master of Science in Human Centered Design,http://media.pace.edu/catalog/pace-university-2021-2022-graduate-catalog.pdf,Master of Science
