QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Arts and Sciences,,4.0,2.0,,,,,,,$985/credit hour,"$16,000 to $25,000 annually",,Merit-based,4 years,"$44,534/Year",Bachelor of Science in Biology,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,91%,Fall 2026,,,"$44,592/Year",,,"$10,000 - $27,000 per year",,Merit-based,4 years,"$44,592/Year",Bachelor of Science in Chemistry,https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,2.0,,Fall 2026,,,"$44,142/Year",,1472,"$10,000–$28,000",,Merit-based,4 years,"$44,142/Year",Bachelor of Science in Civil Engineering,https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,,88%,,,,47240,28788,,"$10,000 - $27,000",,"Merit-based, Need-based",4 years,45036,Bachelor of Science in Computer Engineering,https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,2.0,88%,Fall 2026,,,"$44,194/Year",28000,850,"$16,000 to $26,000",,Merit-based,4 years,"$44,194/Year",Bachelor of Science in Computer Science,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,45066/Year,,,"18,000–28,000",,Merit-based scholarships,4 years,"$45,066/Year",Bachelor of Science in Criminal Justice,https://wne.edu/academics/undergraduate/doc/criminal-justice-handout.pdf
,College of Engineering,,4.0,2.0,,,,,,,$710 per credit,"$18,000 - $24,000 per year",,Merit-based,4 years,"$45,064/Year",Bachelor of Science in Cybersecurity,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$45,036/Year",,"$1,023","$10,000-$26,000 per year",,Merit-based,4 years,"$45,036/Year",Bachelor of Science in Data Science and Statistics,https://wne.edu/arts-and-sciences/departments/mathematics/programs.cfm
,College of Engineering,,4.0,2.0,88.4%,,,,"$46,640/Year",,$1060 per credit,"$18,000 - $28,000 per year",,Merit-based,4 years,"$46,640/Year",Bachelor of Science in Electrical Engineering,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,88%,Fall 2026,,,44592,,1050,"$16,000-$26,000 per year",,Merit-based,4 years,44592,Bachelor of Science in Finance,https://wne.edu/academics/undergraduate/finance.cfm
,College of Arts and Sciences,,4.0,,,Fall 2026,,,"$44,790/Year",,"$1,050","$18,000 to $28,000",,Merit-based,4 years,"$44,790/Year",Bachelor of Science in Forensic Biology,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,,90%,,,,"$44,790/Year","$28,900",$750/Credit,"$12,000 - $26,000",,"Merit-based, Need-based",4 years,"$44,790/Year",Bachelor of Science in Forensic Chemistry,https://wne.edu/academics/undergraduate/forensic-chemistry.cfm
,College of Pharmacy and Health Sciences,,4.0,,87%,Fall 2026,,,,"$28,000",$960 per credit,"$12,000 - $25,000",,"Merit-based, Endowed/Restricted, External",4 years,"$44,550/Year",Bachelor of Science in Health Sciences (Pre-Optometry concentration),https://wne.edu/academics/undergraduate/index.cfm
,College of Pharmacy and Health Sciences,,4.0,2.0,,Fall 2026,,,"$45,064/Year",,"$1,020/credit hour","$19,000 - $27,000 per year",,Merit-based,4 years,"$45,064/Year",Bachelor of Science in Health Sciences (Pre-Physician's Assistant concentration),https://wne.edu/academics/undergraduate/index.cfm
,College of Pharmacy and Health Sciences,,4.0,3.2,87% (Fall 2022),Fall 2026,,February 1,44792,,"$1,305 per credit hour","$18,000 to $30,000",,Merit-based,3 years (BS portion of 6-year BS/OTD program),"$44,792/Year",Bachelor of Science in Health Studies (3+3 OTD option),https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,2.0,,Fall 2026,,,,,"$1,315 per credit","$18,000-$26,000",,Merit-based,4 years,45868,Bachelor of Science in Industrial Engineering,https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,2.0,90%,,,,"$44,978/Year",,840,"$17,000-$24,000 per year",,"Merit-based, Need-based",4 years,"$44,978/Year",Bachelor of Science in Information Technology,https://catalog.purdueglobal.edu/undergraduate/business-information-technology/information-technology-bs/
,College of Business,,4.0,2.0,88%,Fall 2026,"August 1, 2025","February 15, 2026",44592,,865,"$8,000 - $26,000 per year",,Merit-based,4 years,"$44,592/Year",Bachelor of Science in Management Sciences and Information Systems,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,,Fall 2026,,,"$45,340/Year",,970,"$10,000 - $26,000 per year",,"Merit-based, Need-based",4 years,"$45,340/Year",Bachelor of Science in Marketing,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,144/Year",,$835,"$13,000 - $26,000",,"Merit-based, Need-based",4 years,"$44,144/Year",Bachelor of Science in Mathematical Sciences,https://wne.edu/arts-and-sciences/departments/mathematics/programs.cfm
,College of Engineering,,4.0,,,Fall 2026,,,"$45,280/Year",,985,"$14,000-$25,000 per year",,Merit-based,4 years,,Bachelor of Science in Mechanical Engineering,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$44,790/Year",,,"$10,000 - $27,000",,Merit-based,4 years,,Bachelor of Science in Neuroscience and Neurobiology,https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,2.0,88% (2022),,,,44142/Year,"over $31,000",1355/credit hour,"$15,000 to $27,000 per year",,"Merit-based, Need-based",4 years,44142/Year,"Bachelor of Science in Network, Database, and System Administration",https://wne.edu/academics/undergraduate/index.cfm
,College of Pharmacy and Health Sciences,,,2.5,,Fall 2026,,,,,,"$14,000 to $20,000 per year",,Merit-based,,,Bachelor of Science in Pharmacy and Pharmaceutical Sciences,https://www.stcc.edu/media/departments/transfer-documents-and-pdfs/All-Grads-WNEU-College-of-Pharmacy.pdf
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,45036,,$1030 per credit,"$10,000 - $25,000",,Merit-based,6 years,"$45,036/Year",Bachelor of Science in Psychology (3+3 OTD option),https://wne.edu/enrollment-services/registrar/catalog.cfm
,College of Engineering,,4.0,2.0,89%,,,,44476,,1250,"$19,000 - $26,000 per year",,"Merit-based, Departmental",4 years,44476,Bachelor of Science in Robotics and Automation Engineering,https://wne.edu/engineering/index.cfm
,College of Arts and Sciences,,4.0,2.0,90% (Fall 2022),,,,"$44,164/Year",,805,"$19,000 - $26,000",,Merit-based,4 years,"$44,164/Year",Bachelor of Science in Secondary Education in Biology,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.7,,,,,"$46,234/Year",,"$1,050 per credit hour","$20,000-$26,000",,Merit-based,4 years,"$46,234/Year",Bachelor of Science in Secondary Education in Chemistry,https://wne-academic-catalog-2025-26.catalog.prod.coursedog.com/programs/SECCH.BS
,College of Arts and Sciences,,4.0,2.7,,Fall 2026,,,"$45,390/Year","over $27,000",$865/Credit Hour,"Up to $26,000",nearly 50% of tuition,Merit-based,4 years,"$45,390/Year",Bachelor of Science in Secondary Education in Mathematics,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,85%,Fall 2026,,,45036,,$717,"$12,000 - $27,000",,"Merit-based, Need-based",4 years,"$45,036/Year",Bachelor of Science in Sport and Fitness Management,https://www.sacredheart.edu/majors--programs/sport-management---bs/
,,,,,,,,,,,,,,,,,Associate of Arts in Liberal Studies,https://online.umaine.edu/online-associate-of-arts-in-liberal-studies/
,College of Business,,4.0,2.0,88%,,,,,"$35,278",$865,"$10,000 - $26,000",,"Merit-based, Need-based",,"$44,592/Year",Minor in Accounting,https://wne.edu/academics/undergraduate/index.cfm
,,,,,,,,,,,,,,,,,Minor in African-American Studies,https://catalog.gmu.edu/colleges-schools/humanities-social-sciences/african-american-studies/african-american-studies-minor/
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$45,036/Year",,"$1,050","$19,000 - $25,000 per year",,Merit-based,18 credits,"$45,036/Year",Minor in Art,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,,,,,,,"$45,036/Year",,$990 per credit hour,"$18,000 - $28,000",,"Merit-based, Need-based",,"$45,036/Year",Minor in Athletic Coaching,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,44796,,925,"$16,000-$26,000",,Merit-based,,"$44,796/Year",Minor in Biology,https://wne.edu/academics/undergraduate/minor-biology.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,896/Year",,"$1,050/Credit","Up to $24,000 per year",,"Merit-based, Need-based",,"$44,896/Year",Minor in Biomedical Physics,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,,Fall 2026,,,44574,25000,1110,"$18,000 - $24,000",,Merit-based,,"$44,574/Year",Minor in Business,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$40,634/Year",,1080,"$10,000 - $24,000 per year",,Merit-based,,"$40,634/Year",Minor in Campaigns & Elections,https://wne.edu/academic-affairs/doc/catalogues/2022-2023.pdf
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$45,066/Year","$29,000","$1,050 per credit hour","Up to $26,000/year",,Merit-based,,,Minor in Chemistry,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,192/Year",,,"$16,000 - $26,000 per year",,"Merit-based, Need-based",18 credits,"$44,192/Year",Minor in Communication,https://wne.edu/academics/undergraduate/communication.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,,,995,"$17,000 - $25,000 per year",,Merit-based,,,Minor in Computer Forensics,https://wne.edu/academics/undergraduate/minor-computer-forensics.cfm
,College of Engineering,,4.0,2.0,,,,,"$22,072/Semester or $44,144/Year","over $33,000",$955 per credit hour,"$5,000 - $26,000 per year",,"Merit-based, Need-based",,"$44,144/Year",Minor in Computer Science,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,198/Year","Over $33,500",$500/Credit,"$20,000 - $26,000",,"Merit-based, Need-based",,"$44,198/Year",Minor in Creative Writing,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$46,154/Year",32000,1280,"Up to $28,000 per year",,"Merit-based, Need-based",18 credits,"$46,154/Year",Minor in Criminal Justice,https://wne.edu/academics/undergraduate/index.cfm
,College of Engineering,,4.0,2.0,91.7%,,,,"$44,194/Year",,$980/Credit,"$10,000 - $26,000",,Merit-based,18 credits,"$44,194/Year",Minor in Cybersecurity,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,,,,,"$45,340/Year",33000,1010,"$17,000 - $26,000",,Merit-based,,"$45,340/Year",Minor in Digital Marketing,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,44772/Year,"over $29,000",$1000 per credit hour,"$20,000-$26,000",,"Merit Scholarships, Need-based Grants",18 credits,44772/Year,Minor in Digital Publishing,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,,,830,"$20,000 - $26,000",,"Merit-based, Need-based",,,Minor in Economics,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,,,1010,1000 - 25000,,"Merit scholarships, Need-based grants, Endowed/Restricted Scholarships",,44198/Year,Minor in Education,https://wne.edu/enrollment-services/registrar/doc/WNE-Academic-Catalog-2023-24.pdf
,College of Arts and Sciences,,4.0,2.0,90%,Fall 2026,,,"$44,192/Year",20387,1473,"$10,000 - $26,000",100%,Merit-based,,"$44,192/Year",Minor in English,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,,,,,,,960,"$10,000 - $24,000",,Merit-based,18 credits,,Minor in Enterprise Resource Planning with SAP,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,88%,,,,"$45,026/Year",,$815,"$20,000–$25,000",,Merit-based,,"$45,026/Year",Minor in Entertainment Management,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,88%,,,,"$46,012/Year",,815,"$15,000 to $28,000 per year",,Merit-based,18 credits,"$46,012/Year",Minor in Entrepreneurship,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,,89%,,,,"$44,794/Year",,$970,"$1,000 - $27,000",,"Merit-based, Need-based",,"$44,794/Year",Minor in Environmental Science,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$44,790/Year","$37,867",$977,"$20,000-$26,000",,Merit-based,,,Minor in Film Studies,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,91%,,,,"$45,768/Year",,$719/credit,"$15,000-$29,000 per year",,"Merit-based, Need-based",,"$45,768/Year",Minor in Finance,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,45394,"$29,661",$645 per credit,"Up to $26,000",,"Merit-based, Need-based",,"$45,394/Year",Minor in Forensic Science,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,,,825,"from $18,000 to $27,000",,Merit-based,18 credit hours,44530/Year,Minor in Gender & Sexuality Studies,https://wne-academic-catalog-2025-26.catalog.prod.coursedog.com/undergradinfo/minors
,College of Pharmacy and Health Sciences,,4.0,2.0,90%,,,,"$44,790/Year","over $25,000","$1,100","$8,000–$25,000 per year",,"Merit-based, Need-based",,"$44,790/Year",Minor in Health Sciences,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,,,Fall 2026,,,"$44,274/Year",,$1065 per credit,"$14,000 - $26,000",,Merit-based,,"$44,274/Year",Minor in History,https://wne.edu/academics/undergraduate/minor-history.cfm
,College of Business,,4.0,2.0,,,,,44290,"over $26,000",955,"$10,000 - $24,000",,Merit-based,,"$44,290/Year",Minor in Human Resources Management,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,,Fall 2026,,,"$44,290/Year",,$990,"$18,000 - $28,000 per year",,Merit-based,,,Minor in International Business,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,790/Year",,1025,"$10,000 - $26,000",,Merit-based,,"$44,790/Year",Minor in International Studies,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,578/Year",,$980,"Up to $27,000",,Merit-based,18 credits,"$44,578/Year",Minor in Journalism,https://wne.edu/academics/undergraduate/index.cfm
,,,,,,,,,,,,,,,,,Minor in Latin American Studies,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$44,976/Year",,"$1,055","$2,000 - $26,000",,"Merit-based, Need-based","18-credit, six-course program","$44,976/Year",Minor in Legal Studies,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,89.1%,,,,41750,,1390,"$5,000 - $24,000",,"Merit-based, Need-based",,"$41,750/Year",Minor in Management,https://wne.edu/academics/undergraduate/index.cfm
,College of Business,,4.0,2.0,,Fall 2026,,,,,,,,,,,Minor in Marketing,https://belmontabbeycollege.edu/academics/majors-degrees/minor-marketing/
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,142/Year",,875,"$15,000 - $26,000 per year",,"Merit-based, Need-based",,"$44,142/Year",Minor in Mathematical Sciences,https://wne.edu/academics/undergraduate/minor-mathematical-sciences.cfm
,College of Arts and Sciences,,4.0,2.5,,,,,"$45,036/Year",,1115,"$15,000 - $27,000",,Merit-based,,"$45,036/Year",Minor in Media,https://wne.edu/academics/undergraduate/minor-media.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,44118,,967,"20,000–25,000",,Merit-based,18 credits,44118,Minor in Music,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,794/Year",,,"$10,000 - $26,000",,Merit-based,,,Minor in Neuroscience,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,88%,Fall 2026,,,"$45,350/Year",26110,945,"$12,000-$26,000",,Merit-based,,"$45,350/Year",Minor in Philosophy,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,794/Year",27341,$995 per credit,"$8,000 - $26,000",,"Merit-based, Need-based",,"$44,794/Year",Minor in Political Science,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,88%,Fall 2026,,,"$44,796/Year",,1015,"$19,000 - $25,000",,Merit-based,,"$44,796/Year",Minor in Psychology,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,88%,Fall 2026,,,"$45,030/Year","$22,481",,"$5,000–$25,000",,"Merit-based, Need-based",18 credits,"$45,030/Year",Minor in Public Administration,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,"$44,592/Year",,"$1,055/Credit","$15,000-$26,000",,Merit-based,18 credits,"$44,592/Year",Minor in Public Relations,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$45,868/Year",,920,"$20,000 - $26,000",,Merit-based,,"$45,868/Year",Minor in Quantitative Economics,https://wne.edu/academics/undergraduate/index.cfm
,College of Arts and Sciences,,4.0,2.0,,,,,,,972,"$18,000–$28,000 per year",,Merit-based,,"$44,494/Year",Minor in Spanish,https://spanport.washington.edu/spanish-minor-requirements
,,,,,,,,,,,,,,,,,Minor in Statistics,https://catalog.purdue.edu/preview_program.php?catoid=9&poid=10391
,College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$46,086/Year",,1055,"$18,000-$28,000 per year",,"Merit-based, Need-based",,"$46,086/Year",Minor in Theater,https://wne-academic-catalog-2025-26.catalog.prod.coursedog.com/programs/hLYrORcUeOaXuvNs3bMU
,College of Pharmacy and Health Sciences,,4.0,3.3,,Fall 2026,,,44534,,1245,"$12,000–$25,000 per year",,"Merit-based, Need-based",6 years (3 years undergraduate + 3 years graduate),44534,3+3 Doctorate in Occupational Therapy,https://wne.edu/academics/undergraduate/index.cfm
