Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Not Required,Not Required,"Application Requirements for First-Time Freshmen include: a completed Application for Admission and Scholarships, an official High School Transcript, and optional ACT/SAT Test Scores.",Not Required,True,False,False,False,False,False,,,program,Biblical Studies,https://www.findlay.edu/arts-humanities-social-sciences/religious-studies/religious-studies
Not Required,Not Required,"To complete your application for admission, you'll need to submit the following: High school transcript or GED results.",Not Required,True,False,False,False,False,False,,,program,Bilingual and Multicultural Education,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,Complete the University of Findlay application or the Common App. Send us your official high school transcript. You have the option to submit your ACT or SAT scores.,Not Required,True,False,True,True,False,False,,,program,Biology,https://www.findlay.edu/sciences/biology/
Not Required,Not Required,"To apply for undergraduate admission, you must complete the free online application and send your official high school transcript. The University of Findlay has adopted a test-optional admission policy for most undergraduate programs, including Business Administration. Students may choose to send official ACT or SAT score reports.",Not Required,True,True,False,False,False,False,,,program,Business Administration,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission, you will need to submit:

- A completed application for admission
- Official high school transcripts
- ACT or SAT scores (optional)",Not Required,True,True,False,False,False,False,,,program,Business Administration - Accounting Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To complete your application for admission, please submit the following:
1. Your Findlay application or the Common Application
2. Official high school transcript",Not Required,True,True,False,False,False,False,,,program,Business Administration - Business Analytics Emphasis,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/major-requirements/college-of-business/business-administration-business-analytics-emphasis-bs
,,"To apply for admission, please submit the following: A completed Application for Admission and Scholarships. Official high school transcripts. Official ACT and/or SAT scores. Findlay has adopted a test-optional admission policy, which allows students the option to be considered for admission without the submission of an ACT or SAT score.",,True,True,True,False,False,False,,,program,Business Administration - Finance Emphasis,https://www.findlay.edu/academics/undergraduate
,,"To be admitted to Findlay, you'll need to submit the following:

Application: Complete our online application or the Common Application.
High School Transcripts: Official transcripts from all secondary schools attended.
Test Scores: Official ACT or SAT test scores. The University of Findlay is test-optional, which means you have the choice to submit your ACT/SAT scores. 
Optional: A letter of recommendation is optional but encouraged.",,True,False,True,False,False,False,,,program,Business Administration - Management Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Required,"For Freshman Applicants: Completed application for admission, official high school transcripts, and a personal statement. A minimum 3.0 cumulative GPA is required for regular admission. For Transfer Applicants: Completed application for admission and official college transcripts from all institutions attended. A minimum 2.4 cumulative GPA is required for regular admission.",Not Required,True,True,True,False,False,False,,,program,Business Administration - Marketing Emphasis,https://www.fresno.edu/undergraduate/program/business-administration-ba
,,"To apply for admission, applicants must complete and submit the free application and an official high school transcript. The University of Findlay has a test-optional admission policy. If you choose not to submit your test scores, you will not be at a disadvantage for admission.",,False,False,False,False,False,False,,,program,Business Administration - Operations & Logistics Management,https://findlay.smartcatalogiq.com/en/new-year/undergraduate-catalog/major-requirements/college-of-business/department-of-quantitative-and-global-business-studies/operations-and-logistics-bs
,Optional,Complete the FREE online application or apply through the Common App. Send official high school transcripts.,,True,True,True,False,False,False,,,program,Business Administration - Sport Business Strategy Emphasis,https://www.findlay.edu/academics/undergraduate
,,,,False,False,False,False,False,False,,,program,Business and Sustainability Practices,https://www.findlay.edu/academics/undergraduate
Not Required,Optional,"To apply to the University of Findlay as a freshman, you will need to submit: A completed application, Official high school transcript, Official college transcripts (if applicable), ACT and/or SAT scores (optional), Essay/personal statement (optional), Letters of recommendation (optional).",Not Required,True,False,True,False,False,False,,,program,Business Economics,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission, first-time freshmen need to submit the following: Application for Admission, Official high school transcript(s) or GED score report, ACT or SAT scores (optional).",Not Required,True,False,False,False,False,False,,,program,Business Information Assurance Management,https://www.findlay.edu/academics/undergraduate
,,,,False,False,False,False,False,False,,,program,Business Management,https://www.concord.edu/wp-content/uploads/Academics/Registrar/PDF/Management-23-24.pdf
Not Required,Not Required,"To be admitted into the degree completion program, you must meet the following criteria:
- Completed application
- Official transcripts from ALL previous institutions attended
- Minimum of 24 semester hours of transferable credit
- Minimum 2.0 cumulative GPA from all institutions attended
- Be at least two years out of high school",Not Required,True,False,False,False,False,False,,,program,Business Management (Degree Completion Program),https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,Admission to this program is open to students who have completed at least 60 transferable semester hours of college credit. Minimum cumulative grade point average of 2.0 on a 4.0 scale. Students must also meet the general admission requirements for the University of Findlay.,Not Required,True,False,False,False,False,False,,,program,Business Management Online,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission to the University of Findlay, we require the following: Completed application for admission; Official high school transcript. The University of Findlay is test-optional for most undergraduate majors.",Not Required,True,False,False,True,False,False,,,program,Chemistry,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply, you will need to submit an application for admission (either the UF application or the Common Application) and your official high school transcript. The University of Findlay is currently test-optional through the 2024-2025 academic year. Students applying to most majors, including Children's Book Illustration, are not required to submit an ACT or SAT score for admission consideration.",Not Required,True,False,False,False,False,False,,,program,Children's Book Illustration,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for admission to the University of Findlay, prospective students need a completed online application for admission and an official high school transcript. The university has a Test-Optional Admission Policy, which allows students to choose whether to include ACT/SAT scores in their application review for most undergraduate programs.",Not Required,True,False,False,False,False,False,,,program,Coaching,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"A completed application
Official high school transcript or official GED score report",Not Required,True,False,False,False,False,False,,,program,Communications,https://www.findlay.edu/arts-humanities-social-sciences/communication/
Not Required,Not Required,,Not Required,True,False,False,True,False,False,,,program,Computational and Applied Mathematics,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission, students must: Complete and submit an application for admission (it's free!). Submit your official high school transcript. Submit your official ACT or SAT scores. The University of Findlay is currently test-optional for the Fall 2024 and Spring 2025 semesters.",Not Required,True,False,False,True,False,False,,,program,Computer Science,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission to the University of Findlay, you need to submit the following: 1. A completed application for admission - Apply online for free! 2. Official high school transcripts 3. Official ACT or SAT scores (The University of Findlay is test-optional for most programs. Please see our test-optional policy​ for more information.)",Not Required,True,False,False,True,False,False,,,program,Computer Science - Business Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Optional,"To apply for admission, you will need to submit: A completed application for admission and scholarships; Official high school transcripts. Official ACT or SAT scores are optional for most majors, including Computer Science. Letters of recommendation or personal essays are not required for admission but are strongly recommended for scholarship purposes.",Not Required,True,False,True,True,False,False,,,program,Computer Science - Computer Systems Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Optional,"To apply to the University of Findlay as a first-time freshman, please submit the following: 1. Completed application for admission (either the University of Findlay's free online application or the Common Application). 2. Submit your official high school transcript. 3. Submit your ACT or SAT scores. Findlay is test-optional for most majors.",Not Required,True,True,True,True,False,False,,,program,Computer Science - Data Analytics Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,Complete the free University of Findlay application or add us to your Common Application. Submit official high school transcript or official GED scores. Submit official ACT or SAT scores. Students may apply to be admitted without an ACT/SAT score if they have a cumulative high school GPA of 3.0 or higher.,Not Required,True,False,False,True,False,False,,,program,Computer Science - Information Assurance Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Optional,"To be considered for admission, you will need to submit a completed application for admission (either through the University of Findlay website or the Common Application) and official high school transcripts. ACT/SAT scores are optional for general admission. Letters of recommendation and a personal statement are not required, but are highly encouraged.",Not Required,True,False,True,True,False,False,,,program,Computer Science - Mathematics Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission to the University of Findlay, we ask that you please submit the following: A completed application for admission... Official high school transcript... The University of Findlay is test-optional for most majors. If you choose to submit your test scores, have your official ACT or SAT scores sent directly from the testing agency. While not required for admission, letters of recommendation from your high school counselor or teacher are welcomed.",Not Required,True,False,True,True,False,False,,,program,Computer Science - Web & Database Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for admission to the University of Findlay as a first-year student, you will need the following:

- A completed application for admission
- Official high school transcript",Not Required,True,False,False,False,False,False,,,program,Creative Writing,https://findlay.smartcatalogiq.com/en/new-year/undergraduate-catalog/major-requirements/college-of-liberal-arts/department-of-english/english-creative-writing-emphasis-ba
Not Required,Not Required,"To apply, you must complete the free online application or add the university on the Common App, and submit your official high school transcript. The University of Findlay is a test-optional institution, which means you are not required to submit your ACT and/or SAT test scores for admission.",Not Required,True,False,False,False,False,False,,,program,Criminal Justice,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission, you will need to submit the following: Complete the online application. You can either complete our online Institutional Application or the Common Application. Submit your official high school transcript. Submit your official college transcripts if you have earned any college credit while in high school.",Not Required,True,False,False,False,False,False,,,program,Criminal Justice - White-Collar Crime & Fraud Investigation,https://www.findlay.edu/academics/undergraduate
Not Required,Optional,"To apply for admission, please submit the University of Findlay's FREE online application or apply through the Common App. You will also need to send an official high school transcript. The University of Findlay is a test-optional institution, so ACT and/or SAT scores are not required for admission.",Not Required,True,True,True,True,False,False,,,program,Data Analytics,https://www.findlay.edu/academics/undergraduate
,,Cumulative High School GPA of 3.5 or higher on a 4.0 scale; ACT composite of 24 or higher or SAT combined of 1160 or higher; High School level math through algebra 2 with a grade of C or better in all courses; High school level biology and chemistry with labs with a grade of B or better in all courses; Completion of the Sonography Direct Admission Application,,True,False,False,False,True,True,24.0,1160.0,program,Diagnostic Medical Sonography,https://alliedhealthprograms.com/school/diagnostic-medical-sonography-program-at-university-of-findlay/
,,"To apply for admission to the University of Findlay as a freshman, students will need the following:

1. A completed application.
2. Official high school transcripts.",,True,False,False,False,False,False,,,program,Digital Communication and Media/Multimedia,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/major-requirements/college-of-arts-humanities-and-social-sciences/department-of-media-and-communication/journalism-digital-media-ba/
,,Students applying for admission must submit: A completed application for admission and scholarships [and] an official high school transcript. The University of Findlay has a test-optional admission policy. Students with a cumulative high school GPA of 2.5 or higher (on a 4.0 scale) are not required to submit an ACT or SAT score for admission. Students with a cumulative high school GPA below a 2.5 (on a 4.0 scale) are required to submit an ACT or SAT score for admission consideration.,,True,False,False,False,False,False,,,program,Digital Media,https://pulse.findlay.edu/2025/tv-content/come-join-us-in-the-university-of-findlay-dept-of-media-communication/
,,,,True,False,False,False,False,False,,,program,"Diversity, Equity & Inclusion",https://www.findlay.edu/majors/minors
Not Required,Optional,"To be considered for regular admission to the University of Findlay, we ask that you send us the following: 1. Application: Complete an application for admission: The University of Findlay Application or The Common Application. 2. Official High School Transcript.",Not Required,True,False,True,False,False,False,,,program,Early Childhood Education,https://www.findlay.edu/academics/undergraduate
Not Required,Required,"To be eligible for consideration to the Diagnostic Medical Sonography (DMS) program, the student must: Be accepted to the University of Findlay. Submit a completed DMS application via the online sonography application system (SICAS) by Jan. 15. Have a minimum cumulative GPA of 3.0 on a 4.0 scale. Must have a 'C' or better in all pre-requisite courses, including Anatomy & Physiology I & II with labs, Chemistry with lab, Medical Terminology, and Physics. Must complete a minimum of two job shadowing experiences for a total of 16 hours. Must submit two letters of recommendation. Must complete an interview. A written essay is part of the application and a written essay is also completed during the interview day.",Required,True,False,True,False,False,False,,,program,Echocardiography,https://www.findlay.edu/academics/undergraduate
Not Required,Optional,"To be considered for admission, first-year students must submit a completed online application and official high school transcripts. The University of Findlay is test-optional. While not required for admission, students are encouraged to submit their ACT or SAT scores to be considered for some scholarships. Letters of recommendation and essays are not required for admission but can be submitted as supplemental materials.",Not Required,True,True,True,False,False,False,,,program,Economics,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/courses/econ-economics
,,,,False,False,False,False,False,False,,,program,Education,https://www.youtube.com/watch?v=Tzz2zlzQ7P4
Not Required,Not Required,Required application materials: Completed undergraduate application (Findlay’s FREE online application or the Common Application); Official high school transcript(s) from all institutions attended; Official ACT or SAT scores (The University of Findlay is test-optional).,Not Required,True,False,False,False,False,False,,,program,Elementary Education,https://www.findlay.edu/academics/undergraduate
Optional,Required,"In addition to the online application and fee, applicants must submit:

Official transcripts of all previous college work. The UNH Graduate School requires a minimum GPA of 3.0.
Three letters of recommendation.
Statement of purpose (approximately 500 words), indicating your primary areas of interest and reasons for applying to our program.
Writing sample (10-20 pages of critical or analytical prose on a literary topic; do not submit creative writing).
Resume (optional).
GRE General Test is not required.",Required,True,False,True,False,False,False,,,program,English,https://www.youtube.com/watch?v=WDFm_qCXO7A
,,"To be admitted to the University of Findlay as a first-year student, applicants are asked to complete the following steps: 1. Complete an application (Findlay's free online application or the Common App). 2. Request your official high school transcript be sent to the Office of Admissions. 3. Ask a teacher, school counselor or principal to complete a recommendation form or send a letter of recommendation on your behalf.",,True,False,True,False,False,False,,,program,English - Creative Writing Emphasis,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/major-requirements/college-of-arts-humanities-and-social-sciences/department-of-english-philosophy-and-religious-studies/english-engl/
,,,,False,False,False,False,False,False,,,program,English - General Writing Emphasis,https://english.fas.harvard.edu/
,,"To apply, you will need to submit an online application or the Common Application and your official high school transcript. The University of Findlay has adopted a test-optional admission policy, so submitting ACT or SAT scores is not required for most students.",Not Required,True,True,False,False,False,False,,,program,English - Literature Emphasis,https://www.educations.com/ba/literature
Not Required,Not Required,"To be considered for regular admission to the University of Findlay, applicants must complete the online application and submit their official high school transcript. Submission of official ACT/SAT scores is optional for this major.",Not Required,True,False,False,False,False,False,,,program,English - Teaching Emphasis,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/major-requirements/college-of-arts-humanities-and-social-sciences/department-of-english-philosophy-and-religious-studies/english-engl/english-teaching-emphasis-ba/
Not Required,Optional,"To be considered for admission, applicants must submit an application for admission and official high school transcripts. Standardized test scores (ACT/SAT) are optional. While not required, applicants may also submit letters of recommendation and a personal statement.",Not Required,True,True,True,False,False,False,,,program,English and Speech Teacher Education,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/major-requirements/college-of-arts-humanities-and-social-sciences/department-of-english
Not Required,Not Required,"To be considered for admissions, you need to: Submit a free online application for admission. Submit official transcripts from your high school or secondary school. Submit official transcripts from any post-secondary institution attended. Submit official ACT or SAT scores. *University of Findlay is a test-optional institution. The submission of ACT/SAT scores is optional for admissions consideration.",Not Required,True,False,False,False,False,False,,,program,English Equestrian Studies,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission to the University of Findlay, you must submit the following items:

1. Complete an online application
You may complete our free online application or add Findlay to your Common Application.
2. Request an official high school transcript
An official high school transcript must be sent directly from your high school to the University of Findlay's Office of Admissions.
3. Submit your ACT and/or SAT scores
Findlay is a test-optional university for the 2024-2025 academic year. Please contact the Office of Admissions with any questions.",Not Required,True,False,False,False,False,False,,,program,Entrepreneurship,https://www.findlay.edu/academics/undergraduate
,,Complete the free online application for admission. Request that your official high school transcripts be sent to the Office of Admissions from the high school from which you graduated. Request that your official ACT or SAT scores be sent to the Office of Admissions from the testing service. The University of Findlay is test-optional. Request that your official college transcripts be sent to the Office of Admissions from all colleges/universities you have attended (if applicable).,,True,True,False,True,False,False,,,program,"Environment, Health, Safety & Sustainability",https://www.findlay.edu/sciences/environmental-sustainability/
,,,,False,False,False,False,False,False,,,program,"Environmental, Safety & Occupational Health Management",https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission, you will need to submit a completed application, your official high school transcript, and your ACT or SAT scores (if you choose to submit them). The University of Findlay has a test-optional admission policy. This allows students to choose at the point of application whether to submit ACT or SAT scores as part of their admission application.",Not Required,True,False,False,False,False,False,,,program,Equine Business Management,https://www.findlay.edu/sciences/equestrian-studies/
Not Required,Optional,"To be considered for admission, first-time freshmen should submit the following:

Completed application for admission and scholarships
Official high school transcripts
Official ACT and/or SAT scores (optional)

Your admission counselor may request additional materials like letters of recommendation or a personal essay to help with their decision.",Not Required,True,False,True,True,False,False,,,program,Equine Studies,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be considered for admission, you will need to submit the following:
- Completed application for admission
- Official high school transcript
- Official ACT or SAT test scores*
*Findlay has a test-optional admission policy.",Not Required,True,False,False,True,False,False,,,program,Equestrian Studies,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for admission, please submit the following:

1. Submit a completed application for admission, including the essay portion.
2. Submit official transcripts from your high school.
3. Test Scores: The University of Findlay is test-optional for the ACT/SAT.",Not Required,True,False,False,False,False,False,,,program,Equestrian Studies - English Riding/Training Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To complete an application for admission, applicants must submit a completed online application, official high school transcript, and official college transcripts (if applicable). The University of Findlay has a test-optional admission policy, meaning the submission of ACT or SAT scores is optional.",Not Required,True,True,False,False,False,False,,,program,Equestrian Studies - Western Riding/Training Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for admission, students must complete the free online application or the Common Application and send an official copy of their high school transcripts. The University of Findlay is test-optional for the 2024-2025 academic year, meaning ACT or SAT scores are not required for admission. For students who choose to submit them, Findlay's ACT code is 3280 and our SAT code is 1223. Letters of recommendation and an essay are not required but are strongly encouraged for those applying through Findlay's application and may be required for the Common Application.",Not Required,True,False,True,True,False,False,,,program,Equestrian Studies-English Riding Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To be admitted to the University of Findlay as a first-year student, you will need to submit the following: A completed application for admission; An official high school transcript. Students may choose to have ACT or SAT scores sent to the University of Findlay. Students with a cumulative high school GPA of a 2.5 or higher on a 4.0 scale will be offered direct admission to the University.",Not Required,True,False,False,False,False,False,,,program,Equestrian Studies - Western Riding Emphasis,https://www.findlay.edu/academics/undergraduate
Not Required,Required,"To be considered for the Watterson Scholars Program, you must meet the following criteria:
Have a recommended high school GPA of 3.0
Exhibit a commitment to developing ethical leadership qualities
Complete the application, including the essay portion
Submit one letter of recommendation
Agree to a personal interview, if requested",Required,True,False,True,False,False,False,,,program,Ethical Leadership,https://www.findlay.edu/Watterson-Center/watterson-scholars
Not Required,Not Required,"Admission to the University of Findlay is based primarily on your high school curriculum and cumulative grade point average (GPA). To be considered for admission, you will need: an Application for Admission and your Official High School Transcript(s). The University of Findlay is test-optional for undergraduate admissions. You will have the option to submit ACT/SAT scores with your application for admission and scholarship consideration.",Not Required,True,False,False,False,False,False,,,program,Exercise Science for Health Professions,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for undergraduate admission, students must submit a completed online application and an official high school transcript or GED. The University of Findlay is currently test-optional, so standardized test scores (ACT/SAT) are not required for admission.",Not Required,True,False,False,False,False,False,,,program,Finance,https://www.findlay.edu/academics/undergraduate
,,"Students meeting the following criteria will be considered for direct admission to the College of Education: Earned final high school cumulative GPA of 3.0 or higher. Submitted ACT or SAT scores. ACT composite of 23 or higher and no section score lower than 20. SAT combined score of 1130 or higher in Evidence-Based Reading & Writing and Math sections, and no score lower than 520. Students must also show evidence of a background check completed by the Ohio Bureau of Criminal Investigation and the Federal Bureau of Investigation (BCI & FBI).",,False,False,True,False,False,False,23.0,1130.0,program,Foreign Language Teacher Education,https://www.findlay.edu/education/
,,,,False,False,False,False,False,False,,,program,Foreign Languages and Literatures,https://www.udel.edu/academics/colleges/cas/units/departments/languages-literatures-cultures/
Not Required,Not Required,All we need to consider you for admission is a completed application and official high school transcripts.,Not Required,True,True,False,True,False,False,,,program,Forensic Science,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for admission to The University of Findlay's undergraduate program, you will need to complete the following: 1. Complete an application (University of Findlay's online application or the Common Application). 2. Send us your official high school transcripts. 3. Send us your official ACT/SAT scores (optional) - Findlay has a test-optional admission policy.",Not Required,True,True,False,False,False,False,,,program,Gender Studies,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply as a first-year student at the University of Findlay, you'll need to complete the University of Findlay application or the Common Application and send your official high school transcripts. The University of Findlay is currently test-optional for most majors. If you wish to submit your test scores, you can have your official ACT or SAT scores sent directly from the testing agency.",Not Required,True,False,False,False,False,False,,,program,General Studies,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/major-requirements/general-studies-aa
Not Required,Not Required,"To apply for undergraduate admission, the University of Findlay requires a completed application for admission and an official high school transcript or GED results. ACT or SAT test scores are optional for most programs.",Not Required,True,False,False,False,False,False,,,program,Gerontology,https://findlay.smartcatalogiq.com/en/current/undergraduate-catalog/courses/gern-gerontology
Not Required,Not Required,"To apply as a first-time freshman, you will need to: Complete the University of Findlay's free online application or apply through the Common App. Send your official high school transcripts to the Office of Admissions. Findlay is a test-optional university.",Not Required,True,True,False,False,False,False,,,program,Graphic Communications,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for freshman admission, the University of Findlay requires an Application for Admission and official high school transcript(s).",Not Required,True,True,False,False,False,False,,,program,Graphic Design,https://www.findlay.edu/academics/undergraduate
Not Required,Not Required,"To apply for admission to the University of Findlay, you need to complete the University of Findlay's free online application​ or apply through the Common App​, and have your official high school transcripts sent to the Office of Admissions. The University of Findlay has a test-optional admission policy. Students may choose whether or not to submit ACT or SAT scores as part of their application file. If you choose not to submit test scores, you will not be disadvantaged in the admission process.",Not Required,True,True,True,False,False,False,,,program,Health and Physical Education,https://www.findlay.edu/academics/undergraduate
