ProgramId,CollegeId,ProgramName,CollegeName,City,Level,QsWorldRanking,UsNewsRanking
13527,171,Master of Science in Aerospace Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13528,171,Master of Science in Aerospace Engineering  -  Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13529,171,Professional Master's in Applied Systems Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13530,171,Master of Science in Analytics,Georgia Institute of Technology,Atlanta,Graduate,,
13531,171,Master of Science in Analytics - Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13532,171,Master of Science in Applied Languages and Intercultural Studies,Georgia Institute of Technology,Atlanta,Graduate,,
13533,171,Master of Architecture,Georgia Institute of Technology,Atlanta,Graduate,,
13534,171,Master of Science in Biomedical Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13535,171,Master of Biomedical Innovation and Development,Georgia Institute of Technology,Atlanta,Graduate,,
13536,171,Master of Business Administration in Master of Business Administration,Georgia Institute of Technology,Atlanta,Graduate,,
13537,171,Master of Business Administration - Global Business,Georgia Institute of Technology,Atlanta,Graduate,,
13538,171,Master of Business Administration - Management of Technology,Georgia Institute of Technology,Atlanta,Graduate,,
13539,171,Master of Science in Chemical Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13540,171,Master of Science in City and Regional Planning,Georgia Institute of Technology,Atlanta,Graduate,,
13541,171,Master of Science in Civil Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13542,171,Master of Science in Computational Science and Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13543,171,Master of Science in Computer Science,Georgia Institute of Technology,Atlanta,Graduate,,
13544,171,Master of Science in Computer Science  -  Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13545,171,Master of Science in Cybersecurity,Georgia Institute of Technology,Atlanta,Graduate,,
13546,171,Master of Science in Cybersecurity - Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13547,171,Master of Science in Digital Media,Georgia Institute of Technology,Atlanta,Graduate,,
13548,171,Master of Science in Earth and Atmospheric Sciences,Georgia Institute of Technology,Atlanta,Graduate,,
13549,171,Master of Science in Economics,Georgia Institute of Technology,Atlanta,Graduate,,
13550,171,Master of Science in Electrical and Computer Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13551,171,Master of Science in Electrical and Computer Engineering  -  Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13552,171,Master of Science in Engineering Science and Mechanics,Georgia Institute of Technology,Atlanta,Graduate,,
13553,171,Master of Science in Environmental Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13554,171,Master of Science in Global Development,Georgia Institute of Technology,Atlanta,Graduate,,
13555,171,Master of Science in Global Media and Cultures,Georgia Institute of Technology,Atlanta,Graduate,,
13556,171,Master of Science in Health Systems,Georgia Institute of Technology,Atlanta,Graduate,,
13557,171,Master of Science in History and Sociology of Technology and Science,Georgia Institute of Technology,Atlanta,Graduate,,
13558,171,Master of Science in Human-Computer Interaction,Georgia Institute of Technology,Atlanta,Graduate,,
13559,171,Master of Science in Industrial Design,Georgia Institute of Technology,Atlanta,Graduate,,
13560,171,Master of Science in Industrial Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13561,171,Master of Science in International Affairs,Georgia Institute of Technology,Atlanta,Graduate,,
13562,171,"Master of Science in International Affairs, Science, and Technology",Georgia Institute of Technology,Atlanta,Graduate,,
13563,171,Master of Science in International Security,Georgia Institute of Technology,Atlanta,Graduate,,
13564,171,Master of Science in Management,Georgia Institute of Technology,Atlanta,Graduate,,
13565,171,Master of Science in Management - Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13566,171,Master of Science in Manufacturing Leadership,Georgia Institute of Technology,Atlanta,Graduate,,
13567,171,Master of Science in Materials Science and Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13568,171,Master of Science in Mathematics,Georgia Institute of Technology,Atlanta,Graduate,,
13569,171,Master of Science in Mechanical Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13570,171,"Master of Science in Mechanical Engineering, Online",Georgia Institute of Technology,Atlanta,Graduate,,
13571,171,Master of Science in Medical Physics,Georgia Institute of Technology,Atlanta,Graduate,,
13572,171,Master of Science in Music Technology,Georgia Institute of Technology,Atlanta,Graduate,,
13573,171,Master of Science in Nuclear Engineering,Georgia Institute of Technology,Atlanta,Graduate,,
13574,171,Master of Science in Occupational Safety and Health,Georgia Institute of Technology,Atlanta,Graduate,,
13575,171,Master of Science in Operations Research,Georgia Institute of Technology,Atlanta,Graduate,,
13576,171,Master of Science in Operations Research  -  Online Degree,Georgia Institute of Technology,Atlanta,Graduate,,
13577,171,Master of Science in Physics,Georgia Institute of Technology,Atlanta,Graduate,,
13578,171,Master of Science in Public Policy,Georgia Institute of Technology,Atlanta,Graduate,,
13579,171,Master of Science in Psychology,Georgia Institute of Technology,Atlanta,Graduate,,
13580,171,Master of Science in Quantitative and Computational Finance,Georgia Institute of Technology,Atlanta,Graduate,,
13581,171,Master of Real Estate Development,Georgia Institute of Technology,Atlanta,Graduate,,
13582,171,Master of Science in Statistics,Georgia Institute of Technology,Atlanta,Graduate,,
13583,171,Master of Sustainable and Resilient Communities,Georgia Institute of Technology,Atlanta,Graduate,,
13584,171,Doctor of Philosophy in Aerospace Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13585,171,"Doctor of Philosophy in Algorithms, Combinatorics, and Optimization",Georgia Institute of Technology,Atlanta,Doctoral,,
13586,171,Doctor of Philosophy in Applied Physiology,Georgia Institute of Technology,Atlanta,Doctoral,,
13587,171,Doctor of Philosophy in Architecture,Georgia Institute of Technology,Atlanta,Doctoral,,
13588,171,Doctor of Philosophy in Bioengineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13589,171,Doctor of Philosophy in Bioinformatics,Georgia Institute of Technology,Atlanta,Doctoral,,
13590,171,Doctor of Philosophy in Biology,Georgia Institute of Technology,Atlanta,Doctoral,,
13591,171,Doctor of Philosophy in Biomedical Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13592,171,Doctor of Philosophy in Building Construction,Georgia Institute of Technology,Atlanta,Doctoral,,
13593,171,Doctor of Philosophy in Chemical Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13594,171,Doctor of Philosophy in Chemistry,Georgia Institute of Technology,Atlanta,Doctoral,,
13595,171,Doctor of Philosophy in City and Regional Planning,Georgia Institute of Technology,Atlanta,Doctoral,,
13596,171,Doctor of Philosophy in Civil Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13597,171,Doctor of Philosophy in Computational Science and Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13598,171,Doctor of Philosophy in Computer Science,Georgia Institute of Technology,Atlanta,Doctoral,,
13599,171,Doctor of Philosophy in Digital Media,Georgia Institute of Technology,Atlanta,Doctoral,,
13600,171,Doctor of Philosophy in Earth and Atmospheric Sciences,Georgia Institute of Technology,Atlanta,Doctoral,,
13601,171,Doctor of Philosophy in Economics,Georgia Institute of Technology,Atlanta,Doctoral,,
13602,171,Doctor of Philosophy in Electrical and Computer Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13603,171,Doctor of Philosophy in Engineering Science and Mechanics,Georgia Institute of Technology,Atlanta,Doctoral,,
13604,171,Doctor of Philosophy in Environmental Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13605,171,Doctor of Philosophy in History and Sociology of Technology and Science,Georgia Institute of Technology,Atlanta,Doctoral,,
13606,171,Doctor of Philosophy in Human-Centered Computing,Georgia Institute of Technology,Atlanta,Doctoral,,
13607,171,Doctor of Philosophy in Industrial Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13608,171,"Doctor of Philosophy in International Affairs, Science, and Technology",Georgia Institute of Technology,Atlanta,Doctoral,,
13609,171,Doctor of Philosophy in Machine Learning,Georgia Institute of Technology,Atlanta,Doctoral,,
13610,171,Doctor of Philosophy in Management,Georgia Institute of Technology,Atlanta,Doctoral,,
13611,171,Doctor of Philosophy in Materials Science and Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13612,171,Doctor of Philosophy in Mathematics,Georgia Institute of Technology,Atlanta,Doctoral,,
13613,171,Doctor of Philosophy in Mechanical Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13614,171,Doctor of Philosophy in Music Technology,Georgia Institute of Technology,Atlanta,Doctoral,,
13615,171,Doctor of Philosophy in Neuroscience and Neurotechnology,Georgia Institute of Technology,Atlanta,Doctoral,,
13616,171,Doctor of Philosophy in Nuclear Engineering,Georgia Institute of Technology,Atlanta,Doctoral,,
13617,171,Doctor of Philosophy in Nuclear Engineering  -  Medical Physics Option,Georgia Institute of Technology,Atlanta,Doctoral,,
13618,171,Doctor of Philosophy in Nuclear Engineering  -  Nuclear Enterprise Management Option,Georgia Institute of Technology,Atlanta,Doctoral,,
13619,171,Doctor of Philosophy in Operations Research,Georgia Institute of Technology,Atlanta,Doctoral,,
13620,171,Doctor of Philosophy in Physics,Georgia Institute of Technology,Atlanta,Doctoral,,
13621,171,Doctor of Philosophy in Psychology,Georgia Institute of Technology,Atlanta,Doctoral,,
13622,171,Doctor of Philosophy in Public Policy,Georgia Institute of Technology,Atlanta,Doctoral,,
13623,171,Doctor of Philosophy in Robotics,Georgia Institute of Technology,Atlanta,Doctoral,,
13624,171,Graduate Embedded Certificate in Astrobiology,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13625,171,Graduate Embedded Certificate in BioRobotics,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13626,171,Graduate Embedded Certificate in Computational Materials Science and Engineering,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13627,171,Graduate Embedded Certificate in Geographic Information Systems,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13628,171,Graduate Embedded Certificate in Industrial Design Fundamentals,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13629,171,Graduate Embedded Certificate in Mechanical Properties of Materials,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13630,171,Graduate Embedded Certificate in Micro Electro Mechanical Systems,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13631,171,Graduate Embedded Certificate in Public Policy,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13632,171,Graduate Embedded Certificate in Remote Sensing,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13633,171,"Graduate Embedded Certificate in Science, Technology, and Society",Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13634,171,Graduate Embedded Certificate in Space Entrepreneurship,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13635,171,Graduate Stand-Alone Certificate in Business Analytics,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13636,171,Graduate Stand-Alone Certificate in Data Science for the Chemical Industry,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13637,171,Graduate Stand-Alone Certificate in Emerging Technologies and Proliferation,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13638,171,Graduate Stand-Alone Certificate in Global Development,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13639,171,Graduate Stand-Alone Certificate in International Security and Aerospace Systems,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13640,171,Graduate Stand-Alone Certificate in Medical Physics,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13641,171,Graduate Stand-Alone Certificate in Sustainable Energy and Environmental Management,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13642,171,Tech-to-Teaching Certificate,Georgia Institute of Technology,Atlanta,Graduate-Certificate,,
13643,171,Graduate Leadership Program,Georgia Institute of Technology,Atlanta,Graduate,,
13644,171,Bachelor of Science in Aerospace Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13645,171,Aerospace Engineering Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13646,171,African Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13647,171,Air Force Leadership Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13648,171,Applications of Artificial Intelligence and Machine Learning Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13649,171,Bachelor of Science in Applied Languages and Intercultural Studies,Georgia Institute of Technology,Atlanta,Undergraduate,,
13650,171,Bachelor of Science in Applied Physics,Georgia Institute of Technology,Atlanta,Undergraduate,,
13651,171,Bachelor of Science in Architecture,Georgia Institute of Technology,Atlanta,Undergraduate,,
13652,171,Architecture Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13653,171,"Bachelor of Science in Arts, Entertainment, and Creative Technologies",Georgia Institute of Technology,Atlanta,Undergraduate,,
13654,171,Astrobiology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13655,171,Bachelor of Science in Astrophysics,Georgia Institute of Technology,Atlanta,Undergraduate,,
13656,171,Astrophysics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13657,171,Bachelor of Science in Atmospheric and Oceanic Sciences,Georgia Institute of Technology,Atlanta,Undergraduate,,
13658,171,Bachelor of Science in Biochemistry,Georgia Institute of Technology,Atlanta,Undergraduate,,
13659,171,Bachelor of Science in Biology,Georgia Institute of Technology,Atlanta,Undergraduate,,
13660,171,Bachelor of Science in Biomedical Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13661,171,Black Media Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13662,171,Bachelor of Science in Business Administration,Georgia Institute of Technology,Atlanta,Undergraduate,,
13663,171,Business of Sports and Entertainment Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13664,171,Bachelor of Science in Chemical and Biomolecular Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13665,171,Bachelor of Science in Chemistry,Georgia Institute of Technology,Atlanta,Undergraduate,,
13666,171,Chinese Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13667,171,Bachelor of Science in Civil Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13668,171,Classical Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13669,171,Computational Data Analysis Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13670,171,Bachelor of Science in Computational Media,Georgia Institute of Technology,Atlanta,Undergraduate,,
13671,171,Computation and Cognition Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13672,171,Bachelor of Science in Computer Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13673,171,Bachelor of Science in Computer Science,Georgia Institute of Technology,Atlanta,Undergraduate,,
13674,171,Computer Science Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13675,171,Construction Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13676,171,Creative Writing Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13677,171,Defense Leadership Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13678,171,East Asian Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13679,171,Bachelor of Science in Earth and Atmospheric Sciences,Georgia Institute of Technology,Atlanta,Undergraduate,,
13680,171,Bachelor of Science in Economics,Georgia Institute of Technology,Atlanta,Undergraduate,,
13681,171,Economics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13682,171,Bachelor of Science in Economics and International Affairs,Georgia Institute of Technology,Atlanta,Undergraduate,,
13683,171,Bachelor of Science in Electrical Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13684,171,Energy Systems Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13685,171,Engineering and Business Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13686,171,Engineering and Psychology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13687,171,English Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13688,171,Bachelor of Science in Environmental Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13689,171,Environmental Engineering Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13690,171,Film and Media Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13691,171,French Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13692,171,German Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13693,171,Global Development Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13694,171,Bachelor of Science in Global Economics and Modern Languages,Georgia Institute of Technology,Atlanta,Undergraduate,,
13695,171,Global Engineering Leadership Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13696,171,Health and Medical Sciences Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13697,171,Health Communication Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13698,171,"Bachelor of Science in History, Technology, and Society",Georgia Institute of Technology,Atlanta,Undergraduate,,
13699,171,History Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13700,171,Bachelor of Science in Industrial Design,Georgia Institute of Technology,Atlanta,Undergraduate,,
13701,171,Industrial Design Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13702,171,Bachelor of Science in Industrial Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13703,171,Industrial Engineering Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13704,171,Science and Engineering for International Development Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13705,171,Bachelor of Science in International Affairs,Georgia Institute of Technology,Atlanta,Undergraduate,,
13706,171,Bachelor of Science in International Affairs and Modern Languages,Georgia Institute of Technology,Atlanta,Undergraduate,,
13707,171,"International Business, Language, and Culture Minor",Georgia Institute of Technology,Atlanta,Undergraduate,,
13708,171,Japanese Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13709,171,Korean Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13710,171,Latin American and LatinX Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13711,171,"Law, Science, and Technology Minor",Georgia Institute of Technology,Atlanta,Undergraduate,,
13712,171,Leadership Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13713,171,Linguistics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13714,171,"Bachelor of Science in Literature, Media, and Communication",Georgia Institute of Technology,Atlanta,Undergraduate,,
13715,171,Marine Science Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13716,171,Bachelor of Science in Materials Science and Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13717,171,Materials Science and Engineering Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13718,171,Mathematical Biology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13719,171,Bachelor of Science in Mathematics,Georgia Institute of Technology,Atlanta,Undergraduate,,
13720,171,Mathematics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13721,171,Bachelor of Science in Mechanical Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13722,171,Mechanical Engineering Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13723,171,Media and Entertainment Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13724,171,Middle Eastern and North African Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13725,171,Military Science Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13726,171,Music Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13727,171,Bachelor of Science in Music Technology,Georgia Institute of Technology,Atlanta,Undergraduate,,
13728,171,Music Technology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13729,171,Naval Science Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13730,171,Bachelor of Science in Neuroscience,Georgia Institute of Technology,Atlanta,Undergraduate,,
13731,171,Neuroscience Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13732,171,Bachelor of Science in Nuclear and Radiological Engineering,Georgia Institute of Technology,Atlanta,Undergraduate,,
13733,171,Nuclear and Radiological Engineering Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13734,171,Performance Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13735,171,Philosophy Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13736,171,Bachelor of Science in Physics,Georgia Institute of Technology,Atlanta,Undergraduate,,
13737,171,Physics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13738,171,Physiology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13739,171,Political Science Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13740,171,Politics and Policy Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13741,171,Pre-Law Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13742,171,Bachelor of Science in Psychology,Georgia Institute of Technology,Atlanta,Undergraduate,,
13743,171,Psychology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13744,171,Bachelor of Science in Public Policy,Georgia Institute of Technology,Atlanta,Undergraduate,,
13745,171,Public Policy Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13746,171,Robotics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13747,171,Russian Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13748,171,Science Communication and Policy Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13749,171,Science Fiction Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13750,171,"Science, Technology, and Society Minor",Georgia Institute of Technology,Atlanta,Undergraduate,,
13751,171,Social Justice Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13752,171,Sociology Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13753,171,Spanish Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13754,171,Sports Studies Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13755,171,Statistics Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13756,171,Sustainable Cities Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
13757,171,Technology and Business Minor,Georgia Institute of Technology,Atlanta,Undergraduate,,
