ProgramId,CollegeId,ProgramName,CollegeName,City,Level,QsWorldRanking,UsNewsRanking
24488,222,Bachelor of Arts in Chinese Studies,DePaul University,Chicago,Undergraduate,,
24489,222,Bachelor of Arts in Comedy Arts,DePaul University,Chicago,Undergraduate,,
24490,222,Bachelor of Arts in Communication and Media,DePaul University,Chicago,Undergraduate,,
24491,222,Bachelor of Arts in Communication and Technology,DePaul University,Chicago,Undergraduate,,
24492,222,Bachelor of Arts in Communication Studies,DePaul University,Chicago,Undergraduate,,
24493,222,Bachelor of Music in Composition,DePaul University,Chicago,Undergraduate,,
24494,222,Bachelor of Science in Computer Science,DePaul University,Chicago,Undergraduate,,
24495,222,Bachelor of Science in Computer Science and Animation,DePaul University,Chicago,Undergraduate,,
24496,222,Bachelor of Science in Computer Science and Economics,DePaul University,Chicago,Undergraduate,,
24497,222,Bachelor of Science in Computer Science and Geography,DePaul University,Chicago,Undergraduate,,
24498,222,Bachelor of Science in Computer Science and History,DePaul University,Chicago,Undergraduate,,
24499,222,Bachelor of Science in Computer Science and Writing and Rhetoric,DePaul University,Chicago,Undergraduate,,
24500,222,Bachelor of Arts in Professional Studies in Computing,DePaul University,Chicago,Undergraduate,,
24501,222,Bachelor of Fine Arts in Costume Design,DePaul University,Chicago,Undergraduate,,
24502,222,Bachelor of Fine Arts in Costume Technology,DePaul University,Chicago,Undergraduate,,
24503,222,Bachelor of Arts in Criminology,DePaul University,Chicago,Undergraduate,,
24504,222,Bachelor of Science in Cybersecurity,DePaul University,Chicago,Undergraduate,,
24505,222,Bachelor of Science in Data Science (CDM),DePaul University,Chicago,Undergraduate,,
24506,222,Bachelor of Science in Data Science (CSH),DePaul University,Chicago,Undergraduate,,
24507,222,Bachelor of Arts in Professional Studies in Decision Analytics,DePaul University,Chicago,Undergraduate,,
24508,222,Bachelor of Fine Arts in Dramaturgy/Criticism,DePaul University,Chicago,Undergraduate,,
24509,222,Bachelor of Science in Early Childhood Education,DePaul University,Chicago,Undergraduate,,
24510,222,Bachelor of Science in Economic Data Analytics,DePaul University,Chicago,Undergraduate,,
24511,222,Bachelor of Arts in Economics,DePaul University,Chicago,Undergraduate,,
24512,222,Bachelor of Science in Business in Economics,DePaul University,Chicago,Undergraduate,,
24513,222,Bachelor of Science in Elementary Education,DePaul University,Chicago,Undergraduate,,
24514,222,Bachelor of Arts in English,DePaul University,Chicago,Undergraduate,,
24515,222,Bachelor of Science in Environmental Science,DePaul University,Chicago,Undergraduate,,
24516,222,Bachelor of Science in Exercise Science,DePaul University,Chicago,Undergraduate,,
24517,222,Bachelor of Arts in Film and Television,DePaul University,Chicago,Undergraduate,,
24518,222,Bachelor of Fine Arts in Film and Television,DePaul University,Chicago,Undergraduate,,
24519,222,Bachelor of Science in Business in Finance,DePaul University,Chicago,Undergraduate,,
24520,222,Bachelor of Arts in French,DePaul University,Chicago,Undergraduate,,
24521,222,Bachelor of Science in Game Design,DePaul University,Chicago,Undergraduate,,
24522,222,Bachelor of Science in Game Programming,DePaul University,Chicago,Undergraduate,,
24523,222,Bachelor of Arts in Geography,DePaul University,Chicago,Undergraduate,,
24524,222,Bachelor of Arts in German,DePaul University,Chicago,Undergraduate,,
24525,222,Bachelor of Science in Graphic Design,DePaul University,Chicago,Undergraduate,,
24526,222,Bachelor of Science in Health Sciences,DePaul University,Chicago,Undergraduate,,
24527,222,Bachelor of Arts in History,DePaul University,Chicago,Undergraduate,,
24528,222,Bachelor of Arts in History of Art and Architecture,DePaul University,Chicago,Undergraduate,,
24529,222,Bachelor of Science in Business in Hospitality Leadership,DePaul University,Chicago,Undergraduate,,
24530,222,Bachelor of Science in Human-Centered Design,DePaul University,Chicago,Undergraduate,,
24531,222,Bachelor of Arts in Industrial Design,DePaul University,Chicago,Undergraduate,,
24532,222,Bachelor of Science in Information Systems,DePaul University,Chicago,Undergraduate,,
24533,222,Bachelor of Science in Information Technology,DePaul University,Chicago,Undergraduate,,
24534,222,Bachelor of Arts in Intercultural Communication,DePaul University,Chicago,Undergraduate,,
24535,222,Bachelor of Arts in International Studies,DePaul University,Chicago,Undergraduate,,
24536,222,Bachelor of Arts in Islamic World Studies,DePaul University,Chicago,Undergraduate,,
24537,222,Bachelor of Arts in Italian,DePaul University,Chicago,Undergraduate,,
24538,222,Bachelor of Arts in Japanese Studies,DePaul University,Chicago,Undergraduate,,
24539,222,Bachelor of Music in Jazz Studies,DePaul University,Chicago,Undergraduate,,
24540,222,Bachelor of Arts in Journalism,DePaul University,Chicago,Undergraduate,,
24541,222,Bachelor of Science in Kinesiology,DePaul University,Chicago,Undergraduate,,
24542,222,Bachelor of Arts in Latin American and Latino Studies,DePaul University,Chicago,Undergraduate,,
24543,222,Bachelor of Fine Arts in Lighting Design,DePaul University,Chicago,Undergraduate,,
24544,222,Bachelor of Arts in LGBTQ Studies,DePaul University,Chicago,Undergraduate,,
24545,222,Bachelor of Science in Business in Management,DePaul University,Chicago,Undergraduate,,
24546,222,Bachelor of Science in Business in Management Information Systems,DePaul University,Chicago,Undergraduate,,
24547,222,Bachelor of Science in Business in Marketing,DePaul University,Chicago,Undergraduate,,
24548,222,Bachelor of Science in Mathematics,DePaul University,Chicago,Undergraduate,,
24549,222,Bachelor of Science in Mathematics and Computer Science,DePaul University,Chicago,Undergraduate,,
24550,222,Bachelor of Arts in Media and Cinema Studies,DePaul University,Chicago,Undergraduate,,
24551,222,Bachelor of Science in Meteorology,DePaul University,Chicago,Undergraduate,,
24552,222,Bachelor of Arts in Modern Languages,DePaul University,Chicago,Undergraduate,,
24553,222,Bachelor of Arts in Music,DePaul University,Chicago,Undergraduate,,
24554,222,Bachelor of Music in Music Education,DePaul University,Chicago,Undergraduate,,
24555,222,Bachelor of Music in Music Performance,DePaul University,Chicago,Undergraduate,,
24556,222,General in Bachelor of Arts in Music,DePaul University,Chicago,Undergraduate,,
24557,222,Bachelor of Science in Neuroscience,DePaul University,Chicago,Undergraduate,,
24558,222,Bachelor of Science in Nursing,DePaul University,Chicago,Undergraduate,,
24559,222,Bachelor of Arts in Organizational Communication,DePaul University,Chicago,Undergraduate,,
24560,222,Bachelor of Music in Performing/Composing,DePaul University,Chicago,Undergraduate,,
24561,222,Bachelor of Arts in Philosophy,DePaul University,Chicago,Undergraduate,,
24562,222,Bachelor of Science in Physical Education,DePaul University,Chicago,Undergraduate,,
24563,222,Bachelor of Science in Physics,DePaul University,Chicago,Undergraduate,,
24564,222,Bachelor of Fine Arts in Playwriting,DePaul University,Chicago,Undergraduate,,
24565,222,Bachelor of Arts in Political Science,DePaul University,Chicago,Undergraduate,,
24566,222,Bachelor of Arts in Professional Studies,DePaul University,Chicago,Undergraduate,,
24567,222,Bachelor of Arts in Psychology,DePaul University,Chicago,Undergraduate,,
24568,222,Bachelor of Science in Psychology,DePaul University,Chicago,Undergraduate,,
24569,222,Bachelor of Arts in Public Health,DePaul University,Chicago,Undergraduate,,
24570,222,Bachelor of Science in Public Health,DePaul University,Chicago,Undergraduate,,
24571,222,Bachelor of Arts in Public Policy,DePaul University,Chicago,Undergraduate,,
24572,222,Bachelor of Arts in Public Relations and Advertising,DePaul University,Chicago,Undergraduate,,
24573,222,Bachelor of Arts in Real Estate,DePaul University,Chicago,Undergraduate,,
24574,222,Bachelor of Science in Business in Real Estate,DePaul University,Chicago,Undergraduate,,
24575,222,Bachelor of Arts in Religious Studies,DePaul University,Chicago,Undergraduate,,
24576,222,Bachelor of Science in Secondary Education,DePaul University,Chicago,Undergraduate,,
24577,222,Bachelor of Fine Arts in Scenic Design,DePaul University,Chicago,Undergraduate,,
24578,222,Bachelor of Arts in Sociology,DePaul University,Chicago,Undergraduate,,
24579,222,Bachelor of Fine Arts in Sound Design,DePaul University,Chicago,Undergraduate,,
24580,222,Bachelor of Arts in Spanish,DePaul University,Chicago,Undergraduate,,
24581,222,Bachelor of Science in Special Education,DePaul University,Chicago,Undergraduate,,
24582,222,Bachelor of Arts in Sport Communication,DePaul University,Chicago,Undergraduate,,
24583,222,Bachelor of Fine Arts in Stage Management,DePaul University,Chicago,Undergraduate,,
24584,222,Bachelor of Arts in Statistics,DePaul University,Chicago,Undergraduate,,
24585,222,Bachelor of Fine Arts in Theatre Arts,DePaul University,Chicago,Undergraduate,,
24586,222,Bachelor of Fine Arts in Theatre Management,DePaul University,Chicago,Undergraduate,,
24587,222,Bachelor of Fine Arts in Theatre Technology,DePaul University,Chicago,Undergraduate,,
24588,222,Bachelor of Arts in Urban and Regional Planning,DePaul University,Chicago,Undergraduate,,
24589,222,Bachelor of Science in User Experience Design,DePaul University,Chicago,Undergraduate,,
24590,222,Bachelor of Arts in Visual Arts Education,DePaul University,Chicago,Undergraduate,,
24591,222,Bachelor of Arts in Women's and Gender Studies,DePaul University,Chicago,Undergraduate,,
24592,222,Bachelor of Arts in World Language Education,DePaul University,Chicago,Undergraduate,,
24593,222,Bachelor of Arts in Writing and Rhetoric,DePaul University,Chicago,Undergraduate,,
24594,222,Minor in Accountancy,DePaul University,Chicago,Undergraduate,,
24595,222,Minor in Advertising Creative,DePaul University,Chicago,Undergraduate,,
24596,222,Minor in African and Black Diaspora Studies,DePaul University,Chicago,Associate,,
24597,222,Minor in American Studies,DePaul University,Chicago,Undergraduate,,
24598,222,Minor in Animation,DePaul University,Chicago,Undergraduate,,
24599,222,Minor in Animation Technical Director,DePaul University,Chicago,Undergraduate,,
24600,222,Minor in Anthropology,DePaul University,Chicago,Undergraduate,,
24601,222,Minor in Applied Diplomacy,DePaul University,Chicago,Undergraduate,,
24602,222,Minor in Arabic,DePaul University,Chicago,Undergraduate,,
24603,222,Minor in Art History,DePaul University,Chicago,Undergraduate,,
24604,222,"Minor in Art, Media, and Design",DePaul University,Chicago,Undergraduate,,
24605,222,Minor in Bilingual Education,DePaul University,Chicago,Undergraduate,,
24606,222,Minor in Biological Sciences,DePaul University,Chicago,Undergraduate,,
24607,222,Minor in Business Administration,DePaul University,Chicago,Undergraduate,,
24608,222,Minor in Chemistry,DePaul University,Chicago,Undergraduate,,
24609,222,Minor in Chinese,DePaul University,Chicago,Undergraduate,,
24610,222,Minor in Cinematography,DePaul University,Chicago,Undergraduate,,
24611,222,Minor in Coaching,DePaul University,Chicago,Undergraduate,,
24612,222,Minor in Comedy Filmmaking,DePaul University,Chicago,Undergraduate,,
24613,222,Minor in Communication Studies,DePaul University,Chicago,Undergraduate,,
24614,222,Minor in Computer Science,DePaul University,Chicago,Undergraduate,,
24615,222,Minor in Creative Writing,DePaul University,Chicago,Undergraduate,,
24616,222,Minor in Criminology,DePaul University,Chicago,Undergraduate,,
24617,222,Minor in Data Science,DePaul University,Chicago,Undergraduate,,
24619,223,Certificate in Accounting,University of Arizona,Tucson,Graduate-Certificate,,
24620,223,Master of Accounting,University of Arizona,Tucson,Graduate,,
24621,223,Master of Science in Accounting,University of Arizona,Tucson,Graduate,,
24622,223,Certificate in Administration and Management of American Indian Natural Resources,University of Arizona,Tucson,Graduate-Certificate,,
24623,223,Certificate in Adult-Gerontology Acute Care Nurse Practitioner,University of Arizona,Tucson,Graduate-Certificate,,
24624,223,Master of Science in Nursing - Adult-Gerontology Acute Care Nurse Practitioner,University of Arizona,Tucson,Graduate,,
24625,223,Certificate in Advanced Clinical Pharmacy Practice,University of Arizona,Tucson,Graduate-Certificate,,
24626,223,Certificate in Advanced Transportation Engineering,University of Arizona,Tucson,Graduate-Certificate,,
24627,223,Master of Science in Aerospace Engineering,University of Arizona,Tucson,Graduate,,
24628,223,Master of Science in Aerospace Engineering - Accelerated Master's Program,University of Arizona,Tucson,Graduate,,
24629,223,Master of Agricultural Education,University of Arizona,Tucson,Graduate,,
24630,223,Master of Science in Agricultural Education,University of Arizona,Tucson,Graduate,,
24631,223,Master of Science in Accelerated Master's Program in Agricultural and Resource Economics,University of Arizona,Tucson,Graduate,,
24632,223,Graduate Interdisciplinary Program in American Indian Studies,University of Arizona,Tucson,Graduate,,
24633,223,Graduate Certificate in American Indian Higher Education,University of Arizona,Tucson,Graduate-Certificate,,
24634,223,Master of Science in Animal and Biomedical Industries,University of Arizona,Tucson,Graduate,,
24635,223,Master of Science in Animal and Comparative Biomedical Sciences,University of Arizona,Tucson,Graduate,,
24636,223,Doctor of Philosophy in Animal and Comparative Biomedical Sciences,University of Arizona,Tucson,Doctoral,,
24637,223,Master of Arts in Anthropology - Applied Biological Anthropology,University of Arizona,Tucson,Graduate,,
24638,223,Graduate Certificate in Applied Behavior Analysis,University of Arizona,Tucson,Graduate-Certificate,,
24639,223,Doctor of Education in Applied Learning Sciences (Online),University of Arizona,Tucson,Doctoral,,
24640,223,Master of Science in Education in Applied Physiology,University of Arizona,Tucson,Graduate,,
24641,223,Master of Professional Studies in Applied Remote Sensing,University of Arizona,Tucson,Graduate,,
24642,223,Master of Professional Studies in Aquaculture,University of Arizona,Tucson,Graduate,,
24643,223,Master of Science in Architectural Engineering,University of Arizona,Tucson,Graduate,,
24644,223,Certificate in Classical Architecture,University of Arizona,Tucson,Graduate-Certificate,,
24645,223,Certificate in Arts Management (Online),University of Arizona,Tucson,Graduate-Certificate,,
24646,223,Accelerated Master's Program of Art History,University of Arizona,Tucson,Graduate,,
24647,223,Master of Science in Athletic Training,University of Arizona,Tucson,Graduate,,
24648,223,Master of Science in Atmospheric Sciences,University of Arizona,Tucson,Graduate,,
24649,223,Master of Professional Studies in Atmospheric Sciences,University of Arizona,Tucson,Graduate,,
24650,223,Doctor of Philosophy in Atmospheric Sciences,University of Arizona,Tucson,Doctoral,,
24651,223,Master of Science in Biochemistry and Molecular Biology,University of Arizona,Tucson,Graduate,,
24652,223,Doctor of Philosophy in Biochemistry and Molecular Biology,University of Arizona,Tucson,Doctoral,,
24653,223,Executive Doctor of Philosophy in Biochemistry and Molecular Biology (Online),University of Arizona,Tucson,Doctoral,,
24654,223,Master of Science in Accelerated Master's Program of Biochemistry,University of Arizona,Tucson,Graduate,,
24655,223,Master of Science in Biology,University of Arizona,Tucson,Graduate,,
24656,223,Doctor of Philosophy in Biology,University of Arizona,Tucson,Doctoral,,
24657,223,Arizona Biological and Biomedical Sciences Doctoral Program,University of Arizona,Tucson,Doctoral,,
24658,223,Master of Science in Biomedical Engineering,University of Arizona,Tucson,Graduate,,
24659,223,Doctor of Philosophy in Biomedical Engineering,University of Arizona,Tucson,Doctoral,,
24660,223,Master of Science in Biomedical Engineering with emphasis in Medical Physics,University of Arizona,Tucson,Graduate,,
24661,223,Doctor of Philosophy in Biomedical Engineering with emphasis in Medical Physics,University of Arizona,Tucson,Doctoral,,
24662,223,Master of Science in Biomedical Sciences,University of Arizona,Tucson,Graduate,,
24663,223,Biomedical Sciences PIBS (umbrella pathway program),University of Arizona,Tucson,Graduate,,
24664,223,Accelerated Master's Program in Biosystems Engineering,University of Arizona,Tucson,Graduate,,
24665,223,Master of Science in Biostatistics,University of Arizona,Tucson,Graduate,,
24666,223,Doctor of Philosophy in Biostatistics,University of Arizona,Tucson,Doctoral,,
24667,223,Master of Professional Studies in Broadcast Meteorology,University of Arizona,Tucson,Graduate,,
24668,223,Certificate in Business,University of Arizona,Tucson,Graduate-Certificate,,
24669,223,Executive Doctor of Business Administration,University of Arizona,Tucson,Doctoral,,
24670,223,Doctor of Philosophy in Business - Accounting,University of Arizona,Tucson,Doctoral,,
24671,223,Doctor of Philosophy in Business - Finance,University of Arizona,Tucson,Doctoral,,
24672,223,Doctor of Philosophy in Business - Management,University of Arizona,Tucson,Doctoral,,
24673,223,Doctor of Philosophy in Business - Management Science,University of Arizona,Tucson,Doctoral,,
24674,223,Accelerated Master of Business Administration,University of Arizona,Tucson,Graduate,,
24675,223,Accelerated Master of Business Administration in Real Estate,University of Arizona,Tucson,Graduate,,
24676,223,Executive Master of Business Administration in Health Management and Policy,University of Arizona,Tucson,Graduate,,
24677,223,Global Executive Master of Business Administration,University of Arizona,Tucson,Graduate,,
24678,223,Master of Science in Business Analytics,University of Arizona,Tucson,Graduate,,
24679,223,Master of Science in Business Technology (Online),University of Arizona,Tucson,Graduate,,
24680,223,Graduate Interdisciplinary Program in Cancer Biology,University of Arizona,Tucson,Graduate,,
24681,223,Master of Science in Chemistry,University of Arizona,Tucson,Graduate,,
24682,223,Graduate Certificate in Clinical and Translational Research,University of Arizona,Tucson,Graduate-Certificate,,
24683,223,Accelerated Master's Program (AMP) in Communication,University of Arizona,Tucson,Graduate,,
24684,223,Master's in Criminal Justice - Cybersecurity,University of Arizona,Tucson,Graduate,,
24685,223,Master of Science in Computer Science,University of Arizona,Tucson,Graduate,,
24686,223,Accelerated Master's Program of Computer Science,University of Arizona,Tucson,Graduate,,
24687,223,Master's in Psychology - Counseling Psychology,University of Arizona,Tucson,Graduate,,
24688,223,Culturally Sustaining Pedagogies Certificate,University of Arizona,Tucson,Graduate-Certificate,,
24689,223,Doctor of Philosophy in Economics,University of Arizona,Tucson,Doctoral,,
24690,223,Accelerated Master's Program of Ecology and Evolutionary Biology,University of Arizona,Tucson,Graduate,,
24691,223,Master's in Education - Educational Administration,University of Arizona,Tucson,Graduate,,
24692,223,Master of Science in Electrical and Computer Engineering,University of Arizona,Tucson,Graduate,,
24693,223,Doctor of Philosophy in Electrical and Computer Engineering,University of Arizona,Tucson,Doctoral,,
24694,223,Master of Science in Electrical and Computer Engineering with emphasis in Artificial Intelligence,University of Arizona,Tucson,Graduate,,
24695,223,Master of Science in Electrical and Computer Engineering with emphasis in Cybersecurity,University of Arizona,Tucson,Graduate,,
24696,223,Doctor of Philosophy in English,University of Arizona,Tucson,Doctoral,,
24697,223,Accelerated Master's Program of English,University of Arizona,Tucson,Graduate,,
24698,223,Master of Science in Entrepreneurship,University of Arizona,Tucson,Graduate,,
24699,223,Graduate Interdisciplinary Program in Entomology and Insect Science,University of Arizona,Tucson,Graduate,,
24700,223,Master of Science in Environmental Health and Safety,University of Arizona,Tucson,Graduate,,
24701,223,Doctor of Philosophy in Environmental Science and Policy,University of Arizona,Tucson,Doctoral,,
24702,223,Doctor of Philosophy in Epidemiology,University of Arizona,Tucson,Doctoral,,
24703,223,Doctor of Philosophy in Exercise Physiology,University of Arizona,Tucson,Doctoral,,
24704,223,Accelerated Master's Program in French,University of Arizona,Tucson,Graduate,,
24705,223,Graduate Interdisciplinary Program in Genetics,University of Arizona,Tucson,Graduate,,
24706,223,Master's in Health Care Management - Healthcare Management,University of Arizona,Tucson,Graduate,,
24707,223,Master's in Health Professions - Medical Illustration and Informatics,University of Arizona,Tucson,Graduate,,
24708,223,Program in Human Language Technology,University of Arizona,Tucson,Graduate,,
24709,223,Bachelor of Science in Agribusiness Economics and Management,University of Arizona,Tucson,Undergraduate,,
24710,223,Minor in Agribusiness Economics and Management,University of Arizona,Tucson,Undergraduate,,
24711,223,Bachelor of Applied Science in Applied Computing,University of Arizona,Tucson,Undergraduate,,
24712,223,Minor in Applied Computing,University of Arizona,Tucson,Undergraduate,,
24713,223,Bachelor of Science in Business Administration in Accounting,University of Arizona,Tucson,Undergraduate,,
24714,223,Undergraduate Certificate in Accounting,University of Arizona,Tucson,Undergraduate-Certificate,,
24715,223,"Minor in Adolescents, Community and Education",University of Arizona,Tucson,Undergraduate,,
24716,223,Minor in Addiction and Substance Use,University of Arizona,Tucson,Undergraduate,,
24717,223,Minor in Africana Studies,University of Arizona,Tucson,Undergraduate,,
24718,223,Minor in Aging & Population Health,University of Arizona,Tucson,Undergraduate,,
24719,223,Minor in Biochemistry,University of Arizona,Tucson,Undergraduate,,
24720,223,Minor in Bioethics,University of Arizona,Tucson,Undergraduate,,
24721,223,Minor in Business Administration,University of Arizona,Tucson,Undergraduate,,
24722,223,"Minor in Care, Health and Society",University of Arizona,Tucson,Undergraduate,,
24723,223,Minor in Global Business Program,University of Arizona,Tucson,Undergraduate,,
24724,223,Minor in Economics,University of Arizona,Tucson,Undergraduate,,
24725,222,Master of Science in Accountancy,DePaul University,Chicago,Graduate,,
24726,222,Bachelor of Science in Business in Accountancy and Master of Science in Audit and Advisory Services (Combined Degree),DePaul University,Chicago,Graduate,,
24727,222,Bachelor of Science in Business in Accountancy and Master of Science in Taxation and Analytics Online (Combined Degree),DePaul University,Chicago,Graduate,,
24728,222,Master of Science in AccountancyOnline,DePaul University,Chicago,Graduate,,
24729,222,Master of Fine Arts in Acting,DePaul University,Chicago,Graduate,,
24730,222,Master of Science in Actuarial Science,DePaul University,Chicago,Graduate,,
24731,222,Master of Arts in Administration (Non-Profit Management),DePaul University,Chicago,Graduate,,
24732,222,Master of Arts in Administration & Supervision,DePaul University,Chicago,Graduate,,
24733,222,Doctor of Nursing Practice in Adult-Gerontology Nurse Practitioner,DePaul University,Chicago,Graduate,,
24734,222,Certificate in Adult-Gerontology Nurse Practitioner for Nurse Anesthetists,DePaul University,Chicago,Graduate-Certificate,,
24735,222,Master of Science in Nursing in Advanced-Practice Nurse,DePaul University,Chicago,Graduate,,
24736,222,Minor in Advertising,DePaul University,Chicago,Graduate,,
24737,222,Master of Arts in Animation,DePaul University,Chicago,Graduate,,
24738,222,Master of Fine Arts in Animation,DePaul University,Chicago,Graduate,,
24739,222,Master of Arts in Applied Diplomacy,DePaul University,Chicago,Graduate,,
24740,222,Master of Science in Applied Mathematics,DePaul University,Chicago,Graduate,,
24741,222,"Master of Fine Arts in Art, Media, and Design",DePaul University,Chicago,Graduate,,
24742,222,Master of Science in Artificial Intelligence,DePaul University,Chicago,Graduate,,
24743,222,Licensure in Arts Education,DePaul University,Chicago,Graduate,,
24744,222,Master of Fine Arts in Arts Leadership,DePaul University,Chicago,Graduate,,
24745,222,Master of Science in Audit and Advisory Services,DePaul University,Chicago,Graduate,,
24746,222,Master of Science in Big Data and Forecasting,DePaul University,Chicago,Graduate,,
24747,222,Master of Arts in Bilingual-Bicultural Education,DePaul University,Chicago,Graduate,,
