QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Health and Human Services,,4.0,3.0,,"Fall, Spring, Summer",,,"$6,003/Semester or $12,006/Year (based on 9 credits/semester)",,667,"up to $1,000",,"Fellowships, Assistantships, Grants, Merit-based scholarships",2 years,"$6,003/Semester or $12,006/Year (based on 9 credits/semester)",Master of Science in Health Informatics,https://onlinecatalog.nku.edu/preview_program.php?catoid=28&poid=4536&returnto=4572
,College of Arts and Sciences,2.0,4.0,3.0,,Fall,,January 15,,,$657 per credit hour (KY Resident); $962 per credit hour (Non-Resident),,,"Graduate assistantships, fellowships, grants",2 years,"$29,565 for KY Residents (entire program); $43,290 for Non-Residents (entire program)",Master of Science in Industrial-Organizational Psychology,https://onlinecatalog.nku.edu/preview_program.php?catoid=28&poid=4495&returnto=4572
,College of Informatics,0.0,4.0,3.0,,"Fall, Spring, Summer",,,$767 per credit hour,,767,,,"Assistantships, Fellowships, Foundation Scholarships",30 credit hours,$767 per credit hour,Master of Science in Information Systems,https://onlinecatalog.nku.edu/preview_program.php?catoid=30&poid=5115&returnto=5175
,College of Arts and Sciences,,4.0,3.0,,"Fall, Spring, Summer",,July 15,,,$687 (KY Resident) - $955 (Out-of-State),,,"Graduate Assistantships, Foundation Scholarships",,"$20,610 (KY Resident) - $28,650 (Out-of-State) for the entire program",Master of Arts in Interdisciplinary Studies,https://onlinecatalog.nku.edu/preview_program.php?catoid=30&poid=5091&hl=%22interdisciplinary+studies%22&returnto=search
,Chase College of Law,,4.0,3.0,,"Fall, Spring",,,"In-state: $10,005/Year; Out-of-state (online): $10,935/Year",,In-state: $667; Out-of-state (online): $729,,,"Endowed scholarships, Assistantships",As few as 24 months,"In-state: $10,005/Year; Out-of-state (online): $10,935/Year",Master of Legal Studies,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,2.0,4.0,3.0,,Fall,,,,,$667 (Resident) / $913 (Non-Resident) per credit hour,,,"Merit-based, Need-based",As little as 2 years,,Master of Science in Nursing,https://onlinecatalog.nku.edu/preview_program.php?catoid=28&poid=4519&returnto=4577
,College of Arts and Sciences,2.0,4.0,3.0,,"Fall, Spring, and Summer",,,"$12,096/Year (KY/IN Resident), $17,442/Year (Non-resident)",,"$672 (KY/IN Resident), $807 (OH Metro), $969 (Non-resident)","$500 to $2,000 per academic year",,"Graduate assistantships, Merit-based scholarships",Approximately 2.5 years (based on two courses per semester),"$12,096/Year (KY/IN Resident), $17,442/Year (Non-resident)",Master of Public Administration,https://onlinecatalog.nku.edu/preview_program.php?catoid=28&poid=4501
,College of Arts and Sciences,1.0,4.0,3.0,,Fall,,,"Approximately $12,006/Year (in-state) or $17,280/Year (out-of-state)",,$667 per credit hour (in-state); $960 per credit hour (out-of-state),,,"Graduate Assistantships, Merit-based",2 years,"Approximately $12,006/Year (in-state) or $17,280/Year (out-of-state)",Master of Arts in Public History,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,,4.0,3.0,,Fall,,February 1st,,,$667 (KY Resident) - $960 (Non-Resident) per credit hour,,,"Graduate Assistantships, Graduate Scholarships",3 years (60 credit hours),"$13,340 - $19,200/Year",Master of Arts in School Counseling,https://www.nku.edu/content/dam/CHHS/KCRS/COU/MA%20SC.pdf
,College of Health and Human Services,,4.0,2.5,,Fall,,,18000/Year,,600,1000,,"Merit-based, Assistantships",1-2 years,18000/Year,Master of Social Work,https://www.nku.edu/admissions/graduate/programs.html
,College of Education,,4.0,2.75,,"Fall, Spring, Summer",,"July 1 (for fall), November 1 (for spring), April 1 (for summer)",16350,,"Online: $545 per credit hour. On-campus: $656 per credit hour (KY Resident), $955 per credit hour (Non-Resident)",,,"Graduate Assistantships, Merit-based",As little as 12 months (online program),16350,Master of Arts in Teaching,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,2.0,4.0,3.0,,Fall,,,29792,,,,,"Merit-based, Need-based",3 years,29792,Doctor of Occupational Therapy,https://www.nku.edu/admissions/graduate/programs.html
,College of Education,0.0,4.0,3.5,,Fall,,January 15,,,Kentucky Resident: $667; Metro/Reciprocity: $772; Out-of-State: $943,,,"Endowed Scholarships, Graduate Assistantships",3 years,"Approximately $35,000",Doctor of Education in Educational Leadership,https://www.plu.edu/academic-programs/program/doctor-of-education/
,College of Education,1.0,4.0,3.5,,"Fall, Spring",,,"$13,536/Year",,752,,,"Merit-based, Diversity-based",Less than three years,40608,Doctor of Education in Educational Leadership (Online Accelerated),https://www.nku.edu/admissions/graduate.html
,College of Education,,4.0,3.5,,Fall,,,,,$755 per credit hour,,,"Merit-based, Need-based",24 months,22650,Doctor of Education in Educational Leadership - Principal Certification (Online Accelerated),https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,,4.0,3.0,,Fall,,,,,$815 per credit hour,1000,,Merit-based,As little as five semesters,,Doctor of Nursing Practice,https://www.nku.edu/admissions/graduate/programs.html
,Haile College of Business,,4.0,3.0,,"Fall, Spring, Summer",,,8988,,749 per credit hour,,,Graduate Assistantships,1 year,"Total program cost is approximately $8,988 (12 credit hours at $749/credit hour for the online program)",Business Analytics Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,,4.0,3.0,,"Fall, Spring",,,"$8,256 (in-state) to $9,084 (out-of-state) for the full 12-credit program.",,$688 per credit hour for Kentucky residents (online) and $757 per credit hour for out-of-state residents (online).,"Up to $2,000 per year (NKU Grant)",,"Merit-based, Need-based, Assistantships",12 credit hours,"$8,256 (in-state) to $9,084 (out-of-state) for the full 12-credit program.",Clinical Research Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Arts and Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,,,Kentucky Resident: $685/credit hour; Non-Resident: $980/credit hour,,,"Graduate Assistantships, Fellowships, Endowed Scholarships",As little as one calendar year,,Composition and Rhetoric Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Arts and Sciences,,4.0,2.5,,"Fall, Spring, Summer",,,,,463,"Up to $4,000/year",,Merit-based,,8334,Creative Writing Certificate,https://extendedstudies.ucsd.edu/certificates/creative-writing
,Haile College of Business,,4.0,2.5,,"Fall, Spring, Summer",,,,,"Kentucky Resident: $681; Metro/Reciprocity: $749; Non-Resident: $1,029 per credit hour","$500 - $1,000",,"Graduate Assistantships, Merit-based Scholarships, Research Grants",As little as two semesters,,Health Care Commercialization Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,,4.0,2.5,,"Fall, Spring, Summer",,,"$10,605 - $10,905/Program",,$707 - $727,,33%,"Graduate Assistantships, Graduate Scholarships, Tuition Incentive Program",15 credit hours,"$10,605 - $10,905/Program",Health Informatics Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Business,,4.0,3.0,,"Fall, Spring, Summer",,,,,787,,,"Diversity scholarships, Graduate assistantships",As little as 12 months,11805,Information Systems Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,"Total estimated tuition: $7,980 (Resident) - $11,520 (Non-Resident)",,Kentucky Resident: $665; Ohio Reciprocity (Metro)/Indiana Reciprocity: $735; Non-Resident: $960,,,"Graduate Assistantships, Graduate Scholarships",12 credit hours,"Total estimated tuition: $7,980 (Resident) - $11,520 (Non-Resident)",Literary and Cultural Studies Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Arts and Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,12330,,$685 per credit hour,,,"Departmental Scholarships, Graduate Assistantships",18 credit hours,"$12,330 for the entire program",Nonprofit Management & Leadership Certificate,https://onlinecatalog.nku.edu/preview_program.php?catoid=28&poid=4500
,College of Health and Human Services,,4.0,3.0,,Fall,,February 1st,,,"$744 per credit hour (Resident), $844 per credit hour (Metro), $944 per credit hour (Non-Resident)","$1,000 or $2,000",,Merit-based,as little as four semesters,,Nurse Practitioner Advancement Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,,4.0,3.0,,Fall,,May 1,"$8,868 - $15,462 for the entire program, depending on residency and credit hours.",,"Resident: $739/credit hour, Non-resident: $859/credit hour",,,"Merit-based, Need-based",12-18 credit hours,"$8,868 - $15,462 for the entire program, depending on residency and credit hours.",Post-Master of Science in Nursing Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Arts and Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,13680,,760,,,"Graduate Assistantships, Tuition Incentive Program (TIP), Diversity Scholarship",18 credit hours,13680,Professional Writing Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Health and Human Services,,4.0,3.0,,"Fall, Spring, Summer",,,8544,,$712 per credit hour,,,"Merit-based, Need-based, Residency-based",12 credit hours,8544,Total Worker Health Certificate,https://www.nku.edu/admissions/graduate/programs.html
,College of Education,,4.0,2.75,,"Fall, Spring, Summer",,,20460,,682,,,"Graduate Assistantships, Endowed Scholarships",30 credit hours,20460,Alternative Certification in Special Education,https://www.nku.edu/admissions/graduate/programs.html
,College of Education,,4.0,3.0,,"Fall, Spring, Summer",,"August 1 (Fall), December 1 (Spring), May 1 (Summer)",,,"$686/credit hour (in-state), $957/credit hour (out-of-state)",,,"Merit-based, Need-based, Donor-funded",12 credit hours,"$8,232 (in-state) - $11,484 (out-of-state) for the entire program",Director of Pupil Personnel,https://www.nku.edu/admissions/graduate/programs.html
,College of Education,,4.0,3.0,,"Fall, Spring, Summer",,,"$9,825 for the entire program",,655,1000,,Merit-based,one calendar year (four semesters),"$9,825 for the entire program",Educational Leadership School Superintendent Certification,https://www.nku.edu/admissions/graduate/programs.html
,College of Education,,4.0,3.0,,"Fall, Spring, Summer",,July 1 (for Fall admission),,,$699 per credit hour (Kentucky Resident),,,"Graduate Assistantships, Graduate Student Scholarships, External Scholarships",30 credit hours,"$20,970 (Total estimated tuition for Kentucky residents based on 30 credit hours at $699/credit hour)",Rank I Teaching,https://research.com/rankings/education/most-popular-education-highland-heights-ky
