Program name,Program Page url
Bachelor of Science in Environmental Engineering,https://www.gatech.edu/academics/bachelors-degree-programs
Environmental Engineering (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Film and Media Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
French (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
German (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Global Development (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Global Economics and Modern Languages,https://www.gatech.edu/academics/bachelors-degree-programs
Global Engineering Leadership (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Health and Medical Sciences (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Health Communication (Minor),https://hsoc.gatech.edu/undergraduate/minors/hms
"Bachelor of Science in History, Technology, and Society",https://www.gatech.edu/academics/bachelors-degree-programs
History (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Industrial Design,https://www.gatech.edu/academics/bachelors-degree-programs
Industrial Design (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Industrial Engineering,https://www.gatech.edu/academics/bachelors-degree-programs
Industrial Engineering (Minor),https://www.isye.gatech.edu/academics/undergraduate
Science and Engineering for International Development (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in International Affairs,https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in International Affairs and Modern Languages,https://www.gatech.edu/academics/bachelors-degree-programs
"International Business, Language, and Culture (Minor)",https://www.gatech.edu/academics/bachelors-degree-programs
Japanese (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Korean (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Latin American and LatinX Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
"Law, Science, and Technology (Minor)",https://www.gatech.edu/academics/bachelors-degree-programs
Leadership Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Linguistics (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
"Bachelor of Science in Literature, Media, and Communication",https://www.gatech.edu/academics/bachelors-degree-programs
Marine Science (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Materials Science and Engineering,https://www.gatech.edu/academics/bachelors-degree-programs
Materials Science and Engineering (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Mathematical Biology (Minor),https://catalog.gatech.edu/colleges/cos/mathematics/
Bachelor of Science in Mathematics,https://www.gatech.edu/academics/bachelors-degree-programs
Mathematics (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Mechanical Engineering,https://www.gatech.edu/academics/bachelors-degree-programs
Mechanical Engineering (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Media and Entertainment Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Middle Eastern and North African Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Military Science (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Music (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Music Technology,https://www.gatech.edu/academics/bachelors-degree-programs
Music Technology (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Naval Science (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Neuroscience,https://www.gatech.edu/academics/bachelors-degree-programs
Neuroscience (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Nuclear and Radiological Engineering,https://www.gatech.edu/academics/bachelors-degree-programs
Nuclear and Radiological Engineering (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Performance Studies (Minor),https://registrar.gatech.edu/public/files/catalog-2013-14.pdf
Philosophy (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Physics,https://www.gatech.edu/academics/bachelors-degree-programs
Physics (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Physiology (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Political Science (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Politics and Policy (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Pre-Law (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Psychology,https://www.gatech.edu/academics/bachelors-degree-programs
Psychology (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Bachelor of Science in Public Policy,https://www.gatech.edu/academics/bachelors-degree-programs
Public Policy (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Robotics (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Russian (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Science Communication and Policy (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Science Fiction Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
"Science, Technology, and Society (Minor)",https://www.gatech.edu/academics/bachelors-degree-programs
Social Justice (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Sociology (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Spanish (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Sports Studies (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Statistics (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Sustainable Cities (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
Technology and Business (Minor),https://www.gatech.edu/academics/bachelors-degree-programs
"Women, Science, and Technology (Minor)",https://www.gatech.edu/academics/bachelors-degree-programs
