QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Business,,4.0,2.3,,Fall 2026,,,12931.76/Year,,538.83,"$1,000 to $7,500 per year",,"Merit-based, Need-based, Departmental",4 years,12931.76/Year,Bachelor of Business Administration in International Business,https://www.rsm.nl/education/bachelor/bsc-international-business-administration-iba/
1201-1400,College of Business,,4.0,2.5,,Fall 2026,,,,,,,,Merit-based,,,Minor in International Business,https://catalog.utexas.edu/undergraduate/business/minor-and-certificate-programs/
1201-1400,LeBron James Family Foundation College of Education,,4.0,3.0,,Fall 2026,,,"$12,932.32/Year",,$538.84,"$1,000 - $7,500 per year",,Merit-based,4 years,"$12,932.32/Year",Bachelor of Science in Intervention Specialist (K-12); ECIS (Age 3-Grade 3),https://www.uakron.edu/academics_majors/
,Buchtel College of Arts and Sciences,,4.0,2.5,,,,,13375.26,,$552.19/credit (Ohio Resident),"Up to $7,500 per year",,"Merit-based, Need-based",4 years,"$13,375.26/Year (Ohio Resident)",Bachelor of Fine Arts in Jewelry and Metalsmithing,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/art/jewelry-metalsmithing-bfa/jewelry-metalsmithing-bfa.pdf
,College of Engineering and Polymer Science,,4.0,2.0,85.7%,Fall 2026,,,,,Ohio Resident: $582.31; Non-Ohio Resident: $844.81 (includes $60.25/credit program fee),"$1,000 to $7,500 per year",,Merit-based,4 years,"Ohio Resident: $16,096.80/Year; Non-Ohio Resident: $22,396.80/Year (based on 15 credits per semester, including tuition, general fee, and program fee)",Bachelor of Science in Land Surveying,https://www.uakron.edu/academics_majors/
,College of Business,,4.0,2.5,,,,,14559.12,,631.41,"Amounts range from $1,000 to $7,500 annually",,"Merit-based, Need-based, Donor-based",4 years,14559.12,Bachelor of Business Administration in Marketing,https://bulletin.uakron.edu/undergraduate/colleges-programs/business-administration/marketing/marketing-management-bs/
,College of Business,,4.0,2.0,,,,,"$6,464.70/Semester (Ohio Resident); $9,798.24/Semester (Non-Ohio Resident)",,$587.98/credit (Ohio Resident); $865.77/credit (Non-Ohio Resident),"Varies (e.g., Akron Guarantee Scholarship ranges from $1,000 to $7,500 per year)",,Merit-based,18 credits,"$6,464.70/Semester (Ohio Resident); $9,798.24/Semester (Non-Ohio Resident)",Minor in Marketing,https://bulletin.uakron.edu/undergraduate/courses-instruction/
,College of Engineering and Polymer Science,,4.0,2.3,,Fall 2026,,,16363.5,,$598.04/Credit (Ohio Resident),"$1,000 - $3,500 per year",,Merit-based,4 years,"$16,363.50/Year (Ohio Resident)",Bachelor of Science in Mechanical Engineering,https://www.uakron.edu/academics_majors/
,College of Engineering and Polymer Science,,4.0,2.0,,Fall 2026,,,"$13,016.96/Year",,$679.59/Credit,"$1,000 - $7,500 per year",,Merit-based,2 years,"$13,016.96/Year",Associate of Applied Science in Mechanical Engineering Technology,https://www.uakron.edu/academics_majors/
,College of Engineering and Polymer Science,,4.0,2.0,,Fall 2026,,,"Ohio Resident: $14,594.58/Year; Non-Ohio Resident: $23,765.70/Year (based on 30 credits per year, includes program-specific fees for 2024-25)",,"$532.43 (Ohio Resident), $947.17 (Non-Ohio Resident), including program-specific fees for 2024-25","Up to $7,500 per year",,Merit-based,4 years,"Ohio Resident: $14,594.58/Year; Non-Ohio Resident: $23,765.70/Year (based on 30 credits per year, includes program-specific fees for 2024-25)",Bachelor of Science in Mechanical Engineering Technology,https://www.uakron.edu/academics_majors/
,School of Education,,4.0,2.75,,,,,6367.68,,530.64,"$1,000 to $7,500 annually",,Merit-based,4 years,"$6,367.68/Semester",Bachelor of Arts in Middle Level Education (Grades 4-9),https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/education/middle-level-education/
,Buchtel College of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"$12,730.36/Year",,$530.43/credit hour,"$1,000 - $7,500 per year",,Merit-based,4 years,"$12,730.36/Year",Bachelor of Arts in Multidisciplinary Studies,https://bulletin.uakron.edu/undergraduate/colleges-programs/arts-sciences/arts-sciences.pdf
1201-1400,"School of Music, Buchtel College of Arts and Sciences",,4.0,2.2,,Fall 2026,"August 1, 2025",Rolling,"$12,630/Year",,$526.25,$500 to $5000 per year,,Talent-based,4 years,"$12,630/Year",Bachelor of Arts in Music,https://www.uakron.edu/music/
,School of Nursing,,4.0,3.2,,Fall 2026,,,"The total for a full-time Ohio resident is approximately $14,583 per year. This includes the standard tuition and general fee ($12,693/year), the Undergraduate Nursing Program Fee ($900/year), and an estimated $990 for 30 credit hours of nursing-specific course fees ($33/credit).",,"$528.88 per credit hour for Ohio Residents (part-time), plus an additional $33 per credit hour for all NURS designated courses.","$1,000 to $7,500 per year (based on the general Akron Guarantee Scholarship for new students).",,"Merit-based, Need-based, Criteria-based",4 years,"The total for a full-time Ohio resident is approximately $14,583 per year. This includes the standard tuition and general fee ($12,693/year), the Undergraduate Nursing Program Fee ($900/year), and an estimated $990 for 30 credit hours of nursing-specific course fees ($33/credit).",Bachelor of Science in Nursing,https://www.uakron.edu/nursing/academic-programs/undergraduate-programs/bsn.dot
