QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Arts & Sciences,,4.0,2.0,,,,,"$46,470/Year",,1000,,,Merit-based,,"$46,470/Year",Biology - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,78.4%,Fall 2026,,,49500/Year,28970,1675/Credit,18000 to 27000 annually,,"Merit-based, Named, Athletic, Transfer, Alumni",18 credits,49500/Year,Black Studies - Minor,https://www.sacredheart.edu/majors--programs/
,John F. Welch College of Business,,4.0,2.0,69%,Fall 2026,,,"$47,600/Year",,"$1,485/credit","$15,000 to $30,000 annually",,"Merit-based, Alumni, Performing Arts, Athletic",4 years,"$47,600/Year",Business Economics - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,84% (Fall 2022),Fall 2026,,,47640/Year,"Over $21,000 annually (average merit scholarship for 2023-2024)",1590/Credit,"$10,000 to $27,000 per year (merit scholarships)",,"Merit-based, Athletic, Performing Arts, ROTC, Diocesan, Phi Theta Kappa",,47640/Year,Business Management - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts and Sciences,,4.0,2.0,65.5%,Fall 2026,,,,,,"$18,000 to $27,000 per year",,"Merit-based, Need-based, Athletic, Diocesan, ROTC",15 credits,,Catholic Studies - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65%,,,,48000/Year,22000,1010/Credit,10000 to 27000 per year,,"Merit-based, Athletic, Performing Arts, Need-based",4 Years,48000/Year,Chemistry - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,60%,,,,"$24,400/semester",,"$1,280/credit",,,Merit-based,,"$24,400/semester",Chemistry - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,,,,,,,50320/Year,,1360/Credit,,,Merit-based scholarships,4 years,,Communication Studies - BA,https://www.sacredheart.edu/majors--programs/
,College of Engineering,,4.0,2.0,72%,Fall 2026,,,"$48,000/Year","$24,000 annually","$1,600 per credit hour","Up to $25,000",,"Merit-based, Athletic, Need-based",Four years,"$48,000/Year",Computer Engineering - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,81%,Fall 2026,,,48320/Year,"$19,000/Year","$1,475/credit","$14,000 - $27,000/Year",,"Merit-based, Athletic, Performing Arts, ROTC",4 years,48320/Year,Computer Science - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,75%,Fall 2026,,,"$47,000/Year","$30,072","$1,470/credit",,99%,Merit-based,,"$47,000/Year",Computer Science - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,,,,49450/Year,,1570/credit,,,"Merit-based, Need-based, Athletic, Legacy",18 Credits,49450/Year,Creative Writing - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,72% (Fall 2022),Fall 2026,,,"$46,000/Year",,"$1,380/credit hour","$1,000 to $26,000 per year",,"Merit-based, Need-based, Athletic, Performing Arts",4 years,"$46,000/Year",Criminal Justice - BA,https://www.sacredheart.edu/majors--programs/
,School of Computer Science & Engineering,,4.0,2.0,90%,Fall 2026,,,46400/Year,,1050,"$10,000 - $26,000",,"Merit-Based, Performance-Based",4 Years,46400/Year,Cybersecurity - BS,https://www.sacredheart.edu/majors--programs/
,Welch College of Business & Technology,,4.0,2.0,,,,,"$48,000/Year",,"$1,600/Credit",,,"Merit-based, Athletic, Performing Arts, Need-Based",18 credits,"$48,000/Year",Data Analytics - Minor,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,66.5%,Fall 2026,"August 1, 2025","February 15, 2026","$46,000/Year",,"$1,438/Credit","Up to $22,000 per year",,"Merit-based, Need-based, Athletic",4 Years,"$46,000/Year",Digital Marketing - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,68%,,,,"$48,000/Year",,"$1,400/Credit","$15,000 to $27,000/Year",100%,Merit-based,,,Economics - Minor,https://www.sacredheart.edu/majors--programs/
,"College of Engineering, Technology & Design",,4.0,2.0,68%,Fall 2026,"August 1, 2025","February 15, 2026","$47,500/Year",,"$1,280/Credit",,,"Merit-based, Performance, Endowed",4 years,"$47,500/Year",Electrical Engineering - BS,https://www.sacredheart.edu/majors--programs/
,School of Computer Science and Engineering,,4.0,2.0,66%,Fall 2026,,,"$47,400/Year","$22,467","$1,400/credit","$10,000 - $27,000/year",20% - 60% of tuition,"Merit-based, Athletic, Need-based, Endowed",18 credits,"$47,400/Year",Engineering - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,63.3%,Fall 2026,,,"$48,640/Year",,"$1,420/Credit","Up to $24,000/year",,"Merit-based, Athletic, Transfer",4 years,"$48,640/Year",English - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65%,Fall 2026,,,47600/Year,,1675/credit,,,"Merit-based, Athletic, Performing Arts",,47600/Year,English - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,71%,Fall 2026,,,"$48,340/Year","$34,946","$1,470/credit",,99%,"Merit-based, Need-based",,"$48,340/Year",Environmental Studies - Minor,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,84.6%,Fall 2026,,,,"$34,948/year","$1,475/credit","$26,712/year",99%,"Merit-based, Need-based",18 credits (6 courses),,Esports Management - Minor,https://www.sacredheart.edu/majors--programs/
,College of Health Professions,,4.0,2.0,69.1%,Fall 2026,August 2025,"February 15, 2026","$48,000/Year",,"$1,050/Credit","Ranges from $18,000 to $30,000 per year",,"Merit-based, Need-based, Athletic, Diocesan, Phi Theta Kappa, Transfer Student",4 years,"$48,000/Year",Exercise Science - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,66% (Fall 2022),Fall 2026,,,"48,000/Year",,"1,400/credit hour","Academic Scholarships range from $12,000 – $22,000 annually",,"Academic Scholarships, Presidential Scholarship, Honors Program Scholarship, Performing Arts Scholarships, Athletic Scholarships, Need-Based Financial Aid",4 years,"48,000/Year",Fashion Marketing & Merchandising - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,65%,,,,"$1,400/Year",,"$1,000/Credit",,,"Academic Scholarships, Performing Arts Scholarships, Athletic Scholarships, Scholarships for Transfer Students, Endowed and Restricted Scholarships",4 years,"$49,000/Year",Finance - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,68.3%,Fall 2026,,,"$46,720/Year",,"$1,475/credit",,,"Academic Merit, Catholic High School, Transfer, Music, Performing Arts, SHU Legacy, Campus Ministry, Phi Theta Kappa, Athletic",,"$46,720/Year",Finance - Minor,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,50% (Fall 2023 freshman class),Fall 2026,,,"$46,400/Year",,"$1,000","$13,000 to $26,000 per year",99%,"Merit-based, Transfer Student, Performing Arts, Alumni & Family",4 years,"$46,400/Year",Financial Technology (FinTech) - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,84%,Fall 2026,,,,,"$1,280/Credit","$14,000 - $28,000/Year",,"Merit-based, Need-based",18 credits,,French - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,67%,,,,"47,400/Year",,"1,580/credit",,,"Merit-based, Need-based, Athletic, Performing Arts, ROTC, Transfer",4 years,"47,400/Year",Game Design & Development - BS,https://www.sacredheart.edu/majors--programs/
,College of Nursing,,4.0,2.75,67%,,,,,"$30,000","$1,400",,,"Merit-based, Need-based, Endowed, Athletic",,,Geriatric Health Care - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,70%,,,,"$50,900/Year",22000,1475,"$25,000",,"Academic, Fine Arts, Athletic, Need-Based",,"$48,800/Year",Global Health - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,63%,,,,49000,22000,1475,30000,,"Merit-based, Performing Arts, Athletic, ROTC, Need-based",,"$49,000/Year",Global Studies - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65% (Fall 2022),Fall 2026,,,"$48,000/Year","Academic Scholarships range from $10,000 - $25,000 annually","$1,340/credit","Academic Scholarships range from $10,000 - $25,000 annually",,"Merit-based (Academic Scholarships, Honors Scholarship), Need-based",,,Global Studies - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,,,,,,,,,"Merit-based, Athletic, Artistic, Diversity, Need-based",4 years,,Graphic Design - BA,https://www.sacredheart.edu/majors--programs/
,College of Health Professions,,4.0,2.0,72%,Fall 2026,,,48000/Year,,1500/Credit,"15,000-25,000/Year",,"Merit-based, Athletic, Performing Arts, Special Interest Programs",4 years,48000/Year,Health Science - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65.5% (Fall 2022),Fall 2026,,,"$49,550/Year",,"$1,340/credit","Up to $26,000/year",,"Merit-based, Need-based, Athletic, Endowed & Restricted, Outside",4 years,"$49,550/Year",History - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,68%,Fall 2026,,,48000/Year,20000/Year,1300 per credit,"15,000 - 27,000/Year",,"Academic, Athletic, Special Interest, Departmental",18 credits,,History - Minor,https://www.sacredheart.edu/majors--programs/
,,,4.0,3.5,,Fall 2026,,,"$48,000/Year","$30,000","$1,570/credit",,99%,"Merit-based, Need-based",Typically completed over 4 years as part of an undergraduate degree.,"$48,000/Year",Honors - Minor,https://www.sacredheart.edu/majors--programs/
,Isabelle Farrington College of Education & Human Development,,4.0,2.0,63.6%,,,,"$48,000/Year",,"$1,400/Credit",,,"Merit-based, Athletic, Performing Arts, University Endowed, Phi Theta Kappa",4 years (120 credits),"$48,000/Year","Hospitality, Resort and Tourism Management - BS",https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,68.3%,,,,"$48,000/Year",,"$1,470/credit","Up to $26,000",,"Merit-based, Need-based",,"$48,000/Year",Human Resource Management - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,69.53% (Fall 2022),,,,"$48,000/Year",23052,"$1,475/Credit Hour","$18,000 to $30,000 per year",,"Merit-based, Athletic, Fine Arts, Need-based",4 Years,"$48,000/Year",Illustration - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts and Sciences,,4.0,2.0,64%,Fall 2026,,,48000,"$23,000","$1,600/credit","$23,000","99% of first-time, full-time undergraduate students receive financial aid.","Merit-based, Need-based",4 years,48000,Interdisciplinary Studies - BA,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,69%,Fall 2026,,,47000/Year,,1400/credit,,,"Merit-based, Athletic, Need-based, Departmental, ROTC, Outside Scholarships",,47000/Year,International Business - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,68%,Fall 2026,,,"$47,640/Year","$26,000 per year","$1,490 per credit",,,"Academic, Athletic, Performing Arts, Need-Based, Institutional Grants",18 credits,"$47,640/Year",Irish Studies - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65% (Fall 2022),Fall 2026,,,"48,000/Year",,"1,570 per credit",,,"Merit-based, Athletic, Leadership, Need-based",,,Italian - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,84.1% (Fall 2022),Fall 2026,,,"$47,700/Year",,"$1,590 per credit",,,"Merit-based, Need-based, Talent-based",,"$47,700/Year",Journalism - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65%,Fall 2026,,,"$47,620/Year",,"$1,475 per credit",,,"Merit-based, Athletic, Alumni, Diocesan, Transfer",18 credits,"$47,620/Year",Legal Studies - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,69%,Fall 2026,,,"$46,400/Year",,"$1,160","$14,000 to $27,000",97%,"Academic Scholarships (Merit-based), Athletic Scholarships, Need-Based Aid, Performing Arts Scholarships, ROTC Scholarships, Brother/Sister and Legacy Scholarships",2 years,"$46,400/Year",Liberal Arts - AA,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,66%,Fall 2026,,,"$46,920/Year",,"$1,480/Credit",,,"Merit-based, Need-based, Athletic, Endowed",4 years,"$46,920/Year",Marketing - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,65%,,,,"$47,000/Year","$29,291","$1,470 per credit","$15,000 - $29,000 per year",99%,"Merit-based, Need-based",,"$47,000/Year",Marketing - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts and Sciences,,4.0,2.0,72%,,,,"$48,000/Year","$24,850","$1,260/credit","$24,850",99% of students receive financial aid,"Merit-based, Athletic, Diocesan, ROTC",4 years,"$48,000/Year",Mathematics - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,90%,Fall 2026,,,"$46,000/Year",,"$1,475/Credit","Ranging from $10,000 to $27,000",,"Merit-based, Talent-based, Service-based, Affiliation-based",,"$46,000/Year",Mathematics - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65.5%,Fall 2026,,March 1,"$48,000/Year",,"$1,475 per credit hour","Academic Scholarships range from $15,000 to $27,000 per year.",,"Merit-based, Service, Performance, Athletics, Transfer, External, Endowed",4 years,,Media Arts - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts and Sciences,,4.0,2.0,72%,Fall 2026,,,"$49,500/Year",,"$1,650/Credit",,,"Merit-based, Athletic, Performing Arts, Phi Theta Kappa, Catholic High School, ROTC",,"$49,500/Year",Middle Eastern Studies - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,66%,,,,"$47,640/Year","$20,295","$1,595/Credit","$14,000 to $27,000",,"Merit-based, Need-based",Four years,"$47,640/Year",Military Science - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,Fall 2026,,,"$48,000/Year",,"$1,600/Credit",,,"Merit-based, Diocesan, Athletic, Performing Arts, Need-based",4 years,"$48,000/Year",Molecular & Cellular Biology - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65% (Fall 2022),Fall 2026,,,,,"$1,150/credit","Merit-based: $14,000-$27,000 annually; Performance-based (Music): $1,000-$5,000 annually",,"Merit-based, Performance-based (Music), Family Grants, Legacy Grants, Pioneer Grants, Diocesan Scholarships",4 years,,Music - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,73.64%,,,,49000/Year,,1050/credit,18000 - 30000 per year,,"Merit-based, Need-based",18 credits,49000/Year,Music - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,,72%,Fall 2026,"August 1, 2025","February 15, 2026","$46,470/Year",,"$1,280/Credit",,,"Merit-based, Need-based, Athletic",4 years,"$46,470/Year",Neuroscience - BS,https://www.sacredheart.edu/majors--programs/
,College of Nursing,,4.0,3.0,72.8%,Fall 2026,"August 1, 2025","February 1, 2026","$47,600/Year","$27,000","$1,570/Credit","$5,000 - $27,000",,"Merit-based, Need-based, Specialty, Athletic",4 years,47600,Nursing - BSN,https://www.sacredheart.edu/majors--programs/
,College of Health Professions,,4.0,3.0,87.5% (Fall 2022),Fall 2026,,,"$48,000/Year (Undergraduate full-time, 2023-2024)",,"Undergraduate: $1,500/credit (part-time); Graduate (MOT): $1,050/credit (2023-2024)",,,"Merit-based, Need-based",5 years,"$48,000/Year (Undergraduate full-time, 2023-2024)",Occupational Therapy - BS/MOT,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,,,,48000/Year,,1260/Credit,,,"Merit-based, Talent-based, Athletic, Need-based",18-21 credits,,Philosophy - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,3.0,,Fall 2026,"August 1, 2025","February 15, 2026",48340,,1050,"$1,000 to $27,000",,"Merit-based, Athletic, Alumni & Friends, Performing Arts, ROTC, Diocesan",4 Years,48340,"Philosophy, Politics & Economics - BA",https://www.sacredheart.edu/majors--programs/
,College of Health Professions,1.0,4.0,3.3,,Fall 2026,"August 1, 2025","November 15, 2025","Approximately $46,585/Year",,"$1,290","Up to $28,000/Year",,"Merit-based, Need-based, Athletic, Performing Arts",6 years (3 undergraduate + 3 doctoral),"Approximately $46,585/Year",Physical Therapy - BS/DPT,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,65% (for Fall 2023),,,,"$47,640/Year",,"$1,570/credit",,,"Merit-Based, Athletic, Performance, Need-Based, Other Grants",4 years,"$47,640/Year",Physics - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,,69% (Fall 2022),Fall 2026,,,"$48,000/Year",,"$1,550 per credit",,,"Academic-based, Athletic, Fine Arts, Transfer Student, Alumni, Endowed, Outside Scholarships",,"$48,000/Year",Physics - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,72.8% (Fall 2022),Fall 2026,"August 1, 2025","February 15, 2026",48000/Year,22780,1595/credit,"100,000,000 (annual total awarded)",,"Merit-based, Need-based, Performing Arts, Athletic",4 years,48000/Year,Political Science - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,3.0,68% (Fall 2023),Fall 2026,,,49000/Year,,1260,"$12,000 - $26,000 annually",,"Merit-based, Honors Program, Alumni & Family, Performing Arts, Athletic, ROTC",4 years,49000/Year,Psychology - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,,,,48000,,800,,,"Merit-based, Need-based",,48000,Psychology - Minor,https://www.sacredheart.edu/majors--programs/
,COLLEGE OF HEALTH PROFESSIONS,,4.0,2.0,65%,Fall 2026,,February 1,"$49,850/Year",,"$1,550/credit","Ranges from $18,000 to $30,000 per year",,"Merit-based, Athletic, Need-based",4 years,"$49,850/Year",Public Health - BS,https://www.sacredheart.edu/majors--programs/
,College of Nursing,,4.0,2.5,,Fall 2026,,,,,$650/credit,,,"Institutional Scholarships, Federal/State Grants",31-36 credits; can be completed in as little as 1.5 years,"$20,150 - $23,400 for the program",RN to Bachelor of Science in Nursing - BSN,https://www.sacredheart.edu/majors--programs/
,Isabelle Farrington College of Education & Human Development,,4.0,2.5,74% (Fall 2022),,,,46400,27000,1470,22000,,"Merit-based, Alumni, Sibling, Athletic, Music, eSports, ROTC",4 years,"$46,400/Year",Social Work - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,71.9%,Fall 2026,,,"$47,970/Year","$33,000","$1,505/credit","Ranging from $10,000 to full tuition",,"Merit-based, Athletic, Performing Arts",4 years,"$47,970/Year",Sociology - BS,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,68% (Fall 2022),,,,"$47,000/Year",,"$1,460 per credit",,,"Merit-based, Need-based",4 years,"$47,000/Year",Spanish - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,69%,Fall 2026,,,48100/Year,,1440 per credit,"$10,000 to $25,000 per year",,Merit-based,18 credits,48100/Year,Spanish - Minor,https://www.sacredheart.edu/majors--programs/
,College of Health Professions,,4.0,3.0,66.4%,Fall 2026,,,47000/Year,,1380,,,"Merit-based, Talent-based",4 years,47000/Year,Speech-Language Pathology - BS,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,63%,Fall 2026,,,,"Exceeding $28,000 per year","$1,410","Exceeding $28,000 per year",More than 60% of tuition,"Academic (Merit-based), Athletic, Need-Based, Performing Arts",4 years,,Sport Management - BS,https://www.sacredheart.edu/majors--programs/
,"School of Communication, Media & the Arts",,4.0,2.0,76%,Fall 2026,"August 1, 2025","February 15, 2026",48000/Year,20000,1600 per credit,"Ranges from $10,000 to $27,000",,"Merit-based, Need-based, Athletic, Performing Arts, Transfer Student, Veterans Benefits",4 years,48000/Year,Sports Communication & Media - BA,https://www.sacredheart.edu/majors--programs/
,Jack Welch College of Business & Technology,,4.0,2.0,68%,Fall 2026,,,"$48,000/Year",,"$1,475 per credit","$15,000 - $28,000",,"Merit-based, Need-based, Performing Arts, Athletic, Alumni",18 credits,"$48,000/Year",Sports Management - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,Fall 2026,,,48300/Year,,"$1,590/credit","15,000 - 25,000 annually",,"Merit-based, University Endowed/Restricted, Athletic",4 years,48300/Year,"Strategic Communication, Public Relations & Advertising - BA",https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,64%,,,,"$24,700/Semester",,"$1,640 per credit",,,"Merit-based, Performance, Athletic, ROTC, Endowed & Restricted, Diocesan, Pioneer Spotlight Award",,"$24,700/Semester",Theatre Arts - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,3.0,68.6%,Fall 2026,,,"$48,000/Year",,"$1,600/credit","$27,000 per year",,"Merit-based, Athletic, Performing Arts, Catholic High School, Community Awareness, First Generation, Transfer, Honors Program",,"$48,000/Year",Theatre Arts - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,Fall 2026,"August 1, 2025","February 15, 2026",46400/Year,27000,1260/credit,27000,,"Academic, Performing Arts, Athletic, Community Service, Alumni",4 Years,46400/Year,Theology & Religious Studies - BA,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,above 60%,,,,"$48,300/Year",,"$1,360/credit","$5,000 - $28,000 annually",,"Merit-based, Need-based, Athletic, Performing Arts",,"$48,300/Year",Theology & Religious Studies - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,66%,Fall 2026,,,,,"$1,470 per credit",,,"Academic, Athletic, Endowed, External",Minimum of 18 credits,,Web Design & Development - Minor,https://www.sacredheart.edu/majors--programs/
,College of Arts & Sciences,,4.0,2.0,,Fall 2026,,November 15 (Early Decision/Action I for Fall enrollment),"$46,000/Year",,"$1,280/credit",,,"Merit-based, Need-based, Endowed, Athletic",,"$46,000/Year","Women, Gender & Sexuality Studies - Minor",https://www.sacredheart.edu/majors--programs/
