Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"To be considered for admission, freshman applicants must complete the University of California's required A-G subject courses in high school with a grade of C or better. The application is submitted online via the UC Application, which includes a series of Personal Insight Questions that applicants must answer. These questions serve as the personal statement component of the application. There are no additional general application requirements specified for the Bachelor of Science in Biological Sciences program beyond the standard University of California freshman application.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biological Sciences,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To successfully complete the Minor in Biological Sciences at the University of California, Irvine, a student must fulfill the following course requirements. A total of seven courses are required. The first requirement is to complete BIO SCI 93, BIO SCI 94, BIO SCI 97, BIO SCI 98, and BIO SCI 99. The second part of the requirement is to select two additional Biological Sciences courses, with one being an upper-division course. There is a residency requirement stating that a minimum of six courses for the minor must be taken at UCI. Students majoring in programs within the School of Biological Sciences, Public Health Sciences, Biomedical Engineering: Premedical, Nursing Science, or Pharmaceutical Sciences are not eligible to minor in Biological Sciences. [7]",Not Required,True,False,True,False,False,,,program,Minor in Biological Sciences,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,Prospective students apply to UCI through the general freshman application process and can declare their intention to complete the Biology/Education major after admission. The application requires responses to four Personal Insight Questions. Majors in Biology/Education earn their bachelor's degree concurrently with a California Preliminary Single Subject Teaching Credential. [10],Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biology/Education,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To be considered for admission as a first-year student at the University of California, Irvine, you must complete a minimum of 15 college-preparatory courses (A-G courses) with a letter grade of C or better. At least 11 of these courses must be completed prior to your last year of high school. [12] For California residents, a minimum GPA of 3.0 is required in these courses, while non-residents must have a minimum GPA of 3.4. [12]",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biomedical Engineering,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,Students interested in the minor in Biomedical Engineering must apply through The Henry Samueli School of Engineering Student Affairs Office and must have a UCI cumulative GPA of 2.5 or higher. [4],Not Required,True,False,True,False,False,,,program,Minor in Biomedical Engineering,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To be considered for admission as a freshman, applicants must have earned a minimum GPA of 3.0 (3.4 for nonresidents) in all 'A-G' courses, with no grade lower than a C. [4, 5] UC Irvine's review process is comprehensive and considers all information in the application, including academic achievements, activities, talents, skills, and responses to the personal insight questions. [5] There is no mention of requirements specific to the Biomedical Engineering: Premedical program beyond the general freshman admission requirements.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Biomedical Engineering: Premedical,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Required,"To be considered for admission to UC Irvine as a freshman, you must complete 15 A-G courses with a grade of C or better in each course. For California residents, a minimum GPA of 3.0 is required in these courses, while non-residents need a minimum GPA of 3.4. The application is submitted through the University of California's application portal, and it includes four Personal Insight Questions that must be answered. [4, 11, 16]",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Business Administration,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To be considered for admission to UC Irvine as a freshman, you must complete 15 A-G courses with a letter grade of C or better, with at least 11 of those courses finished before your senior year of high school. A minimum GPA of 3.0 (3.4 for non-residents) is required in these courses. The University of California is test-free, meaning SAT or ACT scores are not considered for admission or scholarship purposes. [4] Instead of a personal statement or essay, applicants must answer four out of eight Personal Insight Questions. [6, 15] There is no indication that a resume or a separate writing sample is required for general freshman admission.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Business Economics,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Required,"Admission into this major is limited. If the number of Business Information Management applicants exceeds the number of positions available, applicants may be subject to screening beyond minimum University of California admissions requirements. All applicants must meet the University of California's freshman admission requirements, including the completion of the A-G subject course requirements.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Business Information Management,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Required,"To be considered for admission to the University of California, Irvine, as a first-year student, applicants must complete 15 A-G courses with a grade of C or better, and at least 11 of these must be completed before the final year of high school. [24] A minimum GPA of 3.0 for California residents and 3.4 for non-residents is required in these courses. [24] All applicants must respond to four out of eight Personal Insight Questions, with each response limited to 350 words. [18, 22] The University of California system is test-blind, meaning SAT or ACT scores are not considered for admission or scholarships. [18, 24]",Not Required,True,,,False,False,,,institute,Bachelor of Science in Chemical Engineering,"The official university website for the University of California, Irvine is uci.edu.",,
,,,,,,,,,,,error,Bachelor of Science in Chemistry,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,"Admission to the Bachelor of Arts in Chicano/Latino Studies program is subject to the general undergraduate admission requirements of the University of California, Irvine. Applicants are required to complete the University of California application, which includes Personal Insight Questions. There are no additional application requirements specific to this major.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Chicano/Latino Studies,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"Requirements for the minor include the completion of three core courses (CHCLAT 61, 62, 63), three upper-division courses from CHCLAT 100-189, and fulfilling a language requirement of Spanish 2A or its equivalent. [1, 5]",Not Required,True,False,False,False,False,,,program,Minor in Chicano/Latino Studies,"The official university website for the University of California, Irvine is uci.edu.",,
,,,,,,,,,,,error,Minor in Chinese Language and Literature,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Chinese Studies,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,"To declare the minor, students should contact an academic counselor from the school of their major to have the minor added to their Degree Works. [10] To officially receive the minor, students must complete all required courses, obtain a minimum overall grade point average of at least 2.0 in all courses required for the minor, and list the minor on their Application for Graduation. [10] A total of 8 courses (32 units) are required for the minor. [12]",Not Required,True,False,False,False,False,,,program,Minor in Chinese Studies,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To be considered for admission to UC Irvine as a freshman, applicants must complete 15 A-G courses, with at least 11 finished before the start of the senior year of high school. UC Irvine uses a comprehensive review process that considers academic achievement in high school coursework, as well as a student's personal qualities, talents, and skills, all within the context of their experiences and circumstances. The application requires answers to four out of eight Personal Insight Questions, which are a central part of the application. Letters of recommendation are not accepted.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Civil Engineering,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"The minor program in Classical Civilization at the University of California, Irvine approaches the ancient world from a broad interdisciplinary perspective with the goal of gaining a deeper understanding and appreciation for the diverse cultures of the ancient Mediterranean. Eight courses (32 units) are required for the minor. 

Required Lower-Division Courses:
- CLASSICS 45A: The Ancient World in Film
- CLASSICS 45B: The Legendary World of Ancient Greece and Rome
- CLASSICS 45C: The Worlds of Ancient Greece and Rome

Upper-Division Requirements:
- Select five upper-division Classics courses, one of which may be in a related field such as history, art history, or philosophy.",Not Required,True,False,False,False,False,,,program,Minor in Classical Civilization,"The official university website for the University of California, Irvine is uci.edu.",,
,,,,,,,,,,,error,Bachelor of Arts in Classics,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Cognitive Sciences,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Comparative Literature,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,"The official UCI General Catalogue confirms that a Minor in Comparative Literature is offered. However, the specific application requirements and procedures to declare the minor are not detailed on the Department of Comparative Literature's pages or in the general catalogue. Typically, for minors in the School of Humanities, students are advised to contact their academic counselor to have the minor added to their degree audit.",Not Required,True,False,False,False,False,,,program,Minor in Comparative Literature,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"Applicants for the Bachelor of Science in Computer Engineering must fulfill the general freshman admission requirements of the University of California, Irvine. This includes completing 15 A-G courses with a grade of C or better, and maintaining a minimum GPA. Specific details are available on the UCI admissions website. For high school students, the Computer Engineering program page directs them to the general school admissions information.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Computer Engineering,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"Admission to the Bachelor of Science in Computer Game Science program for freshmen is managed through the general undergraduate admissions process of the University of California, Irvine. Applicants must complete the 15 A-G college-preparatory courses with a grade of C or better. A minimum GPA of 3.0 is required for California residents (3.4 for non-residents) in these courses. [9] The UC application includes personal insight questions, which take the place of a traditional statement of purpose or writing sample. [1, 2, 3]",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Computer Game Science,"The official university website for the University of California, Irvine is uci.edu.",,
,,,,,,,,,,,error,Bachelor of Science in Computer Science,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,Required,"To be considered for admission to UC Irvine as a first-year student, you must complete 15 A-G courses with a grade of C or better, and earn a grade point average (GPA) of 3.0 or better (3.4 for non-residents) in these courses. [24] For graduate programs, applicants must hold a bachelor's degree from a regionally accredited institution or a comparable degree from a recognized institution abroad, with a minimum GPA of 3.0. [14] Graduate admission requirements can vary by program. [18]",,True,False,,False,False,,,institute,Bachelor of Science in Computer Science and Engineering,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To declare a minor in the School of Humanities, which would include any writing-related minor, current UCI students must submit a DegreeWorks Update Request form if they are a Humanities major, or contact an academic counselor in the school of their major to request adding the minor. A minimum overall GPA of 2.0 is required in all courses for the minor program. There are no application requirements such as a resume or statement of purpose for the declaration of a minor.",Not Required,True,False,False,False,False,,,program,Minor in Creative Writing,"The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To be considered for admission to UC Irvine as a freshman, applicants must have completed 15 year-long UC-approved 'A-G' college preparatory courses with a letter grade of C or better, with at least 11 of those courses finished before the last year of high school. [8] A minimum GPA of 3.0 for California residents (3.4 for non-residents) is required in these courses. [7, 8] The application review is a comprehensive process that considers academic achievements, activities, talents, and skills, as well as the answers to personal insight questions. [7]",Not Required,True,False,False,False,False,,,program,"Bachelor of Arts in Criminology, Law and Society","The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"The minor in Criminology, Law and Society requires the completion of eight courses (32 units). This includes two core courses: CRM/LAW C7 Introduction to Criminology, Law and Society and CRM/LAW C10 Fundamentals of Criminology, Law and Society. Additionally, students must complete six upper-division courses from the range of CRM/LAW C100–C191. [7, 10]",Not Required,True,False,False,False,False,,,program,"Minor in Criminology, Law and Society","The official university website for the University of California, Irvine is uci.edu.",,
Not Required,Not Required,"To be considered for admission to a UC campus, you must complete 15 college-preparatory 'a-g' courses with a letter grade of C or better, with at least 11 of those courses completed before your senior year of high school. A minimum GPA of 3.0 for California residents (3.4 for non-residents) is required in these courses. [19] The application is submitted through the University of California's application portal, which includes personal insight questions.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Data Science,"The official university website for the University of California, Irvine is uci.edu.",,
,,,,False,False,False,False,False,,,none,Bachelor of Arts in Dance,"The official university website for the University of California, Irvine is uci.edu.",False,
,,,,,,,,,,,error,Minor in Digital Arts,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Drama,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in East Asian Cultures,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,"To be considered for admission to UC Irvine as a freshman, applicants must have a minimum GPA of 3.0 (3.4 for non-California residents) in the 15 required “A-G” subject courses, with no grade lower than a C. [10, 17] The “A-G” requirements consist of: two years of history/social science, four years of English, three years of mathematics (four recommended), two years of laboratory science (three recommended), two years of a language other than English (three recommended), one year of visual and performing arts, and one year of a college-preparatory elective. [10] For transfer student admission to the Earth System Science, B.S. program, preference is given to junior-level applicants with the highest grades who have completed one year of approved calculus and one year of either general chemistry with a lab or one year of calculus-based physics with a lab. [20, 21]",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Earth System Science,"The official university website for the University of California, Irvine is uci.edu.",,
,,,,,,,,,,,error,Minor in Earth and Atmospheric Science,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Ecology and Evolutionary Biology,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Economics,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Economics,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Education Sciences,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,,,none,Minor in Education,"The official university website for the University of California, Irvine is uci.edu.",False,
,,,,,,,,,,,error,Bachelor of Science in Electrical Engineering,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in English,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in English,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Science in Environmental Engineering,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Environmental Science and Policy,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in European Studies,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Bachelor of Arts in Film and Media Studies,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,error,Minor in Film and Media Studies,"The official university website for the University of California, Irvine is uci.edu.",,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Not Required,"Application to the Bachelor of Arts in French at the University of California, Irvine is done through the general UC application for undergraduate admission. There are no additional application requirements specified for this major. Applicants must meet the general freshman admission requirements of the University of California system, which include completing a set of 15 college-preparatory courses (A-G courses) with a grade of C or better.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in French,"The official university website for the University of California, Irvine is uci.edu.",,
