Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"In the applied statistics major, students learn to use statistical methods to solve real-world problems. They gain a deep understanding of statistical theory and the ability to apply that theory to data analysis in a variety of fields. Students learn to use statistical software to analyze data, and they learn to communicate their findings to a variety of audiences. The applied statistics major is a good choice for students who are interested in a career in data science, business analytics, or a related field.",https://lsa.umich.edu/stats/undergraduates/applied-statistics-major.html,,"AB, BS","Applied Statistics, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The minor in Arab and Muslim American Studies provides students with a broad yet deep, critical, and nuanced understanding of Arab and Muslim American peoples, histories, and cultures. Coursework introduces students to the core concepts, theories, and debates in the field. Students can study the social construction of race and ethnicity, gender and sexuality, and religion; transnationalism and diaspora; civil rights and civil liberties; war and empire; and cultural and artistic productions. A capstone course will guide students in developing a research project related to the field of Arab and Muslim American Studies, and an engagement component of the minor offers an opportunity for a sustained and meaningful application of students’ knowledge in a setting outside of the classroom.",https://lsa.umich.edu/ac/minors/arab-and-muslim-american-studies.html,,Minor,Arab and Muslim American Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
sub-major in Arabic Language and Literature for students in the Residential College,"The Arabic Studies major combines intensive language training with the study of the literature, history, and culture of the Arab world. Advanced study focuses on the structure and history of Arabic language and literature, as well as on Arabo-Islamic history and civilization. Students have opportunities to study abroad. This major may be a good fit for students considering careers in international affairs, government, international business, and journalism. There is a sub-major in Arabic Language and Literature for students in the Residential College.",https://lsa.umich.edu/mideast,,AB,"Arabic Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Interdepartmental Program in Archaeology and History enables students to combine the study of archaeology with the study of history in a rigorous, interdisciplinary major. Students can create a course of study which explores a particular period, region, or theme from both historical and archaeological perspectives. In order to allow for this flexibility, the major requires students to complete a core curriculum and then create an individual concentration of four additional courses. This concentration must be approved by a major advisor. The major requires either one semester of excavation experience or a second methods course.",https://lsa.umich.edu/classics/undergraduates/archaeology-and-history-major.html,,Major,Archaeology and History,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Architectural Studies minor is for students interested in the interdisciplinary study of architecture, its history, theories, and its varied cultural contexts from a liberal arts perspective. Its curriculum includes a wide range of courses in architectural history, theory, design, and technology. Students select a combination of architectural studies courses that best suit their interests, which can include topics such as sustainability, urbanism, digital technologies, and more.",https://taubman.umich.edu/architecture/degrees/minor-architectural-studies,,Minor,Architectural Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
,"As an undergraduate architecture student at U-M, you’ll join a community of thinkers and makers who are passionate about the built environment. Our curriculum emphasizes individual exploration and creative speculation within a robust professional program. You'll gain a strong foundation in the art of making, as well as the historical, theoretical, and technical aspects of architecture. Our graduates are problem solvers and critical thinkers with the skills to address contemporary challenges through design. The undergraduate program consists of two two-year components: Pre-Architecture and Architecture. In your first two years, you’ll focus on liberal arts distribution requirements and studio art foundation courses. After a selective secondary admission process, successful candidates will matriculate to the architecture major. In your junior and senior years, you'll immerse yourself in a curriculum focused on the built environment.",https://taubman.umich.edu/architecture/,The Bachelor of Science in Architecture is a pre-professional degree and is not accredited by NAAB. The Master of Architecture degree is NAAB-accredited.,BS,Architecture,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Stamps School of Art & Design undergraduate curriculum is an open structure that provides a balance between broad inquiry and focused learning. While all students receive a BFA in Art & Design, our curriculum allows students to concentrate in a specific area of interest and provides the latitude to take a wide range of courses both in Stamps and in other academic units across campus. All students take foundation courses to build a solid base for their creative work; sophomore review to reflect on their progress; junior review to look ahead toward a career in the arts; and a senior studio to cap their four years of study. With a wide range of elective courses in 2D, 3D, and 4D media to choose from, students will find that the program offers enough flexibility to chart their own path to an arts degree, while still receiving a well-rounded and structured education. Students develop their creative skills in their choice of media, exploring a range of topics that reflect their personal interests as well as larger social concerns. They learn to think critically about their own creative work, developing the ability to analyze, critique, and talk and write about their art and design work. Students in Art & Design also learn about the role of the creative arts in society and prepare for careers in which they can make a difference.",https://stamps.umich.edu/,The Penny W. Stamps School of Art & Design is a founding member of and accredited by the National Association of Schools of Art & Design (NASAD).,BFA,Art and Design,https://admissions.umich.edu/academics-majors/majors-degrees,
Honors Major in History of Art,"History of Art is the academic study of the history of art, architecture, and visual culture. The department’s curriculum provides a sophisticated and challenging introduction to a wide range of fields in the history of art and material culture. The faculty are internationally-recognized scholars who are also deeply committed teachers and mentors. As a history of art major, you'll work closely with faculty, enjoy small classes, and become part of a strong intellectual and social community within the larger University. You'll gain a historical understanding of the artistic traditions of diverse cultures and an appreciation of their richness and variety. You’ll become a sophisticated viewer and interpreter of visual art and culture. You will also learn how to think critically, to analyze, and to write persuasively. You will be able to undertake independent research in a field of your choice, which may lead to an honors thesis.",https://lsa.umich.edu/histart,,"BA, Minor",Art History,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Arts and Ideas in the Humanities (AIH) major is an interdisciplinary program for students who want to study the arts and humanities within a broad cultural and historical framework. It resembles a traditional humanities major, but offers more flexibility in its course selection, and differs from a traditional major by its emphasis upon ideas and cultural movements over any one subject matter. As an AIH major, you might focus on a specific medium (such as painting, literature, music or drama) or a specific historical period (such as the Renaissance or the modern era). The major is designed to permit you a large degree of freedom in forming your curriculum from the many diverse course offerings in the RC Humanities Division and in LSA. You will get to work closely with your advisor to create a program of study that best serves your intellectual interests and goals.",https://lsa.umich.edu/rc/current-students/curriculum/majors-and-minors/arts-and-ideas-in-the-humanities.html,,Major (B.A.),Arts and Ideas in the Humanities,https://admissions.umich.edu/academics-majors/majors-degrees,
"['China', 'Japan', 'Korea', 'South Asia', 'Southeast Asia']","The Asian Studies major is an interdisciplinary program that allows students to focus on one of five sub-regions: China, Japan, Korea, South Asia, or Southeast Asia. Students choose courses from an approved list that spans over twenty departments, including ALC, History, Political Science, and Sociology, in order to gain in-depth knowledge of one of these regions. In addition to coursework focused on a particular country or region, majors must complete four terms of an Asian language.",https://lsa.umich.edu/asian/undergraduates/majors-and-minors/asian-studies-major.html,,,Asian Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The undergraduate program in Astronomy and Astrophysics is designed for students who are fascinated by the universe and want to understand the physical principles that govern its behavior. The undergraduate program is designed to provide students with a strong background in mathematics and physics, as well as specialized knowledge in astronomy and astrophysics. The major consists of two main components: a set of core courses that all majors must take, and a set of elective courses that allow students to specialize in a particular area of interest. The major also includes a research component, which can be satisfied by completing a senior thesis or by participating in a research project with a faculty member. The undergraduate major is excellent preparation for graduate study in astronomy and related fields, such as planetary science and astrophysics. It also provides a strong foundation for careers in a variety of fields, including education, science writing, and data science.",https://lsa.umich.edu/astro/undergraduates,,B.S.,Astronomy and Astrophysics,https://admissions.umich.edu/academics-majors/majors-degrees,
"Advanced Automotive Powertrains, Advanced Automotive Systems and Design","The University of Michigan Master of Engineering in Automotive Engineering is an advanced professional degree program that is designed specifically for today’s engineering world. It is an interdisciplinary program that is at the intersection of mechanical, electrical, computer, and materials science engineering. This degree addresses the increasing complexity of the automobile as a system, and will provide you with the skills to become a leader in the automotive industry. It is offered on-campus in Ann Arbor, online, or as a global hybrid program.",https://isd.engin.umich.edu/academics/automotive-engineering/,,M.Eng.,Automotive Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Science (B.S.) in Behavioral and Biological Sciences is a 120 credit hour interdisciplinary program combining a solid background in natural sciences with concentrated study in psychology and anthropology or sociology. The degree program is specifically designed to prepare students for graduate programs in the health sciences (e.g., medicine, dentistry, physical therapy) and other related health fields. This curriculum prepares students for graduate work in these fields by ensuring all pre-requisite coursework is completed as a part of their academic plan. The curriculum is also designed to provide a broad understanding of the biological and social determinants of health and illness. The undergraduate advisor for this major can help students explore professional school options, including those in allopathic medicine, osteopathic medicine, physician assistant, dentistry, optometry, pharmacy, physical therapy, and veterinary medicine.",https://umdearborn.edu/casl/departments/behavioral-sciences/psychology/undergraduate-programs/bachelors-science-behavioral-and-biological-sciences,,BS,"Behavioral and Biological Science, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Biochemistry is the study of the chemistry of life. It provides the foundation for biotechnology and is a fundamental part of many fields in the health sciences. Biochemists study the structure and function of the molecules of life including proteins, nucleic acids, lipids, and carbohydrates. Students will explore how these molecules are synthesized and degraded in organisms and how these processes are regulated. Biochemists also study how organisms extract energy from their surroundings to carry out the processes necessary for life.",https://lsa.umich.edu/chem/undergraduates/majors-and-minors/biochemistry-major.html,,B.S.,Biochemistry,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Biochemistry, the chemistry of life, is an exciting and rapidly expanding field of study. The curriculum focuses on the chemical processes of living cells and the structure-function relationships of biomolecules. Students will be prepared for a variety of careers including graduate programs in biochemistry or related fields, medical school, pharmacy, patent law, government and industry.",https://lsa.umich.edu/biochem,,BS,"Biochemistry, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
"['Biochemical Engineering', 'Bioelectrics and Neural Engineering', 'Biomaterials and Regenerative Medicine', 'Biomechanics', 'Biomedical Imaging and Ultrasonics', 'Biotechnology and Systems Biology', 'Medical Product Development']","Bioengineering is a growing discipline focused on the application of engineering principles to the fields of biology and medicine to create new medical devices, therapies, and diagnostic tools to improve human health. The undergraduate curriculum provides a strong foundation in engineering and the life sciences, preparing students for careers in the biomedical and health care industries as well as for further graduate studies and professional schools.",https://bme.umich.edu/academics/undergraduate/,"The Bachelor of Science in Engineering degree program in Biomedical Engineering is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,"Bioengineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
,"This program provides a broad, comprehensive background in biology, from molecules and cells to organisms and ecosystems. LSA offers several other biology-related majors with different emphases, including Biochemistry; Biology, Health, and Society; Cell and Molecular Biology; Ecology, Evolution, and Biodiversity; Microbiology; Neuroscience; and Plant Biology.",https://lsa.umich.edu/biology/,,,"Biological Sciences, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
"['Biology, Health, and Society', 'Ecology, Evolution, and Biodiversity', 'General Biology', 'Neuroscience', 'Plant Biology']","The study of living organisms and their relationships to the non-living world. Students can select to obtain a general background in biology or to specialize in a variety of sub-disciplines that mirror the research strengths of the department. An Honors degree is also offered. Biology majors are well-prepared to pursue graduate work in biological fields; for professional school in the health sciences; for careers in biotechnology, conservation, and environmental sciences; for teaching; and for many other pursuits.",https://lsa.umich.edu/eeb/undergraduates/majors-and-minors/biology-major.html,,Bachelor of Science (B.S.),Biology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Biology, Health, and Society (BHS) major, offered by the College of Literature, Science, and the Arts, is designed for students interested in the life sciences and their application to a variety of human health issues. Combining a strong biological science foundation with a multidisciplinary approach, BHS examines the interconnectedness of human health, biology, and society. The BHS major provides an excellent foundation for a number of different professional and graduate school programs, including medicine, dentistry, public health, law, and social work. The BHS major can also lead to careers in business, health care administration, genetic counseling, public policy, and science journalism.",https://lsa.umich.edu/bhs,,,"Biology, Health, and Society",https://admissions.umich.edu/academics-majors/majors-degrees,
"['Biochemical Engineering', 'Bioelectrics and Neural Engineering', 'Biomechanics and Biotransport', 'Biomaterials and Regenerative Medicine']","Biomedical engineering is the newest engineering discipline, applying problem-solving skills to the medical and biological fields. It bridges the gap between engineering and medicine, combining the design and problem-solving skills of engineering with medical and biological sciences to advance health care treatment, including diagnosis, monitoring, and therapy. As a biomedical engineer, you might design medical instruments and devices, including artificial internal organs, replacements for body parts, and diagnostic machines. You might conduct research to understand the workings of the human body and how it responds to engineered materials or interventions. Or you could design processes for making pharmaceutical products or develop new ways to ensure product quality and safety.",https://bme.umich.edu/,"The undergraduate program in Biomedical Engineering is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Biomedical Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Biomolecular science represents a modern approach to the study of the chemistry of life. Its goal is a complete understanding of life at the molecular level. It lies at the interface of chemistry and biology, with an emphasis on structure and function.",https://lsa.umich.edu/chem/undergraduates/majors-and-minors/biomolecular-science-major.html,,B.S.,Biomolecular Science,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Biophysics is an interdisciplinary major program in which students are trained to apply the concepts and techniques of physics to the understanding of biological systems. The curriculum is intended to prepare students for graduate study in biophysics, molecular biology, and other related fields, for medical school, or for employment in the pharmaceutical and biotechnology industries. The Biophysics Major provides an excellent foundation for any career in quantitative modern biology or medicine. For a full list of program requirements, please see the LSA Course Catalog. Students in Biophysics develop a core competency in mathematics, physics, chemistry and biology. They then build upon this with specialized classes that emphasize how the different disciplines come together to understand complex biological systems. The major culminates with a two-semester capstone research experience for all majors.",https://lsa.umich.edu/biophysics,,B.S.,Biophysics,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Biopsychology, Cognition, and Neuroscience (BCN) is an interdisciplinary major that allows you to concentrate your studies on the neural mechanisms that underlie behavior. In addition to gaining a deeper understanding of the natural science of psychology, you will also receive intensive training in the related fields of biology, chemistry, and mathematics. This major is excellent preparation for graduate training in a variety of fields, including those related to human health and medicine, neuroscience, biopsychology, cognitive science, and cognitive neuroscience.",https://lsa.umich.edu/psych/undergraduates/bs-in-biopsychology--cognition--and-neuroscience--bcn-.html,,B.S.,"Biopsychology, Cognition, and Neuroscience",https://admissions.umich.edu/academics-majors/majors-degrees,
Birth to Kindergarten Education,"The Birth to Kindergarten (B-K) teacher education program prepares students to become effective, thoughtful, and compassionate educators of young children from birth through kindergarten. Students learn to enact teaching practices that support children as they grow and develop, to partner with families and communities in support of children’s learning, and to disrupt injustices in early childhood education. Graduates of the B-K program earn a Bachelor of Arts degree in Learning, Education, and Policy and are recommended for a Michigan Standard Teaching Certificate with a B-K endorsement. The B-K endorsement certifies graduates to teach in general and special education classrooms from birth through kindergarten.",https://marsal.umich.edu/academics/undergraduate-programs/learning-education-and-policy/teacher-education-pathway/birth-kindergarten-education,,,"Birth to Kindergarten Education, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Business Administration (BBA) curriculum, leading to the BBA degree, is a four-year program for students who wish to pursue a course of study in business. The first year of the BBA curriculum is taken in another school or college at the University of Michigan, usually the College of Literature, Science, and the Arts (LSA). The BBA program includes a rigorous core, a wide range of business electives, and a required number of non-business courses to provide students with the intellectual breadth necessary to build a successful career. Students can also customize their curriculum with a variety of focus areas and special programs.",https://michiganross.umich.edu/undergraduate/bba,Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,BBA,Business Administration,https://admissions.umich.edu/academics-majors/majors-degrees,
Business Analytics pathway,"The Technology and Operations area has recently developed a new academic pathway in Business Analytics for BBA students. This pathway is intended for students who have strong quantitative interests and skills, and who are interested in pursuing a career in analytics, including the areas of marketing analytics, operations analytics, financial analytics, and human resource analytics. Students will learn how to extract insights from data, and how to use those insights to make better business decisions.",https://michiganross.umich.edu/undergraduate/bba/academics/areas-of-study/technology-and-operations,,,"Business Analytics, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Business Administration (BBA) program at Michigan Ross is one of the top undergraduate business programs in the world. Our BBA curriculum is designed to give you a strong foundation in the liberal arts and key business principles while preparing you for a successful career after graduation. You’ll have access to world-renowned faculty, action-based learning, and a supportive community of peers to guide you along the way.",https://michiganross.umich.edu/undergraduate,Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,,"Business Studies, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Cellular and Molecular Biomedical Science (CMBS) major is a joint major offered by the Department of Molecular, Cellular, and Developmental Biology (MCDB) and the Department of Cell & Developmental Biology (CDB) in the Medical School. This major focuses on the intersection of cell biology, development, and the molecular basis of human disease. The curriculum provides a strong foundation in the molecular, cellular, and developmental processes that are the basis for human health and disease. The courses will explore the mechanisms that direct the differentiation and organization of cells and tissues and how these mechanisms are affected in various disease states including cancer, neurodegenerative diseases, diabetes, and cardiovascular diseases. The curriculum also prepares students for many different careers including research, medicine, and other health professions, biotechnology, science policy, and education.",https://lsa.umich.edu/mcdb/undergraduates/majors-and-minors/cellular-and-molecular-biomedical-science--b-s--.html,,,Cellular and Molecular Biomedical Science,https://admissions.umich.edu/academics-majors/majors-degrees,
"Electrical Engineering, Environmental Engineering, Materials Science and Engineering, Mechanical Engineering, Sustainable Engineering","The University of Michigan Chemical Engineering undergraduate program is designed to be flexible and customizable. The core curriculum ensures a solid foundation in engineering and chemical engineering fundamentals while a wide variety of elective options allow each student to tailor their degree to their interests. The undergraduate program is designed to develop the students’ abilities to apply scientific and engineering principles to the solution of problems, to exercise critical and creative judgment, to communicate their ideas, and to prepare for a lifetime of learning and professional leadership.",https://che.engin.umich.edu/,"The Bachelor of Science in Engineering (Chemical Engineering) program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Chemical Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
ACS Certified,"Chemistry, the central science, is the study of matter and its transformations. It deals with the composition, structure, and properties of substances and the changes they undergo. Understanding chemistry is fundamental to understanding the world around us. Majors explore the core areas of analytical, inorganic, organic, and physical chemistry. The department offers three separate majors in chemistry, as well as an interdisciplinary major in biochemistry. The Chemistry major is a strong, foundational degree suitable for students planning to enter the chemical industry or to pursue graduate studies in chemistry.",https://lsa.umich.edu/chem,Certified by the American Chemical Society (ACS).,B.S.,Chemistry,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The B.S. degree with a major in chemistry, which is certified by the American Chemical Society, is designed for students who intend to pursue graduate studies in chemistry, biochemistry or a related field; to pursue a career in the chemical industry; or to pursue a professional career in medicine, dentistry or another health-related field.",https://lsa.umich.edu/chem/undergraduates/major-and-minor-options/major-in-chemistry--b.s.--a.c.s.-certified-.html,Certified by the American Chemical Society,,"Chemistry (A.C.S. Certified), BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Children and Youth in Families and Society minor is an interdisciplinary program designed for undergraduate students who are interested in acquiring a knowledge base in social work and social welfare in the U.S. and in developing skills to serve vulnerable children, youth and families. It offers students the opportunity to learn about the social, political, and economic contexts of human needs and services, and the societal responses to them. This minor can complement a number of undergraduate degrees such as public policy, psychology, sociology, women’s studies and education.",https://ssw.umich.edu/programs/bsw/children-youth-families,The University of Michigan's Bachelor of Arts with a major in Social Work is accredited by the Council on Social Work Education.,AB,"Children & Families, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
Honors Major in Chinese Language and Culture,"The Chinese major is designed to give students a solid foundation in the Chinese language, as well as an understanding of Chinese culture and society. The Chinese major includes courses in the Chinese language, literature, linguistics, film, and culture. The requirements are designed to be flexible, so that students can focus on the areas that are of the greatest interest to them, and so that they can easily combine a Chinese major with a major in another field. The Chinese major is administered by the Department of Asian Languages and Cultures.",https://lsa.umich.edu/asian/undergraduate/majors-and-minors/chinese.html,,"B.A., Minor",Chinese Language and Culture,https://admissions.umich.edu/academics-majors/majors-degrees,
"['construction engineering and management', 'environmental engineering', 'geotechnical engineering', 'hydraulic and hydrologic engineering', 'materials', 'structural engineering']","Civil engineers are responsible for the design, construction, and maintenance of the built environment that is essential to our society. Civil engineers are uniquely equipped to meet the major challenges facing society including the rebuilding and modernization of our infrastructure, creating a sustainable environment, and addressing the impacts of climate change and natural hazards. The work of civil engineers is highly visible and impacts all of our daily lives. This includes our infrastructure (buildings, bridges, roads, and dams), environmental quality (water quality and treatment, air pollution, and waste management), and quality of life (energy systems, transportation systems, and geohazards).",https://admissions.umich.edu/academics-majors/majors-degrees/civil-engineering,"The Bachelor of Science in Engineering (BSE) in Civil Engineering is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",BSE,Civil Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,The major in Classical Archaeology introduces students to the material culture of the ancient Greek and Roman worlds. It is an interdisciplinary major that combines the study of ancient art and archaeology with the study of ancient history and ancient languages. The major is designed to give students a broad introduction to the field of classical archaeology and to provide the basis for a sound liberal arts education; it is also intended to prepare students for graduate work in this and related fields.,https://lsa.umich.edu/classics/undergraduate.html,,BA,Classical Archaeology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The study of Greek and Roman antiquity is an excellent way for students to acquire a liberal arts education. The major in Classical Civilization is an interdisciplinary program that introduces students to the history, literature, art, and archaeology of the ancient Greek and Roman worlds. Majors will learn about the cultures of ancient Greece and Rome, including their languages, literature, history, art, archaeology, philosophy and their lasting impact on the modern world.",https://lsa.umich.edu/classics/undergraduates.html,,Bachelor of Arts (A.B./B.A.),Classical Civilization,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Classical Languages and Literatures major is for students who want to study both Greek and Latin, the core languages of the department. This major provides a great deal of flexibility and provides a comprehensive training in both the ancient languages and the literatures written in them. Students in this major take a combination of courses in Greek, Latin, and classical civilization. Like all of our majors, the CLL major offers a solid preparation for a career in law, medicine, business, and education, and for graduate school in classics and other fields.",https://lsa.umich.edu/classics/academics/undergraduate/classical-languages-and-literatures.html,,A.B.,Classical Languages and Literatures,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Climate and meteorology are two of the most popular and important topics in the physical sciences. Climate science is the study of long-term weather patterns and the forces that cause them to change. The effects of climate change are already being seen in society. Meteorologists are atmospheric scientists who are able to understand and predict the weather. They study the processes and forces that cause weather conditions and use their knowledge to forecast short- and long-term weather patterns. These forecasts are used by government agencies, private companies, and the public. You’ll be prepared for careers in research, government, military, television, and private industry.",https://clasp.engin.umich.edu/,,BSE,Climate and Meteorology,https://admissions.umich.edu/academics-majors/majors-degrees,
"Cognition and Computation, Language and Cognition, Philosophy and Cognition","Cognitive Science is the interdisciplinary study of the mind. Cognitive scientists study how the mind works and how it produces intelligent behavior. They draw on methods and theories from a wide range of fields, including computer science, linguistics, neuroscience, philosophy, and psychology. The LSA Cognitive Science major is designed for students who want to study the mind from an interdisciplinary perspective. The major provides a broad background in the fundamental issues and methods of cognitive science. Students will learn about topics such as perception, memory, language, reasoning, and consciousness. They will also learn about the different approaches that cognitive scientists use to study the mind, including computational modeling, behavioral experiments, and brain imaging.",https://lsa.umich.edu/cgsc,,"B.A., B.S.",Cognitive Science,https://admissions.umich.edu/academics-majors/majors-degrees,
['Media & Entertainment'],"The Department of Communication and Media at the University of Michigan is an interdisciplinary unit in the College of Literature, Science, and the Arts, linking faculty and students who share a common interest in the study of the media. The Department offers an undergraduate major and minor, and a PhD program. Our curriculum provides students with a liberal arts approach to the study of media institutions, media messages, and the effects of media on society, culture, and individuals. Our students are prepared to be thoughtful and engaged media producers and consumers, and to pursue graduate study or careers in government, business, and the nonprofit sector.",https://lsa.umich.edu/comm,,BA,Communication and Media,https://admissions.umich.edu/academics-majors/majors-degrees,
