Program name,Program Page url
Bachelor in Global Studies,https://catalogue.usc.edu/preview_program.php?catoid=21&poid=29609
Bachelor in Graphic Design,https://www.uvu.edu/theatre/degrees/
Bachelor in Hispanic American Studies,https://dornsife.usc.edu/ase/bachelor-of-arts-chicano-latino-studies/
Bachelor in History,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Interdisciplinary Studies,https://catalogue.usc.edu/content.php?catoid=20&navoid=8218
Bachelor in International Relations,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in International Studies,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=12742
Bachelor in Italian Language and Literature,https://dornsife.usc.edu/fren-ital/italian-major/
Bachelor in Journalism,https://annenberg.usc.edu/academics/undergraduate-journalism
Bachelor in Latin and Ancient Greek Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Liberal Arts and Humanities,https://catalogue.usc.edu/content.php?catoid=16&navoid=6107
Bachelor in Linguistics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
"Bachelor in Linguistics, Interpretation, and Translation",https://dornsife.usc.edu/ling/the-linguistics-major/
Bachelor in Literature,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Management Sciences and Information Systems,https://www.youtube.com/watch?v=VxEv_rFST4s
Bachelor in Marine Biology and Oceanography,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Mathematics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Mechanical Engineering,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Minority and Ethnic Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Music,https://music.usc.edu/departments/
Bachelor in Music History and Literature,https://catalogue.usc.edu/preview_program.php?catoid=16&poid=21451
Bachelor in Music Management,https://music.usc.edu/departments/music-industry/
Bachelor in Music Performance,https://catalogue.usc.edu/content.php?catoid=8&navoid=2162
Bachelor in Music Theory and Composition,https://music.usc.edu/departments/composition/
Bachelor in Musical Instruments,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2147&context=cstech
Bachelor in Neuroscience and Neurobiology,https://dornsife.usc.edu/usc-neuroscience/undergraduate-curriculum/
Bachelor in North American Studies,https://dornsife.usc.edu/ase/undergraduate/
Bachelor in Performing Arts,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Pharmacology and Toxicology,https://today.usc.edu/usc-school-of-pharmacy-offers-undergraduate-pharmacology-degree/
Bachelor in Philosophy,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Physics,https://catalogue.usc.edu/preview_program.php?catoid=11&poid=10691
Bachelor in Playwriting and Screenwriting,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Political Science and Government,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Psychology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Public Policy Analysis,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Public Relations,https://catalog.ua.edu/undergraduate/communication-information-sciences/advertising-public-relations/public-relations-ba/
Bachelor in Religious Studies,https://dornsife.usc.edu/religion/religion-majors/religion-degree-requirements/
Bachelor in Russian and Eastern European Languages and Literature,https://dornsife.usc.edu/sll/content/
Bachelor in Social Science Research Methods,https://dornsife.usc.edu/stories/program_overlay/social-sciences-economics-emphasis-major/
Bachelor in Sociology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Spanish Language and Literature,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=12848
Bachelor in Studio Arts,https://catalogue.usc.edu/content.php?catoid=8&navoid=2131
Bachelor in Theatre Design,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Urban Studies and Affairs,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
Bachelor in Visual and Performing Arts,https://you.ubc.ca/programs/
Bachelor in Voice and Opera,https://catalogue.usc.edu/preview_program.php?catoid=8&poid=7912
