Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"The Bachelor of Science degree in Chemical Engineering gives you the knowledge and skills you need to understand and design chemical, biological and advanced material products and processes. [18] It prepares you to be effective and innovative in the workplace, and to undertake more advanced study. [18] The program is broadly based to prepare graduates for positions in engineering development, design, economic evaluation, sales, construction, production, and management. [2] Students will enhance their effectiveness at designing real world chemical processes as they enter the workplace. [2]",https://engineering.buffalo.edu/chemical-biological/academics/undergraduate/chemical-engineering-bs.html,"The Chemical Engineering BS program is accredited by the Engineering Accreditation Commission of ABET under the commission's General Criteria and Program Criteria for Chemical, Biochemical, Biomolecular, and Similarly Named Engineering Programs. [2, 3, 4, 8]",BS,Bachelor of Science in Chemical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,Bachelor's,Bachelor of Arts in Chemistry,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,BS,Bachelor of Science in Chemistry,https://www.buffalo.edu/admissions/academics/programs.html,
Chinese Language and Linguistics Concentration,"The Chinese curriculum provides a solid foundation for an understanding and appreciation of the rich and diverse culture of China. The language (Mandarin Chinese) and culture courses offered are useful to students who aspire to an East Asia-related academic or professional career in education, government, communication, business, or other fields in the United States and abroad. [3]",https://www.buffalo.edu/cas/linguistics/undergraduate-programs/chinese.html,,BA,Bachelor of Arts in Chinese,https://www.buffalo.edu/admissions/academics/programs.html,
Environmental Engineering,"Students pursuing a Bachelor of Science in Civil Engineering (BSCE) may complete the degree with or without a concentration in Environmental Engineering. Within this degree, students may choose electives to permit additional exposure to selected areas of civil or environmental engineering design, such as transportation, structural, geotechnical, environmental and water resources engineering. In the environmental engineering concentration, electives may be selected to focus on water quality and treatment, bioremediation, solid and hazardous wastes, air quality and air pollution control. The undergraduate program gives students the theoretical background, instruction in engineering application of scientific principles and professional attitude to serve the public. It typically leads to entry-level positions or to graduate work in technical specialties (e.g., environmental, geotechnical, structural and transportation), business administration or other professions. a series of senior-level professional design courses. These simulate the design processes used in the major areas of civil engineering and prepare students for entry-level positions.",https://catalog.buffalo.edu/academicprograms/civil_engineering_bs.html,The Civil Engineering BS program is accredited by the Engineering Accreditation Commission of ABET under the commission's General Criteria and Program Criteria for Civil and Similarly Named Engineering Programs.,BS,Bachelor of Science in Civil Engineering,https://www.buffalo.edu/admissions/academics/programs.html,
"['Classical Languages and Literature', 'Classical Civilization', 'Greek and Roman Culture']","The BA in Classics at the University at Buffalo allows undergraduate majors to explore the legacy of the Greek and Roman world and its historical significance in contemporary culture. [10] Students gain knowledge of the foundational elements of classics by studying the languages, history, art, archaeology, and culture of Greece and Rome. [10] The program develops students' ability to closely read and analyze texts, both in their original language and in translation. [10] This analytical skill is demonstrated through writing papers that draw on a variety of research tools, including texts, documents, physical artifacts, scholarly articles, theoretical approaches, and digital tools. [10] The Department of Classics at UB is the only one in the State University of New York (SUNY) system and provides a friendly, supportive program with numerous opportunities for research and travel. [4]",https://www.buffalo.edu/cas/classics/undergrad-study/ba-classics.html,,BA,Bachelor of Arts in Classics,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Arts in Communication,https://www.buffalo.edu/admissions/academics/programs.html,Failed to parse JSON response
,"With the help of our constituents, we identify career objectives a computer engineer should be able to meet within a few years after graduation. We periodically survey our alumni and their employers to find out how well these objectives are being met. [1] We also survey and assess students throughout the duration of the BS program to determine if they are acquiring the skills and knowledge they will need to achieve the defined career objectives. [1] The program is outcomes-based—based on what our students know and can do, not based on what is covered in class—and devoted to continuous improvement. [1]",https://engineering.buffalo.edu/computer-science-engineering/undergraduate/degrees-and-programs/bs-in-computer-engineering.html,"The BS degree in Computer Engineering is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org. [1]",BS,Bachelor of Science in Computer Engineering,https://www.buffalo.edu/admissions/academics/programs.html,
,"The BS in Computer Science program is a comprehensive four-year curriculum that prepares students for a career in computer science. The program provides a thorough grounding in the fundamentals of computer science and is accredited by the Computing Accreditation Commission of ABET. Students in the program have the opportunity to explore a variety of advanced topics and engage in research with faculty. The curriculum is designed to provide a deep and broad understanding of computer science, covering areas from the mathematical and theoretical foundations to the practical aspects of software and hardware development.",https://engineering.buffalo.edu/computer-science-engineering/undergraduate/degrees-and-programs/bs-in-computer-science.html,The BS program in computer science is accredited by the Computing Accreditation Commission of ABET.,BS,Bachelor of Science in Computer Science,https://www.buffalo.edu/admissions/academics/programs.html,
,"As a criminology major, you'll ask tough questions about a topic that affects nearly every aspect of society, from health and housing to education and the environment. And then you'll learn where to find the clues to help answer them. Forget what you've seen on TV crime shows. Here, you'll take a critical, research-based look at criminology as you explore subjects such as: The relationship between crime, deviance and delinquency. Theories of crime. How we measure crime. Systems of power and how law contributes to inequality. Misconceptions and stereotypes. Disparities in the justice system related to race, ethnicity and gender. Experiences of incarcerated people. How behavior shapes policy (and vice versa). [15]",https://www.buffalo.edu/admissions/academics/programs/criminology.html,,BA,Bachelor of Arts in Criminology,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Fine Arts in Dance,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Arts in Economics,https://www.buffalo.edu/admissions/academics/programs.html,Failed to parse JSON response
"['energy systems', 'optics and photonics', 'communications, signal processing and networking', 'solid state electronics']","The undergraduate curriculum for the Bachelor of Science in Electrical Engineering begins with an emphasis on physical sciences and mathematics in the first two years, supplemented by foundational classes in digital principles, circuits, and signals. The third year involves coordinated sequences in electronics and electronic circuits, communications and signal processing, microprocessors and microcomputers, and electromagnetic theory. In the fourth year, students focus on reinforcing laboratory skills, practicing design, and broadening their knowledge through technical electives.",https://engineering.buffalo.edu/ee/undergraduate/curriculum.html,"The Electrical Engineering (B.S.) program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and Program Criteria for Electrical, Computer, Communications, Telecommunication(s) and Similarly Named Engineering Programs. [1]",BS,Bachelor of Science in Electrical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,
,"The Engineering Physics BS program is intended for those students whose interests center on the more fundamental aspects of electrical engineering and physics, but who also wish to have extensive contact with the applied aspects (instrumentation, circuit design) of those subjects. The program is designed such that a student can pursue a graduate program in electrical engineering or applied physics, depending on their interest. This course of study provides students with a unique combination of the fundamental principles of modern electronics, as well as a thorough education in electrical measurements and instrumentation.",https://engineering.buffalo.edu/electronics-photonics-and-sensors/undergraduate/engineering-physics.html,"The Engineering Science BS program is accredited by the Engineering Accreditation Commission of ABET under the commission's General Criteria and Program Criteria for Engineering, General Engineering, Engineering Physics, Engineering Science, and Similarly Named Engineering Programs. [7]",BS,Bachelor of Science in Engineering Physics,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Arts in English,https://www.buffalo.edu/admissions/academics/programs.html,Failed to parse JSON response
,"This program is closely tied to some of the most complex problems facing society today, from climate change and community health to public safety and housing affordability. Students work in partnership with faculty to connect the art of design with how the world takes shape. Projects cultivate creative problem solving and develop skills that allow students to create places that are not only beautiful, but sustainable, healthy, and equitable.",https://arch.buffalo.edu/academics/undergraduate-degrees/bachelor-of-arts-in-environmental-design.html,,BA,Bachelor of Science in Environmental Design,https://www.buffalo.edu/admissions/academics/programs.html,
,"Environmental engineers work at the interface of society and the environment, striving to protect both human and ecosystem health. At UB, environmental engineers focus on sustainability, delivering safe drinking water and clean air, restoring the water quality of the Great Lakes, Hundson River and natural water systems everywhere and several other initiatives critical to environmental health.",https://engineering.buffalo.edu/civil-structural-environmental/undergraduate/degrees-programs/environmental-engineering.html,Our undergraduate programs in civil engineering and environmental engineering are accredited by the Engineering Accreditation Commission of ABET and prepare students for graduate study and/or professional practice. [2],BS,Bachelor of Science in Environmental Engineering,https://www.buffalo.edu/admissions/academics/programs.html,
,"Study the interactions between humans and the geologic environment that determine the habitability and sustainability of the planet, especially in relation to hydrology and water quality, soils, mineral resources, and climate change.",https://catalog.buffalo.edu/academicprograms/environmental_geosciences_bs.html,,BS,Bachelor of Science in Environmental Geosciences,https://www.buffalo.edu/admissions/academics/programs.html,
"['Pre-Physical Therapy Concentration', 'Pre-Athletic Training Concentration', 'Pre-Health Professions Concentration', 'Applied Exercise Physiology Concentration', 'Health Promotion']","Study how human movement influences health, fitness, performance and disease prevention. With a bachelor's degree, you will:Gain a solid knowledge base in various aspects of human physical activity—physiological, biomechanical and nutritional; Advance to graduate or professional study in the health sciences, including physical therapy, medicine, chiropractic or physician assistant programs; Succeed in your career in settings such as hospitals, educational institutions, corporations, fitness facilities and community centers.",https://sphhp.buffalo.edu/exercise-nutrition-sciences/undergraduate-programs/exercise-science-bs.html,,BS,Bachelor of Science in Exercise Science,https://www.buffalo.edu/admissions/academics/programs.html,
Film & Media Production,"The Bachelor of Arts in Film Studies offers students in-depth education in the disciplinary understanding of film as an aesthetic medium and in the critical analysis of films as cultural objects laden with ideological, racial, and gendered meanings. [3] Students will gain an understanding of aspects of cinematic aesthetics, film grammar, the history of film, cultural contexts of film, and theoretical and critical approaches in film studies. [3] The Film Studies Program, housed in the Office of Interdisciplinary Studies, is an interdisciplinary program with courses in the departments of Africana Studies, American Studies, Art, Communications, English, History, Languages, Cultures and Translation, Political Science, Religious Studies, Theatre, and Women's and Gender Studies. [1] The Program teaches film as an art form; a conduit of popular culture; a community-building tool; and agent of change. [1]",https://filmstudies.buffalo.edu/,,BA,Bachelor of Arts in Film Studies,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,BA,Bachelor of Arts in French,https://www.buffalo.edu/admissions/academics/programs.html,
"['Cultures and Identities', 'Women and Global Citizenship', 'Gender and Public Policy']","Our students graduate with a variety of in-demand skills, including the ability to work well in diverse groups and apply creative analysis. The Global Gender Studies undergraduate program offers courses in three areas: Cultures and Identities; Women and Global Citizenship; and Gender and Public Policy. Our courses synthesize local and global knowledge, linking gender to history, literature and policy. Throughout their course of study, students will benefit from the expertise of professors preparing them for graduate work and employment in a wide range of fields.",https://arts-sciences.buffalo.edu/global-gender-sexuality/undergraduate/major.html,,BA,Bachelor of Arts in Gender Studies,https://www.buffalo.edu/admissions/academics/programs.html,
"['General Geography', 'Earth Systems Science', 'Urban and Regional Analysis']","The Bachelor of Arts in Geography at the University at Buffalo allows students to think critically about the location and spatial arrangement of human and natural phenomena and their contribution to various environmental and societal issues. The program is flexible, with a few required courses and a wide selection of electives in areas such as earth science, urban geography, development geography, forest ecology, environmental hazards, health behaviors, oceans, and international trade. Students learn to collect, describe, analyze, and interpret data, as well as create and analyze maps and models. They also receive hands-on training in relevant software for their future careers. [2, 7]",https://catalog.buffalo.edu/academicprograms/geography_ba.html,,BA,Bachelor of Arts in Geography,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Science in Geography,https://www.buffalo.edu/admissions/academics/programs.html,
,"The Geological Sciences BA track at UB is tailored for students aiming for careers that benefit from a strong foundation in geology but fall outside traditional geologist roles, such as Environmental Law or Earth Science Teaching at the secondary education level. [1] The BA is a flexible major for students who are thinking about teaching geology, practicing environmental law or doing something related to the field. [4] As a geological sciences student, you'll typically take classes in chemistry, calculus and physics, as well as geology and related subjects. [4] Of course, you'll also have hands-on labs where you can study specimens up close and learn how to use specialized tools. [4]",https://www.buffalo.edu/cas/geology/undergraduate-programs/geological-sciences-ba.html,,BA,Bachelor of Arts in Geology,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Science in Geology,https://www.buffalo.edu/admissions/academics/programs.html,Failed to parse JSON response
German Language and Linguistics,"Spoken by more than 100 million people in Germany, Austria, Switzerland and throughout the world, German is a major international language of business, diplomacy, science, and popular culture. Germany's economy is the largest in the European Union, and the sixth largest in the world. German is a key language in the fields of music, psychology, philosophy, theology, and the natural sciences. The German BA is designed for students who want to be fluent in German, study one of the largest economies in the European Union, and learn more about the birthplace of Einstein, Arendt, Nietzsche, Beethoven and other world-famous Germans. Our graduates have used their language skills to work in business, education, government and the non-profit sector. German classes are typically small in size, allowing for greater interaction, face-time and use of the target language between the instructor and students. Courses cover a variety of topics, and Independent Studies may be arranged to suit a student's particular goals.",https://www.buffalo.edu/academics/programs.html#alpha=G&search=german,,BA,Bachelor of Arts in German,https://www.buffalo.edu/admissions/academics/programs.html,
,"The Bachelor of Arts (BA) in Global Affairs equips students to tackle critical questions about global systems, international politics and global economics. This interdisciplinary program delves into international law, global policies, human rights and conflict resolution, preparing students to understand and influence an interconnected world. Whether you're interested in international relations, global governance, or human rights advocacy, this program provides the tools to make an impact. Graduates find rewarding careers in non-governmental organizations (NGOs), international organizations, government service, and beyond.",https://www.buffalo.edu/cas/polisci/undergrad-programs/global-affairs-ba.html,,BA,Bachelor of Arts in Global Affairs,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Arts in History,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Industrial Engineering,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Industrial Technology,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Interdisciplinary Arts,https://arts-sciences.buffalo.edu/media-study.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in International Studies,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in International Trade,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Italian,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Jewish Studies,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Korean,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Law,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Linguistics,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The BS in Management Information Systems program—a collaboration between the School of Management and the School of Engineering and Applied Sciences—will prepare you to be a vital link between management and technology. Information is a critical resource in all organizations, and MIS professionals manage the technology that manages the information.",https://www.buffalo.edu/admissions/academics/programs.html,,BS,Bachelor of Science in Management Information Systems,https://www.buffalo.edu/admissions/academics/programs.html,
,"All undergraduate degrees in the department are based ɔn an eight course sequence in calculus, differential equations and linear algebra and have a computational component. [1] The mathematics and applied mathematics degrees all require further mathematics courses in analysis and algebra. [1] The statistics degrees all require a further statistics core. The applied mathematics program has a four-course professional core requirement to promote the understanding of how mathematics is applied in other fields. There are additional requirements particular to each degree program, including technical electives in the major.",https://catalogs.buffalo.edu/preview_program.php?catoid=1&poid=55,,BA,Bachelor of Arts in Mathematics,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Science in Mathematics,https://www.buffalo.edu/admissions/academics/programs.html,Failed to parse JSON response
,"The Mechanical Engineering BS program is a traditional four-year curriculum involving mechanics, vibrations, thermodynamics, fluid flow, heat transfer, materials, control theory, and mechanical design. Graduates of this program find employment in the high-technology electro-mechanical industry as well as in the mechanical and aerospace industry. [13]",https://engineering.buffalo.edu/mechanical-aerospace/undergraduate/degrees-and-programs/mechanical-engineering-bs.html,The Mechanical Engineering BS program is accredited by the Engineering Accreditation Commission of ABET under the commission's General Criteria and Program Criteria. [11],BS,Bachelor of Science in Mechanical Engineering,https://www.buffalo.edu/admissions/academics/programs.html,
,,,,,Bachelor of Arts in Media Study,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Medicinal Chemistry,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Music,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Music in Music Performance,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Music in Music Theatre,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Nuclear Medicine Technology,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Nursing,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Occupational Science,https://www.buffalo.edu/admissions/academics/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
