Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
"Cognitive Science, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Communication, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application requirements are for admission into the undergraduate school (College of Arts and Sciences), not the specific major. Applicants must submit either the Common Application or the Coalition Application. Required materials include Penn-specific essays, an official high school transcript, a school report, three letters of recommendation (one from a counselor and two from teachers), and a Mid-Year Report. Admitted students must submit a Final Report. For the application cycle for Fall 2025 entry and beyond, applicants are expected to submit ACT or SAT scores.",Not Required,True,False,,False,True,True,,,program,
"Comparative Literature, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application requirements are for general first-year admission to the University of Pennsylvania's undergraduate schools, as students declare their major after matriculating. The application checklist includes: The Common Application or Coalition Application, Penn-specific essays, official high school transcript, school report, counselor recommendation, two teacher recommendations, mid-year report, final report, and an application fee or fee waiver. For the 2024-25 application cycle, submission of SAT or ACT scores is optional.",Not Required,True,True,,False,False,False,,,program,
"Criminology, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Prospective students apply to one of Penn’s four undergraduate schools, in this case, the College of Arts & Sciences. The application requirements are managed by the central undergraduate admissions office. The required application materials include: The Common Application or Coalition Application, Penn-specific Essay, Official High School Transcript, School Report, Counselor Recommendation, Two Teacher Recommendations, Mid-Year Report, Final Report, and a $75 application fee or fee waiver. For students applying through the Early Decision program, the Early Decision Agreement is also required.",Not Required,True,True,,False,False,False,,,program,
"Design, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"The following is a list of all the required application materials for first-year applicants:

- Common Application or Coalition Application, Powered by Scoir
- Penn-specific Application Essay
- Official high school transcript
- School Report
- Counselor Recommendation
- Two Teacher Recommendations
- Mid-Year Report
- Final Report
- Standardized test scores (optional for 2024-25 admissions cycle)
- $75 application fee or fee waiver",Not Required,True,True,,False,False,False,,,program,
"Earth and Environmental Science, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"Application requirements are not specified for the major directly. Students apply to one of Penn's undergraduate schools, in this case, the College of Arts & Sciences. The general first-year application requirements include: Common Application or Coalition Application, Penn-specific Application Essay, Official High School Transcript, School Report, Counselor Recommendation, two Academic Teacher Recommendations, a Mid-Year Report, and an application fee or fee waiver. Standardized test scores are optional.",Not Required,True,False,,True,False,False,,,program,
"East Asian Languages and Civilizations, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"All prospective students apply to the University of Pennsylvania using the Common Application or Coalition Application. The application must include: an official high school transcript, a school report, letters of recommendation (one from a counselor and two from teachers), and a mid-year report. If applying through Early Decision, an Early Decision Agreement is also required. A final report is required for all matriculating students.",Not Required,True,False,,False,False,False,,,program,
"Economics, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"English, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"First-year applicants to the University of Pennsylvania must submit either the Common Application or the Coalition Application, which includes a Penn-specific Essay. Required documents include an Official High School Transcript, a School Report, one Counselor Recommendation, and two Teacher Recommendations. Applicants must also submit a Mid-Year Report. A Final Report is required for all students who enroll.",Not Required,True,False,,False,False,False,,,program,
"Environmental Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Fine Arts, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"General application requirements for first-year applicants include: The Common Application or Coalition Application, Penn-specific Essay, Official High School Transcript, School Report, Counselor Recommendation, two Teacher Recommendations, Mid-Year Report (due after first-marking period grades are available), and a Final Report for admitted students who choose to enroll. An application fee or fee waiver is also required. For applicants to the College of Arts & Sciences with an interest in Fine Arts, an optional portfolio of artwork may be submitted as a supplement to the application.",Not Required,True,False,,False,False,False,,,program,
"Francophone, Italian and Germanic Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Gender, Sexuality, & Women's Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Health and Societies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Hispanic Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"History of Art, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"First-year applicants must submit the Common Application or Coalition Application, a Penn-specific Essay, an official high school transcript, a school report, one counselor recommendation, two teacher recommendations, a Mid-Year Report, and a Final Report. An interview is optional.",Not Required,True,True,,False,False,False,,,program,
"History, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Prospective students apply to one of Penn’s four undergraduate schools, not to a specific major. The general application requirements for first-year applicants include: The Common Application or Coalition Application, Penn-specific Essays, Official High School Transcript, School Report, Counselor Recommendation, two Teacher Recommendations, Mid-Year Report, and Final Report. Standardized test scores (SAT or ACT) are also required.",Not Required,True,False,,False,True,True,,,program,
"Individualized Major, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"International Relations, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Prospective students apply to the University of Pennsylvania's undergraduate program, not to the specific major. The general application requirements include:
- Common Application or Coalition Application
- Penn-specific Essay
- Official High School Transcript
- School Report
- Counselor Recommendation
- Two Teacher Recommendations
- Mid-Year Report
- Standardized test scores (SAT or ACT) are optional for the 2024-25 admissions cycle.",Not Required,True,False,,False,False,False,,,program,
"International Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Jewish Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application requirements are not specific to the Jewish Studies, BA major but are for general undergraduate admission to the College of Arts and Sciences. Requirements include: The Common Application or Coalition Application, a Penn-specific Essay, Official High School Transcript, School Report, three Letters of Recommendation, a Mid-Year Report, and a Final Report upon matriculation. Standardized test scores (SAT or ACT) are also required.",Not Required,True,False,,False,True,True,,,program,
"Latin American & Latinx Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"First-year applicants must submit either the Common Application or the Coalition Application, including the Penn Writing Supplement. Required supporting documents include an official high school transcript, a School Report, one counselor recommendation, and two teacher recommendations. A Mid-Year Report must be submitted when first-term/second-quarter senior grades are available, and a Final Report is required for all matriculating students. An interview is optional and not guaranteed.",Not Required,True,False,,False,False,False,,,program,
"Law and Society, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"First-year applicants apply for admission to one of Penn’s four undergraduate schools, not to a specific major. The Law and Society major is in the College of Arts and Sciences. General application requirements include: Common Application or Coalition Application, Powered by Scoir; Penn-specific Essay; Official High School Transcript; School Report; Counselor Recommendation; Two Teacher Recommendations; Mid-Year Report; and a Final Report for admitted students who enroll.",Not Required,True,False,,False,False,False,,,program,
"Linguistics, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application requirements are for admission to the undergraduate College of Arts & Sciences. Required documents include the Common Application or Coalition Application, a Penn-specific Essay, an official high school transcript, a school report, one counselor recommendation, two teacher recommendations, a mid-year report, and a final report. An application fee or fee waiver is also required. Standardized tests like the SAT or ACT are optional for the 2024-25 application cycle.",Not Required,True,False,,False,False,False,,,program,
"Logic, Information, & Computation, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application requirements are not specific to the Logic, Information, & Computation major but are for admission to the undergraduate school (the College of Arts and Sciences). First-year applicants must submit either the Common Application or the Coalition Application. Required components include the Penn-specific Essay, an official high school transcript, a School Report, a mid-year report, a final report, and three letters of recommendation (one from a counselor and two from teachers).",Not Required,True,True,,True,False,False,,,program,
"Mathematical Economics, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Mathematics, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Prospective students must submit either the Common Application or the Coalition Application. Required application components include the Penn-specific Essay, an Official High School Transcript, a School Report, one Counselor Recommendation, and two Teacher Recommendations. A Mid-Year Report is required when first-term senior grades are available, and a Final Report is required for admitted students who choose to enroll. Standardized test scores (ACT or SAT) are optional for the 2024-25 admissions cycle.",Not Required,True,False,,True,False,False,,,program,
"Middle Eastern Languages & Cultures, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Prospective students apply to the University of Pennsylvania's undergraduate program, typically through the College of Arts & Sciences, and declare their major after matriculating. The application requirements are for general first-year admission and include: Common Application or Coalition Application, Penn-specific Essay, Official High School Transcript, School Report, Counselor Recommendation, two Teacher Recommendations, Mid-Year Report (due after first-term senior year grades are available), and Final Report (for admitted students who choose to enroll). Standardized testing (SAT/ACT) is optional for the 2024-25 application cycle.",Not Required,True,False,,False,False,False,,,program,
"Modern Middle Eastern Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Prospective undergraduate students apply to a specific undergraduate school at the University of Pennsylvania, not to a major. The application is submitted via the Common Application or Coalition Application. General requirements include: the application form, a Penn-specific essay, official high school transcript, a school report, letters of recommendation (from a counselor and two teachers), a mid-year report, and a final report for matriculating students. There are no specific requirements listed for admission directly into the Modern Middle Eastern Studies major.",Not Required,True,False,,False,False,False,,,program,
"Music, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Neuroscience, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Nutrition Science, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Philosophy, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"The following is a list of items you’ll need to complete your application: Common Application or Coalition Application, Powered by Scoir; Penn-specific Essay; $75 application fee or fee waiver; Official high school transcript; School Report; Counselor Recommendation; Two Teacher Recommendations; Mid-Year Report (due when first-term senior grades are available); Final Report (due for matriculating students only).",Not Required,True,True,,False,False,False,,,program,
"Philosophy, Politics and Economics, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Physics, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"To apply for first-year admission to the University of Pennsylvania, applicants must submit the Common Application or Coalition Application, which includes a personal essay, along with a Penn-specific Essay. Additional required documents include a $75 application fee or fee waiver, official high school transcript, School Report, a Counselor Recommendation, and two Teacher Recommendations. Applicants must also submit a Mid-Year Report and a Final Report upon availability. For the 2024-25 admissions cycle, applicants are required to submit either SAT or ACT scores.",Not Required,True,False,,True,True,True,,,program,
"Political Science, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"To apply as a first-year student, applicants must submit either the Common Application or the Coalition Application. The application includes a personal essay and a Penn-specific essay. Required supporting documents include an official high school transcript, a school report, one counselor recommendation, and two teacher recommendations. A Mid-Year Report with first semester/trimester senior grades is also required. Standardized test scores (SAT or ACT) are optional. An alumni interview is also part of the application process.",Not Required,True,False,,False,False,False,,,program,
"Psychology, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Religious Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application requirements are for undergraduate admission to the College of Arts and Sciences, not specifically for the Religious Studies major. General requirements include: The Common Application or Coalition Application, a Penn-specific Supplement, Official High School Transcript, School Report, Counselor Recommendation, Two Teacher Recommendations, Mid-Year Report, and a Final Report upon matriculation.",Not Required,True,True,,False,False,False,,,program,
"Russian and East European Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
"Science, Technology and Society, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Sociology, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"First-year applicants must submit either the Common Application or Coalition Application. Required documents include: a Penn-specific Essay, Official High School Transcript, School Report, Counselor Recommendation, two Teacher Recommendations, a Mid-Year Report, and a Final Report. For Early Decision applicants, an Early Decision Agreement is also required.",Required,True,True,,False,False,False,,,program,
"South Asia Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Theatre Arts, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Urban Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Application to an undergraduate program like Urban Studies, BA is done through the general first-year application process. The required components are: The Common Application or Coalition Application, Penn-specific essays, a $75 application fee or fee waiver, official high school transcript, School Report, one counselor recommendation, two teacher recommendations, and a Mid-Year Report. A Final Report is required in June from admitted students who choose to enroll. Standardized tests (SAT/ACT) are optional.",Not Required,True,True,,False,False,False,,,program,
"Visual Studies, BA",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Africana Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The Africana Studies minor is a six-course program of study. At least four of the courses for the minor must be taken at the University of Pennsylvania. In order to receive credit for the minor, a student must receive a grade of C or better in all courses for the minor. Students interested in the minor should consult the Undergraduate Chair.",Not Required,True,False,,False,False,False,,,program,
American Public Policy Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The minor in American Public Policy (APPC) requires six courses for a total of six course units.
1. One introductory course on American politics or public policy.
2. One course in statistics.
3. Four elective courses, with at least two at the 2000-level or above.",Not Required,True,False,,False,False,False,,,program,
American Sign Language and Deaf Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Ancient History Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"A total of 6 course units are required.

Two courses in Ancient History (ANCH) at any level
Four additional course units chosen from the list below in at least two of the following categories:
Ancient History
Classical Civilization
Greek
Latin
Approved related fields",Not Required,True,False,,False,False,False,,,program,
Anthropology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
Archeological Science Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The Archeological Science Minor requires a minimum of 6 course units. To declare a minor, contact the undergraduate chair.",Not Required,True,True,,True,False,False,,,program,
Architectural History Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Architecture Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
Asian American Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"In order to declare the minor, students must fill out the Declare/Update Field of Study Form on Path@Penn and meet with the Program Manager.",Not Required,True,False,,False,False,False,,,program,
Bioethics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Biology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor, students should meet with the undergraduate chair or program advisor in the sponsoring department to discuss their interests and plan a course of study. A Minor Declaration Form must be completed, signed by the minor advisor, and returned to the College Office.",Not Required,True,False,,True,False,False,,,program,
Biophysics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Chemistry Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Students may satisfy the requirements for a Minor in Chemistry by completing six (6) course units in Chemistry as listed below. Four (4) of the six (6) courses must be numbered 200 or above. The courses used to fulfill the minor must be taken for a letter grade, not pass/fail. Lab courses cannot be counted toward the minor. Research courses may not be used to satisfy the requirements for the minor.",Not Required,True,False,,True,False,False,,,program,
Cinema and Media Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Classical Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The minor in Classical Studies consists of any six course units from the offerings of the Department of Classical Studies. A student may elect a general minor in Classical Studies or may concentrate in Greek, Latin, Ancient History, or Classical Civilization. The course requirements for the minors in Greek, Latin, Ancient History, and Classical Civilization are six courses from the respective subfield, as approved by the undergraduate chair. The requirements for the General Classical Studies minor are any six CLST courses, at least three of which must be at the 2000-level or higher. No more than one course may be at the 1000-level.",Not Required,True,False,,False,False,False,,,program,
Cognitive Science Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Comparative Literature Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Computational Neuroscience Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Consumer Psychology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The Consumer Psychology Minor is a six-course, cross-school minor for students in the College of Arts and Sciences. Students in the College may declare the minor at any time by meeting with an advisor in the Psychology undergraduate office and listing it on their worksheet in Path@Penn.",Not Required,True,False,,False,False,False,,,program,
Creative Writing Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Data Science and Analytics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,The minor is open to all undergraduate students in the College. Interested students should consult with the program co-directors to discuss their interests and course of study. A declaration form must be completed and signed by the student and one of the program co-directors.,Not Required,True,False,,True,False,False,,,program,
Digital Humanities Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Required,"The Digital Humanities minor is open to all undergraduate students at the University of Pennsylvania. To apply, students must fill out a short application form, which includes a brief statement of interest describing why they are interested in the minor and what they hope to learn.",Not Required,True,False,,False,False,False,,,program,
East Asian Area Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
East Asian Languages and Civilizations Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The minor in East Asian Languages and Civilizations requires 6 course units. To declare a minor in EALC, please contact the EALC Undergraduate Chair.",Not Required,True,False,,False,False,False,,,program,
East Central European Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Economic Policy Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
