Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"If you’re drawn to business, but especially love working with numbers, then a Bachelor of Business Administration in Accounting degree may be the perfect fit for you. You’ll be challenged to develop skills in critical thinking, data analysis, and problem-solving, all while getting a firm grasp on the underlying principles of the accounting profession. You’ll acquire a broad business background that will prepare you for a variety of careers in both the private and public sectors. Plus, you’ll be prepared to sit for the CPA or CMA exams, or for graduate school. Located in the heart of Houston’s economic hub, UHCL’s College of Business is dedicated to preparing you for success. From internships to industry-focused courses, you’ll gain real-world experience and develop the professional skills you need to enter the job market with confidence. You'll gain a strong foundation in business in general, and then dive deep into the world of accounting. You'll discover how to create balance sheets, manage taxes, analyze financial data, and prepare financial reports. Learn to be a successful auditor or financial analyst. Discover the ins and outs of forensic accounting, or prepare to become a Certified Public Accountant (CPA) or Certified Management Accountant (CMA).",https://www.uhcl.edu/academics/degrees/accounting-bba/,"The College of Business at University of Houston-Clear Lake is accredited by AACSB International – The Association to Advance Collegiate Schools of Business. AACSB Accreditation is the highest standard of achievement for business schools worldwide. Less than 5% of the world's 16,000 business programs have earned AACSB Accreditation.",Bachelor of Business Administration in Accounting,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
Finance,"Earn a Bachelor of Business Administration in Finance at University of Houston-Clear Lake and start your career in financial planning, banking, corporate finance, or investment management. An undergraduate degree in finance provides you with the skills and knowledge to solve financial problems for individuals and companies, preparing you for a variety of roles in the financial services industry. Our finance program provides you with the fundamental concepts and practical applications needed to understand financial markets and institutions, make investment decisions, and manage corporate funds.",https://www.uhcl.edu/academics/degrees/business-administration-finance-bba/,Accredited by AACSB International,Bachelor of Business Administration in Finance,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
General Business,The General Business specialization offers a broad business background that provides students with the versatility needed for a rapidly changing business environment. This specialization allows students to select 18 hours of advanced business electives to customize their degree to their interests and career goals. Students completing the General Business specialization are well-prepared for entry-level positions in a wide variety of industries.,https://www.uhcl.edu/academics/degrees/business-administration-bachelor-bba/,"UHCL’s College of Business is one of the few business schools in the Houston area to be accredited by the Association to Advance Collegiate Schools of Business (AACSB) International. AACSB accreditation is considered the gold standard of business education. This means our business programs meet the highest quality standards, so you can be confident your degree will be recognized as an excellent achievement worldwide.",Bachelor of Business Administration in General Business,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"Are you ready to grow your leadership skills and become a more effective manager? A Bachelor of Business Administration in Management at University of Houston-Clear Lake focuses on problem-solving, decision-making and strategic thinking so you can meet organizational challenges head-on. As a management student, you will learn to motivate and manage employees, oversee teams and implement business initiatives, all while learning from faculty with real-world business experience. This BBA in Management can help you gain a wide range of skills to take on leadership positions in a variety of industries. UHCL's Bachelor of Business Administration in Management trains students in various areas of management. Classes include human resource management, international business, organizational behavior, operations management, and strategic management. A BBA in Management is an excellent choice for individuals seeking to enter or advance in the business world.",https://www.uhcl.edu/academics/degrees/business-administration-management-bba/,"The College of Business, which offers this program, is accredited by AACSB International.",Bachelor of Business Administration in Management,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"The Bachelor of Business Administration (BBA) in Management Information Systems (MIS) program at University of Houston-Clear Lake prepares students for dynamic careers at the crucial intersection of business and technology. This comprehensive program equips graduates with the essential skills to design, implement, and manage information systems that drive organizational efficiency and competitive advantage. Students delve into key areas such as database management, systems analysis and design, IT project management, cybersecurity fundamentals, and data analytics. The curriculum emphasizes practical application, problem-solving, and strategic thinking, enabling students to leverage technology to address complex business challenges, support informed decision-making, and innovate within various industries. Graduates emerge as highly sought-after professionals capable of bridging the gap between technical teams and business stakeholders, contributing significantly to a data-driven global economy.",https://www.uhcl.edu/academics/degrees/management-information-systems-bba/,"The College of Business at University of Houston-Clear Lake is accredited by AACSB International – The Association to Advance Collegiate Schools of Business. This accreditation applies to all business programs, including the Bachelor of Business Administration in Management Information Systems.",Bachelor of Business Administration in Management Information Systems,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
Marketing,"Marketing is the process of planning and executing the conception, pricing, promotion and distribution of ideas, goods and services to create exchanges that satisfy individual and organizational objectives. At University of Houston-Clear Lake, students are prepared for careers in marketing by developing communication, critical thinking, global awareness, and ethical decision-making skills. The BBA in Marketing program focuses on both theoretical and applied aspects of the marketing discipline. Students gain expertise in areas such as consumer behavior, marketing research, marketing strategy, digital marketing, professional selling and sales management, and international marketing. Our faculty are active in research and bring real-world experience to the classroom.",https://www.uhcl.edu/academics/degrees/business-administration-bba-marketing,"The College of Business at University of Houston-Clear Lake is accredited by AACSB International – The Association to Advance Collegiate Schools of Business. AACSB Accreditation is the highest standard of achievement for business schools worldwide. Less than 5 percent of the world's 16,000 business programs have earned AACSB Accreditation.",Bachelor of Business Administration in Marketing,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"Want to become a CPA? With a Bachelor of Science in Accounting degree from University of Houston-Clear Lake, you can gain a deeper understanding of accounting principles, practices and theories, as well as an understanding of the business environment. This degree is recognized for its excellence and is specifically designed to prepare you for the Certified Public Accountant (CPA) Exam. You will develop critical thinking, problem-solving, and communication skills to successfully compete in the fast-paced accounting field. Additionally, you will be prepared for the Certified Management Accountant (CMA) and Certified Internal Auditor (CIA) exams. UHCL's Bachelor of Science in Accounting degree provides students with a strong foundation in all areas of accounting, including financial accounting, managerial accounting, auditing, taxation, and accounting information systems. You will learn how to: prepare financial statements and reports, analyze financial data, audit financial records, prepare tax returns, design and implement accounting information systems, and communicate accounting information effectively.",https://www.uhcl.edu/academics/degrees/accounting-bs/,"UHCL's Accounting program, along with all other business programs, is accredited by AACSB International – the Association to Advance Collegiate Schools of Business. This accreditation is a hallmark of excellence in business education, earned by less than 5% of the world's business programs.",Bachelor of Science in Accounting,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,,,,Bachelor of Science in Anthropology,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
"Sociology Emphasis, Psychology Emphasis, Child, Adolescent, and Family Studies Emphasis","As a behavioral sciences major at University of Houston-Clear Lake, you’ll focus on understanding human behavior, the mind, and society through a multi-disciplinary study of humanity. The program offers a comprehensive understanding of human behavior, society and the mind through an interdisciplinary approach that includes sociology, psychology and anthropology. You'll learn how to collect, organize, and analyze information, and develop critical thinking, research, and data analysis skills necessary to evaluate issues within contemporary society. Upon completion, you'll be able to demonstrate an understanding of the concepts, theories, and methodologies of the behavioral sciences, including biological, social, and psychological factors related to behavior, and effectively communicate scientific information. This degree prepares students for a career in many social service areas or for graduate school, and provides the foundational knowledge needed for many professional fields as well as advanced studies.",https://www.uhcl.edu/academics/degrees/behavioral-sciences-bs,,Bachelor of Science in Behavioral Sciences,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"The Bachelor of Science in Biological Science degree at University of Houston-Clear Lake is a science-focused degree designed for students with a passion for living organisms and the environment. You will explore a broad range of biological studies, from molecular biology, genetics and physiology to ecology, evolution and conservation. This program is offered through UHCL’s College of Science and Engineering.
The goal of the Biological Science program is to prepare students for diverse career options in biological science fields and for further studies at the graduate or professional level. Our students are prepared to enter a range of occupations, including those in health, environmental, and biotechnology fields.
UHCL’s location on a 524-acre nature preserve near Galveston Bay provides unique opportunities for research and field experiences. Faculty members in the Biological Science program have active research programs in areas such as ecology, plant physiology, genomics, toxicology, immunology and neuroscience. You will have opportunities to conduct research with faculty and present your research at local, regional, and national meetings.
In addition to general requirements, you can choose one of three concentrations for your biological science degree:
*   Pre-Health Concentration
*   Ecology and Conservation Biology Concentration
*   Molecular Biology Concentration",https://www.uhcl.edu/academics/degrees/biological-science-bs,,Bachelor of Science in Biological Science,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",BS
,"The Bachelor of Science in Biotechnology at University of Houston-Clear Lake prepares students for careers in the cutting-edge biotechnology industry. Through specialized coursework and hands-on laboratory experiences, you’ll gain a comprehensive understanding of molecular biology, genetics, bioinformatics, and other key areas of biotechnology. Our program emphasizes critical thinking, problem-solving, and practical skills, ensuring you’re well-equipped to contribute to advancements in medicine, agriculture, environmental science, and beyond. With access to state-of-the-art facilities and experienced faculty, you'll be ready to pursue diverse career paths or further your education in graduate studies. UHCL's Bachelor of Science in Biotechnology degree prepares you to enter a wide variety of roles in the growing field of biotechnology. From pharmaceutical and biomedical companies to agricultural and environmental industries, the demand for skilled professionals is high. Our graduates find positions as research technicians, laboratory managers, quality control analysts, and bio-manufacturing specialists, among others. The program also provides an excellent foundation for those interested in pursuing advanced degrees such in molecular biology, genetics, bioinformatics, or medical school.",https://www.uhcl.edu/academics/degrees/biotechnology-bs/,,Bachelor of Science in Biotechnology,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"Do you want to develop a deeper understanding of the world around you? Do you have an interest in the chemical properties and changes of matter? UHCL's Bachelor of Science in Chemistry will immerse you in the exciting world of chemistry. As a chemistry major, you will study the principles of general, organic, analytical, physical and inorganic chemistry. You will also develop knowledge and skills in scientific communication, quantitative problem solving, and the ethical practice of scientific research. Chemistry majors have the opportunity to participate in real-world research with faculty and present their findings at local, regional, and national conferences. Small classes with a low student-to-faculty ratio allow for personalized attention from faculty who are dedicated to student success.",https://www.uhcl.edu/academics/degrees/chemistry-bs/,,Bachelor of Science in Chemistry,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"Study the exciting field of computer engineering at the University of Houston-Clear Lake. Our BS in Computer Engineering offers a unique blend of electrical engineering and computer science, preparing you to design, develop and integrate computer hardware and software systems. You'll gain a deep understanding of embedded systems, digital signal processing, computer networks and architecture, and microprocessors. Our program emphasizes hands-on experience and real-world applications, ensuring you graduate with the skills employers demand in this rapidly evolving industry. As a computer engineering student, you will learn to build, program, and maintain state-of-the-art computer systems, from tiny microcontrollers to powerful supercomputers. You'll work on projects that integrate hardware and software components, giving you a holistic understanding of how these systems function. You'll also explore topics like artificial intelligence, machine learning, and cybersecurity, preparing you for a wide range of career opportunities.",https://www.uhcl.edu/academics/degrees/computer-engineering-bs/,"The Bachelor of Science in Computer Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",Bachelor of Science in Computer Engineering,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"As a student of the Bachelor of Science in Computer Information Systems degree program, you'll gain the technical skills and business knowledge required to design, develop and manage information systems that solve real-world problems for businesses and organizations. The Computer Information Systems program will prepare you to enter the workforce in a challenging and rewarding career, or pursue a graduate degree in Computer Information Systems. You'll learn to develop and manage information systems to solve real-world problems. Your studies will focus on core CIS competencies in computer programming, database management, web design, networking, operating systems, and information systems security.",https://www.uhcl.edu/academics/degrees/computer-information-systems-bs/,Accredited by ABET.,Bachelor of Science in Computer Information Systems,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"The Bachelor of Science in Computer Science program at University of Houston-Clear Lake prepares students for careers in fields such as software development, network administration, database management, and cybersecurity. The curriculum offers a solid foundation in both the theoretical and practical aspects of computing. Students will gain proficiency in programming languages, data structures, algorithms, operating systems, and computer architecture. The program emphasizes problem-solving skills, critical thinking, and the ability to adapt to new technologies, ensuring graduates are well-prepared for entry-level positions or advanced studies in computer science.",https://www.uhcl.edu/academics/degrees/computer-science-bs,"The Bachelor of Science in Computer Science program is accredited by the Computing Accreditation Commission of ABET, https://www.abet.org.",Bachelor of Science in Computer Science,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
,"Do you have a passion for creating and communicating through new media technologies? With a bachelor's in Digital Media Studies at University of Houston-Clear Lake, you'll gain the skills to translate your ideas into digital content that stands out. From web design to animation, from photography to videography, this comprehensive program will teach you the technical expertise and critical thinking needed to master the ever-evolving digital landscape. Our curriculum provides a strong foundation in digital media theory, production techniques, and visual communication. You’ll explore areas like interactive media, digital storytelling, graphic design, and much more. You'll work with industry-standard software and equipment, building a portfolio that showcases your creativity and technical prowess. In addition to the general Digital Media Studies degree, you may choose to specialize in three specific areas: Production, Photography, or Visual Communication Design. Whichever path you choose, you'll be prepared for a dynamic career in fields such as multimedia production, web development, digital marketing, content creation, and beyond.",https://www.uhcl.edu/academics/degrees/digital-media-studies-bs,,Bachelor of Science in Digital Media Studies,https://www.uhcl.edu/academics/degrees/communication-ba,
,"The Bachelor of Science in Environmental Management program at University of Houston-Clear Lake is an interdisciplinary program designed to prepare students for careers in environmental management in both the public and private sectors. The curriculum provides a strong foundation in natural sciences, policy, economics, and law, equipping graduates with the knowledge and skills necessary to address complex environmental challenges. Students will learn how to analyze environmental problems, develop sustainable solutions, and implement environmental policies effectively. The program emphasizes hands-on learning, research opportunities, and practical application of environmental principles. Graduates will be prepared for diverse roles such as environmental specialists, policy analysts, conservation managers, and sustainability coordinators, or to pursue graduate studies in environmental science, law, or public administration.",https://www.uhcl.edu/academics/degrees/environmental-management-bs/,,Bachelor of Science in Environmental Management,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",
