Program name,Program Page url
Bachelor of Science in Chemistry,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Mathematical Sciences,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Neuroscience,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Physics,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Artificial Intelligence,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Computational Biology,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Computer Science,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Human-Computer Interaction,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Robotics,https://www.cmu.edu/admission/majors-programs
Bachelor of Science in Business Administration,https://www.cmu.edu/admission/majors-programs
Bachelor of Computer Science and Arts (BCSA),https://www.cmu.edu/admission/majors-programs
Bachelor of Engineering Studies and Arts (BESA),https://www.cmu.edu/admission/majors-programs
Bachelor of Humanities and Arts (BHA),https://www.cmu.edu/admission/majors-programs
Bachelor of Science and Arts (BSA),https://www.cmu.edu/admission/majors-programs
Additional Major in Engineering and Arts (EA),https://www.cmu.edu/admission/majors-programs
Minor in Animation & Special Effects,https://www.cmu.edu/admission/majors-programs
Minor in Architectural Design Fabrication,https://www.cmu.edu/admission/majors-programs
Minor in Architectural History,https://www.cmu.edu/admission/majors-programs
Minor in Architectural Representation and Visualization,https://www.cmu.edu/admission/majors-programs
Minor in Architectural Technology,https://www.cmu.edu/admission/majors-programs
Minor in Architecture,https://www.cmu.edu/admission/majors-programs
Minor in Art,https://www.cmu.edu/admission/majors-programs
Minor in Building Science,https://www.cmu.edu/admission/majors-programs
Minor in Business Administration,https://www.cmu.edu/admission/majors-programs
Minor in Business Analytics and Optimization,https://www.cmu.edu/admission/majors-programs
Minor in Collaborative Piano,https://www.cmu.edu/admission/majors-programs
Minor in Computational Design,https://www.cmu.edu/admission/majors-programs
Minor in Computer Science,https://www.cmu.edu/admission/majors-programs
Minor in Conducting,https://www.cmu.edu/admission/majors-programs
Minor in Design,https://www.cmu.edu/admission/majors-programs
Minor in Design for Learning,https://www.cmu.edu/admission/majors-programs
Minor in Drama,https://www.cmu.edu/admission/majors-programs
Minor in Economics,https://www.cmu.edu/admission/majors-programs
Minor in Financial Management,https://www.cmu.edu/admission/majors-programs
Minor in Game Design,https://www.cmu.edu/admission/majors-programs
Minor in History of the Arts,https://www.cmu.edu/admission/majors-programs
Minor in Immersive Technologies in Arts & Culture,https://www.cmu.edu/admission/majors-programs
Minor in Innovation & Entrepreneurship,https://www.cmu.edu/admission/majors-programs
Minor in Innovation and Entrepreneurship,https://www.cmu.edu/admission/majors-programs
Minor in Intelligent Environments,https://www.cmu.edu/admission/majors-programs
Minor in Media Design,https://www.cmu.edu/admission/majors-programs
Minor in Music,https://www.cmu.edu/admission/majors-programs
Minor in Music Education,https://www.cmu.edu/admission/majors-programs
Minor in Music Technology,https://www.cmu.edu/admission/majors-programs
Minor in Musicology,https://www.cmu.edu/admission/majors-programs
Minor in Operations and Supply Chain Management,https://www.cmu.edu/admission/majors-programs
Minor in Photography,https://www.cmu.edu/admission/majors-programs
Minor in Physical Computing,https://www.cmu.edu/admission/majors-programs
Minor in Product Management,https://www.cmu.edu/admission/majors-programs
Minor in Soft Technologies,https://www.cmu.edu/admission/majors-programs
Minor in Sonic Arts,https://www.cmu.edu/admission/majors-programs
