Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
,,,,,,,,,,,error,Criminal Justice Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,True,False,False,False,False,,,program,Criminal Justice Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Criminal Justice Online Degree Completion Program (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for first-year admission, you’ll need:

- Completed application (SUNY Application or Common Application)
- Official high school transcript",Not Required,True,False,True,False,False,,,program,Cybersecurity Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,"To declare this minor, students must have a cumulative GPA of 2.0 or higher.",Not Required,True,False,True,False,False,,,program,Cybersecurity Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,"Dance Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,,"Admission to the BFA program is by audition. Students may audition prior to admission to the University, or during their first two semesters of study. The audition consists of a master class including contemporary modern and ballet techniques, as well as a short interview with the faculty. Applicants should bring a résumé of dance experience and a small photo to the audition. In addition to the audition, applicants must meet the general undergraduate admission requirements, which include submitting either the SUNY Application or the Common Application and an official high school transcript.",Not Required,True,False,False,False,False,,,program,Dance Major (BFA),https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Dance Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Digital Marketing Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Disability Studies Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,True,False,False,False,False,,,program,"Diversity, Equity, Inclusion and Social Justice Minor",https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Early Childhood Inclusive Education (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for undergraduate admission, students must submit a completed SUNY Application or Common Application, an official high school transcript, one letter of recommendation, and an application essay or personal statement. SUNY Brockport is test-optional, meaning SAT/ACT scores are not required for admission.",Not Required,True,False,True,False,False,,,program,"Earth Science Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,"To earn a minor in earth science, a student must complete a minimum of 18 credits in earth science courses (ESCI), including at least nine credits at the 300/400 level, with a minimum grade of C- in each course and a minimum cumulative GPA of 2.0 in the minor.",Not Required,True,False,True,False,False,,,program,Earth Science Minor,https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,Students intending to major in economics should declare their major as early as possible by contacting the department.,Not Required,True,False,False,False,False,,,program,Economics Major,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Economics Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,"English Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"A minimum of 18 credits are required for the minor, at least nine of which must be taken in residence at Brockport. A minimum grade of C is required in all minor courses. The pass/fail grading option is not permitted for courses in the minor.",Not Required,True,True,False,False,False,,,program,English Minor,https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Entrepreneurship & Innovation Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Environmental Science Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The Environmental Science minor is available to any student and requires a minimum of 20 credits. The minor provides a strong, interdisciplinary framework for understanding how the natural world works, how it is affected by human activity, and what we can do to protect environmental quality and create a more sustainable future for ourselves and for other species. A grade of C or higher is required for all courses to count towards the minor.",Not Required,True,False,True,False,False,,,program,Environmental Science Minor,https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,"To declare a minor in environmental studies, students must have a cumulative GPA of at least 2.0. Minors are available to all majors except Environmental Science.",Not Required,True,False,True,False,False,,,program,Environmental Studies Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Exercise Science Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To declare a film studies minor, a student should meet with the coordinator of the Film Studies Program.",Not Required,True,False,False,False,False,,,program,Film Studies Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Finance Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To declare the finance minor, students must first complete the Declaration of Major/Minor form and obtain the signature of the department chairperson. Forms are available in the department office.",Not Required,True,False,False,False,False,,,program,Finance Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Forensic Science Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Forensic Science Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,SUNY Brockport requires the following items to complete your application: A completed application (we are on the SUNY Application and the Common Application); Your official high school transcript; One letter of recommendation from a school counselor or teacher.,Not Required,True,False,True,False,False,,,program,"Geology Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Geology Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Formal application for admission to the major is submitted to the Department of Art after completion of the five foundation courses. In addition to the course requirements, a student must have a minimum GPA of 2.5 in all art courses attempted.",Not Required,True,False,False,False,False,,,program,Graphic Design Major,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,Graphic Design Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Health and Society Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Optional,"To apply, prospective students must submit a completed application (either The SUNY Application or The Common Application) and an official high school transcript. A letter of recommendation and a personal essay/statement are optional but encouraged. SUNY Brockport is test-optional, meaning SAT or ACT test scores are not required for admission.",Not Required,True,False,False,False,False,,,program,Healthcare Administration Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Hip-Hop Minor,https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,"History Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,History Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,"Integrative Studies Online Degree Completion Program (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"To apply for admission, you’ll need to submit the following: Completed Application (SUNY Application or Common Application), Official High School Transcript(s), Letter of Recommendation (optional, but encouraged), Essay/Personal Statement, Standardized Test Scores (optional).",Not Required,True,False,False,False,False,,,program,International Business Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,
,,,,,,,,,,,error,International Studies Major (BA),https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,International Studies Minor,https://www.brockport.edu/academics/catalogs/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Successful candidates for freshman admission typically have a strong, college-preparatory curriculum from an accredited high school. At a minimum, students are recommended to have completed: 4 units of English, 4 units of Social Studies, 3-4 units of Math (including Algebra 2), 3-4 units of Science, 2-4 units of a foreign language. Overall GPA and strength of curriculum are primary factors in the review process.",Not Required,True,False,False,False,False,,,program,"Journalism and Broadcasting Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Required,"Students must be accepted as a major in the department. To be accepted, students must meet the following requirements:
1. Complete a major declaration form.
2. Students must have a minimum cumulative Brockport GPA of 2.5 on a minimum of 12 credits taken at Brockport to declare this major.
3. Students must have a minimum major GPA of 2.5 based on PES 311. If the student has not completed this course at the time of declaration, they will be granted conditional major status. When the course is completed, the student must have a minimum major GPA of 2.5.",Not Required,True,False,False,False,False,,,program,Kinesiology Major (BS),https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,"A minimum of 18 credits are required for the Kinesiology minor. A minimum grade of ""C"" is required in all Kinesiology minor courses. Required Courses (6 credits): PES 310 Exercise Physiology (3 credits), PES 320 Biomechanics (3 credits). Electives (12 credits): Choose 12 credits from the courses listed on the program website.",Not Required,True,False,True,False,False,,,program,Kinesiology Minor,https://www.brockport.edu/academics/catalogs/programs/,,
Not Required,Not Required,"To be admitted to the legal studies minor, a student must have a minimum overall GPA of 2.0.",Not Required,True,False,False,False,False,,,program,Legal Studies Minor,https://www.brockport.edu/academics/catalogs/programs/,,
