Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Doctor of Philosophy in Physics,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants must have a bachelor's degree from an accredited institution, typically in physics or a related field. Required application materials include an Academic Statement of Purpose, a Personal History Statement, a Resume/CV, three letters of recommendation, and official transcripts. The GRE General and Physics Subject tests are not required for admission to the Physics PhD program.",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Science,"$28,794/Year","$28,794/Year (Out-of-State); $9,992/Year (In-State)",,,,,,Computational Science and Engineering,"The Department of Physics and Astronomy at Purdue University has a long and distinguished history of excellence in research and teaching. Our world-class faculty and students are at the forefront of exploring the mysteries of the universe, from the smallest subatomic particles to the largest scales of the cosmos. Our graduates are highly sought after by top universities, national laboratories, and private industry, and many have gone on to become leaders in their fields.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,Assistantships (Teaching and Research) and Fellowships,FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Political Science,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants to the Doctor of Philosophy in Political Science must submit an online application through the Purdue Graduate School. Required materials include a Statement of Purpose (500-1000 words), a Diversity Essay (Personal History Statement), a current Resume or CV, and a Writing Sample (typically a recent paper or research piece of 15-25 pages). Additionally, three letters of recommendation and transcripts from all post-secondary institutions attended are required. The GRE is not required for admission to this program.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts,"$10,002/Year (Resident); $28,804/Year (Non-Resident)","$10,002/Year (Resident); $28,804/Year (Non-Resident)",,,,,,"American Politics, Comparative Politics, International Relations, Methodology, Political Theory, and Public Policy","The Department of Political Science offers the Doctor of Philosophy. The master's degree is awarded to students while working on their doctoral degree. The program is designed to provide students with a strong background in political science and its major subfields, as well as the research skills necessary for professional careers in teaching, research, and public service.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$329.05 (Resident); $929.75 (Non-Resident),FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,Full tuition waiver and a multi-year stipend,,"Graduate Teaching Assistantships, Research Assistantships, and Fellowships",FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Psychological Sciences,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"An applicant must have a bachelor's degree from an accredited college or university. A minimum undergraduate grade point average of 3.00 on a 4.00 scale is required. Applicants must submit: Graduate School Application, Application Fee, Academic Statement of Purpose, Personal History Statement, Resume, Three letters of recommendation, Transcripts, and Evidence of English Proficiency (for international students). The GRE is not required for admission to this program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Health and Human Sciences,"$9,992/Year (Resident); $28,794/Year (Non-Resident)","$9,992/Year (Resident); $28,794/Year (Non-Resident)",,,,,,"Clinical Psychological Sciences, Cognitive Psychology, Mathematical and Computational Psychology, Neuroscience and Behavior, Social Psychology, and Industrial-Organizational Psychology","The Department of Psychological Sciences at Purdue University is one of the top-ranked programs in the country. Our program is focused on research and the development of researchers who will make significant contributions to the field of psychological sciences. The Department of Psychological Sciences offers a PhD program that provides students with a strong foundation in psychological theory and research methods, as well as specialized training in one of six areas of study. Each area offers a curriculum tailored to the specific needs and interests of students in that field, while also providing a broad foundation in psychological science. Our program is research-intensive and prepares students for careers as researchers and scholars in academic, clinical, and industrial settings.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",The Clinical Psychological Sciences program is accredited by the American Psychological Association (APA) and the Psychological Clinical Science Accreditation System (PCSAS).,,$347.85 (Resident); $948.30 (Non-Resident),FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,Full tuition waiver and monthly stipend for funded students,,Assistantships (Research and Teaching) and Fellowships,FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Sociology,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To be considered for admission, applicants must submit the Graduate School application, application fee, statement of purpose, resume, three letters of recommendation, transcripts from all post-secondary institutions, and a writing sample. International students whose native language is not English must submit evidence of English proficiency. The Graduate Record Examination (GRE) is not required for application to the Sociology graduate program.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts,"$28,794/Year","$28,794/Year",,,,,,"Aging and the Life Course; Health, Aging and the Life Course","The Department of Sociology offers a program of study leading to the Doctor of Philosophy (PhD) degree. The department is a research-oriented department with a long-standing reputation for excellence in several areas of sociology. The program provides students with the theoretical and methodological skills necessary for successful careers in academic, research, and policy settings. We offer a supportive environment that fosters faculty-student collaboration and encourages students to participate in research and present their work at professional conferences.",,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEYnV-KfJXeWtZp8MAoQiCrHV8vCSaLc5J6IGmmW-5UBdKeGrznqFVfvM0iYGBszYS4QnFxzHb6iAnC9BzvweGJG8PDLz0gymXe8jkpsE5CVi5OVuawUrxJEwUx4HW89MlpVNFW-jsd_ERUet8=,,,$948.30,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,Full tuition waiver and annual stipend,100%,"Teaching Assistantships, Research Assistantships, and Fellowships",FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Statistics,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"The Department of Statistics offers graduate programs leading to the Master of Science (MS) and Doctor of Philosophy (PhD) degrees. Applicants must have a bachelor's degree from an accredited institution. A strong background in mathematics is required, including at least three semesters of calculus and one semester of linear algebra. International applicants must meet English proficiency requirements as established by the Graduate School. A minimum undergraduate GPA of 3.0/4.0 is generally required.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Science,"$28,794/Year","$28,794/Year",,,,,,"Applied Statistics, Machine Learning and Information Theory, Mathematical Statistics, Probability","The graduate programs in Statistics are designed to provide students with the necessary training for a career in research, teaching, or industry. The Department of Statistics offers the Master of Science (MS) and Doctor of Philosophy (PhD) degrees. The PhD program focuses on the development of theoretical and applied statistics and probability, as well as providing students with the skills for conducting research in statistics.",,https://stackoverflow.com/questions/44825808/generate-phd-html-site-using-bookdown-output-from-latex-file,,,$948.30,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,90.0,,,,,,,,,,,Full tuition waiver plus stipend,,Assistantships (TA/RA) and Fellowships,FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Technology,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants must have a minimum grade point average of 3.5 on a 4.0 scale. Required application materials include academic transcripts from every institution of higher education attended, three letters of recommendation, a statement of purpose, a personal history statement, and a resume or curriculum vitae. The GRE is not required for this program. International students must provide proof of English proficiency (TOEFL, IELTS, or Duolingo scores).",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Purdue Polytechnic Institute,"$28,794/Year","$28,794/Year",,,,,,"Aviation and Transportation Technology, Computer Graphics Technology, Computer and Information Technology, Construction Management Technology, Engineering Technology, Military Science and Technology (Army ROTC), Technology Leadership and Innovation","The PhD in Technology is a research-based doctorate that is designed to prepare you for a career as a professor, a high-level administrator in industry or government, or a leader in another technology-related field. The program focuses on providing you with the skills and knowledge needed to conduct original research that contributes to the advancement of technology and its practical application. Each student’s program of study is customized to reflect their research interests and professional goals. The PhD program allows you to focus your research in one of seven disciplinary areas: Aviation and Transportation Technology, Computer Graphics Technology, Computer and Information Technology, Construction Management Technology, Engineering Technology, Military Science and Technology (Army ROTC), and Technology Leadership and Innovation.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Assistantships (Research/Teaching), Fellowships",FALSE,,,FALSE,FALSE,,,
,Doctor of Audiology,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants to the Doctor of Audiology (AuD) program must have a bachelor’s degree from an accredited institution. A minimum undergraduate GPA of 3.0 on a 4.0 scale is generally required. Application materials must include an online application, three letters of recommendation, a statement of purpose, a resume/CV, and official transcripts from all institutions attended. The GRE is not required for admission to the AuD program. International applicants must provide proof of English proficiency (TOEFL or IELTS).",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Health and Human Sciences,"$10,992/Year (Resident); $29,802/Year (Non-Resident)","$5,496/Semester (Resident); $14,901/Semester (Non-Resident)",,,,,,,"The Doctor of Audiology (AuD) program at Purdue is a four-year professional degree program that prepares students for the clinical practice of audiology. Our program provides students with a strong foundation in the basic sciences and the clinical knowledge and skills necessary to provide high-quality care to patients with hearing and balance disorders. The curriculum is designed to meet the clinical certification requirements of the American Speech-Language-Hearing Association (ASHA) and the American Board of Audiology (ABA). Students receive clinical training in our state-of-the-art M.D. Steer Audiology Clinic, as well as in a variety of external clinical settings, including hospitals, private practices, and schools. The program includes didactic coursework and clinical practicum, concluding with a 12-month full-time clinical residency in the fourth year.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.","The Doctor of Audiology (AuD) education program in audiology (residential) at Purdue University is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology of the American Speech-Language-Hearing Association, 2200 Research Boulevard, #310, Rockville, MD 20850, 800-498-2071 or 301-282-3350.",,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Fellowships, Graduate Assistantships",FALSE,,,FALSE,FALSE,,,
,Doctor of Nursing Practice,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants to the Doctor of Nursing Practice (DNP) program must have a Bachelor of Science in Nursing (BSN) or a Master of Science in Nursing (MSN) from a CCNE or ACEN accredited program. Requirements include a minimum cumulative GPA of 3.0 on a 4.0 scale, a current unencumbered Registered Nurse (RN) license, three letters of recommendation, a professional resume or curriculum vitae, a statement of purpose, and a scholarly writing sample. International applicants must also meet English proficiency requirements.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Nursing,"$12,218/Year (Resident); $31,020/Year (Non-Resident)","$6,109/Semester (Resident); $15,510/Semester (Non-Resident)",,,,,,"Adult-Gerontology Primary Care Nurse Practitioner, Family Nurse Practitioner, Pediatric Primary Care Nurse Practitioner, Psychiatric/Mental Health Nurse Practitioner, Post-Master's","The Doctor of Nursing Practice (DNP) degree is a practice-focused doctorate that prepares graduates to practice at the highest level of nursing. The DNP program at Purdue University focuses on clinical practice, leadership, and the application of research to improve health care outcomes. Our graduates are prepared to be leaders in nursing and health care. The DNP curriculum focuses on evidence-based practice, quality improvement, and systems leadership. Graduates are prepared to lead clinical practice, influence health policy, and improve patient outcomes.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",The Doctor of Nursing Practice program at Purdue University is accredited by the Commission on Collegiate Nursing Education (CCNE).,,"$422.05 (Resident); $1,032.10 (Non-Resident)",FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,Merit-based and Need-based,FALSE,,,FALSE,FALSE,,,
,Doctor of Pharmacy,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To be eligible for admission to the Doctor of Pharmacy (Pharm.D.) program, students must complete at least 60 semester hours of prerequisite coursework. Applicants must have a minimum cumulative GPA of 2.5 on a 4.0 scale. Application materials must be submitted through the Pharmacy College Application Service (PharmCAS), including a personal statement, transcripts, and two letters of recommendation. The PCAT (Pharmacy College Admission Test) is not required and will not be considered in the application review process. International applicants are required to provide evidence of English proficiency through TOEFL or IELTS scores.",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Pharmacy,"$22,836.40/Year (Resident), $41,060.20/Year (Non-Resident)","$22,836.40/Year (Resident), $41,060.20/Year (Non-Resident)",,,,,,,"The Doctor of Pharmacy (Pharm.D.) degree is the entry-level degree for someone wanting to practice as a pharmacist in the United States. It is a professional degree, similar to a Doctor of Medicine (M.D.) for physicians or a Juris Doctor (J.D.) for attorneys. The Pharm.D. program at Purdue University is a 4-year professional program following at least 2 years of pre-pharmacy study. The curriculum provides students with a solid foundation in the pharmaceutical sciences and a clinical education that prepares them to provide high-quality pharmaceutical care in a variety of settings. Students in the professional program (P1-P4 years) are also given the opportunity to participate in a variety of professional organizations, pursue dual-degree programs (Pharm.D./Ph.D., Pharm.D./M.S., or Pharm.D./M.B.A.), and engage in research with faculty members. The fourth year of the program is dedicated to 10 months of Advanced Pharmacy Practice Experiences (APPEs), providing students with hands-on experience in a variety of pharmacy practice settings.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",The Purdue University College of Pharmacy’s Doctor of Pharmacy program is accredited by the Accreditation Council for Pharmacy Education (ACPE).,,,FALSE,True,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,7.0,,,,,100.0,,,,,,,,,,,,,Merit-based and Need-based,FALSE,,,FALSE,FALSE,,,
,Doctor of Veterinary Medicine,,,,,Doctoral,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,"Applicants must complete a minimum of 70 semester credits from a regionally accredited college or university, including specific prerequisite courses in biology, chemistry, physics, and humanities with a grade of C- or better. A minimum cumulative GPA of 3.00 on a 4.00 scale is required to be considered for admission. The application process requires the VMCAS application, a Purdue-specific supplemental application, three letters of recommendation, and a personal statement. Clinical experience with animals and a licensed veterinarian is highly recommended.",,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Veterinary Medicine,"Resident: $19,418/Year; Non-Resident: $44,746/Year","Resident: $19,418/Year; Non-Resident: $44,746/Year",,,,,,"Small Animal, Equine, Food Animal, Mixed Animal, and Non-Practice","The Purdue University College of Veterinary Medicine (PVM) Doctor of Veterinary Medicine (DVM) program is a four-year professional program that prepares students for careers in all aspects of veterinary medicine. The first three years of the program consist of classroom and laboratory instruction, while the fourth year is dedicated to clinical rotations in the Purdue University Veterinary Hospital and other approved sites. The curriculum is designed to provide a strong foundation in the basic and clinical sciences, while also offering opportunities for students to explore their specific interests through career interest tracks.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",The Purdue University College of Veterinary Medicine is fully accredited by the American Veterinary Medical Association (AVMA) Council on Education (COE).,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.5,,,,,100.0,,,,,,,,,,,,,Merit-based and Need-based,FALSE,,,FALSE,FALSE,,,
,Master of Agriculture in Agriculture,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To be eligible for admission to the Master of Agriculture program, applicants must have a bachelor’s degree from an accredited college or university. Required application materials include a statement of purpose, a resume or curriculum vitae (CV), and three letters of recommendation. The program is a non-thesis, professional degree. International applicants must also submit official English proficiency scores (TOEFL or IELTS) as required by the Graduate School.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Agriculture,"$10,030/Year (Resident), $28,794/Year (Non-resident)","$10,030/Year (Resident), $28,794/Year (Non-resident)",,,,,,,,,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,"$329.05 (Resident), $948.30 (Non-resident)",FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,
,Master of Arts in American Studies,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants must hold a Bachelor's degree from an accredited institution. Application materials include official transcripts, three letters of recommendation, a statement of purpose (500-750 words), a resume or curriculum vitae, and a writing sample (usually 15-20 pages). International students must also submit English proficiency scores.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts,"$28,794/Year","$28,794/Year",,,,,,,"American Studies at Purdue University is an interdisciplinary program that allows students to build their own plan of study from courses in more than a dozen departments and programs. Students in American Studies work with faculty who are leaders in their fields and are known for their expertise in a variety of areas, including African American Studies, Asian American Studies, Disability Studies, Health and Medicine, Law and Public Policy, Media and Popular Culture, Native American and Indigenous Studies, Religion, Science and Technology, Transnationalism, and Women’s, Gender, and Sexuality Studies.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Graduate Assistantships (TA/RA), Fellowships",FALSE,,,FALSE,FALSE,,,
,Master of Arts in Communication,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To apply for the Master of Arts in Communication, applicants must complete the Graduate School application and submit official transcripts from all post-secondary institutions attended. A minimum undergraduate GPA of 3.0 on a 4.0 scale is generally expected. Additional required documents include a Statement of Purpose, three letters of recommendation, a current resume or CV, and one writing sample. The program does not require GRE scores for admission. International applicants must also provide proof of English proficiency.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Brian Lamb School of Communication,"$9,992 (Resident), $28,794 (Non-resident) per year","$9,992 (Resident), $28,794 (Non-resident) per year",,,,,,"Health Communication; Interpersonal Communication; Media, Technology, and Society; Organizational Communication; Public Relations; Rhetoric and Civic Engagement","The Brian Lamb School of Communication offers a program of graduate study leading to the Master of Arts (MA) and Doctor of Philosophy (PhD) degrees. Research and teaching in the Lamb School are organized around six areas: Health Communication; Interpersonal Communication; Media, Technology, and Society; Organizational Communication; Public Relations; and Rhetoric and Civic Engagement. Within and across these areas, faculty and students explore a wide range of topics using a variety of methodological approaches. The MA program is designed to provide students with a foundation in communication theory and research, preparing them for doctoral study or for careers in a variety of fields.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,"$329.05 (Resident), $948.30 (Non-resident)",FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,7.5,,,70.0,,100.0,,,,,,,,,,,Full tuition waiver and stipend for Graduate Assistantships,,"Graduate Assistantships (Teaching/Research), Fellowships",FALSE,,,FALSE,FALSE,,,
,Master of Arts in Comparative Literature,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To apply for the Master of Arts in Comparative Literature, applicants must provide: an Academic Statement of Purpose, a Personal History Statement, a Resume, three letters of recommendation, and a Writing Sample (typically 10 to 15 double-spaced pages of scholarly writing). A Bachelor’s degree or its equivalent from an accredited institution is required. International applicants whose native language is not English must also submit proof of English proficiency (TOEFL or IELTS).",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts,"$28,794/Year","$28,794/Year",,,,,,,"The graduate program in Comparative Literature offers an interdisciplinary and international approach to the study of literature. Students work with a faculty of more than 50 members from various departments within the College of Liberal Arts. The program provides a rigorous foundation in literary theory and history, and encourages the study of literature in relation to other arts and disciplines.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Teaching Assistantships, Research Assistantships, Fellowships",FALSE,,,FALSE,FALSE,,,
,Master of Arts in English,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants must submit official transcripts from all institutions attended, three letters of recommendation, a statement of purpose, a writing sample, and a resume or curriculum vitae. International applicants whose native language is not English must provide evidence of English proficiency via TOEFL, IELTS, or Duolingo scores. The GRE is not required for application to the English graduate programs.",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Liberal Arts,"$31,104/Year","$28,794/Year",,,,,,"English Literature, Linguistics, Rhetoric and Composition, Second Language Studies, Theory and Cultural Studies","The Department of English offers work leading to the Master of Arts (MA) and Doctor of Philosophy (PhD) degrees. Our programs provide students with a broad foundation in English studies and specialized training in several areas: Literature, Theory, and Culture; Rhetoric and Composition; Second Language Studies/ESL; and Professional Writing. We aim to prepare students for careers in teaching, research, and professional writing, as well as for further doctoral study.",,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",,,$948.30,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,135.0,,,,7.5,,,76.0,,100.0,,,,,,,,,,,Full tuition waiver and stipend,100% tuition coverage,Graduate Teaching Assistantships and Fellowships,FALSE,,,FALSE,FALSE,,,
