QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,School of the Arts,,4.0,2.0,,,,,"In-State: $10,560/Year; Out-of-State: $21,120/Year",,In-State: $352; Out-of-State: $704,"Up to $8,500 per year",,"Academic, Leadership, Performance, Endowed",4 years,"In-State: $10,560/Year; Out-of-State: $21,120/Year",Bachelor of Fine Arts in Cinematic Arts and Theatre,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-arts/cinematic-arts-theatre/bfa/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"$11,640/Year (In-State), $23,280/Year (Out-of-State)",,"$485/credit (In-State), $970/credit (Out-of-State)",Up to full tuition & fees,,"Academic, Leadership, Performance, Endowed",4 years,"$11,640/Year (In-State), $23,280/Year (Out-of-State)",Bachelor of Arts in Communication Arts,https://www.una.edu/communication/Degree%20Program/communications-majors/communication-studies.html
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"$10,230/Year (In-State), $20,460/Year (Out-of-State)",,"$341/credit hour (In-State), $682/credit hour (Out-of-State)",,,"Merit-based, Performance-based",4 years,"$10,230/Year (In-State), $20,460/Year (Out-of-State)",Bachelor of Science in Communication Arts,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-humanities-social-sciences/communications/ba-bs/ba-bs.pdf
,Sanders College of Business and Technology,,4.0,2.0,,Fall 2026,,,,,"Alabama Resident: $355.00, Non-Resident: $710.00",,,"Merit-based, Endowed",4 years,"Alabama Resident: $10,650/Year, Non-Resident: $21,300/Year",Bachelor of Business Administration in Computer Information Systems,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"In-State: $5,400/Semester, Out-of-State: $10,800/Semester",,"In-State: $360.00 per credit hour, Out-of-State: $720.00 per credit hour",,,"Excellence Scholarships (Academic, Leadership, Performance), Endowed Scholarships, UNA Foundation Scholarships, External Scholarships",4 years,"In-State: $5,400/Semester, Out-of-State: $10,800/Semester",Bachelor of Science in Computer Science,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"$5,660/Semester (In-State), $10,580/Semester (Out-of-State)",,"$472/Credit Hour (In-State), $882/Credit Hour (Out-of-State)",,,"Merit-Based, Leadership, Performance",120 semester hours,"$5,660/Semester (In-State), $10,580/Semester (Out-of-State)",Bachelor of Arts in Criminal Justice,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"$5,559.00/Semester (in-state), $11,118.00/Semester (out-of-state)",,"$374.00/credit hour (in-state), $748.00/credit hour (out-of-state)","Amounts range from $3,000 per year up to full tuition, room, and board.",Up to 100%,"Merit-based (Academic, Leadership, Performance)",4 years (120 credit hours),"$5,559.00/Semester (in-state), $11,118.00/Semester (out-of-state)",Bachelor of Science in Criminal Justice,https://catalog.una.edu/undergraduate/
,College of Education and Human Sciences,,4.0,2.0,,Fall 2026,,,10440,,$696,"$3,000 - $9,500 per year",,"Academic, Performance, Endowed",120 credit hours,"$10,440/Semester",Bachelor of Science in Culinary Arts Management,https://catalog.una.edu/undergraduate/
,College of Business and Technology,,4.0,2.0,,Fall 2026,,,,,In-state: $348/credit hour; Out-of-state: $696/credit hour,"$3,000 up to Full Tuition per year",,"Academic, Leadership, Performance",4 years (120 credit hours),"In-state: $8,352/year; Out-of-state: $16,704/year",Bachelor of Business Administration in Economics,https://catalog.una.edu/undergraduate/colleges-programs/business/business.pdf
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,5325,,In-State: $355/credit hour; Out-of-State: $710/credit hour,"Academic scholarships range from $3,000 to over $8,500 per year.",,"Academic, Endowed, Leadership, Performance",4 years,"In-State: $5,325/Semester; Out-of-State: $10,650/Semester",Bachelor of Engineering,https://catalog.una.edu/undergraduate/
,"School of Science, Engineering, and Mathematics",,4.0,2.0,,Fall 2026,,,"In-State: $5,355/Semester; Out-of-State: $10,710/Semester",,In-State: $357/credit hour; Out-of-State: $714/credit hour,"$2,000 - $7,500 per year",,"Academic, Endowed, Leadership, Performance",4 years (120 credit hours),"In-State: $5,355/Semester; Out-of-State: $10,710/Semester",Bachelor of Science in Engineering Technology,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-science-engineering-mathematics/engineering-industrial-professions/bs-engineering-technology/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"$4,104 (In-State), $8,208 (Out-of-State) per semester",,"$342.00 (In-State), $684.00 (Out-of-State) per credit hour",,,"Academic, Endowed, Performance",120 credit hours,"$8,208 (In-State), $16,416 (Out-of-State) per year",Bachelor of Arts in English,https://catalog.una.edu/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,10800/Year,,360,"Up to $10,800/year",,"Merit-based, Leadership, Performance, Endowed",4 years,10800/Year,Bachelor of Science in English,https://www.liberty.edu/arts-sciences/bachelors/english-writing/
,School of the Arts,,4.0,2.0,,Fall 2026,,,"$5,280/Semester (In-State); $10,560/Semester (Out-of-State)",,$352/credit hour (In-State); $704/credit hour (Out-of-State),"$3,500 - Full Tuition",,"Merit-based, Leadership, Performance, Endowed, External",4 years,"$5,280/Semester (In-State); $10,560/Semester (Out-of-State)",Bachelor of Arts in Entertainment Industry,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-arts/entertainment-industry/ba-bs/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,,,In-State: $359.00 per credit hour; Out-of-State: $718.00 per credit hour,"Up to $10,000 per year",,"Merit-based, Performance-based, Endowed",4 years (120 credit hours),"In-State: $4,308 per semester (block rate for 12-18 hours); Out-of-State: $8,616 per semester (block rate for 12-18 hours)",Bachelor of Science in Entertainment Industry,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"$10,440/Year (In-state); $20,880/Year (Out-of-state)",,$348/credit (In-state); $696/credit (Out-of-state),"Up to $10,000 per year",,"Academic, Endowed, Leadership, Performance",4 years (120 credit hours),"$10,440/Year (In-state); $20,880/Year (Out-of-state)",Bachelor of Arts in Entertainment Industry (Entertainment Business Option),https://www.una.edu/sitemap.xml
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,909,,906.50,"Academic scholarships range from $2,000 - $7,500 per year, up to full tuition, room, board, and fees.",,"Merit-based, Performance-based, Endowed",4 years,10878,Bachelor of Science in Entertainment Industry (Entertainment Business Option),https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.25,,,,,"$5,325/Semester (In-State), $10,650/Semester (Out-of-State)",,"$355 (In-State), $710 (Out-of-State)",,,"Merit-based, Talent-based, Endowed",120 credit hours,"$5,325/Semester (In-State), $10,650/Semester (Out-of-State)",Bachelor of Arts in Entertainment Industry (Entertainment Technology Option),https://catalog.una.edu/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"$11,970/Year (In-State); $22,290/Year (Out-of-State)",,$399/credit hour (In-State); $743/credit hour (Out-of-State),"Awards range from $2,500/year up to full cost of attendance.",,"Merit-based, Endowed, Leadership, Performance",120 credit hours,"$10,320/Year (In-State); $20,640/Year (Out-of-State)",Bachelor of Science in Entertainment Industry (Entertainment Technology Option),https://catalog.una.edu/undergraduate/
,Anderson College of Nursing and Health Professions,,4.0,2.0,,Fall 2026,,,"$3,900/Semester (In-State); $7,800/Semester (Out-of-State)",,$325/credit hour (In-State); $650/credit hour (Out-of-State),"$1,500 - $7,000 per year",,"Academic, Endowed, Leadership, Performance",4 years,"$3,900/Semester (In-State); $7,800/Semester (Out-of-State)",Bachelor of Science in Exercise Science,https://catalog.una.edu/undergraduate/colleges-programs/education-human-sciences/health-physical-education-recreation/bs-exercise-science/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,94%,Fall 2026,,,21600,,"$360/credit hour (In-State), $720/credit hour (Out-of-State)","Amounts vary, up to full tuition.",,"Merit-based, Departmental",4 years,"In-State: approx. $10,800/year; Out-of-State: approx. $21,600/year (based on 30 credit hours per year, not including other fees)",Bachelor of Science in Fashion Merchandising and Design,https://www.una.edu/art/degree/fashion-merchandising-and-design.html
,College of Business and Technology,,4.0,2.0,,Fall 2026,,,"In-State: $8,520/Year; Out-of-State: $21,300/Year",,In-State: $355/credit hour; Out-of-State: $710/credit hour,"$1,500 to $12,000 per year",,"Academic, Leadership, Performance, Endowed",4 years (120 credit hours),"In-State: $8,520/Year; Out-of-State: $21,300/Year",Bachelor of Business Administration in Finance,https://catalog.una.edu/undergraduate/colleges-programs/business/department-economics-finance/department-economics-finance.pdf
,College of Education and Human Sciences,,4.0,2.0,,Fall 2026,,,,,$350.00/credit hour (In-State); $700.00/credit hour (Out-of-State),"Up to $10,000 per year",,Merit-based,4 years,,Bachelor of Science in Fitness Management,https://www.una.edu/education/bachelor-degrees/bachelor-of-science-health-and-fitness.html
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,,,"In-State: $352.00/credit hour, Out-of-State: $704.00/credit hour","Academic scholarships range from $5,000 to $10,560 per year.",,"Academic, Endowed, Leadership, Performance, Alumni",120 credit hours,"In-State (Alabama Resident): $11,550/year, Out-of-State (Non-Alabama Resident): $22,110/year",Bachelor of Arts in Foreign Languages,https://www.una.edu/sitemap.xml
,"School of Science, Engineering and Mathematics",,4.0,2.0,,,,,"$5,325/Semester (In-State), $10,650/Semester (Out-of-State)",,"$355/credit hour (In-State), $710/credit hour (Out-of-State)","Varies; Academic scholarships range from $3,000 to full tuition per year.",,"Academic, Endowed, Leadership, Performance",4 years,"$5,325/Semester (In-State), $10,650/Semester (Out-of-State)",Bachelor of Arts in Geography,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-science-engineering-mathematics/geoscience/ba-bs-geography/ba-bs-geography.pdf
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"In-State: $5,565/Semester; Out-of-State: $10,515/Semester",,In-State: $371/credit hour; Out-of-State: $721/credit hour,"$2,000 - $10,000",,Merit-based,120 semester hours,"In-State: $5,565/Semester; Out-of-State: $10,515/Semester",Bachelor of Science in Geography,https://www.una.edu/registrar/Academic%20Calendars/index.html
,Anderson College of Nursing and Health Professions,,4.0,2.0,,,,,"$10,260 per year (In-State) or $19,860 per year (Out-of-State)",,$355 per credit hour (In-State) or $710 per credit hour (Out-of-State),"$3,500 - $10,000 per year",,"Academic, Endowed, Leadership, Performance, Alumni",4 years,,Bachelor of Science in Health & Fitness,https://catalog.una.edu/undergraduate/
,Anderson College of Nursing and Health Professions,,4.0,2.0,,,,,"$19,800/Year (Out-of-State)",,"$355/credit hour (in-state), $710/credit hour (out-of-state)","From $1,500/year to Full Tuition",,"Academic, Endowed, Leadership, Performance, Alumni",4 years,"$19,800/Year (Out-of-State)",Bachelor_of_Science in Health Promotion,https://www.fhsu.edu/hhp/academic-programs/
,College of Business and Technology,,4.0,2.0,,Fall 2026,,,"In-State: $10,800/Year; Out-of-State: $21,600/Year (based on 30 credit hours for 2024-2025)",,"In-State: $360, Out-of-State: $720 (for 2024-2025)",,,"Academic merit, leadership, and talent as well as other criteria specified by donors",4 years,"In-State: $10,800/Year; Out-of-State: $21,600/Year (based on 30 credit hours for 2024-2025)",Bachelor of Science in Hospitality and Events Management,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"$12,360/Year (In-State), $22,920/Year (Out-of-State)",,"$412/credit hour (In-State), $764/credit hour (Out-of-State)","Up to a full ride, with other awards ranging from $3,000 to $8,000 per year.",,"Academic, Leadership, Performance, Endowed",4 years,"$12,360/Year (In-State), $22,920/Year (Out-of-State)",Bachelor of Fine Arts in Interior Architecture and Design,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,,,$333.00 (In-State) / $666.00 (Out-of-State) per credit hour,"$3,000 up to Full Tuition & Fees",,"Merit-based, Leadership, Performance",4 years,,Bachelor of Arts in Interdisciplinary Studies,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/interdisciplinary-professional-studies/interdisciplinary-professional-studies.pdf
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,,,$350/credit hour (In-State); $700/credit hour (Out-of-State),"Up to $10,000/year",,"Merit-based, Leadership, Performance-based, Endowed",120 credit hours,,Bachelor of Science in Interdisciplinary Studies,https://www.una.edu/interdisciplinary-studies/docs/BIS_brochure.pdf
,College of Business and Technology,,4.0,2.2,,Fall 2026,,,"$4,989/Semester (In-State); $9,978/Semester (Out-of-State)",,$416/credit (In-State); $832/credit (Out-of-State),,,"Academic, Leadership, Performance, Endowed",120 credit hours,"$4,989/Semester (In-State); $9,978/Semester (Out-of-State)",Bachelor of Business Administration in Professional Management (Accommodation and Service Industry Management Concentration),https://catalog.una.edu/undergraduate/colleges-programs/business/department-management-marketing/bba-professional-management/
,College of Business and Technology,,4.0,2.0,,Fall 2026,,,"In-State: $5,175/semester; Out-of-State: $10,350/semester",,In-State: $345/credit hour; Out-of-State: $690/credit hour,"Varies, up to full tuition, fees, room, board, and books for top academic scholarships.",,"Merit-based, Performance-based, Endowed",120 credit hours,"In-State: $5,175/semester; Out-of-State: $10,350/semester",Bachelor of Business Administration in Professional Marketing (Digital Marketing Concentration),https://catalog.una.edu/undergraduate/
,"School of Science, Engineering, and Mathematics",,4.0,2.0,,Fall 2026,,,"$10,500/Year (In-state), $21,000/Year (Out-of-state)",,"$350 per credit hour (In-state), $700 per credit hour (Out-of-state)","Ranges from $2,000 per year up to full cost of attendance",,"Academic, Endowed, Leadership, Performance, Alumni",4 years,"$10,500/Year (In-state), $21,000/Year (Out-of-state)",Bachelor of Arts in Occupational Health Science,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-science-engineering-mathematics/engineering-industrial-professions/ba-bs-ohs/
,Anderson College of Nursing and Health Professions,,4.0,2.0,,Fall 2026,,,4860,,"$405/credit hour (In-state), $738/credit hour (Out-of-state)","$3,000 - $9,500 per year",,"Academic, Endowed, Leadership",120 credit hours,"In-state: $4,860/semester; Out-of-state: $8,856/semester (flat rate for 12-18 credit hours)",Bachelor of Science in Occupational Health Science,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,5849,,"In-State: $343 per credit hour, Out-of-State: $686 per credit hour","$2,000 - Full Tuition per year",,Merit-based,4 years,5145,Bachelor of Arts in Physics (General Physics Option),https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,,,$350 (In-State); $700 (Out-of-State),"Up to $9,500 per year",,"Merit-based, Endowed, Performance-based",4 years,"$10,500/Year (In-State); $21,000/Year (Out-of-State)",Bachelor of Science in Physics (General Physics Option),https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEAbvS-Cg5Hx1T7Q-LelsoTZ0bzMFL5Aj0O3_mNVljYChjdHtCTGVJyOprpeno8lOHCCocxUOecBgIGSt0FBsCsDLlKxq3cBlLHzuLf3IYFpuPPXMVeqSrZ3Rk89atrnSEMO7mls3HhtzH3kSBvnA==
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"In-State: $5,730/Semester; Out-of-State: $11,460/Semester",,In-State: $477.50; Out-of-State: $955.00,"$3,000 - $10,000",,"Academic, Endowed, Performance",4 years,"In-State: $5,730/Semester; Out-of-State: $11,460/Semester",Bachelor of Arts in Political Science,https://www.una.edu/pjlp/index.html
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"In-State: $4,875/semester; Out-of-State: $9,750/semester",,In-State: $325/credit hour; Out-of-State: $650/credit hour,"Varies (e.g., $8,000, $10,000, Full Tuition)",,"Academic, Leadership, Performance",4 Years,"In-State: $4,875/semester; Out-of-State: $9,750/semester",Bachelor of Science in Political Science,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-humanities-social-sciences/pjlp/pjlp.pdf
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"In-State: $10,800/Year, Out-of-State: $21,600/Year",,,,,"Academic, Endowed, Performance",4 years,"In-State: $10,800/Year, Out-of-State: $21,600/Year",Bachelor_of_Arts in Psychology,https://catalog.una.edu/undergraduate/
,School of Humanities and Social Sciences,,4.0,2.0,,Fall 2026,,,"$10,230/Year (In-State); $20,460/Year (Out-of-State)",,$341 (In-State); $682 (Out-of-State),"Varies, with academic scholarships ranging from $4,000 to $10,000 per year. Some scholarships cover full tuition.",,"Academic, Endowed, Leadership, Performance",4 years,"$10,230/Year (In-State); $20,460/Year (Out-of-State)",Bachelor of Science in Psychology,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-humanities-social-sciences/psychology-sociology/psychology-sociology.pdf
,The College of Education and Human Sciences,,4.0,2.0,,Fall 2026,,,4260,,$355 per credit hour (In-State),"$3,000-$5,000 per year",,"Academic, Leadership, Performance, Endowed",120 credit hours,"In-State: $4,260 per semester (12-18 credit hours); Out-of-State: $8,520 per semester (12-18 credit hours)",Bachelor of Science in Recreation,https://catalog.una.edu/undergraduate/
,School of Humanities and Social Sciences,,4.0,2.25,,Fall 2026,,,"$10,530/Year (In-State), $21,060/Year (Out-of-State)",,"$351/credit (In-State), $702/credit (Out-of-State)","$3,000 - $7,500",,"Merit-based, Leadership, Performance, Endowed",4 years (120 credit hours),"$10,530/Year (In-State), $21,060/Year (Out-of-State)",Bachelor of Social Work,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-humanities-social-sciences/social-work/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,,,"$355/credit hour (In-State), $655/credit hour (Out-of-State)","Up to Full Tuition, Fees, Room, and Board",,"Merit-based, Departmental",4 years,"$10,650/Year (In-State), $19,650/Year (Out-of-State)",Bachelor of Arts in Sociology (Family Life Education),https://www.una.edu/psychology-and-sociology/sociology-program/index.html
,School of Humanities and Social Sciences,,4.0,2.0,,,,,"In-State: $4,920/Semester; Out-of-State: $9,840/Semester",,In-State: $410/credit hour; Out-of-State: $820/credit hour,"Varies; e.g., Academic Scholarships up to $3,000/year, Excellence Scholarships from $4,000 to $9,000/year",,"Academic, Leadership, Performance-Based, Endowed, External",4 years (120 credit hours),"In-State: $4,920/Semester; Out-of-State: $9,840/Semester",Bachelor of Science in Sociology (Family Life Education),https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-humanities-social-sciences/psychology-sociology/ba-bs-sociology/
,Anderson College of Nursing and Health Professions,,4.0,2.0,,Fall 2026,,,"$6,150/Semester (In-State), $11,250/Semester (Out-of-State)",,"$410/credit hour (In-State), $750/credit hour (Out-of-State)","Varies, from $2,000/year to full tuition",,"Academic, Endowed, Leadership, Performance",4 years,"$5,100/Semester (In-State), $10,200/Semester (Out-of-State)",Bachelor of Science in Sport and Recreation Management,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"In-State: $10,650/Year, Out-of-State: $21,300/Year (based on 30 credit hours)",,"In-State: $355, Out-of-State: $710","Up to $32,000 ($8,000 per year)",,"Merit-based, Leadership, Performance, Endowed",4 years (120 credit hours),"In-State: $10,650/Year, Out-of-State: $21,300/Year (based on 30 credit hours)",Bachelor of Arts in Sustainability,https://catalog.una.edu/undergraduate/
,"School of Science, Engineering, and Mathematics",,4.0,2.0,,Fall 2026,,,"$10,530/Year (In-State); $21,060/Year (Out-of-State)",,$351/credit (In-State); $702/credit (Out-of-State),Up to full tuition,,"Academic, Leadership, Performance, Endowed, External",4 years,"$10,530/Year (In-State); $21,060/Year (Out-of-State)",Bachelor of Science in Sustainability,https://catalog.una.edu/undergraduate/colleges-programs/arts-sciences/school-science-engineering-mathematics/geoscience/bs-sustainability/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,,,,"$11,298/Year (In-State); $21,138/Year (Out-of-State)",,$370/credit (In-State); $740/credit (Out-of-State),"$4,000 - Full Tuition",,"Merit-based, Need-based",120 credit hours,"$11,298/Year (In-State); $21,138/Year (Out-of-State)",Bachelor of Fine Arts in Visual Arts and Design,https://catalog.una.edu/undergraduate/
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,August 2025,"August 1, 2026","$11,310/Year (In-State); $22,620/Year (Out-of-State)",,$350/credit hour (In-State); $700/credit hour (Out-of-State),"Awards range from $2,000 to full tuition",,Merit-based,4 years,"$11,310/Year (In-State); $22,620/Year (Out-of-State)",Bachelor of Arts in Visual Arts and Design,https://www.una.edu/art/degree/bachelor-of-art.html
,"College of Arts, Sciences, and Engineering",,4.0,2.0,,Fall 2026,,,"$5,310/Semester (In-state); $10,620/Semester (Out-of-state)",,$443 per credit hour (In-state); $886 per credit hour (Out-of-state),,,"Merit-based, need-based, performance-based, endowed",4 years,21240,Bachelor of Science in Visual Arts and Design,https://catalog.una.edu/undergraduate/
,College of Education and Human Sciences,,4.0,2.75,,Fall 2026,,,"$10,110/Year (In-State)",,$360/Credit Hour (In-State),"$500 - $10,000",,"Merit-based, Leadership, Need-based",4 years,"$8,640/Year (In-State)",Bachelor of Science in Education in Biology (Secondary Education),https://www.una.edu/academics/majors-minors.html
,Sanders College of Business and Technology and College of Education and Human Sciences,,4.0,2.75,91.1% (Fall 2023),Fall 2026,"August 1, 2025",Rolling admissions,"In-State: $5,100/Semester or $10,200/Year. Out-of-State: $10,200/Semester or $20,400/Year. (Based on 2023-2024 rates for 12-18 credit hours per semester).",,"In-State: $340, Out-of-State: $680 (Based on 2023-2024 rates)","$1,500 - $10,000 per year",,"Merit-based, Leadership-based, Performance-based, Endowed",4 years / 120 credit hours,"In-State: $5,100/Semester or $10,200/Year. Out-of-State: $10,200/Semester or $20,400/Year. (Based on 2023-2024 rates for 12-18 credit hours per semester).",Bachelor of Science in Education in Business Marketing (Secondary Education),https://www.una.edu/sitemap.xml
,College of Education and Human Sciences,,4.0,2.75,,Fall 2026,,,,,In-State: $370/credit hour; Out-of-State: $740/credit hour,"Awards range from $1,000 to $8,500 per year, up to the full cost of tuition.",,"Academic, Endowed, Performance, Miscellaneous",4 years,"In-State: $5,550/semester; Out-of-State: $11,100/semester",Bachelor of Science in Education in Chemistry (Secondary Education),https://catalog.una.edu/undergraduate/
,College of Education and Human Sciences,,4.0,2.75,,,,,,,"$341/credit (In-State), $682/credit (Out-of-State)","Ranges from $1,500 to full tuition",,"Merit-based, Leadership-based, Performance-based",4 years,"$12,330/Year (In-State), $22,560/Year (Out-of-State)",Bachelor of Science in Education in Collaborative Teacher (K-6),https://catalog.troy.edu/preview_program.php?catoid=4&poid=756&returnto=141
,College of Education and Human Sciences,,4.0,2.75,,Fall 2026,,,11530/Year,,"$332 (In-state), $664 (Out-of-state)","Varies, up to Full Tuition",,"Academic, Endowed, Leadership, Performance",4 years,11530/Year,Bachelor of Science in Education in Early Childhood Education (P-3),https://catalog.una.edu/undergraduate/
,College of Education and Human Sciences,,4.0,2.75,,Fall 2026,,,10800,,In-State: $360 per credit hour; Out-of-State: $720 per credit hour,"Varies, academic scholarships for freshmen range from $3,000 to $8,000 per year.",,"Academic, Endowed, Leadership, Performance",120 credit hours,"Undergraduate (12-18 hours): In-State: $5,400 per semester; Out-of-State: $10,800 per semester.",Bachelor of Science in Education in Elementary Education (K-6),https://catalog.una.edu/undergraduate/
,College of Education and Human Sciences,,4.0,2.75,,Fall 2026,,,"$5,280/Semester (In-State); $10,560/Semester (Out-of-State)",,$352.00 (In-State); $704.00 (Out-of-State),"Varies by scholarship, with awards ranging from $4,000 to full tuition, room, board, fees, and books.",,"Academic, Leadership, Performance, Endowed",120 credit hours,"$5,280/Semester (In-State); $10,560/Semester (Out-of-State)",Bachelor of Science in Education in English Language Arts (Secondary Education),https://catalog.una.edu/undergraduate/
