Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"The Master of Science in Accountancy (MSA) degree program is designed to provide students an opportunity for advanced study in accountancy. The MSA is designed to meet the needs of both career-changers and those students who are already working in the accounting profession. For a student with an undergraduate degree in accounting, the MSA will provide the greater breadth and depth in accounting and business that is necessary for a successful accounting career. For a student with an undergraduate degree in a field other than accounting, the MSA will provide the educational background necessary for a career in accounting. Graduates of the MSA program will be prepared for accounting careers in public accounting, industry, not-for-profit, and government. The MSA is also excellent preparation for doctoral studies and a career in academics.",https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/accountancy/accounting-msa/,The School of Accountancy is separately accredited by the AACSB International for both its undergraduate and graduate programs. This separate accreditation is the hallmark of an excellent accounting program.,,Master of Science in Business: Accountancy,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/accountancy/accounting-msa/
Information Systems,"The Master of Science in Management (M.S.M.) in Information Systems (I.S.) track provides students an opportunity to combine their interests in both business and information technology. This unique mix of courses provides students with the management and technical expertise required for a broad range of technology-related business careers in information systems. The program will equip students with knowledge and skills in systems analysis and design, project management, database management, business intelligence and analytics. Graduates of the program will have the flexibility to pursue careers in a wide range of industries.",https://www.uakron.edu/business/graduate/ms-management/information-systems/,"The College of Business is accredited by AACSB International in both business and accounting, an honor held by fewer than 2% of business schools worldwide.",Masters,"Master of Science in Business: Management, Information Systems",https://www.uakron.edu/academics_majors/graduate_programs/
Supply Chain Management,"The Supply Chain Management track in the M.S. in Management program is designed for students with a variety of backgrounds. Students will develop their knowledge and skills in supply chain management which consists of a set of approaches utilized to efficiently integrate suppliers, manufacturers, warehouses and stores. With an M.S. Management in SCM, students will be prepared for management positions in the supply chain field, such as logistics, purchasing and operations.",https://www.uakron.edu/business/graduate/ms-management/supply-chain-management,The College of Business is accredited at the bachelor's and master's levels by AACSB International - The Association to Advance Collegiate Schools of Business. This is the highest level of accreditation a business school can achieve.,Masters,"Master of Science in Business: Management, Supply Chain Management",https://www.uakron.edu/academics_majors/graduate_programs/
"['analytical chemistry', 'biochemistry', 'inorganic chemistry', 'organic chemistry', 'physical chemistry']",The Master of Science in Chemistry is a thesis-based degree program designed to provide students with the laboratory and communication skills necessary for professional employment in chemistry-related fields or to successfully compete for admission into Ph.D. programs.,https://www.uakron.edu/chemistry/academics/graduate,,,Master of Science in Chemistry,https://www.uakron.edu/academics_majors/graduate_programs/
"Analytical Chemistry, Biochemistry, Inorganic Chemistry, Organic Chemistry, Physical Chemistry","The Department of Chemistry and Biochemistry provides comprehensive graduate training in the chemical sciences, offering both MS and PhD degrees in chemistry and biochemistry. Graduate study is centered on a vigorous and exciting research environment where students learn state-of-the-art chemical techniques while making important contributions to the chemical sciences. Graduate students choose a research advisor from among our active and internationally-recognized research faculty. Our department is committed to creating a safe, inclusive, and diverse research and learning environment that is welcoming to all.",https://bulletin.auburn.edu/thegraduateschool/graduatedegreesoffered/chemistryandbiochemistrymsphd_major/chemistry_phd/,,,PhD in Chemistry,https://bulletin.auburn.edu/thegraduateschool/graduatedegreesoffered/chemistryandbiochemistrymsphd_major/chemistry_phd/
"Child Life, Family Life Education, and Program Administration and Leadership","The Master of Arts in Child and Family Development focuses on the development of children and families, and the social, cultural and economic contexts in which they live. The program prepares students to work with families and children in a variety of social service settings. The program is offered fully online. The program is intended to increase students’ knowledge about how to improve the quality of life for children and families. In addition to a core of coursework related to children and families, students have a choice of several specialized areas of study: Child Life, Family Life Education, and Program Administration and Leadership.",https://www.uakron.edu/education/schools/shp/graduate-programs/child-and-family-development-masters-degree/,"The Child Life specialization is endorsed by the Association of Child Life Professionals (ACLP), verifying that our coursework meets their academic requirements for certification.",,Master of Arts in Child and Family Development,https://www.uakron.edu/academics_majors/graduate_programs/
"['Interpersonal communication', 'Mediated communication', 'Organizational communication', 'Public relations']","The School of Communication offers a Master of Arts (M.A.) degree with study in a variety of areas, including interpersonal, media studies, organizational, and public relations. Our program is designed to provide students with a sophisticated understanding of communication theory and research, which will prepare them for a variety of career objectives. Our graduates have successfully pursued doctoral degrees, advanced professionally, and begun new careers in a variety of organizations in the corporate, governmental, and non-profit sectors. Our faculty have expertise in a variety of areas, including conflict, health, instructional, interpersonal, intercultural, media, organizational, public relations, risk and crisis, social influence, and social media. We offer three program options: a thesis option, a project option, and a comprehensive examination option. Students can also earn a certificate in Health Communication or Integrated Marketing Communication.",https://www.uakron.edu/communication/grad/,,M.A.,Master of Arts in Communication,https://www.uakron.edu/academics_majors/graduate_programs/
,"The Counseling Psychology Ph.D. program at The University of Akron is a scientist-practitioner based program with a strong social justice mission that prepares students for careers as counseling psychologists in a variety of settings. The program has been continuously accredited by the American Psychological Association (APA) since 1987. The University of Akron’s Counseling Psychology Ph.D. program emphasizes the following areas: multicultural competence and social justice, group work, research, supervision and training, and psychological assessment. We seek students who are interested in becoming leading practitioners and researchers. The program typically takes 5 years to complete, including a yearlong internship. Our Ph.D. program is one of only two APA-accredited doctoral programs in Counseling Psychology in the state of Ohio.",https://www.uakron.edu/education/schools/counseling/programs/counseling-psychology/,The program has been continuously accredited by the American Psychological Association (APA) since 1987.,PhD,PhD in Counseling Psychology,https://www.uakron.edu/academics_majors/graduate_programs/
Clinical Mental Health Counseling,"The Master of Arts in Clinical Mental Health Counseling is a 60-semester-hour program designed to prepare counseling professionals to work with individuals, families, and groups to address personal and social problems. Students are prepared to practice in a variety of settings, such as community mental health centers, hospitals, private counseling agencies, and private practice. Graduates of this program are qualified to seek licensure as a professional counselor in Ohio and in most other states.",https://www.uakron.edu/education/schools/ces/ma-cmhc/,The Clinical Mental Health Counseling Program at The University of Akron is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).,Master of Arts,Master of Arts in Counseling: Clinical Mental Health Counseling,https://www.uakron.edu/academics_majors/graduate_programs/
Marriage and Family Therapy/Counseling,"The Marriage and Family Therapy/Counseling (MFT/C) program is a 60-semester hour, CACREP-accredited program that prepares students with specialized knowledge and skills to work with individuals, couples, and families from a systemic/relational perspective. The program is designed to meet the educational requirements for licensure in the state of Ohio as a Licensed Professional Counselor (LPC) and a Licensed Marriage and Family Therapist (LMFT). The program has also been approved by the International Registry of Counsellor Education Programmes (IRCEP), an international affiliate of CACREP, which facilitates opportunities for our graduates to seek credentials in other countries.",https://www.uakron.edu/education/schools/counseling/masters/marriage-family.dot,"The Marriage and Family Therapy/Counseling (MFT/C) program is a ... CACREP-accredited program. ... The program has also been approved by the International Registry of Counsellor Education Programmes (IRCEP), an international affiliate of CACREP...",Master,Master of Arts in Counseling: Marriage and Family Therapy/Counseling,https://www.uakron.edu/academics_majors/graduate_programs/
,"The School Counseling Program at The University of Akron is a 60-semester-hour, CACREP-accredited program that prepares students to meet the academic, career, and social/emotional developmental needs of children and adolescents in schools. Students are prepared to become professional school counselors in elementary, middle, and high school settings. The program meets the academic requirements for the State of Ohio Department of Education School Counselor license (K-12). It also provides the academic background necessary for students to become Licensed Professional Counselors (LPC) in the state of Ohio. Students complete a common core of counseling classes along with specific coursework in school counseling. This program requires both a practicum (100 hours) and an internship (600 hours). Students interested in pursuing a doctoral degree in Counselor Education and Supervision can transition into our Ph.D. program. The School Counseling program is offered in a traditional (in-person) format on the main campus in Akron.",https://www.uakron.edu/education/academics/graduate/school-counseling/,CACREP-accredited,Masters,Master of Arts in Education: School Counseling,https://www.uakron.edu/academics_majors/graduate_programs/
Polymer Engineering,"The Doctor of Philosophy in Engineering degree program at The University of Akron is an interdisciplinary program that provides students with an opportunity to perform high level and ground-breaking research. Students select a specialization within one of the engineering disciplines offered through our five engineering departments. The College of Engineering and Polymer Science has a strong research reputation and is consistently ranked among the best engineering schools. Our faculty are active researchers, leaders in their fields, and are always looking to take on motivated students in their research group. The faculty work collaboratively with a number of centers on campus, industries, and government labs. Our Ph.D. students are highly sought after by industry, national labs and academia.",https://www.uakron.edu/cpe/academics/phd-in-engineering,,,PhD in Engineering: Polymer Engineering,https://www.uakron.edu/academics_majors/graduate_programs/
Business Analytics,"The University of Akron's Master of Business Administration (MBA) degree program is designed for individuals who have a bachelor's degree in any field. The program emphasizes strategic decision-making and developing skills to succeed in a rapidly changing business climate. The College of Business is one of only 194 business schools in the world to hold dual accreditation from AACSB International in both business and accounting. Why Akron? The UA MBA provides an excellent return on investment. Our program is flexible, affordable and high-quality, giving you the skills needed to compete in a global economy. We offer a wide range of graduate business courses that enable you to customize your education to meet your career goals. In addition to a general MBA, we offer 12 specializations, including a new specialization in healthcare management.",https://www.uakron.edu/cba/graduate/mba,The College of Business is one of only 194 business schools in the world to hold dual accreditation from AACSB International in both business and accounting.,,Master of Business Administration with Concentration in Business Analytics,https://www.uakron.edu/academics_majors/graduate_programs/
Finance,"The Master of Business Administration (MBA) program at The University of Akron is designed for individuals from all academic backgrounds who are ready to lead, innovate, and make a significant impact in the business world. Our program is tailored to provide a flexible, yet rigorous curriculum that combines core business principles with specialized knowledge, preparing you for the challenges of today's dynamic global market. Our program is offered in three flexible formats to fit your schedule: Traditional Part-Time MBA (on-campus), Online MBA (100% online), and a Full-Time Two-Year MBA Cohort. Each of these options delivers the same high-quality education and access to our dedicated faculty and resources. Whether you are looking to advance in your current career, switch industries, or start your own venture, our MBA program provides the tools, network, and experience to achieve your professional goals.",https://www.uakron.edu/cba/graduate/mba/,The University of Akron’s College of Business is one of only 190 universities in the world to hold dual AACSB accreditation in both business and accounting.,Master,Master of Business Administration with Concentration in Finance,https://www.uakron.edu/academics_majors/graduate_programs/
Risk Management and Insurance,"The University of Akron’s Master of Business Administration (MBA) program gives students a global perspective on business, a strategic mindset to overcome challenges, and the confidence to build and lead teams. Students will develop their knowledge and skills in functional areas of business, including finance, management, and marketing. Our program is designed for working professionals, offering a flexible format to complete the program in two years or at your own pace. With Saturday and online MBA options available, students can earn their degree while working full-time. The Risk Management and Insurance concentration prepares students for leadership positions in the corporate risk management and insurance fields. Course topics include corporate risk management, employee benefits, insurance operations, and more.",https://www.uakron.edu/business/graduate/mba/,"The College of Business is accredited by AACSB International, the premier accrediting agency for business schools.",MBA,Master of Business Administration with Concentration in Risk Management & Insurance,https://www.uakron.edu/academics_majors/graduate_programs/
,,,,,Master of Business Administration with Concentration in Global Technological Innovation,https://www.wtamu.edu/academics/college-business/academics/graduate-programs/index.html
Health Care Management,"The Master of Business Administration (MBA) program at The University of Akron is designed for individuals who are looking for a graduate business program that helps them grow as a business leader, professionally and personally. Our program provides a global perspective of business, a strategic point of view, and a focus on responsible leadership and ethical decision-making. Students master the functional areas of business and learn to apply this knowledge in a team setting. By focusing on the development of these skills, our graduates are prepared to meet the challenges of the competitive global business environment. With flexible class options, a diverse student body, and a dedicated career services office, the UA MBA offers a great opportunity for students to move forward in their career and in their life.",https://www.uakron.edu/business/graduate/mba/,The College of Business is one of only 190 universities in the world to hold dual AACSB accreditation in business and accounting.,Master,Master of Business Administration with Concentration in Health Care Management,https://www.uakron.edu/academics_majors/graduate_programs/
Interdisciplinary,"The Interdisciplinary Concentration MBA is a flexible program designed for individuals whose educational or career objectives are not met by the structured concentrations offered within the College of Business. The plan of study is mutually developed by the student and the MBA Programs Office to meet specific academic and career goals. An Interdisciplinary MBA requires a minimum of nine elective credits at the 600 level that are concentrated in a specific area. These electives may be from a discipline outside the College of Business such as communication, engineering, or law.",https://www.uakron.edu/cba/grad,AACSB International,MBA,Master of Business Administration with Concentration in Interdisciplinary,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/business-interdisciplinary-mba/business-interdisciplinary-mba.pdf
International Business,"The Master of Business Administration (MBA) program at The University of Akron is designed to provide graduate students from all backgrounds the opportunity to greatly enhance their business career. We offer several options to help students with different needs and backgrounds reach their goals. The Flexible MBA is a part-time option and our most popular program. We also offer a full-time option called the Accelerated MBA. Graduates of our MBA program go on to become successful managers and leaders in a wide variety of industries and sectors including corporate, non-profit, and government.",https://www.uakron.edu/cba/graduate/mba/,The College of Business is accredited in both business and accounting by AACSB International (the Association to Advance Collegiate Schools of Business).,,Master of Business Administration with Concentration in International Business,https://www.uakron.edu/academics_majors/graduate_programs/
Management,"The Master of Business Administration (MBA) degree at The University of Akron is a dynamic program that balances a deep understanding of business theory with a strong focus on real-world applications. Our flexible program is designed for students with an undergraduate degree in any major. We teach you how to think critically and analytically, communicate effectively, and lead with purpose. The MBA program provides a broad foundation across all business disciplines, including accounting, finance, management, and marketing. You will develop critical business skills and gain insights into leading in the global economy. All this in a program that works for you: classes are offered on campus at night and online. Our MBA degree is flexible, with options to customize your degree. You can earn an MBA with a concentration, add a graduate business certificate, or participate in a joint degree program. All options add great value to your MBA degree.",https://www.uakron.edu/business/graduate/mba/,The College of Business is one of only 194 business schools in the world to hold dual accreditation in business and accounting from AACSB International. This achievement signifies our commitment to quality business education and places us in the top 5% of business schools worldwide.,Master's,Master of Business Administration with Concentration in Management,https://www.uakron.edu/academics_majors/graduate_programs/
Strategic Marketing,"The University of Akron’s Master of Business Administration (MBA) program prepares you for advancement in any industry by offering high-quality and flexible options to fit your lifestyle. Designed for professionals who want to lead and make data-driven business decisions, this program provides the tools you need to effectively manage people, resources, and projects, no matter where your career takes you. Our curriculum gives you a broad foundation in business skills, from finance and marketing to management and supply chain operations. You can also further customize your program by choosing from one of six concentrations or a general MBA. Best of all, you can do it on your own schedule, in a way that makes sense for you.",https://www.uakron.edu/online/degrees/mba,AACSB-accredited College of Business,,Master of Business Administration with Concentration in Strategic Marketing,https://www.uakron.edu/online/degrees/mba
Supply Chain Management,"Supply chain management (SCM) encompasses the planning and management of all activities in sourcing and procurement, conversion, and all logistics management activities. Importantly, it also includes coordination and collaboration with channel partners, which can be suppliers, intermediaries, third-party service providers, and customers. In essence, supply chain management integrates supply and demand management within and across companies. For students interested in a career in this high-demand field, the Supply Chain Management concentration focuses on managing the flow of goods, services, and information, from the source to the end user. This program covers topics such as logistics, procurement, inventory management, and operations management.",https://www.uakron.edu/business/graduate/mba/supply-chain/,The College of Business is accredited by AACSB International in both business and accounting – a distinction held by fewer than 1% of business schools worldwide.,,Master of Business Administration with Concentration in Supply Chain Management,https://www.uakron.edu/academics_majors/graduate_programs/
Information Systems Management,"The MSM-Information Systems Management (ISM) concentration is designed for business professionals who want to advance their careers in the information systems field. The program appeals to professionals currently working in the areas of information systems, as well as those who desire to transition to the IS field. The curriculum provides a thorough understanding of the technical and managerial issues associated with designing, developing, implementing and managing information systems.",https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/management/information-systems-management-msm/,The undergraduate and graduate programs in the College of Business are accredited by AACSB International - The Association to Advance Collegiate Schools of Business.,Master of Science,Master of Science in Management with Concentration in Information Systems Management,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/management/information-systems-management-msm/
Technological Innovation,"The Master of Science in Management (M.S.M.) degree is for individuals who want to advance their careers in management. Graduates will possess the skills and knowledge to be an effective manager in a variety of business settings including corporations, non-profits and government agencies. Students have the opportunity to develop skills and expertise in a specific business area by selecting a concentration that aligns with their professional interests. Our unique curriculum allows students to learn from faculty who are experts in their fields and to apply this knowledge to real-world business projects. The Technological Innovation concentration helps students gain a deep understanding of managing for technological innovation, including topics such as research and development, creativity, innovation, product and service design, project management, and technology transfer.",https://www.uakron.edu/business/graduate/ms-management/,"The College of Business is accredited by AACSB International in both business and accounting, an honor held by less than 1% of the world’s business schools.",Master's,Master of Science in Management with Concentration in Technological Innovation,https://www.uakron.edu/academics_majors/graduate_programs/
Supply Chain Management,"The M.S. in Management with a concentration in Supply Chain Management is designed to prepare students for leadership careers in the dynamic field of supply chain management. This STEM-designated program prepares students with the essential advanced skills in logistics, sourcing, and operations management necessary for success as a supply chain professional. The curriculum provides both breadth and depth in the key areas of supply chain management while maintaining the flexibility to allow students to gain specialized knowledge via elective choices. Students have the option to complete the degree fully online, in-person, or a mix of both. Students will be taught by nationally recognized faculty who are known for their quality teaching and research and will have many opportunities to network with supply chain leaders in the Northeast Ohio business community. In addition, students have the opportunity to earn certifications such as the Certified Supply Chain Associate (CSCA).",https://www.uakron.edu/cba/graduate/ms-management/supply-chain/,"Our programs are accredited by AACSB International – The Association to Advance Collegiate Schools of Business. AACSB is the premier accrediting body for business schools, and we are proud to be among the top 5% of the world's business schools that have earned this distinction. In addition, our accounting program has earned the prestigious separate AACSB Accounting Accreditation, making us one of only 185 schools in the world to hold both business and accounting accreditation.",Master,Master of Science in Management with Concentration in Supply Chain Management,https://www.uakron.edu/academics_majors/graduate_programs/
,"The Master of Arts in Economics program offers students advanced training in a wide range of fields in economics including applied microeconomics, econometrics, economic development, financial economics, industrial organization, international economics, labor economics and monetary economics. The degree can prepare you to either enter the job market with an advanced degree or to go on to an economics Ph.D. program. Many students take advantage of our internship program for on-the-job training in a variety of public and private sector jobs. All M.A. students have their own study carrel in the department. Many of our students also work as research or teaching assistants in the department.",https://www.uakron.edu/economics/academics/graduate,,Master's,Master of Arts in Economics,https://www.uakron.edu/academics_majors/graduate_programs/
