Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"The MA in Anthropology and Law program advances knowledge of human thought, behavior and social activity across cultures by focusing on the interconnections of anthropology and law. [2, 3] The program is designed to train scholars and practitioners working at the intersection of law and anthropology across the broad area of legal humanities. [2, 3] All students who are interested in exploring the historical, theoretical, and ethnographic interconnections of anthropology and law are encouraged to consider this program in pursuit of careers that will enable them to apply the knowledge and skills acquired in the course of their MA study and research. [3]",https://www.buffalo.edu/grad/explore/about/programs/anthropology-and-law-ma.html,,MA,Anthropology and Law MA,https://www.buffalo.edu/grad/explore/about/programs.html,
medical anthropology,"The combined BA/MA in anthropology-medical anthropology concentration program is an accelerated five-year track for students interested in pursuing careers in the health professions requiring an advanced degree. [11, 12] Anthropology majors who meet the eligibility requirements may apply to the MA in anthropology-medical anthropology concentration during the spring semester of their junior year. [12] Upon acceptance into the program, students incorporate graduate coursework beginning in their senior year. [12]",https://www.buffalo.edu/grad/explore/about/programs/anthropology-ba-ma.html,This program is officially registered with the New York State Education Department (SED). [11],BA/MA,Anthropology BA/MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Anthropology MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,The Doctor of Philosophy (PhD) program in Anthropology at UB aims to prepare graduate students for entry into academic and professional positions with a high-level of specialized training both in research and teaching. The many field projects and diverse range of technical and material laboratories operated by our department foster the creation and cultivation of research objectives within a thriving academic community.,https://www.buffalo.edu/grad/programs/anthropology-phd.html,This program is officially registered with the New York State Education Department (SED).,PhD,Anthropology PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Applied Biostatistics Advanced Certificate. School of Public Health and Health Professions. Program Description.This an intensive training on biostatistical methodology and data analysis skills. Upon completion, students will be equipped with statistical knowledge and programming techniques needed for analyzing data from a variety of sources such as clinical trials, observational studies and laboratory studies. This certificate program is targeted towards people who have already obtained their terminal degree (e.g., MD or PhD) and would like additional professional development outlets. Learn more about the program.",https://www.buffalo.edu/grad/explore/about/programs/applied-biostatistics-advanced-certificate.html,This program is officially registered with the New York State Education Department (SED). [5],Advanced Certificate,Applied Biostatistics Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The MS in Applied Ontology at UB is the first graduate program of its kind, focused on principles and practices for organizing and integrating complex data. [3] Designed for professionals in health care, AI, and information systems, it offers online coursework and hands-on training in ontology development and application. [3] Graduates will be prepared to address challenges in data interoperability and knowledge representation across diverse domains. [3] Applied ontology blends philosophy and information science to solve one of today's biggest challenges—helping systems, organizations and disciplines speak the same data language. [2] Students will study the human side of ontology, where experts define and organize shared concepts, and explore the engineering side, developing software and tools that apply ontologies to data-driven problems. [2] The curriculum combines two complementary strands: the human side of ontology, where students work with domain experts to analyze heterogeneous data and plan interoperability; and the software side, where they learn practical ontology design, knowledge-graph applications, and standards-based integration. [5] The program also includes opportunities for paid, credit-bearing internships or research partnerships. [2, 8]",https://www.buffalo.edu/grad/explore/about/programs.html/details.html/applied-ontology-ms,This program is officially registered with the New York State Education Department (SED). [3],MS,Applied Ontology MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"This certificate recognizes the importance of quantitative methodology for conducting scientific research and for guiding evidence-based practice in any field, but in particular the field of education. [1] This advanced certificate provides a foundation from which you may pursue either doctoral studies or a career as a researcher whose job entails analyzing statistical data. [2] The certificate is open to any MA or PhD student from any discipline, or students who hold a BA or BS and meet the general requirements for acceptance. [2]",https://www.buffalo.edu/grad/explore/about/programs/applied-statistical-analysis-advanced-certificate.html,This program is officially registered with the New York State Education Department (SED). [2],Advanced Certificate,Applied Statistical Analysis Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,Masters,Architecture MArch,https://www.buffalo.edu/grad/explore/about/programs.html,
,"UB's 3-year MArch program is designed as a path of entry into the architecture profession for students without a qualifying undergraduate background in the field. [3] A bachelor's degree or higher from a regionally accredited four-year US college or university, or an equivalent credential from a qualifying international institution with, is all that is required. [3] There are no architectural or studio coursework prerequisites. [3] Students enter our program with degrees in the liberal arts, natural sciences, arts, urban planning and the social sciences. [3] The program builds your foundation in the fundamentals of design and ""thinking through making"" while offering paths for focused research in the final two years of the program. [3] Courses in architectural media, drawing and an introductory design studio round out the first year. [3] Students may opt to explore our graduate research groups which foster curricular and scholarly inquiry into fields including inclusive design, ecological practices, material culture, situated technologies and urban design. [3]",https://www.buffalo.edu/grad/explore/about/programs/architecture-march-3-year-track.html,The 3-year Master of Architecture program is NAAB-accredited and provides you with a professional degree. [3],Masters,Architecture MArch (3 Year Track),https://www.buffalo.edu/grad/explore/about/programs.html,
"['2-yr MArch / MBA Research Studio Track', '2-yr MArch / MBA Synthesis Studio Track', '3.5-Year M.Arch/MBA Program']","The establishment or management of a successful architectural office requires a wide range fatores. [9] In addition to competence in traditional architectural roles, the growing complexity of the field demands a wide range of managerial and administrative skills. For instance, many architectural practices have expanded their range of services to include construction supervision, real estate development, multinational project management and public-sector consultation. [9] The MArch/MBA dual degree is intended to provide students with the skills and knowledge necessary to assume responsibilities for these challenges. [9] The MBA is a valuable credential that can be paired with a number of professional degrees, offering advanced business training concurrently to students pursuing professional credentials. [9, 15] The School of Management offers six such ""collaborative"" offerings: the MBA/AuD for speech pathologists, the MBA/Real Estate Development MS for planners and developers, the MBA/DDS for aspiring dentists, the MBA/MPH for public health professionals, and the MBA in combination with our surgical residency, for surgeons-in-training. [9, 15]",https://www.buffalo.edu/grad/programs/architecture-march-business-administration-mba.html,The Master of Architecture (MArch) program is accredited by the National Architectural Accrediting Board (NAAB). The Master of Business Administration (MBA) program is accredited by the Association to Advance Collegiate Schools of Business (AACSB).,Masters,Architecture MArch/Business Administration MBA,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Architecture MArch/Urban Planning MUP,https://www.buffalo.edu/grad/explore/about/programs.html,Failed to parse JSON response
,"The Architecture MS program offers students the opportunity to develop a focused course of study that is individually tailored to their specific interests and career aspirations. The program is centered on a research- and design-based curriculum that prepares students for careers in architectural practice and design-related fields. As a post-professional degree, the Architecture MS is intended for students who already hold a professional degree in architecture (such as a B.Arch or M.Arch) or a related field. The program provides a platform for advanced study and research in a variety of specialized areas, allowing students to build upon their existing knowledge and skills. Through a combination of seminars, studios, and independent research, students in the Architecture MS program engage in a rigorous exploration of contemporary issues in architecture, technology, and urbanism.",https://www.buffalo.edu/grad/explore/about/programs.html,,Masters,Architecture MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Arts Management MA,https://www.buffalo.edu/grad/explore/about/programs.html,Failed to parse JSON response
,,,,,Behavioral Neuroscience PhD,https://www.buffalo.edu/grad/explore/about/programs.html,Failed to parse JSON response
,"If you already have obtained your teacher certification and are looking to add to your professional skill set, our bilingual education certificate of advanced study is for you. To be eligible for this extension program, you must have native or near-native proficiency in both English and Spanish.",https://www.buffalo.edu/grad/explore/programs/bilingual-education-adv-cert.html,This program is officially registered with the New York State Education Department (SED). [6],Advanced Certificate,Bilingual Education Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,MS,Biochemistry MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The Department of Biochemistry is dedicated to excellence in biochemical research, with faculty أعضاء pursuing cutting-edge research in a variety of disciplines with a common theme of ""how living cells work."" Our research utilizes modern techniques, including analysis of molecular structure, bioinformatics, high throughput proteomics and genetics to answer basic questions about how biological molecules determine cellular functions. An integral component of the program is one-on-one training from faculty members to graduate students, such that they develop their full potential as scientists. [11, 12]",https://medicine.buffalo.edu/departments/biochemistry/education/phd.html,,PhD,Biochemistry PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The Bioinformatics and Biostatistics MS program educates and trains bioinformatics and biostatistics scientists to collaborate with researchers in the basic, medical and clinical sciences; to conduct methodological research; to collaborate with local, state or national health institutions; and to serve our institute, university and the bioinformatics, biostatistics, and health-care professions. [2] In addition to their classroom studies, the program's students have opportunities to gain practical training through mentored, hands-on data analyses in the context of exciting biological, medical and health science research projects. [2, 3]",https://www.buffalo.edu/grad/explore/about/programs/bioinformatics-and-biostatistics-ms.html,This program is officially registered with the New York State Education Department (SED). [2],MS,Bioinformatics and Biostatistics MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The combined BA/MS program is a research-intensive degree program. Students enrolled in the program integrate laboratory and classroom learning experiences. Upon completion of the program, graduates will be prepared for entry into the research workforce or for further PhD-level education in the biological sciences or related fields. [2]",https://www.buffalo.edu/grad/explore/about/programs/biological-sciences-ba-ms.html,This program is officially registered with the New York State Education Department (SED). [2],Combined Degrees,Biological Sciences BA/MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"A special master’s program (SMP) is a graduate level post-baccalaureate program for students who want to enhance their academic credentials for entry into health professional schools (medical, dental, etc.) or other programs in the biomedical sciences. Students are paired with an advisor, and together they create a curriculum plan unique to the student's goals. Students may register in courses, pursue a research project under the instruction of a faculty member outside of our department, and may complete the program in a timeline that suits their ability. The SMP is also valuable for students looking to explore career options across multiple disciplines, and those who want to try graduate research before committing to a program.",https://www.buffalo.edu/grad/programs/biological-sciences-ma.html,This program is officially registered with the New York State Education Department (SED). [5],MA,Biological Sciences MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Research a wide range of biological systems and processes in our master's program. You will be paired with a faculty advisor who will mentor and guide you through your studies and research project. Our faculty are active researchers, and you'll work side-by-side with them as you learn to think critically and creatively and hone your written and oral communication skills. The curriculum is rigorous, yet supportive, and with our small class sizes, you will get the attention you need to excel. Our areas of focus are in molecular and cellular biology, neuroscience, and ecology and evolution. There are three degree options, so you can pick the program that's right for your career goals, whether that's in academia or in the biotechnology or pharmaceutical industries. Most of our students go on to PhD programs or medical school, and are also well prepared for careers in research, biology education or health care.",https://www.buffalo.edu/grad/explore/programs/biological-sciences-ms.html,This program is officially registered with the New York State Education Department (SED).,MS,Biological Sciences MS,https://www.buffalo.edu/grad/explore/about/programs.html,
"['Molecular biology and gene expression', 'Signal transduction in sensory systems and development', 'Evolutionary genomics and population biology', 'Ecology and organismal biology', 'Cellular and systems neuroscience']","The PhD in Biological Sciences at the University at Buffalo is a research-first doctoral program for students who want to push the boundaries of biological knowledge. Through close mentorship, advanced coursework and original dissertation research, you will develop the skills, confidence and independence needed to lead in academia, industry and beyond. [4] Research in the Department of Biological Sciences examines levels of biological complexity from molecules to populations, with areas of focus in molecular biology of gene expression, signal transduction in sensory perception and development, and evolutionary genomics and population biology. [17, 18] The curriculum develops critical thinking as well as written and oral communication skills. [9, 17, 18] Students receive personal attention from their advisors. [9, 17, 18]",https://www.buffalo.edu/grad/explore/about/programs/biological-sciences-phd.html,"This program is officially registered with the New York State Education Department (SED). [9, 17, 18]",PhD,Biological Sciences PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Biomaterials MS,https://www.buffalo.edu/grad/explore/about/programs.html,Failed to parse JSON response
,"The Department of Biomedical Engineering and the School of Management offer a five-year program leading to a joint bachelor's degree in biomedical engineering and master's degree in business administration (MBA). This program reduces the usual pattern of a four-year undergraduate and two year MBA, by one year. Students wishing to pursue this program should apply directly to the School of Management during their third year of study in their undergraduate program.",https://www.buffalo.edu/grad/explore/about/programs/biomedical-engineering-bs-mba.html,This program is officially registered with the New York State Education Department (SED). [1],BS/MBA,Biomedical Engineering BS/MBA,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The MS program in biomedical engineering (BME) is intended for students with an undergraduate degree in an engineering discipline or a physical or biological science who wish to pursue a career in the field of biomedical engineering in industry, government, or academia. Students in the program will be educated in the core fundamentals of biomedical engineering through didactic coursework and a mentored research or design project. Coursework can be selected from one of four specializations: biomaterials, biomechanics, biomedical data science, or medical physics. The mentored research/design requirement can be completed by a thesis, a project, or a portfolio option. For the thesis and project options, the student works with a faculty mentor on a research/design project that culminates in a written thesis or project report and a public presentation. For the portfolio option, the student works with a faculty mentor on a series of at least three smaller research/design projects that culminate in a portfolio summarizing the projects. Students can also elect a coursework-only option in medical physics that requires the completion of 30 credits of coursework from the medical physics specialization. This option is intended for students with significant prior research or design experience.",https://engineering.buffalo.edu/biomedical/graduate/ms.html,,Masters,Biomedical Engineering MS,https://www.buffalo.edu/grad/explore/about/programs.html,
"['molecular, cellular and tissue engineering', 'biomedical devices, sensors, instrumentation and diagnostics', 'computational engineering and modeling', 'medical imaging and analysis']","- The Graduate School - University at Buffalo
Our PhD program in biomedical engineering, offered in collaboration with the Jacobs School of Medicine and Biomedical Sciences, gives you access to a large number of faculty, research opportunities and resources at UB. Our flexible curriculum allows students to pursue research in molecular, cellular and tissue engineering, biomedical devices, sensors, instrumentation and diagnostics, computational engineering and modeling, medical imaging and analysis, or in a student's chosen area of interest. Faculty in the Department of Biomedical Engineering, part of the School of Engineering and Applied Sciences, help students gain the knowledge and research skills to contribute to a company or university in a research setting. Learn more about the program.",https://www.buffalo.edu/grad/explore/about/programs.html/program/biomedical-engineering-phd,This program is officially registered with the New York State Education Department (SED).,PhD,Biomedical Engineering PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
"['Bioinformatics', 'Biomedical Ontology', 'Clinical Informatics', 'Public Health Informatics', 'Sociotechnical and Human-Centered Design']","Graduate study in biomedical informatics provides an in-depth foundation in evaluating and managing concepts and systems related to information management in healthcare, and biomedical research settings. [4] Our graduates will be well prepared for technical, policy or planning leadership positions in healthcare, industry, or biomedical research settings. [4] Our faculty have research portfolios including clinical informatics/decision support, bioinformatics/translational research informatics, biomedical ontologies, clinical population/public health informatics, and the socio-technical/human centered design of biomedical information systems. [4] The Department of Biomedical Informatics (BMI) based in UB's Jacobs School of Medicine and Biomedical Sciences, offers the Master of Science (MS) degree to educate and train biomedical informaticians for leadership positions in healthcare, business, academics, and biomedical research. [3] The program's goal is to serve as the foundation for a challenging and successful career. [3] The Department's graduate training programs emphasize self-study, collaboration, and problem solving around five core areas: Bioinformatics and Translational Research Informatics. Clinical Informatics and Decision Support. Clinical Population Research and Public Health Informatics. Biomedical Ontology. Sociotechnical and Human-centered Design. [3] Students will develop technical skills that have the potential to impact the future of patient care, whether at the bedside, in the C-suite, or in the lab. [3]",https://grad.buffalo.edu/explore/about/programs/biomedical-informatics-ms.html,This program is officially registered with the New York State Education Department (SED). [2],MS,Biomedical Informatics MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Graduate study in biomedical informatics provides an in-depth foundation in evaluating and managing concepts and systems related to information management in healthcare, and biomedical research settings. Our graduates will be well prepared for technical, policy or planning leadership positions in healthcare, industry, or biomedical research settings. [2, 8] If you are interested in combining chemistry, biology, mathematics and computer techniques with pharmacology, physiology and biochemistry, to work on the development of treatments to prevent disease and improve health, a degree in the pharmaceutical sciences may be for you.",https://www.buffalo.edu/grad/explore/about/programs/biomedical-informatics-ms-pharmacy-practice-pharmd.html,"This program is officially registered with the New York State Education Department (SED). [2, 3]",MS/PharmD,Biomedical Informatics MS/Pharmacy Practice PharmD,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,PhD,Biomedical Informatics PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The Biomedical Sciences MS program at the University at Buffalo's Jacobs School of Medicine and Biomedical Sciences was formerly known as the Natural Sciences Interdisciplinary MS Program. [12] It is an interdisciplinary master's program that provides a broad overview of the biomedical sciences, which is distinct from other biomedical master's programs in the Jacobs School that are more focused on a single discipline. [3] The program is designed for students who are deciding between a career in medicine or biomedical research, or for those who want to strengthen their foundation in basic biomedical sciences coursework to prepare for professional health programs. [3] The program is housed in the medical school, providing students with access to its faculty and a flexible curriculum. [12]",https://www.buffalo.edu/grad/programs/biomedical-sciences-ms.html,,Masters,Biomedical Sciences MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Biostatistical informatics is the study of high-dimensional data in biomedical and public health research. [3] This certificate program will enhance a student's ability to properly evaluate and utilize a wide variety of advanced statistical methods. [3] Students will receive in-depth training in the statistical foundations and methods of analysis of genetic data, including genetic mapping, quantitative genetic analysis, design and analysis of medical genetic studies and data mining. [3] Biostatistics majors pursuing this certificate will benefit from specialized training that will more readily qualify them for employment and/or conducting research in the certificate subject areas. [3] Scientists working in areas outside of Biostatistics will obtain a level of quantitative literacy that will greatly improve their abilities to properly identify, evaluate and utilize statistical methods that are relevant to their particular subject matter. [3]",https://www.buffalo.edu/grad/explore/about/programs/biostatistical-informatics-advanced-certificate.html,This program is officially registered with the New York State Education Department (SED). [2],Advanced Certificate,Biostatistical Informatics Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The Department of Biostatistics educates and trains biostatistical scientists, collaborates with researchers, and conducts methodological research. [8] Department faculty and students work together to develop and apply statistical methods in bioinformatics, epidemiology, public health, and clinical, laboratory, or other health sciences. [8] The rich environment of applications and a full offering of coursework on statistical methods and their theoretical underpinnings, provides a mix of practical training and book knowledge that prepares students for employment in the health industry, government agencies, and research institutions. [8] Students in the Biostatistics MA program will gain an advanced training in statistical theory, methods and applications, and have opportunities to work with faculty on methodological, theoretical and applied research topics. [3] The degree provides training in statistical methods and applications, as well as bioinformatics and would be appropriate training for entry into a PhD program. [3] Students will complete a practical training project. [3]",https://publichealth.buffalo.edu/biostatistics/education/master-of-arts-ma.html,This program is officially registered with the New York State Education Department (SED). [8],MA,Biostatistics MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Tthe department educatesss and trains biostatistical scientists, collaborates with researchers, and conducts methodological research. Department faculty and students work together to develop and apply statistical methods in bioinformatics, epidemiology, public health, and clinical, laboratory, or other health sciences. The rich environment of applications and a full offering of coursework on statistical methods and their theoretical underpinnings, provides a mix of practical training and book knowledge that prepares students for employment in the health industry, government agencies, and research institutions.",https://www.buffalo.edu/grad/programs/biostatistics-phd.html,"The University at Buffalo School of Public Health and Health Professions (SPHHP) was reaccredited by the Council on Education for Public Health (CEPH), an independent agency recognized by the U.S. Department of Education to accredit schools and programs of public health, in September 2023. [2]",PhD,Biostatistics PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
," The Biotechnology Master of Science degree program provides students with advanced coursework in biotechnical and biomolecular sciences. [3, 5, 14] Graduates are prepared for positions in research, and industrial research and development laboratories, sales/technical representation in biotechnology, chemical or pharmaceutical companies, or to advance to PhD programs related to biomedical sciences. [3, 5, 14] A research project resulting in a thesis must be completed in the laboratory of one of the program faculty or by special arrangement, with faculty in other departments who are affiliated with the Department of Biotechnical and Clinical Laboratory Sciences. [3, 5, 10]",https://www.buffalo.edu/grad/explore/about/programs/biotechnology-ms.html,This program is officially registered with the New York State Education Department (SED). [3],MS,Biotechnology MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Bridge engineers need to be prepared to develop bridges using new construction methods and components, and improve the seismic resiliency of bridges to combat the problems associated with aging infrastructure. [1, 4] Our flexible Advanced Certificate in Bridge Engineering prepares students to take on leadership roles in enhancing bridges and infrastructure, making a meaningful impact on communities around the world. [1, 4]",https://www.buffalo.edu/grad/explore/about/programs/bridge-engineering-advanced-certificate.html,"This program is officially registered with the New York State Education Department (SED). [1, 4]",Advanced Certificate,Bridge Engineering Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Die MS- und PhD-Programme in Genetik, Genomik und Bioinformatik (GGB) bereiten Studierende darauf vor, zu aufregender neuer Forschung beizutragen, die für den Erfolg der Medizin des 21. Jahrhunderts, neuartige Behandlungen und Heilmittel unerlässlich ist. Das Programm ist ausdrücklich darauf ausgelegt, innovative und kreative Wissenschaftler zu entwickeln, wobei der Schwerpunkt auf dem „Wie und Warum“ der GGB-Forschung und ihrer breiteren Bedeutung für Wissenschaft und Medizin liegt. Die GGB-Fakultätswissenschaftler binden graduierte und Doktoranden in Spitzenforschung in verschiedenen Disziplinen ein und leiten jährlich Forschungsmittel in Höhe von etwa 20 Millionen US-Dollar. [1]",https://www.buffalo.edu/grad/programs/genetics-genomics-and-bioinformatics-ms.html,Dieses Programm ist offiziell beim New York State Education Department (SED) registriert. [1],MS,Genomic Medicine MS,https://www.buffalo.edu/grad/explore/about/programs.html,
"['human/medical genetics/genomics', 'developmental genetics/genomics', 'microbial genetics and pathogenesis', 'bioinformatics']"," TheMS andPhDprograms in Genetics, Genomics and Bioinformatics (GGB) prepare studentstocontribute to exciting new research essentialtothesuccess of 21st-century medicine, novel treatments and cures. The programisexpressly designedtodevelop innovative and creative scientists, with an emphasis on the ""how and why"" of GGB research, and its broader significance to science and medicine. The GGB faculty-scientists engage graduate and doctoral students in cutting-edge research across diverse disciplines, directing approximately $20 million in research funding annually.",https://www.buffalo.edu/grad/explore/about/programs/genetics--genomics-and-bioinformatics-ms.html,,Masters,"Genetics, Genomics and Bioinformatics MS",https://www.buffalo.edu/grad/explore/about/programs.html,
,"MS ve PhD programları Genetik, Genomik ve Biyoinformatik (GGB) alanında, öğrencileri 21. yüzyıl tıbbının, yeni tedavilerin ve çarelerin başarısı için gerekli olan heyecan verici yeni araştırmalara katkıda bulunmaya hazırlar. Program, GGB araştırmasının ""nasıl ve neden"" olduğunu ve bilim ve tıp için daha geniş önemini vurgulayarak, yenilikçi ve yaratıcı bilim insanları geliştirmek için özel olarak tasarlanmıştır. GGB fakülte-bilim adamları, lisansüstü ve doktora öğrencilerini, yıllık yaklaşık 20 milyon dolarlık araştırma fonunu yöneten farklı disiplinlerde en ileri araştırmalara dahil ederler.",https://www.buffalo.edu/grad/explore/about/programs/genetics--genomics-and-bioinformatics-phd.html,Bu program New York Eyaleti Eğitim Bakanlığı (SED) tarafından resmi olarak kayıtlıdır. [3],PhD,"Genetics, Genomics and Bioinformatics PhD",https://www.buffalo.edu/grad/explore/about/programs.html,
,"GISS MS at UB is a one-year program that prepares students for the rapidly growing field of geospatial data and technologies. Geographic information science seeks to redefine concepts for their use in the digital age, while geographic information systems (GIS) employs powerful technologies to analyze, visualize and display spatial patterns. [1]",https://www.buffalo.edu/grad/explore/programs.html#programs=program:geographic-information-science-ms-cas,,MS,Geographic Information Science MS,https://www.buffalo.edu/grad/explore/about/programs.html,
