Program name,Program Page url
Master of Science in Earth System Science,https://grad.uci.edu/admissions/degree-programs/
PhD in Earth System Science,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Chemistry,https://grad.uci.edu/admissions/degree-programs/
PhD in Chemistry,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Mathematics,https://grad.uci.edu/admissions/degree-programs/
PhD in Mathematics,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Physics,https://grad.uci.edu/admissions/degree-programs/
PhD in Physics,https://grad.uci.edu/admissions/degree-programs/
"Master of Advanced Study in Criminology, Law and Society",https://grad.uci.edu/admissions/degree-programs/
"PhD in Criminology, Law and Society",https://grad.uci.edu/admissions/degree-programs/
Master of Legal and Forensic Psychology,https://grad.uci.edu/admissions/degree-programs/
Master of Public Policy,https://grad.uci.edu/admissions/degree-programs/
PhD in Social Ecology,https://grad.uci.edu/admissions/degree-programs/
Master of Urban and Regional Planning,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Cognitive Sciences,https://grad.uci.edu/admissions/degree-programs/
PhD in Cognitive Sciences,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Cognitive Neuroscience,https://grad.uci.edu/admissions/degree-programs/
Master of Arts in Economics,https://grad.uci.edu/admissions/degree-programs/
PhD in Economics,https://grad.uci.edu/admissions/degree-programs/
"Master of Arts in Philosophy, Political Science, Economics",https://grad.uci.edu/admissions/degree-programs/
Master of Arts in Social Science,https://grad.uci.edu/admissions/degree-programs/
Master of Business Administration,https://grad.uci.edu/admissions/degree-programs/
Master of Professional Accountancy,https://grad.uci.edu/admissions/degree-programs/
Master of Finance,https://grad.uci.edu/admissions/degree-programs/
Master of Innovation and Entrepreneurship,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Business Analytics,https://grad.uci.edu/admissions/degree-programs/
PhD in Management,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Biotechnology Management,https://grad.uci.edu/admissions/degree-programs/
PhD in Computational Science,https://grad.uci.edu/admissions/degree-programs/
Juris Doctor/Master's,https://grad.uci.edu/admissions/degree-programs/
Juris Doctor/PhD,https://grad.uci.edu/admissions/degree-programs/
Master of Science in Transportation Science,https://grad.uci.edu/admissions/degree-programs/
PhD in Transportation Science,https://grad.uci.edu/admissions/degree-programs/
Master in Management,https://grad.uci.edu/admissions/degree-programs/
Master of Conservation and Restoration Science,https://grad.uci.edu/admissions/degree-programs/
Master of English,https://grad.uci.edu/admissions/degree-programs/
Master of Laws,https://grad.uci.edu/admissions/degree-programs/
"Master of Science, Pharmacology",https://grad.uci.edu/admissions/degree-programs/
Executive MBA Program,https://grad.uci.edu/admissions/degree-programs/
