Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
"Building Science, Technology and Sustainability; History, Theory and Society; Design Theories, Methods and Practices; Architecture of Life and Living",The Master of Architecture program is a professional degree accredited by the National Architectural Accrediting Board (NAAB). The program is intended for students who plan to practice architecture and who have already earned a four-year non-professional bachelor's degree in architecture or a bachelor's degree in a field other than architecture. Students who have completed a professional Bachelor of Architecture degree from an NAAB-accredited (or equivalent) program are not eligible for the M.Arch degree.,https://ced.berkeley.edu/architecture/programs/master-of-architecture,Accredited by the National Architectural Accrediting Board (NAAB),Master of Architecture,https://grad.berkeley.edu/admissions/our-programs/,
"Building Science, Technology and Sustainability; History, Theory and Society","The Master of Science (M.S.) in Architecture is a non-professional degree for those who wish to pursue advanced research in a specific area of architectural inquiry. This program is intended for students who already hold a professional degree in architecture (Bachelor of Architecture or Master of Architecture) or a related field, and who wish to develop a specialized focus. The M.S. degree does not lead to licensure as an architect. Research in the MS and PhD programs is generally organized into two areas of study: Building Science, Technology and Sustainability (BSTS) and History, Theory and Society (HTS).",https://ced.berkeley.edu/arch/degrees-admissions/master-of-science,,Master of Science in Architecture,https://ced.berkeley.edu/arch/degrees-admissions/master-of-architecture,
"Building Science, Technology and Sustainability; History, Theory and Society","The Doctor of Philosophy in Architecture is a research-oriented degree appropriate for those who wish to pursue a career in teaching and scholarship in architecture and its related areas, or in roles in government or professional consultation which require depth in specialization and experience in research. This degree is intended to provide a student with a foundation of theoretical and methodological knowledge, and an opportunity to engage in advanced research in a specialized area of study.",https://ced.berkeley.edu/academics/architecture/programs/phd-in-architecture,,Doctor of Philosophy in Architecture,https://ced.berkeley.edu/admissions/graduate-admissions,
,"The MFA program in the Department of Art Practice at UC Berkeley is a two-year, small, and intensive program. Each year, roughly six to seven students are admitted into the program. MFA students are provided with individual studios at the Richmond Field Station and are expected to develop their work across multiple disciplines. Our world-renowned faculty work closely with students throughout their time in the program. The UC Berkeley MFA program culminates in a museum exhibition at the Berkeley Art Museum and Pacific Film Archive (BAMPFA). MFA students are provided with large, individual studios at the Richmond Field Station (RFS), a 15-minute shuttle ride from the main campus. These studios provide students with the space and privacy to develop their work over the course of the two-year program. This exhibition is a highlight of the program and provides students with the opportunity to show their work in a professional museum setting.",https://art.berkeley.edu/degrees/master-fine-arts-mfa-degree,,Master of Fine Arts in Art Practice,https://art.berkeley.edu/degrees/master-fine-arts-mfa-degree,
"East Asian Studies, South Asian Studies, Southeast Asian Studies","The Group in Asian Studies (GAS) offers a multi-disciplinary MA program that is designed for students who want to develop a broad knowledge of Asia and who may wish to pursue a career in the private or public sector, or to prepare for further graduate study. The program provides students with the opportunity to take courses in many different departments and to work with faculty from across the university.",https://asianstudies.berkeley.edu/graduate-program,,Master of Arts in Asian Studies,https://asianstudies.berkeley.edu/give,
"South Asian Studies, Southeast Asian Studies","The Department of South & Southeast Asian Studies offers programs of graduate study and research leading to the Master of Arts and Doctor of Philosophy degrees. The PhD program is designed to provide students with a high degree of specialized training in a particular field of South or Southeast Asian studies. Students are expected to become proficient in at least one of the major languages of the area and to acquire a thorough understanding of the history, culture, and literature of the region.",https://sseas.berkeley.edu/,,Doctor of Philosophy in Asian Studies,https://grad.berkeley.edu/program/south-southeast-asian-studies-phd/,
,"The goal of the graduate program in astronomy is to provide students with a broad knowledge of modern observational and theoretical astrophysics, as well as an opportunity to perform research at the forefront of the field. The department's research activities include the study of the solar system, stars, and the interstellar medium; the formation and evolution of galaxies; the large-scale structure of the universe; and the big bang.",http://astro.berkeley.edu/,,Doctor of Philosophy in Astronomy,https://grad.berkeley.edu/admissions/our-programs/,
,"The Department of Astronomy offers a graduate program leading to the PhD degree in astrophysics. The primary objective of the graduate program is to train students for a career in research and teaching. This is accomplished through a series of core courses and an early introduction to research. Students are expected to start on a research project during their first year of study, often with one of the observational or theoretical projects currently being pursued by members of the faculty. Members of the faculty are also involved in several interdisciplinary organizations, including the Center for Particle Astrophysics, the Space Sciences Laboratory, and the Lawrence Berkeley National Laboratory.",https://guide.berkeley.edu/graduate/degree-programs/astrophysics/,,Doctor of Philosophy in Astrophysics,https://dl.icdst.org/pdfs/files4/edb8a57bc77238ec7d731ae59083380c.pdf,
,"The Department of Bioengineering at the University of California, Berkeley, and the Department of Bioengineering and Therapeutic Sciences at the University of California, San Francisco (UCSF), offer a joint graduate program in bioengineering. The program provides students with a solid foundation in the engineering and biological sciences and offers opportunities for research in a wide range of areas. The program offers a Doctor of Philosophy (PhD) and a Master of Science (MS) in Bioengineering. The MS degree is typically earned by students who are already enrolled in the PhD program.",https://guide.berkeley.edu/graduate/degree-programs/bioengineering/,,Master of Science in Bioengineering,https://nces.ed.gov/programs/coe/indicator/cts,
,"The bioengineering graduate program is a joint program between the UC Berkeley and UC San Francisco (UCSF) campuses. Students in the program take classes at both campuses and may have research advisors at either campus. This unique program gives students the opportunity to learn from and conduct research with world-class faculty from two of the world’s leading universities in the fields of engineering, the biological sciences, and healthcare.",http://bioengineering.berkeley.edu/,,Doctor of Philosophy in Bioengineering,https://grad.berkeley.edu/admissions/our-programs/,
,"The MA and PhD in biostatistics are offered by the Interdepartmental Group in Biostatistics. This program is designed to provide students with a solid foundation in the development and application of statistical methods in the biological and health sciences. The MA degree is designed for students who are interested in careers as biostatisticians in public health, the pharmaceutical industry, or other health-related fields. The program also provides a strong foundation for students who wish to pursue a PhD in biostatistics or a related field.",https://publichealth.berkeley.edu/academics/biostatistics/,The UC Berkeley School of Public Health is accredited by the Council on Education for Public Health (CEPH).,Master of Arts in Biostatistics,https://grad.berkeley.edu/admissions/our-programs/,
,The Graduate Group in Biostatistics offers programs of study leading to the MA and PhD degrees. These programs are designed to provide students with a solid foundation in the development and application of statistical and computational methods for the study of biological and health sciences. Students are trained to collaborate with researchers in a variety of fields and to contribute to the advancement of knowledge in public health and medicine.,https://grad.berkeley.edu/program/biostatistics/,,Doctor of Philosophy in Biostatistics,https://grad.berkeley.edu/admissions/our-programs/,
,"The Haas School of Business offers the Master of Business Administration (MBA) degree. The program is designed to provide students with a deep understanding of the fundamentals of business, while also allowing them to tailor their education to their specific interests and career goals. The curriculum is built on a foundation of 12 required courses that provide a comprehensive look at business basics. Students can then choose from a wide range of elective courses to customize their education.",https://mba.haas.berkeley.edu/,The Haas School of Business is accredited by AACSB International (Association to Advance Collegiate Schools of Business).,Master of Business Administration,https://grad.berkeley.edu/admissions/our-programs/,
"Accounting, Business and Public Policy, Finance, Marketing, Management of Organizations (Micro and Macro), Real Estate, Operations and Information Technology Management, and Strategy","The Berkeley PhD Program in Business Administration offers students the opportunity to learn from and work with some of the world's leading scholars in their fields. The program's goal is to prepare students for careers in research and teaching at the world's top universities and research institutions. The PhD program is small and highly selective, with about 15-18 students entering each year. Because of the small size, students are able to work closely with faculty members in a collaborative and intellectually stimulating environment.",https://haas.berkeley.edu/phd/,,Doctor of Philosophy in Business Administration,https://haas.berkeley.edu/phd/admissions/,
,"The Department of Chemical and Biomolecular Engineering (CBE) offers a Doctor of Philosophy (PhD) in Chemical Engineering and a Master of Science (MS) in Chemical Engineering. Students have the opportunity to move into new and exciting research areas in chemical engineering, including: biochemical engineering, synthetic biology and protein engineering; catalysis and reaction engineering; electrochemical engineering; polymers and soft materials; and environmental research. In addition, students can explore their interests in several cross-disciplinary programs: the Berkeley Sensors and Actuators Center, the Berkeley Stem Cell Center, the Energy Biosciences Institute, the Joint BioEnergy Institute, the Kavli Energy NanoSciences Institute, and the Synthetic Biology Engineering Research Center.",https://chemistry.berkeley.edu/grad/cbe,,Master of Science in Chemical Engineering,https://grad.berkeley.edu/admissions/our-programs/,
,"The Doctor of Philosophy (Ph.D.) degree in chemical engineering is primarily a research degree. The program is designed to provide students with a deep understanding of the fundamental principles of chemical engineering and to develop their ability to conduct original research. The doctoral program in chemical engineering is consistently ranked in the top few nationally by U.S. News & World Report and the National Research Council. Graduates are widely sought after for positions in academia, industry, and government laboratories.",https://chemistry.berkeley.edu/grad/cbe/phd,,Doctor of Philosophy in Chemical Engineering,https://chemistry.berkeley.edu/sites/default/files/coc-facts_2021-22.pdf,
"Analytical Chemistry, Chemical Biology, Inorganic Chemistry, Organic Chemistry, Physical Chemistry","The Department of Chemistry offers a graduate program leading to the Doctor of Philosophy (PhD) degree. The program is designed to develop the student’s ability to conduct independent research and to provide them with a strong background in the fundamentals of chemistry. The research activities in the department cover a wide variety of fields, including analytical, inorganic, organic, and physical chemistry, as well as such diverse areas as chemical biology, nuclear chemistry, and chemical physics.",https://chemistry.berkeley.edu/,,Doctor of Philosophy in Chemistry,https://grad.berkeley.edu/admissions/our-programs/,
"Environmental Planning and Healthy Cities; Housing, Community, and Economic Development; Transportation Policy and Planning; Urban Design","The Master of City Planning (MCP) at UC Berkeley is a two-year professional degree accredited by the Planning Accreditation Board. The curriculum is designed to give students a strong foundation in the history and theory of planning, as well as the technical skills needed for professional practice. Students choose from one of four concentrations: Environmental Planning and Healthy Cities; Housing, Community, and Economic Development; Transportation Policy and Planning; or Urban Design.",https://ced.berkeley.edu/city/degrees-admissions/master-of-city-planning,Accredited by the Planning Accreditation Board (PAB),Master of City Planning,https://ced.berkeley.edu/city/degrees-admissions/master-of-city-planning,
"Environmental Planning and Policy; Housing, Community, and Economic Development; Land Use Planning; Transportation Policy and Planning; and Urban Design","The PhD in City and Regional Planning provides training for careers in research, teaching, and advanced policy analysis. Our students focus on the study of urban and regional issues in both the US and international contexts. The program is designed to provide students with a solid foundation in the theory and history of planning, as well as in the quantitative and qualitative methods used in planning research.",https://ced.berkeley.edu/programs/city-regional-planning/phd-in-city-regional-planning,,Doctor of Philosophy in City and Regional Planning,https://crp.metu.edu.tr/en/phd-city-and-regional-planning,
"Energy, Civil Infrastructure and Climate; Engineering and Project Management; Environmental Engineering; GeoSystems (Geoengineering); Structural Engineering, Mechanics and Materials; Systems (Civil Systems); Transportation Engineering","The Civil and Environmental Engineering (CEE) Department offers a Master of Science (MS), a Master of Engineering (MEng), and a PhD. The Master of Science program emphasizes graduate-level research or specialized professional practice. The Master of Engineering (MEng) is a professional degree that provides students with a foundation in engineering and the business, management, and leadership skills to enter the workforce as an engineering leader. The PhD program is designed for students interested in research and teaching.",http://www.ce.berkeley.edu,,Master of Engineering in Civil and Environmental Engineering,https://grad.berkeley.edu/admissions/our-programs/,
"Energy, Civil Infrastructure and Climate; Engineering and Project Management; Environmental Engineering; GeoSystems (Geoengineering); Structural Engineering, Mechanics and Materials; Systems (Civil Systems); Transportation Engineering","The Department of Civil and Environmental Engineering offers several degree programs for graduate students. The Master of Science (MS) and the Doctor of Philosophy (PhD) programs are designed for students who want to specialize in a particular technical area within civil and environmental engineering. The MS program usually takes two or three semesters of study. Students can also choose a professional degree program, the Master of Engineering (MEng). The Civil and Environmental Engineering department’s research and teaching are at the forefront of providing the data, models, and decision-making tools to manage the complexities of modern engineering systems.",https://grad.berkeley.edu/program/civil-environmental-engineering/,,Master of Science in Civil and Environmental Engineering,https://grad.berkeley.edu/admissions/our-programs/,
"Energy, Civil Infrastructure and Climate; Engineering and Project Management; Environmental Engineering; GeoSystems (Geoengineering); Structural Engineering, Mechanics and Materials; Systems (Civil Systems); Transportation Engineering","The Department of Civil and Environmental Engineering (CEE) at UC Berkeley is a world-renowned leader in engineering education and research. We offer a wide range of graduate programs in several key areas of civil and environmental engineering. Our faculty and students work on cutting-edge research that addresses the most pressing challenges facing our society today, including climate change, urban sustainability, and resilient infrastructure. Berkeley’s CEE department is home to a vibrant and diverse community of students and faculty, and our graduates are highly sought after by employers in industry, government, and academia. Whether you’re interested in pursuing a career in research or practice, our programs will give you the skills and knowledge you need to succeed. The Doctor of Philosophy (PhD) degree is awarded as a mark of the highest achievement in preparation for a career in research and teaching. PhD students are expected to complete a series of advanced courses and to perform original and significant research leading to a dissertation.",https://ce.berkeley.edu/,,Doctor of Philosophy in Civil and Environmental Engineering,https://grad.berkeley.edu/admissions/our-programs/,
,"The PhD program in Classics is a five- to seven-year course of study leading to the degree of Doctor of Philosophy. The program is designed to provide students with a broad and deep knowledge of Greek and Latin language and literature, as well as the history and culture of the ancient world. Students will develop their research and teaching skills through coursework, exams, and the writing of a dissertation. The aim of the PhD program is to prepare students for careers in research and teaching at the university or college level, as well as for other professional paths that require high-level skills in analysis, communication, and research.",https://dagrs.berkeley.edu/programs/graduate/classics-phd,,Doctor of Philosophy in Classics,https://dagrs.berkeley.edu/,
,"The Department of Comparative Literature at Berkeley is a community of scholars and students dedicated to the study of literature and culture across national and linguistic boundaries. Our program is built on the belief that literary study is most productive when it involves the crossover between different languages, cultures, and disciplines.",https://complit.berkeley.edu/home,,Doctor of Philosophy in Comparative Literature,https://complit.berkeley.edu/home,PhD
,The Master of Science (MS) is a research-oriented degree. It is intended for students who have a master’s level of maturity in their research and wish to pursue a PhD. It can also be a terminal degree for those who wish to pursue a career in research and development in industry.,https://eecs.berkeley.edu/academics/graduate/research-programs/ms,,Master of Science in Computer Science,https://grad.berkeley.edu/admissions/our-programs/,Masters
,"The PhD in Computer Science is a research-based program for students who have a prior BS or MS in a technical field (e.g., Computer Science, Math, etc.) and who wish to pursue a career in research and/or academia. The focus of the PhD program is on research. Our program is ranked as one of the top in the country and our faculty is world-renowned.",https://eecs.berkeley.edu/academics/graduate/research-programs/phd-cs,,Doctor of Philosophy in Computer Science,https://cicscareers.notion.site/3b9f856462b74e7e80199a4c6feaa9ac?pvs=21,
,"The Master of Design (MDes) at UC Berkeley is a three-semester professional graduate program that prepares students to lead the design of emerging technologies for social and technical impact. Jointly offered by the College of Engineering and the College of Environmental Design, the MDes provides an interdisciplinary curriculum that bridges technical innovation with social consciousness and creative practice. The program is designed for students who are passionate about the potential of design to address complex challenges and who want to gain the skills and knowledge to lead the design of the next generation of products, services, and environments.",https://design.berkeley.edu/,,Master of Design,https://mobile.twstalker.com/BerkeleyBioE,
"AI & Data Analytics; Digital Platforms; Energy, Climate & Sustainability; Health & Medical Technologies","The Master of Development Engineering (MDevEng) is a professional graduate degree designed to prepare students for careers in the private and public sectors as they work to address the most pressing global challenges. Development Engineering (DevEng) is an emerging field that integrates engineering, social sciences, and design to address development challenges through the lens of human-centered design and social impact. The program provides students with a multidisciplinary education, emphasizing the development, implementation, and scaling of technological solutions in low-resource settings. Students will learn to analyze complex problems, design sustainable and impactful interventions, and evaluate their effectiveness. The three-semester curriculum includes core coursework in development engineering, specialized tracks, and a capstone project.",https://deveng.berkeley.edu/,,Master of Development Engineering,https://bpb-us-e1.wpmucdn.com/sites.gatech.edu/dist/0/2109/files/2021/09/UC-Berkeley-Development-Engineering.pdf,
,"The Master of Development Practice (MDP) at UC Berkeley is a cross-disciplinary professional degree program that prepares students to address the world’s most pressing challenges. Drawing on the expertise of the Goldman School of Public Policy and faculty from across campus, the MDP provides students with the skills and knowledge needed to become leaders in sustainable development. The program combines rigorous academic training with practical, hands-on experience through a summer internship and a capstone project. Students learn to integrate insights from across the natural sciences, social sciences, and management to develop innovative solutions to complex problems.",https://gspp.berkeley.edu/programs/master-of-development-practice-mdp,,Master of Development Practice,https://gspp.berkeley.edu/programs/master-of-development-practice-mdp,Masters
,"Earth and Planetary Science (EPS) is a multidisciplinary field of study that focuses on the physics, chemistry, and biology of the Earth and other planets. EPS research at Berkeley involves faculty and students in the fields of atmospheric science, biogeochemistry, climate science, ecology, geochemistry, geodesy, geology, geomorphology, geophysics, glaciology, mineralogy, paleontology, planetary science, and seismology. EPS students and faculty use a wide range of tools, including laboratory experiments, field observations, remote sensing, and numerical modeling. Our department is committed to creating a diverse and inclusive environment where all students can thrive.",https://eps.berkeley.edu/,,Doctor of Philosophy in Earth and Planetary Science,https://grad.berkeley.edu/admissions/our-programs/,
"Chinese, Japanese, or Buddhist Studies","The Department of East Asian Languages and Cultures (EALC) offers a program of graduate study leading to the Doctor of Philosophy (PhD). The primary goal of the PhD program is to prepare students for a career in research and teaching at the university level. Students specialize in one of three areas: Chinese, Japanese, or Buddhist Studies. The department also participates in several interdisciplinary doctoral programs, including the Designated Emphasis (DE) in Film Studies, Renaissance and Early Modern Studies, Folklore, and Women, Gender, and Sexuality.",http://ealc.berkeley.edu,,Doctor of Philosophy in East Asian Languages and Cultures,https://grad.berkeley.edu/admissions/our-programs/,
"Behavioral Economics, Development Economics, Econometrics, Economic History, Economic Theory, Industrial Organization, International Economics, Labor Economics, Macroeconomics, Public Economics","The PhD program at Berkeley is designed for students interested in pursuing advanced study and conducting original research in Economics. The primary objective of the graduate program is to educate students for careers in research and teaching. The program is designed to provide students with the tools and techniques of modern economic analysis, as well as to encourage them to develop their own research interests. The PhD program is a full-time, in-residence program, and is completed, on average, in 5 to 6 years. Students take core courses in their first year and then specialize in two fields of their choice during their second and third years. The remainder of the program is spent conducting original research and writing a dissertation.",https://econ.berkeley.edu/graduate/phd-program,,Doctor of Philosophy in Economics,https://econ.berkeley.edu/,
"Critical Studies of Race, Class, and Gender; Cultural Studies of Sport in Education; Language, Literacy, and Culture; Learning Sciences and Human Development; Policy, Politics, and Leadership; Quantitative Methods and Evaluation; Social Research Methodologies","The Berkeley School of Education offers a Master of Arts in Education for students who wish to pursue a research-focused degree. This program is designed for students who are interested in pursuing a doctoral degree in the future or who are seeking a career in educational research, policy, or practice. The MA degree is designed to provide students with a solid foundation in educational theory, research methods, and a specialized area of study. The MA degree requires students to complete a minimum of 24 units of coursework and a capstone project (either a thesis or a comprehensive examination).",https://bse.berkeley.edu/masters-education-program,,Master of Arts in Education,https://bse.berkeley.edu/masters-education-program,
"Critical Studies of Race, Class, and Gender; Cultural Studies of Sport in Education; Development in Language, Literacy and Culture; Learning Sciences and Human Development; Policy, Politics, and Leadership; Quantitative Methods and Evaluation; Social and Cultural Studies; Special Education (joint program with SF State)","The Graduate School of Education offers a PhD and MA/PhD in Education with several areas of study. The doctoral program is designed to produce scholars who will conduct research and teach in universities and other research settings. The Master’s/Doctoral program is for students who do not already have a Master’s degree. Students are admitted to one of the following areas of study: Critical Studies of Race, Class, and Gender; Cultural Studies of Sport in Education; Development in Language, Literacy and Culture; Learning Sciences and Human Development; Policy, Politics, and Leadership; Quantitative Methods and Evaluation; Social and Cultural Studies; and Special Education (joint program with SF State).",https://bse.berkeley.edu/academic-programs/phd-education,,Doctor of Philosophy in Education,https://grad.berkeley.edu/admissions/our-programs/,
Leaders for Equity and Democracy,"The LEAD EdD program is designed for working educational leaders who are committed to disrupting systems of privilege and power to achieve more equitable outcomes for students. The program is a three-year, cohort-based, executive-style program that integrates theory, research, and practice to prepare leaders to transform educational organizations.",https://bse.berkeley.edu/lead,,Doctor of Education in Education,https://bse.berkeley.edu/lead/faq,Doctoral
"['Data Science and Systems', 'Physical Electronics and Integrated Circuits', 'Robotics and Embedded Software', 'Signal Processing and Communications', 'Visual Computing and Computer Graphics']","The Master of Engineering (M.Eng.) in Electrical Engineering & Computer Sciences is a professional program designed for students who plan to pursue a career in industry. The program's core curriculum consists of a capstone project and courses in leadership and technology management, which are supplemented by technical electives in the student's chosen area of concentration.",https://eecs.berkeley.edu/academics/graduate/professional-programs/meng,,Master of Engineering in Electrical Engineering and Computer Sciences,https://grad.berkeley.edu/admissions/our-programs/,Masters
,The Department of Electrical Engineering and Computer Sciences (EECS) offers two graduate programs in Electrical Engineering and Computer Sciences: the Master of Integrated Circuits (offered only through the Department of Electrical Engineering and Computer Sciences) and the Master of Science (MS) and Doctor of Philosophy (PhD). The Master of Science (MS) is a research-oriented degree that can be earned as a terminal degree or as the first step toward the PhD. This program is available only to students who are currently enrolled in a PhD program at UC Berkeley or who have been admitted to a PhD program at UC Berkeley. The PhD is a research-oriented degree intended for students who wish to pursue a career in research and teaching. The Master of Engineering (MEng) is a professional degree designed for students who want to enter the industry with a high level of technical expertise and a grounding in business and management.,http://www.eecs.berkeley.edu/,,Master of Science in Electrical Engineering and Computer Sciences,https://grad.berkeley.edu/admissions/our-programs/,
"Computer Science, Electrical Engineering","The Department of Electrical Engineering and Computer Sciences (EECS) offers two graduate programs in Electrical Engineering and Computer Sciences: the Master of Science (MS) and the Doctor of Philosophy (PhD). The Master of Science (MS) is a research-oriented degree that can be earned in two semesters (Plan II, which requires a project) or three semesters (Plan I, which requires a thesis). The Doctor of Philosophy (PhD) is intended for students who desire a career in research. The program requires a minimum of two years of study, a qualifying examination, and a dissertation. Research in the department is organized into several areas: Artificial Intelligence (AI), Biosystems & Computational Biology (BIO), Communications & Networking (COMNET), Computer Architecture & Engineering (ARC), Control, Intelligent Systems, and Robotics (CIR), Database Management Systems (DBMS), Design of Electronic Systems (DES), Education (EDUC), Energy (ENE), Graphics (GR), Human-Computer Interaction (HCI), Integrated Circuits (INC), Micro/Nano Electro Mechanical Systems (MEMS), Operating Systems & Networking (OSNT), Programming Systems (PS), Scientific Computing (SCI), Security (SEC), Signal Processing (SP), Theory (THY).",https://eecs.berkeley.edu/,,Doctor of Philosophy in Electrical Engineering and Computer Sciences,https://grad.berkeley.edu/admissions/our-programs/,
,"The Energy and Resources Group (ERG) is an interdisciplinary academic graduate unit at the University of California, Berkeley. ERG’s mission is to provide education and research for a sustainable environment and a just society. To this end, ERG provides the tools to help students and researchers develop the skills to bridge disciplines and the knowledge to work across the boundaries of traditional departments. ERG students are challenged to integrate the methods of the natural and social sciences into an approach that addresses the complex challenges facing the world. ERG focuses on issues such as global climate change, sustainable development, resource governance, renewable energy, and environmental justice. ERG graduates go on to work in academia, government, non-profit organizations, and the private sector.",https://erg.berkeley.edu/,,Master of Arts in Energy and Resources,https://grad.berkeley.edu/admissions/our-programs/,
,"The Energy and Resources Group (ERG) is a unique, interdisciplinary graduate program at the University of California, Berkeley. ERG provides an environment for research and teaching on the complex challenges facing our environment, our societies, and our energy and resource systems. The ERG Master’s program is a two-year program designed to provide students with a broad, interdisciplinary education in energy and resources. The program leads to either a Master of Arts (MA) or a Master of Science (MS) degree. The curriculum is intended to help students develop the analytical tools and the conceptual framework to address the complex issues of resource management, environmental impact, and sustainable development.",https://erg.berkeley.edu/,,Master of Science in Energy and Resources,https://grad.berkeley.edu/admissions/our-programs/,
