Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"The MA program in anthropology provides students with a graduate-level background in the various subdisciplines of anthropology. Students receive a breadth of training but specialize in a subdiscipline for their thesis or research paper. The program emphasizes professional development and encourages students to present at professional conferences and to publish their work.

Students may choose to pursue research in any of the subdisciplines represented in the school: archaeology, bioarchaeology, evolutionary anthropology, linguistic anthropology, medical anthropology, sociocultural anthropology, and urban and environmental anthropology.

The program is ideal for students wishing to pursue a doctoral degree or to work as professional anthropologists in government or the private sector.

The master's degree program culminates with a thesis or research paper.

Note: this program is for students intending to earn the doctoral degree. A separate application is required for admission to the doctoral program. For students not admitted to the doctoral program, the terminal MA in anthropology is not offered.",https://degrees.apps.asu.edu/masters-phd/program/ASSHI0005MA,,,"Anthropology, MA",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The PhD program in anthropology prepares students for careers in research and teaching and for the application of anthropological knowledge to contemporary global problems. The program has a strong commitment to the four-field approach, integrating archaeology, evolutionary anthropology, sociocultural anthropology and linguistics, with in-depth training within one of six areas of study:
archeology
bioarchaeology
evolutionary anthropology
global health
medical anthropology
sociocultural anthropology
The anthropology doctoral program, housed in the School of Human Evolution and Social Change, is consistently ranked among the top programs in the nation by the National Research Council. In addition to a variety of research and teaching interests, the faculty have a wide range of regional specializations, including the American Southwest, Mesoamerica, South America, Europe, Africa, the Middle East, Central Asia, South Asia and Oceania. Many faculty have established collaborative research programs that provide graduate students with an array of opportunities for field, laboratory and collections research.
Graduates are highly competitive for tenure-track academic appointments in top-tier universities as well as for research positions in government and the private sector.",https://shesc.asu.edu/degree/doctor-philosophy-anthropology,,PhD,"Anthropology, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Master of Science in applied behavior analysis at Arizona State University's Tempe campus provides a high-quality graduate learning experience for those who want to work with individuals with behavioral needs. The MS program prepares students to become scientist-practitioners of applied behavior analysis. Graduates from our program have the coursework and practicum experience to apply for certification as a Board Certified Behavior Analyst®. The ABAI has verified the following courses toward the coursework requirements for eligibility to take the Board Certified Behavior Analyst® or Board Certified Assistant Behavior Analyst® examination. Applicants will need to meet additional requirements before they can be deemed eligible to take the examination. In this MS program, students develop an understanding of the principles of behavior and the procedures derived from those principles. Students also acquire skills in the application of these principles and procedures to improve the quality of life for individuals, families and communities. The MS program follows a mentorship model, in which each student is assigned a faculty mentor for the duration of the program. Students can expect to receive regular, direct guidance from their mentors in a combination of research and practicum activities. The curriculum consists of a combination of core applied behavior analysis content, practicum, and research experiences culminating in a required thesis.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/ESABAAMS/applied-behavior-analysis,The Association for Behavior Analysis International has verified the following courses toward the coursework requirements for eligibility to take the Board Certified Behavior Analyst® or Board Certified Assistant Behavior Analyst® examination. Applicants will need to meet additional requirements before they can be deemed eligible to take the examination.,Master of Science,"Applied Behavior Analysis, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Master of Arts in applied leadership and management is a transdisciplinary program focused on the knowledge and skills needed for effective leadership in the 21st century. The curriculum provides a foundation in leadership theory and practice, and it integrates current knowledge from several disciplines: communication, leadership and interdisciplinary studies, project management, and organizational leadership.

The program includes core coursework, electives and an applied project that allow students to synthesize and apply their learning. The core coursework emphasizes developing skills related to research, ethics, decision-making, conflict resolution, global leadership, and organizational behavior and communication. Electives provide opportunities for students to build on specific areas of interest. The applied project requires students to develop a project directly applicable to their career and to demonstrate mastery of the leadership concepts and strategies covered in the coursework.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/TSELMMA/applied-leadership-and-management,,MA,"Applied Leadership and Management, Master",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
"History, theory and criticism of architecture; Energy performance and building systems","The architectural studies doctoral program offers advanced scholarly study, culminating in a dissertation, on the subject of the built environment. This program provides students a setting for the critical study of architecture from the perspectives of the humanities, the sciences and the professions.

The doctoral program in architectural studies focuses on the advanced study of the built environment and offers two distinct specializations: history, theory and criticism of architecture, and energy performance and building systems.

Students in the history, theory and criticism specialization pursue interdisciplinary research focusing on architectural history and theory, landscape and urbanism, and technology and culture in various global contexts. The specialization is linked to the activities and faculty of the Master of Science in architecture program.

Students in the energy performance and building systems specialization conduct research on the analysis, simulation and design of high-performance buildings. Students' research is closely aligned with the research interests of faculty in building science, including energy efficiency, daylighting, building envelope, materials, HVAC systems and sustainability.

The PhD in architectural studies program is a small, selective program designed to produce graduates who become university professors and researchers as well as research leaders in industry and government.",https://degrees.apps.asu.edu/masters-phd/program/ASPHDARCHS,,PhD,"Architectural Studies, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Master of Architecture is a professional degree program that prepares students for careers in architecture and for professional licensure. Graduates possess the skills and knowledge to work in a variety of roles in the design and construction industries and in a wide range of allied design fields. The MArch is accredited by the National Architectural Accrediting Board, which is the sole agency authorized to accredit professional degree programs in architecture in the United States. The program offers a dynamic curriculum that integrates design, research and practice. It is structured to provide students with a strong foundation in the art and science of architecture, as well as the opportunity to specialize in areas of interest through a rich array of advanced studios and seminars. The program also has strong connections with the local professional community, offering students a variety of opportunities to interact and work with practicing architects. Students in the MArch program may also have the opportunity to participate in design studios, summer programs, internships and research opportunities around the globe through a large and diverse set of international programs and professional connections.",https://degrees.apps.asu.edu/masters-phd/program/TSMARCHAR/architecture-march,Accredited by the National Architectural Accrediting Board,,"Architecture, Master of",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
"['Art (Ceramics)', 'Art (Drawing and Painting)', 'Art (Fibers)', 'Art (Intermedia)', 'Art (Metals)', 'Art (Photography)', 'Art (Printmaking)', 'Art (Sculpture)']","The Master of Fine Arts in art is a three-year program that offers students the opportunity for advanced creative study in a variety of disciplines within the visual arts.

The School of Art in the Herberger Institute for Design and the Arts offers a stimulating environment for graduate study, with dedicated faculty, excellent facilities and a dynamic community of fellow artists. The program's proximity to the robust art scenes of Phoenix and Los Angeles provides a unique context for engagement with the contemporary art world.

The program emphasizes the development of a mature and high-quality body of creative work and a supportive intellectual context for that work. Students benefit from the significant resources of a Research I university, including its libraries, museum and collections. Graduates are prepared for careers as professional artists and for teaching positions at the university level. Ultimately, the MFA program aims to produce self-aware and critically engaged graduates who demonstrate excellence and innovation in their respective fields.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/ARAMFAMFA/art-master-of-fine-arts,The School of Art is an accredited institutional member of the National Association of Schools of Art and Design.,,"Art, Master of Fine Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The MA in art education in the School of Art is a 30-credit hour program that includes opportunities for students to learn from and work with nationally and internationally recognized faculty in art education and in a variety of other art disciplines. This program prepares students for leadership positions in schools, museums and communities. The program provides the opportunity to develop skills and knowledge in art education research and pedagogy and contemporary and historical art education practices. The program also provides coursework to develop students' knowledge in the areas of art history, art criticism, aesthetics and studio art, including new media, digital technologies, creative and cultural industries and arts-based research methods.",https://herbergerinstitute.asu.edu/degree-programs/art-education-ma,The School of Art is accredited by the National Association of Schools of Art and Design.,Master of Arts,"Art Education, Master of Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Master of Science in artificial intelligence in business provides students with a solid foundation in the artificial intelligence and machine learning techniques needed to create business value.

The curriculum focuses on the application of AI and ML to business problems and the practical implications for business strategy, performance and models. The program is specifically designed to serve students and working professionals from both technical and business backgrounds who are interested in the applications of AI in business.

For students with a technical background, the program allows them to apply their knowledge to specific business problems and learn to use AI and ML to drive business value. For students with a business background, the program enables them to understand and leverage the power of AI to transform organizations.

This transdisciplinary program is a collaboration between the W. P. Carey School of Business and the Ira A. Fulton Schools of Engineering, leveraging the world-class expertise of both schools to offer a unique, state-of-the-art curriculum.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/BABUSAIMS/artificial-intelligence-in-business,"The W. P. Carey School of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business. The W. P. Carey School of Business is one of the top-ranked business schools in the country, with undergraduate and graduate business programs, including the MBA, consistently ranking among the best in the nation.",Master of Science,"Artificial Intelligence in Business, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
Japanese,"The MA program in Asian languages and civilizations with a concentration in Japanese is designed to provide students with advanced training in the study of Japanese language, linguistics, culture,literature and civilization and to prepare students for either doctoral work at other institutions or employment in a variety of fields, including business, education and government.

The program features an interdisciplinary approach to East Asia and provides the opportunity for students to work with a range of faculty members specializing in Asian studies across the university.

The curriculum covers a broad range of topics, including the study of modern and classical Japanese, Japanese literary and cultural studies, and Japanese linguistics. Students pursuing this degree must choose one of three focuses: language and linguistics, literature and culture, or pedagogy.",https://silc.asu.edu/degrees/ma-asian-languages-and-civilizations-japanese,,,"Asian Languages and Civilizations - Japanese, Master of Arts",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Doctor of Audiology (AuD) program at Arizona State University is a four-year, post-baccalaureate degree program focused on the science of hearing, balance and related disorders, and is designed to produce highly skilled audiologists. The program also focuses on the evaluation and treatment of hearing and balance disorders in adults and children.

Students receive a strong foundation in the basic sciences of hearing and balance and extensive training in the diagnosis and management of hearing and balance disorders. The AuD degree is a clinical doctorate designed to prepare students for professional careers in audiology. ASU's AuD program has been ranked among the best in the nation by U.S. News & World Report for more than a decade.

Our clinical training provides an exceptional breadth and depth of experiences, a result of our world-class faculty, our multiple on-campus clinics and our outstanding relationships with clinical facilities throughout the Phoenix metropolitan area. Students gain experience in a variety of settings, including hospitals, private practices and schools.

The AuD curriculum provides students with the academic and clinical background to meet the requirements for the Certificate of Clinical Competence in Audiology from the American Speech-Language-Hearing Association and state licensure in audiology. Students complete a program of study that includes a minimum of 96 credit hours of academic coursework and clinical practicum. The curriculum includes a strong scientific foundation and a comprehensive clinical education.

Upon completion of this program, students are highly trained in their clinical abilities and prepared to pursue professional careers.",https://degrees.apps.asu.edu/masters-phd/program/ASU00/HSAUDLAUD,"The Doctor of Audiology (AuD) education program in audiology {residential} at Arizona State University is accredited by the Council on Academic Accreditation in Audiology and Speech-Language-Pathology of the American Speech-Language-Hearing Association, 2200 Research Boulevard, #310, Rockville, MD 20850, 800-498-2071 or 301-296-5700.",Doctoral,"Audiology, AuD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Doctor of Behavioral Health with a clinical concentration is a professional doctoral degree focused on preparing master's-level clinicians to be leaders in integrated behavioral health care. The degree provides advanced training for a new kind of health care professional: the behavioral clinician who will work as part of a team alongside physicians and nurses to provide whole-person health care.

The focus is on medical settings, such as primary care, specialty medical clinics and hospitals, where most patients with mental and behavioral health problems present. In the DBH program, students learn a patient-centered, evidence-based, cost-effective curriculum that provides the clinical and business skills to improve medical outcomes, reduce health care costs and create new models of integrated primary care. Students learn the Pathways of Care model, developed at ASU, and a framework for clinical and business success in health care reform.

The DBH is an 84 credit hour program that is available via ASU Sync or in an immersive, in-person format. Students may use 30 credit hours from a master's degree toward the total 84 credit hours, leaving 54 credit hours required. The final project for the degree is a capstone applied research project that is completed in the student's final year. The program requires 240 internship hours.

Graduates are prepared for a variety of roles within integrated health care, including:
- behavioral health consultant in primary care
- behavioral health manager in a primary care system
- clinical director of behavioral health in a hospital or clinic system
- owner and operator of an integrated health care company
- trainer in behavioral health",https://chp.asu.edu/doctor-behavioral-health,,Doctoral,"Behavioral Health (Clinical), Doctor of",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
Biochemistry (Medicinal Chemistry),"The PhD program in biochemistry provides students with training at the cutting edge of biochemical research. Coursework and extensive research training prepare students for careers in academia, government and industry.

Students are required to carry out original and significant research in a specialized area of biochemistry. Specializations are available in all major areas of modern biochemistry and molecular biology, including:

    bioenergetics and photosynthesis
    biomolecular structure and function
    drug design and discovery
    enzymology and catalysis
    genetics and molecular biology
    neurochemistry
    protein folding and misfolding
    signal transduction

The curriculum offers an interdisciplinary education in modern biochemistry. Faculty from many departments, schools and centers participate in the program.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/ESBCHPHD/biochemistry,,,"Biochemistry, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The MS program in biological data science provides students with the real-world skills needed to manage and analyze high-dimensional data sets in biomedical research.

The program focuses on developing a strong foundation in biology, statistics and computation. Students are trained in the latest data science technologies as they apply to biology and will be able to manage and analyze big data sets in genomics, transcriptomics, proteomics, metabolomics, and other modern life sciences areas. They learn to identify and implement appropriate solutions to manage and analyze data and to effectively collaborate on research projects with a team of investigators from different scientific backgrounds.

The program curriculum is designed and updated to meet the growing demands of academic and industrial research for trained data scientists. It provides rigorous training in data science for biological systems, using cutting-edge tools. Through real-world, hands-on learning experiences, students apply the skills acquired in the program. Students apply computational and statistical thinking to a wide range of biological problems. They practice verbal and written communication skills and develop project management strategies to complete a capstone project.

As a rapidly emerging field in the life sciences, data science and bioinformatics are constantly evolving; therefore, the program's curriculum is constantly updated with new material to reflect the rapid advances in the field.",https://degrees.apps.asu.edu/masters-phd/program/ASULSBSBDSMS/biological-data-science-ms,,,"Biological Data Science, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Master of Science program in biomedical engineering provides students with in-depth knowledge in specialized areas of biomedical engineering. Students can customize their course of study with a variety of emphasis areas, and they will graduate prepared to lead research and development efforts in a variety of health care-related fields.

In this program, students have two options: the thesis option and the nonthesis option. The thesis option allows students to conduct independent research, mentored by an expert faculty member, and is excellent preparation for further graduate studies or for research and development careers in industry. The nonthesis option provides a course-based curriculum, which may include an independent research project and report, that is designed to prepare graduates for professional careers in the biotechnology and biomedical industries.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/ESBMEENMS/biomedical-engineering,,MS,"Biomedical Engineering, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The PhD program in biomedical engineering prepares students for careers in academic and industrial research and development. The program trains students to recognize and identify important problems in medicine and biology and to apply engineering principles in developing innovative and effective solutions. The program emphasizes an interdisciplinary approach to research to effectively bridge the engineering and medical disciplines.

Graduates of the doctoral program are in high demand in both industry and academia. For those who choose to enter industry, the problem-solving and critical-thinking skills learned through doctoral training are vital for developing and managing new products and intellectual property. The academic skills learned in the PhD program (e.g., teaching, grant writing, mentoring and research) provide the foundation for a successful academic career.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/ESBMEPHD/biomedical-engineering,,PhD,"Biomedical Engineering, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
"Applied, Research","The MS program in biomedical informatics provides students with the knowledge and skills to develop and apply cutting-edge computational methods to better understand, diagnose, treat and prevent human diseases.

The curriculum is built upon a multidisciplinary training in quantitative sciences such as statistics and computer science combined with basic biological and clinical sciences. Students gain in-depth knowledge and hands-on experience in a variety of biomedical informatics areas, including:
- bioinformatics
- clinical informatics
- imaging informatics
- population health informatics
- sensor informatics

Graduates of this master's degree program are well prepared to advance to doctoral studies in biomedical informatics and related fields, or to pursue careers in the health care industry and in academic research environments.",https://degrees.apps.asu.edu/masters-phd/program/ASU00/HICBMIMS/biomedical-informatics-ms,,,"Biomedical Informatics, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The PhD program in biomedical informatics is a research-intensive program that prepares the next generation of leaders to make novel contributions to the field that advance the science of biomedical informatics and improve human health. The program provides students with the skills to conduct fundamental and translational research in a variety of biomedical informatics subdomains, including:
- bioinformatics
- clinical and translational research informatics
- consumer health informatics
- health informatics management
- imaging informatics
- population health informatics
Students engage in research early and throughout their training. They conduct independent research, write grant proposals, mentor junior students, submit and publish manuscripts, present at national meetings and defend their dissertation research. Coursework emphasizes fundamental knowledge that is essential for all biomedical informaticians, such as the organization of biomedical data, the effective use of biomedical information systems and the integration of machine learning and artificial intelligence to inform health care. All students are individually mentored and develop a flexible and individualized program of study that aligns with their professional goals.
The program is administered by the Department of Biomedical Informatics, which is located on the Phoenix Bioscience Core. The department is housed in the College of Health Solutions and has a collaborative relationship with Mayo Clinic. Students have a wide variety of research opportunities available with faculty from the Department of Biomedical Informatics, other ASU departments and colleges, and local health care and research partners, including Mayo Clinic, Banner Health, HonorHealth, Phoenix Children's Hospital and the Translational Genomics Research Institute.",https://degrees.apps.asu.edu/masters-phd/program/ASU00/LABMIHPHD/biomedical-informatics-phd,,,"Biomedical Informatics, PhD",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
"['Business Analytics', 'Consulting', 'Entrepreneurship and Innovation', 'Finance', 'Information Management', 'Leadership and Change', 'Marketing', 'Supply Chain Management']","The W. P. Carey Master of Business Administration offers a world-class business education and highly ranked programs. Through a curriculum that is personalized to each student's goals, the W. P. Carey MBA prepares students for success in a variety of careers.

The Full-time MBA program helps students to recognize their unique purpose and passion and to build an MBA experience that supports that. By identifying an area of emphasis and through a customized selection of electives, students gain both the breadth and depth of skills and knowledge desired by top companies.

MBA students are part of a collaborative and supportive community, but they are also competitive and driven to achieve their goals. The W. P. Carey School provides a wide array of career resources, including a dedicated career services center, to help students identify the best career path and to provide the tools and support to get them there. The MBA curriculum includes a required internship for all two-year students, which delivers important, hands-on experience and often leads to full-time job offers. There are also opportunities to gain global experience through a variety of international study programs.

Graduates are prepared to advance in their careers and to take on leadership positions in a wide variety of industries and functions.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/BABAMBA/business-administration,The W. P. Carey School of Business is one of the top-ranked business schools in the United States and is internationally recognized for its leadership in business education. The school is accredited by the Association to Advance Collegiate Schools of Business.,,"Business Administration, MBA",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The Master of Science in business analytics is a STEM-designated program offered by the W. P. Carey School of Business. It is designed for recent college graduates who are interested in pursuing a career in the rapidly growing field of business analytics.

The program provides students with the skills needed to succeed in data-rich business environments. Students learn how to analyze large data sets and apply the results to solve business problems, a skill set that is in high demand in today's job market.

Students learn from leading faculty in the field who are known for their research in data mining, business intelligence, data warehousing, statistical modeling, optimization and supply chain analytics. The curriculum focuses on business applications of analytics and provides hands-on experience with the leading data analytics tools and techniques. The program's content is continuously updated by an advisory board composed of senior analytics managers at top-tier firms.",https://degrees.apps.asu.edu/masters-phd/major/ASU00/BABANMS/business-analytics,"The W. P. Carey School of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business.",,"Business Analytics, Master of Science",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,"The MS program in chemical engineering provides advanced instruction and research experience, preparing students to contribute to research and development in a broad range of industries, including energy, environment, materials, semiconductors, biotechnology and pharmaceuticals.

Students develop expertise in the core chemical engineering areas of transport phenomena, thermodynamics, kinetics and reaction engineering, and applied mathematics, along with independent research experience. They also have the opportunity for advanced study in a variety of specialized areas, such as biochemical and biomedical engineering, catalysis, energy systems, materials science, and environmental and sustainable engineering.

The program is flexible to accommodate students with a variety of career objectives. Students seeking a terminal master's degree can select one of the following options: a thesis option that offers a research-oriented experience or a nonthesis option with an applied project. Students who plan to continue on to a doctoral program will have an opportunity to participate in leading-edge research with faculty who are leaders in their fields.",https://degrees.apps.asu.edu/masters-phd/major/ASUCHEMSENMS,,MS,"Chemical Engineering, MS",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
