Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Not Required,Required,"In addition to the general requirements of the university, which include a baccalaureate degree from an accredited institution with a grade point average of 2.75 or above, specific requirements for admission to classified graduate status are: A one-page 'Statement of Purpose' describing your reasons for seeking this certificate and your goals upon completion of the program. A complete online application through Cal State Apply. Unofficial transcripts from every college or university you have ever attended (other than Chico State).",Not Required,True,False,False,False,False,False,,,program,Certificate in Educational Technology and Distance Learning,https://catalog.csuchico.edu/colleges-departments/college-communication-education/education/educational-technology-distance-learning/,
Not Required,Not Required,"Admission as a classified graduate student in electrical/computer engineering requires:

- A bachelor's degree in electrical or computer engineering from an ABET-accredited program, with a grade point average of 3.0 or higher in the last 60 semester units (90 quarter units) of undergraduate work. A student with a GPA between 2.75 and 2.99 may be admitted as a conditionally classified graduate student.
- Competence in the discipline equivalent to that of a graduate of the BS in Electrical Engineering or the BS in Computer Engineering programs at CSU, Chico. Any deficiencies must be completed before a student can be advanced to classified standing.
- A score of at least 148 on the Quantitative section of the Graduate Record Examination (GRE) General Test.
- Good standing at the last university attended.
- Approval by the department and the Office of Graduate Studies.

Additional Admission Requirements for International Students

- All of the above
- A score of at least 140 on the Verbal and 2.5 on the Analytical Writing sections of the Graduate Record Examination (GRE) General Test.
- A minimum TOEFL score of 550 (paper) / 213 (computer) / 80 (internet) or an IELTS score of 6.5 or a Duolingo score of 110.",Not Required,False,False,False,True,False,False,,,program,Master of Science in Electrical and Computer Engineering,https://www.csuchico.edu/graduatestudies/programs/,
Required,Required,"The following materials must be uploaded with your Cal State Apply application: 1. A résumé; 2. A two-page statement of purpose describing your interest in our MA program, your background in literary studies, and your professional goals; 3. A 10-20 page writing sample that shows your best critical work in literary studies; 4. A list of English courses taken as an undergraduate and/or graduate student (unofficial transcripts are acceptable for this); and 5. Names and email addresses of three recommenders who have agreed to write letters for you. Once you have submitted their names and email addresses, they will be sent a link and instructions for uploading their letters.",Required,True,False,True,False,False,False,,,program,Master of Arts in English,https://www.csuchico.edu/graduatestudies/programs/,
Not Required,Required,"In addition to the University's graduate admission requirements, applicants to the MA in History must have a BA in history or a related field with at least 27 semester units of upper-division history or courses in related fields approved by the graduate coordinator. To be admitted to the program, applicants must have a GPA of at least 3.0 in the last 60 units of their BA program and a GPA of at least 3.3 in their upper-division history courses. Applicants must also submit a statement of purpose that details why they wish to pursue the MA in history at CSU, Chico, their historical fields of interest, and their professional goals. They must also submit a sample of their scholarly writing, preferably a research paper based upon the use of primary source materials. Lastly, applicants must provide the names and contact information of three individuals who have agreed to serve as recommenders.",Required,True,False,True,False,False,False,,,program,Master of Arts in History,https://catalog.csuchico.edu/colleges-departments/college-humanities-fine-arts/history/history.pdf,
Not Required,Required,"To be considered for admission to the Master of Arts or Master of Science in Interdisciplinary Studies, applicants must submit the following to the Office of Graduate Studies: An online application; Application fee; One set of official transcripts from each college or university attended, other than Chico State; A formal study plan, developed in consultation with at least three graduate faculty members who have agreed to serve on your graduate advisory committee and approved by the dean of Graduate Studies, that meets all the requirements for the MA or MS in Interdisciplinary Studies. Applicants must have their committee chair send an email to the Office of Graduate Studies at graduatestudies@csuchico.edu indicating the committee's support of their application; A three- to five-page typed statement of purpose that explains how your interests and goals are interdisciplinary and why you cannot pursue them in a single existing graduate program. The statement should also address your academic preparation for your proposed course of study; Two letters of recommendation from individuals familiar with your academic potential.",Not Required,True,False,False,False,False,False,,,program,Master of Arts/Master of Science in Interdisciplinary Studies,https://www.csuchico.edu/graduatestudies/prospective-students/programs/interdisciplinary.shtml,
Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are: 1. A baccalaureate degree from an accredited institution. 2. A minimum grade point average of 3.0 on a 4.0 scale in the last 60 semester units (or 90 quarter units) of undergraduate course work. 3. Submission of a written statement of purpose describing the applicant's motivations and goals related to the MS in Kinesiology Program at Chico State. 4. Submission of two letters of recommendation from individuals who can evaluate the applicant's potential for successful graduate study. 5. A curriculum vitae (CV) detailing the applicant's academic, professional, and scholarly activities. 6. Completion of Kinesiology Prerequisite Course Work.",Not Required,True,False,True,False,False,False,,,program,Master of Science in Kinesiology,https://catalog.csuchico.edu/colleges-departments/college-communication-education/kinesiology-exercise-physiology/kinesiology-exercise-physiology.pdf,
Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are: A bachelor's degree from an accredited institution with a grade point average of at least 3.0 in the last 60 semester (90 quarter) units attempted and 2.75 in the last 30 semester (45 quarter) units; Completion of the University Writing Proficiency Requirement or a waiver thereof; Submission of scores for the Graduate Record Examination (GRE). A minimum combined score of 290 on the verbal and quantitative sections is required. The analytical writing section is not used for admission purposes. Minimum TOEFL score of 550 (paper) / 213 (computer) / 80 (internet). IELTS overall band score of 6.5. This requirement is waived for applicants who have received a degree from an accredited US institution; Two letters of recommendation from individuals familiar with your academic and professional abilities.",Required,True,False,True,False,False,False,,,program,Master of Arts in Language Teaching,https://www.csuchico.edu/graduatestudies/programs/,
Not Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are:
1. A baccalaureate degree with a major in mathematics or a closely related field.
2. Satisfactory grade point average as specified in ""Graduate and Postbaccalaureate Admission Requirements.""
3. Approval by the department and the Office of Graduate Studies.

Students who have deficiencies in their undergraduate mathematics preparation will be required to take courses to remove them before being admitted to classified status. These students may be admitted to conditionally classified status in the interim.",Not Required,True,False,True,True,False,False,,,program,Master of Science in Mathematics,https://catalog.csuchico.edu/colleges-departments/college-natural-sciences/mathematics/mathematics-ms/,
,,,,,,,,,,,,error,Master of Science in Nutritional Science,https://catalog.csuchico.edu/colleges-departments/college-natural-sciences/nutrition-food-science/nutritional-science-ms/nutritional-science-ms.pdf,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"In addition to the University requirements for admission to graduate study, applicants for admission to the MA in Political Science program must have:
1. An undergraduate major in political science with a grade point average of at least 3.0, or equivalent preparation.
2. One course in introductory statistics or social science research methods.
3. Three letters of recommendation from former professors who are in a position to evaluate the applicant's potential for successful graduate work.
4. Two writing samples that demonstrate superior writing and analytical abilities. At least one of the writing samples should be from an upper-division political science course and be at least 10 pages in length.
5. A statement of purpose of approximately 500 words describing the applicant's background, interests in political science, and educational and career goals.
Students who do not meet these requirements may be admitted to the program on a conditionally classified basis. Conditionally classified students will be advanced to classified status when the conditions of their admission are met.",Required,True,False,True,False,False,False,,,program,Master of Arts in Political Science,https://catalog.csuchico.edu/colleges-departments/college-behavioral-social-sciences/political-science-criminal-justice/political-science-criminal-justice.pdf,
Optional,Required,"Application to our program consists of two parts. First, you must submit the University Application via Cal State Apply. The deadlines can be found on the Graduate Studies Webpage. Second, you must submit the following application materials to the Department of Psychology via the online department application by the deadline noted above: 1. Unofficial transcripts from all previous colleges and universities. Please do not send your transcripts to Graduate Studies. 2. Three letters of recommendation from individuals familiar with your academic background and potential for success in graduate school. 3. A statement of purpose outlining your goals for graduate school, your research interests, and your experience. This is a critical piece of your application, and you should take time to carefully craft it. 4. Optional: A writing sample from a previous course that demonstrates your writing ability. 5. Optional: A curriculum vita (CV) or resume. The GRE is not required for admission and will not be considered in application review.",Optional,True,False,True,False,False,False,,,program,Master of Arts in Psychology,https://www.csuchico.edu/graduatestudies/programs/,
Required,Required,"A complete application must be submitted via Cal State Apply. Requirements include: a bachelor’s degree in psychology or a related field from an accredited institution; a minimum GPA of 3.0 on a 4.0 scale for the last 60 semester (90 quarter) units of coursework; completion of prerequisite courses (Introduction to Psychology, Research Methods in Psychology, and Statistics in Psychology) with a grade of B or higher. Applicants must submit official transcripts from all universities and colleges attended, three letters of recommendation, a Statement of Purpose, and a Résumé or Curriculum Vitae (CV). The Graduate Record Exam (GRE) General Test is optional for the Fall 2024 admissions cycle.",Not Required,True,True,,False,False,False,,,program,Master of Science in Psychology,https://www.csuchico.edu/academics/college/behavioral-social-sciences/departments/psychology/masters-programs/ms-marriage-family-therapy.shtml,
Required,Required,"To apply to the MPA program, prospective students must submit the following materials: 1. Submit a CSU Graduate Application for Admission at calstate.edu/apply. 2. Submit official transcripts from all colleges and universities attended to the Graduate School (not the MPA program). 3. Two letters of recommendation should be submitted with your application, either through the online application portal or by sending them directly to the MPA Coordinator. 4. A professional résumé. 5. A Statement of Purpose that addresses your motivations for pursuing the MPA at Chico State and your professional aspirations. 6. A writing sample of no more than five pages that demonstrates your analytical writing and critical thinking skills. This can be a paper you have written for a prior course or a professional report.",Required,True,False,False,False,False,False,,,program,Master of Public Administration,https://www.csuchico.edu/_assets/documents/office/bss/mpa-handout-25-26.pdf,
Required,Required,"In addition to the general requirements of the university, specific requirements for admission to classified graduate status are:

A baccalaureate degree from an accredited institution with a grade point average of 3.0 or higher in the last 60 semester (90 quarter) units.
Completion of two semesters of college-level chemistry and one semester of college-level biology, or equivalent.
Two letters of recommendation from former professors or others who can judge the applicant's academic potential for graduate study.
A statement of purpose of approximately 1,000 words describing why you are interested in this degree program and how it relates to your personal and professional goals.
A resume or curriculum vitae.
Submission of the graduate school application through Cal State Apply.",,True,False,True,False,False,False,,,program,Master of Science in Regenerative Agriculture Interdisciplinary Studies,https://www.csuchico.edu/graduatestudies/programs/,
,,,,,,,,,,,,error,Master of Arts in Social Science,https://catalog.csuchico.edu/colleges-departments/college-behavioral-social-sciences/social-science/social-science-ma/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"A baccalaureate degree from an accredited college or university. An undergraduate major in social work is not required.
A grade point average of at least 3.0 on a 4.0 scale in the last 60 semester (90 quarter) units.
Completion of three prerequisite courses: One course in social and behavioral sciences, one course in biological sciences, and one course in statistics.
One year of relevant work experience is preferred, paid or volunteer.
Evidence of personal qualifications, motivation, and experience that indicate the likelihood of becoming a successful social worker.",Not Required,True,False,,False,False,False,,,program,Master of Social Work,https://www.csuchico.edu/graduatestudies/programs/,
,,,,,,,,,,,,error,Master of Science in Wildland Management Interdisciplinary Studies,https://www.csuchico.edu/graduatestudies/prospective-students/programs/wildland-management.shtml,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Certificate in Land Use and Environmental Planning,https://www.csuchico.edu/graduatestudies/programs/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,"To be admitted to the certificate program, a student must be in good academic standing at the University. The certificate program must be completed with a grade of C- or higher in all required and elective coursework.",,True,False,False,True,False,False,,,program,Certificate in Data Science,https://catalog.csuchico.edu/colleges-departments/college-natural-sciences/mathematics/data-science-certificate/,
