Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Master of Science in Education in Adolescence Education: Physics + Students with Disabilities Certification,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in Adolescence Education: Social Studies,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Adolescence Education: Social Studies + Students with Disabilities Certification (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/,Required,Required,"In addition to the graduate admission requirements, applicants must also submit the following:

*   Have a master’s degree from an accredited US institution or the equivalent from a foreign institution.
*   A minimum cumulative GPA of 3.0.
*   One copy of all undergraduate and graduate transcripts.
*   A copy of your initial/professional New York State teaching certificate in social studies, 7-12.
*   Statement of Objectives that addresses how this program relates to your professional goals (1-2 pages).
*   Resume.",Not Required,True,False,False,False,False,False,,,program,
Master of Science in Education in Adolescence Education: Social Studies + Students with Disabilities Certification,https://www.brockport.edu/academics/graduate-programs/,Not Required,Required,Completed online Graduate Application; Bachelor’s degree in history or a related field from a regionally accredited US institution or a comparable degree from an international institution; A minimum undergraduate GPA of 3.0 (on a 4.0 scale); Two letters of recommendation submitted online; A statement of objectives; Official transcripts from all accredited colleges or universities attended.,Not Required,True,False,True,False,False,False,,,program,
Aging Studies (Advanced Certificate),https://www.brockport.edu/academics/aging/,Not Required,Required,"To be considered for admission, a candidate must have a baccalaureate degree from an accredited institution. Although there are no particular undergraduate prerequisites, it is helpful to have some background in a human service field such as social work, nursing, health science, recreation and leisure studies or psychology. Candidates apply for admission to the Advanced Certificate in Aging Studies through the Graduate School. Requirements include a completed application form, official transcripts from all undergraduate and graduate institutions attended, and two letters of recommendation. In addition, candidates must submit a statement of objectives that specifies their interest in aging studies and how this certificate would help meet their career goals.",Not Required,True,False,True,False,False,False,,,program,
Master of Science in Athletic Administration,https://www.brockport.edu/live/profiles/athletic-administration-ms,Required,Required,"To be considered for admission, applicants must submit the following to the Graduate School: Baccalaureate degree from an accredited institution. A minimum undergraduate GPA of 3.0. Official transcripts from all colleges/universities attended. Statement of Objectives. A professional résumé. Three letters of recommendation.",Not Required,True,False,True,False,False,False,,,program,
Master of Science in Athletic Training,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Bilingual Education (Advanced Certificate),https://www.brockport.edu/live/profiles/bilingual-education-cert,Not Required,Not Required,"Students must have a bachelor’s degree from an accredited US institution or the international equivalent with a minimum 3.0 GPA. Students with an undergraduate GPA below 3.0 may be considered for conditional admission. Required Application Materials: Graduate application with fee, Official transcripts from all colleges/universities attended, Initial or Professional NYS teacher certification, A score on the ACTFL Oral Proficiency Interview (OPI) or the NYSTCE Bilingual Education Assessment (BEA) may be required.",Not Required,True,False,False,False,False,False,,,program,
Master of Science in Education in Bilingual Education,https://www.brockport.edu/academics/graduate-programs/,Not Required,Required,"Completed online graduate application
Bachelor’s degree from an accredited college or university
Minimum undergraduate GPA of 3.0
One official transcript from all colleges/universities attended
Proof of valid New York State teacher certification in one of the following areas: Childhood Education (1-6), Early Childhood Education (B-2), Adolescence Education (7-12) any content area, Literacy (B-6 or 5-12), Special Education, or TESOL
Written statement of objectives
Two letters of recommendation
Demonstrated proficiency in a language other than English (details in the Graduate Catalog)",Not Required,True,False,False,False,False,False,,,program,
Master of Business Administration,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Chemistry,https://www.brockport.edu/academics/graduate-programs/,Not Required,Required,"To apply for admission to the Master of Science degree in chemistry, students must submit the following materials to the Graduate School:

1. An application for graduate admission.
2. Official transcripts of all undergraduate and graduate coursework. A bachelor's degree in chemistry or a closely related discipline from an accredited institution is required, with an overall undergraduate GPA of at least 2.75.
3. Two letters of recommendation from individuals in a position to judge the applicant's potential for graduate study in chemistry.
4. A personal statement describing the applicant’s interest in chemistry and professional goals.
5. An interview with the Graduate Program Director may be required.",Not Required,True,False,True,True,False,False,,,program,
Master of Science in Education in Childhood Inclusive Education,https://www.brockport.edu/live/profiles/childhood-inclusive-education-msed,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in College Student Affairs & Development,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Computing Sciences,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Creative Writing (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Education in Educational Leadership,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in English – Creative Writing,https://cla.auburn.edu/english/programs/graduate-degrees/master-of-arts-in-english/creative-writing/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in English – Literature,https://www.brockport.edu/academics/graduate-programs/,Not Required,Required,"A completed online application. Official transcripts from all accredited colleges or universities attended. A bachelor’s degree from an accredited institution. A minimum undergraduate GPA of 3.0. A 300- to 500-word statement of objectives. A 10-15 page, typed, double-spaced critical writing sample on a literary topic. Three letters of recommendation. The GRE requirement is currently suspended.",Required,True,False,True,False,False,False,,,program,
Master of Science in Environmental Science & Ecology,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Healthcare Administration,https://www.brockport.edu/academics/healthcare-studies/healthcare-administration-masters/,Required,Required,"To be considered for admission, applicants must have: A bachelor’s degree from a regionally accredited US institution (or the equivalent from a foreign institution) with an undergraduate GPA of 3.0 or higher (on a 4.0 scale). Submitted a completed application to the Graduate School. Submitted official transcripts from all colleges and universities attended. Submitted two letters of recommendation from professional or academic references who can attest to their potential for success in a graduate program. Submitted a statement of objectives. Submitted a résumé.",Not Required,True,False,True,False,False,False,,,program,
Master of Science in Education in Higher Education Administration,https://www.brockport.edu/academics/counselor-education/higher-education-administration/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Arts in History,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Instructional Design,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Instructional Design (Advanced Certificate),https://www.brockport.edu/academics/education/instructional-design/,Required,Required,"To be considered for admission, applicants must meet the following requirements: A bachelor’s degree from an accredited US institution or the international equivalent. An undergraduate GPA of 3.0 or higher is preferred. We will review applicants with a GPA below a 3.0 for provisional admission. Official transcripts from all previously attended colleges and universities. A current resume. A statement of objectives explaining why you are pursuing this certificate. Names and email addresses of three references who can attest to your academic and/or professional capabilities. International applicants are required to have a minimum TOEFL score of 550 paper-based or 79-80 internet-based; IELTS score of 6.5; or Duolingo score of 115.",Not Required,True,False,,False,False,False,,,program,
Master of Arts in Liberal Studies,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in Literacy Education Program,https://www.brockport.edu/academics/graduate-programs/,Required,Required,"Completed online application and paid fee. Bachelor's degree from an accredited college or university. Minimum undergraduate GPA of 3.0. Official transcripts from all colleges and universities attended. Two letters of recommendation. New York State initial or professional teaching certification. Statement of objectives. Résumé. For applicants with an undergraduate GPA between 2.5 and 2.99, an additional writing sample is required. Please discuss a contemporary issue in the field of education. The issue should be supported by at least three current, professional sources.",Required,True,False,False,False,False,False,,,program,
Local Government Management (Advanced Certificate),https://www.brockport.edu/academics/public-administration/local-government-management-advanced-certificate/,Required,Required,"Students applying for the Advanced Certificate in Local Government Management must have earned a bachelor’s degree from an accredited institution.

Application requires:
- Online application
- Official transcripts from all higher education institutions attended
- Two letters of recommendation
- A statement of objectives that addresses the applicant’s interest in the program and career goals
- Résumé",Not Required,True,False,False,False,False,False,,,program,
Master of Science in Mental Health Counseling,https://www.brockport.edu/academics/graduate-programs/,Required,Required,"A bachelor’s degree from an accredited college or university
A minimum undergraduate GPA of 3.0
Completion of at least 18 credits in the behavioral sciences (e.g., psychology, sociology, anthropology, human development, etc.) with a GPA of 3.0 or higher.
Completion of an undergraduate statistics course with a grade of C or higher.
Three letters of recommendation. It is strongly recommended that letters are from faculty who know your academic work.
A personal statement of 2-3 pages, double-spaced, that addresses your reasons for choosing mental health counseling as a profession.
A current resume.
An interview with program faculty (by invitation).
The GRE is not required.",Not Required,True,False,True,False,False,False,,,program,
Certificate of Advanced Study in Mental Health Counseling Bridge,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Nonprofit Management (Advanced Certificate),https://www.brockport.edu/academics/public-administration/nonprofit-management-certificate/,Required,Required,"An official transcript from the institution that awarded your bachelor’s degree.
Three letters of recommendation.
A personal statement describing why you are interested in nonprofit management.
A current resume.
A writing sample.",Required,True,False,True,False,False,False,,,program,
Master of Science in Nursing - Adult Gerontology Primary Care Nurse Practitioner,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Doctor of Nursing Practice,https://www.brockport.edu/academics/nursing-graduate/doctor-of-nursing-practice/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Certificate of Advanced Study in Nursing - Family Nurse Practitioner,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Nursing - Family Nurse Practitioner,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Nursing Education,https://www.endicott.edu/academics/schools/nursing/graduate-programs/masters-program/nursing-education-program,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in Physical Education - Adapted,https://www.nestle.com/jobs/students-graduates,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in Physical Education - Athletic Administration,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in Physical Education - Teacher Education Pedagogy,https://www.brockport.edu/academics/graduate-programs/,Not Required,Required,"In addition to the general requirements for all graduate applicants, you will also need to submit the following: A bachelor’s degree from an accredited US institution (or its equivalent from a foreign institution). A minimum undergraduate GPA of 3.0. Initial certification in Physical Education. Documentation of completion of the New York State Dignity For All Students Act (DASA) Training. Three letters of recommendation. A written statement of objectives. Official college transcripts from all institutions attended.",Not Required,True,False,True,False,False,False,,,program,
Master of Arts in Psychology,https://www.brockport.edu/academics/graduate-programs/,Required,Required,"To apply for the Master of Arts in Psychology program, you will need: an online graduate application, official transcripts from all colleges and universities attended, three letters of recommendation, a statement of purpose describing your academic and professional background, your career goals, and how the MA program in psychology will help you achieve these goals (approximately 500 words), a resume, and a writing sample that demonstrates your ability to write in a scientific style (e.g., a literature review or a research report). Admission requirements include a baccalaureate degree from an accredited institution, a minimum undergraduate GPA of 3.0 on a 4.0 scale, and 18 credits in psychology, including statistics and research methods. Applicants are not required to submit GRE scores.",Required,True,True,False,False,False,False,,,program,
Master of Public Administration,https://www.brockport.edu/academics/graduate-programs/,Required,Required,"In addition to the general requirements for all graduate applicants, applicants to the MPA program must submit:

- A current résumé
- Two letters of recommendation from individuals such as a faculty member or a work supervisor who can speak to the applicant’s potential for graduate study and a career in public or nonprofit service.
- A 500-750 word essay that describes the applicant’s career goals and why an MPA will help achieve them.

Students are expected to have completed with a grade of “C” or better an undergraduate course in American government and a course in statistics.

Conditional admission may be granted to students who have not met these requirements.

Standardized test scores (e.g. GRE) are optional for all applicants.",Not Required,False,True,True,False,False,False,,,program,
Public Health (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/,Required,Required,Applicants to the Advanced Certificate in Public Health must meet the following requirements: Completed online graduate application with the application fee; Bachelor's degree from an accredited institution; Official transcripts from all colleges/universities attended; A minimum undergraduate GPA of 3.0; Two letters of recommendation; Statement of objectives; Current résumé.,Not Required,True,False,True,False,False,False,,,program,
Master of Public Health,https://www.brockport.edu/academics/public-health/masters/,Required,Required,"Baccalaureate degree from an accredited college or university with a GPA of 3.0 or higher. Official transcripts from all undergraduate and graduate institutions attended. A current resume. Three letters of recommendation from professional and/or academic references. A 500- to 750-word statement of purpose. The statement of purpose should describe the applicant’s interest in the field of public health, why they are interested in SUNY Brockport’s MPH Program, and their career goals. No GRE requirement. A non-refundable $75 application fee.",Not Required,True,False,True,False,False,False,,,program,
Certificate of Advanced Study in School Building/District Leader,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Certificate of Advanced Study in School Counseling,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in School Counseling,https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in School District Business Leader,https://www.brockport.edu/academics/educational-administration/district-business-leader/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Certificate of Advanced Study in School District Business Leader,https://www.asbonewyork.org/page/sdblprograms,Required,Required,"To be considered for admission, applicants to the Certificate of Advanced Study in School District Business Leader program must have the following:
- A completed online application
- A non-refundable application fee of $50
- Official transcripts from all accredited institutions of higher education attended, with one showing a master’s degree was conferred with a minimum GPA of 3.0 on a 4.0 scale
- Three letters of recommendation from professional and/or academic sources. Letters must be on official letterhead
- A statement of objectives that explains how this program relates to your professional goals (1-3 pages)
- A current resume detailing all professional experiences
- An interview with the SDBL Program Coordinator
- A copy of your initial or professional New York State teacher or pupil personnel services certification
- A minimum of three years of full-time teaching or pupil personnel services experience in N-12 schools",Not Required,True,False,True,False,False,False,,,program,
Master of Science in Education in School Health Education,https://www.brockport.edu/academics/graduate-programs/,Required,Required,"Completed online graduate application.
Official transcript(s) from all accredited colleges and universities attended, with a minimum cumulative GPA of 3.0.
Professional resume.
Three letters of recommendation.
Statement of Objectives: a one-to-two-page typed statement addressing the question, 'Why do I want to become a health educator?'
Initial Teacher Certification in another subject area is required.
Interview with graduate program coordinator.",Not Required,True,False,False,False,False,False,,,program,
Master of Social Work,https://www.brockport.edu/academics/graduate-programs/,Required,Required,"A baccalaureate degree from an accredited college or university.
A minimum undergraduate GPA of 3.0 (on a 4.0 scale).
A liberal arts foundation with a minimum of 12 credits in the social sciences, 6 credits in the humanities and 3 credits in the biological sciences with a grade of 'C' or better.
Relevant human services experience (volunteer or paid) is strongly recommended for all applicants, and may be required of applicants with GPAs below a 3.25.
Students applying for advanced standing must have a BSW from a CSWE-accredited program earned within the last six years and a minimum 3.25 GPA in their social work major.",Not Required,True,False,False,False,False,False,,,program,
Teacher Leader (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Education in Teaching English to Speakers of Other Languages,https://www.brockport.edu/live/profiles/teaching-english-to-speakers-of-other-languages-msed,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Advanced Certificate in Teaching English to Speakers of Other Languages,https://www.brockport.edu/live/profiles/teaching-english-to-speakers-of-other-languages-cert,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Women & Gender Studies (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
