Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"Admission to the M.S. in Human Resource Management program is based upon a holistic review of a candidate’s application file. A complete application file consists of the following:

Submit a UHCL application for graduate admission.
Submit official transcripts from all post-secondary institutions attended.
Submit an official GMAT (Graduate Management Admission Test) or GRE (Graduate Record Examination) score.
Submit two letters of recommendation.
Submit a current résumé.
Submit a personal essay (one-page minimum) explaining why the applicant is a good candidate for the HRM M.S. program.",Not Required,False,False,True,False,False,False,,,program,Master of Science in Human Resources Development,https://www.uhcl.edu/academics/degrees/,
,,,,,,,,,,,,error,Master of Science in Computer Engineering,https://www.uhcl.edu/academics/degrees/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for this program, you will need to submit an application for admission to the university.

Apply online through Apply Texas for admission to the University of Houston-Clear Lake as a graduate student.
Application Fee: $50 for domestic and $125 for international applicants.
Transcripts: Submit official transcripts from all institutions attended to the UHCL Office of Admissions.
GRE Scores Not Required: The GRE test is not required for admission into this program.",Not Required,True,False,False,False,False,False,,,program,Master of Science in Computer Software Engineering,https://www.uhcl.edu/academics/degrees/software-engineering-ms,
,,,,,,,,,,,,error,Master of Science in Systems Engineering,https://www.uhcl.edu/academics/degrees/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Science in Chemistry,https://indoglobalstudies.org/course-detail?course_id=956&university_id=56,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,3.000 cumulative GPA on the last 60 hours of coursework. Bachelor's degree in computer science or a closely-related field. Students without a sufficient background in computer science should complete the necessary prerequisite leveling courses prior to applying to the M.S. in CS program.,Not Required,True,False,False,True,False,False,,,program,Master of Science in Computer Science,https://www.uhcl.edu/academics/degrees/,
Not Required,Required,"In addition to the university's general graduate admission requirements, the College of Human Sciences and Humanities requires the following for the History M.A. program:

*   Statement of Purpose: Applicants must submit a statement of purpose (300-600 words) that describes their academic interests and professional goals. The statement should be uploaded to your UHCL E-Services account.
*   Writing Sample: Applicants must submit a writing sample, approximately 10-15 pages in length and preferably a research paper based on primary sources that was written for an upper-level undergraduate history course. The writing sample should be uploaded to your UHCL E-Services account.
*   Letters of Recommendation: Three letters of recommendation should be sent directly from your recommenders. The letters should ideally be from former professors and should discuss your potential as a graduate student. Your recommenders should email their letters directly to the HSH graduate advising office at HSHAdvising@uhcl.edu.",Required,True,False,True,False,False,False,,,program,Master of Arts in History,https://www.uhcl.edu/academics/degrees/,
Not Required,Not Required,"The graduate applicant must have earned a bachelor's degree in mathematics or a related field. The applicant must have completed Calculus I, Calculus II, Calculus III, and Linear Algebra with a grade of C or better. Additional preferred courses include Differential Equations, Probability, and a programming course. The applicant is expected to have an overall GPA of at least 3.0 in the last 60 hours. A student with an undergraduate degree in a field other than mathematics may be admitted if a review of their application indicates that there is a high probability of their success in the program.",Not Required,True,False,False,True,False,False,,,program,Master of Science in Mathematics and Statistics,https://www.uhcl.edu/academics/degrees/mathematical-and-statistical-sciences-ms,
Required,Required,"Bachelor's degree; 3.0 cumulative GPA on a 4.0 scale; International applicants must also have a TOEFL of 79, IELTS of 6.0, Duolingo of 105 or PTE of 53. Additional Admission Requirements: Resume - a current resume including your employment history, educational history, professional memberships, and community service. Statement of Purpose (500-1,000 words) - Discuss your motivation for pursuing the MHA degree at UHCL, what makes you a good fit for our program, and how the MHA degree will help you achieve your career goals. Address any unique circumstances you would like the Admissions Committee to consider.",Not Required,True,False,,False,False,False,,,program,Master of Science in Healthcare Management,https://www.uhcl.edu/academics/degrees/healthcare-administration-mha,
Required,Required,Graduate Application: Submit an application through the online portal. Application Fee: $50 for domestic students or $125 for international students. Transcripts: Submit official transcripts from every college or university you have attended. Test Scores: Standardized testing is not required. Additional Requirements: Two letters of recommendation; Resume (or CV); Letter of intent (250-500 words); Copy of teacher certification (if pursuing the School Librarian Certification). An interview may be required.,Not Required,True,False,False,False,False,False,,,program,Master of Science in Information Science,https://www.uhcl.edu/academics/degrees/school-library-information-science-ms,
Not Required,Not Required,"New Student Admission
Graduate School Application: Submit a graduate application online through the UHCL Graduate Application Portal.
Application Fee: $50 ($125 for international applicants).
Official Transcripts: Official transcripts from every college or university attended are required.
GPA: A minimum 2.500 cumulative GPA on a 4.0 scale on the undergraduate degree.
Prerequisite Courses: Applicants must complete the following prerequisite coursework with a grade of ""C"" or better:
Anatomy and Physiology I and II with labs (8 hours)
General Chemistry I with lab (4 hours)
College Algebra or higher-level math (3 hours)
Statistics (3 hours)
One additional upper-level science course (3-4 hours)
GRE: GRE is not required for admission into this program.",Not Required,True,False,False,False,False,False,,,program,Master of Science in Exercise Physiology,https://www.uhcl.edu/academics/degrees/,
,,,,,,,,,,,,error,Master of Science in Industrial Management,https://www.uhcl.edu/academics/degrees/industrial-organizational-psychology-ma,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"A bachelor’s degree in computer engineering, electrical engineering or computer science, with a 3.0 GPA. Applicants without a bachelor’s degree in a related field but with significant coursework in engineering, science and mathematics can be considered on a case-by-case basis. GRE is not required for applicants with a BS degree in Computer Engineering, Electrical Engineering, or Computer Science from an ABET accredited institution with a GPA of 3.0 or greater. GRE is required for all other applicants.",Not Required,False,False,False,True,False,False,,,program,Master of Science in Computer Hardware Engineering,https://www.uhcl.edu/academics/degrees/,
,,"To be considered for admission to a UHCL certificate program, you must: 1. Hold a baccalaureate or master's degree from a regionally accredited institution in the U.S. or a recognized international institution. 2. Have a cumulative GPA of at least 2.5 on a 4.0 scale. 3. Meet any additional program-specific requirements. Check the UHCL catalog for your program's admission requirements. How to Apply: 1. Complete the online application through ApplyTexas. 2. Pay the non-refundable application fee. 3. Submit all official transcripts from every college or university you have attended.",,True,False,False,False,False,False,,,program,Project Management Certificate,https://www.uhcl.edu/academics/degrees/,
Not Required,Not Required,"Be on 'good academic standing' at the last university you attended.
Submit your official transcripts from all colleges and universities you've attended.
Have earned a bachelor's degree from an accredited university.
Have a minimum 2.500 cumulative GPA on a 4.000 scale in all prior undergraduate and graduate coursework.
There is no GMAT/GRE requirement for the certificate program.",Not Required,True,False,False,False,False,False,,,program,Management of Technology Certificate,https://www.uhcl.edu/academics/degrees/,
,,"Graduate Application: Submit an application to the Office of Admissions.
Application Fee: Pay the non-refundable application fee.
Official Transcripts: Submit official transcripts from all institutions attended.
GPA: Cumulative GPA of 2.5.",,True,False,False,False,False,False,,,program,Distance Education Certificate,https://www.uhcl.edu/academics/degrees/uhcl-distance-education-certificate,
