QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,,$865.50/semester (mandatory fees),,$471/credit (in-state); $963/credit (out-of-state),,,"Fellowships, Assistantships, Merit-based scholarships",,"$5,655/semester (in-state); $11,550/semester (out-of-state)",Adolescence Education: Earth Science + Students with Disabilities Certification (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,Rolling admissions,"NYS Resident: $5,655/Semester; Out-of-State: $11,550/Semester",,NYS Resident: $471/credit; Out-of-State: $963/credit,"$500 to $7,500 + tuition waiver",,"Merit-based, Diversity-based, Graduate Assistantships",,"NYS Resident: $5,655/Semester; Out-of-State: $11,550/Semester",Master of Science in Education in Adolescence Education: English,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health and Human Services",,4.0,3.0,,Fall,,,,,"$471/credit (NY State Resident), $963/credit (Out-of-State)","Up to full in-state tuition and a $10,000 stipend",,"Merit-based, Need-based","12-credit, post-baccalaureate advanced certificate program",,Adolescence Education: English + Students with Disabilities Certification (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",2.0,4.0,3.0,,"Fall, Spring",,,"$5,655 per semester (NY State Resident), $10,080 per semester (Out-of-State)",,"$471 (NY State Resident), $963 (Out-of-State)","Stipends up to $15,000 and/or full tuition scholarships are available through certain fellowships and assistantships.",,"Fellowships, Assistantships",42 credits / As little as 15 months,"$5,655 per semester (NY State Resident), $10,080 per semester (Out-of-State)",Master of Science in Education in Adolescence Education: English + Students with Disabilities Certification,https://www.brockport.edu/academics/education/english-masters/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring",,,"$5,655/Semester (NYS Resident), $11,835/Semester (Out-of-State)",,"$471/credit (NYS Resident), $986/credit (Out-of-State)",,,"Fellowships, Assistantships, Tuition Scholarships",39-45 credits,"$5,655/Semester (NYS Resident), $11,835/Semester (Out-of-State)",Master of Science in Education in Adolescence Education: Mathematics,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,68%,Fall,,,"$5,655/Semester (NYS Resident), $11,550/Semester (Out-of-State)",,"$471 (NYS Resident), $963 (Out-of-State)","$1,500 - $10,000 + full tuition scholarship",,"Fellowship, Assistantship",,"$5,655/Semester (NYS Resident), $11,550/Semester (Out-of-State)",Adolescence Education: Mathematics + Students with Disabilities Certification (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,Rolling admissions,"$11,304/Year (NYS Resident)",,"$471 (NYS Resident), $963 (Out-of-State)","The PRODiG Fellowship provides financial support of $20,000 in year one and $10,000 in year two.",,Diversity-based Fellowships,45-60 credits,"$11,304/Year (NYS Resident)",Master of Science in Education in Adolescence Education: Mathematics + Students with Disabilities Certification,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,68% (2022),"Fall, Spring",,,"NY State Resident: $5,655/Semester; Out-of-State: $11,550/Semester",,NY State Resident: $471/credit; Out-of-State: $963/credit,"Amounts vary, for example, the Graduate Scholars Program offers $1,500 for the academic year and the Diversity Fellowship provides a full tuition waiver plus a stipend.",,"Merit-based, Need-based, Diversity-based",,"NY State Resident: $5,655/Semester; Out-of-State: $11,550/Semester",Master of Science in Education in Adolescence Education: Physics,https://www.brockport.edu/live/profiles/adolescence-education-physics-msed
,"School of Education, Health, and Human Services",,4.0,3.0,,Fall,,,"$11,310/Year (NYS Resident), $23,100/Year (Out-of-State Resident)",,"$471/credit (NYS Resident), $963/credit (Out-of-State)",,,"Graduate Assistantships, Merit-based scholarships",21 credits,"$11,310/Year (NYS Resident), $23,100/Year (Out-of-State Resident)",Adolescence Education: Physics + Students with Disabilities Certification (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,August 1 (Final deadline for Fall admission),"NYS Residents: $11,310/year; Out-of-State: $23,100/year",,"$471/credit (NYS resident), $963/credit (out-of-state)","Up to $10,000 stipend plus full tuition scholarship (e.g., Diversity Fellowship)",,"Assistantships, Scholarships, Fellowships",As little as 15 months,"NYS Residents: $11,310/year; Out-of-State: $23,100/year",Master of Science in Education in Adolescence Education: Physics + Students with Disabilities Certification,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,Rolling,"$5,655 per semester (NYS Resident)",,$471 per credit (NYS Resident),"Awards include full in-state tuition scholarships and stipends ranging from $7,500 to $15,000.",,"Merit-based, Diversity-based",,"$5,655 per semester (NYS Resident)",Master of Science in Education in Adolescence Education: Social Studies,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",0.0,,3.0,,Fall,,,12801.84,,"$533.41 (NYS Resident, including fees), $1025.41 (Out-of-State, including fees)","Up to full tuition waiver and $10,000 stipend (Graduate Diversity Fellowship) or $1,000 (Promoting Excellence in Graduate Studies Scholarship)",Up to 100% tuition waiver,"Graduate Assistantships, Fellowships, Program-specific scholarships",As little as 3 semesters,,Adolescence Education: Social Studies + Students with Disabilities Certification (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,Fall,,,,,"$471/credit (NYS Resident), $963/credit (Out-of-State)","Varies (e.g., $1,000 award, or full tuition waiver plus stipend)",,"Fellowships, Assistantships, Diversity-based scholarships, Need-based grants",,,Master of Science in Education in Adolescence Education: Social Studies + Students with Disabilities Certification,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,Rolling admissions,,,"$5,655/semester (NYS Resident), $11,550/semester (Out-of-State)",,"$471/credit (NYS Resident), $963/credit (Out-of-State)",,,"Merit-based, Need-based",15 credit hours,"$5,655/semester (NYS Resident), $11,550/semester (Out-of-State)",Aging Studies (Advanced Certificate),https://www.brockport.edu/academics/aging/
,School of Arts & Sciences,,4.0,3.0,,"Summer, Fall",,,,,$471 (in-state); $963 (out-of-state),,,"Merit-based, Need-based, Diversity-based, Assistantships",12-18 months,"$5,655/semester (NYS Resident), $11,550/semester (Out-of-State Resident)",Master of Science in Athletic Administration,https://www.brockport.edu/live/profiles/athletic-administration-ms
,School of Arts & Sciences,2.0,4.0,3.0,,Summer,,,"$11,310/Year (NYS Resident), $23,100/Year (Out-of-State)",,"$471/credit (NYS Resident), $963/credit (Out-of-State)",$500,,"Diversity Fellowship, Merit-based, Assistantships",2 years,"$11,310/Year (NYS Resident), $23,100/Year (Out-of-State)",Master of Science in Athletic Training,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health and Human Services",,4.0,3.0,,"Fall, Spring, Summer",,,,,"$471 for NYS residents, $963 for out-of-state residents",,,"Merit-based, Need-based, Diversity-based",,,Bilingual Education (Advanced Certificate),https://www.brockport.edu/live/profiles/bilingual-education-cert
,"School of Education, Health & Human Services",2.0,4.0,3.0,,"Fall, Spring, Summer",,,"$5,655/Semester (NYS Resident), $11,550/Semester (Out-of-State)",,"$471/credit (NYS Resident), $963/credit (Out-of-State)","Varies by scholarship, examples include awards of $500, $1,000, $2,500, or tuition waivers plus stipends.",,"Merit-based, Diversity-based",Can be completed in one year (intensive) or at your own pace (part-time),"$5,655/Semester (NYS Resident), $11,550/Semester (Out-of-State)",Master of Science in Education in Bilingual Education,https://www.brockport.edu/academics/graduate-programs/
,School of Business,,4.0,3.0,,"Fall, Spring, Summer",,"Fall: July 1 (domestic), April 1 (international)","NY State Resident (12+ credits): $5,655/semester; Out-of-State (12+ credits): $11,550/semester",,$471/credit (NY State Resident); $963/credit (Out-of-State),"Up to $2,500",,"Merit-based, Diversity-based",As little as 1 year,"NY State Resident (12+ credits): $5,655/semester; Out-of-State (12+ credits): $11,550/semester",Master of Business Administration,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,August 1 for fall admission; December 1 for spring admission,"$5,655/semester (In-State); $11,550/semester (Out-of-State)",,"$471 (NYS Resident), $963 (Out-of-State)","Up to $1,500 for scholarships; fellowships can include a $10,000 stipend and full tuition waiver.",,"Merit-based scholarships, Fellowships, Assistantships",30 credit hours,"$5,655/semester (In-State); $11,550/semester (Out-of-State)",Master of Science in Chemistry,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,August 1,"$5,655 per semester (NYS Resident), $11,835 per semester (Out-of-State)",,"$471 per credit (NYS Resident), $986 per credit (Out-of-State)",,,"Merit-based, need-based, and department-specific",Typically two years of full-time study,"$5,655 per semester (NYS Resident), $11,835 per semester (Out-of-State)",Master of Science in Education in Childhood Inclusive Education,https://www.brockport.edu/live/profiles/childhood-inclusive-education-msed
,"School of Education, Health & Human Services",,4.0,3.0,,"Summer, Fall",,,"$5,655 per semester (NY State Resident); $11,550 per semester (Out-of-State)",,$471 per credit (NY State Resident); $963 per credit (Out-of-State),"Awards of at least $1,000; full or partial tuition scholarships and assistantships with tuition waivers and stipends are also available.",,"Merit-based, Diversity-based, Assistantships",Two years of full-time study,"$5,655 per semester (NY State Resident); $11,550 per semester (Out-of-State)",Master of Science in College Student Affairs & Development,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,,,,"NY State Resident: $471/credit, Out-of-State: $963/credit",,,"Diversity Fellowship, Graduate Opportunity Program, Promising Scholar Awards, Graduate Assistantships",30 credits,"NY State Resident: $10,270/Year, Out-of-State: $20,890/Year",Master of Science in Computing Sciences,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,14046/Year (NYS Resident),,NY State Resident: $471/credit; Out-of-State: $963/credit,,,"Merit-based, Foundation scholarships",15 credit hours,14046/Year (NYS Resident),Creative Writing (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,,,,"$8,705/Semester (NYS Resident), $13,675/Semester (Out-of-State)",,"$725/credit (NYS Resident), $1,139/credit (Out-of-State)","Awards range from $250 - $1,000 per year, and some tuition scholarships are available.",,"Graduate Diversity Fellowship, Promoting Excellence in Graduate Studies Scholarship, Fannie L. Porter Scholarship",Three-year cohort-based program,"$8,705/Semester (NYS Resident), $13,675/Semester (Out-of-State)",Doctor of Education in Educational Leadership,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,2.0,4.0,3.0,,Fall,,January 15,11550,,$471 (NYS Resident); $963 (Out-of-State Resident),"$3,500 - $7,000 stipend per year, plus tuition waiver",,Graduate Assistantship,,"$5,655 per semester (NYS Resident); $11,550 per semester (Out-of-State Resident)",Master of Arts in English – Creative Writing,https://cla.auburn.edu/english/programs/graduate-degrees/master-of-arts-in-english/creative-writing/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,,"$11,310/Year (In-state); $23,880/Year (Out-of-state)",,$471 (In-state); $995 (Out-of-state),"Stipend of approximately $8,000 for the academic year and a full tuition waiver.",100%,"Graduate Assistantships, Named Scholarships",2 years,"$11,310/Year (In-state); $23,880/Year (Out-of-state)",Master of Arts in English – Literature,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,$829.50/semester,,$471/credit (in-state); $963/credit (out-of-state),"$1,000 - $10,000 stipend and/or full tuition scholarship",,"Graduate Diversity Fellowships, Graduate Assistantships, Program-specific scholarships",,"$5,655/semester (in-state); $11,550/semester (out-of-state)",Master of Science in Environmental Science & Ecology,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,Fall,,,"$5,655 per semester (NYS Resident), $11,550 per semester (Out-of-State)",,"$471 (NYS Resident), $963 (Out-of-State)",,,"Fellowships, Need-based aid",Two years (full-time),"$5,655 per semester (NYS Resident), $11,550 per semester (Out-of-State)",Master of Healthcare Administration,https://www.brockport.edu/academics/healthcare-studies/healthcare-administration-masters/
,"School of Education, Health & Human Services",1.0,4.0,3.0,,"Fall, Spring",,,"$8,478/Year (In-State); $17,748/Year (Out-of-State)",,"$471/credit (in-state), $986/credit (out-of-state)","Specific fellowships offer a stipend of at least $15,000 and a full tuition scholarship.",,"Fellowships, Graduate/Teaching Assistantships, Named Scholarships",Two years of full-time study,"$8,478/Year (In-State); $17,748/Year (Out-of-State)",Master of Science in Education in Higher Education Administration,https://www.brockport.edu/academics/counselor-education/higher-education-administration/
,School of Arts & Sciences,,4.0,3.0,,Fall,,March 1,"$7,065/Year (in-state tuition)",,"$471 (in-state), $963 (out-of-state)","$7,000 stipend plus full tuition waiver for up to 18 credits",100% tuition waiver,Graduate Assistantships,Two years of full-time study,,Master of Arts in History,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health, and Human Services",,4.0,3.0,,"Fall, Spring, Summer",,,"NYS Resident: $11,310/year; Out-of-State: $23,100/year",,NYS Resident: $471/credit; Out-of-State: $963/credit,"Awards from $500 up to $5,000 plus tuition waivers are available.",,"Assistantships, Fellowships",As little as one year,"NYS Resident: $11,310/year; Out-of-State: $23,100/year",Master of Science in Instructional Design,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,,394.5,,"$471 (in-state), $963 (out-of-state)",,,"Merit-based, Need-based, Diversity-based",12 months,7065,Instructional Design (Advanced Certificate),https://www.brockport.edu/academics/education/instructional-design/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,"In-State: $5,655/semester; Out-of-State: $11,550/semester",,In-State: $471/credit; Out-of-State: $963/credit,"$10,000 to $15,000 stipend and a full tuition scholarship for the Diversity Fellowship",,"Assistantships, Fellowships, Scholarships",30 credits,"In-State: $5,655/semester; Out-of-State: $11,550/semester",Master of Arts in Liberal Studies,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",2.0,4.0,3.0,,"Fall, Spring, Summer",,July 1 for Fall admission,"$11,310/Year (NYS Resident)",,$471 (NYS Resident),"The Graduate Diversity Fellowship provides a full tuition scholarship and a $10,000 stipend.",,"Graduate Assistantships, Fellowships, Scholarships",As little as one year,"$11,310/Year (NYS Resident)",Master of Science in Education in Literacy Education Program,https://www.brockport.edu/academics/graduate-programs/
,School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,"$8,478 (NYS Resident) / $17,334 (Out-of-State) for the entire 18-credit program",,"$471/credit (NYS Resident), $963/credit (Out-of-State)","Up to full-tuition scholarship and a stipend of $7,500-$10,000 for specific fellowships.",,"Fellowships, Assistantships, Tuition Scholarships",1 calendar year,"$8,478 (NYS Resident) / $17,334 (Out-of-State) for the entire 18-credit program",Local Government Management (Advanced Certificate),https://www.brockport.edu/academics/public-administration/local-government-management-advanced-certificate/
,"School of Education, Health & Human Services",,4.0,3.0,,Fall,,,"$11,310/Year (in-state)",,"$471 (in-state), $963 (out-of-state)","$1,500",,"Merit-based, Diversity-based",Three years,"$11,310/Year (in-state)",Master of Science in Mental Health Counseling,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",2.0,4.0,3.0,,Fall,,,5652,,"$471 (NYS Resident), $963 (Out-of-State)","$1,000 - $3,000",,"Diversity fellowships, Merit-based scholarships, Graduate assistantships",12 credits,"$5,652 (NYS Resident) or $11,556 (Out-of-State) for the total program",Certificate of Advanced Study in Mental Health Counseling Bridge,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,,,,NYS Resident: $471/credit; Out-of-State: $963/credit,,,"Fellowships, Assistantships",15 credits,"NYS Resident: $7,065; Out-of-State: $14,445 (for the entire 15-credit program)",Nonprofit Management (Advanced Certificate),https://www.brockport.edu/academics/public-administration/nonprofit-management-certificate/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,Fall: April 1 (final); Spring: November 1 (final),,,$471 (NYS Resident); $963 (Out-of-State Resident),"Varies (e.g., $1,000, up to $4,500/year, full-tuition)",,"Merit-based, Diversity-based",2 years (full-time) or 3 years (part-time),"$5,655 per semester (NYS Resident); $11,550 per semester (Out-of-State Resident)",Master of Science in Nursing - Adult Gerontology Primary Care Nurse Practitioner,https://www.brockport.edu/academics/graduate-programs/
,School of Nursing,,4.0,3.0,,Fall,September 1,March 15,$471 per credit hour (NYS Resident); $963 per credit hour (Out-of-State Resident),,$471 per credit hour (NYS Resident); $963 per credit hour (Out-of-State Resident),,,"Merit-based, Need-based",2-3 years (part-time),$471 per credit hour (NYS Resident); $963 per credit hour (Out-of-State Resident),Doctor of Nursing Practice,https://www.brockport.edu/academics/nursing-graduate/doctor-of-nursing-practice/
,School of Arts & Sciences,2.0,4.0,3.0,,Fall,,February 1,"$11,310/Year (NYS Resident)",,$471 (NYS Resident) / $963 (Out-of-State),"Up to full tuition scholarship and a $10,000 stipend",,"Fellowships, Assistantships",Five semesters,,Certificate of Advanced Study in Nursing - Family Nurse Practitioner,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,1.0,4.0,3.0,,Fall,,February 1,,,$471 (In-state); $963 (Out-of-state),,,"Merit-based, Need-based",Two calendar years (full-time),"$11,310/Year (In-state); $23,100/Year (Out-of-state)",Master of Science in Nursing - Family Nurse Practitioner,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,Fall,,,"$5,655 per semester (NYS Resident); $11,550 per semester (Out-of-State)",,$471 (NYS Resident); $963 (Out-of-State),"$1,000 - $5,000",,"Merit-based, Need-based, Endowed scholarships",2 years (full-time),"$5,655 per semester (NYS Resident); $11,550 per semester (Out-of-State)",Master of Science in Nursing Education,https://www.endicott.edu/academics/schools/nursing/graduate-programs/masters-program/nursing-education-program
,"School of Education, Health & Human Services",2.0,4.0,3.0,,"Fall, Spring",,Rolling,"$5,655/Semester (NY State Resident), $11,590/Semester (Out-of-State)",,"$471 (NY State Resident), $963 (Out-of-State)","$500 - $1,500",,"Merit-based, Diversity-based",2 years,"$5,655/Semester (NY State Resident), $11,590/Semester (Out-of-State)",Master of Science in Education in Physical Education - Adapted,https://www.nestle.com/jobs/students-graduates
,School of Arts & Sciences,2.0,4.0,3.0,,"Fall, Spring",,,"$5,655/Semester (NYS Resident), $11,550/Semester (Out-of-State)",,"$471/credit (NYS Resident), $963/credit (Out-of-State)",,,"Fellowships, Assistantships, Merit-based",,"$5,655/Semester (NYS Resident), $11,550/Semester (Out-of-State)",Master of Science in Education in Physical Education - Athletic Administration,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring",,,"NYS Resident: $11,310/Year; Out-of-State: $23,100/Year",,NYS Resident: $471/credit; Out-of-State: $963/credit,"$1,000 - full tuition waiver + $10,000 stipend",,"Merit-based, Diversity-based",2 years,"NYS Resident: $11,310/Year; Out-of-State: $23,100/Year",Master of Science in Education in Physical Education - Teacher Education Pedagogy,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,2.0,4.0,3.0,,Fall,"August 15, 2025","February 1, 2026","$5,655/Semester",,$471/credit,"$500 to $1,500; Full tuition waivers also available",,"Merit-based, Diversity-based",2 years,"$5,655/Semester",Master of Arts in Psychology,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,2.0,4.0,3.0,,"Fall, Spring, Summer",,Rolling,"$5,655/Semester (NYS Resident) or $11,550/Semester (Out-of-State)",,$471 (NYS Resident) / $963 (Out-of-State),,,"Graduate Assistantships, Scholarships, Fellowships",As little as 1.5 years,"$5,655/Semester (NYS Resident) or $11,550/Semester (Out-of-State)",Master of Public Administration,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,,"NYS Resident: $5,655/semester; Out-of-State: $11,550/semester",,NY State Resident: $471/credit; Out-of-State: $963/credit,"Awards of $1,000 up to a full tuition scholarship are available.",,"Merit-based, Diversity Fellowship",15 credits,"NYS Resident: $5,655/semester; Out-of-State: $11,550/semester",Public Health (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,School of Health & Human Performance,2.0,4.0,3.0,,Fall,,,"$11,310/year (NYS Resident) or $23,100/year (Out-of-State)",,$471 (NYS Resident); $963 (Out-of-State),,,"Merit-based, Fellowships, Assistantships",15 months (full-time),"$11,310/year (NYS Resident) or $23,100/year (Out-of-State)",Master of Public Health,https://www.brockport.edu/academics/public-health/masters/
,"School of Education, Health & Human Services",2.0,4.0,3.0,,"Fall, Spring, Summer",,,,,$471/credit for NYS residents; $963/credit for out-of-state residents,,,"Merit-based, Need-based, Diversity-based",1 year,,Certificate of Advanced Study in School Building/District Leader,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,Fall,Late August 2025,"January 15, 2026","$5,655 per semester (NYS Resident) / $11,550 per semester (Out-of-State)",,$471 (NYS Resident) / $963 (Out-of-State),,,"Merit-based, Need-based, Diversity-based",5 semesters,"$14,130 (NYS Resident) / $28,890 (Out-of-State)",Certificate of Advanced Study in School Counseling,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health and Human Services",,4.0,3.0,,Fall,,,"$10,157/Year (in-state, based on 18 credits/year including fees)",,"$471/credit (NYS Resident), $963/credit (Out-of-State)",,,"Merit-based, Need-based, Diversity Scholarship",Two and a half to three years,"$10,157/Year (in-state, based on 18 credits/year including fees)",Master of Science in Education in School Counseling,https://www.brockport.edu/academics/graduate-programs/
,"School of Education, Health & Human Services",,4.0,3.0,,Fall,,,$784.95/Semester (Mandatory fees for full-time graduate student),,$471 (NYS Resident); $963 (Out-of-State Resident),"Varies by award, with some offering up to full tuition or stipends like $10,000 annually.",,"Fellowships, Merit-based, Need-based, Diversity-based",Approximately 2 years,"$14,030/Year (NYS Resident); $26,710/Year (Out-of-State Resident)",Master of Science in Education in School District Business Leader,https://www.brockport.edu/academics/educational-administration/district-business-leader/
,School of Business,,4.0,3.0,,"Summer, Fall","September 1, 2025",,,,"$519.25 (in-state); $1,011.25 (out-of-state)",,,"Merit-based, Fellowships, Assistantships",21 credits,,Certificate of Advanced Study in School District Business Leader,https://www.asbonewyork.org/page/sdblprograms
,"School of Education, Health & Human Services",,4.0,3.0,,"Fall, Spring, Summer",,,"$11,304/Year (NYS Resident), $23,112/Year (Out-of-State Resident)",,"$471 (NYS Resident), $963 (Out-of-State Resident)",,,"Fellowships, Assistantships, Named Scholarships",,"$11,304/Year (NYS Resident), $23,112/Year (Out-of-State Resident)",Master of Science in Education in School Health Education,https://www.brockport.edu/academics/graduate-programs/
,School of Arts & Sciences,,4.0,3.0,,"Fall, Summer",,,"$5,655/Semester (NYS Resident); $11,550/Semester (Out-of-State)",,$471/credit (NYS Resident); $963/credit (Out-of-State),,,"Merit-based, Need-based, Diversity-based","1-2 years (full-time, depending on standing)","$5,655/Semester (NYS Resident); $11,550/Semester (Out-of-State)",Master of Social Work,https://www.brockport.edu/academics/graduate-programs/
