QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,School of Architecture,3.0,4.0,3.0,,Fall,,,,,"$2,385/Unit",,,Fellowships,1 Year,"$85,860/Year",Master of Advanced Architectural Research Studies (City Design and Housing),https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,USC School of Architecture,,4.0,3.0,,Fall,,,"$33,348/Semester",,"$2,382 per unit",,,"Grants, Scholarships, Loans, Work-study, Merit-based, Need-based, Fellowships, Awards, Teaching Assistantships, Research Assistantships",2 semesters,"$33,348/Semester",Master of Advanced Architectural Research Studies (Performative Design and Technology),https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,School of Architecture,,4.0,3.0,,Fall admission only,,,"$40,986/Year",,"$2,277/unit",,,"Merit-based, Need-based, Fellowships, Assistantships",Two years (4 semesters),"$40,986/Year",Master of Advanced Architectural Studies,https://catalogue.usc.edu/preview_program.php?catoid=18&poid=26092
,School of Architecture,,4.0,3.0,,Fall,,,,,,,,,3 years,,Master of Architecture,https://www.youtube.com/watch?v=epFVIQpgQG4
,School of Architecture,,4.0,3.0,,Fall,,"December 1, 2025","$18,232/Semester or $36,464/Year",,"$2,279",,,"Merit-based fellowships, Teaching Assistantships, Research Assistantships, Administrative Assistantships",2 years,"$18,232/Semester or $36,464/Year",Master of Building Science,https://www.youtube.com/watch?v=BoerWxGxDQY
,School of Architecture,,4.0,3.0,,,,,"$26,952/Semester",,"$2,246/credit",,,"Merit-based, Need-based",2 years (four semesters),"$26,952/Semester",Master of Heritage Conservation,https://www.youtube.com/watch?v=hmRJBZfNjbM
,School of Architecture,,4.0,3.0,,Fall,,,"$68,310/Year",,"$2,277/unit",,,"Merit fellowships, teaching assistantships, research assistantships",3 years,"$68,310/Year",Master of Landscape Architecture,https://www.youtube.com/watch?v=nf4rUK_wrrk
,School of Cinematic Arts,,4.0,3.0,,,,,"$58,475/Year or $29,237.50/Semester",,"$2,339/unit",,,"Merit-based, Fellowships, Assistantships",2 years,"$58,475/Year or $29,237.50/Semester",Master of Fine Arts in Animation and Digital Arts,https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,School of Cinematic Arts,,4.0,3.0,,Fall,,,,,"$2,242/unit",,,Merit-based,2 years,"$31,388/Year",Master of Arts in Cinema and Media Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,USC School of Cinematic Arts,,4.0,3.0,,Fall,,,34924/Semester,,2328.27/Unit,,,"Merit-based, Need-based",2 years,34924/Semester,"Master of Arts in Cinematic Arts (Media Arts, Games and Health)",https://catalogue.usc.edu/preview_program.php?catoid=20&poid=28253&returnto=8428
,USC School of Cinematic Arts,,4.0,3.0,,Fall,,,"$45,540/Year",,"$2,277 per unit",,,"Merit-based, Need-based",3 years,"$45,540/Year","Master of Fine Arts in Cinematic Arts, Film and Television Production",http://cinema.usc.edu/production/index.cfm
,School of Cinematic Arts,,4.0,3.0,,Fall,,,,,"$2,311",,,"Tuition remission, Teaching assistantships",3 years,,Master of Fine Arts in Expanded Animation Research and Practice,https://www.cartoonbrew.com/schools/usc-launches-the-expanded-animation-xa-mfa-program-a-bold-new-frontier-for-artists-and-innovators-247539.html
,"USC Viterbi School of Engineering, USC School of Cinematic Arts",,4.0,3.0,,Fall,,,,,,,,,2 years,,Master of Science in Game Design and Development,https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,School of Cinematic Arts,2.0,4.0,3.0,,,,,"$40,932/Year",,"$2,274 per unit",,,"Scholarships, Teaching Assistantships",,"$40,932/Year",Master of Fine Arts in Interactive Media (Games and Health),https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,School of Cinematic Arts,,4.0,3.0,,Fall,,December 1,"$28,995/Semester (2019-2020 rate)",,"$1,933/Unit (2019-2020 rate)",,,,three-year,"$28,995/Semester (2019-2020 rate)",Master of Fine Arts in Interactive Media,https://catalogue.usc.edu/preview_program.php?catoid=8&poid=7341
,USC School of Cinematic Arts,,4.0,3.0,,,,,"$24,080/Semester",,"$2,408/unit",,,"Scholarships, Fellowships, Assistantships",3 years,"$24,080/Semester","Master of Fine Arts in Producing for Film, Television, and New Media",https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,USC School of Cinematic Arts,,4.0,3.0,,Fall,Early September 2025,"December 1, 2025","$23,430/Semester",,"$2,343/Unit",,,Merit-based,3 years (6 semesters),"$23,430/Semester",Master of Fine Arts in Writing for Screen and Television,https://cinema.usc.edu/writing/index.cfm
,Marshall School of Business,,,3.0,,Fall,,,"Total Program: $26,904",,"$2,242/unit",,,,,"Total Program: $26,904",Business Analytics Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=21&poid=29551
,USC Marshall School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,25536,,2128,,,,,25536,Financial Analysis and Valuation Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=20&poid=28231
,USC Libraries,,4.0,3.0,,"Fall, Spring, Summer",,,"$27,144/Year",,"$2,262 per unit",,,"Scholarships, Fellowships",,"$27,144/Year",Library and Information Management Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=11&poid=10451
,USC Marshall School of Business,2.0,4.0,3.0,,"Fall, Spring, Summer",,May 1,"$27,955/Program",,$2329.58/Unit,,,,,"$27,955/Program",Management Studies Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=12559
,Marshall School of Business,,4.0,3.0,,"Fall, Spring",,,,,,,,,,,Marketing Graduate Certificate,https://catalogue.usc.edu/content.php?catoid=11&navoid=3621
,Viterbi School of Engineering,,4.0,3.0,,"Fall, Spring",,,,,,,,,,,Optimization and Supply Chain Management Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=21&poid=29557
116th (2025),Marshall School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,"$27,288/Program",,"$2,274/unit",,,,,"$27,288/Program",Strategy and Management Consulting Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=11&poid=11219
116,Marshall School of Business,,4.0,3.0,,"Fall, Spring",,,,,"$2,246/Unit",,,,2 to 4 semesters,,Sustainability and Business Graduate Certificate,https://students.marshall.usc.edu/graduate-students/elective-course-guide/concentrations-and-career-paths/sustainability-society-and-business
,Marshall School of Business and Viterbi School of Engineering,,,3.0,,"Fall, Spring, Summer",,,26268,,"$2,189/unit",,,,,"$2,189/unit",Technology Commercialization Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=20&poid=28237
,Herman Ostrow School of Dentistry,,4.0,2.7,,Fall,,,"$95,744/Year","$33,000 annually",,,,"Merit-based, Need-based, Diversity",4 years,"$95,744/Year",Doctor of Dental Surgery,https://dentistry.usc.edu/educational-programs/doctor-of-dental-surgery-dds/
,Gould School of Law,,4.0,2.0,,,,,,,,,,,three-year program,,Juris Doctor,https://catalogue.usc.edu/content.php?catoid=18&navoid=7134
,Keck School of Medicine of USC,2.0,4.0,2.0,,,,,"$39,298/Semester",,"$2,620/unit (Summer, fewer than 12 units)",,,Merit-based,4 years,"$39,298/Semester",Doctor of Medicine,https://www.youtube.com/watch?v=Vl-q67s0zZE
