Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,,,,,Ed.S. in School Administration/Elementary Principalship,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Ed.S. in School Administration/Secondary Principalship,https://catalog.missouri.edu/collegeofeducation/educationalleadershippolicyanalysis/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Ed.S. in School Administration/Superintendency,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Graduate Certificate in Autism Spectrum Disorders,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Graduate Certificate in CTE Administration Leadership,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"Are you looking to enhance your career opportunities as an educator, expand your mastery of mathematical content areas and network with your peers in the field? The University of Central Missouri's Elementary Mathematics Specialist graduate certificate offers all this and more — in an affordable program designed for working teachers. [8] The Elementary Mathematics Specialist graduate program, aligned with National Council of Teachers of Mathematics (NCTM) standards, is available to both residents and non-residents of Missouri, and offers three tracks leading to different credentials (a graduate certificate, an MSE and an EdS). [8] The graduate certificate can be completed in the least amount of time. [8] The course credits earned will prepare Missouri educators for the Missouri Department of Elementary and Secondary Education (DESE) Elementary Math Specialist content exam, necessary for obtaining the Missouri DESE add-on teaching certificate. [8] Coursework for your Elementary Mathematics Specialist graduate certificate will focus on math content, leadership and pedagogy. [8] In your content courses, you'll renew and enhance your confidence in elementary mathematics while looking at the content through the lens of curriculum design. [8] In professional development courses, you'll study leadership theories and principles grounded in real-world application and case studies. [8]",https://www.ucmo.edu/academics/programs/elementary-mathematics-specialist-graduate-certificate/index.html,The Elementary Mathematics Specialist graduate program is aligned with National Council of Teachers of Mathematics (NCTM) standards. [8],Graduate Certificate,Graduate Certificate in Elementary Math Specialist,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,
,,,,,Graduate Certificate in Online Teaching & Learning,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Arts in Environmental Studies,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,"Master of Science in Physical Education, Pedagogy Option",The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Science in Sport Management,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Science in Data Science and Artificial Intelligence,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
