Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Master of Science in Electrical and Computer Engineering (Advanced Manufacturing),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Electrical Engineering (Applied Electromagnetics),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"Statement of Purpose (Required): The Statement of Purpose should be clear, concise, and well-written. It should describe your background, interests, and academic and career goals. We are particularly interested in the intersection of your interests and those of our faculty. Be sure to indicate the research area(s) and faculty you are most interested in. The statement should not exceed two pages (single-spaced). Three Letters of Recommendation (Required): Letters of Recommendation should be from individuals who can attest to your academic and/or research abilities and potential. The most valuable letters are those from academic or industry researchers who can comment on your research experience. Resume or Curriculum Vitae (Required). Transcripts (Required). English Language Proficiency: All international applicants whose native language is not English and whose undergraduate education was not conducted in English must submit a score from an approved English language proficiency test. More information can be found on the Graduate Division's website.",Not Required,True,False,,True,False,False,,,program,
PhD in Electrical Engineering (Applied Electromagnetics),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"Application Requirements: Transcripts, Letters of Recommendation (3), Statement of Purpose, Resume or Curriculum Vitae (CV), GRE General Test recommended but not required, TOEFL/IELTS is required for international applicants (refer to the Graduate Division website for more information). Test scores should be sent to institution code 4836.",Not Required,True,True,,True,False,False,,,program,
Master of Science in Electrical Engineering (Applied Ocean Sciences),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Electrical Engineering (Applied Ocean Sciences),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"A bachelor's degree, or the equivalent, from an accredited institution in the United States or a recognized university-level institution in another country is required. Applicants should have at least a B average (3.0 GPA) or its equivalent.",Not Required,True,True,True,True,False,False,,,program,
Master of Science in Electrical Engineering (Applied Physics),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"A bachelor's degree (or equivalent) is required. Applicants should have a degree in engineering, physical sciences, or mathematics. A minimum GPA of 3.0 is required for admission.",Not Required,True,False,True,True,False,False,,,program,
PhD in Electrical Engineering (Applied Physics),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Electrical Engineering (Communication Theory and Systems),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Electrical Engineering (Communication Theory and Systems),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"The following materials are required to be submitted for your application to be considered. We will not review incomplete applications.

UC San Diego Application for Graduate Admission
Application Fee
Transcripts
Statement of Purpose
Three Letters of Recommendation
Resume or Curriculum Vitae (CV)
GRE General Test
English Language Proficiency (for international applicants)",Not Required,False,True,False,True,False,False,,,program,
Master of Science in Electrical Engineering (Computer Engineering),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Electrical Engineering (Computer Engineering),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"A Statement of Purpose is required.
Transcripts are required.
Three letters of recommendation are required.
A Resume or C.V. is required.
GRE General Test: Not required for Fall 2025 admission cycle
TOEFL (Test of English as a Foreign Language)/IELTS (International English Language Testing System): Required for most international applicants. Please see the Graduate Division's website for more information, including a list of countries that are exempt from this requirement.",,True,False,,True,False,False,,,program,
Master of Science in Electrical Engineering (Electronic Circuits and Systems),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Electrical Engineering (Electronic Circuits and Systems),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Master of Science in Electrical Engineering (Intelligent Systems, Robotics, and Control)",https://grad.ucsd.edu/admissions/programs.html,Required,Required,A cumulative GPA of 3.0 (on a 4.0 scale) or its equivalent is required for admission. The GPA from your bachelor’s granting institution must be a minimum of a 3.0. The department may make an exception for a student with a slightly lower GPA if the student has a particularly strong record in other areas. Demonstrated proficiency in the English language is required for all international applicants whose native language is not English. The ECE department has a supplemental application which is part of the UCSD Application for Graduate Admission. You must complete both the UCSD Application for Graduate Admission and the ECE Supplemental Application by the application deadline.,Not Required,True,False,False,True,False,False,,,program,
"PhD in Electrical Engineering (Intelligent Systems, Robotics, and Control)",https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Electrical Engineering (Machine Learning and Data Science),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Electrical Engineering (Machine Learning and Data Science),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Master of Science in Electrical Engineering (Medical Devices and Systems),https://grad.ucsd.edu/admissions/programs.html,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
PhD in Electrical Engineering (Medical Devices and Systems),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"For all applicants, the minimum GPA is 3.0 on a 4.0 scale. Please list your GPA on your application.

Applicants are expected to have a strong background in mathematics, physics, and computer science. The following are a list of the required undergraduate courses for admission to our graduate program: MATH 18 (formerly 20F), MATH 20A, MATH 20B, MATH 20C, MATH 20D, MATH 20E; PHYS 2A, PHYS 2B, PHYS 2C, PHYS 2D; ECE 35, ECE 45, ECE 65.",Not Required,True,False,True,True,False,False,,,program,
Master of Science in Electrical Engineering (Medical Imaging),https://grad.ucsd.edu/admissions/programs.html,Required,Required,"The following are minimum recommendations for admission. Meeting these recommendations does not guarantee admission.
- A bachelor's degree in engineering, physical science, or mathematics from an ABET-accredited program, or from a university of equivalent standard with a scholastic average of B (3.0 on a 4.0 scale) or better. Or, a B.S. degree in another area, provided that the applicant has completed the necessary engineering, mathematics, and physics courses to be equivalent to a B.S. in electrical engineering. The department does not pre-evaluate coursework for equivalency.
- Completed college-level course work, with a grade of B or better, in the following areas: Mathematics: calculus, differential equations, linear algebra. Programming experience in a higher-level language such as C, C++, Java, or Python is required. Applicants may show this experience through course work and/or work experience. Prior experience in other programming languages is also considered. It is strongly recommended to highlight this experience on your resume.",Not Required,False,True,True,True,False,False,,,program,
