Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Not Required,Not Required,"Applicants to the IU School of Medicine master's degree program in Anatomy, Cell Biology and Physiology should have a bachelor's degree in the sciences with a minimum GPA of 3.0. [1] Candidates should have a minimum grade point average of 3.0 (B) overall, and 3.0 in science courses. [2] The Graduate Record Examination General Test or Medical College Admission Test is optional. [2] Test of English as a Foreign Language (TOEFL) is required of international applicants. [1, 2]",Not Required,False,True,,True,False,False,,,program,"Anatomy, Cell Biology and Physiology (M.Sc.)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,"Applicants to the Master of Science degree in Anesthesia at Indiana University School of Medicine as part of the Anesthesiologist Assistant Program must have a Baccalaureate degree from a regionally accredited institution in the United States or Canada. [5] Competitive applicants will have an overall GPA of 3.7 or greater, a Science GPA of 3.7, and a Pre-requisite GPA of 3.7. [5] Applicants must have taken the Medical College Admissions Test (MCAT) or the Graduate Record Exam (GRE) within three years of matriculation. [5] Competitive scores are considered to be an MCAT total score of 504 (50th percentile) or a GRE minimum score of 60th percentile in both Verbal and Quantitative Reasoning. [5] Prerequisite coursework must be completed with a B- or better within 10 years of matriculation. [5] Applicants are also required to complete at least eight hours of shadowing with a qualified anesthesia provider. [5] All applications must be submitted through the Centralized Application Service for Anesthesiologist Assistants (CASAA). [2]",Not Required,False,False,,False,False,False,,,program,Anesthesia (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"The graduate application process requires the following: Complete the IU Graduate School Application form, a Bachelor's degree from a recognized institution and evidence of academic potential to complete an advanced degree, three letters of recommendation, a personal statement of goals in the field of anthropology, a writing sample (10,000 words or less), and a curriculum vitae. [2]",Required,True,True,,False,False,False,,,program,Anthropology (Doctorate in Philosophy),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Anthropology (MA),https://graduate.indiana.edu/degrees-programs/degrees.html,
Not Required,Required,"Qualified Communication Studies majors may apply for the program in the second semester of their junior year. To be eligible to apply, students should have completed at least 60 credit hours overall and 12 hours in the major, including the 9-hour core (G100, G201, and G310). They should have a minimum GPA of 3.3 overall and a 3.5 in their major coursework. As part of the application process, students are required to submit two (2) faculty letters of recommendation (at least 1 from a member of the IU Indianapolis Department of Communication Studies faculty) and a single-authored writing sample. [1] The Department seeks applicants who have strong analytical and writing skills, a strong liberal arts background, an interest in communication, and applicable work-related experiences. Generally, successful applicants will have cumulative grade point averages of 3.0 or higher at the undergraduate level. The Admissions Committee considers all indicators of the applicant's ability to complete the degree successfully. [1, 2] Applicants should submit a completed application form for the Indiana University Graduate School, a Personal Statement, and official transcripts of all college level coursework. [2]",Required,True,True,,False,False,False,,,program,Applied Communication (M.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,"To be eligible for graduate admission in the Department of Earth Sciences' Ph.D. in Applied Earth Science, you should hold a baccalaureate or master's degree in the physical, biological, or health sciences. A cumulative grade point average of 3.0 or higher is expected. Applicants are required to submit three letters of recommendation. [2] A complete set of materials, consisting of your online application, transcripts, letters of recommendation and TOEFL scores (for international students) are required before admission will be considered. [2]",,True,True,,True,False,False,,,program,Applied Earth Sciences (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"To be accepted to this program, you must have a Bachelor's degree from an accredited institution, a Master's degree from an accredited institution, and a minimum undergraduate GPA of 2.75. [3] To apply, you must complete an online application that includes official transcripts, a personal statement, two letters of recommendation, and a writing sample from your master's degree. [3] An option to provide up to three artworks, photographed in color, with a short artist's statement is also available. [3] GRE scores are required for students with a graduate GPA below 3.5. [3] International students may need to provide proof of English proficiency. [3]",Required,False,False,,False,False,False,,,program,"Art Education (Ed.D. in Curriculum and Instruction, Residential or Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,"Applicants must have a Bachelor's degree from an accredited institution with a minimum cumulative GPA of 2.75 out of 4.00. [1] The application requires a completed online form, a personal statement, two letters of recommendation, and GRE scores. [1] For international students, a minimum TOEFL score of 79, IELTS score of 6.5, or Duolingo score of 115 is necessary. [1] Unofficial transcripts and self-reported test scores are accepted for the initial review, but official documents must be submitted upon admission. [1] Before starting the dissertation, students must pass a qualifying exam which includes a portfolio of work and an oral examination. [1]",Not Required,False,False,,False,False,False,,,program,Art Education (Ph.D. in Curriculum and Instruction),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"The application for the Master of Arts in Art Therapy at Indiana University's Herron School of Art and Design requires a 3.0 GPA on a 4.0 scale from a bachelor's degree. [4] Applicants must have completed 18 credit hours of studio art and 12 credit hours of psychology, including developmental and abnormal psychology. [4] A portfolio with 10 images demonstrating competency in various 2D and 3D media is required. [1] Additionally, a 500- to 750-word personal statement, a résumé, and three letters of recommendation are needed. [1] An interview is also part of the final application process. [1]",Not Required,True,False,,False,False,False,,,program,Art Therapy (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,program,Arts Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,True,False,,False,False,False,,,program,Arts Management and Leadership (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Biochemistry and Molecular Biology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,True,False,False,,,program,Biology (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"Applicants should have completed an undergraduate degree in one of the life sciences, with at least 3 semesters of Biology, 4 semesters of Chemistry, including Organic Chemistry, 1 semester of Biochemistry, 2 semesters of Physics, and one advanced Mathematics course beyond algebra and trigonometry. [1] Applications from students lacking any of the general requirements will be considered, but any deficiencies must be resolved before completion of the program. [1]",Not Required,True,False,False,True,False,False,,,program,Biology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"All applicants to the Master of Science in Biostatistics must have a bachelor's degree from an accredited university or college, show evidence of satisfactory preparation in math and computer skills, and have an acceptable academic record. Admissions criteria include a Baccalaureate degree from an accredited university or college, transcripts from all colleges and universities attended (except Indiana University), and completion of College Calculus I and II. Other admission factors include strong references, work experience, and a personal statement. [10]",Not Required,True,False,,False,False,False,,,program,Biostatistics (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,Required,"Admission to the Kelley School of Business Doctoral Program is very competitive. Applicants are ranked according to the strengths of their credentials, as well as the school's ability to match an applicant's research interests with an available faculty mentor. The following criteria are evaluated: Scores on nationally standardized examinations (GMAT or GRE), strength of recommendation letters, quality of previous undergraduate and graduate work, and the applicant's statement of academic career objectives. [14] A minimum academic standard of a B average or 3.0 on a 4.0 scale in a bachelor's degree program is required for full admission to the Graduate School. [14]",,False,False,True,True,False,False,,,program,Business (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Business Administration (MS),https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHfw852EknuadqfukWCzqLPBI63JWcuptjFF342oF6NcQ8Tg1pQIdaZkA9uu6yqW3w9_1eKaRf1xLDUZ4Yb3TkjknaNq3zT0XhB_Qd-oIrAJH5SQ5x3EWZ50Bn1XBaPFR1Qknr23VlxdLWq79joABr5xQ==,
Required,Required,"The application requirements for the Cell, Molecular and Cancer Biology PhD program include the equivalent of a bachelor's degree in the sciences (biology, biochemistry, chemistry, molecular/cell biology), a completed University Graduate School application, TOEFL or IELTS scores for non-native English speakers, official transcripts, a curriculum vitae or resume, essay responses about experience, interest, and career goals, three letters of recommendation, and a non-refundable $70 application fee. [5]",Not Required,True,False,True,True,False,False,,,program,Cancer Biology (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"PhD aApplicants must have relevant research experience, with a strong recommended background in the sciences. While there are no formal course requirements for the Indiana BioMedical Gateway (IBMG) Program for PhD Study, a bachelor's degree in sciences is strongly recommended. Recommended courses include biology, physics, chemistry, organic chemistry, biochemistry, cell biology, and genetics. [1]",Not Required,True,False,,True,False,False,,,program,Cellular Physiology and Molecular Biophysics (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,"To apply for graduate programs, applicants must use the online application. Admission decisions are made by the specific graduate program, not the central graduate school. [2] General requirements include an online application, application fee (where applicable), evidence of an earned bachelor's degree from an accredited institution, and official transcripts. [15] Additional requirements such as entrance exams, letters of reference, and personal statements are often program-specific. [15]",,False,False,,False,False,False,,,institute,Central Eurasian Studies (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"A resume or curriculum vita is required to be uploaded in the online application. [1] A personal statement of 300-500 words is also required, describing your motivation for obtaining a PhD in Chemistry, long-term career plans, research experience, and future research interests. [1] Additionally, three letters of recommendation are needed. [1] Unofficial transcripts are accepted for the review process, but official transcripts are required if admitted. [1] For international applicants, TOEFL/IELTS scores are required, with some exceptions. [2]",Not Required,True,True,,True,False,False,,,program,Chemistry (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
Not Required,Required,"To apply to our master's or Ph.D. program, you should have a baccalaureate degree from an accredited institution, show promise of ability to engage in advanced work, and have completed at least 35 credit hours of chemistry broadly representative of the fields of the discipline in a chemistry curriculum. [1]",Not Required,False,True,,True,False,False,,,program,Chemistry & Chemical Biology (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Civil Engineering (Doctorate in Philosophy),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"A completed application to the graduate program must include official transcripts from all colleges or universities attended, a personal statement, and three letters of recommendation. [15, 18] International applicants for whom English is not their native language must also submit a TOEFL or IELTS score. [15]",Not Required,False,True,,True,False,False,,,program,Clinical Psychology (PhD),https://psych.indiana.edu/,
,,"General application requirements for graduate programs at Indiana University are determined by the specific program of interest. There are no university-wide requirements for documents such as a resume, statement of purpose, or writing sample at the graduate level.",,True,True,,False,False,False,,,institute,Communications (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,True,True,,False,False,False,,,institute,Computational Data Science (Mathematics) (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"A bachelor's degree; master's preferred. Overall GPA of 3.5 or higher on a 4.0 scale. A course in multivariate calculus, linear algebra, and statistics or probability theory. A course in programming, data structures, machine organization, and discrete structures or discrete mathematics.",Not Required,False,True,,True,False,False,,,program,Computer and Information Sciences (Doctoral),https://luddy.iu.edu/academics/doctoral/index.html,
Required,Required,"To be considered for admission, you must have a four-year bachelor’s degree or the equivalent from a college or university, with a GPA of at least 3.0. We do not require a master's degree for our Ph.D. programs. However, a master’s degree is preferred. International applicants must submit proof of English proficiency.",Optional,True,False,,True,False,False,,,program,Computer Science (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"Applicants must have a Bachelor's degree from an accredited institution with a minimum cumulative GPA of 2.75 out of 4.00. [1] The online application must include a personal statement, a resume, and three letters of recommendation. International students must provide a minimum TOEFL score of 79, a minimum IELTS score of 6.5, or a minimum Duolingo score of 115. [1]",Not Required,True,False,,False,False,False,,,program,Counseling and Counselor Education (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"A brief (500 words or less) statement of your professional goals and how this program will help you meet them, and a second, more detailed autobiographical statement describing the evolution of your interest in counseling psychology, your research interests and their relation to faculty in the program, and your professional aspirations.",Not Required,True,False,,False,False,False,,,program,Counseling Psychology (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Creative Writing (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Creative Writing and Literature (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Crime Mapping and Analysis (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"Admission decisions are influenced by past academic performance, academic and professional experiences, letters of recommendation, the statement of purpose for pursuing graduate study at Indiana University, and scores on the Graduate Record Examinaton (verbal, quantitative, and analytic sections). [2] No one criterion is dispositive in the admission decision. The committee considers the entirety of all materials submitted by the applicant when deciding whether they are a good fit for graduate study in the department. [2]",Optional,False,True,,False,False,False,,,program,Criminal Justice (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,"Curriculum and Instruction – Specialization in Art Education (Ed.D., Residential or Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Curriculum and Instruction – Specialization in Art Education (Ph.D.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Curriculum and Instruction – Specialization in Mathematics Education (Ed.D., Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Curriculum and Instruction – Specialization in Mathematics Education (Ph.D.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Curriculum and Instruction – Specialization in Science Education (Ed.D., Residential or Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Curriculum and Instruction – Specialization in Science Education (Ph.D.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Cybersecurity (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Data Analytics and Program Evaluation (MS Online),https://oneill.indiana.edu/online/online-certificates/public-nonprofit-evaluation.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Data Science (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Dentistry (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Digital Media Design (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Optional,Required,,Not Required,False,False,,False,False,False,,,program,Early Childhood Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Earth Sciences (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"To apply for graduate programs at Indiana University, prospective students must use the IU Graduate CAS application portal. The general process involves selecting a specific program of study, as application requirements, deadlines, and decision timelines are determined by each individual program. Applicants are advised to carefully review the specific requirements for their chosen program, which may include submitting transcripts, letters of recommendation, a statement of purpose, and potentially a resume/CV or writing sample. Standardized test scores like the GRE may be required for some programs. The application process is decentralized, meaning that while there is a central application system, the evaluation and specific document requirements are managed at the departmental level.",,,,,False,False,False,,,institute,Economic and Demographic Data Analysis (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,"Applicants must present evidence of a baccalaureate degree or its equivalent, or show that they can expect such a degree by the time they begin graduate work. Three letters of recommendation are also required, usually from professors who can judge the student's potential for high-quality academic work. Results of the Graduate Record Examination (GRE) must also be submitted. International students must submit a TOEFL score unless they have or will receive an undergraduate degree from a college/university in the US, Canada, UK, Australia, New Zealand, South Africa, or Ireland or they have completed, at the time of application, four semesters of graduate study at an institution in the above mentioned countries. [1]",Optional,False,False,,True,False,False,,,program,Economics (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,True,True,,False,False,False,,,institute,Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Educational Administration (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,True,False,,False,False,False,,,program,Educational Leadership (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,"To be accepted to this program, you must have a bachelor's degree and a 3.0 GPA or above on a 4.0 scale. [2] The completed online application includes official transcripts, a personal statement, and two letters of recommendation. [2]",Not Required,True,False,,False,False,False,,,program,"Educational Technology for Learning (M.S.Ed. in, Online Collaborative)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,"Graduate admissions at Indiana University are decentralized, with specific application requirements determined by individual programs and schools. [4] Common components of an application package may include a personal statement, letters of recommendation, and entrance exam scores, though not all programs require all of these elements. [8] For example, the O'Neill School of Public and Environmental Affairs requires a personal statement and a resume or CV. [1] The School of Education's requirements vary by program, with some mandating GRE scores. [2] Applicants are consistently advised to consult the website of their specific program of interest for detailed application requirements. [5, 8]",,True,True,,False,False,False,,,institute,Elementary Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"Applicants must submit an online application which includes a Statement of Purpose (approximately 500 words concerning academic goals and research interests), a Resume/CV, and three letters of recommendation. Scanned copies of academic records are also required. For non-native English speakers, TOEFL, IELTS, or Duolingo scores must be submitted. [13, 10]",Not Required,False,True,,True,False,False,,,program,Engineering (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,none,English (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,English (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,English Language Studies (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Environmental Science (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,"To be accepted to this program, you must have: A bachelor's degree from an accredited institution (minimum accumulative GPA 2.75 out of 4.00); Completed online application that includes: Personal statement; Resume (required from international students only); Three letters of recommendation; Minimum 79 TOEFL score or minimum 6.5 IELTS score or minimum 115 Duolingo score (international students only). [1, 2]",Not Required,True,False,,False,False,False,,,program,"Evidence-Based Practices in Educational Psychology (M.S.Ed. in, Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"Applicants to the Kelley MS in Finance program will submit transcripts from their undergraduate institution, a resume, a personal statement, two letters of recommendation, and in some cases, a score from either the GMAT or GRE standardized test. [1] Applicants from non-US institutions must also submit scores from the TOEFL or IELTS exam. [1] After the Admissions Committee reviews these materials, they will invite competitive applicants to interview with us, either in person or remotely. [1] We'll consider your: Academic record, Resume, Personal statement, Letters of recommendation, GMAT/GRE scores, TOEFL Score or IELTS Score, and Interviews. [1]",Not Required,False,True,,False,False,False,,,program,Finance (MS),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Foreign Languages (Doctoral),https://frit.indiana.edu/graduate/index.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,,False,False,False,,,program,Geographic Information Systems (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,none,Geospatial Intelligence (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Global Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,Required,"All applicants to the Master of Health Administration must have a bachelor's degree from an accredited university or college, show evidence of satisfactory preparation in math and computer skills, and have an acceptable academic record. [2] Applicants should submit only one application for the program format they wish to pursue: in-person via SOPHAS or HAMPCAS, or 100% online via IU Online. [2] Both formats offer the same curriculum and faculty, and the admission criteria is identical for both the in-person and the 100% online degree. [2]",Not Required,True,False,,False,False,False,,,program,Health Administration (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Health Professions (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
