Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Required,Required,"An application for graduate study at Kansas State University must be submitted online through the Graduate School's application portal. A one-time non-refundable application fee is required at the time of application submission. Undergraduate Grade Point Average (GPA) of 3.0 or higher on a 4.0 scale. Three letters of recommendation from individuals who are able to comment on the applicant's academic potential for graduate study. A letter of intent/statement of purpose (1-2 pages) describing your academic and professional goals and how the K-State AT graduate program will help you meet those goals. Official transcripts from each college or university attended. Resume or curriculum vitae. GRE scores are not required for admission. For applicants whose native language is not English, proof of English proficiency is required.",Not Required,True,False,True,True,False,False,,,program,Apparel and Textiles,https://www.heid.k-state.edu/academics/grad/
Required,Required,"A bachelor's degree from a college or university accredited by the Cognia. A minimum 3.0 GPA on a 4.0 scale in the last 60 hours of your bachelor's degree coursework. Transcripts from each institution attended. Three letters of recommendation. A professional resume. A statement of objectives. A writing sample: A graded, scholarly paper from your bachelor's degree program that reflects your knowledge, skills and capacity for scholarly writing. For international students, a financial affidavit and TOEFL, IELTS or PTE scores are required.",Required,True,False,True,False,,,,,program,Applied Family Science,https://global.k-state.edu/courses/masters/applied-family-science/
,Required,"Admission to graduate study in architectural engineering is granted by the dean of the Graduate School upon the recommendation of the department. The recommendation is based on the student's transcripts, letters of recommendation and statement of objectives. Students applying for admission to the Master of Science in architectural engineering program should have a Bachelor of Science degree in architectural engineering from an EAC/ABET accredited program or a Bachelor of Science degree in a closely related engineering field (e.g., civil engineering, electrical engineering or mechanical engineering). Students applying for admission to the Doctor of Philosophy program should have a Bachelor of Science degree in architectural engineering from an EAC/ABET accredited program and a Master of Science degree in architectural engineering or a closely related field (e.g., civil engineering, electrical engineering, or mechanical engineering). A minimum grade point average (GPA) of 3.0 on a 4.0 scale is required for both the B.S. and M.S. degrees. The GRE is not required for admission to the ARE graduate program. International students are required to have a minimum TOEFL score of 79 on the internet-based test (iBT), or a minimum IELTS score of 6.5. This requirement can be waived if the applicant has a degree from a U.S. institution.",,True,,True,True,False,False,,,program,Architectural Engineering,https://engg.k-state.edu/are-cns/academics/graduate/
Optional,Required,Application materials to be submitted online: Online application; Application fee; One official transcript from each college or university attended; English language proficiency requirements; Statement of purpose; Three letters of recommendation; Portfolio; Resume (optional). Graduate Record Examination (GRE) scores are no longer required for M.Arch applicants.,Not Required,True,False,True,True,False,False,,,program,Architecture,https://apdesign.k-state.edu/arch/programs/master-of-architecture/
Required,Required,"An undergraduate GPA of 3.0 in the last 60 hours of coursework is required.

Application materials required:
• Graduate School application
• Application fee
• One official transcript from each college or university attended.
• Letters of recommendation: A minimum of three letters of recommendation are required. The letters should be written by individuals who are in a position to evaluate the applicant's academic and/or professional capabilities.
• Statement of purpose: Submit a letter of intent that states the student's career goals and how the MFA degree in art would help achieve those goals.
• Portfolio: The portfolio should be submitted as a single PDF or PowerPoint presentation with 20 images of recent works, a corresponding list of works, an artist statement and a résumé.",Not Required,,,True,False,False,False,,,program,Art,https://www.k-state.edu/grad/academics/programs/art/
,Required,"For full admission to the program, applicants must have a bachelor's degree from an accredited institution with a major in art history or the equivalent, a minimum GPA of 3.0 (on a 4.0 scale) in all undergraduate junior and senior level coursework, and at least one modern foreign language. The graduate application must include: Transcripts of all previous college coursework. Three letters of recommendation sent directly by recommenders. A statement of objectives for seeking the master's degree in art history, including the applicant's research interests. A sample of the applicant's scholarly writing, preferably a research paper on an art historical topic.",Required,,,True,False,,,,,program,Art History,https://art.k-state.edu/academics/graduate/art-history/
Required,Required,"A completed online application; Application fee; One official transcript from each college or university attended; Three letters of reference are required. The reference letters will be submitted online by the referees you specify in your application.; A statement of objectives should be uploaded at the time you submit your application. It should be a concise (500-1000 word) statement telling us about your background, interests and career goals.; A curriculum vitae or resume should be uploaded at the time you submit your application.; The GRE test is not required for admission.; For international applicants, an English proficiency test score is required.",Not Required,True,False,True,True,,,,,program,Biochemistry,https://www.k-state.edu/grad/academics/programs/biochemistry/
Not Required,Required,"In addition to the requirements of the Graduate School, prospective students should send the following materials directly to the Biochemistry and Molecular Biophysics Graduate Program: A personal statement of career objectives; Transcripts of all previous college work; Three letters of recommendation. Graduate Record Exam (GRE) General Test scores are not required but can be included as part of a complete application package. International students must also submit a TOEFL score.",Not Required,True,,True,True,,,,,program,Biochemistry and Molecular Biophysics,https://www.bmb.k-state.edu/graduate/
,Required,"To apply, go to the Graduate School application page. In the program selection, specify 'Bioinformatics (Certificate)'. Select either campus 'Manhattan' or 'Distance Education' and then continue to follow instructions on the application form.

Required Documents:

A statement of purpose describing your motivation for pursuing the certificate, and how you see the training in bioinformatics contributing to your career goals.

Copies of transcripts from all institutions attended.

Note that the graduate school may request additional documents, such as proof of English proficiency for international students.",,,,,,False,False,,,program,Bioinformatics,https://www.k-state.edu/bioinfo/academics/graduate-certificate/
,Required,"Students applying to the graduate program should have an undergraduate degree in engineering, physical science, or biological science from an ABET accredited program or a program of equivalent standing. Students without a degree from an ABET accredited engineering program will be required to take some undergraduate engineering courses to meet the graduation requirements of the Graduate School. The application will require: a one-to-two-page statement of objectives, three letters of recommendation, and transcripts from all colleges and universities attended. Graduate Record Examination (GRE) scores are not required for admission to the BAE M.S. and Ph.D. programs. Applicants who are not native speakers of English must demonstrate competence in English.",,True,False,True,True,,,,,program,Biological and Agricultural Engineering,https://www.bae.k-state.edu/graduate/
Required,Required,"Required Application Materials:
- Graduate School Application
- Unofficial Transcripts
- Three letters of reference
- Statement of objectives: 1-2 pages describing your motivation for graduate study, your research experience, your long-term goals, and any other information you believe is relevant to your application. Applicants should identify one or more faculty whose research is of interest.
- Curriculum Vitae (CV)
- English Language Proficiency (for international students)",Not Required,True,False,True,True,False,False,,,program,Biology,https://www.k-state.edu/biology/grad/
Required,Required,"The Biomedical Science Graduate Program is available to students holding a DVM, MS, BS, BA, or equivalent degree. To be considered for admission, the following materials must be submitted to the Graduate School: An online application, Official transcripts from each college or university attended, For international students, a TOEFL score (Test of English as a Foreign Language) of at least 550 (paper) or 213 (computer) or 79 (internet-based), A Statement of Objectives describing your reasons for pursuing graduate study, your particular areas of interest within the broad field of biomedical research, your career goals, and any relevant research or other experience, Three letters of reference from individuals qualified to comment on your academic and research potential. These references are submitted as part of the online application, A curriculum vitae (CV) or resume, An application fee. The GRE is not required for admission to the Biomedical Science Graduate Program.",Not Required,True,False,True,True,,,,,program,Biomedical Science,https://www.vet.k-state.edu/education/graduate/biomed/
,Required,"A bachelor's degree from an accredited institution.
An undergraduate GPA of 3.0 or higher on a 4.0 scale.
Transcripts from each college or university attended.
A statement of objectives.
Three letters of recommendation.
For international students, a TOEFL score of 550 (paper) or 79 (internet-based), an IELTS score of 6.5, or a PTE score of 58.",,True,False,True,True,,,,,program,Biosecurity,https://global.k-state.edu/ag/biosecurity/
Required,Required,"A complete application to the K-State MBA program will include: Online application and fee, Official transcripts, A current resume, Three letters of recommendation, One-page statement of purpose, A GMAT or GRE score... Official TOEFL, IELTS, or PTE score (if required).",,,,True,True,False,False,,,program,Business Administration,https://cba.k-state.edu/academics/graduate/index.html
Required,Required,"All applicants must have completed a bachelor’s degree from an accredited institution prior to graduate study. Applicants must have a cumulative GPA of at least 3.0 on a 4.0 scale. The following materials must be uploaded with your online application: a one- to two-page statement of objectives, three letters of recommendation, a resume or curriculum vitae, and official transcripts from all post-secondary institutions attended. Official GRE scores are not required for admission. Official TOEFL, IELTS, or PTE scores are required for non-native English speakers.",Not Required,True,False,True,True,False,False,,,program,Chemical Engineering,https://www.che.ksu.edu/academics/grad/
Required,Required,"A complete application must contain the following: The online application form available through the Graduate School website. One copy of your transcript from all previous universities. Three letters of recommendation (instructions for submitting letters are part of the on-line application process). A statement of your background and objectives in graduate study. A resume or CV. Official scores from the GRE General Exam (optional for Fall 2024 admissions). In addition to the items above, international students must demonstrate proficiency in English, as described in Chapter 1, Section F of the Graduate Handbook. This is normally demonstrated by scoring at least a 79 on the TOEFL iBT or at least a 6.5 on the IELTS.",Not Required,False,True,True,True,,,,,program,Chemistry,https://www.k-state.edu/chem/academics/graduate/
Optional,Required,An earned B.S. degree in civil engineering or a closely related field from an ABET-accredited program or an approved international institution. A minimum grade point average of 3.0 on a 4.0 scale. GRE is not required for Fall 2024 and Spring 2025.,Not Required,,,True,True,,,,,program,Civil Engineering,https://ce.k-state.edu/academics/graduate/
Required,Required,"A bachelor’s degree from an accredited institution.
A 3.0 GPA for the last 60 hours of undergraduate coursework.
The K-State Graduate School application.
Official transcripts from all colleges and universities attended.
A resume detailing all employment, campus involvement and leadership roles.
Statement of goals and experiences. Your statement should be no longer than two pages, double-spaced and should describe your reasons for pursuing a degree in student affairs; describe your goals upon degree completion; describe significant personal and professional experiences that have contributed to your personal growth and development.
Three letters of recommendation that address your academic potential for graduate study and your potential for, or experience in, college student development. It is preferred that at least two of the letters be from former professors.
Graduate Record Examination (GRE) is not required for admission.",Not Required,True,False,True,False,False,False,,,program,College Student Development,https://coe.k-state.edu/academics/graduate/college-student-development/
Not Required,Required,"The application for admission to graduate study in communication studies consists of the following materials:

- A completed application form (available online at the Graduate School Website).
- A non-refundable application fee.
- One official transcript from each college or university attended.
- Three letters of recommendation. These letters should be from individuals (preferably former professors) who are in a position to comment upon your academic abilities and potential for success in graduate school.
- A statement of objectives. This statement of 1-2 pages should detail your academic and professional objectives and indicate how graduate work in communication studies at Kansas State University will help you meet these objectives.
- A sample of scholarly writing. This sample should be a paper you have written for a class that demonstrates your ability to write a research-based paper. Please do not send a group project unless you can clearly identify your own writing in the project.
- Official GRE scores. Please have your scores sent from ETS to Kansas State University (code 6334). The Department of Communication Studies no longer uses the analytical writing section of the GRE in its decision making.
- Official TOEFL, IELTS, or PTE scores for international students whose native language is not English.",Required,True,False,True,,,,,,program,Communication Studies,https://www.k-state.edu/commstudies/graduate/
Required,Required,A bachelor's degree from an accredited institution. A minimum 3.0 GPA on the last 60 hours of undergraduate coursework.,Not Required,,,True,,,,,,program,Community Development,https://online.k-state.edu/programs/community-development-masters/
Required,Required,"Apply through the Graduate School application. Required documents: Unofficial transcripts from each college or university attended, Statement of Objectives, Three letters of recommendation, Curriculum Vitae/Resume. For international students: English proficiency test scores. The GRE is not required for admission to the Comparative Pathobiology Ph.D. program.",,True,False,True,True,False,False,,,program,Comparative Pathobiology,https://www.vet.k-state.edu/education/dmp/graduate/phd-program.html
Required,Required,"CS department requirements for M.S. and Ph.D. students: Statement of objectives: Submit a one- to two-page statement of objectives. This document must clearly state your specific interests, background, and your long-term professional goals. You may also state your preferred professors and research areas in this document. Letters of recommendation: Request three letters of recommendation to be sent from individuals who are familiar with your academic background and/or work experience. The letters must be sent by the recommenders themselves. We do not accept letters submitted by the applicant. Transcripts: Submit an official transcript from each college or university where you received your bachelor’s degree(s) and for all subsequent coursework. Resume: Submit a resume. GRE scores: The GRE requirement is currently waived. English proficiency requirement: International students must meet the Graduate School's English proficiency requirements.",,True,False,True,True,,,,,program,Computer Science,https://cs.k-state.edu/graduate/
Required,Required,"Required Application Materials: A brief statement of interest (approximately 500 words), Unofficial transcripts, Resume/CV, $65 domestic application fee or $75 international application fee, English Proficiency test scores (for non-native English speakers).",,,,,,,,,,program,Conflict Analysis and Trauma Studies,https://www.k-state.edu/security-studies/academics/graduate/CATS/
Optional,Required,An undergraduate degree from an accredited institution. A grade point average (GPA) of 3.0 or higher on a 4.0 scale. A statement of objectives of 500-1000 words. Describe your professional goals and explain how a Master's degree in Conflict Resolution from Kansas State University will help you achieve these goals. Three letters of recommendation from individuals able to comment on your academic and/or professional abilities. A writing sample of no more than ten pages that demonstrates your analytical and writing abilities. A resume/CV is not required but recommended for those with professional experience. The GRE is not required for admission.,Required,True,False,True,,,,,,program,Conflict Resolution,https://www.k-state.edu/conflict-resolution/
Required,Required,"Application to the Graduate School, which includes: A current vita/resume. A Statement of Goals and Professional Experience. Transcripts from all colleges/universities attended from which you received a bachelor's degree or any subsequent degrees. Three letters of recommendation. A writing sample. Official Graduate Record Examination (GRE) scores. Kansas State University's institution code for the GRE is 6334. A master’s degree in counseling or a closely related field from an accredited institution. A graduate grade point average (GPA) of 3.5 or higher on a 4.0 scale. Evidence of professional experience in counseling or student development. An on-campus interview.",Required,,,True,,,,,,program,Counseling and Student Development,https://coe.k-state.edu/academics/departments/special-education-counseling-student-affairs/counseling-student-development/phd-counseling-student-development.html
Required,Required,"The following materials are required for application to the Master's program: Graduate School application, Official transcripts from all colleges and universities attended, Statement of purpose, Vita or resume, Three letters of recommendation, and a Video submission. GRE scores are not required for admission. International students may be required to submit TOEFL scores.",Not Required,True,False,True,,,,,,program,Couple and Family Therapy,https://www.hhs.k-state.edu/cft/
,Required,"The following application materials are required and must be submitted through the Graduate School application portal. For full consideration, your application materials must be received by January 8 for fall admission with financial consideration. The final deadline is March 12 for fall admission without financial consideration. Application materials include: Graduate School Application; Application Fee; Transcripts; Statement of Purpose: A one-page, single-spaced statement of your purposes and goals in seeking the M.A. in English at Kansas State University; Three Letters of Recommendation: Three letters of recommendation from former professors who are familiar with your academic work. These will be uploaded by your recommenders after you provide their contact information in the application; Creative Writing Sample: A writing sample in your chosen genre of up to 10 pages for poetry or 25 pages for fiction and nonfiction; The GRE General Test is currently waived for applications.",Required,True,False,True,False,,,,,program,Creative Writing,https://english.k-state.edu/academics/graduate/ma-creative-writing.html
Required,Required,Applicants for the master's degree program must have a 3.0 GPA or higher in the last 60 hours of undergraduate coursework. Admission may be granted with a lower GPA if other factors are sufficiently strong. Applicants to the master's program must have earned a bachelor's degree from an accredited institution. Applicants whose native language is not English must demonstrate English proficiency.,Not Required,,,True,False,,,,,program,Curriculum and Instruction,https://coe.k-state.edu/academics/departments/curriculum-instruction/
,,"Students must be admitted to a degree program or as a non-degree-seeking student at K-State. Students may be concurrently enrolled in an undergraduate degree program and this certificate program.

To be accepted into this program, you must:
• have a minimum GPA of 2.5
• have completed either CIS 200: Fundamentals of Information Systems or CIS 300: Data Structures and Algorithms 1",,,,,,,,,,program,Cybersecurity,https://global.k-state.edu/academics/cybersecurity-certificate/
Required,Required,"A bachelor's degree with a GPA of 3.0 or higher in the last 60 hours of coursework.
Previous coursework including calculus, statistics and computer programming. Coursework must be documented on the student's transcripts. Students who do not have documented coursework can take an exam or take the required coursework at K-State.
GRE scores are not required.
A statement of objectives.
Three letters of recommendation.
A resume or CV.",,True,False,True,True,,,,,program,Data Analytics,https://www.k-state.edu/data-analytics/
Required,Required,"Admission Requirements:
A bachelor's degree (or equivalent) from a regionally accredited institution with a GPA of 3.0 or better on a 4.0 scale.
A D.V.M. (or equivalent) from an AVMA accredited institution.
For international students, a score of 550 (paper) or 79 (internet-based) on the TOEFL, 6.5 on the IELTS or 58 on the Pearson Test of English is required.
GRE is not required for admission.

How to Apply:
Complete the online application.
Upload the following documents:
- Statement of purpose
- Curriculum vitae or resume
- Three letters of recommendation
- Transcripts from all previous coursework",Not Required,True,False,True,True,False,False,,,program,Diagnostic Medicine/Pathobiology,https://www.vet.k-state.edu/academics/dmp/graduate/ms-pathobio.html
Not Required,Not Required,"To be accepted into the master's degree in dietetics program, you must have:

- A bachelor's degree from a regionally accredited institution and a minimum 3.0 GPA on the last 60 hours of credit.
- A verification statement from an ACEND-accredited didactic program in dietetics (DPD).
- Been accepted into the K-State dietetic internship program OR provide a verification statement from an ACEND-accredited dietetic internship. The online master's in dietetics is not an ACEND-accredited dietetic internship.
- International students must have a minimum TOEFL score of 575 (paper), 232 (computer) or 80 (iBT); or a minimum IELTS score of 6.5.",Not Required,,,False,False,False,False,,,program,Dietetics,https://global.k-state.edu/ag/dietetics/
Required,Required,"The following must be uploaded with your application: Resume/Curriculum Vitae, Statement of purpose describing your interest in drama therapy, why you are interested in the K-State drama therapy program, and your goals for using this degree, Unofficial transcripts from all colleges/universities attended, Names and emails of 3 professional references for letters of recommendation. It is your responsibility to follow up with your references to be sure they have submitted letters before the deadline, Writing sample from a previous undergraduate or graduate course, TOEFL scores (for international students only).",Required,,,True,,,,,,program,Drama Therapy,https://www.k-state.edu/mtd/academics/grad/drama-therapy/
Required,Required,"Graduate School Application; Official transcripts from each institution attended; Three letters of recommendation; A statement of goals and professional experience; A resume or curriculum vitae; A writing sample (scholarly paper); For non-native English speakers, an official report of TOEFL or IELTS scores is required; GPA of 3.0 or higher in the last 60 hours of coursework.",Required,,,True,,,,,,program,Early Childhood Education,https://www.k-state.edu/education/academics/graduate-programs/masters-programs/early-childhood-education/
Required,Required,"Applications for admission to the Ph.D. program in economics at Kansas State University should be made through the Graduate School online application. The department of economics will need the following materials to review your application: Graduate School application, Official transcripts from each college or university attended, Official TOEFL, IELTS, or PTE scores (if required), Three letters of reference, Statement of objectives, A vita (or resume), Application Fee. GRE scores are optional for admission to the PhD program.",Not Required,True,True,True,True,,,,,program,Economics,https://www.k-state.edu/economics/academics/phd/
Required,Required,"Most of our master's and doctoral programs require the following:

A bachelor's degree from a college or university accredited by the cognizant regional accrediting agency for higher education.
A minimum 3.0 grade point average (GPA) on a 4.0 scale in the last 60 hours of undergraduate coursework.
Transcripts from each institution attended, including the one that awarded the bachelor's degree must be uploaded to the application.
Three letters of recommendation submitted by references who can attest to your capacity for graduate-level work.
Statement of goals/objectives detailing your professional goals and how this graduate degree will help you accomplish them.
Resume/curriculum vita outlining your educational and professional experiences.

Some programs have additional requirements such as a writing sample, specific undergraduate coursework, teaching license, or prerequisite degree. Please see the program page for a full listing of application requirements.",Optional,,,True,,False,False,,,program,Education,https://coe.k-state.edu/academics/graduate/
Required,Required,"Admission Requirements: A bachelor’s degree from an accredited institution. An undergraduate GPA of 3.0 or higher in the last 60 hours of coursework. Applicants with a GPA lower than 3.0 may be considered for provisional admission. At least two years of leadership experience in a school or other educational organization. Access to a school or other educational organization to complete class-related field experiences. Application Materials: To apply, you will need to submit the following materials to the K-State Graduate School: Graduate School application, Official transcripts, Three letters of recommendation, Resume or curriculum vitae, Statement of goals and professional experience.",Not Required,,,True,False,False,False,,,program,Educational Leadership,https://coe.k-state.edu/academics/departments/educational-leadership/graduate-programs/
Required,Required,"A GPA of 3.0 or better on a 4.0 scale for the last two years of undergraduate study is normally required for admission to both the M.S. and Ph.D. programs. The following must be submitted as part of the online application: a one-to-two-page statement of objectives, transcripts, three letters of recommendation, and a resume or curriculum vitae (CV). The GRE is not required for admission to the ECE graduate program. International applicants must also provide proof of English proficiency.",,True,False,True,True,False,False,,,program,Electrical and Computer Engineering,https://www.ece.k-state.edu/academics/grad/
Required,Required,"A B.S. in electrical or computer engineering from an ABET-accredited program with a GPA of 3.0 or better in the junior and senior years. Applicants with degrees in other fields such as computer science, mathematics or physics may be admitted with deficiencies.",Not Required,True,False,True,True,False,False,,,program,Electrical Engineering,https://www.ece.k-state.edu/graduate/ms/
Required,Required,A bachelor’s degree with a cumulative GPA of at least 3.0 in the last 60 hours of undergraduate coursework. Evidence of successful teaching experience and/or extensive experience with elementary children.,Optional,,,True,,,,,,program,Elementary Education,https://www.k-state.edu/grad/academics/programs/masters/elem-ed/
Not Required,Required,"In addition to the Graduate School requirements, the engineering Ph.D. program requires the following:

* M.S. in engineering from an ABET-accredited program, or an M.S. in a closely related field. Exceptional students with a B.S. in engineering may be admitted directly to the Ph.D. program upon recommendation of the department and approval of the Engineering Graduate Programs Committee.
* GPA of 3.5 or higher on a 4.0 scale for M.S. degree coursework.
* Submission of a satisfactory plan of study.
* Letters of recommendation.
* Statement of objectives.
* International students whose native language is not English must demonstrate competence in the English language by scoring a minimum of 575 on the paper-based TOEFL, 90 on the internet-based TOEFL (with no part score below 20), or 7.0 on the IELTS (with no part score below 6.5).",Not Required,True,False,True,True,False,False,,,program,Engineering,https://engg.k-state.edu/academics/phd/
Required,Required,"A bachelor’s degree in engineering or a closely related field (e.g., physics, chemistry, mathematics) from an ABET accredited or equivalent program.

A minimum grade point average (GPA) of 3.0 on a 4.0 scale for the bachelor’s degree.",Not Required,True,False,True,True,False,False,,,program,Engineering Management,https://engm.k-state.edu/
Not Required,Required,"A bachelor's degree with a major in English (or equivalent) and a minimum grade point average of 3.0 in upper-division coursework in the major. The GRE is not required for admission to our programs. To apply, please complete the K-State Graduate School application online. Be sure to upload all the following supplemental documents directly to your online application: Statement of Purpose: Write a 1-2 page statement of purpose outlining your preparation for graduate study in English, your specific areas of interest, and your professional objectives. Writing Sample: Submit a 10-15 page writing sample that demonstrates your ability to conduct research and to analyze literary or cultural texts. Letters of Recommendation: Solicit three letters of recommendation from former professors who are well-acquainted with your academic work. Transcripts: Submit one official transcript from each college or university you have attended.",Required,True,False,True,False,False,False,,,program,English,https://www.k-state.edu/english/academics/graduate/ma-english/
Required,Required,"A complete application to the K-State Graduate School will include: Online application with fee; Official transcripts; Official GRE scores (Verbal and Quantitative); Official TOEFL, IELTS or PTE scores (for international students); Three (3) letters of recommendation; A one to two-page statement of objectives; A curriculum vitae (CV) or resume.",Not Required,,,True,True,False,False,,,program,Entomology,https://entomology.k-state.edu/graduate/
Required,Required,"A completed Kansas State University Graduate School application.
Official transcripts of all previous academic work.
The Graduate Record Examination (GRE) general test is not required.
A statement of objectives (not to exceed 1,000 words). The statement should address the following:
- Why you are interested in the Ph.D. in Environmental Design and Planning program at Kansas State University
- Your research interests and how your interest would align with the research expertise of our faculty
- Your career goals after you have earned the Ph.D. degree
A current resume or curriculum vitae.
A writing sample, an example of scholarly work (e.g., master's thesis or report, juried paper, professional report). The writing sample must be submitted in English.
Three letters of reference from individuals who know you and your academic work.",Required,True,,True,,,,,,program,Environmental Design and Planning,https://apdesign.k-state.edu/phd/
Required,Required,"To be admitted to the environmental engineering program, the applicant must have a B.S. in engineering from an ABET-accredited program, or a B.S. in a related area such as chemistry, biology, geology or physics. Students who do not have a B.S. degree in engineering may be required to take some undergraduate courses to remove deficiencies. A minimum GPA of 3.0 on a 4.0 scale in the junior and senior years is required. An applicant who does not meet this requirement may be admitted on probation.",Not Required,,,True,True,False,False,,,program,Environmental Engineering,https://www.k-state.edu/grad/academics/programs/environmental-eng/
Required,Required,"All applicants must complete the K-State Graduate School's Online Application. Application materials required by the EEOB Graduate Program should be uploaded with your online application. These materials include: unofficial transcripts from each college or university attended, three letters of recommendation, a statement of purpose/letter of intent, and a CV/resume. Applicants whose native language is not English must demonstrate English proficiency. The GRE General Test is optional for admission.",Not Required,False,True,True,True,False,False,,,program,Evolutionary Biology,https://www.k-state.edu/evol/
