Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Science in Finance,,,,,Graduate,"Fall, Spring, Summer",,,,Optional,Not Required,Optional,REQUIRED,"To apply for a graduate program in business, you will need to submit an application through Apply Texas and pay the application fee. You will also need to submit official transcripts from all institutions attended. We do not require letters of recommendation or personal statements. However, you can submit an optional resume with your application. Certain programs also require an entrance exam.",,,False,True,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Business,5508/Semester,,,,,,,,"The University of Houston-Clear Lake's College of Business wants to give you a competitive edge in the fast-paced, high-stakes world of finance. Our Master of Science in Finance program will equip you with the essential background in finance you’ll need for a successful career as a financial analyst or manager in a variety of industries. This degree program also satisfies the educational requirements to sit for the first level of the Chartered Financial Analyst (CFA) exam, as well as the Certified Financial Planner (CFP) exam. And you’ll receive training using the latest financial software, research tools and data, including Bloomberg Terminals in our state-of-the-art Financial Education Center Lab.",,https://www.uhcl.edu/academics/degrees/finance-ms,Accredited by AACSB International,,786.8,False,True,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,1000,,"Merit-based, Need-based",,,,,,,
,Master of Science in Human Resources Development,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,Either,REQUIRED,"Admission to the M.S. in Human Resource Management program is based upon a holistic review of a candidate’s application file. A complete application file consists of the following:

Submit a UHCL application for graduate admission.
Submit official transcripts from all post-secondary institutions attended.
Submit an official GMAT (Graduate Management Admission Test) or GRE (Graduate Record Examination) score.
Submit two letters of recommendation.
Submit a current résumé.
Submit a personal essay (one-page minimum) explaining why the applicant is a good candidate for the HRM M.S. program.",Not Required,,False,False,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Business,5123,"~$16,854 (Total estimated for 30 credit hours, Texas Resident)",,,,,,,"The Master of Science in Human Resources Development from University of Houston-Clear Lake is a unique program for anyone who wants to learn how to maximize employee potential in any organization. We’re one of only a few human resources development graduate degrees available in Texas. The curriculum is delivered completely online in eight-week bi-semesters. You’ll acquire the skills and knowledge you need for a successful career in a variety of industries, including oil and gas, healthcare, non-profit, retail and technology. Our faculty of experienced human resources practitioners have designed a course of study that helps you build expertise in areas such as employee development, training and performance.",,https://www.uhcl.edu/academics/degrees/,The College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International.,,917,True,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,500.0,300 or better with a minimum Verbal score of 150 and a minimum Quantitative score of 150,6.0,,,53,,79,,,,,,,,,,,1000,,"Need-based, Merit-based",,,,,,,
,Master of Science in Computer Engineering,,,,,Graduate,"Fall, Spring, Summer",,,,,,Not Required,REQUIRED,,,,,,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Science and Engineering,"Estimated total program cost for 30 credit hours. Resident: ~$16,702; Non-Resident: ~$31,982","Estimated total program cost for 30 credit hours. Resident: ~$16,702; Non-Resident: ~$31,982",,,,,,,"The Computer Engineering, M.S. program at University of Houston-Clear Lake is a cutting-edge program where students develop skills in both hardware and software. Through a combination of theory and hands-on laboratory experiences, our students receive a robust education, enabling them to make an impact in a world where computer engineers play a critical role in almost every industry. The curriculum is designed to prepare students to solve real-world problems. Whether a student’s interests lie in computer networks, computer systems, robotics, cybersecurity, computer architecture, artificial intelligence, or other topics, our program prepares students with the most up-to-date information in the computer engineering field.",,https://www.uhcl.edu/academics/degrees/,,,"Based on Fall 2024 rates. Resident: $885.50/credit hour; Non-Resident: $1,475.50/credit hour",,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,"$1,000 for the academic year (Hawk Scholars Scholarship for new graduate students)",,"Merit-based, Departmental",,,,,,,
,Master of Science in Computer Software Engineering,,,,,Graduate,"Fall, Spring, Summer",,,,Not Required,Not Required,Not Required,REQUIRED,"To apply for this program, you will need to submit an application for admission to the university.

Apply online through Apply Texas for admission to the University of Houston-Clear Lake as a graduate student.
Application Fee: $50 for domestic and $125 for international applicants.
Transcripts: Submit official transcripts from all institutions attended to the UHCL Office of Admissions.
GRE Scores Not Required: The GRE test is not required for admission into this program.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Science and Engineering,"$4,917.27/Semester (based on 9 credit hours for a Texas Resident)","$16,390.90 (estimated total for 30 credit hours for a Texas Resident)",,,,,,,"The demand for highly-trained software engineers has never been greater. The University of Houston-Clear Lake’s Master of Science in Software Engineering program has an applied focus, emphasizing software design, development and management. Our degree addresses the growing need for software engineering professionals with the knowledge and skills to develop and manage increasingly complex software systems. The curriculum strikes a balance between software development, software project management and software assurance. You will gain a comprehensive understanding of the process of developing, delivering and maintaining quality software, along with learning best practices in software project management.",,https://www.uhcl.edu/academics/degrees/software-engineering-ms,,,"$879.53/credit hour (Texas Resident); $1,365.53/credit hour (Non-Resident)",False,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,,,,6.0,,,53,,79,,,,,,,,,,,"$1,000 per year (Hawk Scholars Scholarship for New Graduate Students)",,Merit-based,,,,,,,
,Master of Science in Systems Engineering,,,,,Graduate,,,,,,,Either,REQUIRED,,,,,,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,"['Engineering Management', 'Industrial Engineering', 'Software Engineering', 'Computer Engineering', 'Computer Science', 'Management Information Systems']","Today's highly complex and competitive global environment demands professionals who have technical expertise and the leadership skills to guide teams, projects and companies. The University of Houston-Clear Lake's Master of Science in Systems Engineering will help you hone your knowledge and skills in this highly sought-after discipline. This interdisciplinary degree, offered by the College of Science and Engineering, combines engineering, project management and business to broaden your skills and present you with new opportunities in the field. Your studies will prepare you for a range of leadership positions in industries like aerospace, healthcare, petrochemicals, IT, manufacturing and more. The curriculum is focused on providing students with the most current industry knowledge and skills necessary for the management of the engineering and technical enterprise. The program provides the graduate student with the management tools to oversee projects, lead engineering teams, and manage and lead companies and corporations. It is interdisciplinary, and courses are available in many different areas such as industrial engineering, engineering management, software engineering, computer engineering, computer science and management information systems.",,https://www.uhcl.edu/academics/degrees/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,,,,,,,,,,
,Master of Science in Chemistry,,,,,Graduate,,,,,,,Not Required,REQUIRED,,,,,,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,"Environmental/Analytical, Materials/Polymer and Bio-Organic/Medicinal","With a Master of Science in Chemistry from the University of Houston-Clear Lake, you will acquire a solid foundation in advanced chemical theory and research. You will receive extensive, hands-on experience through laboratory coursework and have the opportunity to participate in and present research at local, regional, and national meetings of the American Chemical Society. The program also features three chemistry sub-discipline specialty tracks: Environmental/Analytical, Materials/Polymer and Bio-Organic/Medicinal. The UHCL Chemistry M.S. will prepare you for a variety of careers in chemical and related industries, teaching, or for future doctoral studies.",,https://indoglobalstudies.org/course-detail?course_id=956&university_id=56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,,,,,,,,,,
,Master of Science in Computer Science,,,,,Graduate,"Fall, Spring, Summer",,,,Not Required,Not Required,GRE,REQUIRED,3.000 cumulative GPA on the last 60 hours of coursework. Bachelor's degree in computer science or a closely-related field. Students without a sufficient background in computer science should complete the necessary prerequisite leveling courses prior to applying to the M.S. in CS program.,Not Required,,True,False,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Science and Engineering,10140/Year,10140/Year,,,,,,"['Computer Networks Specialization', 'Software Engineering Specialization']","Our world relies on technology more every day. In University of Houston-Clear Lake’s Computer Science Master of Science program, you can acquire advanced knowledge in the design, analysis and implementation of computer software and hardware systems. The program will deepen your understanding in areas like algorithms and data structures, computer architecture, database systems, networking and operating systems.",,https://www.uhcl.edu/academics/degrees/,"The Computer Science B.S. and Computer Science M.S. programs are accredited by the Computing Accreditation Commission of ABET, https://www.abet.org.",,810,False,True,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,290 or higher (verbal + quantitative),6.0,,,53,,79,,,,,,,,,,,"Up to $4,000 per academic year",,"Merit-based, Need-based",,,,,,,
,Master of Arts in History,,,,,Graduate,"Fall, Spring, Summer",,,,Not Required,Required,Not Required,REQUIRED,"In addition to the university's general graduate admission requirements, the College of Human Sciences and Humanities requires the following for the History M.A. program:

*   Statement of Purpose: Applicants must submit a statement of purpose (300-600 words) that describes their academic interests and professional goals. The statement should be uploaded to your UHCL E-Services account.
*   Writing Sample: Applicants must submit a writing sample, approximately 10-15 pages in length and preferably a research paper based on primary sources that was written for an upper-level undergraduate history course. The writing sample should be uploaded to your UHCL E-Services account.
*   Letters of Recommendation: Three letters of recommendation should be sent directly from your recommenders. The letters should ideally be from former professors and should discuss your potential as a graduate student. Your recommenders should email their letters directly to the HSH graduate advising office at HSHAdvising@uhcl.edu.",Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Human Sciences and Humanities,"$10,153.24/Year","$10,153.24/Year",,,,,,,"History offers valuable lessons for the future, and a Master of Arts in History from University of Houston-Clear Lake can prepare you for a variety of rewarding careers, including teaching, archival and museum work, public history, and for further study at the doctoral level. While earning your graduate degree from the College of Human Sciences and Humanities, you’ll hone your writing and research skills in small classes taught by a diverse faculty with expertise in United States, European, and Latin American history. You’ll be afforded unique research opportunities as you complete a major research seminar in your final semester, and you can also work with faculty on a Master’s thesis if you desire. You can write your thesis in any field under the supervision of the appropriate faculty member.",,https://www.uhcl.edu/academics/degrees/,,,564.07,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,1000,,"Merit-based, Need-based",,,,,,,
,Master of Science in Mathematics and Statistics,,,,,Graduate,"Fall, Spring, Summer",,,,Not Required,Not Required,Either,REQUIRED,"The graduate applicant must have earned a bachelor's degree in mathematics or a related field. The applicant must have completed Calculus I, Calculus II, Calculus III, and Linear Algebra with a grade of C or better. Additional preferred courses include Differential Equations, Probability, and a programming course. The applicant is expected to have an overall GPA of at least 3.0 in the last 60 hours. A student with an undergraduate degree in a field other than mathematics may be admitted if a review of their application indicates that there is a high probability of their success in the program.",Not Required,,True,False,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Science and Engineering,"$5,125.17/Semester","$5,125.17/Semester",,,,,,"['Applied Mathematics', 'Computational Mathematics', 'Statistics']","The ability to analyze complex data sets has become an essential skill for professionals in almost every industry. The University of Houston-Clear Lake’s Master of Science in Mathematics and Statistics will equip you with the knowledge and tools you need to succeed in this dynamic field. You will learn the advanced mathematical principles that serve as the foundation of data science, gain experience in using computational algorithms to mine large data sets, and work with sophisticated statistical methods to model and analyze the results. This M.S. degree is offered by UHCL's College of Science and Engineering.",,https://www.uhcl.edu/academics/degrees/mathematical-and-statistical-sciences-ms,,,885.53,False,True,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,290,6.0,,,53,,79,,,,,,,,,,,1000,,"Merit-based, Departmental",,,,,,,
,Master of Science in Healthcare Management,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,Not Required,REQUIRED,"Bachelor's degree; 3.0 cumulative GPA on a 4.0 scale; International applicants must also have a TOEFL of 79, IELTS of 6.0, Duolingo of 105 or PTE of 53. Additional Admission Requirements: Resume - a current resume including your employment history, educational history, professional memberships, and community service. Statement of Purpose (500-1,000 words) - Discuss your motivation for pursuing the MHA degree at UHCL, what makes you a good fit for our program, and how the MHA degree will help you achieve your career goals. Address any unique circumstances you would like the Admissions Committee to consider.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Business,"$33,000 (Total Program Cost for Residents - Executive/Online Track)","$33,000 (Total Program Cost for Residents - Executive/Online Track)",,,,,,,"The Master of Healthcare Administration at University of Houston-Clear Lake is a professional graduate degree to prepare you for a leadership role in a wide variety of health services organizations. The program is offered in a traditional, face-to-face format in the Texas Medical Center and is designed to accommodate the schedules of working professionals. You'll build upon a foundation of core business management knowledge with specialized education in health care policy, law, finance, quality and strategy to solve the problems that face the U.S. healthcare system today. You'll gain practical experience through a required internship in a health care organization, and you'll complete a capstone course that integrates everything you've learned to solve a real-world problem.",,https://www.uhcl.edu/academics/degrees/healthcare-administration-mha,UHCL’s Master of Healthcare Administration is one of only two programs in the Houston area fully accredited by the Commission on Accreditation of Healthcare Management Education (CAHME).,,"Face-to-face track: Resident: $1,114.75/credit hour; Non-Resident: $1,618.75/credit hour (Fall 2024 rates)",,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,"$1,000",,Merit-based,,,,,,,
,Master of Science in Information Science,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,Not Required,REQUIRED,Graduate Application: Submit an application through the online portal. Application Fee: $50 for domestic students or $125 for international students. Transcripts: Submit official transcripts from every college or university you have attended. Test Scores: Standardized testing is not required. Additional Requirements: Two letters of recommendation; Resume (or CV); Letter of intent (250-500 words); Copy of teacher certification (if pursuing the School Librarian Certification). An interview may be required.,Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Human Sciences and Humanities,,,,,,,,"['School Librarian Certification', 'Library Science (Non-Certification)', 'Information Science']","Become a crucial part of any educational, public, or corporate setting with a Master of Science in Information Science from the University of Houston-Clear Lake.

Our fully online degree program is dedicated to graduating students who demonstrate the highest-level of professional ethics, a commitment to public service and the skills to excel in leadership roles. You’ll be prepared for a career in a wide variety of public and private institutions, including public schools, academic libraries, archives, public libraries, and other information centers. Our rigorous curriculum also offers a strong foundation to pursue a Ph.D.",,https://www.uhcl.edu/academics/degrees/school-library-information-science-ms,The School Librarian Certification program is accredited by the Texas State Board for Educator Certification (SBEC) and the Council for the Accreditation of Educator Preparation (CAEP).,,"Texas Resident: $676.75 (for one credit hour); Non-Resident: $1,201.75 (for one credit hour)",False,False,,4.0,3.0,"57.8% (Fall 2022, all graduate programs)",,,,,,,,,,,,,,,,,False,False,,,105,,,,6.0,,,53,,79,,,,,,,,,,,1000,,"University, Departmental, External",,,,,,,
,Master of Science in Exercise Physiology,,,,,Graduate,"Fall, Spring, Summer",,,,Not Required,Not Required,Not Required,REQUIRED,"New Student Admission
Graduate School Application: Submit a graduate application online through the UHCL Graduate Application Portal.
Application Fee: $50 ($125 for international applicants).
Official Transcripts: Official transcripts from every college or university attended are required.
GPA: A minimum 2.500 cumulative GPA on a 4.0 scale on the undergraduate degree.
Prerequisite Courses: Applicants must complete the following prerequisite coursework with a grade of ""C"" or better:
Anatomy and Physiology I and II with labs (8 hours)
General Chemistry I with lab (4 hours)
College Algebra or higher-level math (3 hours)
Statistics (3 hours)
One additional upper-level science course (3-4 hours)
GRE: GRE is not required for admission into this program.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Human Sciences and Humanities,"$5,027 per semester (Texas Resident); $10,103 per semester (Non-Resident)","$5,027 per semester (Texas Resident); $10,103 per semester (Non-Resident)",,,,,,,"Get your heart pumping with a career that helps people live longer, healthier lives. UHCL’s Exercise Physiology Master of Science will provide you with the advanced knowledge, skills and abilities to become a leader in the field of exercise science. This program provides students with opportunities to work directly with healthy individuals, as well as those with chronic diseases and disabilities in both a classroom and an applied setting. Our faculty will prepare you to be a competent allied health professional, and to sit for the American College of Sports Medicine’s Certified Clinical Exercise Physiologist certification exam. You will also be fully prepared to pursue a Ph.D. or other advanced degrees.",,https://www.uhcl.edu/academics/degrees/,The Exercise Physiology M.S. degree is accredited by the Commission on Accreditation of Allied Health Education Programs (CAAHEP).,,$306 per credit hour (Texas Resident Tuition); $714 per credit hour (Non-Resident Tuition). Note: This does not include mandatory fees.,False,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,"Up to $3,000",,Merit-based,,,,,,,
,Master of Science in Industrial Management,,,,,Graduate,"Fall, Spring, Summer",,,,,,GRE,REQUIRED,,,,,,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Human Sciences and Humanities,"$9,846.90/Year (Resident); $17,766.90/Year (Non-Resident)","$9,846.90/Year (Resident); $17,766.90/Year (Non-Resident)",,,,,,,"The Industrial-Organizational Psychology master's program from University of Houston-Clear Lake is designed to prepare you to enhance organizational performance and human well-being in the workplace. The curriculum combines theory and research with practical application to provide you with a solid foundation to launch your career as an I/O psychology practitioner. As a student in the program, you will develop marketable skills in areas such as employee selection, training, performance appraisal, and motivation.",,https://www.uhcl.edu/academics/degrees/industrial-organizational-psychology-ma,,,$547.05 (Resident); $987.05 (Non-Resident),,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,1000,,"Merit-based, Departmental",,,,,,,
,Master of Science in Computer Hardware Engineering,,,,,Graduate,,,,,Not Required,Not Required,GRE,REQUIRED,"A bachelor’s degree in computer engineering, electrical engineering or computer science, with a 3.0 GPA. Applicants without a bachelor’s degree in a related field but with significant coursework in engineering, science and mathematics can be considered on a case-by-case basis. GRE is not required for applicants with a BS degree in Computer Engineering, Electrical Engineering, or Computer Science from an ABET accredited institution with a GPA of 3.0 or greater. GRE is required for all other applicants.",Not Required,,False,False,True,True,True,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,"Gain hands-on experience in the analysis, design, and implementation of the hardware and software aspects of digital computers and digital systems with the Master of Science in Computer Hardware Engineering from the University of Houston-Clear Lake. You will develop expertise in the areas of embedded microprocessor systems design, programmable logic devices, computer architecture, robotics, computer networks and VLSI design. The program will also enhance your technical writing and communication skills, which are necessary for professional success.",,https://www.uhcl.edu/academics/degrees/,,,,False,True,,,,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,,,,,,,,,,
,Project Management Certificate,,,,,Graduate-Certificate,"Fall, Spring, Summer",,,,,,Not Required,REQUIRED,"To be considered for admission to a UHCL certificate program, you must: 1. Hold a baccalaureate or master's degree from a regionally accredited institution in the U.S. or a recognized international institution. 2. Have a cumulative GPA of at least 2.5 on a 4.0 scale. 3. Meet any additional program-specific requirements. Check the UHCL catalog for your program's admission requirements. How to Apply: 1. Complete the online application through ApplyTexas. 2. Pay the non-refundable application fee. 3. Submit all official transcripts from every college or university you have attended.",,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Business,9834,4464,,,,,,,"If you want to move up in your career, but you're not ready to commit to a graduate degree, a certificate from the University of Houston-Clear Lake's College of Business may be your perfect next step. A Project Management Certificate from UHCL will give you the tools you need to successfully manage a project's entire life cycle. You'll understand how to effectively manage people as well as how to integrate and manage cost, scheduling, quality, risk and procurement within a project. All courses in this certificate program are taught from the Project Management Body of Knowledge developed by the Project Management Institute (PMI)®. All are taught by faculty who are not only experienced, but also PMP® certified.",,https://www.uhcl.edu/academics/degrees/,,,"$372 per credit hour (Texas Resident, Graduate, College of Business - tuition only)",False,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,,,,6.0,,,53,,79,,,,,,,,,,,,,"Merit-based, Need-based",,,,,,,
,Management of Technology Certificate,,,,,Graduate-Certificate,"Fall, Spring, Summer",,,,Not Required,Not Required,Not Required,REQUIRED,"Be on 'good academic standing' at the last university you attended.
Submit your official transcripts from all colleges and universities you've attended.
Have earned a bachelor's degree from an accredited university.
Have a minimum 2.500 cumulative GPA on a 4.000 scale in all prior undergraduate and graduate coursework.
There is no GMAT/GRE requirement for the certificate program.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Science and Engineering,,,,,,,,,"Managers in technology-based organizations have to know how to navigate the challenges of fostering innovation, integrating technology into the existing business model and business strategy, as well as managing its implementation. This certificate program from the University of Houston-Clear Lake’s College of Business is an opportunity to explore and master these principles. Upon completion of this certificate, you will be able to more effectively plan, develop, and operate technology-based organizations.",,https://www.uhcl.edu/academics/degrees/,The College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International.,,Texas Resident: $273/credit hour (tuition only); Non-Resident: $686/credit hour (tuition only),False,False,,4.0,2.75,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,,,"Merit-based, Need-based",,,,,,,
,Distance Education Certificate,,,,,Graduate-Certificate,"Fall, Spring, Summer",,,,,,Not Required,REQUIRED,"Graduate Application: Submit an application to the Office of Admissions.
Application Fee: Pay the non-refundable application fee.
Official Transcripts: Submit official transcripts from all institutions attended.
GPA: Cumulative GPA of 2.5.",,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Education,6536.56,"Estimated $6,536.56 for the entire 12-credit-hour program (Texas Resident)",,,,,,,"As educational opportunities continue to evolve, the demand for well-trained distance educators grows. The University of Houston-Clear Lake's College of Education offers a Distance Education Certificate program that will prepare you to be an effective online instructor. Whether you teach in P-12, higher education or a corporate training setting, you will be prepared to integrate technologies to enhance teaching and learning through the design, development, delivery and management of distance learning. The certificate can be earned in conjunction with an Instructional Technology M.S. degree. This is a certificate program only. Completion of this certificate will not lead to teacher certification.",,https://www.uhcl.edu/academics/degrees/uhcl-distance-education-certificate,The College of Education is accredited by the Texas State Board for Educator Certification (SBEC). UHCL’s College of Education is one of the few Texas universities with dual accreditation by both SBEC and the Council for the Accreditation of Educator Preparation (CAEP).,,544.71,False,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,105,112.0,,,6.0,,,53,,79,,,,,,,,,,,"Up to $3,000",,"Merit-based, Need-based, Major-specific",,,,,,,
