Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"The Bilingual Education Advanced Certificate program provides certified teachers the opportunity to obtain a bilingual extension to their current NYS teaching certificate. Candidates will develop a strong foundation in the theory and practice of bilingual education in order to effectively meet the needs of bilingual learners in a variety of program models. Through a combination of coursework and field experiences, candidates will be prepared to implement culturally and linguistically sustaining pedagogies in their content area, to build partnerships with families and communities, and to serve as leaders and advocates for bilingual learners in all school settings.",https://www.brockport.edu/live/profiles/bilingual-education-cert,,Advanced Certificate,Bilingual Education (Advanced Certificate),https://www.brockport.edu/live/profiles/bilingual-education-cert
,The Bilingual Education master’s program is a 30-36 credit program that prepares certified teachers to work with bilingual students in a variety of settings. The program also leads to eligibility for New York State certification in Bilingual Education.,https://www.brockport.edu/academics/education-human-development/graduate/bilingual-education/,,,Master of Science in Education in Bilingual Education,https://www.brockport.edu/academics/graduate-programs/
,"A Master of Business Administration (MBA) is one of the most prestigious and sought after postgraduate degrees in the world. An MBA can benefit professionals in a variety of fields, including management, marketing, finance, and accounting. A SUNY Brockport MBA offers you a quality education and a strong return on your investment. We prepare our students for successful careers in business, non-profit, and government organizations. Flexible, personalized, and affordable. Take classes online or on campus. You choose which option is best for you on a class-by-class basis. Attend full- or part-time. Personalize your degree by selecting elective courses that match your career goals. Take advantage of our extensive alumni network, internship opportunities, and career services. All of this at an affordable SUNY price.",https://www.brockport.edu/academics/business_administration_graduate/,"The School of Business is accredited by AACSB International, The Association to Advance Collegiate Schools of Business. Less than five percent of business schools worldwide have earned this distinction.",Master of Business Administration,Master of Business Administration,https://www.brockport.edu/academics/graduate-programs/
,"The Master of Science in chemistry program is a research-based program designed to enhance the skills of the baccalaureate chemist, or to provide a basis for further study at the doctoral level. The program is flexible enough to allow students to concentrate in a sub-discipline in which they are most interested. All students are required to conduct original laboratory research in conjunction with one of the department’s research groups and to complete a written thesis.",https://www.brockport.edu/academics/chemistry-biochemistry/graduate/,,,Master of Science in Chemistry,https://www.brockport.edu/academics/graduate-programs/
,"Our Master of Science in Education in Childhood Inclusive Education is a 30-credit program that prepares you to meet the needs of a wide range of students in today's diverse classrooms. This program is for students who already hold an initial certification in childhood education (grades 1-6) and are looking for a master's degree that can lead to a professional certification in both childhood education and students with disabilities (grades 1-6). The program of study includes classes focusing on the unique needs of children with disabilities, literacy instruction, and research.",https://www.brockport.edu/live/profiles/childhood-inclusive-education-msed,,MSEd,Master of Science in Education in Childhood Inclusive Education,https://www.brockport.edu/live/profiles/childhood-inclusive-education-msed
,The Master of Science degree in college student affairs and development provides an opportunity for students interested in working in higher education to receive a professional education. The program’s mission is to educate professionals who are committed to creating systems that are accessible and equitable for all students. We use theory-to-practice and cohort-based models to prepare professionals who will engage with college students and challenge systems to bring about positive change. The program meets the academic standards of the Council for the Advancement of Standards in Higher Education (CAS) and aligns with the ACPA/NASPA Professional Competency Areas for Student Affairs Practitioners. This program is offered in a hybrid format. All classes have a combination of in-person and online instruction.,https://www.brockport.edu/academics/counselor-education/college-student-development/,The program meets the academic standards of the Council for the Advancement of Standards in Higher Education (CAS) and aligns with the ACPA/NASPA Professional Competency Areas for Student Affairs Practitioners.,,Master of Science in College Student Affairs & Development,https://www.brockport.edu/academics/graduate-programs/
,"The Master of Science in Computing Sciences program is designed for individuals who have an undergraduate degree in computer science or a related discipline and wish to deepen their knowledge and skills in this area. Our computing science graduate program provides students with a solid foundation in computer science through in-depth study of theory, software design, development and application of computers in a variety of fields. Students will learn how to: Apply theory to real-world problems. Master new technology. Work in a team. Take on leadership roles.",https://www.brockport.edu/academics/computer-science/graduate/,,Master,Master of Science in Computing Sciences,https://www.brockport.edu/academics/graduate-programs/
,"The Certificate of Advanced Study (CAS) in Creative Writing is an 18-credit post-baccalaureate program designed for students who are interested in creating a collection of original creative work while improving their creative writing skills and deepening their knowledge of the literary arts. The CAS in Creative Writing is ideal for students who wish to pursue a Master of Fine Arts in creative writing but may lack the creative writing coursework to be a strong candidate. It is also an excellent option for current teachers who want to strengthen their creative writing pedagogy. Classes are available in a variety of creative writing genres, including creative nonfiction, fiction, and poetry. Other course topics include studies in literary form and theory, as well as creative writing pedagogy.",https://www.brockport.edu/academics/english/graduate/creative_writing/,,,Creative Writing (Advanced Certificate),https://www.brockport.edu/academics/graduate-programs/
,"SUNY Brockport’s Doctor of Education (EdD) in Educational Leadership program is designed for practicing and aspiring P-12 school and district leaders. This innovative cohort-based program uses a practitioner-scholar model to develop students’ capacity to improve P-12 schools and districts. The program focuses on instructional leadership for equity, curriculum and instruction, organizational management, community relations, and leadership for social justice. This program is a member of the Carnegie Project on the Education Doctorate (CPED).",https://www.brockport.edu/academics/educational_leadership/edd/,,Doctoral,Doctor of Education in Educational Leadership,https://www.brockport.edu/academics/graduate-programs/
,,,,,Master of Arts in English – Creative Writing,https://cla.auburn.edu/english/programs/graduate-degrees/master-of-arts-in-english/creative-writing/
,"The MA in Literature at SUNY Brockport will develop your knowledge of literary history, theory, and criticism, while also honing your skills in close reading and scholarly writing. You’ll be prepared for advanced work in a doctoral program or for a variety of rewarding careers.",https://www.brockport.edu/academics/english/graduate/literature/,,MA,Master of Arts in English – Literature,https://www.brockport.edu/academics/graduate-programs/
,"The Master of Science in Environmental Science and Ecology is a research-based program that stresses an individualized, multidisciplinary approach to environmental problem solving. The program encourages students to combine aspects of environmental science, ecology, biology, chemistry, geology, physical science, and other related fields to create a program tailored to their specific interests and career goals. Students have the opportunity to collaborate with a faculty advisor and graduate committee of their choosing to create a unique curriculum and conduct thesis research on a topic of interest.",https://www.brockport.edu/academics/environmental_science/graduate/,,Master of Science,Master of Science in Environmental Science & Ecology,https://www.brockport.edu/academics/graduate-programs/
,"The Master of Healthcare Administration (MHA) program at SUNY Brockport prepares students for management and leadership careers in a wide range of healthcare settings, including hospitals, long-term care facilities, clinics, and community-based health organizations. Students learn to critically examine and evaluate issues and trends in the healthcare system. The curriculum is designed to provide both the breadth and depth of knowledge needed to succeed as a healthcare administrator. Courses emphasize healthcare organization, finance, reimbursement, law and ethics, quality improvement, and human resources. The MHA is a practice-based, professional degree. Students will apply classroom theory to the real-world in a culminating administrative internship in a healthcare organization of interest.",https://www.brockport.edu/academics/healthcare-studies/healthcare-administration-masters/,,Master,Master of Healthcare Administration,https://www.brockport.edu/academics/healthcare-studies/healthcare-administration-masters/
,"The Master of Science in Education in Higher Education Administration at SUNY Brockport is designed for individuals who seek or hold professional positions in administration and student support services at colleges and universities.

Our curriculum is aligned with the student affair standards established by the Council for the Advancement of Standards in Higher Education (CAS) and the American College Personnel Association (ACPA)/National Association of Student Personnel Administrators (NASPA). Students are taught by full-time faculty and student affairs administrators with extensive experience in the field.

Students are required to complete a minimum of one internship (3 credit hours) in an approved higher education setting. Those with limited or no prior higher education experience must complete two internships. In addition, there are many opportunities for volunteering, research, and professional development.

Students may also elect to complete a thesis on a higher education topic of interest, under the guidance of a faculty member.",https://www.brockport.edu/academics/counselor-education/higher-education-administration/,,Master of Science in Education,Master of Science in Education in Higher Education Administration,https://www.brockport.edu/academics/counselor-education/higher-education-administration/
,"The Master of Arts in History at SUNY Brockport offers students advanced training in historical study. Students in the program develop sophisticated research, writing, and analytical skills and expand their historical knowledge through coursework and independent study. The program prepares students for a variety of careers in fields such as secondary and post-secondary education, public history, and government service, as well as for further study in doctoral programs. The History M.A. program requires 30 credits of graduate work, including 24 credits of coursework and 6 credits dedicated to researching and writing a master’s thesis.",https://www.brockport.edu/academics/history/graduate/,,,Master of Arts in History,https://www.brockport.edu/academics/graduate-programs/
,"The MSEd in Instructional Design prepares students for a wide variety of exciting careers in all sectors (corporate, non-profit, K-12, and higher education). Instructional designers create a wide variety of learning solutions. Our program prepares instructional designers to work in the ever-changing and fast-paced world of learning and performance improvement by grounding them in the foundational theories and allowing them to create a wide variety of learning experiences, from mobile learning to virtual reality.",https://www.brockport.edu/academics/education-human-services/instructional-design/,,,Master of Science in Instructional Design,https://www.brockport.edu/academics/graduate-programs/
,"This 12-credit, fully online Advanced Certificate in Instructional Design at SUNY Brockport prepares students to design, develop, implement, and evaluate effective and engaging learning experiences. The certificate can be completed as a stand-alone program or taken as part of a master’s degree in Education. This certificate provides educators, instructional designers, and training specialists with the cutting-edge skills and knowledge required to design effective and engaging learning for K-12, higher education, and corporate/non-profit settings. Students will learn the essentials of instructional design, multimedia design and development, and project management. The program is built around the core competencies of the profession, including theoretical and practical foundations, planning and analysis, design and development, implementation and management, and evaluation and assessment.",https://www.brockport.edu/academics/education/instructional-design/,,Advanced Certificate,Instructional Design (Advanced Certificate),https://www.brockport.edu/academics/education/instructional-design/
,"The Master of Arts in Liberal Studies program is a graduate liberal studies program that allows students to study across the disciplines in the humanities, arts, natural sciences, and social sciences. It is an interdisciplinary program designed to meet the special needs and interests of individual students. The program provides a broad, interdisciplinary course of study for students who want to continue their education at the graduate level for intellectual enrichment, career advancement, or preparation for doctoral work.",https://www.brockport.edu/academics/liberal_studies/,,MA,Master of Arts in Liberal Studies,https://www.brockport.edu/academics/graduate-programs/
"B-6, 5-12, B-12","The Master of Science in Education in Literacy Education is for candidates who currently hold a teaching certificate and are seeking to further their knowledge in the field of literacy. Our graduates become literacy leaders in their schools and districts, literacy coaches, and classroom teachers with specialized knowledge in literacy. We offer three different tracks to meet the needs of our diverse graduate students: B-6, 5-12, and B-12. Each program is 30-credits and is offered fully online.",https://www.brockport.edu/academics/education-human-services/literacy-education/,The literacy education graduate programs are accredited by the Council for the Accreditation of Educator Preparation (CAEP).,,Master of Science in Education in Literacy Education Program,https://www.brockport.edu/academics/graduate-programs/
,"The Advanced Certificate in Local Government Management provides current and aspiring local government managers with the knowledge and skills necessary for a successful career as a public manager. Students will learn the fundamental skills of municipal management from expert faculty and practitioners in the field.

The Advanced Certificate program is ideal for part-time students who are currently employed by a local government and wish to take the next step in their careers. It can be completed in as little as 12 months. All courses are available in-person or online, providing maximum flexibility for working professionals. Full-time students can supplement their MPA or other graduate degrees with an Advanced Certificate, which allows students to develop specialized knowledge and skills that complement a graduate degree.",https://www.brockport.edu/academics/public-administration/local-government-management-advanced-certificate/,,Advanced Certificate,Local Government Management (Advanced Certificate),https://www.brockport.edu/academics/public-administration/local-government-management-advanced-certificate/
