QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
37,College of Professional Studies,,4.0,3.0,,"Fall, Spring, Summer",,,,,,,,"Federal Financial Aid, Institutional Financial Aid (Merit-based scholarships, Graduate Assistantships), External Scholarships and Grants","12-18 months (full-time), 24-36 months (part-time)",,Master of Science in Regulatory Affairs,https://graduate.northeastern.edu/programs/
38,College of Professional Studies,1.0,4.0,3.0,,"Fall, Spring, Summer",,,"$13,000/Year",,$650/credit,,25%,"Alumni, Service-based, Need-based, Employer-sponsored, Veteran's discount",18 months,,Master of Sports Leadership,https://cps.northeastern.edu/program/master-of-sports-leadership-boston/
,College of Engineering,,,3.0,,Fall,,January 15,"$31,230.00/Semester",,"$1,735",,,"Research Assistantships, Teaching Assistantships",,"$31,230.00/Semester",PhD in Bioengineering,https://graduate.northeastern.edu/programs/
,College of Engineering,,4.0,3.0,,Fall,,December 15,"$1,820 per semester hour (pre-candidacy); $3,250 per year (post-candidacy)",,1820,,,"Merit-based (Graduate Assistantships, Fellowships, Scholarships), Research Assistantships, Teaching Assistantships",5 years,,PhD in Chemical Engineering,https://graduate.northeastern.edu/programs/
,College of Social Sciences and Humanities,,4.0,3.0,,Fall,,,,,,Tuition waivers and stipend support,,"Teaching Assistantship, Merit-based",5 years,,PhD in Economics,https://graduate.northeastern.edu/programs/
37,College of Social Sciences and Humanities,2.0,,3.0,,Fall,,,,,,,100%,"Full tuition waiver, annual stipend, health insurance",5 to 6 years,,PhD in History,https://graduate.northeastern.edu/programs/
,College of Engineering,,4.0,3.0,,"Fall, Spring",,February 15 (for Fall admission),,,"$1,840 per credit hour",,100% (with assistantship/tuition waiver),"Research Assistantships, Teaching Assistantships, Fellowships, Scholarships",Typically 3-5 years,,PhD in Industrial Engineering,https://coe.northeastern.edu/wp-content/uploads/pdfs/coe/gse/registration/ie-phd-welcome.pdf
170,College of Science,,4.0,3.0,,Fall,,December 1,,,"$1,735/credit",,100% (for tuition),"Research Assistantships (RAs), Teaching Assistantships (TAs)",5 years,,PhD in Marine and Environmental Sciences,https://graduate.northeastern.edu/programs/
,College of Social Sciences and Humanities and Khoury College of Computer Sciences,2.0,4.0,3.3,,Fall,,December 15,,,,,100% of tuition,"Teaching assistantships, Research assistantships, Internal fellowships, External awards",5 years,,PhD in Network Science,https://graduate.northeastern.edu/programs/
235,Khoury College of Computer Sciences,1.0,4.0,3.0,,"Fall, Spring, Summer",September 2025,"February 15, 2026",,,"$3,384/credit",Full tuition remission and a stipend,100% of tuition for most full-time doctoral students,"Scholarships, Assistantships, Fellowships",Approximately five years,"$27,072/Semester",PhD in Personal Health Informatics,https://graduate.northeastern.edu/programs/
38,College of Science,,4.0,3.0,,"Fall, Spring",,,34200,,1900,,100% of tuition,"Graduate Assistantships, Research Assistantships, Teaching Assistantships, Administrative Assistantships, Fellowships",5 to 6 years,34200,PhD in Chemistry,https://catalog.northeastern.edu/graduate/science/chemistry-chemical-biology/chemistry-phd/chemistry-phd.pdf
Top 100 University Globally (QS World University Rankings),College of Engineering,,4.0,3.0,,"Fall, Spring",,,26000/Semester,,1730,"Full financial support (stipend, tuition waiver, and health insurance)",100% for tuition (implied by tuition waiver),"Stipend, Tuition Waiver, Health Insurance (as part of full financial support package)","4-5 years beyond bachelor's, or 3-4 years beyond master's",26000/Semester,PhD in Civil and Environmental Engineering,https://graduate.northeastern.edu/programs/
,College of Engineering,,,3.0,,Fall,,,,,,,100% (for tuition waiver for funded PhD students),"Research Assistantships, Teaching Assistantships, Fellowships",5-6 years,,PhD in Computer Engineering,https://graduate.northeastern.edu/programs/
,Khoury College of Computer Sciences,,4.0,3.0,,Fall,,,,,,,100%,"Teaching Assistantship, Research Assistantship, Tuition Waiver, Stipend",Approximately five years,,PhD in Computer Science,https://www.khoury.northeastern.edu/phd-programs/
,Bouvé College of Health Sciences,,,3.5,,Fall,"September 1, 2025","December 1, 2025",,,,,,Tuition Scholarship,,,PhD in Counseling Psychology,https://bouve.northeastern.edu/programs/counseling-psychology-phd/
39,College of Social Sciences and Humanities,2.0,4.0,3.0,,Fall,,,"$29,916/Semester",,"$1,662/semester hour","Full tuition ($29,916/semester) plus competitive living stipend and health insurance",100% (for tuition),"Research Assistantships, Teaching Assistantships, Fellowships",5 years,"$29,916/Semester",PhD in Criminology and Justice Policy,https://graduate.northeastern.edu/programs/
,,,,,,,,,,,,,,,,,PhD in Cybersecurity,https://computing.nova.edu/degrees/doctoral/cybersecurity-management.html
,Bouvé College of Health Sciences,,4.0,3.0,,Fall,,"December 15, 2025","$29,050/Semester",,"$1,745/credit hour",,More than 75% receive full tuition waiver and stipend,"Teaching Assistantships, Research Assistantships, Fellowships",4–5 years (full-time study),"$29,050/Semester",PhD in Pharmaceutics and Drug Delivery,https://catalog.northeastern.edu/graduate/health-sciences/pharmacy/pharmaceutics-drug-delivery-phd/
37,Bouvé College of Health Sciences,2.0,4.0,3.0,,Fall,,,,,,,,"Funding package (includes stipend, tuition, and health benefits)",4–5 years (full-time),"Tuition is typically covered by a funding package for admitted PhD candidates, which includes a stipend and health benefits.",PhD in Pharmacology,https://bouve.northeastern.edu/programs/pharmacology-phd/
,College of Science,,4.0,3.0,,Fall,,,,,"$1,914",,,"Merit-based, Research Assistantship, Teaching Assistantship",5 years,,PhD in Physics,https://graduate.northeastern.edu/programs/
,College of Social Sciences and Humanities,,,3.0,,Fall,,,27000,,"$1,750/semester hour",,,"Teaching Assistantships, Research Assistantships",5 to 7 years,"$27,000/Semester",PhD in Political Science,https://graduate.northeastern.edu/programs/
37 (QS World University Rankings 2024),College of Science,2.0,4.0,3.0,,Fall,,,0,,1805,,100,"Assistantship (Teaching Assistant, Research Assistant), Tuition Waiver","4-6 years (4-5 years with a master's, 5-6 years with a bachelor's)",0,PhD in Population Health,https://pfascentral.org/events/job-notice-of-recruitment-for-population-health-phd-applicants-in-environmental-health-at-northeastern-university
375,College of Science,,4.0,3.0,,Fall,August 2025,"December 1, 2025","$28,710/Semester",,"$1,914 per semester credit hour",,100% of tuition,"Tuition waiver, Teaching Assistantship, Research Assistantship, Fellowships",5 years,"$28,710/Semester",PhD in Psychology,https://catalog.northeastern.edu/graduate/science/psychology/psychology-phd/
,College of Social Sciences and Humanities,,4.0,3.0,,Fall,,,,,"$1,970/semester hour","$137,900 (full tuition waiver for 70 semester hours)",100%,"University Funding (Full Tuition Waiver, Competitive Stipend, Health Insurance)",5 years,"$1,970/semester hour",PhD in Public Policy,https://graduate.northeastern.edu/programs/
388,College of Professional Studies,,4.0,3.0,,"Fall, Spring, Summer",,,,,$990 per semester hour,,,"Dean's Scholarships, Northeastern University Double Husky Scholarship, Alumni Scholarship, NU Employee Tuition Remission, Veteran Benefits",,"$11,880/Program",Graduate Certificate in Experiential PhD Leadership,https://catalog.northeastern.edu/graduate/phdprograms/experiential-phd/
196,College of Professional Studies,1.0,4.0,3.0,,"Fall, Spring, Summer",,,,,965 per semester hour,,,"College-specific, Department-specific, External",Three years,15440,Graduate Certificate in Global Doctoral Research,https://catalog.northeastern.edu/graduate/additional-programs/global-doctoral-research-graduate-certificate/global-doctoral-research-graduate-certificate.pdf
37,College of Engineering,2.0,4.0,3.0,,"Fall, Spring",,,"$20,808/Program",,"$1,734/credit",,,Merit-based,12-24 months (part-time),"$20,808/Program",Graduate Certificate in Postsecondary Teaching,https://catalog.northeastern.edu/graduate/additional-programs/professional-studies-dps/
37,"College of Arts, Media and Design",,4.0,3.0,,"Fall, Spring, Summer",,,21060,,"$1,755/credit hour (2023-2024 academic year)",,,"Merit-based (for fellowships/assistantships), various external scholarships",,21060,Certificate in 3-D Animation,https://graduate.northeastern.edu/programs/
,D'Amore-McKim School of Business,1.0,4.0,3.0,,"Fall, Spring, Summer",,,,,,,approximately 25% of tuition,Merit scholarships,Full-time: 9-16 months (2-3 semesters). Part-time: 18-24 months. Total 30 semester hours.,,Master's in Accounting,https://graduate.northeastern.edu/programs/
197,D'Amore-McKim School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,,,"1,805",,,Merit-based,,"$21,660/Program",Certificate in Accounting and Financial Decision Making,https://catalog.northeastern.edu/graduate/business/certificate-programs/accounting-financial-decision-making-graduate-certificate/accounting-financial-decision-making-graduate-certificate.pdf
375,D'Amore-McKim School of Business,2.0,4.0,3.0,,"Fall, Spring",,,"$76,680/Year",,"$1,805 - $1,920 per credit hour",,,"Merit-based, Dean's Scholarships",15 months,"$76,680/Year",Master's in Accounting/MBA,https://graduate.northeastern.edu/programs/
229,Bouvé College of Health Sciences,,4.0,3.0,,"Fall, Spring",,,"$26,175/Year",,"$1,745/credit",,,"Merit-based, Tuition remission (assistantships), Federal Aid, External",3-6 years,"$26,175/Year",Master's in Adult-Gerontology Acute Care Nursing,https://www.youtube.com/watch?v=O-fF3X4Fops
341,Bouvé College of Health Sciences,,4.0,3.0,,"Fall, Spring",,,"$28,880/Semester",,"$1,805/Credit Hour",,,"Research Assistantships, Teaching Assistantships, Partial Tuition Waivers",1 year (full-time) or 1.5-2 years (part-time),"$28,880/Semester",Certificate in Adult-Gerontology Acute Care Nursing,https://www.youtube.com/watch?v=O-fF3X4Fops
200,Bouvé College of Health Sciences,1.0,4.0,3.0,,"Fall, Spring, Summer",,,38040,,1902,,,"Merit-Based Scholarships, Graduate Assistantships, Research Assistantships, Teaching Assistantships, External Scholarships and Fellowships, Veterans Benefits",,38040,Certificate in Adult-Gerontology Primary Care Nursing,https://research.com/advice/admission-requirements-for-adult-gerontology-primary-care-nurse-practitioner-degree-programs
,"College of Engineering, Mechanical and Industrial Engineering",,,3.0,,"Fall, Spring, Summer",,,,,,,,Merit-based,16 to 24 months,,Master's in Advanced and Intelligent Manufacturing,https://catalog.northeastern.edu/graduate/engineering/mechanical-industrial/advanced-intelligent-manufacturing-ms/advanced-intelligent-manufacturing-ms.pdf
374,Khoury College of Computer Sciences,0.0,4.0,3.0,,"Fall, Spring, Summer",,,"$27,744/Year",,"$1,734 per credit hour",,,"Merit-based scholarships, Fellowships, Assistantships, Tuition Waivers",Approximately one year,,Certificate in Agile Project Management,https://graduate.northeastern.edu/programs/
,"College of Engineering, Khoury College of Computer Sciences",,4.0,3.0,,"Fall, Spring, Summer",,,"$28,800/Year",,"$1,800/Credit",,,"Merit-based, Assistantships, Federal financial aid",1 year,"$28,800/Year",Certificate in AI Applications,https://graduate.northeastern.edu/programs/
