Program name,Program Page url
"Innovation and Entrepreneurship, B.S.B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Interdisciplinary Studies, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"International Business, B.S.B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"International Studies, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Japanese, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Journalism, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Law, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Management, B.S.B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Marketing, B.S.B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Mathematics, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Mechanical and Manufacturing Engineering Technology, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Mechatronics Engineering Technology, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Middle Grades Education (5-9), B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Music, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Neuroscience, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Organizational Leadership, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Philosophy, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Physical Education and Health (Leading to P-12 Teaching Certification), B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Physical Education and Health (Non-Certification Track), B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Physics, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Physics, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Political Science, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Psychological Science, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Psychological Science, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Public Relations, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Radiation Therapy, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Radiologic Science, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Respiratory Care, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Respiratory Care Completion Program, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Sales, B.S.B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Secondary Education (8-12/P-12), B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Sociology, B.S.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Spanish, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
Special Education (P-12) B.A.,https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Sports Business and Event Management, B.S.B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Theatre, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
"Visual Communication Design, B.A.",https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
(The list of minors was not available in the provided search results and therefore is not included in this output.)*,https://onlinecatalog.nku.edu/content.php?catoid=27&navoid=4058
