QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Science,,4.0,2.0,79%,Fall 2026,,,"In-State: $7,377.90/Year, Out-of-State: $21,894.90/Year",,"In-State: $307.45/Credit, Out-of-State: $912.45/Credit",,,"Merit-based, Need-based, Departmental",4 years (120 credit hours),"In-State: $7,377.90/Year, Out-of-State: $21,894.90/Year",Bachelor of Science in Environmental Science,https://academics.charlotte.edu/program/earth-and-environmental-sciences-b-s-on-campus/
,,,4.0,2.0,79%,Fall 2026,,,"In-state: $3,812/year; Out-of-state: $19,049/year (2024-2025 Undergraduate Tuition)",,In-state: $158.83/credit hour; Out-of-state: $793.71/credit hour (2024-2025 Undergraduate Tuition),,,"Merit-based, Need-based",4 years (120 credit hours minimum),"In-state: $3,812/year; Out-of-state: $19,049/year (2024-2025 Undergraduate Tuition)",Bachelor of Science in Information Science,https://infosci.cornell.edu/bachelor-science-information-science
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,,,,,4 years,,Bachelor of Science in Mathematics,https://catalog.unc.edu/undergraduate/programs-study/
,College of Science,,4.0,2.0,79.7%,Fall 2026,,,22674.1,,$821.84/credit hour (Non-Resident),,,"Merit-based, Need-based",4 years,"$22,674.10/Year (Non-Resident)",Bachelor of Science in Neuroscience and Neurobiology,https://biology.charlotte.edu/programs/undergraduate-programs/majors/
,School of Nursing,1.0,4.0,2.8,,,,,"In-State: $4,812 per term; Out-of-State: $11,417 per term (based on 2023-2024 rates, includes a $1,000/term program fee for Upper-Division Nursing)",,In-State: $317.67 per credit hour; Out-of-State: $868.08 per credit hour (based on 2023-2024 rates),,,"Merit-based, need-based",4 years,"In-State: $4,812 per term; Out-of-State: $11,417 per term (based on 2023-2024 rates, includes a $1,000/term program fee for Upper-Division Nursing)",Bachelor of Science in Nursing,https://catalog.unc.edu/undergraduate/programs-study/
,College of Health and Human Services,,4.0,2.5,,Fall 2026,,,"In-state: $7,622/Year; Out-of-state: $22,294/Year",,In-state: $317.54; Out-of-state: $928.92,,,"Merit-based, need-based",120 credit hours,"In-state: $7,622/Year; Out-of-state: $22,294/Year",Bachelor of Science in Physical Education Teaching and Coaching,https://catalog.unc.edu/undergraduate/programs-study/
,College of Liberal Arts & Sciences,,4.0,2.0,,,,,"$7,376/Year (NC Resident), $20,820/Year (Non-NC Resident)",,"$307.34/Credit (NC Resident), $867.50/Credit (Non-NC Resident)",,,"Merit-based, Need-based",4 years,"$7,376/Year (NC Resident), $20,820/Year (Non-NC Resident)",Bachelor of Science in Physics,https://catalog.unc.edu/undergraduate/programs-study/
,College of Health and Human Services,,4.0,2.5,,Fall 2026,,,"$7,747/Year (NC Resident), $23,553/Year (Non-NC Resident)",,"$317.67/credit hour (NC Resident), $1,556.58/credit hour (Non-NC Resident)",,,"Merit-based, Need-based",120 credit hours,"$7,747/Year (NC Resident), $23,553/Year (Non-NC Resident)",Bachelor of Science in Public Health in Community and Global Public Health,https://catalog.unc.edu/undergraduate/programs-study/
901-950,College of Science,,4.0,2.0,,Fall 2026,"August 1, 2025","February 1, 2026","In-State: $9,804/year; Out-of-State: $40,980/year",,"In-State: $312.25/credit (tuition only); Out-of-State: $1,611.25/credit (tuition only)","Merit awards for first-year students range from $3,000/year to full-ride scholarships.",,"Merit-based, Need-based, Major-specific",4 years,"In-State: $9,804/year; Out-of-State: $40,980/year",Bachelor of Science in Statistics,https://academics.charlotte.edu/program/mathematics-statistics-concentration-b-s-on-campus/
,College of Liberal Arts & Sciences,,4.0,2.0,,,,,,,,,,,20 credit hours,,Minor in Aerospace Studies,https://catalog.unc.edu/undergraduate/programs-study/
,College of Humanities & Earth and Social Sciences,,4.0,2.0,,,,,"$3,812/Year (in-state); $19,058/Year (out-of-state)",,$158.83/credit hour (in-state); $794.08/credit hour (out-of-state),,,"Merit-based, Need-based",,"$3,812/Year (in-state); $19,058/Year (out-of-state)",Minor in African American and Diaspora Studies,https://catalog.unc.edu/undergraduate/programs-study/
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,"$3,819.00/Year (NC Resident), $19,036.00/Year (Non-NC Resident)",,"$318.25/credit hour (NC Resident), $1,586.33/credit hour (Non-NC Resident)",,,"Merit-based, Need-based",,,Minor in African Studies,https://catalog.unc.edu/undergraduate/programs-study/
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,,,,,,,Minor in American Indian and Indigenous Studies,"https://www.google.com/search?q=time+in+Charlotte,+NC,+US"
801-850,College of Humanities & Earth and Social Sciences,,4.0,2.0,79.2% (Fall 2023),,,,,5041,,,,"Merit-based, Need-based, Departmental",,,Minor in American Studies,https://academics.charlotte.edu/program/american-studies-minor-on-campus-online/
,College of Humanities & Earth and Social Sciences,,4.0,2.0,,Fall 2026,,,,,,,,"Scholarships, grants, loans, and work-study",,,Minor in Anthropology,https://catalog.unc.edu/undergraduate/programs-study/
,The William States Lee College of Engineering,,4.0,2.0,,,,,,,,,,,,,Minor in Applied Sciences and Engineering,https://catalog.unc.edu/undergraduate/programs-study/
,College of Humanities & Earth and Social Sciences,,4.0,2.0,,,,,,,,,,"Language Study, Study Abroad",,,Minor in Arabic,https://languages.charlotte.edu/programs/undergraduate-programs/arabic-studies-minor/
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based",,,Minor in Archaeology,https://catalog.unc.edu/undergraduate/programs-study/
,College of Arts + Architecture,,4.0,2.0,,,,,,,,,,Merit-based,18 credit hours,,Minor in Art History,https://catalog.unc.edu/undergraduate/programs-study/
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based",,,Minor in Asian Studies,https://catalog.unc.edu/undergraduate/programs-study/
901-950,Cato College of Education,,4.0,2.75,79.4%,Fall 2026,,,,,"$317.63/credit (in-state), $869.13/credit (out-of-state)","Up to $5,000",,"Merit-based, Need-based",18 credit hours,"$7,623/Year (in-state), $20,859/Year (out-of-state)",Minor in Baccalaureate Education in Science and Teaching (BEST),https://education.charlotte.edu/academic-programs/undergraduate-degrees/
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,$289.00/credit (in-state); $927.00/credit (out-of-state),,,"Merit-based, need-based, talent-based",18 credit hours,,Minor in Behavioral Sciences,https://healthpsych.charlotte.edu/concentration-areas/general/
,College of Science,,4.0,2.0,,Fall 2026,,,"$7,783.00/Year (in-state); $22,847.00/Year (out-of-state)",,$138.89/credit (in-state tuition); $711.21/credit (out-of-state tuition),,,"Merit-based, special talent, or financial need",18-20 credit hours,"$7,783.00/Year (in-state); $22,847.00/Year (out-of-state)",Minor in Biology,https://catalog.unc.edu/undergraduate/programs-study/
,College of Computing and Informatics and College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,$326.31/credit (In-state) or $912.52/credit (Out-of-state),,,"Merit-based, Need-based",,"$7,831.50/Year (In-state) or $21,900.50/Year (Out-of-state)",Minor in Bioinformatics,"https://www.google.com/search?q=time+in+Charlotte,+NC,+US"
801-850,Belk College of Business,,4.0,2.5,,Fall 2026,,,"NC Resident: $3,927/semester; Non-Resident: $11,895/semester (for 12+ credit hours)",,NC Resident: $213.69/credit hour; Non-Resident: $879.31/credit hour,,,"University-wide, College/departmental, External",,"NC Resident: $3,927/semester; Non-Resident: $11,895/semester (for 12+ credit hours)",Minor in Business Administration,https://www.colorado.edu/academics/minor-business
,College of Liberal Arts & Sciences,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based",,,Minor in Chemistry,https://catalog.unc.edu/undergraduate/programs-study/
