Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
"Greek, Latin, Combined Greek and Latin","The Bachelor of Arts in Classics with concentrations in Greek, Latin, or Combined Greek and Latin trains students in the languages, literatures, and cultures of ancient Greece and Rome. Through coursework in language, literature, ancient history, and classical civilization, students develop sophisticated skills in literary analysis, historical investigation, and comparative cultural analysis, as well as a rich understanding of the cultures that continue to shape Western civilization. By focusing on critical inquiry into ancient texts and cultures, the Classics Major fosters intellectual growth and provides excellent preparation for further study in a wide range of fields, from law to literature, archaeology to history, and theology to art history, as well as for careers in teaching, research, and public service. Graduates of the Classics Major also pursue careers in fields such as government, business, and journalism.",https://catalog.unc.edu/undergraduate/programs-study/classics-major-ba-greek-latin/,,"Bachelor of Arts in Classics – Greek, Latin, and Combined Greek and Latin",https://catalog.unc.edu/undergraduate/programs-study/classics-major-ba-greek-latin/classics-major-ba-greek-latin.pdf,
,"Communication Studies is a dynamic and expanding academic discipline that explores the ways humans create and interpret messages. It is a vital field of study, particularly in an age of globalization and increasing dependence on mediated interactions. The mission of the Department of Communication Studies at UNC Charlotte is to provide students with a broad-based, liberal arts education that prepares them to be effective and ethical communicators in a diverse society. The Department provides students with a theoretically-grounded and practically-oriented understanding of human communication in interpersonal, organizational, cultural, and public contexts. Graduates are prepared for a variety of careers in business, government, non-profit organizations, and education. Many graduates also pursue advanced degrees in Communication, Law, Business, and other fields.",https://catalog.unc.edu/undergraduate/programs-study/communication-studies-ba/,,Bachelor of Arts in Communication Studies,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Bachelor of Arts (B.A.) in Computer Science degree provides students with a broad and flexible education in computer science, suitable for those interested in computing within an interdisciplinary context, or those seeking a more liberal arts-oriented approach to their computer science education. This degree is especially well-suited for students who plan to combine their computer science expertise with a minor or second major in another discipline. The curriculum offers a solid foundation in computer science theory and practice, with an emphasis on interdisciplinary applications and problem-solving skills. Students completing the B.A. degree are well-prepared for a variety of careers in computing and related fields, or for further study at the graduate level.",https://catalog.unc.edu/undergraduate/programs-study/computer-science-ba/,,Bachelor of Arts in Computer Science,https://catalog.unc.edu/undergraduate/programs-study/,
,"Data Science is an exciting, interdisciplinary field at the intersection of mathematics, statistics, and computer science. The Bachelor of Arts in Data Science degree is housed in the College of Computing and Informatics, but includes a broad array of courses in the College of Liberal Arts & Sciences, the Belk College of Business, and the College of Computing and Informatics. The curriculum is designed to educate students who want to develop strong analytical and quantitative skills that are essential in today’s data-driven world. Students will be trained to analyze, interpret, and communicate insights from complex data sets. These skills are highly sought after in various industries, including technology, finance, healthcare, and government. Through a combination of theoretical knowledge and hands-on experience, students will be prepared for a variety of entry-level positions in the growing field of data science or for graduate study.",https://catalog.unc.edu/undergraduate/programs-study/data-science-ba/,,Bachelor of Arts in Data Science,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Bachelor of Arts in Drama program is designed to provide students with a broad and balanced education in theatre. Students study theatre history, literature, theory, and performance. The program prepares students for a variety of career paths in theatre, education, and related fields, or for graduate study.",https://catalog.unc.edu/undergraduate/programs-study/theatre/drama-ba/,,Bachelor of Arts in Drama,https://catalog.unc.edu/undergraduate/programs-study/,
,"Economics is about how societies deal with the problem of scarcity. All societies face the fundamental problem that human wants exceed the ability of resources to satisfy them. Economists examine how societies allocate their scarce resources to produce and distribute goods and services. A student pursuing an Economics B.S. degree will be introduced to a wide array of topics, including economic theory, econometrics, labor economics, public economics, international economics, industrial organization, money and banking, and economic history. Economics majors at UNC Charlotte learn to think critically and analytically about many complex economic and social issues. They are prepared for a diverse set of careers in both the private and public sectors as well as for graduate study in economics, business, or law. The Department of Economics is committed to academic excellence in both its undergraduate and graduate programs. Our faculty are active researchers, publishing in the top journals in their fields. This commitment to scholarship creates a dynamic and exciting learning environment for students. The Department is committed to providing its students with the analytical and quantitative skills that are essential for success in today’s demanding global economy.",https://academics.charlotte.edu/program/economics-b-s-on-campus/,,Bachelor of Arts in Economics,https://academics.charlotte.edu/program/economics-b-s-on-campus/,
Elementary Education,"The Bachelor of Arts in Elementary Education program prepares candidates to teach in kindergarten through sixth grade public school classrooms in North Carolina. The curriculum provides a strong foundation in liberal arts and sciences, in addition to professional studies courses designed to meet licensure requirements. A field experience component is required in each professional studies block. The program provides the knowledge and skills necessary to ensure effective teaching and learning for all students.",https://teal.charlotte.edu/undergraduate-programs/college-of-education/elementary-education-ba,"The Cato College of Education at UNC Charlotte is accredited by the Council for the Accreditation of Educator Preparation (CAEP) for a period of seven years, from Spring 2021 to Spring 2028. The Cato College of Education is also approved by the North Carolina State Board of Education for the preparation of teachers and other school personnel.",Bachelor of Arts in Education,https://teal.charlotte.edu/undergraduate-programs/,
,"The Bachelor of Arts in English provides students with an extensive introduction to the literary and cultural traditions of English, American, and other literatures in English. Through rigorous coursework, students hone skills in critical reading, analysis, and interpretation; develop sophisticated research abilities; and become articulate and persuasive writers. These skills are essential for successful careers in diverse fields such as law, education, publishing, journalism, technical writing, public relations, arts and nonprofit administration, and business. The English major also provides excellent preparation for graduate study in English and other humanities fields. The Department of English faculty includes award-winning teachers, researchers, and mentors, and the department regularly offers a wide range of courses in literary study, film, popular culture, critical theory, linguistics, rhetoric, and composition. Our curriculum is designed to give students a broad exposure to literary history and theory while allowing them to specialize in areas of particular interest to them. In addition to our B.A. degree, we offer a minor in English and a graduate certificate in English. We encourage students interested in teaching secondary education to consider the English major in conjunction with the UNC Charlotte Cato College of Education’s graduate program in secondary English education.",https://catalog.unc.edu/undergraduate/programs-study/english-ba/,,Bachelor of Arts in English,https://catalog.unc.edu/undergraduate/programs-study/,
,"Students pursuing the BA in Russian and Eastern European Studies (REES) undertake a cross-disciplinary investigation of the languages, history, culture, politics, and economics of this region. The program is flexible, allowing students to tailor their studies to their individual interests by choosing a track; for example, one emphasizing the Russian dimension of the region; the other emphasizing the East European dimension. With Russian as the common element, language study begins with intensive courses at Tufts, or students can transfer credits from other institutions. REES majors typically pursue a second major or minor. Many REES majors complete their language and cross-cultural requirements during a summer, semester, or year abroad in Russia or Eastern Europe. The program prepares students for a wide variety of careers including government, international business, journalism, NGOs, education, and graduate studies.",,,Bachelor of Arts in European and Russian Studies,https://as.tufts.edu/ilcs/academics/majors/ba-russian-eastern-european-studies,BA
,The Bachelor of Arts in French program allows students to combine a broad liberal arts education with specialization in the French language and in the cultures of French-speaking countries around the world. Graduates are prepared for careers that require the ability to communicate across cultures in French and English and a knowledge of the cultures of the French-speaking world. A major in French can also be combined with teacher licensure. French majors are strongly encouraged to combine their studies with another major or minor.,https://languages.charlotte.edu/french/bachelor-arts-french,,Bachelor of Arts in French,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQECdm4bHjl7WpVnQ7trMgryZ9eF_a-95LrIKzBah5xcKh5p9LQLR2nkE6oYxM0mflQxAfvn05mewR_oHXNlOLbmnUwpMFlLMdAJWVPUXH66ZjnpCnJyiCMyY9r1leVt8Dtol6EoROn0E00UfjWmtkNEee3LzdV5MKmEsYRERdVF0H8Q41VqlnZ50Pl3n176FhcpjR7nbgF4aw_obJr7IcnSJe_dMmOV2BL-K1abu5PPtR8=,
"Environmental Studies Concentration, Geographic Information Science Concentration","The Bachelor of Arts (B.A.) in Geography and Environment provides students with an understanding of Earth's physical and human systems and the interconnections between them. Through their coursework, students learn how to analyze geographical phenomena at multiple scales (local to global), understand various environmental processes, analyze population and cultural patterns, develop analytical and critical thinking skills, and learn geographic techniques such as cartography, remote sensing, and Geographic Information Systems (GIS). The program offers two concentrations: Environmental Studies and Geographic Information Science.

Degree Program Objectives:

*   Examine Earth's environmental and human systems and the interactions between them.
*   Demonstrate knowledge of the methods and theories of human geography.
*   Demonstrate knowledge of the methods and theories of physical geography.
*   Demonstrate an understanding of methods and technologies used in geographic research and analysis.
*   Understand and explain patterns and processes of environmental change, particularly in the context of sustainability and social justice.",https://catalog.unc.edu/undergraduate/programs-study/geography-earth-sciences/geography-environment-ba/,,Bachelor of Arts in Geography and Environment,https://catalog.unc.edu/undergraduate/programs-study/,BA
Earth Science Concentration,"Geological Sciences is the study of the Earth's materials and processes. Geologists study natural hazards such as earthquakes, landslides, and volcanic eruptions; natural resources such as water, fossil fuels, and mineral deposits; and environmental problems such as groundwater contamination and coastal erosion. The curriculum provides students with a strong background in Earth science and prepares them for professional careers or graduate studies. The department offers two degrees: the Bachelor of Arts (BA) in Geological Sciences and the Bachelor of Science (BS) in Geological Sciences. The BA degree is recommended for students who want to combine a general background in Earth science with a broad liberal arts education, pursue a second major or minor, or are interested in careers in secondary science education, environmental law, science writing, or business. The BS degree is recommended for students who plan to pursue a professional career in geology or graduate studies in geology or a related field. Both degrees provide students with a strong background in Earth science fundamentals and quantitative skills necessary to address complex problems related to the Earth.",https://catalog.unc.edu/undergraduate/programs-study/earth-sciences/geological-sciences-ba-major/,,Bachelor of Arts in Geological Sciences – Earth Science Concentration,https://catalog.unc.edu/undergraduate/programs-study/,
German Studies Concentration,"The Bachelor of Arts in Germanic and Slavic Languages and Literatures provides a strong background in German language, literature, and culture, while also giving students an opportunity to study a Slavic language and culture. The German Studies Concentration offers students an in-depth study of German language, literature, and culture (including film, history, and contemporary society) while also allowing them to study Russian, a related language, and its culture. Through a strong program of study, students develop advanced German language skills, critical thinking abilities, and an appreciation for other cultures. The program prepares students for careers in fields such as business, education, government, translation, and international relations, or for continued study in graduate school. Students have the opportunity to study abroad, participate in internships, and engage in undergraduate research.",https://catalog.unc.edu/undergraduate/programs-study/germanic-slavic-languages-literatures-ba/german-studies-concentration/,,Bachelor of Arts in Germanic and Slavic Languages and Literatures – German Studies Concentration,https://catalog.unc.edu/undergraduate/programs-study/,
Russian Language and Culture Concentration,"The Bachelor of Arts in Germanic and Slavic Languages and Literatures is a degree program designed to provide students with advanced proficiency in German or Russian, as well as a comprehensive understanding of the literature, history, and culture of the German-speaking and Russian-speaking worlds. The program aims to foster critical thinking, analytical skills, and cross-cultural competence, preparing students for careers in diverse fields such as education, international business, diplomacy, translation, and graduate studies. Students choose one of two concentrations: German Language and Culture or Russian Language and Culture. Both concentrations emphasize rigorous language training complemented by in-depth study of relevant literary, historical, and cultural topics. Through immersive coursework and opportunities for study abroad, students develop a nuanced appreciation for linguistic and cultural diversity, equipping them to engage effectively with global challenges and opportunities.",https://catalog.unc.edu/undergraduate/programs-study/germanic-slavic-languages-literatures-ba/,,Bachelor of Arts in Germanic and Slavic Languages and Literatures – Russian Language and Culture Concentration,https://catalog.unc.edu/undergraduate/programs-study/,
Slavic and East European Studies Concentration,"The Bachelor of Arts in Germanic and Slavic Languages and Literatures offers concentrations in German Studies, Russian Studies, and Slavic and East European Studies. All concentrations include instruction in the relevant languages, literatures, and cultures in depth, as well as an interdisciplinary exploration of the region’s history, politics, and related fields. In all concentrations, students are encouraged to participate in study abroad programs in Germany, Russia, or other relevant countries in order to achieve the necessary linguistic proficiency and cultural competency.",https://catalog.unc.edu/undergraduate/programs-study/germanic-slavic-languages-literatures-ba/,,Bachelor of Arts in Germanic and Slavic Languages and Literatures – Slavic and East European Studies Concentration,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Bachelor of Arts in Global Studies offers students a deep and critical understanding of the forces and factors that shape the interconnected contemporary world. The program is inherently interdisciplinary, drawing on a range of humanities and social science fields to provide a comprehensive approach to global issues. Students choose one of seven concentrations, each allowing for a more in-depth study of a particular region or cross-cutting theme. In all concentrations, students will cultivate critical thinking, communication, and research skills through rigorous coursework, foreign language study, and experiential learning opportunities. All students complete a required study abroad or international internship experience, equipping them with practical intercultural skills and knowledge. The program prepares students for careers in government, non-governmental organizations (NGOs), international business, and education, as well as for graduate study in related fields.",https://catalog.unc.edu/undergraduate/programs-study/global-studies-ba/,,Bachelor of Arts in Global Studies,https://catalog.unc.edu/undergraduate/programs-study/,
,,,,Bachelor of Arts in Haitian Creole,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Hindi-Urdu program at UNC Charlotte offers students the opportunity to learn modern standard Hindi and Urdu, the two most prominent languages of South Asia, and gain familiarity with the cultures of the Hindi-Urdu speaking world. These languages are grammatically very similar; the main difference is their writing systems, which are respectively Devanagari and Perso-Arabic. The Hindi-Urdu major can lead to a Bachelor of Arts (B.A.) degree, while the minor can complement a major in another discipline such as political science, history, international studies, or religious studies. With around half a billion speakers, Hindi-Urdu is the fourth most commonly spoken language in the world, and there is a growing demand for trained professionals with knowledge of Hindi-Urdu in fields such as business, foreign service, education, and social work. Our program offers five levels of language training as well as courses in culture and literature, making it among the most comprehensive Hindi-Urdu programs in the southeastern United States.",https://languages.charlotte.edu/academics/undergraduate-programs/hindi-urdu/,,Bachelor of Arts in Hindi-Urdu,https://languages.charlotte.edu/student-opportunities/scholarships/,
,"The Bachelor of Arts in History program exposes students to a wide range of human experience and helps them develop skills fundamental to any profession requiring clear thinking and communication. The curriculum emphasizes analytical and interpretive skills; understanding of political, social, economic, and cultural change; and appreciation of diverse cultures and perspectives on the human past. The program also supports the discovery and exploration of intellectual passions that are the hallmarks of a liberally educated individual. The history curriculum is global in scope, allowing students to explore the human past in all parts of the world, from antiquity to the present. The department offers courses in U.S., European, Asian, African, Latin American, and Middle Eastern history, as well as courses in historical methodologies. Additionally, students can take advantage of numerous internship and study abroad opportunities, including the Public History Internship, which provides hands-on experience in museums, archives, and historical sites. An interdisciplinary minor in Public History is also available. Graduates of the program are well-prepared for diverse career paths, including teaching, law, public service, journalism, business, archival and museum work, or graduate study in history and related fields.",https://catalog.unc.edu/undergraduate/programs-study/history-department/history-ba/,,Bachelor of Arts in History,https://catalog.unc.edu/undergraduate/programs-study/,
,"Latin American Studies (LTAM) is an interdisciplinary program that investigates the history, cultures, politics, and social dynamics of Latin America and the Caribbean from the pre-colonial period to the present. The program is designed to provide students with a comprehensive understanding of the diverse societies and cultures of the region, as well as the historical and contemporary challenges and opportunities they face. Students will develop critical thinking skills, cross-cultural understanding, and proficiency in Spanish or Portuguese. Graduates of the Latin American Studies program are prepared for a wide range of careers in fields such as international relations, government, non-profit organizations, education, journalism, and business, as well as for graduate study in Latin American Studies or related disciplines.",https://catalog.unc.edu/undergraduate/liberal-arts-sciences/global-studies/latin-american-studies-ba/,,Bachelor of Arts in Latin American Studies,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Bachelor of Arts in Linguistics, Interpretation, and Translation (LIT) offers an interdisciplinary approach to the study of language and communication. It combines theoretical and applied linguistics, the science of interpreting and translation, and cross-cultural communication to prepare students for careers in diverse professional fields. The program emphasizes global literacy, critical thinking, and effective communication, equipping graduates with the skills necessary to navigate complex linguistic and cultural landscapes. Through rigorous coursework, practical training, and experiential learning opportunities, students develop proficiency in at least one foreign language (Spanish, German, French, or Japanese), gain a deep understanding of linguistic structures, acquire interpreting and translation techniques, and cultivate an appreciation for linguistic and cultural diversity. The program is designed to provide a solid foundation for those interested in pursuing graduate studies in linguistics, interpreting, translation, or related fields, as well as for those seeking immediate employment in areas such as diplomacy, international business, healthcare, legal services, community outreach, and education.",https://catalog.unc.edu/undergraduate/programs-study/linguistics-interpretation-translation-ba/,,"Bachelor of Arts in Linguistics, Interpretation, and Translation",https://catalog.unc.edu/undergraduate/programs-study/,B.A.
"Digital Video and Film, Journalism, Public Relations, Sports Communication","The Bachelor of Arts in Media and Journalism provides students with a strong liberal arts education and professional training for careers in a wide array of media and media-related fields, including journalism, public relations, digital media production, sports communication, and advertising. Graduates are prepared for positions in news organizations (print, broadcast, and online), public relations and strategic communication firms, corporate communication departments, advertising agencies, production companies, and other media-focused enterprises. Students develop critical thinking skills, ethical decision-making abilities, and professional competencies in areas such as writing, editing, visual storytelling, multimedia production, strategic communication planning, and media analytics.",https://catalog.unc.edu/undergraduate/programs-study/media-journalism-major-ba/,,Bachelor of Arts in Media and Journalism,https://catalog.unc.edu/undergraduate/programs-study/media-journalism-major-ba/,
,"The Bachelor of Arts in Music (BA) is designed for students seeking a broad education in music within a liberal arts context. This degree allows students to pursue their interests in music while also exploring other academic disciplines. The program provides a strong foundation in music theory, history, and performance, preparing students for diverse careers in music, further graduate study, or a range of professions that value critical thinking, creativity, and interdisciplinary understanding.",https://catalog.unc.edu/undergraduate/programs-study/music-ba/,,Bachelor of Arts in Music,https://catalog.unc.edu/undergraduate/programs-study/,
Music History & Literature,"The Music History & Literature Concentration is for students who want to explore music through a humanities-based approach. It emphasizes the study of music history, theory, and cultural contexts, preparing students for graduate study, careers in arts administration, or other fields requiring strong research and writing skills.",https://coaa.charlotte.edu/music/degrees-programs/ba-music/music-history-literature,The Department of Music is an accredited institutional member of the National Association of Schools of Music (NASM).,Bachelor of Arts in Music History and Literature,https://coaa.charlotte.edu/music/,B.A.
,"The Bachelor of Arts in North American Studies explores the cultures, societies, and histories of Canada, Mexico, the Caribbean, and the United States, as well as the connections among them. The program emphasizes global and transnational approaches to understanding North America, providing students with critical tools to engage with the region’s diverse peoples, experiences, and contexts. The program offers an interdisciplinary approach to North American Studies, drawing on courses from a range of fields, including Africana Studies, Anthropology, Communication Studies, Criminal Justice, English, Geography and Earth Sciences, Global Studies, History, Languages and Culture Studies, Latin American Studies, Political Science, Psychology, Religious Studies, Sociology, and Women's and Gender Studies. The program offers students an opportunity to learn about North America in historical and contemporary contexts, preparing them for careers in government, journalism, education, NGOs, and the private sector. The program also offers students the opportunity to conduct original research on a topic of their choice and to engage with community partners through internships and other experiential learning opportunities.",https://catalog.unc.edu/undergraduate/programs-study/north-american-studies-ba/,,Bachelor of Arts in North American Studies,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Bachelor of Arts in Peace, War, and Defense provides students with an interdisciplinary understanding of the causes of war and peace. Students learn about the role of diplomacy, international law, and conflict resolution in preventing and resolving conflicts, as well as the history, theory, and practice of warfare. The program also examines the social, political, economic, and cultural factors that contribute to conflict and cooperation between states and non-state actors. Students in the program develop critical thinking, analytical, and communication skills necessary for careers in government, non-governmental organizations, international organizations, and the private sector, as well as for graduate study in related fields. The program is housed in the Department of Political Science and Public Administration.",https://catalog.unc.edu/undergraduate/programs-study/peace-war-defense-ba/,,"Bachelor of Arts in Peace, War, and Defense",https://catalog.unc.edu/undergraduate/programs-study/,
,"Philosophy provides an excellent liberal arts education by developing critical thinking, argumentative, analytical, and writing skills. These skills are highly valued by employers, graduate programs, and professional schools. Students in the Philosophy B.A. program study topics in ethics, logic, metaphysics, epistemology, social and political philosophy, aesthetics, and the history of philosophy, among others. Students will learn to analyze complex concepts, evaluate arguments, and construct well-reasoned positions on fundamental questions.",https://catalog.unc.edu/undergraduate/programs-study/philosophy/philosophy-ba/,,Bachelor of Arts in Philosophy,https://catalog.unc.edu/undergraduate/programs-study/,
"International Relations, Public Policy","The Bachelor of Arts in Political Science is designed for students interested in studying the theory and practice of government and politics. This program examines political ideas, institutions, policies, and behavior, both domestically and internationally. Students will develop critical thinking skills, research abilities, and a deep understanding of political systems, preparing them for careers in government, non-profit organizations, law, journalism, business, or for further graduate study.",https://nineronline.uncc.edu/program/bachelor-arts-political-science,,Bachelor of Arts in Political Science,https://research.com/degrees/best-online-political-science-degree-programs,
,"The Public Policy Analysis, B.A. is an interdisciplinary program designed to prepare students for careers in public, private, and non-profit organizations that focus on the analysis, development, and implementation of public policies. Students will gain a strong foundation in economic, political, and social theories, as well as quantitative and qualitative research methods essential for effective policy analysis. The program emphasizes critical thinking, ethical decision-making, and communication skills necessary to address complex societal challenges. Graduates will be equipped to evaluate policy alternatives, contribute to evidence-based policy making, and advocate for policy changes that promote social welfare.",https://catalog.unc.edu/undergraduate/programs-study/public-policy-analysis-ba/,,Bachelor of Arts in Public Policy Analysis,https://catalog.unc.edu/undergraduate/programs-study/,
,"The Bachelor of Arts (B.A.) in Religious Studies is designed to expose students to a variety of religious traditions, regions, and theoretical approaches. Students will develop critical thinking and analytical skills, as well as an understanding of the diversity of human cultures and beliefs. Our graduates are well-prepared for careers in fields such as education, journalism, public service, and non-profit organizations, as well as for further graduate study in religious studies or related disciplines. The B.A. program in Religious Studies provides students with an academic and non-sectarian approach to understanding the diverse roles of religion in human cultures, both past and present. Through rigorous coursework, students develop a range of valuable skills, including critical thinking, analytical reasoning, research, and written and oral communication. These skills are highly valued by employers in a wide array of fields and provide excellent preparation for graduate study in a variety of disciplines.",https://religiousstudies.charlotte.edu/academics/undergraduate-program/bachelor-arts,,Bachelor of Arts in Religious Studies,https://www.educations.com/bachelors-degree/humanities-studies/north-america/distance-learning,
