QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Health Professions,0.0,4.0,3.0,,Fall,June,November 1st,45,,,,,"Diversity in Physical Therapy Scholarship, Dr. Jane F. Miller Endowed Scholarship, The Ken and Ginnie L. Cole Endowed Scholarship, UF PT Student Scholarship","three-year (nine semesters, including summers)",125982,Doctor of Physical Therapy (DPT),https://www.findlay.edu/health-professions/physical-therapy/
,College of Pharmacy,,4.0,2.5,,Fall,mid-July,June 1,0,,1475.0,"up to $20,000",,"Merit-based, Diversity-based",6 years,41452,Doctor of Pharmacy (Pharm. D.),https://www.findlay.edu/pharmacy/
,College of Business,,4.0,3.0,,,,,0,,820.0,,,,12 credit hours,9840,Data Analytics Certificate,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/computer-science/data-analytics-certificate
,College of Education,,4.0,3.0,,,,,0,,580.0,,,,,10440,Dual Enrollment Certificate in Communication,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/education/dual-enrollment-certificate-in-communication
,"College of Arts, Humanities, and Social Sciences",,,3.0,,,,,0,,565.0,,,,18 credit hours,10170,Dual Enrollment Certificate in Language Arts,https://www.findlay.edu/majors/graduate-certificates-and-nondegree
,College of Education,,4.0,3.0,,,,,0,,540.0,,,,18 credit hours,9720,Dual Enrollment Certificate in Mathematics,https://www.findlay.edu/education/graduate-programs/dual-enrollment-certificate
,College of Business,,4.0,2.5,,"Fall, Spring, Summer",,,0,,622.0,,,,12 credit hours,7464,Emergency and Disaster Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,College of Sciences,,4.0,2.7,,"Fall, Spring",,,0,,735.0,,,Endowed Scholarships,15 credit hours,11025,Environmental Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,College of Pharmacy,,4.0,2.75,,"Fall, Spring",,,0,,675.0,,,,one-year,8100,Health Informatics Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,College of Education,2.0,4.0,3.0,,,,,0,,750.0,,,,12 credit hours,9000,Literacy Leadership Certificate,"https://www.google.com/search?q=time+in+Hancock+County,+US"
,College of Sciences,,4.0,3.0,,,,,50,,805.0,,,,,9660,Occupational Health and Safety Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,College of Education,,,2.75,,,,,,,590.0,,,"Graduate Assistantships, External Scholarships",As little as two semesters,8850,Online Instruction Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,College of Education,,4.0,3.0,,,,,0,,630.0,,,"Endowed, Assistantships",12 credit hours,7560,School Counselor Leadership Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,College of Education,,4.0,,,Rolling admissions,,,0,,610.0,"500 - 2,500",,"Endowed Scholarships, Graduate Assistantships",12 credit hours,7320,Training and Online Instruction Certificate,https://www.findlay.edu/majors/graduate-certificates-and-nondegree
