Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
,,The University of Findlay's OTD program is a participant in the Centralized Application Service for Occupational Therapy (OTCAS) for all applicants (including current UF students). A bachelor's degree from an accredited institution. Minimum cumulative GPA of 3.0 on a 4.0 scale. Completion of all prerequisite courses with a grade of C or better. Prerequisite coursework must be completed within seven years prior to application. 20 hours of observation with an occupational therapist or occupational therapy assistant in a minimum of two different practice settings. The observation form is provided here. Three letters of recommendation submitted through OTCAS. On-campus interview by invitation only. Students for whom English is their second language must submit a TOEFL score of 89 with a 26 in speaking or higher.,,True,False,,False,False,False,,,program,Doctor of Occupational Therapy (OTD),https://www.findlay.edu/health-professions/occupational-therapy/doctor-of-occupational-therapy
Not Required,Not Required,Completion of a baccalaureate degree from a regionally accredited institution prior to the start of the program. Minimum cumulative grade point average (GPA) of 3.0 on a 4.0 scale. Minimum prerequisite science and math GPA of 3.0 on a 4.0 scale. Completion of all prerequisite courses with a grade of 'C' or better prior to the start of the program. Two letters of recommendation are required (one must be from a physical therapist). Observation hours - a minimum of 40 hours of observation in at least two different physical therapy practice settings is required. We require applicants to use the PTCAS platform to record observation hours. Graduate Record Exam (GRE) is not required. All students accepted into the University of Findlay's DPT program will be required to complete a background check and drug screen. All application materials must be submitted through PTCAS.,Not Required,True,False,,False,False,False,,,program,Doctor of Physical Therapy (DPT),https://www.findlay.edu/health-professions/physical-therapy/
Not Required,,"To be considered for admission, applicants must complete the PharmCAS Application and submit official transcripts. A minimum cumulative GPA of 2.5 is required. PCAT scores are not required for admission. Two letters of recommendation are required to be submitted through PharmCAS. Applicants are required to complete all prerequisite coursework prior to matriculation. The College of Pharmacy requires a personal, on-campus interview. All applicants must be able to meet the technical standards of the pharmacy program.",Not Required,True,False,True,True,False,False,,,program,Doctor of Pharmacy (Pharm. D.),https://www.findlay.edu/pharmacy/
,,"To be admitted to the Data Analytics Certificate program, the applicant must meet the following criteria: 1. A baccalaureate degree from a regionally accredited institution, or the international equivalent; 2. Completion of the Graduate application; 3. Official transcripts from all post-secondary institutions attended.",,True,False,False,False,False,False,,,program,Data Analytics Certificate,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/computer-science/data-analytics-certificate
Required,Not Required,"To be admitted to the Dual Enrollment Certificate in Communication, applicants must meet the following requirements:
1. A master’s degree from a regionally-accredited institution;
2. A cumulative GPA of 3.0 or higher from master’s degree coursework;
3. Two letters of recommendation;
4. A current resume or curriculum vitae;
5. A completed online application.",Not Required,True,False,False,False,False,False,,,program,Dual Enrollment Certificate in Communication,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/education/dual-enrollment-certificate-in-communication
Not Required,Not Required,Bachelor's degree from an accredited institution. Meet one of the two following requirements: Have a graduate degree in the teaching discipline from an accredited institution; or Have completed at least 18 graduate credit hours in the teaching discipline from an accredited institution. A cumulative GPA of 3.0 or higher from a completed baccalaureate degree program or a 3.0 or higher on all graduate coursework. Completed University of Findlay application. Official transcripts from all institutions attended.,Not Required,True,False,False,False,False,False,,,program,Dual Enrollment Certificate in Language Arts,https://www.findlay.edu/majors/graduate-certificates-and-nondegree
Not Required,Not Required,"Completed online graduate application
A master's degree or higher from a regionally accredited institution
Official transcripts from all institutions attended, undergraduate and graduate",Not Required,True,False,False,True,False,False,,,program,Dual Enrollment Certificate in Mathematics,https://www.findlay.edu/education/graduate-programs/dual-enrollment-certificate
Required,Required,"Bachelor’s degree from a regionally accredited institution, documented by an official transcript. A cumulative GPA of 2.75 or above. A resume listing work experience. A brief (1-2 page) statement of purpose detailing career goals and how this program will help achieve those goals. One letter of recommendation from an academic or professional source.",Not Required,True,False,,False,False,False,,,program,Emergency and Disaster Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,,Applicants must complete the online application for admission and submit official transcripts of all previous college coursework. No standardized graduate exam is required for admission.,,True,False,False,False,False,False,,,program,Environmental Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Not Required,Not Required,"The University of Findlay’s post-baccalaureate certificate in health informatics is intended for students who have completed a bachelor's degree. Students are encouraged to apply for admission to the health informatics certificate program if they meet the following criteria: Minimum 2.7 cumulative undergraduate GPA on a 4.0 scale​, Completed application form, Official transcripts from all institutions attended, Recommended coursework: one college-level math course, one college-level statistics course",Not Required,True,False,False,False,False,False,,,program,Health Informatics Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,,Bachelor's degree from an accredited institution. Official transcripts from all institutions attended. A minimum 2.75 cumulative GPA for full acceptance. Current Teaching License.,,True,False,False,False,False,False,,,program,Literacy Leadership Certificate,"https://www.google.com/search?q=time+in+Hancock+County,+US"
Required,Required,"Completed online application.
A minimum of a baccalaureate degree from an accredited institution.
Transcripts of all previous undergraduate and graduate work (if any).
A current résumé.
Statement of Purpose describing your career goals and reasons for pursuing the OH&S Management certificate at The University of Findlay.
No GRE requirement.",Not Required,True,False,False,False,False,False,,,program,Occupational Health and Safety Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Not Required,Not Required,"Bachelor's degree from an accredited institution
Official transcripts from all institutions attended
Overall GPA of 2.75
Completed graduate application",Not Required,True,False,False,False,False,False,,,program,Online Instruction Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,,"This certificate is specifically designed for practicing school counselors who hold a master’s degree and a current Ohio School Counselor license. To get started, simply apply to the University of Findlay as a non-degree seeking student.",,True,False,,False,False,False,,,program,School Counselor Leadership Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
,,"Completed online application, official transcripts from all colleges and universities attended, must have earned a bachelor's degree from an accredited institution, and must have a minimum undergraduate GPA of 2.75 on a 4.0 scale or a 3.0 on a 4.0 scale on last 60 hours of undergraduate coursework.",,True,False,False,False,False,False,,,program,Training and Online Instruction Certificate,https://www.findlay.edu/majors/graduate-certificates-and-nondegree
